EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,HeaveAttempts,AtRimAssists,DefThreePtRebounds,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGA,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockedAtRim,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,LostBallTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,PtsUnassisted3s,AtRimPctBlocked,OffCorner3ReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangeFGM,LostBallSteals,Loose Ball Fouls,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Travels,PenaltyCorner3FGA,LongMidRangeAssists,PenaltyCorner3Frequency,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Fg3aBlocked,Corner3Assists,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3SecondViolations,OffensiveGoaltends,HeaveMakes
1627736,1610612743,Malik Beasley,Malik Beasley,1627736,DEN,827.0,14,9.0,28,32,14.0,31.0,5.0,60,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,31.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,14.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,1.0,0.7,1.0,0.75,14.285714285714286,0.2,0.125,1.0,0.25,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5050875,0.6003,0.36855,0.2,0.5,0.2857142857142857,0.8,25.23333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,828.0,14,-7.0,25,28,6.0,6.0,4.0,53,3.0,3.0,,,1.0,4.0,1.0,4.0,7.0,1.0,4.0,4.0,15.0,38.0,,,,1.0,4.0,3.0,3.0,1.0,2.0,,2.0,,,4.0,,1.0,1.0,,,2.0,4.0,1.0,6.0,1.0,0.25,0.3333333333333333,0.5714285714285714,,0.5,,0.5769230769230769,,0.36363636363636365,44.827586206896555,,0.08333333333333333,,0.2727272727272727,1.0,1.0,0.36363636363636365,0.25,0.25,1.0,,,0.25,0.6363636363636364,0.3333333333333333,0.467025,,0.4791,0.08333333333333333,0.125,,11.171428571428573,32.175,0.24,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.6,0.16666666666666666,0.2,1.0,0.6666666666666666,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.25,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,2724.0,45,-8.0,91,97,32.0,54.0,13.0,188,5.0,7.0,1.0,2.0,1.0,5.0,1.0,5.0,9.0,1.0,6.0,4.0,17.0,109.0,1.0,2.0,6.0,1.0,4.0,3.0,5.0,1.0,3.0,,3.0,,,6.0,2.0,5.0,10.0,3.0,7.0,2.0,4.0,1.0,32.0,1.0,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.5,0.43333333333333335,0.5,0.5,0.75,0.4,18.69158878504673,0.11764705882352941,0.11428571428571428,0.16666666666666666,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.2,0.2,1.0,1.0,0.5,0.3333333333333333,0.8666666666666667,0.2,0.5395633333333334,0.6335,0.40454999999999997,0.0625,0.1,0.35294117647058826,4.655555555555556,25.333333333333332,0.3516483516483517,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,6.0,,3.0,2.0,1.0,1.0,,1.0,,4.0,1.0,0.6,0.75,0.5,0.3333333333333333,0.5,0.1111111111111111,0.125,,0.6,0.06666666666666667,0.06666666666666667,,,0.3333333333333333,1.0,0.23529411764705882,1.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.6666666666666666,0.16666666666666666,0.2777777777777778,0.11904761904761904,0.2857142857142857,0.2857142857142857,0.25,0.1111111111111111,0.125,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628470,1610612743,Torrey Craig,Torrey Craig,1628470,DEN,1173.0,20,-13.0,39,43,13.0,14.0,10.0,82,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,,3.0,1.0,5.0,53.0,1.0,1.0,2.0,1.0,2.0,,2.0,,,,,,,,5.0,6.0,8.0,,2.0,2.0,2.0,1.0,13.0,,,,0.6666666666666666,1.0,0.3333333333333333,0.5,0.35714285714285715,0.5,0.5,15.384615384615383,0.625,0.4,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.5,1.0,1.0,0.8333333333333334,,0.5599333333333333,0.5439,0.5439,0.14285714285714285,0.25,0.4,3.3666666666666667,24.5,0.3333333333333333,,,1.0,,,,,1.0,1.0,2.0,,,1.0,,,,,,1.0,,0.5,1.0,,,0.25,0.14285714285714285,0.16666666666666666,,0.5,0.16666666666666666,,,,,,0.2,1.0,,2.0,,,,2.0,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,0.07692307692307693,,,,0.8,,0.16666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,0.15384615384615385,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,997.0,17,-7.0,33,35,17.0,26.0,5.0,68,2.0,4.0,1.0,3.0,1.0,1.0,,4.0,6.0,1.0,1.0,,11.0,40.0,1.0,3.0,2.0,,2.0,,1.0,1.0,,,,,,,1.0,4.0,6.0,2.0,2.0,,,,17.0,,1.0,1.0,0.6666666666666666,0.3333333333333333,0.7857142857142857,0.3333333333333333,0.7857142857142857,0.3333333333333333,0.14285714285714285,17.94871794871795,0.3333333333333333,0.2727272727272727,,0.5714285714285714,0.5,0.6666666666666666,0.14285714285714285,1.0,1.0,,1.0,0.3333333333333333,,0.7142857142857143,1.0,0.5052928571428571,0.666,0.47125000000000006,,,0.18181818181818182,8.783333333333333,25.4,0.5151515151515151,1.0,2.0,,2.0,2.0,1.0,2.0,,2.0,6.0,,,2.0,,,,,,2.0,,0.75,1.0,0.5,0.5,0.5,0.25,0.25,,0.5,,0.2857142857142857,1.0,1.0,1.0,0.5,0.18181818181818182,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,0.16666666666666666,,,0.5,,0.09523809523809523,,,,,,,,,2.0,,,,0.18181818181818182,0.14285714285714285,,3.0,0.25,0.25,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203115,1610612743,Will Barton,Will Barton,203115,DEN,165.0,3,-2.0,6,7,4.0,7.0,,13,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,4.0,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627823,1610612743,Juancho Hernangomez,Juancho Hernangomez,1627823,DEN,933.0,16,2.0,32,32,16.0,31.0,5.0,64,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,2.0,33.0,1.0,1.0,2.0,,,,,,1.0,,1.0,,,2.0,,1.0,2.0,,1.0,,,,16.0,,,,1.0,1.0,0.5,1.0,0.5,1.0,0.5,7.692307692307692,,,,0.5,1.0,1.0,,,,,1.0,1.0,,1.0,,0.58805,0.6175,0.6175,,,1.0,1.6,22.2,0.5,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,1.0,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,0.25,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,2026.0,34,-14.0,68,72,16.0,29.0,9.0,140,2.0,3.0,,,,3.0,2.0,6.0,9.0,,3.0,,12.0,89.0,,,,2.0,6.0,,3.0,,4.0,1.0,5.0,1.0,1.0,11.0,1.0,2.0,3.0,1.0,2.0,,,,16.0,,,,0.6666666666666666,,0.5,,0.5,,0.25,16.666666666666668,0.07692307692307693,0.08,0.2,0.25,0.6666666666666666,1.0,0.25,,,,,,0.5,0.5,,0.48795416666666663,,0.456225,,,,7.544444444444445,24.53333333333333,0.23529411764705882,,,4.0,2.0,2.0,2.0,2.0,,4.0,6.0,,3.0,1.0,,1.0,,1.0,1.0,4.0,,0.5,0.5,1.0,0.5,0.5,0.08333333333333333,,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,,,0.3333333333333333,,,,1.0,,,1.0,,2.0,,1.0,1.0,,1.0,,,,,1.0,0.1111111111111111,,1.0,,,0.034482758620689655,,,,,,,,,1.0,,,1.0,0.058823529411764705,0.06666666666666667,,,0.3333333333333333,,,,,,,,,2.0,2.0,1.0,0.5,0.5,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629020,1610612743,Jarred Vanderbilt,Jarred Vanderbilt,1629020,DEN,735.0,12,9.0,27,28,10.0,27.0,2.0,55,3.0,3.0,,,,,,3.0,3.0,,,,6.0,27.0,,,,,2.0,,,,,,,,,,1.0,2.0,2.0,3.0,3.0,,,,10.0,,,,1.0,,1.0,,1.0,,,13.793103448275863,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,1.0,,0.7605000000000001,,0.71375,,,,0.9333333333333332,,0.37037037037037035,2.0,2.0,,,,2.0,2.0,,4.0,4.0,,,1.0,,,,,,4.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,,,,1.0,1.0,0.6666666666666666,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,1515.0,25,5.0,51,56,25.0,32.0,6.0,107,2.0,4.0,,1.0,,5.0,3.0,6.0,9.0,,6.0,,12.0,48.0,,1.0,,4.0,12.0,,5.0,,3.0,,3.0,,,6.0,,2.0,3.0,,1.0,1.0,,,25.0,,,,0.6666666666666666,,0.4,,0.4,,0.4,25.423728813559322,,0.08333333333333333,,0.26666666666666666,0.5,0.6666666666666666,0.3333333333333333,,,,1.0,,0.3,0.6666666666666666,,0.5323633333333333,0.611,0.5574,,,,8.633333333333333,24.916666666666668,0.49019607843137253,2.0,4.0,2.0,3.0,3.0,4.0,6.0,,8.0,,,1.0,2.0,,,,,,8.0,,,,0.6666666666666666,0.4,0.4,0.15384615384615385,0.16666666666666666,,,0.13333333333333333,0.2,1.0,1.0,0.4,0.5,0.6666666666666666,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,0.1111111111111111,,,,0.1111111111111111,0.04,,,0.5,,,0.06666666666666667,,,,,,,,,,,0.25,,,,,,,,,1.0,,,,0.5,0.5,,,1.0,2.0,0.1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
