EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,FtPoints,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,DefTwoPtRebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,TwoPtAssists,AtRimAssists,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SelfOReb,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SelfORebPct,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,LostBallSteals,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGM,Offensive Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3Assists,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangeAssists,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,PenaltyCorner3FGM,HeaveAttempts,BlockedLongMidRange,PenaltyCorner3Accuracy,PtsUnassisted3s,Clear Path Fouls,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
1627745,1610612737,Damian Jones,Damian Jones,1627745,ATL,492.0,8,12.0,18,17,10.0,12.0,5.0,35,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,10,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,10.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.090909090909092,1.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0833333333333333,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.7161,0.6619,0.7161,0.5,1.0,1.05,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627761,1610612737,DeAndre' Bembry,DeAndre' Bembry,1627761,ATL,508.0,8,7.0,19,19,11.0,14.0,3.0,38,,,,,,,1.0,2.0,8.0,13,1.0,1.0,5.0,,1.0,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,11.0,,,0.5,1.0,,0.8,1.25,,0.8,1.25,,23.80952380952381,,0.25,,,0.0833333333333333,,,,,,,,,,,0.6,0.49177,0.50895,0.3233,0.625,,6.3,0.5789473684210527,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6,0.3333333333333333,0.4,0.5,0.5,0.6,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,25.26666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,503.0,8,-3.0,17,17,2.0,7.0,4.0,34,1.0,2.0,,1.0,,,1.0,2.0,4.0,19,,1.0,,,,2.0,2.0,,,,,1.0,2.0,2.0,4.0,,,2.0,2.0,1.0,1.0,0.5,,,0.5,,,0.6666666666666666,,1.0,13.636363636363637,1.0,,,0.1428571428571428,0.1333333333333333,,,1.0,0.5,1.0,1.0,1.0,,,,1.0,0.6023000000000001,,,,0.5,1.6,0.1176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.2222222222222222,0.1666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628778,1610612737,Paul Watson,Paul Watson,1628778,ATL,1049.0,17,10.0,38,37,16.0,22.0,8.0,75,,,,,,,,4.0,,29,,1.0,,,3.0,,,,,,1.0,,2.0,,2.0,1.0,1.0,,16.0,,,,,,,,,,,,15.217391304347826,,,0.1666666666666666,0.1538461538461538,,,,,,,,,,,,0.4285714285714285,0.4544857142857142,0.3709,0.45829,,,10.224999999999998,0.4210526315789473,,3.0,,2.0,,1.0,,3.0,,1.0,,2.0,,2.0,3.0,2.0,8.0,1.0,1.0,,,,,0.4285714285714285,,0.4285714285714285,,,0.2857142857142857,,,,0.5,,,,24.3,,,1.0,,1.0,1.0,,,,,,,,0.25,,0.1428571428571428,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.1428571428571428,0.1428571428571428,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629164,1610612737,Brandon Goodwin,Brandon Goodwin,1629164,ATL,351.0,6,-2.0,14,14,13.0,14.0,3.0,28,,,,,,,1.0,1.0,2.0,12,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,,1.0,1.0,,1.0,2.0,13.0,,,1.0,1.0,1.0,0.25,1.0,0.25,0.25,1.0,0.25,23.52941176470588,,,,,0.0909090909090909,,,,,,,,,,,0.75,0.4638624999999999,,0.4638624999999999,1.0,1.0,12.4,0.9285714285714286,1.0,1.0,,2.0,,,,3.0,,,,2.0,,,1.0,,2.0,,,,,,,0.75,,0.25,1.0,1.0,0.5,,,,,,,,24.46666666666667,,,,1.0,,1.0,,,,,,,,,,,0.125,,0.5,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,,,0.25,0.25,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629718,1610612737,Charles Brown Jr.,Charles Brown Jr.,1629718,ATL,416.0,7,13.0,15,14,8.0,9.0,4.0,29,1.0,2.0,,,,1.0,1.0,3.0,6.0,5,,,,,1.0,,2.0,,,,,,,,,,,,8.0,1.0,1.0,0.3333333333333333,,,0.4166666666666667,,,0.5,,,33.333333333333336,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,1.0,,0.8333333333333334,0.4862833333333333,,0.5912,,,4.666666666666667,0.5333333333333333,,1.0,1.0,3.0,,,1.0,3.0,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.5,,0.1666666666666666,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,25.33333333333333,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.1666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203459,1610612737,Allen Crabbe,Allen Crabbe,203459,ATL,277.0,5,14.0,10,10,3.0,5.0,2.0,20,,,,,,,,1.0,3.0,3,,,,,,3.0,,,,,1.0,,1.0,,1.0,,,3.0,3.0,,,,,,0.75,,1.5,0.75,,1.5,18.181818181818183,,,0.5,0.25,,,1.0,,,,,,,,,0.5,0.3768,,0.3264,,1.0,14.2,0.3,,,1.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,1.0,0.5,,,,,0.5,1.0,1.0,1.0,,,,1.0,26.8,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,0.5,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612737,Vince Carter,Vince Carter,1713,ATL,186.0,3,-1.0,7,8,7.0,8.0,2.0,15,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,7,,,,1.0,1.0,2.0,,2.0,,,1.0,1.0,2.0,,2.0,,,2.0,7.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,11.11111111111111,1.0,,1.0,0.5,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.7129,,0.7129,,1.0,0.8,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629629,1610612737,Cam Reddish,Cam Reddish,1629629,ATL,306.0,5,-4.0,11,11,4.0,8.0,3.0,22,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,11,1.0,1.0,2.0,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,4.0,,,1.0,1.0,,0.25,1.0,,0.25,1.0,,26.666666666666668,,,,,0.0833333333333333,,,0.25,1.0,1.0,,1.0,1.0,,,1.0,0.6051,,0.53835,1.0,,0.4,0.3636363636363636,,,,2.0,,,,3.0,,,,2.0,,,,,,,,,,,,0.75,,,,,0.5,,,,,,,,24.2,,,,1.0,,,,,,,,,,,,,0.125,0.1666666666666666,,,,,1.0,,1.0,1.0,,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628989,1610612737,Kevin Huerter,Kevin Huerter,1628989,ATL,456.0,8,1.0,16,15,2.0,5.0,3.0,31,,,,,,,,2.0,6.0,14,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,0.6,,,0.6,,,25.0,,,,,,,,,,,,,,,,0.6,0.5016700000000001,,,,,17.25,0.125,,,1.0,2.0,,,2.0,3.0,,,6.0,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,0.6666666666666666,,0.6666666666666666,0.6,,,,,0.4,0.5,0.5,1.0,,,,0.5,24.53333333333333,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,0.4,0.2,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
