EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,LongMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,DefCorner3ReboundPct,Corner3Assists,Travels,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceTurnovers,Charge Fouls,StepOutOfBoundsTurnovers,on,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,8991.0,150,-34.0,305,317,117.0,82,38.0,622,13.0,16.0,2.0,3.0,7.0,8.0,9.0,20.0,3.0,7.0,6.0,10.0,4.0,5.0,4.0,13.0,1.0,2.0,2.0,5.0,25.0,43.0,10.0,23.0,16.0,96.0,397,2.0,4.0,1.0,2.0,7.0,13.0,16.0,6.0,10.0,4.0,48.0,18.0,32.0,27.0,3.0,4.0,13.0,4.0,5.0,3.0,2.0,5.0,2.0,3.0,12.0,1.0,2.0,1.0,8.0,6.0,2.0,16.0,4.0,20.0,6.0,6.0,4.0,1.0,3.0,5.0,1.0,9.0,3.0,5.0,16.0,2.0,2.0,13.0,18.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,48.0,117.0,4.0,1.0,0.36,0.391304347826087,0.9,0.43478260869565216,0.5,0.6,0.43478260869565216,0.5813953488372093,0.5,0.8125,0.6060606060606061,0.5833333333333334,0.8461538461538461,0.6575342465753424,0.5833333333333334,0.8888888888888888,0.3484848484848485,0.11627906976744186,0.0625,0.2,23.563218390804597,0.4444444444444444,0.13333333333333333,0.125,0.08695652173913043,0.025,0.11267605633802817,0.015873015873015872,0.1,0.02097902097902098,0.05555555555555555,0.02,0.08695652173913043,0.125,0.045454545454545456,0.13559322033898305,0.24242424242424243,0.8125,0.8666666666666667,0.6153846153846154,0.30303030303030304,0.45,0.5625,0.10606060606060606,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.15151515151515152,0.6,0.6,0.8333333333333334,0.19696969696969696,0.3076923076923077,0.3076923076923077,1.0,0.5,0.6666666666666666,0.3333333333333333,0.5,1.0,0.3076923076923077,0.875,0.19230769230769232,0.8,0.19230769230769232,0.4,0.5909090909090909,0.3076923076923077,0.512244696969697,0.50627,0.5208192307692308,0.1388888888888889,0.20408163265306123,0.07291666666666667,0.5,7.172093023255816,24.61304347826087,0.3836065573770492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,13770.0,230,86.0,482,476,174.0,158,51.0,958,19.0,34.0,3.0,4.0,6.0,10.0,11.0,25.0,4.0,19.0,2.0,10.0,1.0,5.0,20.0,47.0,1.0,2.0,7.0,16.0,34.0,78.0,22.0,57.0,30.0,164.0,505,3.0,6.0,1.0,3.0,14.0,10.0,25.0,8.0,21.0,9.0,53.0,26.0,42.0,39.0,27.0,2.0,46.0,20.0,6.0,15.0,9.0,24.0,9.0,12.0,57.0,6.0,3.0,,12.0,16.0,6.0,34.0,9.0,43.0,18.0,14.0,8.0,2.0,4.0,8.0,4.0,16.0,6.0,7.0,18.0,1.0,4.0,28.0,38.0,2.0,13.0,3.0,5.0,1.0,5.0,,53.0,174.0,2.0,2.0,0.38235294117647056,0.3939393939393939,0.5909090909090909,0.38596491228070173,0.3333333333333333,0.38095238095238093,0.39285714285714285,0.4358974358974359,0.5,0.4,0.4962962962962963,0.5,0.4782608695652174,0.5364238410596026,0.5833333333333334,0.5096153846153846,0.4222222222222222,0.07692307692307693,0.14705882352941177,,31.21495327102804,0.5,0.2857142857142857,,0.13559322033898305,0.02654867256637168,0.10714285714285714,0.061224489795918366,0.12173913043478261,0.04265402843601896,0.023255813953488372,0.06578947368421052,0.075,0.10638297872340426,0.25806451612903225,0.13636363636363635,0.2518518518518518,0.5588235294117647,0.6551724137931034,0.42105263157894735,0.18518518518518517,0.44,0.44,0.14074074074074075,0.21052631578947367,0.2222222222222222,0.25,0.07407407407407407,0.2,0.2,1.0,0.34814814814814815,0.425531914893617,0.425531914893617,0.55,0.4444444444444444,0.75,0.2222222222222222,0.5,,0.21739130434782608,0.6,0.10869565217391304,0.2,0.34782608695652173,0.4375,0.674074074074074,0.43478260869565216,0.510815671641791,0.49239,0.5170655555555557,0.09523809523809523,0.14606741573033707,0.08536585365853659,0.3231707317073171,7.962820512820512,26.01754385964912,0.36099585062240663,1.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,0.05263157894736842,0.023809523809523808,0.03571428571428571,0.045454545454545456,0.05555555555555555,0.6,0.36363636363636365,0.3333333333333333,0.1111111111111111,0.017241379310344827,,,,,,,,,,,,,,,True,,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,7222.0,120,,238,236,46.0,34,25.0,474,3.0,5.0,,1.0,,,1.0,4.0,1.0,1.0,4.0,8.0,1.0,1.0,3.0,10.0,1.0,1.0,,,5.0,10.0,7.0,18.0,3.0,34.0,258,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,5.0,6.0,4.0,21.0,,,10.0,3.0,,6.0,1.0,7.0,1.0,3.0,15.0,1.0,2.0,,5.0,5.0,1.0,11.0,3.0,14.0,,,,,,1.0,,1.0,1.0,4.0,14.0,,1.0,5.0,4.0,2.0,3.0,,,,,,5.0,46.0,,,0.6,0.6,1.0,0.3888888888888889,1.0,1.0,0.3888888888888889,0.5,,1.0,0.5535714285714286,0.5,1.25,0.5862068965517241,0.5,1.25,0.6428571428571429,,,,11.235955056179776,,0.16666666666666666,,0.10204081632653061,0.03125,0.07042253521126761,0.017857142857142856,0.08333333333333333,0.025,0.07407407407407407,0.022727272727272728,0.16666666666666666,0.047619047619047616,0.1,0.058823529411764705,0.17857142857142858,0.6,0.6,1.0,0.14285714285714285,0.25,0.25,0.03571428571428571,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,0.35714285714285715,0.3,0.3,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,,,0.5,1.0,,,0.8214285714285714,0.3,0.5400589285714287,0.5444,0.50855,0.10344827586206896,0.2727272727272727,0.08823529411764706,0.14705882352941177,5.06,24.87222222222222,0.19327731092436976,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,0.0625,,,,,,1.0,0.1,,,,,,,,,,,,,True,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,23265.0,388,36.0,799,806,256.0,250,83.0,1605,56.0,72.0,13.0,21.0,20.0,24.0,6.0,11.0,2.0,5.0,,,,,,,,,,,64.0,88.0,,,22.0,150.0,907,14.0,23.0,,,32.0,23.0,31.0,,,11.0,57.0,104.0,24.0,,,20.0,,,1.0,18.0,9.0,27.0,8.0,14.0,63.0,14.0,26.0,,49.0,33.0,6.0,88.0,40.0,128.0,22.0,17.0,11.0,1.0,7.0,10.0,4.0,21.0,5.0,29.0,51.0,2.0,5.0,32.0,34.0,6.0,14.0,6.0,30.0,12.0,35.0,1.0,57.0,256.0,4.0,6.0,0.8125,0.9629629629629629,,,,,,0.7272727272727273,0.6086956521739131,0.7419354838709677,0.7272727272727273,0.6086956521739131,0.7419354838709677,0.7352941176470589,0.5925925925925926,0.7307692307692307,,0.011363636363636364,0.013888888888888888,,13.804713804713804,0.5238095238095238,0.1875,,0.17277486910994763,0.13333333333333333,0.2648648648648649,0.08433734939759036,0.21808510638297873,0.11080332409972299,0.15294117647058825,0.08148148148148149,0.203125,0.17105263157894737,0.13725490196078433,0.2727272727272727,0.8181818181818182,0.7777777777777778,0.7887323943661971,0.8035714285714286,0.125,0.5454545454545454,0.5454545454545454,0.056818181818181816,0.4,0.4,0.5,,,,,,,,,0.9130434782608695,0.6190476190476191,,,,0.7741935483870968,0.8333333333333334,,,,,0.8181818181818182,,0.587690909090909,0.5513000000000002,0.5636548387096774,0.14583333333333334,0.14583333333333334,0.21333333333333335,0.38,3.0136363636363637,,0.32040050062578224,,4.0,,2.0,2.0,3.0,5.0,1.0,3.0,3.0,,,15.0,3.0,18.0,3.0,,0.14285714285714285,0.0851063829787234,0.0967741935483871,0.13043478260869565,0.5142857142857142,1.0,0.23076923076923078,,,,0.23809523809523808,1.0,1.0,5.0,4.0,1.0,4.0,,,,,,,True,,,,,,,,
202689,1610612738,Kemba Walker,Kemba Walker,202689,BOS,10368.0,173,-11.0,358,354,115.0,102,46.0,712,9.0,20.0,1.0,3.0,2.0,3.0,6.0,16.0,3.0,10.0,,1.0,,,28.0,59.0,1.0,2.0,10.0,23.0,18.0,46.0,28.0,60.0,26.0,146.0,437,1.0,5.0,1.0,3.0,8.0,2.0,9.0,10.0,23.0,9.0,43.0,2.0,34.0,33.0,51.0,2.0,58.0,28.0,6.0,18.0,10.0,28.0,6.0,13.0,66.0,3.0,6.0,,2.0,12.0,,14.0,9.0,23.0,1.0,,4.0,2.0,1.0,5.0,3.0,9.0,2.0,4.0,10.0,,,20.0,27.0,2.0,7.0,2.0,2.0,1.0,2.0,,43.0,115.0,1.0,2.0,0.05555555555555555,0.058823529411764705,0.39285714285714285,0.4666666666666667,0.3333333333333333,0.43478260869565216,0.4745762711864407,0.391304347826087,0.2,0.2222222222222222,0.5660377358490566,0.3125,0.53125,0.6206896551724138,0.3888888888888889,0.5972222222222222,0.5660377358490566,0.13043478260869565,0.15,0.1875,30.12048192771084,0.4444444444444444,,,0.12903225806451613,0.061855670103092786,0.024691358024691357,0.037037037037037035,0.08045977011494253,0.05056179775280899,0.05263157894736842,0.04411764705882353,0.05555555555555555,0.15151515151515152,0.20833333333333334,0.03333333333333333,0.18867924528301888,0.45,0.5294117647058824,0.1111111111111111,0.1509433962264151,0.375,0.46153846153846156,0.09433962264150944,0.3,0.3,,0.009433962264150943,,,,0.5566037735849056,0.4745762711864407,0.49122807017543857,0.39285714285714285,0.375,0.3333333333333333,0.25,0.5,,0.09375,0.6666666666666666,,,0.71875,0.43478260869565216,0.7547169811320755,0.4827586206896552,0.5075771428571428,0.56267,0.48390645161290324,0.08771929824561403,0.13725490196078433,0.0547945205479452,0.2945205479452055,7.586956521739129,26.326666666666668,0.32122905027932963,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,,,2.0,3.0,1.0,,2.0,,,0.07894736842105263,0.047619047619047616,,0.02,1.0,,,0.125,0.047619047619047616,4.0,,4.0,,,,,,2.0,0.03333333333333333,0.03389830508474576,,,,True,,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,12152.0,203,31.0,419,430,139.0,154,34.0,849,16.0,18.0,3.0,3.0,7.0,7.0,1.0,14.0,5.0,9.0,1.0,2.0,,,2.0,13.0,1.0,1.0,,6.0,22.0,41.0,3.0,15.0,28.0,81.0,455,3.0,3.0,1.0,1.0,11.0,7.0,12.0,,6.0,10.0,24.0,20.0,24.0,9.0,,,13.0,2.0,5.0,12.0,13.0,25.0,9.0,8.0,63.0,2.0,1.0,,8.0,6.0,,14.0,3.0,17.0,11.0,3.0,7.0,2.0,3.0,6.0,4.0,13.0,5.0,9.0,24.0,1.0,,23.0,31.0,1.0,13.0,3.0,3.0,1.0,3.0,,24.0,139.0,3.0,2.0,0.45454545454545453,0.45454545454545453,1.0,0.2,1.0,,0.2,0.5365853658536586,1.0,0.5833333333333334,0.4732142857142857,1.125,0.3888888888888889,0.5704225352112676,1.1,0.5217391304347826,0.26785714285714285,0.12195121951219512,0.05555555555555555,0.2857142857142857,18.42105263157895,0.5384615384615384,,,0.06818181818181818,0.010752688172043012,0.07920792079207921,0.02531645569620253,0.07407407407407407,0.01744186046511628,,0.014925373134328358,0.07407407407407407,0.02702702702702703,0.125,0.06172839506172839,0.32142857142857145,0.8888888888888888,0.9411764705882353,0.5625,0.25,0.07142857142857142,0.1,0.16071428571428573,0.5555555555555556,0.5555555555555556,0.2,0.03571428571428571,0.5,0.5,1.0,0.23214285714285715,0.15384615384615385,0.15384615384615385,1.0,0.75,1.0,0.25,1.0,1.0,0.3888888888888889,1.0,,,0.3333333333333333,,0.5892857142857143,0.15384615384615385,0.5221625,0.7571,0.5425277777777777,0.19117647058823528,0.24528301886792453,0.13580246913580246,0.2962962962962963,8.153658536585366,25.42666666666667,0.3317422434367542,,2.0,,2.0,2.0,1.0,8.0,1.0,1.0,1.0,,,2.0,,2.0,,,,0.037037037037037035,0.08333333333333333,0.038461538461538464,0.6666666666666666,,1.0,,,,0.15,4.0,2.0,,,,,,,,1.0,1.0,,True,,,,,,,,
1629682,1610612738,Tremont Waters,Tremont Waters,1629682,BOS,1106.0,18,21.0,36,34,11.0,6,4.0,70,,2.0,,,,1.0,,,1.0,1.0,,1.0,,,2.0,3.0,,,,,1.0,3.0,2.0,4.0,,8.0,30,,,,,,,1.0,,,,,2.0,,3.0,3.0,,3.0,2.0,,2.0,1.0,3.0,,2.0,7.0,,,,2.0,,,2.0,,2.0,1.0,,2.0,,2.0,,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,11.0,,,1.0,1.0,0.5,0.5,,,0.5,0.3333333333333333,,,0.5714285714285714,,,0.5714285714285714,,,0.5714285714285714,,,,23.076923076923077,1.0,,,,,0.2,,0.1,,,,,,,0.25,0.2857142857142857,,,,,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,,,,,,0.8571428571428571,0.6666666666666666,0.5228857142857143,,0.2979,,,,,6.733333333333333,25.15,0.3055555555555556,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,12712.0,212,-9.0,431,441,145.0,146,57.0,872,6.0,10.0,1.0,2.0,1.0,2.0,7.0,18.0,3.0,10.0,2.0,7.0,,,12.0,44.0,1.0,6.0,4.0,17.0,16.0,38.0,14.0,51.0,15.0,89.0,513,2.0,4.0,1.0,7.0,8.0,5.0,11.0,4.0,17.0,5.0,27.0,8.0,24.0,30.0,12.0,,42.0,12.0,4.0,26.0,10.0,36.0,5.0,22.0,82.0,3.0,,,13.0,8.0,,21.0,3.0,24.0,12.0,10.0,5.0,1.0,4.0,5.0,1.0,10.0,5.0,10.0,20.0,2.0,,19.0,16.0,1.0,5.0,2.0,3.0,2.0,4.0,,27.0,145.0,1.0,2.0,0.25,0.25,0.7142857142857143,0.27450980392156865,0.14285714285714285,0.23529411764705882,0.2857142857142857,0.42105263157894735,0.5,0.45454545454545453,0.4157303370786517,0.3181818181818182,0.39285714285714285,0.4635416666666667,0.3333333333333333,0.43548387096774194,0.5730337078651685,0.10526315789473684,0.1,0.1111111111111111,21.50101419878296,0.5,,,0.07079646017699115,,0.13,0.030303030303030304,0.09859154929577464,0.013953488372093023,,0.0379746835443038,0.05555555555555555,0.06521739130434782,0.0967741935483871,0.11688311688311688,0.11235955056179775,0.6,0.6666666666666666,0.3333333333333333,0.20224719101123595,0.3888888888888889,0.4375,0.11235955056179775,0.3,0.3333333333333333,0.3333333333333333,0.07865168539325842,0.2857142857142857,0.2857142857142857,1.0,0.4943820224719101,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.18181818181818182,0.5,0.5454545454545454,0.16666666666666666,1.0,0.07142857142857142,0.5,,,0.6071428571428571,0.23529411764705882,0.6853932584269663,0.2857142857142857,0.4985965517241378,0.4585125,0.4791576923076923,0.06382978723404255,0.11904761904761904,0.0898876404494382,0.30337078651685395,8.997368421052629,26.658823529411766,0.33642691415313225,1.0,1.0,2.0,3.0,1.0,,2.0,,1.0,4.0,,1.0,1.0,,,,0.1,,,,,,0.14285714285714285,1.0,0.09090909090909091,0.019230769230769232,1.0,0.17391304347826086,5.0,2.0,1.0,1.0,,,,,,2.0,,2.0,True,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,8193.0,137,,278,279,98.0,109,23.0,557,4.0,6.0,2.0,3.0,1.0,2.0,1.0,6.0,,1.0,2.0,4.0,1.0,2.0,1.0,8.0,,2.0,,3.0,5.0,13.0,3.0,12.0,5.0,24.0,321,2.0,4.0,,3.0,5.0,1.0,3.0,1.0,5.0,2.0,7.0,4.0,6.0,6.0,3.0,4.0,8.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,11.0,2.0,2.0,,6.0,7.0,2.0,15.0,4.0,19.0,4.0,4.0,1.0,,1.0,2.0,,3.0,1.0,8.0,14.0,1.0,1.0,6.0,6.0,1.0,3.0,1.0,,,2.0,,7.0,98.0,1.0,,0.4,0.6666666666666666,0.6666666666666666,0.25,,0.2,0.25,0.38461538461538464,0.5,0.3333333333333333,0.38,0.2857142857142857,0.3125,0.42857142857142855,0.35714285714285715,0.3888888888888889,0.48,0.07692307692307693,,0.16666666666666666,9.900990099009901,0.3333333333333333,0.25,,0.10606060606060606,0.03389830508474576,0.1,0.03571428571428571,0.10317460317460317,0.034782608695652174,,0.0392156862745098,0.058823529411764705,0.17857142857142858,0.047619047619047616,0.1,0.24,0.6666666666666666,0.6666666666666666,0.5,0.24,0.16666666666666666,0.2,0.04,,,,0.16,0.5,0.5,0.5,0.32,0.125,0.125,1.0,0.42857142857142855,0.6666666666666666,0.2857142857142857,,,0.25,0.5,0.25,0.5,0.375,,0.72,0.125,0.5119800000000001,0.5902125,0.50500625,0.1111111111111111,0.2,0.20833333333333334,0.2916666666666667,6.130769230769231,24.566666666666666,0.35251798561151076,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,0.0625,0.1,,,,,,0.14285714285714285,,,0.1,,,2.0,1.0,1.0,,,,,,,,True,,,,,,,,
1629750,1610612738,Javonte Green,Javonte Green,1629750,BOS,4888.0,81,-12.0,165,167,27.0,49,13.0,332,8.0,11.0,1.0,2.0,3.0,3.0,3.0,5.0,,1.0,,2.0,,,1.0,2.0,,,,,11.0,17.0,1.0,4.0,,25.0,181,1.0,2.0,,,2.0,4.0,4.0,,,,8.0,16.0,6.0,3.0,,2.0,2.0,1.0,,1.0,,1.0,,1.0,2.0,2.0,1.0,,8.0,5.0,1.0,14.0,3.0,17.0,3.0,1.0,2.0,1.0,2.0,1.0,,3.0,,5.0,10.0,,,2.0,1.0,1.0,1.0,,,,,,8.0,27.0,1.0,,0.7272727272727273,0.8,1.0,0.25,,,0.25,0.6470588235294118,0.5,1.0,0.5952380952380952,0.5,1.0,0.5952380952380952,0.5,1.0,0.19047619047619047,,,,13.559322033898304,0.6666666666666666,0.2,,0.12195121951219512,0.024390243902439025,0.2,0.058823529411764705,0.16049382716049382,0.04,,0.037037037037037035,0.07692307692307693,0.1,0.25,0.23076923076923078,0.5238095238095238,0.7272727272727273,0.7272727272727273,0.625,0.23809523809523808,0.6,0.6,0.047619047619047616,,,,0.09523809523809523,,,,0.09523809523809523,0.5,0.5,1.0,1.0,0.5,,,,0.75,1.0,,,,,0.7142857142857143,0.5,0.5511785714285714,,0.562575,0.047619047619047616,0.058823529411764705,0.08,0.32,4.223529411764706,24.25,0.16363636363636364,,,,,,,2.0,,,,,,,,,,,0.08333333333333333,,0.14285714285714285,,,1.0,,,,,0.14285714285714285,,,,,,,,,,,,,True,,,,,,,,
