EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassSteals,BadPassTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,BlockedShortMidRange,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,HeaveAttempts,Corner3PctBlocked,FTOffRebounds,BlockedArc3,3SecondViolations,OffFTReboundPct,Defensive 3 Seconds Violations,DefensiveGoaltends,on,Clear Path Fouls
1626143,1610612740,Jahlil Okafor,Jahlil Okafor,1626143,NOP,6760.0,113,-9,240,235,49.0,65,26.0,475,21.0,26.0,3.0,5.0,5.0,6.0,10.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,46,1.0,2.0,10.0,75.0,263,4.0,6.0,1.0,1.0,11.0,7.0,10.0,5.0,19.0,34.0,28.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,6.0,1.0,17.0,3.0,7.0,11.0,6.0,17.0,10.0,27.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,7.0,1.0,2.0,7.0,11.0,3.0,15.0,1.0,15.0,1.0,6.0,2.0,8.0,8.0,8.0,7.0,19.0,47.0,2.0,0.5483870967741935,0.5862068965517241,1.0,0.5,1.0,0.5,0.6739130434782609,0.6666666666666666,0.7,0.6770833333333334,0.7857142857142857,0.7,0.6818181818181818,0.7857142857142857,0.7307692307692307,0.041666666666666664,0.021739130434782608,0.038461538461538464,22.878228782287824,0.14285714285714285,0.08955223880597014,0.1206896551724138,0.25,0.05555555555555555,0.15315315315315314,0.08928571428571429,0.1875,0.07142857142857142,0.14285714285714285,0.05128205128205128,0.06666666666666667,0.0967741935483871,0.07407407407407407,0.1111111111111111,0.1935483870967742,0.38461538461538464,0.13333333333333333,0.875,0.5416666666666666,0.8076923076923077,0.84,0.6666666666666666,0.3958333333333333,0.5263157894736842,0.5263157894736842,0.3,0.020833333333333332,0.020833333333333332,0.020833333333333332,1.0,1.0,1.0,0.7142857142857143,0.6,0.14285714285714285,1.0,1.0,0.6,0.8333333333333334,0.5833333333333334,1.0,0.5154114583333333,0.5477,0.51528,0.11320754716981132,0.11764705882352941,0.14666666666666667,0.25333333333333335,4.519565217391304,24.85,0.20416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,22071.0,368,-8,790,774,250.0,245,84.0,1564,35.0,61.0,2.0,6.0,10.0,17.0,7.0,26.0,33.0,11.0,13.0,46.0,,5.0,54.0,120,18.0,57.0,53.0,215.0,848,4.0,12.0,1.0,7.0,18.0,15.0,35.0,22.0,64.0,36.0,72.0,51.0,2.0,46.0,13.0,10.0,18.0,21.0,39.0,15.0,16.0,1.0,99.0,1.0,10.0,16.0,24.0,48.0,11.0,59.0,6.0,7.0,,19.0,3.0,14.0,1.0,11.0,3.0,33.0,2.0,14.0,7.0,18.0,3.0,55.0,4.0,63.0,4.0,25.0,4.0,9.0,8.0,10.0,8.0,64.0,249.0,4.0,0.3333333333333333,0.33962264150943394,0.9444444444444444,0.3157894736842105,0.14285714285714285,0.3157894736842105,0.45,0.3333333333333333,0.42857142857142855,0.4576271186440678,0.2894736842105263,0.4883720930232558,0.5221674876847291,0.4090909090909091,0.5714285714285714,0.3220338983050847,0.08333333333333333,0.09836065573770492,26.5466816647919,0.5757575757575758,0.12834224598930483,0.05555555555555555,0.10457516339869281,0.005154639175257732,0.11764705882352941,0.029411764705882353,0.07792207792207792,0.029850746268656716,0.05555555555555555,0.006493506493506494,,0.07526881720430108,0.19402985074626866,0.14814814814814814,0.096,0.14285714285714285,0.06666666666666667,0.8,0.3446327683615819,0.5737704918032787,0.6363636363636364,0.42857142857142855,0.14689265536723164,0.2692307692307692,0.30434782608695654,0.14285714285714285,0.1864406779661017,0.062146892655367235,0.2598870056497175,0.2826086956521739,0.28888888888888886,0.9230769230769231,0.3157894736842105,0.3333333333333333,0.2631578947368421,,,0.3953488372093023,0.5882352941176471,0.6666666666666666,0.2826086956521739,0.5144161016949153,0.5362066666666666,0.4787988372093023,0.1407035175879397,0.1773049645390071,0.08372093023255814,0.29767441860465116,7.541666666666667,25.347368421052625,0.31645569620253167,12.0,5.0,1.0,2.0,1.0,2.0,3.0,6.0,7.0,4.0,8.0,3.0,1.0,6.0,1.0,8.0,7.0,8.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,0.5,0.017543859649122806,0.11538461538461539,0.030303030303030304,0.021739130434782608,0.36363636363636365,0.36363636363636365,0.375,0.16666666666666666,0.45454545454545453,0.45454545454545453,1.0,0.5,0.10526315789473684,0.5,1.0,0.046511627906976744,0.5,0.13953488372093023,0.5,0.05172413793103448,,,,,,,,,,,,,True,
1628366,1610612740,Lonzo Ball,Lonzo Ball,1628366,NOP,30173.0,503,-5,1077,1061,247.0,222,116.0,2138,21.0,41.0,7.0,10.0,7.0,9.0,4.0,18.0,19.0,21.0,25.0,71.0,1.0,6.0,29.0,78,33.0,92.0,14.0,171.0,1182,7.0,14.0,1.0,6.0,17.0,8.0,17.0,8.0,45.0,22.0,36.0,75.0,8.0,71.0,25.0,9.0,75.0,56.0,131.0,38.0,52.0,8.0,318.0,8.0,12.0,35.0,40.0,79.0,20.0,99.0,3.0,23.0,4.0,29.0,11.0,26.0,3.0,8.0,3.0,55.0,1.0,10.0,18.0,36.0,2.0,20.0,1.0,22.0,1.0,4.0,6.0,10.0,6.0,10.0,7.0,44.0,240.0,4.0,0.3793103448275862,0.44,0.7575757575757576,0.358695652173913,0.16666666666666666,0.358695652173913,0.3717948717948718,0.5,0.47058823529411764,0.46176470588235297,0.425,0.4625,0.475,0.425,0.4787234042553192,0.5411764705882353,0.11538461538461539,0.12195121951219512,19.373454245671887,0.5272727272727272,0.14285714285714285,0.04477611940298507,0.175,0.03187250996015936,0.15625,0.038535645472061654,0.04201680672268908,0.06666666666666667,0.01694915254237288,0.015228426395939087,0.09259259259259259,0.09655172413793103,0.18556701030927836,0.21052631578947367,0.17682926829268292,0.16666666666666666,0.030927835051546393,0.7,0.2411764705882353,0.5121951219512195,0.5833333333333334,0.38095238095238093,0.10588235294117647,0.2222222222222222,0.2857142857142857,,0.11176470588235295,0.12352941176470589,0.4176470588235294,0.352112676056338,0.352112676056338,0.68,0.5,0.7,0.3,0.16666666666666666,,0.225,0.7777777777777778,0.7823529411764706,0.352112676056338,0.5250443452380951,0.5212035714285713,0.5229065789473685,0.028735632183908046,0.04938271604938271,0.09941520467836257,0.2631578947368421,7.315384615384616,25.957608695652176,0.22934076137418755,4.0,8.0,,,,3.0,7.0,20.0,,7.0,23.0,24.0,,18.0,15.0,4.0,19.0,21.0,1.0,2.0,,4.0,,,1.0,,,,0.30434782608695654,,0.2222222222222222,,,0.14285714285714285,0.21052631578947367,0.21052631578947367,0.75,0.38095238095238093,0.38095238095238093,1.0,0.14285714285714285,,,,0.075,,0.5,0.35,0.010752688172043012,2.0,4.0,1.0,4.0,,,,,,,,,True,
1628402,1610612740,Frank Jackson,Frank Jackson,1628402,NOP,20104.0,335,-48,723,717,229.0,263,74.0,1440,23.0,45.0,2.0,5.0,11.0,22.0,11.0,25.0,17.0,22.0,18.0,40.0,,4.0,39.0,87,27.0,62.0,17.0,176.0,833,2.0,6.0,1.0,7.0,7.0,13.0,29.0,7.0,54.0,50.0,28.0,69.0,,39.0,18.0,7.0,14.0,14.0,28.0,11.0,12.0,,70.0,1.0,4.0,16.0,13.0,30.0,5.0,35.0,3.0,3.0,1.0,4.0,1.0,16.0,2.0,,4.0,20.0,2.0,6.0,19.0,35.0,3.0,21.0,,24.0,3.0,11.0,2.0,2.0,1.0,2.0,2.0,54.0,224.0,2.0,0.6410256410256411,0.6410256410256411,0.8518518518518519,0.43548387096774194,0.14285714285714285,0.4426229508196721,0.4482758620689655,0.3333333333333333,0.4482758620689655,0.5335570469798657,0.2692307692307692,0.5,0.550314465408805,0.2692307692307692,0.5294117647058824,0.4161073825503356,0.08045977011494253,0.08888888888888889,22.236024844720497,0.2,0.0663265306122449,0.02197802197802198,0.12213740458015267,0.00625,0.08868501529051988,0.014619883040935672,0.024096385542168676,,0.058823529411764705,0.008130081300813009,,0.07920792079207921,0.04838709677419355,0.06060606060606061,0.12745098039215685,0.10344827586206896,0.0410958904109589,1.0,0.30201342281879195,0.5111111111111111,0.5609756097560976,0.7391304347826086,0.16778523489932887,0.44,0.5,0.5454545454545454,0.11409395973154363,0.1476510067114094,0.2684563758389262,0.45,0.46153846153846156,0.8333333333333334,0.38461538461538464,0.4,0.3076923076923077,,,0.46808510638297873,0.5,0.7181208053691275,0.46153846153846156,0.5213449324324324,0.5819541666666667,0.5524054347826087,0.07006369426751592,0.11578947368421053,0.03977272727272727,0.3068181818181818,6.9931034482758605,25.272580645161284,0.31673582295988933,5.0,9.0,1.0,3.0,4.0,7.0,3.0,11.0,,7.0,18.0,12.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,,2.0,,1.0,,,,,0.3888888888888889,0.03225806451612903,0.12,,0.025,0.05263157894736842,0.29411764705882354,0.29411764705882354,0.4,0.4090909090909091,0.42857142857142855,0.8888888888888888,1.0,0.23076923076923078,0.3333333333333333,1.0,0.14893617021276595,0.5714285714285714,0.23404255319148937,0.2727272727272727,,2.0,1.0,,2.0,1.0,0.045454545454545456,,,,,,,True,
1629740,1610612740,Nicolo Melli,Nicolo Melli,1629740,NOP,62527.0,1042,-88,2213,2191,581.0,603,232.0,4404,38.0,54.0,10.0,12.0,9.0,14.0,18.0,41.0,22.0,51.0,54.0,155.0,7.0,9.0,67.0,117,69.0,206.0,54.0,395.0,2482,12.0,20.0,8.0,13.0,56.0,17.0,33.0,31.0,107.0,82.0,52.0,207.0,14.0,153.0,54.0,7.0,39.0,43.0,82.0,31.0,28.0,4.0,207.0,23.0,12.0,58.0,78.0,142.0,38.0,180.0,2.0,34.0,6.0,22.0,5.0,24.0,3.0,9.0,8.0,46.0,6.0,10.0,72.0,124.0,3.0,95.0,11.0,73.0,5.0,22.0,16.0,22.0,17.0,23.0,12.0,105.0,572.0,14.0,0.6119402985074627,0.6833333333333333,1.0,0.33495145631067963,0.6153846153846154,0.3382352941176471,0.5726495726495726,0.6,0.5151515151515151,0.5278637770897833,0.7272727272727273,0.4634146341463415,0.5533707865168539,0.7567567567567568,0.535,0.6377708978328174,0.05982905982905983,0.07407407407407407,16.20967741935484,0.4782608695652174,0.13356164383561644,0.022944550669216062,0.14250614250614252,0.04554455445544554,0.13723511604439959,0.03404669260700389,0.029166666666666667,0.022857142857142857,0.009259259259259259,0.046153846153846156,0.043478260869565216,0.1384083044982699,0.11330049261083744,0.16304347826086957,0.1437308868501529,0.1375,0.011494252873563218,0.5217391304347826,0.16718266253869968,0.7037037037037037,0.76,0.6578947368421053,0.12693498452012383,0.43902439024390244,0.47368421052631576,0.5555555555555556,0.06811145510835913,0.15789473684210525,0.47987616099071206,0.34838709677419355,0.34838709677419355,1.0,0.36363636363636365,0.8333333333333334,0.2727272727272727,0.7777777777777778,1.0,0.17073170731707318,0.6428571428571429,0.804953560371517,0.35294117647058826,0.5273617187499999,0.5233025,0.5041481012658229,0.06764705882352941,0.16417910447761194,0.14177215189873418,0.2708860759493671,7.123076923076922,25.99902912621359,0.26253953908721195,11.0,15.0,1.0,4.0,3.0,9.0,11.0,40.0,8.0,14.0,49.0,,,12.0,7.0,6.0,28.0,13.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,1.0,,1.0,0.2857142857142857,,0.07317073170731707,,,0.11538461538461539,0.5,0.5,0.5454545454545454,0.29411764705882354,0.29411764705882354,1.0,0.2,0.12121212121212122,0.25,1.0,0.10975609756097561,0.3333333333333333,0.4878048780487805,0.275,0.0048543689320388345,5.0,4.0,,10.0,2.0,,3.0,1.0,1.0,0.05084745762711865,,,True,
200755,1610612740,JJ Redick,JJ Redick,200755,NOP,20881.0,348,7,748,733,223.0,264,78.0,1481,8.0,13.0,1.0,1.0,3.0,4.0,4.0,10.0,27.0,15.0,35.0,82.0,3.0,8.0,24.0,50,45.0,97.0,35.0,218.0,839,2.0,4.0,4.0,12.0,17.0,10.0,15.0,17.0,61.0,40.0,8.0,126.0,,82.0,35.0,3.0,14.0,14.0,28.0,9.0,12.0,,70.0,,,18.0,12.0,31.0,,31.0,,5.0,2.0,8.0,2.0,9.0,2.0,2.0,1.0,17.0,3.0,4.0,15.0,20.0,,39.0,1.0,38.0,1.0,6.0,5.0,2.0,1.0,2.0,1.0,61.0,223.0,5.0,0.8333333333333334,0.8333333333333334,0.9333333333333333,0.4639175257731959,0.3333333333333333,0.4639175257731959,0.48,0.5,0.6666666666666666,0.6224489795918368,0.5,0.5945945945945946,0.6677018633540373,0.5,0.6777777777777778,0.6598639455782312,0.06,0.15384615384615385,21.47165259348613,0.47058823529411764,0.057692307692307696,,0.12949640287769784,,0.08645533141210375,,,,,,,0.042105263157894736,0.05194805194805195,0.1111111111111111,0.11764705882352941,0.2,,0.5,0.08843537414965986,0.6153846153846154,0.7272727272727273,0.875,0.06802721088435375,0.4,0.4444444444444444,0.75,0.1836734693877551,0.10204081632653061,0.5578231292517006,0.4268292682926829,0.4268292682926829,0.9142857142857143,0.0625,1.0,0.5,0.375,0.6666666666666666,0.10810810810810811,0.75,0.7482993197278912,0.4268292682926829,0.5077880952380952,0.5072045454545454,0.5017635135135134,0.07692307692307693,0.10909090909090909,0.0779816513761468,0.2798165137614679,12.698,25.596907216494845,0.29812834224598933,12.0,10.0,1.0,4.0,5.0,7.0,3.0,15.0,1.0,8.0,22.0,9.0,,5.0,2.0,1.0,3.0,6.0,3.0,,5.0,,2.0,3.0,6.0,,,1.0,0.36363636363636365,,0.1,,,0.07142857142857142,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.6666666666666666,0.6666666666666666,1.0,1.0,0.25,0.25,1.0,0.1891891891891892,0.7142857142857143,0.40540540540540543,0.2,0.0594059405940594,,,,,,,,,,,,,True,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,28862.0,481,-50,1023,1006,263.0,288,105.0,2029,59.0,93.0,4.0,6.0,19.0,26.0,25.0,47.0,11.0,11.0,22.0,70.0,2.0,4.0,87.0,151,26.0,81.0,38.0,290.0,1137,5.0,12.0,2.0,5.0,18.0,29.0,44.0,20.0,90.0,52.0,122.0,39.0,6.0,69.0,22.0,7.0,51.0,42.0,93.0,29.0,43.0,4.0,228.0,12.0,4.0,25.0,18.0,45.0,17.0,62.0,3.0,22.0,10.0,34.0,7.0,17.0,3.0,14.0,2.0,51.0,2.0,11.0,13.0,38.0,4.0,42.0,,49.0,8.0,22.0,4.0,6.0,4.0,6.0,2.0,84.0,259.0,1.0,0.2988505747126437,0.30952380952380953,0.5,0.32098765432098764,0.4,0.325,0.5761589403973509,0.4166666666666667,0.6590909090909091,0.5431034482758621,0.47058823529411764,0.546875,0.5776892430278885,0.47368421052631576,0.6164383561643836,0.34913793103448276,0.046357615894039736,0.053763440860215055,26.26086956521739,0.6666666666666666,0.075,0.0182648401826484,0.12135922330097088,0.04743083003952569,0.09641255605381166,0.03389830508474576,0.02654867256637168,,0.03225806451612903,0.057291666666666664,0.01639344262295082,0.08771929824561403,0.046511627906976744,0.1,0.12658227848101267,0.10416666666666667,0.02857142857142857,0.3333333333333333,0.40086206896551724,0.6344086021505376,0.6704545454545454,0.3389830508474576,0.2025862068965517,0.5319148936170213,0.5555555555555556,0.2,0.04741379310344827,0.04741379310344827,0.3017241379310345,0.3142857142857143,0.3188405797101449,0.4090909090909091,0.35294117647058826,0.6666666666666666,0.23529411764705882,0.5,0.5,0.40625,0.7307692307692307,0.75,0.3188405797101449,0.5245904761904765,0.526165,0.5125359375,0.0931174089068826,0.13333333333333333,0.06206896551724138,0.3103448275862069,4.845033112582781,25.876543209876544,0.2570869990224829,3.0,4.0,,1.0,,3.0,4.0,17.0,2.0,4.0,20.0,39.0,1.0,13.0,4.0,2.0,12.0,20.0,1.0,,,7.0,,2.0,1.0,,,,0.2,0.012345679012345678,0.0425531914893617,,0.014285714285714285,0.09523809523809523,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.36363636363636365,1.0,,0.058823529411764705,,,0.046875,,0.265625,0.23529411764705882,0.012195121951219513,,2.0,,4.0,1.0,,1.0,,,0.043478260869565216,1.0,,True,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,24269.0,404,-63,839,844,175.0,170,92.0,1683,15.0,27.0,3.0,5.0,3.0,6.0,21.0,53.0,22.0,16.0,13.0,34.0,2.0,3.0,44.0,102,18.0,50.0,14.0,156.0,978,6.0,11.0,2.0,5.0,20.0,12.0,24.0,5.0,32.0,42.0,46.0,48.0,,34.0,13.0,8.0,19.0,18.0,37.0,13.0,14.0,2.0,92.0,4.0,6.0,14.0,27.0,43.0,10.0,53.0,4.0,13.0,4.0,7.0,5.0,15.0,1.0,2.0,5.0,22.0,1.0,4.0,14.0,34.0,2.0,15.0,,16.0,,6.0,2.0,5.0,2.0,5.0,1.0,32.0,173.0,2.0,0.4772727272727273,0.4772727272727273,0.8888888888888888,0.36,0.4,0.36,0.43137254901960786,0.5454545454545454,0.5,0.46710526315789475,0.5625,0.48214285714285715,0.4875,0.5882352941176471,0.5161290322580645,0.32894736842105265,0.0784313725490196,0.14814814814814814,19.25925925925926,0.3181818181818182,0.11637931034482758,0.028846153846153848,0.10526315789473684,0.02072538860103627,0.11232876712328767,0.02493765586034913,0.03409090909090909,0.04477611940298507,,0.02702702702702703,,0.1724137931034483,0.0375,0.1111111111111111,0.12,0.06060606060606061,0.04938271604938271,0.2,0.17763157894736842,0.5555555555555556,0.6521739130434783,0.6,0.34868421052631576,0.39622641509433965,0.42857142857142855,0.47619047619047616,0.14473684210526316,0.10526315789473684,0.2236842105263158,0.38235294117647056,0.38235294117647056,0.8461538461538461,0.3125,0.6,0.1875,0.6666666666666666,0.5,0.21428571428571427,0.5,0.506578947368421,0.38235294117647056,0.49168059210526316,0.5158499999999999,0.45968035714285715,0.0379746835443038,0.05555555555555555,0.1282051282051282,0.20512820512820512,8.581372549019607,24.725999999999996,0.20858164481525626,8.0,5.0,,2.0,,1.0,1.0,3.0,2.0,1.0,4.0,6.0,,5.0,3.0,2.0,9.0,5.0,,1.0,1.0,1.0,,,,,,1.0,0.25,,0.07547169811320754,,,0.09523809523809523,0.36363636363636365,0.36363636363636365,0.25,0.3125,0.3125,1.0,0.6666666666666666,0.125,,,0.03571428571428571,,0.10714285714285714,0.3333333333333333,,1.0,2.0,,1.0,,,,,,,,,True,
1628404,1610612740,Josh Hart,Josh Hart,1628404,NOP,35301.0,588,-65,1248,1238,321.0,347,135.0,2486,27.0,41.0,6.0,8.0,6.0,12.0,7.0,15.0,6.0,28.0,25.0,79.0,1.0,6.0,34.0,62,39.0,107.0,27.0,212.0,1399,6.0,9.0,2.0,8.0,21.0,10.0,18.0,9.0,56.0,34.0,34.0,111.0,2.0,79.0,25.0,8.0,18.0,13.0,31.0,12.0,13.0,3.0,75.0,8.0,9.0,55.0,78.0,141.0,18.0,159.0,,18.0,4.0,11.0,7.0,11.0,,4.0,1.0,22.0,1.0,4.0,23.0,42.0,,30.0,5.0,33.0,4.0,16.0,1.0,3.0,2.0,4.0,2.0,54.0,315.0,,0.5,0.5151515151515151,0.9487179487179487,0.3644859813084112,0.25,0.3644859813084112,0.5483870967741935,0.6666666666666666,0.5555555555555556,0.5473372781065089,0.5294117647058824,0.5875,0.5792349726775956,0.5526315789473685,0.6222222222222222,0.6331360946745562,0.12903225806451613,0.14634146341463414,14.632405424696646,0.5,0.22740524781341107,0.030927835051546393,0.24017467248908297,0.027586206896551724,0.23251748251748253,0.029259896729776247,0.021897810218978103,0.020618556701030927,0.07017543859649122,0.027149321266968326,0.028985507246376812,0.18128654970760233,0.2627118644067797,0.2962962962962963,0.21505376344086022,0.3488372093023256,,0.5,0.24260355029585798,0.6585365853658537,0.7714285714285715,0.5185185185185185,0.08875739644970414,0.4666666666666667,0.5384615384615384,0.42857142857142855,0.03550295857988166,0.16568047337278108,0.46745562130177515,0.31645569620253167,0.31645569620253167,0.96,0.47058823529411764,0.75,0.35294117647058826,0.16666666666666666,1.0,0.3,0.5,0.8757396449704142,0.31645569620253167,0.547424852071006,0.5392562500000001,0.52546875,0.09340659340659341,0.21621621621621623,0.09905660377358491,0.2641509433962264,4.633870967741936,25.186915887850457,0.25721153846153844,,14.0,1.0,2.0,3.0,6.0,6.0,16.0,3.0,9.0,22.0,6.0,,1.0,2.0,8.0,14.0,7.0,,3.0,,,,,1.0,1.0,,,0.4090909090909091,,0.13333333333333333,,,0.27586206896551724,,,,0.5,0.5,0.9285714285714286,0.8333333333333334,0.11764705882352941,0.5,1.0,0.15,0.5,0.4,0.375,0.009259259259259259,1.0,1.0,,5.0,,,1.0,1.0,,0.03125,,,True,
1629638,1610612740,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,NOP,16019.0,267,-45,557,559,162.0,158,53.0,1116,12.0,33.0,1.0,5.0,3.0,11.0,7.0,17.0,7.0,12.0,16.0,47.0,2.0,3.0,20.0,57,20.0,59.0,9.0,109.0,649,1.0,6.0,3.0,4.0,11.0,5.0,16.0,1.0,23.0,8.0,32.0,54.0,2.0,44.0,16.0,10.0,23.0,21.0,44.0,13.0,16.0,1.0,109.0,2.0,4.0,15.0,17.0,33.0,6.0,39.0,1.0,7.0,1.0,15.0,6.0,10.0,,4.0,1.0,25.0,1.0,9.0,12.0,20.0,,20.0,,12.0,2.0,7.0,,3.0,2.0,3.0,2.0,23.0,160.0,,0.2,0.21052631578947367,0.9,0.3389830508474576,0.75,0.35714285714285715,0.3508771929824561,0.16666666666666666,0.3125,0.43103448275862066,0.55,0.3548387096774194,0.45041322314049587,0.55,0.359375,0.5086206896551724,0.17543859649122806,0.12121212121212122,23.7012987012987,0.6,0.11258278145695365,0.03076923076923077,0.15789473684210525,0.01652892561983471,0.13008130081300814,0.02390438247011952,0.03508771929824561,0.047619047619047616,,,0.07142857142857142,0.125,0.11627906976744186,0.07142857142857142,0.17105263157894737,0.10526315789473684,0.01639344262295082,0.6666666666666666,0.28448275862068967,0.36363636363636365,0.41379310344827586,0.25,0.14655172413793102,0.4117647058823529,0.5384615384615384,,0.0603448275862069,0.10344827586206896,0.4051724137931034,0.3404255319148936,0.3404255319148936,0.875,0.5,0.2,0.3,0.6666666666666666,1.0,0.3548387096774194,0.2727272727272727,0.7931034482758621,0.36363636363636365,0.5107929203539824,0.51585,0.5052793103448278,0.05785123966942149,0.11290322580645161,0.10091743119266056,0.21100917431192662,5.715789473684211,26.61525423728814,0.29084380610412924,1.0,4.0,1.0,1.0,1.0,2.0,3.0,13.0,,4.0,15.0,6.0,,8.0,6.0,1.0,6.0,11.0,,2.0,1.0,4.0,,,,,,1.0,0.26666666666666666,,0.23529411764705882,0.2857142857142857,,0.07692307692307693,0.14285714285714285,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.1,1.0,1.0,0.06451612903225806,0.5,0.41935483870967744,0.23076923076923078,,,,,1.0,3.0,,,,,,,,True,
