EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,NonHeaveArc3FGM,Corner3Assists,OffTwoPtRebounds,LostBallTurnovers,ShootingFouls,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsUnassisted3s,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,HeaveAttempts,LostBallSteals,SecondChanceTurnovers,OffShortMidRangeReboundPct,PtsPutbacks,Offensive Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,SelfOReb,Charge Fouls,LongMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,on,SecondChanceFtPoints,Fg3aBlocked,Loose Ball Fouls Drawn,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,FTOffRebounds,Travels,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,Arc3PctBlocked,Technical Free Throw Trips,Clear Path Fouls,Defensive 3 Seconds Violations,3SecondViolations
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,1334.0,22,2.0,48,48,25.0,12.0,4.0,96,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,14.0,51,2.0,2.0,1.0,1.0,7.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,25.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6,1.0,0.75,1.1666666666666667,0.7777777777777778,1.1666666666666667,0.375,0.2,0.5,21.153846153846157,0.5,0.2631578947368421,0.3333333333333333,0.1666666666666666,0.2727272727272727,0.0588235294117647,0.2,0.375,0.3333333333333333,0.5,0.25,0.5,1.0,1.0,0.25,0.5,0.5,0.125,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.125,0.3333333333333333,1.0,0.3333333333333333,1.0,0.625,0.55601875,0.59345,0.1111111111111111,0.1666666666666666,0.5,5.6,24.5,0.5208333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,2464.0,41,23.0,92,90,33.0,52.0,7.0,182,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,4.0,4.0,1.0,1.0,,11.0,92,1.0,1.0,1.0,1.0,5.0,8.0,,3.0,1.0,,3.0,5.0,8.0,4.0,3.0,21.0,,7.0,5.0,12.0,1.0,13.0,2.0,1.0,,,2.0,2.0,,1.0,2.0,,,5.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.25,0.9166666666666666,0.8333333333333334,0.2,,,8.247422680412372,1.0,0.1923076923076923,0.2592592592592592,,0.2264150943396226,0.032258064516129,,,0.3333333333333333,0.2608695652173913,0.6,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,0.2,0.5,1.0,,,0.8,0.59986,0.5532,,,0.4545454545454545,2.075,27.1,0.358695652173913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.1666666666666666,0.1428571428571428,0.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627733,1610612749,Dragan Bender,Dragan Bender,1627733,MIL,5444.0,91,44.0,197,196,73.0,63.0,12.0,393,6.0,10.0,,1.0,,2.0,,,3.0,5.0,1.0,1.0,4.0,6.0,12.0,4.0,9.0,2.0,26.0,192,,3.0,2.0,2.0,7.0,12.0,,12.0,4.0,4.0,6.0,3.0,9.0,2.0,4.0,21.0,,4.0,12.0,20.0,,20.0,3.0,2.0,2.0,,5.0,16.0,2.0,5.0,3.0,2.0,,7.0,73.0,1.0,1.0,1.0,0.4444444444444444,1.0,0.4444444444444444,0.5,,0.5714285714285714,0.6,0.5909090909090909,0.5833333333333334,0.4285714285714285,0.3333333333333333,0.3,13.043478260869566,0.6,0.1935483870967742,0.0851063829787234,,0.146788990825688,,,0.238095238095238,0.0357142857142857,0.0833333333333333,0.4761904761904761,0.6,0.8571428571428571,1.0,0.0952380952380952,,,,,,,0.238095238095238,0.6,0.6,1.0,0.1904761904761904,0.2,,0.2,1.0,0.9047619047619048,0.5842690476190475,0.52606,0.0909090909090909,0.1538461538461538,0.2692307692307692,2.2583333333333333,24.244444444444444,0.3705583756345177,1.0,1.0,1.0,1.0,1.0,,1.0,13.0,,5.0,,5.0,2.0,,,0.4615384615384615,0.0909090909090909,0.4,,0.25,0.25,1.0,0.2,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.25,1.25,0.5,0.8,0.5,1.0,1.0,0.5,1.0,1.0,0.65005,0.1923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,2886.0,48,31.0,107,105,48.0,24.0,8.0,212,6.0,6.0,6.0,6.0,1.0,2.0,,,,3.0,,1.0,10.0,7.0,8.0,4.0,13.0,,26.0,92,6.0,7.0,1.0,4.0,15.0,10.0,4.0,9.0,10.0,,4.0,5.0,9.0,4.0,4.0,23.0,1.0,2.0,4.0,6.0,1.0,7.0,2.0,1.0,5.0,,7.0,1.0,,1.0,2.0,1.0,,15.0,48.0,0.7142857142857143,0.7142857142857143,0.75,0.3076923076923077,0.25,0.3076923076923077,0.875,0.8571428571428571,0.6190476190476191,0.6818181818181818,0.5909090909090909,0.6818181818181818,0.6190476190476191,,,25.663716814159294,0.2857142857142857,0.1052631578947368,0.1111111111111111,0.0714285714285714,0.1071428571428571,0.0333333333333333,,0.125,0.0555555555555555,0.1818181818181818,0.2857142857142857,1.0,1.0,0.8333333333333334,0.0952380952380952,0.5,0.5,,,,,0.1428571428571428,,,,0.4761904761904761,0.5454545454545454,1.0,0.0909090909090909,,0.9047619047619048,0.5809857142857143,0.6397909090909091,0.0454545454545454,0.1111111111111111,0.5769230769230769,2.9875000000000003,26.207692307692312,0.4485981308411215,4.0,1.0,3.0,4.0,1.0,,1.0,1.0,,2.0,,2.0,2.0,,,0.25,,1.0,,0.4,0.4,0.75,0.2727272727272727,0.3333333333333333,0.4,1.0,1.0,,,1.0,1.0,,,2.0,,,,,2.0,3.0,,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,0.0769230769230769,3.0,2.0,2.0,3.0,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,2530.0,42,33.0,90,94,52.0,25.0,5.0,184,4.0,4.0,1.0,1.0,1.0,4.0,,3.0,1.0,1.0,,,4.0,5.0,11.0,3.0,5.0,1.0,20.0,79,1.0,7.0,2.0,4.0,8.0,8.0,2.0,6.0,3.0,,5.0,3.0,8.0,2.0,3.0,19.0,,3.0,2.0,5.0,1.0,6.0,3.0,2.0,1.0,,4.0,2.0,,3.0,2.0,1.0,,8.0,52.0,0.8,0.8,0.6666666666666666,0.6,0.5,0.75,0.4545454545454545,0.1428571428571428,0.59375,0.3636363636363636,0.5882352941176471,0.3636363636363636,0.3125,,,22.340425531914896,0.75,0.0606060606060606,0.1764705882352941,,0.1,0.0384615384615384,,0.1111111111111111,0.0666666666666666,0.0769230769230769,0.25,1.0,1.0,1.0,0.25,0.25,0.25,0.1875,,,,0.0625,1.0,1.0,1.0,0.25,0.0909090909090909,1.0,,,0.5625,0.4675266666666667,0.439905,0.0588235294117647,0.0833333333333333,0.4,8.90909090909091,29.4,0.5777777777777777,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,0.0769230769230769,,,0.5,,,0.5,0.5,0.5,0.3636363636363636,0.5,0.6666666666666666,,,,,,1.0,,,,,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,0.4121,,3.0,3.0,2.0,,,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203648,1610612749,Thanasis Antetokounmpo,Thanasis Antetokounmpo,203648,MIL,829.0,14,2.0,28,27,6.0,6.0,2.0,55,3.0,5.0,1.0,1.0,,,1.0,1.0,,,,,,4.0,6.0,,,2.0,10.0,34,1.0,1.0,,,2.0,4.0,4.0,,,1.0,3.0,,3.0,,1.0,6.0,1.0,,,,1.0,1.0,,,1.0,,1.0,2.0,,3.0,4.0,1.0,,2.0,6.0,0.5,0.6666666666666666,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.7142857142857143,1.0,,0.1666666666666666,0.2,26.666666666666668,,,,0.25,,0.1428571428571428,0.3333333333333333,,,,0.8333333333333334,0.6,0.75,0.6666666666666666,,,,0.1666666666666666,1.0,1.0,,,,,,,1.0,1.0,,,0.8333333333333334,0.6067,0.7832,0.2857142857142857,0.1666666666666666,0.2,3.7,,0.2142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,0.2,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2594,1610612749,Kyle Korver,Kyle Korver,2594,MIL,4447.0,74,38.0,158,160,58.0,48.0,8.0,318,,,,,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,11.0,2.0,5.0,9.0,14.0,1.0,32.0,160,1.0,1.0,4.0,7.0,15.0,4.0,,27.0,11.0,,6.0,2.0,8.0,2.0,5.0,18.0,,5.0,8.0,13.0,,13.0,2.0,1.0,1.0,,3.0,4.0,,2.0,2.0,,,15.0,58.0,1.0,1.0,1.0,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.4,1.0,0.8157894736842105,0.875,0.8,0.8333333333333334,0.7368421052631579,,,13.855421686746988,0.6666666666666666,0.1568627450980392,0.1388888888888889,,0.1494252873563218,,,0.1176470588235294,0.1666666666666666,0.1,,,,,0.0526315789473684,1.0,1.0,0.2105263157894736,0.25,0.25,1.0,0.1578947368421052,0.6666666666666666,0.6666666666666666,1.0,0.5789473684210527,,,0.25,1.0,0.7368421052631579,0.4921184210526315,0.4964375,,,0.46875,18.58,25.9,0.3670886075949367,7.0,2.0,5.0,7.0,,,1.0,2.0,1.0,2.0,,2.0,2.0,,,0.2,0.3333333333333333,1.0,1.0,0.6363636363636364,0.6363636363636364,1.0,0.625,0.4,0.6363636363636364,,,,,,,1.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.5,1.5,,,,,,,,,,0.09375,,4.0,3.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
202083,1610612749,Wesley Matthews,Wesley Matthews,202083,MIL,829.0,14,-9.0,30,29,7.0,6.0,4.0,59,1.0,1.0,,,,1.0,,,1.0,1.0,,,3.0,1.0,2.0,4.0,4.0,1.0,15.0,34,,,2.0,2.0,6.0,,2.0,6.0,3.0,,1.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,1.0,2.0,1.0,,6.0,7.0,,,0.5,1.0,1.0,1.0,0.5,,1.1666666666666667,1.5,1.0714285714285714,1.5,0.6666666666666666,,,21.21212121212121,,,,,,,,,,,0.1666666666666666,1.0,1.0,,0.1666666666666666,,,,,,,0.1666666666666666,1.0,1.0,1.0,0.5,,,,,0.8333333333333334,0.5221,0.5337000000000001,0.1428571428571428,0.3333333333333333,0.4,3.8,24.725,0.2333333333333333,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,3.0,,,1.0,,,,,,,,1.0,,1.5,1.5,,,,,,1.0,1.0,1.0,,0.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
202339,1610612749,Eric Bledsoe,Eric Bledsoe,202339,MIL,377.0,6,4.0,14,14,,,,28,,,,,,,,,,,,,1.0,,,,1.0,,,9,,,,,,,,,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.54405,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1628391,1610612749,D.J. Wilson,D.J. Wilson,1628391,MIL,2261.0,38,14.0,82,77,26.0,38.0,4.0,159,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,8.0,4.0,6.0,4.0,10.0,,20.0,85,1.0,2.0,,,2.0,8.0,,9.0,8.0,,3.0,1.0,4.0,1.0,,9.0,,5.0,1.0,7.0,,7.0,1.0,1.0,,,1.0,3.0,,1.0,,,,2.0,26.0,1.0,1.0,0.75,0.4,,0.4,0.6666666666666666,0.5,0.625,0.5,0.625,0.5,0.625,,,20.0,1.0,0.05,0.1785714285714285,,0.125,,,,,0.1363636363636363,0.125,1.0,1.0,1.0,0.125,0.5,0.5,0.125,0.5,0.5,1.0,0.125,1.0,1.0,0.5,0.5,0.5,1.0,,,0.75,0.49010625,0.4986,,,0.1,10.85,26.18,0.3170731707317073,2.0,,,2.0,,,,2.0,,,,,,,,0.2,0.3333333333333333,,1.0,0.25,0.25,1.0,,,0.25,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
