EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangePctBlocked,LongMidRangeFGM,LongMidRangeAssists,BlockedLongMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Offensive Fouls Drawn,LongMidRangePctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,on,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,Arc3PctBlocked,HeaveMakes,Clear Path Fouls
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,6118.0,102.0,23.0,203,204,90.0,66.0,32.0,407,11.0,14.0,4.0,5.0,4.0,6.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,20.0,2.0,2.0,2.0,6.0,13.0,20.0,9.0,22.0,16.0,69.0,241.0,4.0,5.0,3.0,3.0,5.0,22.0,5.0,9.0,2.0,6.0,13.0,29.0,6.0,20.0,18.0,9.0,8.0,20.0,8.0,1.0,15.0,4.0,19.0,3.0,1.0,12.0,3.0,42.0,3.0,4.0,8.0,17.0,25.0,7.0,32.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,2.0,10.0,1.0,4.0,7.0,11.0,1.0,2.0,10.0,3.0,18.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,29.0,89.0,4.0,0.2307692307692307,0.3333333333333333,0.6666666666666666,0.4090909090909091,1.0,0.3333333333333333,0.4090909090909091,0.65,0.8,0.5555555555555556,0.6309523809523809,1.0625,0.5333333333333333,0.6938775510204082,1.1,0.6666666666666666,0.5238095238095238,0.05,0.0714285714285714,24.789915966386555,0.4,0.2615384615384615,0.0930232558139534,0.25,0.0714285714285714,0.2577319587628865,0.0823529411764705,0.15,0.0476190476190476,0.081081081081081,0.2608695652173913,0.1428571428571428,0.3809523809523809,0.2608695652173913,0.2222222222222222,0.0526315789473684,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.8461538461538461,0.2727272727272727,0.119047619047619,0.4,0.4,0.0238095238095238,0.0476190476190476,0.5,0.5,1.0,0.4761904761904761,0.4,0.4,0.625,0.625,0.8,0.125,1.0,1.0,0.25,1.0,0.5,0.4,0.6666666666666666,0.4,0.3333333333333333,0.8571428571428571,0.4,0.5256202380952381,0.5806999999999999,0.5126799999999999,0.0888888888888888,0.1363636363636363,0.0434782608695652,0.3188405797101449,0.4202898550724637,3.525,26.227272727272727,0.4433497536945813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1626203,1610612750,Treveon Graham,Treveon Graham,1626203,MIN,2706.0,45.0,-8.0,105,105,57.0,51.0,11.0,210,1.0,1.0,,,1.0,1.0,1.0,3.0,,1.0,1.0,,,1.0,5.0,,,1.0,1.0,2.0,4.0,2.0,6.0,5.0,15.0,123.0,,1.0,,,,,1.0,1.0,1.0,1.0,5.0,10.0,4.0,,6.0,,,5.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,,1.0,3.0,4.0,7.0,1.0,8.0,,2.0,1.0,,,,,,,,,4.0,6.0,,,3.0,,6.0,,,3.0,,,,,,,,,10.0,57.0,,1.0,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5,,1.0,0.5,,1.25,0.5769230769230769,,1.0,0.6,,,11.304347826086955,,0.2222222222222222,0.0555555555555555,0.15,,0.1842105263157894,0.025,,0.1428571428571428,,0.375,,0.5,0.125,0.25,,,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,,0.1,1.0,1.0,1.0,0.5,0.2,0.2,1.0,,,,,,,,,0.5,1.0,0.5,1.0,0.7,0.2,0.4965249999999999,0.4308,0.5788249999999999,0.2307692307692307,0.4285714285714285,,,0.6666666666666666,4.3,25.850000000000005,0.5428571428571428,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628395,1610612750,Jordan Bell,Jordan Bell,1628395,MIN,14103.0,235.0,-7.0,502,505,225.0,196.0,61.0,1007,27.0,42.0,6.0,13.0,12.0,22.0,3.0,8.0,1.0,2.0,5.0,,,,4.0,,,,3.0,30.0,51.0,2.0,9.0,17.0,83.0,553.0,7.0,14.0,,,5.0,19.0,15.0,26.0,1.0,6.0,10.0,43.0,44.0,16.0,3.0,3.0,10.0,4.0,,4.0,6.0,8.0,14.0,8.0,,2.0,4.0,36.0,13.0,14.0,27.0,18.0,50.0,28.0,78.0,3.0,2.0,1.0,10.0,5.0,8.0,5.0,1.0,18.0,,12.0,11.0,17.0,,1.0,22.0,4.0,29.0,1.0,,7.0,,8.0,10.0,7.0,3.0,10.0,7.0,,43.0,224.0,6.0,0.7333333333333333,0.88,0.5,0.2222222222222222,,0.1666666666666666,0.2222222222222222,0.5882352941176471,0.5,0.5769230769230769,0.55,0.5,0.515625,0.5608108108108109,0.5588235294117647,0.524390243902439,0.15,0.0784313725490196,0.0714285714285714,16.112084063047284,0.5555555555555556,0.1374045801526717,0.1372549019607843,0.28125,0.1101694915254237,0.198237885462555,0.1227272727272727,0.1698113207547169,0.081081081081081,0.0947368421052631,0.1276595744680851,0.1296296296296296,0.1666666666666666,0.2857142857142857,0.2631578947368421,0.125,0.7,0.7,0.6428571428571429,0.6923076923076923,0.7037037037037037,0.1333333333333333,0.375,0.375,0.0166666666666666,0.0833333333333333,0.4,0.4,0.5,0.0666666666666666,,,,0.9285714285714286,0.4615384615384615,,,,,,,0.6875,0.5454545454545454,0.09375,,0.85,,0.5686025,0.5925875,0.5786703125000001,0.106060606060606,0.1228070175438596,,0.2289156626506024,0.5180722891566265,2.931372549019608,24.04444444444444,0.448207171314741,1.0,,,1.0,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,0.3571428571428571,0.0434782608695652,0.1666666666666666,0.1739130434782608,0.1666666666666666,0.09375,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,
1628966,1610612750,Keita Bates-Diop,Keita Bates-Diop,1628966,MIN,5239.0,87.0,-2.0,188,188,106.0,84.0,25.0,376,7.0,9.0,1.0,2.0,3.0,5.0,,3.0,,3.0,7.0,,,3.0,11.0,1.0,3.0,2.0,5.0,7.0,12.0,6.0,18.0,10.0,42.0,192.0,1.0,2.0,1.0,3.0,2.0,7.0,3.0,5.0,4.0,9.0,4.0,22.0,10.0,4.0,18.0,,2.0,11.0,3.0,1.0,,2.0,2.0,,2.0,,,6.0,1.0,1.0,7.0,5.0,13.0,2.0,15.0,,2.0,2.0,1.0,,,1.0,,1.0,,,6.0,6.0,,,9.0,1.0,13.0,1.0,,6.0,,1.0,1.0,1.0,,1.0,,,22.0,106.0,1.0,0.7142857142857143,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.5833333333333334,0.5,0.6,0.5333333333333333,0.5,0.6428571428571429,0.5833333333333334,0.5833333333333334,0.6875,0.6,0.0833333333333333,,16.972477064220183,1.0,0.108695652173913,0.024390243902439,0.1707317073170731,0.0204081632653061,0.1379310344827586,0.0222222222222222,0.0454545454545454,,0.027027027027027,0.0555555555555555,0.2,,0.1944444444444444,,,,0.3,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.1,,,,0.2333333333333333,0.4285714285714285,0.4285714285714285,1.0,0.3666666666666666,0.2727272727272727,0.2727272727272727,1.0,0.4,0.5,,,,0.6,0.3333333333333333,1.0,0.3571428571428571,0.6,0.3571428571428571,0.4,0.9,0.2727272727272727,0.5527300000000002,0.52885,0.5662964285714286,0.1714285714285714,0.3529411764705882,,0.1666666666666666,0.5238095238095238,3.208333333333334,24.750000000000004,0.5638297872340425,,,,,2.0,4.0,,1.0,,,,,0.1666666666666666,,,,,0.2857142857142857,0.5,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,
201952,1610612750,Jeff Teague,Jeff Teague,201952,MIN,7429.0,124.0,-2.0,262,265,126.0,97.0,33.0,527,8.0,16.0,1.0,1.0,3.0,5.0,9.0,18.0,2.0,1.0,1.0,,,8.0,13.0,,1.0,2.0,7.0,19.0,36.0,9.0,14.0,14.0,79.0,317.0,1.0,2.0,,1.0,2.0,4.0,7.0,13.0,3.0,8.0,8.0,31.0,2.0,36.0,12.0,15.0,2.0,13.0,8.0,2.0,15.0,5.0,20.0,1.0,4.0,13.0,,45.0,,2.0,2.0,7.0,9.0,2.0,11.0,2.0,4.0,2.0,5.0,4.0,6.0,1.0,1.0,11.0,1.0,6.0,5.0,9.0,,,14.0,,18.0,3.0,,8.0,1.0,1.0,3.0,,,3.0,3.0,,31.0,125.0,1.0,0.0526315789473684,0.0555555555555555,0.4444444444444444,0.6428571428571429,,0.375,0.6428571428571429,0.5277777777777778,0.5,0.5384615384615384,0.65,0.3333333333333333,0.5476190476190477,0.6929824561403509,0.5,0.5961538461538461,0.28,0.0555555555555555,,22.97297297297297,0.4545454545454545,0.0933333333333333,0.0377358490566037,0.054054054054054,,0.0803571428571428,0.0186915887850467,0.032258064516129,0.0454545454545454,,0.1111111111111111,0.0967741935483871,0.0588235294117647,0.0714285714285714,,0.1052631578947368,1.0,0.32,0.5,0.5,0.125,0.36,0.5,0.5625,0.04,0.02,1.0,1.0,1.0,0.26,0.6153846153846154,0.6153846153846154,0.375,0.3333333333333333,1.0,,,,0.3333333333333333,,,0.238095238095238,0.6,0.3333333333333333,0.2857142857142857,0.6,0.6153846153846154,0.485582,0.5197333333333334,0.4746690476190476,0.1607142857142857,0.1951219512195122,0.0666666666666666,0.050632911392405,0.3924050632911392,6.119444444444444,26.43571428571429,0.4809160305343511,2.0,,1.0,,1.0,1.0,,,4.0,,1.0,,,,,,,0.0476190476190476,1.0,0.1111111111111111,2.0,2.0,3.0,1.0,1.0,,,,,,True,,,,,,,,,,,,
1629006,1610612750,Josh Okogie,Josh Okogie,1629006,MIN,7226.0,120.0,11.0,252,256,102.0,119.0,28.0,508,5.0,10.0,1.0,1.0,2.0,6.0,2.0,7.0,1.0,5.0,7.0,,,,10.0,,,,2.0,8.0,18.0,5.0,17.0,18.0,49.0,260.0,1.0,1.0,,,2.0,4.0,3.0,10.0,2.0,5.0,9.0,21.0,8.0,8.0,15.0,,2.0,10.0,,1.0,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,,3.0,12.0,7.0,19.0,4.0,23.0,1.0,9.0,2.0,3.0,2.0,4.0,1.0,,7.0,1.0,4.0,2.0,12.0,2.0,1.0,16.0,1.0,23.0,,,6.0,1.0,4.0,1.0,1.0,,1.0,,,21.0,101.0,4.0,0.5,0.5714285714285714,1.0,0.2941176470588235,,0.4,0.2941176470588235,0.4444444444444444,1.0,0.3,0.4428571428571428,1.0,0.4,0.532608695652174,1.0,0.4772727272727273,0.4857142857142857,0.0555555555555555,,18.59649122807017,0.4285714285714285,0.1029411764705882,0.0666666666666666,0.2666666666666666,,0.168141592920354,0.0283018867924528,0.1428571428571428,,,0.0454545454545454,0.1290322580645161,0.1333333333333333,0.3055555555555556,0.1111111111111111,0.0476190476190476,,0.2857142857142857,0.5,0.5,0.4,0.2,0.2857142857142857,0.3333333333333333,0.0285714285714285,0.2,0.7142857142857143,0.7142857142857143,1.0,0.2857142857142857,,,,1.0,1.0,,,,,,,0.4,0.3333333333333333,0.1333333333333333,,0.7714285714285715,,0.5596057142857144,0.6414,0.5549533333333334,0.1666666666666666,0.25,0.0555555555555555,0.0816326530612244,0.4285714285714285,3.8055555555555554,24.982352941176472,0.4047619047619047,7.0,,3.0,0.5,2.0,3.0,1.0,,,1.0,,,,0.0833333333333333,,,,0.2,0.6666666666666666,0.1428571428571428,1.0,,,1.0,1.0,2.0,1.0,,,,True,,,,,,,,,,,,
1629633,1610612750,Jarrett Culver,Jarrett Culver,1629633,MIN,6883.0,115.0,-12.0,253,251,94.0,99.0,31.0,504,12.0,19.0,2.0,3.0,3.0,4.0,4.0,6.0,1.0,,5.0,,1.0,6.0,22.0,,3.0,3.0,11.0,16.0,26.0,6.0,27.0,1.0,51.0,267.0,2.0,3.0,,4.0,,4.0,4.0,7.0,3.0,12.0,1.0,18.0,18.0,14.0,9.0,9.0,2.0,22.0,6.0,3.0,7.0,6.0,13.0,4.0,2.0,5.0,1.0,32.0,3.0,,9.0,4.0,14.0,3.0,17.0,1.0,3.0,,6.0,4.0,4.0,2.0,,10.0,2.0,3.0,6.0,10.0,2.0,,5.0,,7.0,1.0,,3.0,,1.0,5.0,4.0,1.0,5.0,1.0,,18.0,94.0,1.0,0.5625,0.6,0.5,0.2222222222222222,,0.25,0.2222222222222222,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.4716981132075472,0.2857142857142857,0.4473684210526316,0.4553571428571428,0.25,0.45,0.5094339622641509,0.1153846153846153,0.1052631578947368,22.837370242214533,0.6,0.0571428571428571,,0.15,0.0461538461538461,0.1,0.0256410256410256,,,0.0408163265306122,0.03125,0.1153846153846153,,0.1224489795918367,0.2727272727272727,0.037037037037037,0.2,0.3584905660377358,0.631578947368421,0.7058823529411765,0.5,0.1132075471698113,0.6666666666666666,0.8,0.0188679245283018,0.0943396226415094,,,,0.4150943396226415,0.2727272727272727,0.2727272727272727,0.5,0.4285714285714285,0.6666666666666666,0.1428571428571428,,,0.4285714285714285,,,0.2105263157894736,0.75,0.5789473684210527,0.2727272727272727,0.8679245283018868,0.2727272727272727,0.543227358490566,0.57405,0.5263368421052631,0.0545454545454545,0.1071428571428571,,0.0784313725490196,0.3529411764705882,3.430769230769231,25.63333333333333,0.3715415019762846,3.0,,,0.75,,1.0,,1.0,,1.0,,,0.0909090909090909,,,0.0625,0.5,0.0526315789473684,,0.1666666666666666,,1.0,,,,,,,,,True,,,,,,,,,,,,
203952,1610612750,Andrew Wiggins,Andrew Wiggins,203952,MIN,4938.0,82.0,-1.0,171,177,66.0,46.0,24.0,348,7.0,11.0,,1.0,3.0,4.0,3.0,7.0,5.0,,1.0,,,8.0,19.0,,2.0,4.0,7.0,11.0,23.0,8.0,20.0,8.0,54.0,205.0,,3.0,,2.0,1.0,1.0,3.0,7.0,4.0,7.0,2.0,20.0,12.0,10.0,18.0,6.0,,19.0,8.0,4.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,15.0,1.0,1.0,1.0,6.0,8.0,2.0,10.0,,3.0,,3.0,,5.0,3.0,,8.0,,2.0,2.0,10.0,2.0,2.0,10.0,,15.0,1.0,,7.0,,1.0,1.0,,,3.0,3.0,1.0,20.0,66.0,1.0,0.5454545454545454,0.5454545454545454,0.75,0.4,,0.5714285714285714,0.4,0.4782608695652174,,0.4285714285714285,0.5348837209302325,,0.6428571428571429,0.54,0.0833333333333333,0.6666666666666666,0.4651162790697674,0.1739130434782608,0.2727272727272727,29.0,0.375,0.12,0.024390243902439,0.027027027027027,0.0256410256410256,0.0804597701149425,0.025,0.0454545454545454,,0.0285714285714285,0.0476190476190476,0.05,0.4444444444444444,0.037037037037037,,,1.0,0.2558139534883721,0.6363636363636364,0.875,0.5714285714285714,0.1627906976744186,0.4285714285714285,0.5,0.1162790697674418,0.0232558139534883,,,,0.4418604651162791,0.4210526315789473,0.4210526315789473,0.75,0.2,,,,,0.4,,,0.2857142857142857,0.75,0.5,0.5714285714285714,0.7209302325581395,0.4210526315789473,0.5230441860465116,0.4479666666666667,0.5480857142857143,0.1428571428571428,0.2413793103448276,,0.0185185185185185,0.3703703703703703,7.169565217391306,25.925,0.3859649122807017,3.0,,,0.6666666666666666,,,,1.0,,,,,0.3333333333333333,,,,,,,0.1428571428571428,1.0,,1.0,0.2,0.2,,,2.0,1.0,1.0,True,,,,,,,,,,,,
203496,1610612750,Robert Covington,Robert Covington,203496,MIN,4003.0,67.0,-22.0,139,141,52.0,59.0,16.0,280,3.0,6.0,,,,2.0,1.0,2.0,2.0,,1.0,,,2.0,10.0,,,,3.0,6.0,10.0,2.0,11.0,5.0,23.0,177.0,1.0,1.0,,,,2.0,2.0,4.0,,4.0,2.0,6.0,10.0,2.0,6.0,,,10.0,2.0,1.0,3.0,1.0,4.0,1.0,,3.0,,9.0,,,3.0,4.0,8.0,,8.0,,2.0,2.0,2.0,2.0,,,,2.0,,,3.0,10.0,,,6.0,,5.0,,,1.0,1.0,,3.0,,2.0,3.0,3.0,,6.0,51.0,,0.8333333333333334,0.8333333333333334,1.0,0.1818181818181818,,,0.1818181818181818,0.6,1.0,0.5,0.4285714285714285,1.0,0.25,0.5,1.0,0.3333333333333333,0.5238095238095238,0.1,0.1666666666666666,16.025641025641026,1.0,0.1379310344827586,,0.125,,0.1320754716981132,,,,,0.1428571428571428,0.1666666666666666,0.1,0.1052631578947368,0.2,,1.0,0.2857142857142857,0.5,0.6,1.0,0.0952380952380952,0.5,0.5,0.0952380952380952,0.0476190476190476,,,,0.4761904761904761,0.2,0.2,1.0,,,,,,,,,0.25,,0.375,,0.8095238095238095,0.2,0.5395261904761904,,0.49630625,0.0869565217391304,0.0909090909090909,0.0833333333333333,0.0869565217391304,0.2608695652173913,6.4,26.327272727272724,0.3741007194244604,,,2.0,1.0,,1.0,,1.0,,,1.0,,0.3333333333333333,,,,,0.125,,,2.0,,1.0,1.0,1.0,1.0,0.5,,,,True,,,,,,,,,,,,
203894,1610612750,Shabazz Napier,Shabazz Napier,203894,MIN,4088.0,68.0,-2.0,152,153,80.0,74.0,14.0,305,9.0,12.0,,,6.0,7.0,,1.0,1.0,,2.0,,,3.0,7.0,,1.0,1.0,4.0,10.0,14.0,3.0,9.0,7.0,36.0,169.0,,,,1.0,,,6.0,8.0,1.0,5.0,7.0,22.0,6.0,14.0,,9.0,,7.0,3.0,1.0,7.0,4.0,11.0,3.0,1.0,6.0,1.0,26.0,1.0,,4.0,2.0,6.0,1.0,7.0,,4.0,3.0,3.0,1.0,3.0,2.0,1.0,6.0,,4.0,,1.0,,,9.0,1.0,8.0,,,1.0,2.0,,1.0,,1.0,1.0,1.0,,22.0,80.0,,0.3,0.3,,0.3333333333333333,,0.2,0.3333333333333333,0.7142857142857143,,0.75,0.6304347826086957,,0.5769230769230769,0.6923076923076923,,0.6875,0.391304347826087,0.0714285714285714,,19.047619047619047,0.5,0.0571428571428571,,0.1739130434782608,0.0285714285714285,0.1034482758620689,0.0151515151515151,,,0.0344827586206896,,0.0588235294117647,0.125,0.2352941176470588,,,1.0,0.5217391304347826,0.75,0.75,0.3333333333333333,0.0434782608695652,,,0.0434782608695652,0.0869565217391304,,,,0.3043478260869565,0.4285714285714285,0.4285714285714285,,,,,,,1.0,,,0.5384615384615384,0.8571428571428571,0.3076923076923077,0.25,0.9130434782608696,0.4285714285714285,0.5487021739130435,0.537,0.5106346153846154,0.1153846153846153,0.0666666666666666,0.1818181818181818,,0.6111111111111112,3.257142857142857,25.68888888888889,0.5263157894736842,1.0,,1.0,,,1.0,,,,2.0,1.0,,,,,,,0.0769230769230769,,1.0,1.0,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,
