EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,BadPassTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,PtsUnassisted3s,Travels,SecondChanceTurnovers,DefensiveGoaltends,ShortMidRangePctBlocked,DefAtRimReboundPct,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,SelfOReb,SelfORebPct,PenaltyArc3Accuracy,BlockedAtRim,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,LongMidRangePctAssisted,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Offensive Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,BlockedCorner3,Arc3PctBlocked,Clear Path Fouls,OffensiveGoaltends
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,1459.0,24.0,-27.0,56.0,53.0,25.0,17.0,6.0,109,1.0,2.0,1.0,2.0,3.0,8.0,1.0,1.0,3.0,13.0,1.0,2.0,8.0,73.0,1.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,8.0,4.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,25.0,0.23076923076923078,0.21428571428571427,0.25,0.05555555555555555,0.07142857142857142,0.07692307692307693,0.5,30.158730158730158,0.3333333333333333,0.16666666666666666,0.36363636363636365,0.29411764705882354,0.3333333333333333,0.375,0.3333333333333333,0.14285714285714285,0.5,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.07142857142857142,0.125,0.125,0.21428571428571427,0.45487142857142854,0.4033,0.4602875,0.125,0.13333333333333333,0.125,12.930769230769231,25.0,0.44642857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1627751,1610612759,Jakob Poeltl,Jakob Poeltl,1627751,SAS,1212.0,20.0,,44.0,44.0,25.0,17.0,4.0,88,4.0,5.0,2.0,,,,,,4.0,5.0,,1.0,9.0,58.0,1.0,2.0,,,4.0,4.0,,1.0,,2.0,,,6.0,2.0,,2.0,5.0,,,2.0,,2.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,25.0,0.8,0.8,0.9,1.0,,0.2,0.2,14.285714285714286,,,0.25,0.125,,0.5,,1.0,0.8,1.0,,,,,,1.0,,1.0,0.5575,0.5209,0.6032,0.2,0.2,0.4444444444444444,1.8,,0.5681818181818182,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.16666666666666666,0.2,0.16666666666666666,0.5,0.16666666666666666,0.5,1.0,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629022,1610612759,Lonnie Walker IV,Lonnie Walker IV,1629022,SAS,888.0,15.0,-10.0,34.0,35.0,18.0,15.0,3.0,69,,,,,1.0,1.0,1.0,,,2.0,1.0,2.0,5.0,38.0,,,,2.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,3.0,1.0,,,,1.0,2.0,1.0,2.0,18.0,,0.5,0.625,1.0,0.3333333333333333,,,18.42105263157895,0.6666666666666666,0.1111111111111111,0.1,0.10526315789473684,,0.14285714285714285,,,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.45778333333333326,,,0.25,0.3333333333333333,0.4,15.95,25.1,0.5294117647058824,,,,,3.0,,,,,,,,,,,,,,,,,,1.5,,1.5,,,,,,,,,,,0.6,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629640,1610612759,Keldon Johnson,Keldon Johnson,1629640,SAS,3547.0,59.0,1.0,130.0,133.0,59.0,37.0,14.0,263,6.0,8.0,3.0,,2.0,2.0,1.0,1.0,7.0,12.0,3.0,14.0,34.0,149.0,1.0,7.0,1.0,5.0,11.0,6.0,,1.0,3.0,3.0,1.0,,6.0,7.0,1.0,10.0,12.0,1.0,,1.0,1.0,2.0,2.0,1.0,3.0,1.0,10.0,16.0,6.0,11.0,59.0,0.5833333333333334,0.6666666666666666,0.7727272727272727,0.5,0.2,0.08333333333333333,0.125,16.438356164383563,0.5,0.043478260869565216,0.20588235294117646,0.14035087719298245,0.1111111111111111,0.16666666666666666,0.3,0.5333333333333333,0.75,0.8571428571428571,0.13333333333333333,,,0.13333333333333333,0.06666666666666667,0.375,0.125,0.7333333333333333,0.5391357142857143,0.4009,0.4752142857142857,0.3157894736842105,0.375,0.3235294117647059,5.374999999999999,31.766666666666666,0.45384615384615384,1.0,1.0,2.0,1.0,6.0,3.0,8.0,2.0,,,,1.0,1.0,2.0,,,2.0,,0.5714285714285714,0.6666666666666666,1.0,0.42857142857142855,1.0,0.375,1.0,0.023809523809523808,0.0625,0.034482758620689655,0.06666666666666667,,,0.6666666666666666,1.0,1.0,0.6666666666666666,0.17647058823529413,,,,2.0,,,6.0,,,1.0,0.6666666666666666,,1.0,,,,,,,,,1.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,1.0,0.5,0.5,0.13333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629683,1610612759,Quinndary Weatherspoon,Quinndary Weatherspoon,1629683,SAS,4664.0,78.0,-23.0,176.0,178.0,79.0,68.0,22.0,354,3.0,7.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0,12.0,5.0,1.0,12.0,204.0,,7.0,2.0,1.0,7.0,2.0,3.0,2.0,4.0,11.0,2.0,1.0,29.0,3.0,3.0,6.0,7.0,4.0,,1.0,1.0,5.0,2.0,3.0,8.0,,3.0,2.0,,7.0,79.0,0.3333333333333333,0.3235294117647059,0.3333333333333333,0.35,0.29411764705882354,0.16666666666666666,0.14285714285714285,11.274509803921568,0.8,0.09090909090909091,0.06976744186046512,0.07894736842105263,,,0.25,0.4117647058823529,0.42857142857142855,0.5,0.17647058823529413,0.3333333333333333,0.5,0.11764705882352941,0.23529411764705882,0.4444444444444444,0.1111111111111111,0.7058823529411765,0.5352,,0.46815625,,,0.5833333333333334,6.766666666666667,30.18,0.44886363636363635,,,2.0,,,3.0,6.0,,7.0,4.0,3.0,,1.0,1.0,,,,2.0,0.75,0.75,,0.42857142857142855,,0.3333333333333333,,0.01639344262295082,,0.011627906976744186,0.045454545454545456,,,0.6666666666666666,,,0.5,,1.0,,,1.0,,,,1.0,3.0,,0.2,,0.25,0.2,0.25,0.25,,,,,0.3333333333333333,,,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,0.058823529411764705,,,,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.10526315789473684,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,1142.0,19.0,-14.0,45.0,48.0,30.0,20.0,5.0,93,1.0,2.0,1.0,,,1.0,4.0,1.0,1.0,3.0,5.0,,8.0,59.0,2.0,2.0,2.0,,3.0,2.0,4.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,3.0,30.0,0.3333333333333333,0.5,0.5,0.375,0.625,,,15.094339622641508,,0.1111111111111111,,0.05263157894736842,,,,0.25,0.5,0.5,,,,0.125,0.5,0.25,0.25,0.875,0.5191125,0.48125,0.4957375,,,0.375,7.833333333333333,26.279999999999994,0.6666666666666666,1.0,1.0,,1.0,2.0,,,2.0,,,,1.0,1.0,2.0,,,,,,,0.5,,0.3333333333333333,0.375,0.3333333333333333,0.058823529411764705,0.16666666666666666,0.08695652173913043,0.14285714285714285,,0.2,,0.3333333333333333,1.0,,0.25,1.0,,1.0,2.0,,1.0,6.0,1.0,,1.0,0.4,,0.4,,0.25,0.25,1.0,0.3333333333333333,,,0.25,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,0.125,1.0,1.0,1.0,1.0,,,,,,0.2,,0.25,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628401,1610612759,Derrick White,Derrick White,1628401,SAS,1018.0,17.0,9.0,39.0,38.0,10.0,13.0,3.0,77,3.0,5.0,,1.0,1.0,,5.0,1.0,4.0,6.0,7.0,4.0,21.0,34.0,2.0,1.0,1.0,,5.0,8.0,5.0,,1.0,1.0,,1.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,,3.0,4.0,2.0,5.0,10.0,0.6666666666666666,0.6538461538461539,0.7,1.25,0.5384615384615384,,,39.53488372093023,0.5,0.25,0.08333333333333333,0.15,,0.1,,0.38461538461538464,0.6,0.6,0.07692307692307693,1.0,1.0,,0.38461538461538464,,0.5,0.9230769230769231,0.5461923076923078,0.57995,0.487375,0.13333333333333333,0.25,0.23809523809523808,2.6,24.957142857142856,0.2564102564102564,1.0,2.0,,1.0,2.0,1.0,,2.0,,,,,2.0,2.0,,1.0,,1.0,,,0.5,1.0,0.5,1.25,0.5,0.2222222222222222,,0.11764705882352941,0.4,,,,1.0,0.5,,0.09523809523809523,2.0,,,3.0,,,9.0,2.0,,1.0,0.42857142857142855,,0.42857142857142855,,0.4,0.4,1.0,,,,0.4,,1.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,0.15384615384615385,0.5,0.5,1.0,,,,,,,0.2857142857142857,,,,1.0,1.0,,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629234,1610612759,Drew Eubanks,Drew Eubanks,1629234,SAS,2939.0,49.0,-29.0,113.0,113.0,45.0,39.0,16.0,226,4.0,8.0,5.0,5.0,8.0,2.0,,,10.0,18.0,,,20.0,127.0,5.0,7.0,,,8.0,8.0,,3.0,2.0,3.0,1.0,1.0,7.0,6.0,3.0,11.0,18.0,2.0,,2.0,1.0,4.0,1.0,5.0,8.0,1.0,3.0,,,8.0,45.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5714285714285714,,0.16666666666666666,0.25,16.666666666666664,0.5,0.16666666666666666,0.20689655172413793,0.19148936170212766,,0.2727272727272727,,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,0.625,0.7142857142857143,0.1111111111111111,,0.7142857142857143,,0.4444444444444444,0.4953444444444444,0.6565666666666666,0.5326142857142857,,,0.4,6.577777777777778,,0.39823008849557523,3.0,5.0,2.0,3.0,6.0,4.0,12.0,2.0,1.0,,1.0,3.0,4.0,7.0,1.0,,,,0.6,0.6666666666666666,0.6,0.5714285714285714,0.6,0.5714285714285714,0.6,0.0975609756097561,0.16666666666666666,0.11864406779661017,0.15384615384615385,0.07692307692307693,0.13333333333333333,0.5,1.0,0.6,0.4,0.3,,,,,,,,,1.0,,,,,0.5,,,,,,,,1.0,,,,,,2.0,3.0,3.0,,,,1.0,,1.0,,,,0.5,0.3333333333333333,,0.5,0.5,,,,,,,,,,0.125,0.16666666666666666,0.8,,,,,,,1.0,0.2,,1.0,0.06666666666666667,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
200752,1610612759,Rudy Gay,Rudy Gay,200752,SAS,2848.0,47.0,-13.0,109.0,107.0,64.0,49.0,17.0,216,,3.0,2.0,1.0,8.0,7.0,10.0,7.0,6.0,18.0,12.0,7.0,31.0,129.0,1.0,9.0,9.0,2.0,24.0,6.0,10.0,2.0,,2.0,,,6.0,5.0,6.0,12.0,12.0,4.0,,1.0,1.0,5.0,3.0,2.0,3.0,,6.0,8.0,4.0,24.0,64.0,0.3333333333333333,0.4,0.45454545454545453,0.6388888888888888,0.4,0.1111111111111111,,29.00763358778626,0.8,0.3,0.21739130434782608,0.2558139534883721,0.6666666666666666,0.16666666666666666,0.4,0.1,,,0.26666666666666666,0.125,0.14285714285714285,0.23333333333333334,0.3333333333333333,0.1111111111111111,0.3888888888888889,0.5,0.4654683333333333,0.5479833333333334,0.4976499999999999,0.12121212121212122,0.19047619047619047,0.7741935483870968,12.238888888888889,25.641666666666666,0.5871559633027523,,,,,,5.0,6.0,,2.0,1.0,1.0,,,,,,1.0,,0.5,0.5,,0.5555555555555556,,0.6111111111111112,,,,,,,,,,,,,3.0,,3.0,4.0,,3.0,9.0,3.0,3.0,0.75,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3,0.3,0.6666666666666666,0.75,,,0.3,5.0,1.0,2.0,,,,1.0,,,,,,1.0,,1.0,,,,0.3333333333333333,,,0.7142857142857143,0.8333333333333334,0.06666666666666667,0.5,0.5,1.0,2.0,3.0,,,1.0,0.125,0.09090909090909091,,0.1111111111111111,1.0,4.0,0.4444444444444444,0.5,3.0,,,0.42857142857142855,1.0,,,1.0,1.0,0.14285714285714285,0.6,,,,,,,,True,,,,,,,,,,,,,,,,,
201942,1610612759,DeMar DeRozan,DeMar DeRozan,201942,SAS,897.0,15.0,-2.0,35.0,35.0,20.0,25.0,4.0,70,2.0,3.0,2.0,3.0,3.0,3.0,,,6.0,9.0,,4.0,16.0,40.0,1.0,6.0,,4.0,14.0,10.0,,,2.0,3.0,1.0,,7.0,1.0,1.0,2.0,3.0,,1.0,1.0,,1.0,,,,,2.0,5.0,1.0,14.0,20.0,0.6666666666666666,0.6666666666666666,0.6818181818181818,0.8125,,,,29.26829268292683,,0.1111111111111111,0.16666666666666666,0.13333333333333333,,0.2,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.43648888888888887,0.4554,0.44811666666666666,0.1,0.1,0.875,8.766666666666666,,0.5714285714285714,,,1.0,,2.0,5.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,0.16666666666666666,0.16666666666666666,,0.8333333333333334,,0.8333333333333334,0.5,0.07692307692307693,,0.058823529411764705,0.2,,,,,,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
