EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGA,FG2A,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Corner3Assists,SelfOReb,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChancePointsPct,LostBallSteals,Corner3FGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,HeaveAttempts,LongMidRangeAssists,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Fg3aBlocked,Charge Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,FTOffRebounds,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,Clear Path Fouls,3SecondViolations,OffensiveGoaltends,HeaveMakes
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,32.0,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6308,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,3979.0,66,133,136,269,3.0,18.0,,4.0,10.0,1.0,11.0,25.657894736842106,0.15384615384615385,,0.1509433962264151,0.017857142857142856,,0.18181818181818182,0.10714285714285714,0.4642857142857143,0.4441785714285714,12.661111111111111,-9.0,52.0,58.0,15.0,1.0,1.0,2.0,8.0,3.0,7.0,1.0,6.0,9.0,4.0,6.0,6.0,6.0,10.0,8.0,38.0,172.0,1.0,2.0,6.0,4.0,6.0,7.0,23.0,12.0,12.0,6.0,9.0,6.0,2.0,5.0,5.0,10.0,5.0,4.0,1.0,25.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,7.0,1.0,4.0,1.0,4.0,1.0,1.0,8.0,2.0,10.0,1.0,3.0,2.0,23.0,52.0,2.0,0.6666666666666666,0.6,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,0.5357142857142857,0.6666666666666666,0.59375,0.71875,0.35714285714285715,0.1111111111111111,0.25,0.14285714285714285,0.5,0.02564102564102564,0.14814814814814814,0.07692307692307693,0.1111111111111111,0.16666666666666666,0.19047619047619047,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.25,0.42857142857142855,0.42857142857142855,0.03571428571428571,0.32142857142857145,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.4795,0.43671666666666664,0.15625,0.14285714285714285,0.18181818181818182,0.6052631578947368,26.589999999999996,0.39097744360902253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1628470,1610612743,Torrey Craig,Torrey Craig,1628470,DEN,312.0,5,10,9,19,,,,,,,,16.666666666666668,,,,,,,,1.0,0.39059999999999995,,,,,2.0,,,,,,,,1.0,2.0,,,,1.0,2.0,,3.0,14.0,,,,,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,0.5,,0.5,,,0.75,,0.75,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,0.5,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629626,1610612743,Bol Bol,Bol Bol,1629626,DEN,5216.0,87,172,176,348,9.0,19.0,2.0,6.0,14.0,5.0,19.0,21.31979695431472,0.16216216216216217,0.07692307692307693,0.1917808219178082,0.06493506493506493,0.11764705882352941,0.26666666666666666,0.32142857142857145,0.6428571428571429,0.5447017857142858,6.252631578947367,-21.0,55.0,62.0,20.0,7.0,6.0,3.0,7.0,,3.0,3.0,4.0,6.0,,,10.0,4.0,9.0,8.0,40.0,222.0,6.0,2.0,5.0,,1.0,2.0,6.0,10.0,12.0,,6.0,4.0,1.0,5.0,1.0,6.0,,5.0,,13.0,3.0,8.0,,2.0,2.0,5.0,,2.0,5.0,,10.0,,3.0,8.0,11.0,,1.0,7.0,,10.0,,4.0,1.0,6.0,55.0,,1.0,0.4444444444444444,,0.4444444444444444,0.5263157894736842,0.4,0.5714285714285714,0.3333333333333333,0.625,0.375,0.32142857142857145,0.05263157894736842,0.14285714285714285,0.5,,0.058823529411764705,0.2222222222222222,0.13333333333333333,0.08333333333333333,0.1,0.19230769230769232,0.7777777777777778,0.7777777777777778,0.25,0.42857142857142855,0.5,0.10714285714285714,,,0.10714285714285714,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.75,,,0.6666666666666666,0.6135166666666666,0.5707666666666666,0.15625,0.18181818181818182,0.1,0.15,24.5,0.31976744186046513,4.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,14.0,10.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,6.0,5.0,1.0,1.0,0.5,0.7142857142857143,0.5,0.6666666666666666,0.6875,0.7777777777777778,0.041666666666666664,0.3,0.08333333333333333,0.8333333333333334,0.2857142857142857,1.0,0.6666666666666666,0.25,0.25,0.5,1.0,0.5,0.6666666666666666,0.16666666666666666,0.35,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,410.0,7,13,12,25,,2.0,,,2.0,,2.0,18.75,,,0.25,,,,,0.3333333333333333,0.4442333333333333,10.850000000000001,3.0,,4.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,2.0,14.0,,,,,,,,2.0,,,1.0,,,1.0,2.0,3.0,1.0,1.0,,8.0,,2.0,,1.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,0.5,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,25.1,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,3348.0,56,111,114,225,4.0,18.0,,3.0,6.0,3.0,9.0,26.612903225806452,0.11538461538461539,,0.13043478260869565,0.06521739130434782,,0.07692307692307693,0.14814814814814814,0.48148148148148145,0.48079814814814814,10.194444444444445,-19.0,37.0,24.0,13.0,2.0,,2.0,8.0,3.0,6.0,4.0,2.0,5.0,2.0,2.0,7.0,4.0,9.0,5.0,31.0,148.0,,1.0,5.0,2.0,3.0,3.0,11.0,8.0,9.0,3.0,5.0,2.0,2.0,1.0,6.0,7.0,6.0,1.0,,20.0,3.0,3.0,,,,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,5.0,1.0,7.0,,2.0,,11.0,37.0,,0.75,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.3888888888888889,0.2,0.48148148148148145,0.5,0.5166666666666667,0.55,0.3333333333333333,0.1111111111111111,0.125,0.3333333333333333,,0.1,0.15,,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.5,0.6666666666666666,0.2962962962962963,0.25,0.2857142857142857,0.2222222222222222,0.5,0.5,0.14814814814814814,0.18518518518518517,0.4,0.4,1.0,,0.25,1.0,0.4,,0.540375,0.07142857142857142,0.10526315789473684,,0.3548387096774194,25.1,0.3333333333333333,,1.0,2.0,1.0,,1.0,,,1.0,,,6.0,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,0.42857142857142855,0.42857142857142855,,,,,0.125,0.25,0.07692307692307693,1.0,1.0,,,,1.0,,,0.25,0.5,0.125,,,2.0,2.0,2.0,0.25,0.125,0.3333333333333333,0.5,0.5,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,
203486,1610612743,Mason Plumlee,Mason Plumlee,203486,DEN,3977.0,66,130,133,263,14.0,18.0,2.0,4.0,5.0,5.0,10.0,19.047619047619047,0.14814814814814814,0.1111111111111111,0.09090909090909091,0.08928571428571429,0.09090909090909091,0.08333333333333333,0.7368421052631579,0.7894736842105263,0.5425500000000001,3.6722222222222225,-25.0,44.0,45.0,16.0,12.0,1.0,,3.0,,1.0,,,1.0,,1.0,12.0,,1.0,6.0,30.0,172.0,1.0,5.0,6.0,,1.0,3.0,13.0,6.0,,,,,2.0,10.0,4.0,14.0,3.0,6.0,2.0,32.0,3.0,1.0,,3.0,3.0,4.0,,4.0,2.0,,6.0,,,3.0,12.0,1.0,2.0,11.0,,9.0,,5.0,,13.0,44.0,2.0,,,,,0.6666666666666666,0.8333333333333334,0.631578947368421,0.7142857142857143,0.6818181818181818,0.7222222222222222,0.05263157894736842,0.1111111111111111,0.3333333333333333,0.6666666666666666,,0.07894736842105263,0.03571428571428571,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.05263157894736842,0.8571428571428571,0.9230769230769231,0.15789473684210525,,,0.05263157894736842,,,,0.05263157894736842,,,,1.0,0.14285714285714285,,,0.6422,0.5843666666666667,0.23809523809523808,0.25,,0.43333333333333335,60.2,0.3384615384615385,1.0,5.0,5.0,,,,1.0,,,1.0,3.0,18.0,2.0,1.0,1.0,,,,,,3.0,2.0,,,2.0,,2.0,1.0,1.0,,0.75,0.8181818181818182,,1.0,1.0,0.75,0.047619047619047616,,0.25,0.5,0.75,,1.0,,,,,0.7142857142857143,1.0,,0.1,,,1.0,1.0,0.07142857142857142,0.125,,,,,1.0,2.0,0.14285714285714285,,,,,,,,,True,,,,,,,,,,,,,,
1628966,1610612743,Keita Bates-Diop,Keita Bates-Diop,1628966,DEN,3197.0,53,103,106,209,7.0,7.0,,2.0,7.0,2.0,9.0,10.084033613445378,0.09090909090909091,,0.14285714285714285,0.045454545454545456,,0.125,0.6363636363636364,1.0,0.6310727272727273,0.7714285714285714,1.0,38.0,42.0,12.0,3.0,1.0,,,,,3.0,,1.0,,,3.0,2.0,4.0,2.0,14.0,134.0,1.0,,1.0,1.0,1.0,,3.0,2.0,3.0,3.0,1.0,,1.0,,,,,,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,,3.0,3.0,,,3.0,,3.0,,2.0,,3.0,38.0,,0.5,0.5,1.0,0.5,0.42857142857142855,,0.5454545454545454,0.75,0.5833333333333334,0.75,0.36363636363636365,0.14285714285714285,,,0.25,0.0625,0.2,,0.14285714285714285,,0.13333333333333333,0.42857142857142855,0.5,,,,,,,0.2727272727272727,0.09090909090909091,,,,0.3333333333333333,,,,0.56495,0.500025,0.16666666666666666,0.25,,0.21428571428571427,24.15,0.36893203883495146,,,1.0,1.0,,,,1.0,2.0,,3.0,4.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,,0.5,0.5,0.13333333333333333,0.4,,1.0,0.6666666666666666,,,,,,,0.5,,0.5,0.21428571428571427,,2.0,,,0.14285714285714285,,,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,1.0,,True,,,,,,,,,,,,,,
1629076,1610612743,Tyler Cook,Tyler Cook,1629076,DEN,1002.0,17,34,35,69,1.0,1.0,,1.0,2.0,1.0,3.0,5.405405405405405,0.09090909090909091,,0.058823529411764705,0.07692307692307693,,,1.0,1.0,0.6618,0.6,-1.0,20.0,12.0,3.0,1.0,1.0,,,,,,,,,,1.0,,,,2.0,42.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,2.0,20.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.125,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,0.6618,0.6618,,,,1.0,,0.5882352941176471,1.0,1.0,1.0,,,,1.0,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203924,1610612743,Jerami Grant,Jerami Grant,203924,DEN,1158.0,19,37,38,75,2.0,4.0,,,2.0,,2.0,16.27906976744186,,,0.125,,,,0.3333333333333333,0.6666666666666666,0.5125416666666666,4.949999999999999,-4.0,13.0,15.0,5.0,1.0,,,2.0,,,,1.0,2.0,,,1.0,1.0,2.0,2.0,7.0,48.0,,,1.0,,,2.0,2.0,,3.0,,2.0,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,,,,,,,,,,,1.0,2.0,,,1.0,,2.0,,,,2.0,13.0,1.0,1.0,0.5,,0.5,0.25,,0.4166666666666667,,0.5,0.5,0.3333333333333333,,,,,,0.2222222222222222,,,,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.5,0.56745,0.582,,,,0.2857142857142857,25.9,0.35135135135135137,,,1.0,,1.0,1.0,,1.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.5,1.5,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.42857142857142855,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
