EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,on,HeaveMakes
1626158,1610612758,Richaun Holmes,Richaun Holmes,1626158,SAC,56152.0,936,65,1898,1883,331.0,411,217.0,3781,121.0,165.0,43.0,66.0,18.0,31.0,44.0,81.0,7.0,14.0,172.0,260.0,80.0,424.0,2105,45.0,70.0,20.0,110.0,24.0,44.0,28.0,76.0,256.0,88.0,76.0,13.0,21.0,11.0,32.0,8.0,3.0,13.0,3.0,5.0,75.0,32.0,70.0,1.0,76.0,86.0,11.0,173.0,103.0,276.0,9.0,30.0,20.0,10.0,17.0,4.0,8.0,24.0,1.0,9.0,2.0,3.0,41.0,5.0,5.0,54.0,125.0,1.0,15.0,11.0,81.0,11.0,2.0,94.0,8.0,44.0,7.0,42.0,2.0,1.0,27.0,1.0,1.0,14.0,44.0,28.0,4.0,74.0,325.0,8.0,6.0,0.7441860465116279,0.9552238805970149,0.6615384615384615,0.6428571428571429,0.5454545454545454,0.6615384615384615,0.6428571428571429,0.5454545454545454,0.6996699669966997,0.6707317073170732,0.6551724137931034,0.05,0.04242424242424243,0.07407407407407407,15.970287836583102,0.4146341463414634,0.3055555555555556,0.027777777777777776,0.18777292576419213,0.14285714285714285,0.18536585365853658,0.07881773399014778,0.18663594470046083,0.11383928571428571,0.19653179190751446,0.13170731707317074,0.08035714285714286,0.0781758957654723,0.08080808080808081,0.17582417582417584,0.19298245614035087,0.2,0.19614147909967847,0.15151515151515152,0.12162162162162163,0.6363636363636364,0.6346153846153846,0.7333333333333333,0.7658227848101266,0.6611570247933884,0.31153846153846154,0.5432098765432098,0.5866666666666667,0.9318181818181818,0.05384615384615385,0.5,0.5,1.0,0.9428571428571428,0.6515151515151515,0.09302325581395349,0.7045454545454546,0.5806451612903226,0.6346153846153846,0.533336923076923,0.560675,0.5335068181818182,0.14864864864864866,0.14864864864864866,0.25943396226415094,0.1792452830188679,4.442692307692307,0.1743940990516333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,132965.0,2216,-106,4601,4555,1009.0,1384,468.0,9156,114.0,178.0,11.0,18.0,25.0,42.0,41.0,119.0,72.0,177.0,227.0,474.0,115.0,1382.0,5197,16.0,40.0,3.0,101.0,38.0,90.0,47.0,297.0,180.0,274.0,20.0,37.0,143.0,70.0,213.0,51.0,19.0,104.0,28.0,11.0,496.0,28.0,29.0,,147.0,117.0,7.0,271.0,57.0,328.0,17.0,66.0,43.0,23.0,106.0,20.0,49.0,62.0,10.0,57.0,5.0,7.0,168.0,4.0,35.0,60.0,165.0,2.0,3.0,12.0,99.0,1.0,3.0,136.0,7.0,31.0,12.0,17.0,,,11.0,,,6.0,17.0,9.0,,285.0,990.0,22.0,5.0,0.3964757709251101,0.4147465437788018,0.47890295358649787,0.4,0.4222222222222222,0.5451807228915663,0.49,0.48638132295719844,0.5656482246077622,0.49504950495049505,0.5249110320284698,0.07805907172995781,0.11235955056179775,0.09243697478991597,26.86014803272302,0.6309523809523809,0.0625,,0.11515748031496063,0.025823686553873553,0.14788732394366197,0.027586206896551724,0.13134328358208955,0.02666043030869972,0.03926096997690531,0.017278617710583154,0.01762114537444934,0.0258732212160414,0.03305785123966942,0.11471321695760599,0.09268292682926829,0.16097560975609757,0.15139442231075698,0.13692946058091288,0.028380634390651086,0.5294117647058824,0.153184165232358,0.6404494382022472,0.7215189873417721,0.4473684210526316,0.10240963855421686,0.3445378151260504,0.37962962962962965,0.14634146341463414,0.1523235800344234,0.4067796610169492,0.42105263157894735,0.4583333333333333,0.18,0.6111111111111112,,0.16342412451361868,0.5952380952380952,0.7452667814113597,0.5138800431034481,0.503829411764706,0.4998600000000001,0.03836530442035029,0.06224899598393574,0.07308248914616498,0.21490593342981187,9.94852320675105,0.21930015214083895,61.0,130.0,9.0,20.0,14.0,30.0,210.0,558.0,13.0,40.0,44.0,137.0,271.0,688.0,22.0,60.0,58.0,167.0,588.0,225.0,1.0,557.0,210.0,7.0,1.0,2.0,16.0,15.0,0.7232472324723247,0.3938953488372093,0.36666666666666664,0.3473053892215569,0.39446870451237265,0.5920826161790017,0.010174418604651164,0.03389830508474576,0.015384615384615385,0.008960573476702509,0.11187607573149742,0.46923076923076923,0.4765625,0.8524590163934426,0.4802065404475043,0.3763440860215054,0.379746835443038,0.6857142857142857,0.2,0.45,0.8888888888888888,0.4,0.325,0.6923076923076923,0.11673151750972763,0.4666666666666667,0.5330739299610895,0.32116788321167883,0.3770197486535009,0.021398002853067047,25.358284883720934,,,,True,
1627812,1610612758,Yogi Ferrell,Yogi Ferrell,1627812,SAC,15587.0,260,-18,545,538,120.0,166,58.0,1083,7.0,18.0,1.0,2.0,,1.0,3.0,11.0,11.0,24.0,21.0,53.0,14.0,89.0,601,1.0,3.0,1.0,3.0,3.0,8.0,8.0,17.0,10.0,32.0,,4.0,15.0,17.0,32.0,10.0,7.0,10.0,1.0,4.0,81.0,2.0,1.0,,11.0,8.0,,19.0,3.0,22.0,1.0,10.0,3.0,7.0,7.0,,5.0,5.0,1.0,2.0,,1.0,12.0,,2.0,4.0,22.0,2.0,1.0,1.0,23.0,,8.0,18.0,,6.0,3.0,3.0,,,2.0,,,1.0,3.0,2.0,,13.0,116.0,6.0,1.0,0.23809523809523808,0.23809523809523808,0.39622641509433965,0.3333333333333333,0.375,0.43103448275862066,0.16666666666666666,0.4090909090909091,0.4635416666666667,0.21428571428571427,0.53125,0.07547169811320754,0.2222222222222222,,17.6759410801964,0.5833333333333334,,,0.07079646017699115,0.007751937984496124,0.10091743119266056,0.016129032258064516,0.08558558558558559,0.011857707509881422,0.01694915254237288,,,0.02127659574468085,,,0.11363636363636363,0.12,0.08860759493670886,0.13333333333333333,0.02040816326530612,0.6666666666666666,0.20689655172413793,0.3888888888888889,0.5,0.42857142857142855,0.12643678160919541,0.2727272727272727,0.2727272727272727,,0.27586206896551724,0.4583333333333333,0.4583333333333333,0.18181818181818182,0.3333333333333333,0.5,1.0,0.09090909090909091,,0.5977011494252874,0.49767764705882334,0.48679999999999995,0.45733499999999994,0.06451612903225806,0.1016949152542373,0.033707865168539325,0.19101123595505617,10.403773584905663,0.22018348623853212,5.0,8.0,,,,,6.0,26.0,,3.0,1.0,3.0,11.0,34.0,,3.0,1.0,3.0,27.0,6.0,1.0,25.0,6.0,1.0,2.0,,,,0.8181818181818182,0.3235294117647059,,0.3333333333333333,0.3333333333333333,0.39080459770114945,0.029411764705882353,,,0.038461538461538464,0.09195402298850575,0.625,0.625,1.0,0.2988505747126437,0.23076923076923078,0.24,0.6666666666666666,,,,0.5,,,,,0.2727272727272727,0.3333333333333333,0.24,,26.123529411764707,,,,True,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,56419.0,940,-96,2006,1977,473.0,603,195.0,3983,112.0,174.0,3.0,5.0,22.0,41.0,67.0,147.0,15.0,34.0,194.0,355.0,143.0,606.0,2351,7.0,12.0,5.0,25.0,45.0,81.0,40.0,136.0,46.0,342.0,8.0,26.0,107.0,110.0,217.0,83.0,27.0,78.0,20.0,9.0,544.0,3.0,13.0,2.0,55.0,46.0,4.0,105.0,18.0,123.0,9.0,49.0,27.0,22.0,67.0,8.0,39.0,29.0,6.0,28.0,,4.0,96.0,2.0,25.0,30.0,86.0,3.0,4.0,6.0,157.0,3.0,14.0,193.0,20.0,96.0,9.0,14.0,,,11.0,,,3.0,14.0,11.0,1.0,133.0,461.0,8.0,5.0,0.11855670103092783,0.12105263157894737,0.5464788732394367,0.5833333333333334,0.5555555555555556,0.5190582959641256,0.5882352941176471,0.47058823529411764,0.5695488721804511,0.5952380952380952,0.5396825396825397,0.07323943661971831,0.08045977011494253,0.08163265306122448,28.250112460638775,0.6979166666666666,0.0851063829787234,0.047619047619047616,0.10623556581986143,0.027139874739039668,0.12941176470588237,0.006802721088435374,0.11771561771561771,0.017391304347826087,0.036458333333333336,0.028708133971291867,,0.0060790273556231,0.008928571428571428,0.0989010989010989,0.10227272727272728,0.13333333333333333,0.12962962962962962,0.12871287128712872,0.04591836734693878,0.7857142857142857,0.3901345291479821,0.6436781609195402,0.7,0.11607142857142858,0.3295964125560538,0.4557823129251701,0.4962962962962963,0.08955223880597014,0.07623318385650224,0.4411764705882353,0.4411764705882353,0.26666666666666666,0.29411764705882354,0.6,,0.4019607843137255,0.5365853658536586,0.594170403587444,0.5008324719101123,0.48655000000000004,0.48604019607843135,0.18546845124282982,0.22273781902552203,0.041254125412541254,0.22442244224422442,6.453521126760562,0.2357926221335992,3.0,19.0,,2.0,,4.0,22.0,72.0,2.0,3.0,2.0,17.0,25.0,91.0,2.0,5.0,2.0,21.0,42.0,33.0,1.0,71.0,22.0,,,,,1.0,0.56,0.27472527472527475,0.4,0.09523809523809523,0.2777777777777778,0.2040358744394619,,,,,0.042600896860986545,0.15789473684210525,0.15789473684210525,1.0,0.16143497757847533,0.3055555555555556,0.3055555555555556,0.5,0.11764705882352941,,,0.17647058823529413,0.6666666666666666,,0.0392156862745098,,0.16666666666666666,0.11764705882352941,0.30985915492957744,0.010869565217391304,25.25274725274726,,,,True,
203084,1610612758,Harrison Barnes,Harrison Barnes,203084,SAC,92295.0,1538,-27,3224,3184,745.0,945,322.0,6408,113.0,184.0,10.0,16.0,26.0,44.0,43.0,127.0,7.0,19.0,163.0,330.0,151.0,666.0,3595,13.0,24.0,17.0,58.0,33.0,67.0,66.0,177.0,166.0,160.0,18.0,28.0,48.0,60.0,108.0,43.0,17.0,31.0,11.0,6.0,276.0,19.0,20.0,,98.0,68.0,6.0,172.0,39.0,211.0,9.0,27.0,17.0,10.0,29.0,7.0,17.0,27.0,4.0,12.0,,8.0,56.0,3.0,10.0,28.0,54.0,,4.0,7.0,151.0,5.0,13.0,187.0,17.0,82.0,16.0,5.0,,,5.0,,,,5.0,3.0,,171.0,726.0,6.0,10.0,0.50920245398773,0.538961038961039,0.49393939393939396,0.5416666666666666,0.4925373134328358,0.5181086519114688,0.5540540540540541,0.555,0.5724137931034483,0.6041666666666666,0.6413043478260869,0.08484848484848485,0.09239130434782608,0.08661417322834646,17.74553571428571,0.5178571428571429,0.0759493670886076,,0.09201623815967523,0.025252525252525252,0.1416184971098266,0.027417027417027416,0.11600279524807827,0.026262626262626262,0.04666666666666667,0.009287925696594427,0.01775147928994083,0.024761904761904763,0.03571428571428571,0.10774410774410774,0.08843537414965986,0.06756756756756757,0.125,0.19186046511627908,0.0375,0.6,0.3702213279678068,0.6141304347826086,0.6766467065868264,0.6283185840707964,0.25553319919517103,0.33858267716535434,0.3706896551724138,0.23255813953488372,0.03822937625754527,0.3684210526315789,0.3684210526315789,0.2857142857142857,0.43243243243243246,0.625,0.1,0.44,0.5909090909090909,0.7062374245472837,0.506727162977867,0.5158750000000001,0.49294350000000015,0.14893617021276595,0.20759493670886076,0.08708708708708708,0.26576576576576577,4.997575757575759,0.23107940446650124,24.0,66.0,,2.0,5.0,14.0,39.0,101.0,5.0,11.0,10.0,19.0,63.0,167.0,5.0,13.0,15.0,33.0,162.0,27.0,,101.0,39.0,,2.0,,2.0,2.0,0.8571428571428571,0.3772455089820359,0.38461538461538464,0.45454545454545453,0.3772455089820359,0.33601609657947684,,,,,0.13279678068410464,0.36363636363636365,0.36363636363636365,0.9166666666666666,0.20321931589537223,0.38613861386138615,0.38613861386138615,0.8205128205128205,0.05405405405405406,,,0.2972972972972973,0.45454545454545453,0.8,0.14,0.35714285714285715,0.19,0.5263157894736842,0.38613861386138615,0.011834319526627219,24.91317365269461,1.0,,,True,
1629713,1610612758,Justin James,Justin James,1629713,SAC,4565.0,76,-31,156,164,14.0,38,16.0,320,3.0,6.0,,,,,3.0,5.0,,2.0,6.0,13.0,4.0,19.0,178,,,,,,1.0,4.0,4.0,10.0,2.0,,,4.0,2.0,6.0,,2.0,2.0,2.0,,14.0,,,,9.0,,2.0,11.0,,11.0,,2.0,2.0,,2.0,1.0,1.0,2.0,,1.0,1.0,,4.0,,,4.0,5.0,,,,3.0,2.0,,4.0,,1.0,1.0,2.0,,,1.0,,,1.0,2.0,1.0,,4.0,14.0,,1.0,0.8333333333333334,0.8333333333333334,0.46153846153846156,,,0.375,,,0.4318181818181818,,0.4,,,,14.857142857142858,0.5,0.4,,,,0.24324324324324326,,0.13043478260869565,,,,,,,,,,0.3333333333333333,0.07692307692307693,,0.5,0.3,0.5,0.5,1.0,0.25,0.6,0.6,0.6666666666666666,0.1,,,,,,,,,0.65,0.49837500000000007,0.5349,0.48755,0.047619047619047616,0.07142857142857142,,0.21052631578947367,7.346153846153846,0.08974358974358974,,2.0,,,,,1.0,5.0,,2.0,,2.0,1.0,7.0,,2.0,,2.0,3.0,,,5.0,1.0,,,,,,1.0,0.14285714285714285,,,0.14285714285714285,0.35,,,,,0.1,,,,0.25,0.2,0.2,1.0,,,,1.0,,,,,0.6666666666666666,,0.2,,24.571428571428577,,,,True,
202357,1610612758,Nemanja Bjelica,Nemanja Bjelica,202357,SAC,78671.0,1311,-30,2689,2658,402.0,601,282.0,5347,76.0,129.0,27.0,52.0,9.0,17.0,38.0,75.0,7.0,16.0,121.0,220.0,36.0,566.0,3042,32.0,62.0,8.0,102.0,15.0,31.0,11.0,74.0,136.0,106.0,40.0,15.0,74.0,62.0,136.0,47.0,15.0,54.0,10.0,10.0,334.0,23.0,46.0,1.0,83.0,134.0,19.0,236.0,70.0,306.0,20.0,43.0,26.0,17.0,43.0,4.0,29.0,28.0,2.0,14.0,1.0,9.0,71.0,7.0,7.0,71.0,142.0,1.0,7.0,8.0,59.0,5.0,5.0,40.0,9.0,21.0,3.0,21.0,5.0,2.0,16.0,3.0,,5.0,26.0,17.0,2.0,72.0,391.0,8.0,2.0,0.5619834710743802,0.6732673267326733,0.55,0.5161290322580645,0.4838709677419355,0.6050228310502284,0.6025641025641025,0.525,0.6247240618101545,0.6296296296296297,0.578125,0.06818181818181818,0.08527131782945736,0.05333333333333334,17.420212765957448,0.6056338028169014,0.30158730158730157,0.02040816326530612,0.21967213114754097,0.06927710843373494,0.13973063973063973,0.038397328881469114,0.18023255813953487,0.05463182897862233,0.08914728682170543,0.07092198581560284,0.024193548387096774,0.034858387799564274,0.05,0.19444444444444445,0.21666666666666667,0.2796610169491525,0.14035087719298245,0.13768115942028986,0.10050251256281408,0.6538461538461539,0.2945205479452055,0.5891472868217055,0.6440677966101694,0.5657894736842105,0.17123287671232876,0.5066666666666667,0.5352112676056338,0.47368421052631576,0.0365296803652968,0.4375,0.4375,1.0,0.6666666666666666,0.5192307692307693,0.18518518518518517,0.2833333333333333,0.5294117647058824,0.7922374429223744,0.5171034246575344,0.5421583333333334,0.4895641666666667,0.04888888888888889,0.09051724137931035,0.18021201413427562,0.13074204946996468,4.996363636363635,0.14949795462997398,19.0,35.0,3.0,4.0,1.0,3.0,77.0,183.0,7.0,12.0,10.0,26.0,96.0,218.0,10.0,16.0,11.0,29.0,273.0,15.0,,183.0,77.0,1.0,,1.0,,1.0,0.9479166666666666,0.44036697247706424,0.625,0.3793103448275862,0.44036697247706424,0.4977168949771689,0.0045871559633027525,,0.02857142857142857,,0.07990867579908675,0.5428571428571428,0.5588235294117647,1.0,0.4178082191780822,0.4207650273224044,0.4207650273224044,0.935064935064935,0.05128205128205128,0.75,1.0,0.15384615384615385,0.5833333333333334,0.8571428571428571,0.05,0.3333333333333333,0.43333333333333335,0.38461538461538464,0.4207650273224044,0.0045871559633027525,26.305963302752286,,1.0,1.0,True,
203992,1610612758,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,SAC,42456.0,708,39,1466,1430,465.0,592,158.0,2896,21.0,38.0,1.0,2.0,6.0,14.0,21.0,43.0,14.0,23.0,56.0,104.0,29.0,321.0,1617,1.0,6.0,3.0,32.0,17.0,32.0,19.0,107.0,40.0,72.0,2.0,8.0,47.0,37.0,84.0,26.0,11.0,30.0,10.0,7.0,205.0,5.0,7.0,,38.0,26.0,6.0,70.0,12.0,82.0,6.0,24.0,15.0,9.0,27.0,7.0,18.0,20.0,4.0,9.0,1.0,3.0,47.0,3.0,12.0,19.0,52.0,,3.0,3.0,41.0,,7.0,38.0,5.0,13.0,7.0,4.0,2.0,1.0,1.0,1.0,,3.0,6.0,3.0,,105.0,456.0,9.0,6.0,0.35714285714285715,0.36363636363636365,0.5384615384615384,0.16666666666666666,0.53125,0.5593869731800766,0.6590909090909091,0.5,0.5794223826714802,0.6666666666666666,0.5459183673469388,0.07692307692307693,0.07894736842105263,0.06976744186046512,19.72002434570907,0.574468085106383,0.16216216216216217,,0.08695652173913043,0.020833333333333332,0.11078717201166181,0.014326647564469915,0.09968847352024922,0.017518248175182483,0.013888888888888888,0.021897810218978103,0.03636363636363636,0.014545454545454545,0.013513513513513514,0.043859649122807015,0.10569105691056911,0.12903225806451613,0.1124031007751938,0.10588235294117647,0.047619047619047616,0.5,0.14559386973180077,0.5526315789473685,0.6,0.42857142857142855,0.16475095785440613,0.4883720930232558,0.525,0.2857142857142857,0.08812260536398467,0.6086956521739131,0.6666666666666666,0.35714285714285715,0.09090909090909091,0.5,,0.1590909090909091,0.42857142857142855,0.7471264367816092,0.4973666023166023,0.5331906249999999,0.49366918604651167,0.05185185185185185,0.11607142857142858,0.09968847352024922,0.3333333333333333,9.152884615384615,0.3171896316507503,10.0,35.0,1.0,2.0,3.0,13.0,50.0,122.0,8.0,14.0,15.0,43.0,60.0,157.0,9.0,16.0,18.0,56.0,150.0,30.0,1.0,121.0,50.0,6.0,1.0,,,1.0,0.8333333333333334,0.3821656050955414,0.5625,0.32142857142857145,0.38461538461538464,0.6015325670498084,0.03821656050955414,0.08695652173913043,0.05714285714285714,0.03278688524590164,0.13409961685823754,0.2857142857142857,0.30303030303030304,1.0,0.4674329501915709,0.4098360655737705,0.423728813559322,0.8,0.09090909090909091,0.5,1.0,0.6363636363636364,0.5714285714285714,0.75,0.14772727272727273,0.23076923076923078,0.48863636363636365,0.3488372093023256,0.4132231404958678,0.006329113924050633,25.592356687898082,1.0,,,True,
2772,1610612758,Trevor Ariza,Trevor Ariza,2772,SAC,22897.0,382,6,816,789,214.0,266,77.0,1605,15.0,18.0,4.0,4.0,7.0,7.0,,1.0,,1.0,15.0,20.0,11.0,83.0,874,4.0,4.0,2.0,16.0,7.0,9.0,6.0,26.0,18.0,12.0,8.0,,14.0,11.0,25.0,8.0,3.0,7.0,4.0,3.0,61.0,3.0,7.0,,30.0,24.0,8.0,62.0,10.0,72.0,1.0,22.0,15.0,7.0,8.0,1.0,7.0,4.0,,1.0,,1.0,12.0,1.0,2.0,10.0,28.0,,,1.0,16.0,2.0,3.0,15.0,1.0,6.0,2.0,3.0,2.0,1.0,2.0,1.0,,1.0,5.0,1.0,,26.0,209.0,5.0,2.0,0.6,0.8181818181818182,0.75,1.0,0.7777777777777778,0.47368421052631576,0.5833333333333334,0.5555555555555556,0.5,0.6153846153846154,0.5909090909090909,,,,10.45104510451045,0.6666666666666666,0.38095238095238093,,0.13793103448275862,0.03482587064676617,0.2054794520547945,0.01764705882352941,0.16875,0.026954177897574125,0.0547945205479452,0.022222222222222223,0.02631578947368421,0.015625,0.023809523809523808,0.1044776119402985,0.14666666666666667,0.1875,0.19298245614035087,0.25,0.022222222222222223,0.2,0.23684210526315788,0.8333333333333334,0.8333333333333334,0.6,0.013157894736842105,,,,0.013157894736842105,,,,0.3333333333333333,1.0,,0.3888888888888889,1.0,0.9736842105263158,0.5690059999999999,0.5812375,0.6015705882352941,0.08641975308641975,0.24,0.1927710843373494,0.3132530120481928,2.8,0.2622549019607843,3.0,18.0,1.0,4.0,,1.0,11.0,38.0,1.0,4.0,2.0,8.0,14.0,56.0,2.0,8.0,2.0,9.0,39.0,3.0,1.0,37.0,11.0,1.0,,1.0,,1.0,0.9285714285714286,0.25,0.25,0.2222222222222222,0.2545454545454545,0.7368421052631579,0.017857142857142856,,0.05555555555555555,,0.23684210526315788,0.16666666666666666,0.17647058823529413,1.0,0.5,0.2894736842105263,0.2894736842105263,0.9090909090909091,0.3333333333333333,0.25,1.0,0.3333333333333333,0.25,1.0,0.05555555555555555,,0.4444444444444444,0.25,0.2972972972972973,0.017857142857142856,25.107142857142858,,1.0,,True,
202709,1610612758,Cory Joseph,Cory Joseph,202709,SAC,67060.0,1118,-68,2270,2266,505.0,705,233.0,4536,30.0,51.0,7.0,12.0,8.0,10.0,24.0,65.0,16.0,43.0,70.0,159.0,29.0,271.0,2562,11.0,20.0,4.0,32.0,14.0,22.0,20.0,66.0,38.0,102.0,6.0,8.0,93.0,78.0,171.0,54.0,24.0,47.0,26.0,20.0,420.0,10.0,14.0,,39.0,39.0,2.0,80.0,24.0,104.0,2.0,30.0,17.0,13.0,25.0,9.0,17.0,14.0,2.0,8.0,,1.0,39.0,,3.0,42.0,74.0,,3.0,1.0,65.0,3.0,18.0,36.0,3.0,13.0,6.0,12.0,1.0,,7.0,1.0,,5.0,13.0,7.0,,65.0,496.0,11.0,5.0,0.2714285714285714,0.2835820895522388,0.44025157232704404,0.55,0.6363636363636364,0.4618320610687023,0.5185185185185185,0.575,0.48741007194244607,0.5517241379310345,0.66,0.050314465408805034,0.058823529411764705,0.06153846153846154,12.485230405671524,0.6410256410256411,0.03333333333333333,,0.07707509881422925,0.02464788732394366,0.07738095238095238,0.02004008016032064,0.07722772277227723,0.022492970946579195,0.0330188679245283,0.017391304347826087,0.023809523809523808,0.023746701846965697,0.008333333333333333,0.09289617486338798,0.0673076923076923,0.06956521739130435,0.07754010695187166,0.07692307692307693,0.0136986301369863,0.5384615384615384,0.1946564885496183,0.5882352941176471,0.625,0.43333333333333335,0.2480916030534351,0.36923076923076925,0.39344262295081966,0.16666666666666666,0.16412213740458015,0.37209302325581395,0.38095238095238093,0.125,0.4444444444444444,0.5833333333333334,0.14285714285714285,0.25,0.8,0.5877862595419847,0.49406583969465645,0.5055533333333333,0.4938812500000001,0.04779411764705882,0.07692307692307693,0.11808118081180811,0.24354243542435425,9.049685534591195,0.22246696035242292,12.0,31.0,,1.0,3.0,5.0,22.0,72.0,2.0,6.0,3.0,13.0,34.0,103.0,2.0,7.0,6.0,18.0,90.0,12.0,,72.0,22.0,3.0,2.0,,1.0,,0.8823529411764706,0.3300970873786408,0.2857142857142857,0.3333333333333333,0.3300970873786408,0.3931297709923664,0.02912621359223301,0.023255813953488372,0.03225806451612903,0.027777777777777776,0.1183206106870229,0.3870967741935484,0.4,1.0,0.2748091603053435,0.3055555555555556,0.3142857142857143,0.8181818181818182,0.037037037037037035,,,0.2222222222222222,0.3333333333333333,0.5,0.125,0.6,0.325,0.23076923076923078,0.3055555555555556,,24.797087378640786,,,,True,
