EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,on,SecondChanceAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,Arc3PctBlocked,Clear Path Fouls,Technical Free Throw Trips,OffensiveGoaltends
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,146.0,2.0,6,5.0,4.0,5.0,3.0,11,1.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,27.272727272727273,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4241,0.43785,13.666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629640,1610612759,Keldon Johnson,Keldon Johnson,1629640,SAS,87.0,1.0,3,3.0,1.0,3.0,1.0,6,,,,,,,1.0,,,1.0,,,,,,,,,,,,0.3333333333333333,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200752,1610612759,Rudy Gay,Rudy Gay,200752,SAS,156.0,3.0,7,5.0,5.0,5.0,4.0,12,,,,,,,6.0,,,5.0,,,,7.692307692307692,,,,,0.6486,0.6486,,0.7142857142857143,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6486,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201942,1610612759,DeMar DeRozan,DeMar DeRozan,201942,SAS,232.0,4.0,9,8.0,5.0,8.0,4.0,17,,,2.0,2.0,5.0,6.0,7.0,3.0,4.0,5.0,0.4,0.4,0.5,40.0,,,,0.4,0.43538000000000004,0.4642,8.24,0.5555555555555556,3.0,,,,,,,,,,,,0.6,,,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.125,0.1111111111111111,0.3333333333333333,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203092,1610612759,Tyler Zeller,Tyler Zeller,203092,SAS,232.0,4.0,9,8.0,5.0,8.0,4.0,17,,1.0,,1.0,4.0,2.0,7.0,3.0,,5.0,0.25,0.25,0.25,26.666666666666668,0.25,,,,0.48755,0.5149333333333334,3.0,0.5555555555555556,3.0,,,,,,,,,,,,0.75,0.5149333333333334,,1.0,3.0,,2.0,,,,,,,3.0,3.0,4.0,,,,,,,,,0.375,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629683,1610612759,Quinndary Weatherspoon,Quinndary Weatherspoon,1629683,SAS,221.0,4.0,8,8.0,4.0,8.0,3.0,16,,,,,,,7.0,,,4.0,,,,,,,,,,,,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,0.14285714285714285,0.125,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,,,0.5,0.5,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628401,1610612759,Derrick White,Derrick White,1628401,SAS,10.0,,1,,1.0,,1.0,1,,,1.0,,1.0,,,1.0,,1.0,,,,50.0,,,,1.0,0.2458,0.2458,20.9,1.0,,,,,,,,,,,,,,0.2458,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,76.0,1.0,2,3.0,,3.0,,5,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626168,1610612759,Trey Lyles,Trey Lyles,1626168,SAS,76250.0,1271.0,2617,2619.0,378.0,389.0,239.0,5236,17.0,49.0,31.0,88.0,175.0,404.0,3031.0,29.0,44.0,375.0,0.5028571428571429,0.5408163265306123,0.5580110497237569,13.913948646773074,0.14285714285714285,0.3469387755102041,0.38636363636363635,0.09037900874635568,0.5441374635568513,0.4909071428571429,6.273142857142858,0.14444019870080244,-56.0,118.0,6.0,9.0,168.0,7.0,13.0,118.0,0.4897959183673469,0.34402332361516036,0.125,0.21428571428571427,0.7667638483965015,0.5587166666666666,24.97142857142857,59.0,95.0,9.0,14.0,33.0,3.0,48.0,14.0,10.0,50.0,42.0,71.0,361.0,46.0,45.0,20.0,50.0,0.4827586206896552,0.47619047619047616,0.47058823529411764,0.5208333333333334,0.055776892430278883,0.05906821963394343,0.07772020725388601,0.27696793002915454,0.6210526315789474,0.7108433734939759,0.3333333333333333,0.6428571428571429,0.06128133704735376,0.10526315789473684,0.1188118811881188,0.12376237623762376,34.0,41.0,132.0,140.0,290.0,0.75,0.88,0.21052631578947367,0.22518765638031693,0.06319702602230483,0.22180451127819548,0.6949152542372882,0.7083333333333334,49.0,69.0,24.0,158.0,60.0,98.0,7.0,6.0,0.3006993006993007,False,17.0,12.0,23.0,50.0,1.0,1.0,4.0,42.0,1.0,3.0,65.0,21.0,1.0,4.0,195.0,26.0,42.0,17.0,20.0,14.0,6.0,13.0,12.0,29.0,130.0,20.0,7.0,28.0,22.0,6.0,24.0,6.0,21.0,15.0,3.0,3.0,3.0,39.0,7.0,6.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,27.0,1.0,1.0,14.0,1.0,12.0,28.0,18.0,2.0,3.0,1.0,0.3869047619047619,0.14285714285714285,0.3076923076923077,0.3869047619047619,0.5121951219512195,0.46875,0.09714285714285714,0.12631578947368421,0.10204081632653061,0.6153846153846154,0.32786885245901637,0.24344569288389514,0.0645879732739421,0.03436426116838488,0.06111111111111111,0.07865168539325842,0.1484375,0.24647887323943662,0.23148148148148148,0.041176470588235294,0.6428571428571429,0.8235294117647058,0.3870967741935484,0.3870967741935484,0.9166666666666666,0.1457725947521866,0.46,0.46,1.0,0.3559322033898305,0.3559322033898305,1.0,0.5,0.11764705882352941,0.020833333333333332,0.16666666666666666,1.0,0.09523809523809523,0.25,0.3333333333333333,0.3559322033898305,0.011834319526627219,,,,,,,,,,,,,,,,,,,
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,101060.0,1684.0,3477,3507.0,497.0,557.0,308.0,6984,71.0,163.0,159.0,252.0,523.0,718.0,4067.0,64.0,362.0,489.0,0.4818355640535373,0.4944794952681388,0.5256222547584187,21.091098929783346,0.25709779179810727,0.43558282208588955,0.47651006711409394,0.250788643533123,0.5084056872037915,0.5091462962962963,8.66634799235182,0.14293931550186942,-189.0,70.0,7.0,11.0,111.0,10.0,18.0,70.0,0.1750788643533123,0.11041009463722397,0.12727272727272726,0.13414634146341464,0.4921135646687697,0.51702,24.85405405405406,111.0,201.0,13.0,27.0,91.0,2.0,53.0,24.0,26.0,86.0,31.0,69.0,383.0,106.0,114.0,54.0,80.0,0.375,0.36585365853658536,0.4649122807017544,0.4479166666666667,0.029608404966571154,0.04226227470478558,0.04411764705882353,0.31703470031545744,0.5522388059701493,0.6166666666666667,0.32926829268292684,0.48148148148148145,0.08160237388724036,0.09608540925266904,0.07381615598885793,0.11977715877437325,29.0,45.0,142.0,156.0,314.0,0.28174603174603174,0.29831932773109243,0.17848970251716248,0.1884422110552764,0.01084010840108401,0.20180722891566266,0.3153153153153153,0.5272727272727272,174.0,271.0,81.0,639.0,58.0,143.0,3.0,14.0,0.28994082840236685,False,14.0,70.0,16.0,41.0,3.0,3.0,7.0,25.0,1.0,1.0,41.0,21.0,3.0,4.0,120.0,28.0,25.0,36.0,97.0,73.0,24.0,45.0,48.0,37.0,144.0,14.0,8.0,111.0,74.0,37.0,72.0,14.0,45.0,53.0,18.0,27.0,2.0,125.0,5.0,17.0,7.0,2.0,6.0,,11.0,15.0,,1.0,9.0,15.0,2.0,2.0,7.0,,8.0,17.0,9.0,,6.0,0.975609756097561,0.36936936936936937,0.3,0.2222222222222222,0.36936936936936937,0.4666666666666667,0.4636363636363636,0.06883365200764818,0.1044776119402985,0.08588957055214724,0.576,0.15384615384615385,0.20055710306406685,0.06583629893238434,0.03694581280788178,0.06772009029345373,0.058823529411764705,0.10723860589812333,0.20855614973262032,0.17197452229299362,0.026490066225165563,0.5294117647058824,0.2535211267605634,0.44025157232704404,0.4430379746835443,0.2571428571428571,0.06466876971608833,0.3902439024390244,0.4,1.0,0.35714285714285715,0.35714285714285715,0.96,0.4827586206896552,0.07142857142857142,0.05454545454545454,0.14285714285714285,1.0,0.08536585365853659,0.42857142857142855,0.09090909090909091,0.35714285714285715,0.008928571428571428,2.0,3.0,1.0,1.0,3.0,0.009009009009009009,0.006289308176100629,0.024390243902439025,0.012195121951219513,0.6666666666666666,1.0,,,,,,,,
