EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PtsAssisted2s,ThreePtAssists,Arc3Assists,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChancePointsPct,PenaltyArc3FGA,PenaltyFG3A,Steals,BadPassSteals,LostBallSteals,PenaltyArc3Frequency,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,LiveBallTurnoverPct,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceCorner3Frequency,BlockedShortMidRange,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyFtPoints,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,LongMidRangeFGM,LongMidRangeFGA,Fg2aBlocked,Travels,Technical Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,on,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveMakes,Defensive 3 Seconds Violations,OffensiveGoaltends
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,625.0,10.0,-3.0,22,22.0,7.0,22.0,1.0,44,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,11.0,29.0,1.0,1.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,0.6666666666666666,0.6,0.6,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.8333333333333334,26.08695652173913,0.2,0.1111111111111111,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5762333333333333,0.6632,0.18181818181818182,1.4,25.580000000000002,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,398.0,7.0,7.0,14,14.0,3.0,14.0,,28,,,,,,,,,1.0,1.0,,,5.0,12.0,1.0,1.0,2.0,,,,,,,1.0,,,3.0,1.0,2.0,2.0,,,,2.0,3.0,,,,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,,28.57142857142857,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,0.4146,0.4146,0.4,6.3,,0.21428571428571427,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628450,1610612758,Eric Mika,Eric Mika,1628450,SAC,1143.0,19.0,8.0,40,39.0,7.0,31.0,3.0,79,1.0,2.0,1.0,1.0,,,,,2.0,3.0,,,6.0,42.0,2.0,2.0,4.0,,,,,,,,,,,1.0,5.0,7.0,,,,4.0,7.0,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,9.090909090909092,0.125,0.29411764705882354,,0.6666666666666666,0.5,0.5,,,,,,,,,0.5,1.0,0.6666666666666666,,0.5203666666666668,0.5151,0.6666666666666666,5.466666666666666,,0.175,1.0,1.0,2.0,4.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,0.5,0.3333333333333333,1.0,1.0,1.0,0.25,0.25,2.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,0.2,0.4444444444444444,0.09090909090909091,0.125,1.0,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201229,1610612758,Anthony Tolliver,Anthony Tolliver,201229,SAC,396.0,7.0,7.0,15,14.0,3.0,14.0,,29,,,,,,,1.0,2.0,,,1.0,2.0,3.0,13.0,,,,,3.0,,2.0,1.0,,,,,,,,,,,,,3.0,1.0,0.5,0.5,,,0.75,,0.75,,1.0,13.333333333333334,,,,,,,,,,,1.0,0.5,0.5,1.0,,,1.0,0.5,0.575775,0.56655,,,26.55,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202709,1610612758,Cory Joseph,Cory Joseph,202709,SAC,928.0,15.0,6.0,32,31.0,7.0,23.0,3.0,63,,1.0,,,,1.0,3.0,3.0,,1.0,3.0,4.0,9.0,36.0,,,,,6.0,3.0,3.0,3.0,1.0,3.0,,1.0,8.0,1.0,2.0,2.0,,,,,7.0,0.6666666666666666,0.75,0.75,,,0.9,,0.9,,0.8,19.444444444444446,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.2,,,0.2,,,,0.6,1.0,1.0,0.6666666666666666,,,1.0,1.0,0.56728,,,2.1,24.825000000000003,0.21875,,,,,2.0,1.0,1.0,,,2.0,2.0,,,,,0.5,,,,,,,,,3.0,,,,,,1.0,,0.75,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.75,1.0,0.5,0.5,1.0,1.0,0.57555,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203992,1610612758,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,SAC,471.0,8.0,9.0,15,16.0,,8.0,2.0,31,,,,,,1.0,,2.0,2.0,2.0,,3.0,5.0,12.0,,,,4.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,0.4,,0.5,,0.6,33.333333333333336,,0.1,,,,,0.2,,,,0.4,,,,,,0.6,,0.50717,,,11.149999999999999,24.866666666666664,,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,0.4,1.0,1.0,,0.2,0.5,,,,,1.0,,,1.0,,,,0.2,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5601,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202357,1610612758,Nemanja Bjelica,Nemanja Bjelica,202357,SAC,366.0,6.0,-5.0,12,13.0,,13.0,1.0,25,,,,,,,,2.0,,,,2.0,,16.0,,,,,,,2.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,15.384615384615383,0.3333333333333333,0.14285714285714285,,,,,,,,,1.0,,,,,,1.0,,0.54705,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203145,1610612758,Kent Bazemore,Kent Bazemore,203145,SAC,485.0,8.0,-6.0,18,17.0,4.0,17.0,1.0,35,2.0,3.0,,,,,,1.0,2.0,3.0,,1.0,8.0,24.0,,,2.0,2.0,,,,,,,,,,,,1.0,,,,2.0,4.0,,,,0.6666666666666666,,0.5,,0.6666666666666666,0.5,0.25,31.57894736842105,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,0.25,,,,,,1.0,,0.5886666666666667,,0.25,1.7333333333333334,42.8,0.2222222222222222,,,4.0,2.0,,,,,,,2.0,5.0,1.0,0.5,0.5,,,,,,,0.3333333333333333,0.25,,,1.0,,,1.0,1.0,1.0,,,,,0.25,0.16666666666666666,,1.0,,,0.5,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203084,1610612758,Harrison Barnes,Harrison Barnes,203084,SAC,439.0,7.0,6.0,15,14.0,4.0,6.0,2.0,29,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,4.0,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627812,1610612758,Yogi Ferrell,Yogi Ferrell,1627812,SAC,460.0,8.0,11.0,16,15.0,,7.0,2.0,31,,1.0,,,,,,2.0,1.0,3.0,,2.0,3.0,11.0,,,,2.0,,,2.0,,1.0,3.0,1.0,,8.0,,1.0,1.0,,,,,,,,,0.3333333333333333,,0.2,,0.2,,0.4,36.8421052631579,,0.14285714285714285,,0.2,,,,,,,0.4,,,,,,0.6,,0.44695,,,12.166666666666666,26.1,,,1.0,1.0,,2.0,2.0,,1.0,,2.0,1.0,1.0,,,,,,0.2,,,,,,,,,,1.0,,,,,,,0.25,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
