EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,OffThreePtRebounds,FTOffRebounds,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG3M,PtsPutbacks,Fg3aBlocked,LongMidRangeAssists,LostBallSteals,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceFg3Pct,DefFTReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,on,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls
1626153,1610612742,Delon Wright,Delon Wright,1626153,DAL,6662.0,111,-42,228,231,63,44.0,21,459,5.0,10.0,1.0,2.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,8.0,1.0,4.0,7.0,20,2.0,9.0,4.0,24.0,268,4.0,1.0,4.0,8.0,4.0,4.0,12.0,4.0,10.0,6.0,8.0,1.0,3.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,20.0,1.0,7.0,6.0,13,1.0,14,5.0,5.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0,6.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,12.0,63,1.0,0.2857142857142857,0.2857142857142857,1.0,0.2222222222222222,0.2222222222222222,0.35,0.5,0.3448275862068966,0.3333333333333333,0.3870967741935484,0.42857142857142855,0.3103448275862069,0.15,0.1,0.2222222222222222,14.285714285714286,0.8,0.11538461538461539,0.015384615384615385,0.13725490196078433,0.1262135922330097,0.008064516129032258,0.038461538461538464,0.09523809523809523,0.15,0.09090909090909091,0.15,0.09090909090909091,0.3333333333333333,0.3448275862068966,0.5,0.5555555555555556,0.4,0.3103448275862069,0.2222222222222222,0.2857142857142857,0.034482758620689655,0.034482758620689655,1.0,1.0,1.0,0.27586206896551724,0.125,0.125,1.0,0.2,0.2,0.3333333333333333,0.5,0.3333333333333333,0.6551724137931034,0.125,0.5136775862068965,0.45120000000000005,0.5229416666666666,0.03333333333333333,0.047619047619047616,0.5,5.624999999999999,26.15555555555555,0.27631578947368424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626161,1610612742,Willie Cauley-Stein,Willie Cauley-Stein,1626161,DAL,1664.0,28,-5,55,54,24,5.0,4,109,6.0,7.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,7.0,8,,,2.0,16.0,62,1.0,,3.0,4.0,,,6.0,14.0,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,3.0,2.0,5,3.0,8,1.0,1.0,,,,2.0,,2.0,2.0,5.0,4.0,3.0,2.0,,1.0,1.0,,,1.0,1.0,6.0,24,,1.0,1.0,,,,0.875,0.75,0.875,0.75,0.8888888888888888,0.75,,,,,18.64406779661017,,0.2857142857142857,0.08333333333333333,0.17647058823529413,0.20833333333333334,0.07692307692307693,,0.25,0.5,,0.13333333333333333,0.5,1.0,0.875,0.8571428571428571,0.8571428571428571,1.0,0.125,1.0,1.0,,,,,,,,,,1.0,,1.0,0.75,,0.875,,0.6183875,0.7104,0.637375,0.2222222222222222,0.2222222222222222,0.375,2.0375,,0.43636363636363634,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07142857142857142,0.25,0.07692307692307693,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,12897.0,215,29,436,428,87,100.0,48,864,8.0,12.0,4.0,2.0,3.0,1.0,3.0,,7.0,17.0,6.0,14.0,,1.0,9.0,15,13.0,31.0,5.0,62.0,484,5.0,2.0,2.0,3.0,6.0,,10.0,8.0,10.0,39.0,14.0,6.0,1.0,8.0,5.0,13.0,5.0,,4.0,2.0,31.0,3.0,12.0,12.0,24,14.0,38,8.0,3.0,3.0,,1.0,3.0,2.0,6.0,7.0,16.0,6.0,8.0,4.0,,3.0,3.0,,,3.0,2.0,10.0,86,,0.4444444444444444,0.6666666666666666,1.0,0.41935483870967744,0.41935483870967744,0.6,0.6666666666666666,0.6195652173913043,0.5555555555555556,0.62,0.5555555555555556,0.6739130434782609,0.06666666666666667,0.08333333333333333,,11.428571428571427,0.5,0.11650485436893204,0.03333333333333333,0.1348314606741573,0.125,0.06635071090047394,0.05714285714285714,0.20408163265306123,0.029411764705882353,0.05,0.1267605633802817,0.16666666666666666,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.7272727272727273,0.375,0.06521739130434782,0.3333333333333333,0.3333333333333333,,0.3695652173913043,0.4117647058823529,0.4117647058823529,1.0,0.30434782608695654,0.42857142857142855,0.46153846153846156,1.0,0.5714285714285714,,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.9347826086956522,0.42857142857142855,0.577483695652174,0.55483,0.6033000000000001,0.08,0.21052631578947367,0.16129032258064516,2.9533333333333336,24.467741935483875,0.19954128440366972,3.0,3.0,9.0,11.0,,,,,,,1.0,,0.6,0.42857142857142855,0.5,,0.09090909090909091,,0.08602150537634409,1.0,0.75,,0.14516129032258066,2.0,2.0,5.0,3.0,2.0,6.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.03225806451612903,0.07142857142857142,0.022727272727272728,0.10714285714285714,0.2857142857142857,0.5555555555555556,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629151,1610612742,Ryan Broekhoff,Ryan Broekhoff,1629151,DAL,2577.0,43,4,90,90,25,26.0,10,180,1.0,3.0,,1.0,1.0,,,,4.0,6.0,2.0,9.0,2.0,2.0,1.0,3,6.0,15.0,,20.0,108,,3.0,1.0,1.0,4.0,,8.0,,2.0,18.0,9.0,2.0,1.0,1.0,,1.0,,,1.0,,2.0,,4.0,5.0,9,,9,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,,8.0,25,,,,1.0,0.4,0.4,0.3333333333333333,1.0,0.5555555555555556,0.8,0.5555555555555556,0.8,0.8333333333333334,0.3333333333333333,0.3333333333333333,,18.81188118811881,1.0,0.2,,0.2,0.2,,,0.2727272727272727,0.1111111111111111,0.2,0.11764705882352941,0.6666666666666666,,0.16666666666666666,0.3333333333333333,0.5,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.2222222222222222,0.2222222222222222,1.0,,0.6666666666666666,0.2,1.0,0.4,1.0,0.2222222222222222,0.5586444444444445,0.4404,0.5967800000000001,,,0.4,1.8,25.119999999999997,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,0.5,,,,,0.3333333333333333,0.4,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,26981.0,450,20,919,909,202,215.0,96,1828,33.0,58.0,4.0,5.0,13.0,11.0,41.0,23.0,4.0,8.0,28.0,77.0,4.0,10.0,53.0,122,32.0,85.0,20.0,222.0,1028,5.0,5.0,10.0,26.0,13.0,10.0,48.0,10.0,96.0,39.0,76.0,28.0,6.0,72.0,40.0,112.0,26.0,14.0,48.0,21.0,264.0,5.0,19.0,22.0,43,10.0,53,5.0,4.0,28.0,6.0,22.0,10.0,6.0,38.0,8.0,27.0,41.0,22.0,11.0,1.0,2.0,1.0,,1.0,2.0,1.0,48.0,201,,0.09433962264150944,0.09803921568627451,0.40625,0.3764705882352941,0.38095238095238093,0.4344262295081967,0.38461538461538464,0.48792270531400966,0.48717948717948717,0.511520737327189,0.5454545454545454,0.4106280193236715,0.04918032786885246,0.08620689655172414,0.024390243902439025,24.90234375,0.7368421052631579,0.10138248847926268,0.023474178403755867,0.09693877551020408,0.09927360774818401,0.022573363431151242,0.02531645569620253,0.125,0.09195402298850575,0.07142857142857142,0.10759493670886076,0.05263157894736842,0.5,0.28019323671497587,0.5689655172413793,0.6226415094339622,0.12121212121212122,0.19806763285024154,0.2682926829268293,0.275,0.1111111111111111,0.03864734299516908,0.5,0.5,1.0,0.3719806763285024,0.36363636363636365,0.3684210526315789,0.32142857142857145,0.4,0.4,0.3333333333333333,0.38461538461538464,0.2564102564102564,0.6908212560386473,0.3684210526315789,0.5121419902912622,0.54649375,0.5127486842105263,0.05092592592592592,0.08396946564885496,0.21621621621621623,7.051639344262295,25.927058823529414,0.21980413492927095,4.0,4.0,17.0,5.0,,6.0,,2.0,,2.0,,,0.8,0.85,0.85,,0.021739130434782608,,0.021505376344086023,,1.0,0.25,0.07657657657657657,1.0,1.0,3.0,,6.0,4.0,1.0,3.0,1.0,1.0,2.0,16.0,2.0,0.46153846153846156,0.011764705882352941,0.012987012987012988,0.030303030303030304,0.022727272727272728,0.1,0.07692307692307693,0.3333333333333333,5.0,0.5,9.0,1.0,2.0,3.0,57.0,1.0,2.0,4.0,1.0,1.0,0.6,0.1,0.03508771929824561,0.391304347826087,0.391304347826087,0.1111111111111111,1.0,1.0,0.5,0.5,,,,,,,,,,,True,,,
1628382,1610612742,Justin Jackson,Justin Jackson,1628382,DAL,10934.0,182,-13,372,372,67,99.0,36,744,8.0,10.0,,1.0,1.0,11.0,19.0,3.0,3.0,7.0,2.0,22.0,4.0,6.0,20.0,32,5.0,29.0,7.0,62.0,445,2.0,5.0,2.0,3.0,7.0,2.0,6.0,36.0,4.0,12.0,22.0,2.0,3.0,3.0,2.0,5.0,,2.0,1.0,2.0,12.0,1.0,9.0,5.0,18,2.0,20,2.0,1.0,,,,,,,5.0,13.0,9.0,7.0,3.0,1.0,2.0,,,2.0,2.0,1.0,6.0,67,1.0,0.9,0.9,0.8,0.1724137931034483,0.1724137931034483,0.625,0.6666666666666666,0.45081967213114754,0.2,0.484375,0.2727272727272727,0.47540983606557374,0.09375,0.1,0.10526315789473684,15.57177615571776,,0.05747126436781609,0.011627906976744186,0.1267605633802817,0.08860759493670886,0.011695906432748537,,,0.05128205128205128,0.1875,0.11864406779661017,0.16666666666666666,0.5,0.16393442622950818,0.8,0.8888888888888888,1.0,0.3114754098360656,0.5789473684210527,0.6470588235294118,0.04918032786885246,0.11475409836065574,0.42857142857142855,0.42857142857142855,1.0,0.36065573770491804,0.09090909090909091,0.09523809523809523,0.5,,0.5714285714285714,0.1,1.0,0.6,0.639344262295082,0.09090909090909091,0.5002081967213113,0.46590000000000004,0.50199,0.047619047619047616,0.08823529411764706,0.0967741935483871,6.768750000000001,25.079310344827583,0.18010752688172044,,1.0,7.0,1.0,,,,,2.0,1.0,,,0.5,0.35714285714285715,0.4375,,0.011764705882352941,0.047619047619047616,0.013513513513513514,0.9090909090909091,,,0.11290322580645161,1.0,,1.0,2.0,,,1.0,,1.0,,,2.0,1.0,,0.034482758620689655,0.045454545454545456,,,0.14285714285714285,0.1,,,,1.0,,1.0,1.0,3.0,,4.0,,,,0.2,0.4444444444444444,,0.3333333333333333,0.3333333333333333,,,,0.25,1.0,,,,,,,,,,,True,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,9569.0,159,-23,322,316,80,68.0,33,638,11.0,15.0,5.0,2.0,3.0,3.0,8.0,,5.0,12.0,9.0,19.0,,3.0,14.0,23,14.0,31.0,6.0,76.0,377,5.0,,4.0,7.0,5.0,,11.0,24.0,4.0,42.0,19.0,9.0,1.0,6.0,3.0,9.0,2.0,1.0,2.0,3.0,21.0,5.0,6.0,11.0,20,8.0,28,,,1.0,,,2.0,1.0,3.0,11.0,13.0,8.0,6.0,4.0,,11.0,10.0,,1.0,11.0,5.0,11.0,79,,0.8571428571428571,1.0,1.0,0.45161290322580644,0.45161290322580644,0.6086956521739131,0.5714285714285714,0.6481481481481481,0.4583333333333333,0.6785714285714286,0.4583333333333333,0.5740740740740741,0.043478260869565216,,0.125,16.480446927374302,0.3333333333333333,0.14473684210526316,0.07692307692307693,0.09523809523809523,0.1223021582733813,0.04938271604938271,0.12,0.09375,0.1875,0.16666666666666666,0.09615384615384616,0.09090909090909091,0.45454545454545453,0.2777777777777778,0.7333333333333333,0.7333333333333333,0.8181818181818182,0.14814814814814814,0.375,0.42857142857142855,,0.2222222222222222,0.4166666666666667,0.4166666666666667,1.0,0.35185185185185186,0.47368421052631576,0.47368421052631576,1.0,1.0,,0.25,0.6666666666666666,0.25,0.8518518518518519,0.47368421052631576,0.541036111111111,0.5870599999999999,0.46715,0.07142857142857142,0.16,0.14473684210526316,3.3521739130434787,24.78064516129032,0.2484472049689441,3.0,3.0,8.0,3.0,,2.0,,,,2.0,,,0.6,0.6,0.6666666666666666,,0.030927835051546393,,0.03896103896103896,1.0,0.6,0.3333333333333333,0.10526315789473684,,,2.0,2.0,1.0,4.0,,1.0,,1.0,1.0,,,0.2,,,0.0625,,,0.16666666666666666,,1.0,0.3333333333333333,,,,,,,3.0,1.0,,,,0.2727272727272727,0.04,,,,,,,,1.0,1.0,,,,,,,,,True,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,9428.0,157,15,319,308,66,57.0,35,627,24.0,30.0,4.0,4.0,5.0,7.0,19.0,,1.0,1.0,10.0,41.0,2.0,8.0,31.0,49,11.0,42.0,24.0,119.0,352,4.0,3.0,7.0,10.0,8.0,5.0,28.0,14.0,48.0,12.0,40.0,10.0,3.0,14.0,15.0,29.0,3.0,12.0,12.0,1.0,73.0,4.0,10.0,17.0,27,5.0,32,6.0,3.0,7.0,2.0,6.0,6.0,1.0,13.0,5.0,16.0,38.0,37.0,19.0,2.0,1.0,1.0,,,1.0,1.0,28.0,65,2.0,0.22580645161290322,0.25,0.36363636363636365,0.2619047619047619,0.2682926829268293,0.6326530612244898,0.7,0.521978021978022,0.6388888888888888,0.5566037735849056,0.6086956521739131,0.46153846153846156,0.061224489795918366,0.03333333333333333,0.10526315789473684,33.61581920903955,0.5384615384615384,0.2125,0.0625,0.1694915254237288,0.19424460431654678,0.03424657534246575,0.08333333333333333,0.11764705882352941,0.34375,0.14285714285714285,0.17391304347826086,0.15384615384615385,1.0,0.32967032967032966,0.8,0.8275862068965517,0.20833333333333334,0.2087912087912088,0.3684210526315789,0.4117647058823529,,0.01098901098901099,1.0,1.0,1.0,0.45054945054945056,0.24390243902439024,0.24390243902439024,0.3,0.5714285714285714,0.2857142857142857,0.2777777777777778,0.8,0.4444444444444444,0.7912087912087912,0.25,0.5099161111111111,0.51615,0.4766294117647059,0.18269230769230768,0.3064516129032258,0.23529411764705882,4.783673469387756,27.33333333333333,0.20689655172413793,4.0,4.0,12.0,1.0,,1.0,,3.0,1.0,6.0,,,1.0,0.7857142857142857,0.8571428571428571,,0.012195121951219513,,,0.2857142857142857,1.0,0.25,0.10084033613445378,1.0,,,1.0,3.0,6.0,,1.0,3.0,,3.0,2.0,,0.375,,,0.06666666666666667,0.05555555555555555,0.14285714285714285,,,3.0,0.375,,1.0,,1.0,21.0,1.0,,3.0,,1.0,0.3333333333333333,,0.06818181818181818,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,True,,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,6736.0,112,37,233,233,43,61.0,25,466,24.0,29.0,15.0,3.0,3.0,9.0,23.0,4.0,,,1.0,8.0,1.0,3.0,35.0,56,1.0,8.0,16.0,89.0,244,16.0,1.0,5.0,6.0,3.0,5.0,15.0,38.0,32.0,3.0,8.0,1.0,3.0,8.0,1.0,9.0,1.0,,4.0,4.0,19.0,15.0,18.0,20.0,41,16.0,57,4.0,1.0,4.0,1.0,1.0,2.0,3.0,6.0,7.0,12.0,15.0,19.0,8.0,2.0,5.0,4.0,,1.0,5.0,5.0,15.0,43,2.0,0.5428571428571428,0.7916666666666666,1.0,0.125,0.125,0.625,0.8333333333333334,0.5703125,0.5555555555555556,0.6095890410958904,0.625,0.125,0.05357142857142857,0.034482758620689655,0.08695652173913043,30.384615384615383,0.6666666666666666,0.35714285714285715,0.23076923076923078,0.32142857142857145,0.3392857142857143,0.15841584158415842,0.3157894736842105,0.47058823529411764,0.2857142857142857,0.36363636363636365,0.2765957446808511,0.5555555555555556,1.0,0.453125,0.8275862068965517,0.8571428571428571,0.4583333333333333,0.359375,0.391304347826087,0.42857142857142855,0.0625,,,,,0.125,0.125,0.125,1.0,0.8823529411764706,0.058823529411764705,0.3333333333333333,1.0,0.3333333333333333,0.578125,0.125,0.5066898437499998,0.5841000000000001,0.5334666666666666,0.11267605633802817,0.12698412698412698,0.16853932584269662,5.241071428571429,25.8375,0.18454935622317598,11.0,11.0,22.0,1.0,,3.0,2.0,,3.0,1.0,,,0.6875,0.6470588235294118,0.6470588235294118,,0.027777777777777776,0.13333333333333333,0.030303030303030304,0.7777777777777778,0.7333333333333333,,0.24719101123595505,,,,,,22.0,,,3.0,,,,1.0,,,,0.22580645161290322,,,,,,,2.0,,,,,,3.0,3.0,1.0,1.0,,0.5,0.12,0.5,0.5,0.5,,,,,,,,,,,,,,,True,,,
201584,1610612742,Courtney Lee,Courtney Lee,201584,DAL,5914.0,99,42,208,207,25,62.0,25,415,3.0,4.0,,,,,1.0,2.0,4.0,5.0,2.0,7.0,2.0,1.0,3.0,7,6.0,12.0,1.0,25.0,208,1.0,2.0,,,2.0,,3.0,4.0,2.0,15.0,7.0,2.0,,2.0,4.0,6.0,3.0,1.0,2.0,,16.0,1.0,6.0,7.0,13,3.0,16,5.0,5.0,2.0,,2.0,2.0,,4.0,5.0,8.0,1.0,2.0,1.0,,,,,,,,3.0,25,,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,0.5,0.42857142857142855,,0.631578947368421,0.75,0.625,0.75,0.631578947368421,,,,10.212765957446807,0.5,0.12727272727272726,0.02040816326530612,0.12,0.12380952380952381,0.030927835051546393,0.058823529411764705,0.1111111111111111,0.07692307692307693,0.2727272727272727,0.11627906976744186,0.14285714285714285,,0.21052631578947367,0.75,0.75,0.6666666666666666,0.05263157894736842,,,0.10526315789473684,0.2631578947368421,0.8,0.8,1.0,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.5,,0.6666666666666666,,,0.5,0.8421052631578947,0.2857142857142857,0.5643815789473683,0.4269,0.580875,0.05,0.125,0.12,8.0,24.575000000000003,0.1201923076923077,,,3.0,2.0,,,,,,,,,,0.5,0.5,,0.041666666666666664,,0.05128205128205128,,,,0.12,,1.0,1.0,,1.0,,,,,2.0,,,,0.5,,,,,,0.5,1.0,,,,,1.0,1.0,3.0,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,True,,,
