EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,LostBallOutOfBoundsTurnovers,Corner3FGM,Arc3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsAssisted2s,OffThreePtRebounds,Blocked3s,BlockedArc3,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,on,PenaltyCorner3FGA,Charge Fouls Drawn,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,Technical Free Throw Trips,LongMidRangeAssists,LongMidRangePctAssisted,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveMakes,3SecondViolations
1626187,1610612745,Michael Frazier,Michael Frazier,1626187,HOU,1323.0,22,-6,53,54,19.0,29,3.0,107,1.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,53,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,19.0,1.0,0.125,0.3333333333333333,0.8571428571428571,0.16666666666666666,1.0,1.0,0.2,17.857142857142854,0.14285714285714285,0.11764705882352941,0.125,0.16666666666666666,0.08333333333333333,0.2,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5,0.5,1.0,0.50695,0.432275,1.0,2.9,26.28333333333333,0.3584905660377358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629598,1610612745,Chris Clemons,Chris Clemons,1629598,HOU,1323.0,22,-6,53,54,19.0,29,3.0,107,,,,8.0,2.0,2.0,8.0,2.0,15.0,53,,2.0,2.0,5.0,8.0,,,2.0,2.0,4.0,4.0,,1.0,,2.0,1.0,4.0,,3.0,2.0,1.0,5.0,19.0,1.0,0.6818181818181818,0.8333333333333334,0.8,,,,,23.21428571428571,0.2857142857142857,0.11764705882352941,0.16666666666666666,0.16666666666666666,,0.4,,,0.8,,1.0,0.8,0.4835,0.48645,0.3333333333333333,10.9,27.525,0.3584905660377358,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,6.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.375,1.0,0.5,0.375,1.0,0.65,1.5,0.75,1.5,0.5,1.0,0.1,1.0,1.0,0.1,1.0,1.0,0.375,0.375,0.6666666666666666,1.0,1.0,1.0,0.5,0.375,0.56955,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612745,Jeff Green,Jeff Green,201145,HOU,161.0,3,-1,8,7,8.0,7,,15,,,,,,,,1.0,1.0,9,,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,1.0,8.0,,0.5,0.5,,,,,,12.5,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612745,Luc Mbah a Moute,Luc Mbah a Moute,201601,HOU,1476.0,25,-7,60,61,26.0,36,3.0,121,3.0,2.0,,2.0,1.0,3.0,2.0,1.0,5.0,62,2.0,1.0,,2.0,2.0,,,,,1.0,2.0,,,,1.0,,,,1.0,2.0,,2.0,26.0,,0.4166666666666667,0.3333333333333333,0.4,,,,,11.11111111111111,,,,,,,0.6,,0.4,0.6666666666666666,0.3333333333333333,1.0,0.48564999999999997,0.4363666666666666,0.4,2.3333333333333335,27.05,0.43333333333333335,,,,,,,,,2.0,,,,2.0,,4.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,0.4,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,0.4268,0.4,1.0,0.16666666666666666,0.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.14285714285714285,0.03571428571428571,0.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612745,Austin Rivers,Austin Rivers,203085,HOU,276.0,5,-2,14,14,14.0,14,1.0,28,2.0,2.0,,4.0,4.0,2.0,4.0,4.0,11.0,18,2.0,4.0,4.0,11.0,4.0,,,1.0,,1.0,1.0,,1.0,,2.0,2.0,1.0,,2.0,4.0,2.0,11.0,14.0,2.0,0.6875,0.6875,0.6666666666666666,,,,,66.66666666666667,,0.25,0.16666666666666666,,0.5,,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5777166666666667,0.5777166666666667,1.0,1.65,25.575,1.0,,,,,1.0,,,1.0,2.0,1.0,,,,1.0,4.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,0.25,,0.25,0.25,1.0,0.5833333333333334,,0.5833333333333334,,0.5,,,,,,,,0.25,0.25,,,,,0.25,0.25,,,,,,2.0,,,2.0,,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201960,1610612745,DeMarre Carroll,DeMarre Carroll,201960,HOU,1200.0,20,-5,46,47,12.0,22,2.0,93,1.0,,1.0,2.0,1.0,2.0,3.0,,3.0,44,,1.0,,,2.0,1.0,,4.0,,4.0,5.0,,,,1.0,,1.0,,3.0,,,,12.0,,0.3,,0.6,,0.5,1.0,,12.5,,0.2857142857142857,0.2,,0.36363636363636365,,0.2,0.2,0.4,,1.0,0.8,0.49301000000000006,0.5436,,6.4,25.666666666666668,0.2608695652173913,,1.0,,,,,,,,1.0,,,,,,3.0,,,,2.0,2.0,,,6.0,2.0,1.0,1.0,,1.0,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,0.3,,,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,0.16666666666666666,0.041666666666666664,0.25,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203998,1610612745,Bruno Caboclo,Bruno Caboclo,203998,HOU,1315.0,22,-6,52,54,18.0,29,3.0,106,6.0,1.0,1.0,4.0,1.0,7.0,5.0,4.0,18.0,53,1.0,1.0,4.0,9.0,4.0,1.0,,5.0,1.0,6.0,7.0,1.0,1.0,,2.0,,6.0,,2.0,4.0,1.0,9.0,18.0,1.0,0.6428571428571429,1.125,0.4166666666666667,,0.14285714285714285,0.16666666666666666,,29.09090909090909,0.14285714285714285,0.29411764705882354,0.25,0.16666666666666666,0.3333333333333333,0.2,0.5,0.08333333333333333,0.3333333333333333,0.5,0.5,0.9166666666666666,0.5808708333333333,0.6088,0.5,4.585714285714286,26.22,0.34615384615384615,,,,1.0,1.0,,,1.0,4.0,2.0,,,2.0,1.0,4.0,3.0,3.0,1.0,,,,,,,3.0,3.0,1.0,,3.0,,,,,1.0,0.5,0.4,,1.0,0.4,0.5714285714285714,0.5833333333333334,1.0,1.25,1.0,0.5,,,,,0.08333333333333333,,,0.25,0.25,,,,,1.0,0.25,,0.1111111111111111,1.0,0.07692307692307693,0.125,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,,0.038461538461538464,,,0.6666666666666666,0.8,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.05263157894736842,0.05555555555555555,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,153.0,3,-1,7,7,7.0,7,,14,,,,,,,,,,9,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203463,1610612745,Ben McLemore,Ben McLemore,203463,HOU,153.0,3,-1,7,7,7.0,7,,14,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626187,1610612745,Michael Frazier,Michael Frazier,1626187,HOU,7351.0,123,-52,267,272,110.0,129,20.0,539,5.0,3.0,6.0,11.0,4.0,5.0,17.0,7.0,25.0,314,3.0,5.0,3.0,10.0,11.0,1.0,,3.0,3.0,6.0,7.0,2.0,2.0,,3.0,,21.0,1.0,7.0,12.0,3.0,10.0,110.0,3.0,0.44642857142857145,0.45454545454545453,0.7727272727272727,,0.2,0.2,,10.76388888888889,0.058823529411764705,0.06,0.0594059405940594,0.10526315789473684,0.08108108108108109,,0.22727272727272727,0.2727272727272727,0.5,0.375,0.5,1.0,0.5700295454545454,0.5832625,0.4,1.8599999999999999,24.71764705882353,0.41198501872659177,,,,,1.0,,,1.0,3.0,4.0,,,,1.0,,12.0,,1.0,,2.0,2.0,2.0,,6.0,2.0,,1.0,,11.0,,,,,,1.0,0.23529411764705882,,0.2,0.23529411764705882,0.6,0.4090909090909091,,0.4375,,0.3333333333333333,0.08333333333333333,,,,,,,0.09090909090909091,0.09090909090909091,1.0,,,,0.25,0.09090909090909091,,,3.0,0.12,0.375,3.0,,,2.0,,,2.0,,,,1.0,,2.0,1.0,,0.6666666666666666,,,0.008130081300813009,,,0.6,0.75,,,0.6666666666666666,,3.0,,0.5,0.5,1.0,6.0,1.0,,,,6.0,1.0,1.0,0.011764705882352941,0.014925373134328358,,1.0,False,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
