EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Travels,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,LongMidRangePctBlocked,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,on,3pt And 1 Free Throw Trips,3SecondViolations,Clear Path Fouls,BlockedCorner3,DefensiveGoaltends,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,6550.0,109,16.0,218,223,35,78,27.0,441,10,16,1.0,2.0,1.0,3.0,7.0,13.0,6.0,9.0,1.0,5.0,1.0,8.0,18.0,2.0,3.0,4.0,23,38,9.0,23.0,11.0,84,231,3.0,6.0,2.0,3.0,12.0,4.0,6.0,5.0,3.0,11,12.0,34.0,24.0,3.0,2.0,1.0,17.0,8.0,3.0,3.0,3.0,6.0,2.0,1.0,3.0,15.0,2.0,1.0,8,5,3.0,16,3.0,19,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,7,1.0,10,1.0,3.0,1.0,14,15.0,2.0,6.0,1.0,1.0,11,35,4.0,1.0,0.2608695652173913,0.2727272727272727,0.8888888888888888,0.391304347826087,0.6666666666666666,0.4090909090909091,0.6052631578947368,0.5,0.6666666666666666,0.5983606557377049,0.6666666666666666,0.36363636363636365,0.6268656716417911,0.6666666666666666,0.4230769230769231,0.3770491803278688,0.07894736842105263,0.125,0.07692307692307693,29.71887550200803,0.5714285714285714,0.42857142857142855,0.09090909090909091,0.015625,0.1702127659574468,0.045454545454545456,0.12745098039215685,0.027777777777777776,0.041666666666666664,0.06666666666666667,0.19047619047619047,0.04,0.14705882352941177,0.23076923076923078,0.04,0.26229508196721313,0.625,0.7142857142857143,0.3,0.21311475409836064,0.5384615384615384,0.5833333333333334,0.2857142857142857,0.14754098360655737,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.08196721311475409,0.2,0.2,1.0,0.29508196721311475,0.4444444444444444,0.4444444444444444,0.875,0.2222222222222222,0.5,0.3333333333333333,0.6666666666666666,1.0,0.2727272727272727,0.3333333333333333,0.09090909090909091,0.36363636363636365,0.639344262295082,0.47058823529411764,0.4991008333333334,0.44530714285714285,0.4899,0.10606060606060606,0.14285714285714285,0.041666666666666664,0.14285714285714285,0.13095238095238096,7.623684210526315,26.16956521739131,0.16055045871559634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,9256.0,154,17.0,315,317,93,103,40.0,632,16,30,3.0,5.0,4.0,9.0,11.0,28.0,1.0,9.0,1.0,8.0,,21.0,40.0,,,12.0,28,67,22.0,48.0,19.0,141,329,4.0,7.0,,,10.0,6.0,17.0,12.0,9.0,42,14.0,42.0,24.0,42.0,4.0,2.0,38.0,21.0,5.0,10.0,9.0,19.0,7.0,2.0,3.0,47.0,2.0,5.0,15,15,5.0,35,7.0,42,3.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,9,8.0,11,1.0,1.0,1.0,14,20.0,,8.0,,1.0,42,92,1.0,1.0,0.25,0.2692307692307692,0.36363636363636365,0.4583333333333333,,0.4782608695652174,0.417910447761194,0.5714285714285714,0.35294117647058826,0.5304347826086957,0.5714285714285714,0.5689655172413793,0.5604838709677419,0.625,0.6176470588235294,0.41739130434782606,0.07462686567164178,0.03333333333333333,0.14285714285714285,36.53846153846154,0.4444444444444444,0.45454545454545453,0.19736842105263158,0.049019607843137254,0.23076923076923078,0.03076923076923077,0.2127659574468085,0.041916167664670656,0.05405405405405406,0.021739130434782608,0.22580645161290322,0.14705882352941177,0.23529411764705882,0.21428571428571427,0.05454545454545454,0.2608695652173913,0.5333333333333333,0.5517241379310345,0.375,0.24347826086956523,0.39285714285714285,0.4583333333333333,0.09090909090909091,0.0782608695652174,0.1111111111111111,0.1111111111111111,,0.06956521739130435,0.125,0.125,1.0,0.34782608695652173,0.525,0.5384615384615384,0.3333333333333333,0.7142857142857143,0.6,,,,0.3103448275862069,0.4444444444444444,,0.41379310344827586,0.6782608695652174,0.5526315789473685,0.49834646017699114,0.5316833333333334,0.491012962962963,0.06504065040650407,0.10666666666666667,,0.07092198581560284,0.2978723404255319,6.411940298507462,26.558333333333334,0.29523809523809524,7.0,2.0,7.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,6.0,4.0,0.5833333333333334,0.020833333333333332,0.025,0.061224489795918366,0.05263157894736842,0.2727272727272727,0.6666666666666666,0.5833333333333334,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,4189.0,70,24.0,147,150,52,56,19.0,297,11,14,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,,1.0,1.0,15,20,3.0,6.0,10.0,49,141,3.0,3.0,1.0,2.0,16.0,5.0,6.0,2.0,5.0,18,24.0,6.0,9.0,,4.0,,4.0,1.0,2.0,1.0,2.0,3.0,2.0,,1.0,8.0,3.0,4.0,7,8,1.0,16,7.0,23,,1.0,,2.0,2.0,1.0,,,3,4.0,5,,,,11,11.0,1.0,4.0,,2.0,18,52,,2.0,0.8,0.9230769230769231,1.0,0.5,0.5,0.5,0.75,1.0,0.8333333333333334,0.75,0.9,0.8125,0.7903225806451613,0.8888888888888888,0.8181818181818182,0.23076923076923078,0.1,0.14285714285714285,,20.35928143712575,0.6666666666666666,0.25,0.16666666666666666,0.10526315789473684,0.2413793103448276,0.0967741935483871,0.19480519480519481,0.10144927536231885,0.08333333333333333,0.09090909090909091,0.23809523809523808,0.16666666666666666,0.21739130434782608,0.3333333333333333,,0.5384615384615384,0.7857142857142857,0.9166666666666666,0.7272727272727273,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,0.25,0.25,1.0,0.6,1.0,0.2,,,0.375,1.0,0.125,0.125,0.7692307692307693,0.25,0.5332557692307691,0.601025,0.4922875,0.13793103448275862,0.17391304347826086,,0.32653061224489793,0.3673469387755102,4.89,25.05,0.35374149659863946,,7.0,1.0,,,,1.0,,1.0,2.0,,2.0,,,2.0,,2.0,2.0,0.5,,,0.15789473684210525,0.1111111111111111,,1.0,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,
1629641,1610612738,Romeo Langford,Romeo Langford,1629641,BOS,22190.0,370,67.0,773,773,216,280,92.0,1546,17,33,4.0,8.0,7.0,9.0,4.0,17.0,2.0,3.0,3.0,14.0,3.0,2.0,13.0,,1.0,5.0,23,53,5.0,27.0,18.0,79,806,5.0,10.0,,2.0,10.0,7.0,11.0,8.0,13.0,30,22.0,24.0,15.0,,10.0,1.0,12.0,2.0,11.0,7.0,6.0,13.0,5.0,1.0,3.0,32.0,5.0,10.0,12,12,2.0,26,15.0,41,3.0,8.0,3.0,8.0,3.0,3.0,,5.0,11,19.0,33,1.0,3.0,,24,25.0,,8.0,1.0,3.0,28,215,4.0,2.0,0.4782608695652174,0.6111111111111112,1.0,0.18518518518518517,,0.19230769230769232,0.4339622641509434,0.5,0.6363636363636364,0.38125,0.4166666666666667,0.4473684210526316,0.42934782608695654,0.38461538461538464,0.5555555555555556,0.3375,0.20754716981132076,0.24242424242424243,0.17647058823529413,11.638418079096045,0.7272727272727273,0.07692307692307693,0.05970149253731343,0.04524886877828054,0.07547169811320754,0.03333333333333333,0.06666666666666667,0.04043126684636118,0.03488372093023256,0.026785714285714284,0.024096385542168676,0.0945945945945946,0.08130081300813008,0.05555555555555555,0.075,0.4125,0.5151515151515151,0.68,0.4117647058823529,0.2125,0.23529411764705882,0.2857142857142857,0.5,0.0375,0.6666666666666666,0.6666666666666666,1.0,0.175,0.21428571428571427,0.21428571428571427,1.0,0.1625,0.15384615384615385,0.15384615384615385,1.0,0.6666666666666666,0.5,0.08333333333333333,,,0.47368421052631576,0.7777777777777778,0.15789473684210525,0.2631578947368421,0.75,0.16666666666666666,0.5231588607594938,0.551905,0.5210194444444445,0.10112359550561797,0.13114754098360656,0.03571428571428571,0.12658227848101267,0.379746835443038,4.222641509433961,25.71851851851852,0.2794307891332471,,,1.0,,3.0,1.0,5.0,1.0,4.0,1.0,,8.0,,,6.0,2.0,8.0,7.0,0.125,,,0.06060606060606061,0.05263157894736842,0.06818181818181818,0.875,,,1.0,1.0,,0.08333333333333333,,,0.3333333333333333,1.0,2.0,5.0,5.0,0.027777777777777776,,,,,,,True,,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,12860.0,214,47.0,452,449,142,176,49.0,901,13,20,1.0,3.0,3.0,6.0,2.0,12.0,5.0,12.0,1.0,1.0,,3.0,15.0,,,6.0,20,44,4.0,16.0,14.0,66,474,1.0,3.0,,,6.0,5.0,16.0,6.0,3.0,19,6.0,34.0,9.0,3.0,2.0,,15.0,3.0,3.0,20.0,13.0,33.0,9.0,4.0,16.0,79.0,1.0,5.0,7,13,,20,6.0,26,2.0,10.0,8.0,6.0,3.0,5.0,,3.0,11,9.0,15,,,,11,15.0,1.0,6.0,,2.0,19,142,2.0,2.0,0.15,0.15789473684210525,0.75,0.25,,0.25,0.45454545454545453,0.3333333333333333,0.3125,0.43333333333333335,0.3333333333333333,0.36363636363636365,0.4925373134328358,0.6,0.3958333333333333,0.26666666666666666,0.06818181818181818,0.1,,15.2046783625731,0.5454545454545454,,0.11304347826086956,0.04065040650406504,0.06862745098039216,0.012345679012345678,0.09216589861751152,0.029411764705882353,0.02040816326530612,,0.14583333333333334,0.1111111111111111,0.07692307692307693,0.041666666666666664,0.0625,0.3333333333333333,0.65,0.7222222222222222,0.15384615384615385,0.2,0.16666666666666666,0.16666666666666666,,0.2,0.4166666666666667,0.45454545454545453,0.2,0.016666666666666666,1.0,1.0,1.0,0.25,0.2,0.2,0.6666666666666666,1.0,0.3333333333333333,,,,0.2727272727272727,0.5,,0.2727272727272727,0.6,0.2,0.5027733333333333,0.48910000000000003,0.4750977272727272,0.09230769230769231,0.12244897959183673,,0.09090909090909091,0.2878787878787879,8.42727272727273,25.593749999999996,0.3141592920353982,2.0,4.0,2.0,,2.0,2.0,2.0,4.0,3.0,1.0,,2.0,,,,2.0,2.0,1.0,0.3333333333333333,,,0.038461538461538464,0.047619047619047616,0.045454545454545456,0.5,0.3333333333333333,,,,1.0,,,,,,4.0,1.0,,0.09090909090909091,0.08333333333333333,,,,,,True,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,5052.0,84,35.0,183,187,97,74,24.0,370,3,7,,2.0,1.0,2.0,2.0,8.0,1.0,4.0,,,,7.0,18.0,,3.0,11.0,6,19,7.0,18.0,9.0,42,187,,3.0,,3.0,,3.0,5.0,11.0,5.0,20,2.0,10.0,9.0,12.0,,,18.0,7.0,2.0,8.0,9.0,17.0,5.0,4.0,8.0,43.0,,,4,7,1.0,12,,12,,6.0,2.0,3.0,3.0,4.0,,,7,4.0,10,1.0,1.0,,8,10.0,1.0,2.0,1.0,2.0,20,96,,2.0,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.3888888888888889,,0.3888888888888889,0.3157894736842105,,0.6,0.44594594594594594,,0.46875,0.5121951219512195,,0.5263157894736842,0.4864864864864865,0.10526315789473684,,0.125,22.641509433962263,0.42857142857142855,0.2,0.15555555555555556,,0.11764705882352941,,0.13924050632911392,,,,0.043478260869565216,0.25,0.10344827586206896,0.2,,0.1891891891891892,0.42857142857142855,0.42857142857142855,,0.21621621621621623,0.25,0.2857142857142857,0.5,0.10810810810810811,0.25,0.3333333333333333,,,,,,0.4864864864864865,0.3888888888888889,0.3888888888888889,0.42857142857142855,0.3333333333333333,,0.5,,,0.125,0.5,,0.6875,0.6756756756756757,0.3888888888888889,0.4972540540540541,0.47355,0.51029375,0.07692307692307693,0.1,0.05263157894736842,,0.47619047619047616,8.010526315789473,26.016666666666666,0.5300546448087432,3.0,,3.0,,,,4.0,1.0,4.0,,,1.0,,,,1.0,1.0,1.0,0.2727272727272727,,,,,0.3,1.0,0.2727272727272727,,,,1.0,,,,,,,,1.0,,0.25,,,,,,True,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,8593.0,143,22.0,303,306,88,117,36.0,609,6,10,2.0,2.0,1.0,3.0,4.0,9.0,,1.0,3.0,7.0,2.0,4.0,9.0,,2.0,1.0,10,20,7.0,16.0,8.0,49,321,3.0,3.0,,2.0,6.0,3.0,7.0,3.0,4.0,16,14.0,6.0,21.0,,4.0,1.0,8.0,4.0,3.0,8.0,3.0,11.0,2.0,1.0,4.0,25.0,3.0,3.0,7,10,1.0,18,6.0,24,,4.0,,3.0,2.0,4.0,,1.0,7,14.0,23,,1.0,3.0,8,9.0,1.0,4.0,,1.0,16,87,3.0,1.0,0.7,0.875,1.0,0.4375,,0.4666666666666667,0.5,1.0,0.42857142857142855,0.5694444444444444,0.6,0.6,0.6125,0.6,0.6666666666666666,0.4444444444444444,0.15,0.2,,13.544668587896252,0.42857142857142855,0.1,0.14084507042253522,0.034482758620689655,0.1076923076923077,0.05084745762711865,0.125,0.0410958904109589,0.030303030303030304,0.06382978723404255,0.2222222222222222,0.08333333333333333,0.1320754716981132,,,0.2777777777777778,0.6,0.75,0.6666666666666666,0.25,0.4444444444444444,0.4444444444444444,0.75,0.027777777777777776,,,,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.25,0.4444444444444444,0.4444444444444444,1.0,0.4,1.0,0.4,,,0.3,0.3333333333333333,0.2,0.1,0.7222222222222222,0.5,0.5112871428571429,0.5039,0.45636111111111105,0.10256410256410256,0.17391304347826086,,0.12244897959183673,0.32653061224489793,5.465,26.275000000000002,0.29042904290429045,,,2.0,,3.0,1.0,4.0,,1.0,,,4.0,,,3.0,1.0,4.0,3.0,0.6666666666666666,,,0.046511627906976744,,0.1,0.75,,,,2.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,True,,,,,,,,
1629750,1610612738,Javonte Green,Javonte Green,1629750,BOS,5070.0,84,-22.0,182,180,57,91,17.0,362,10,15,2.0,4.0,5.0,7.0,4.0,10.0,,,1.0,2.0,1.0,1.0,6.0,,,2.0,14,25,2.0,8.0,6.0,40,196,2.0,5.0,,,6.0,5.0,8.0,3.0,3.0,13,16.0,12.0,6.0,,4.0,,6.0,1.0,1.0,4.0,1.0,5.0,,1.0,3.0,11.0,1.0,4.0,4,10,,14,5.0,19,1.0,3.0,3.0,1.0,1.0,2.0,,,3,4.0,6,,1.0,,5,8.0,,3.0,,1.0,13,57,1.0,1.0,0.5714285714285714,0.6666666666666666,1.0,0.25,,0.25,0.56,0.4,0.625,0.5151515151515151,0.4,0.45454545454545453,0.5405405405405406,0.5,0.5,0.24242424242424243,0.04,0.06666666666666667,,19.607843137254903,0.3333333333333333,,0.20408163265306123,0.08695652173913043,0.10810810810810811,0.027777777777777776,0.16279069767441862,0.06097560975609756,0.041666666666666664,0.034482758620689655,0.2777777777777778,0.058823529411764705,0.10344827586206896,0.125,0.0625,0.45454545454545453,0.6666666666666666,0.7142857142857143,0.5,0.30303030303030304,0.4,0.4,0.75,,,,,0.06060606060606061,0.5,0.5,1.0,0.18181818181818182,0.16666666666666666,0.16666666666666666,1.0,0.8,0.5,,,,0.6363636363636364,0.7142857142857143,0.09090909090909091,0.18181818181818182,0.696969696969697,0.16666666666666666,0.5239833333333334,0.5145,0.5780545454545455,0.08333333333333333,0.10714285714285714,,0.15,0.325,3.9399999999999995,25.125,0.3131868131868132,,2.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,0.16666666666666666,,0.2857142857142857,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,True,,,,,,,,
202330,1610612738,Gordon Hayward,Gordon Hayward,202330,BOS,7221.0,120,81.0,252,252,72,90,30.0,504,11,16,,2.0,3.0,7.0,7.0,13.0,7.0,13.0,1.0,2.0,1.0,6.0,16.0,2.0,2.0,5.0,25,42,7.0,18.0,11.0,82,233,1.0,5.0,2.0,2.0,8.0,6.0,14.0,6.0,3.0,24,22.0,28.0,18.0,3.0,,,16.0,6.0,1.0,10.0,8.0,18.0,7.0,1.0,9.0,44.0,,2.0,8,12,,20,2.0,22,2.0,4.0,,5.0,1.0,2.0,,4.0,7,1.0,4,,,,12,14.0,,6.0,,1.0,24,72,,1.0,0.44,0.44,0.8571428571428571,0.3888888888888889,1.0,0.3888888888888889,0.5952380952380952,0.2,0.42857142857142855,0.5916666666666667,0.5714285714285714,0.525,0.6119402985074627,0.5714285714285714,0.5454545454545454,0.3,0.023809523809523808,,0.07692307692307693,25.874125874125877,0.7142857142857143,,0.17647058823529413,0.02857142857142857,0.17777777777777778,,0.17699115044247787,0.017699115044247787,,,0.0625,0.2222222222222222,0.1891891891891892,0.125,0.07407407407407407,0.26666666666666666,0.6875,0.6875,0.45454545454545453,0.21666666666666667,0.5384615384615384,0.5833333333333334,0.42857142857142855,0.21666666666666667,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.03333333333333333,0.5,0.5,1.0,0.26666666666666666,0.375,0.375,0.8333333333333334,0.2857142857142857,,0.2857142857142857,1.0,1.0,0.35,0.42857142857142855,0.05,0.25,0.5666666666666667,0.375,0.5047983333333333,0.5406333333333334,0.5238425,0.09090909090909091,0.125,,0.0975609756097561,0.2926829268292683,9.233333333333334,25.577777777777776,0.2857142857142857,2.0,,3.0,,1.0,,4.0,1.0,3.0,,,2.0,,,2.0,,2.0,1.0,0.5,,,0.06666666666666667,,0.3333333333333333,0.5,0.4,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,True,,,,,,,,
202683,1610612738,Enes Kanter,Enes Kanter,202683,BOS,9140.0,152,44.0,308,302,38,79,46.0,610,20,44,8.0,23.0,2.0,5.0,5.0,11.0,,1.0,,,,,1.0,,,1.0,25,56,,1.0,15.0,65,306,9.0,25.0,,,23.0,2.0,6.0,1.0,1.0,5,20.0,30.0,,,14.0,,1.0,,8.0,6.0,2.0,8.0,,2.0,3.0,18.0,4.0,25.0,20,24,5.0,49,30.0,79,6.0,2.0,,2.0,,3.0,,2.0,5,10.0,14,,3.0,1.0,16,20.0,,10.0,,,5,38,1.0,,0.4,0.5555555555555556,,,,,0.44642857142857145,0.36,0.3333333333333333,0.43859649122807015,0.36,0.2857142857142857,0.48507462686567165,0.4107142857142857,0.3125,0.017543859649122806,0.14285714285714285,0.13636363636363635,0.18181818181818182,19.51219512195122,0.4,0.35714285714285715,0.3157894736842105,0.24271844660194175,0.29411764705882354,0.06153846153846154,0.3055555555555556,0.17261904761904762,0.275,0.06521739130434782,0.3333333333333333,0.25925925925925924,0.2708333333333333,0.35,0.2608695652173913,0.7719298245614035,0.45454545454545453,0.5263157894736842,0.4,0.19298245614035087,0.45454545454545453,0.5555555555555556,0.4,0.017543859649122806,,,,,,,,0.017543859649122806,,,,0.92,0.34782608695652173,,,,0.7142857142857143,0.4,,0.14285714285714285,0.7894736842105263,,0.525851754385965,0.5505260869565217,0.5050928571428572,0.14925373134328357,0.15151515151515152,,0.35384615384615387,0.07692307692307693,2.7946428571428568,25.6,0.12337662337662338,,5.0,,,3.0,,2.0,,1.0,3.0,,8.0,,,3.0,4.0,8.0,7.0,,,,0.2549019607843137,0.05263157894736842,0.375,0.875,,,,,2.0,,,,,,1.0,,,0.08333333333333333,,1.0,1.0,0.125,0.125,,True,,,,,,,,
