EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,BlockedLongMidRange,LongMidRangePctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,on,Clear Path Fouls,HeaveMakes
1626209,1610612757,Mario Hezonja,Mario Hezonja,1626209,POR,52282.0,871,-176,1840,1847,517,638,189,3687,42.0,83,6.0,13.0,14.0,23,18.0,35.0,8.0,22.0,3.0,14.0,3.0,2.0,5.0,21.0,64.0,2.0,3.0,10.0,21.0,68,140,24.0,78.0,48,256,2160,7.0,17.0,2.0,6.0,3.0,23.0,21.0,37,12.0,26.0,25.0,103.0,60,76.0,66.0,6.0,10.0,1.0,63.0,21.0,17.0,1.0,26.0,24.0,50.0,18.0,6.0,15.0,7.0,4.0,124.0,15.0,12.0,3.0,68,68,18.0,154,30.0,184,5.0,36.0,21.0,15.0,20.0,6.0,13.0,22.0,3.0,7.0,4.0,42,4.0,9.0,49,107,3.0,6.0,4.0,56,2.0,4.0,5.0,59,5.0,28,4.0,8.0,1.0,1.0,4.0,4.0,9.0,5.0,103.0,514,22.0,4.0,0.4411764705882353,0.47619047619047616,0.9166666666666666,0.3076923076923077,0.3333333333333333,0.46153846153846156,0.3116883116883117,0.4857142857142857,0.4117647058823529,0.5675675675675675,0.47706422018348627,0.43478260869565216,0.6190476190476191,0.5224489795918368,0.46,0.6688311688311688,0.3577981651376147,0.01282051282051282,0.12142857142857143,0.1566265060240964,0.11428571428571428,0.07142857142857142,13.965936739659368,0.47619047619047616,0.3050847457627119,0.07317073170731707,0.14225941422594143,0.023762376237623763,0.163855421686747,0.040106951871657755,0.1522956326987682,0.030716723549488054,0.03076923076923077,0.03314917127071823,0.037383177570093455,0.05660377358490566,0.0867579908675799,0.16470588235294117,0.23595505617977527,0.16774193548387098,0.1523809523809524,0.047619047619047616,0.5555555555555556,0.38073394495412843,0.5060240963855421,0.6,0.5238095238095238,0.16055045871559634,0.5142857142857142,0.5806451612903226,0.2777777777777778,0.10091743119266056,0.36363636363636365,0.36363636363636365,0.375,0.06422018348623854,0.21428571428571427,0.23076923076923078,1.0,0.29357798165137616,0.328125,0.328125,0.9047619047619048,0.5652173913043478,0.46153846153846156,0.16666666666666666,0.13043478260869565,0.13043478260869565,0.6666666666666666,1.0,0.36507936507936506,0.6086956521739131,0.07936507936507936,0.4,0.3333333333333333,0.47619047619047616,0.7385321100917431,0.3333333333333333,0.524544470046083,0.543996875,0.5450603174603175,0.11618257261410789,0.17177914110429449,0.08984375,0.40234375,5.836428571428569,26.13205128205128,0.28097826086956523,,,,,,,,,,,,,,,,,,True,,
1627746,1610612757,Skal Labissiere,Skal Labissiere,1627746,POR,13470.0,224,-15,466,465,109,147,49,931,15.0,25,6.0,13.0,5.0,7,12.0,24.0,5.0,12.0,,,,,,1.0,5.0,,1.0,,1.0,32,61,1.0,5.0,8,75,500,6.0,15.0,,1.0,2.0,14.0,7.0,11,,1.0,4.0,18.0,48,16.0,3.0,,10.0,,5.0,1.0,3.0,,5.0,8.0,13.0,6.0,2.0,2.0,1.0,2.0,34.0,5.0,21.0,1.0,15,18,1.0,34,27.0,61,4.0,,,,6.0,,3.0,9.0,1.0,3.0,2.0,15,1.0,2.0,19,39,1.0,6.0,4.0,13,,2.0,,12,,3,3.0,15.0,1.0,1.0,11.0,4.0,16.0,5.0,18.0,109,4.0,3.0,0.75,0.8888888888888888,1.0,0.2,,,0.2,0.5245901639344263,0.4,0.6363636363636364,0.5075757575757576,0.375,0.5833333333333334,0.5208333333333334,0.3888888888888889,0.6,0.07575757575757576,,0.04918032786885246,0.08,0.041666666666666664,,16.827852998065765,0.4,0.0625,0.125,0.14285714285714285,0.14383561643835616,0.12096774193548387,0.05813953488372093,0.132,0.11206896551724138,0.14285714285714285,0.1568627450980392,0.0641025641025641,,0.08928571428571429,0.13043478260869565,0.2916666666666667,0.125,0.10714285714285714,0.13333333333333333,0.3125,0.3787878787878788,0.6,0.6521739130434783,0.5333333333333333,0.36363636363636365,0.5,0.5217391304347826,1.0,0.18181818181818182,0.4166666666666667,0.4166666666666667,0.8,,,,,0.07575757575757576,0.2,0.2,1.0,0.8125,0.46153846153846156,,,0.0625,,,0.5833333333333334,0.7142857142857143,,,0.08333333333333333,,0.45454545454545453,0.2,0.48330909090909097,0.5423923076923077,0.5171708333333334,0.043478260869565216,0.046875,0.18666666666666668,0.24,7.270491803278689,26.439999999999998,0.23390557939914164,1.0,1.0,2.0,0.1320754716981132,,,,,,,,,,,,,,True,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,29334.0,489,-143,1044,1035,274,346,107,2079,26.0,40,2.0,2.0,7.0,11,12.0,39.0,14.0,34.0,5.0,16.0,,,3.0,27.0,80.0,1.0,6.0,4.0,17.0,52,113,32.0,96.0,40,240,1216,3.0,4.0,1.0,6.0,5.0,14.0,10.0,19,4.0,20.0,14.0,46.0,34,70.0,69.0,27.0,4.0,,80.0,27.0,10.0,2.0,23.0,15.0,38.0,11.0,4.0,16.0,4.0,3.0,91.0,1.0,6.0,,11,24,1.0,36,7.0,43,1.0,12.0,10.0,2.0,15.0,1.0,11.0,6.0,1.0,4.0,2.0,21,1.0,6.0,17,48,,3.0,1.0,42,1.0,1.0,1.0,46,6.0,21,5.0,4.0,,,3.0,,4.0,2.0,44.0,273,5.0,4.0,0.3269230769230769,0.34,0.71875,0.3333333333333333,0.16666666666666666,0.2,0.3333333333333333,0.46017699115044247,0.75,0.5263157894736842,0.4784688995215311,0.45,0.41025641025641024,0.5240174672489083,0.5384615384615384,0.5,0.45933014354066987,0.020833333333333332,0.08849557522123894,0.15,0.07692307692307693,,21.44082332761578,0.7142857142857143,0.030303030303030304,,0.0933852140077821,0.02,0.04721030042918455,0.004761904761904762,0.07142857142857142,0.013725490196078431,0.025423728813559324,0.030927835051546393,0.0055248618784530384,,0.12280701754385964,0.06976744186046512,0.07017543859649122,0.056818181818181816,0.017543859649122806,0.009009009009009009,0.5,0.19138755980861244,0.65,0.7647058823529411,0.38461538461538464,0.18660287081339713,0.3076923076923077,0.3333333333333333,0.08333333333333333,0.16267942583732056,0.4117647058823529,0.42424242424242425,0.42857142857142855,0.07655502392344497,0.3125,0.3125,1.0,0.3827751196172249,0.3375,0.34615384615384615,0.6666666666666666,0.2,1.0,,,0.6,0.16666666666666666,1.0,0.28205128205128205,0.6363636363636364,0.07692307692307693,,0.4358974358974359,0.23529411764705882,0.6507177033492823,0.3375,0.4970401913875597,0.49822222222222223,0.5233435897435896,0.09375,0.1640625,0.058333333333333334,0.19166666666666668,9.161061946902652,25.579166666666666,0.2624521072796935,1.0,,,,1.0,0.029411764705882353,0.025,,,,,,,,,,,True,,
1629018,1610612757,Gary Trent Jr.,Gary Trent Jr.,1629018,POR,21148.0,352,-98,740,739,249,285,79,1479,15.0,21,2.0,3.0,6.0,8,4.0,13.0,13.0,25.0,6.0,14.0,2.0,2.0,5.0,24.0,56.0,1.0,8.0,9.0,19.0,32,59,30.0,70.0,10,164,891,3.0,5.0,1.0,10.0,,9.0,10.0,17,11.0,24.0,6.0,59.0,30,34.0,75.0,15.0,4.0,,56.0,24.0,3.0,,9.0,5.0,14.0,3.0,2.0,7.0,2.0,,33.0,3.0,2.0,,9,7,,16,5.0,21,1.0,13.0,6.0,7.0,3.0,,1.0,3.0,1.0,2.0,,6,,2.0,6,25,,2.0,,15,,2.0,2.0,13,2.0,5,2.0,5.0,,,4.0,1.0,5.0,3.0,59.0,247,9.0,2.0,0.46875,0.5,0.8333333333333334,0.42857142857142855,0.1,0.4583333333333333,0.42857142857142855,0.5423728813559322,0.6,0.5882352941176471,0.5968992248062015,0.3,0.6463414634146342,0.6082089552238806,0.3,0.6704545454545454,0.5426356589147286,,0.05084745762711865,0.047619047619047616,0.07692307692307693,,16.949152542372882,0.5,,,0.03553299492385787,0.01015228426395939,0.05844155844155844,0.018633540372670808,0.045584045584045586,0.013966480446927373,0.014492753623188406,0.012048192771084338,0.02142857142857143,,0.02040816326530612,0.04225352112676056,0.07142857142857142,0.07964601769911504,,0.016666666666666666,0.6,0.16279069767441862,0.7142857142857143,0.75,0.4,0.10077519379844961,0.3076923076923077,0.3333333333333333,0.5,0.1937984496124031,0.52,0.5416666666666666,0.5384615384615384,0.10852713178294573,0.42857142857142855,0.42857142857142855,1.0,0.43410852713178294,0.42857142857142855,0.42857142857142855,0.7916666666666666,0.2,0.6666666666666666,,0.13333333333333333,0.5333333333333333,0.125,1.0,0.1951219512195122,0.75,0.12195121951219512,0.4,0.4634146341463415,0.47368421052631576,0.7054263565891473,0.42857142857142855,0.5100282945736433,0.52335,0.512641463414634,0.03787878787878788,0.08064516129032258,0.054878048780487805,0.3597560975609756,10.532203389830508,25.35571428571428,0.3364864864864865,,,,,,0.04,,1.0,1.0,,,,,,,,,True,,
1629642,1610612757,Nassir Little,Nassir Little,1629642,POR,7219.0,120,10,254,253,93,121,30,507,9.0,20,1.0,6.0,4.0,8,3.0,6.0,,1.0,2.0,6.0,,2.0,2.0,,7.0,,1.0,,5.0,12,27,2.0,13.0,11,41,270,1.0,6.0,,1.0,2.0,4.0,7.0,13,2.0,7.0,7.0,27.0,14,10.0,6.0,,2.0,,7.0,,3.0,,7.0,2.0,9.0,2.0,,5.0,1.0,1.0,20.0,2.0,4.0,1.0,13,5,1.0,19,7.0,26,1.0,6.0,3.0,3.0,4.0,,3.0,1.0,,1.0,,5,,1.0,9,12,1.0,,,8,,2.0,,13,1.0,6,1.0,2.0,,,2.0,,2.0,,27.0,92,1.0,1.0,0.5833333333333334,0.6363636363636364,1.0,0.15384615384615385,,0.2857142857142857,0.15384615384615385,0.4444444444444444,0.16666666666666666,0.5384615384615384,0.375,0.14285714285714285,0.5,0.44565217391304346,0.25,0.5625,0.325,,0.1111111111111111,0.1,0.16666666666666666,,17.525773195876287,0.8,0.09090909090909091,0.125,0.08928571428571429,0.05405405405405406,0.17333333333333334,0.0425531914893617,0.13740458015267176,0.049586776859504134,,0.15789473684210525,0.024390243902439025,0.16666666666666666,0.12903225806451613,0.0625,,0.19230769230769232,0.13043478260869565,0.047619047619047616,,0.5,0.45,0.5,0.6666666666666666,0.15,0.5,0.6,0.3333333333333333,0.025,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.175,,,,0.8571428571428571,0.16666666666666666,,,0.14285714285714285,,,0.4,0.5,0.1,1.0,0.25,,0.825,,0.5371637500000002,0.5329714285714285,0.5178075000000001,0.13333333333333333,0.1875,0.0975609756097561,0.6585365853658537,3.3962962962962964,24.44615384615384,0.3661417322834646,,,,0.05,,,,,,,,,,,,,,True,,
201229,1610612757,Anthony Tolliver,Anthony Tolliver,201229,POR,5753.0,96,-74,204,200,59,67,19,404,,3,,,,1,2.0,3.0,,,1.0,2.0,,,1.0,1.0,7.0,,,1.0,1.0,2,6,2.0,9.0,6,16,277,,1.0,,,2.0,2.0,,1,1.0,2.0,3.0,6.0,4,,6.0,,,,7.0,1.0,2.0,1.0,,2.0,2.0,2.0,,,,,6.0,,3.0,,3,6,1.0,10,3.0,13,,,,,1.0,1.0,,1.0,,1.0,,2,,1.0,5,9,,,,5,1.0,,,8,,4,,1.0,,,1.0,,1.0,1.0,6.0,59,1.0,,1.0,1.0,1.0,0.2222222222222222,,0.5,0.2222222222222222,0.3333333333333333,,,0.3333333333333333,,0.5,0.42105263157894735,0.5,0.6,0.6,0.1111111111111111,0.3333333333333333,0.6666666666666666,,,9.333333333333334,0.5,0.16666666666666666,,0.1111111111111111,0.05357142857142857,0.08333333333333333,,0.1,0.029411764705882353,0.1,,,,0.16,0.09090909090909091,,0.12,,,1.0,0.2,,,,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,,0.13333333333333333,0.5,0.5,1.0,0.4666666666666667,0.14285714285714285,0.16666666666666666,1.0,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,0.8,0.14285714285714285,0.5344533333333333,0.4335,0.61775,0.21052631578947367,0.4,0.125,0.375,4.016666666666667,24.811111111111114,0.28921568627450983,,,,,,,0.14285714285714285,,,,,,,,,,,True,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,27855.0,464,-37,998,1005,350,440,110,2003,52.0,85,1.0,3.0,16.0,31,9.0,30.0,10.0,21.0,1.0,4.0,,1.0,1.0,48.0,122.0,2.0,5.0,13.0,36.0,71,136,49.0,126.0,88,377,1156,4.0,7.0,2.0,5.0,3.0,17.0,21.0,49,14.0,37.0,52.0,136.0,12,130.0,36.0,111.0,2.0,1.0,121.0,48.0,16.0,3.0,48.0,36.0,84.0,28.0,8.0,29.0,10.0,9.0,204.0,2.0,2.0,,17,24,1.0,42,4.0,46,1.0,16.0,9.0,7.0,28.0,9.0,20.0,16.0,,8.0,,44,4.0,21.0,6,18,1.0,1.0,1.0,84,,5.0,,100,8.0,26,17.0,5.0,,,2.0,1.0,5.0,4.0,136.0,348,3.0,17.0,0.08450704225352113,0.08571428571428572,0.24489795918367346,0.3888888888888889,0.4,0.3783783783783784,0.392,0.5220588235294118,0.5714285714285714,0.42857142857142855,0.5515267175572519,0.5833333333333334,0.4883720930232558,0.6188118811881188,0.6538461538461539,0.6017699115044248,0.48091603053435117,0.023809523809523808,0.11764705882352941,0.09411764705882353,0.23333333333333334,,30.926916221033867,0.6363636363636364,0.025,,0.08727272727272728,0.007751937984496124,0.07727272727272727,0.00966183574879227,0.08282828282828283,0.008602150537634409,,0.022222222222222223,0.011834319526627219,,0.08870967741935484,0.061224489795918366,0.1320754716981132,0.07272727272727272,0.09090909090909091,0.008403361344537815,0.8,0.3244274809160305,0.611764705882353,0.6753246753246753,0.057692307692307696,0.11450381679389313,0.3,0.391304347826087,0.1111111111111111,0.08015267175572519,0.47619047619047616,0.5,0.2,0.015267175572519083,0.25,0.25,1.0,0.46564885496183206,0.39344262295081966,0.40336134453781514,0.22916666666666666,0.25,0.3333333333333333,,,0.4166666666666667,0.4,1.0,0.36046511627906974,0.5161290322580645,0.011627906976744186,1.0,0.4186046511627907,0.3611111111111111,0.8053435114503816,0.39669421487603307,0.5185643410852712,0.4455666666666666,0.4948120481927712,0.11538461538461539,0.16883116883116883,0.04509283819628647,0.36074270557029176,5.797794117647059,27.63888888888889,0.35070140280561124,,,,,2.0,0.047619047619047616,0.02459016393442623,2.0,3.0,1.0,7.0,0.05303030303030303,,,,,,True,,
203145,1610612757,Kent Bazemore,Kent Bazemore,203145,POR,16665.0,278,-32,581,584,160,169,56,1165,8.0,23,,,2.0,8,4.0,13.0,9.0,17.0,7.0,12.0,3.0,1.0,4.0,13.0,38.0,1.0,1.0,3.0,12.0,21,53,20.0,50.0,12,114,659,1.0,1.0,3.0,4.0,,11.0,3.0,13,4.0,16.0,4.0,22.0,14,28.0,54.0,6.0,,2.0,36.0,13.0,4.0,2.0,18.0,5.0,23.0,5.0,,10.0,6.0,2.0,51.0,,,,25,21,4.0,50,,50,,8.0,6.0,2.0,9.0,6.0,9.0,9.0,1.0,,1.0,18,1.0,3.0,14,31,1.0,1.0,,28,1.0,,6.0,21,3.0,10,2.0,5.0,1.0,,5.0,,6.0,3.0,21.0,159,7.0,1.0,0.3333333333333333,0.3333333333333333,0.9,0.4,0.75,0.25,0.4166666666666667,0.39622641509433965,1.0,0.23076923076923078,0.49514563106796117,1.1,0.3103448275862069,0.5089285714285714,1.1,0.3333333333333333,0.4854368932038835,0.04,0.07547169811320754,0.13043478260869565,0.07692307692307693,,20.3125,0.5,0.21052631578947367,,0.13291139240506328,,0.18115942028985507,,0.1554054054054054,,,,,,0.14084507042253522,0.16,0.08108108108108109,0.18518518518518517,0.16666666666666666,,0.5,0.22330097087378642,0.34782608695652173,0.4,0.375,0.1262135922330097,0.3076923076923077,0.3333333333333333,0.25,0.1650485436893204,0.5294117647058824,0.5294117647058824,0.3333333333333333,0.11650485436893204,0.5833333333333334,0.5833333333333334,1.0,0.36893203883495146,0.34210526315789475,0.3611111111111111,0.8461538461538461,,,,0.6,0.2,1.0,1.0,0.27586206896551724,0.25,0.13793103448275862,0.25,0.41379310344827586,0.25,0.7087378640776699,0.3611111111111111,0.5088163366336634,0.57295,0.5119407407407407,0.09090909090909091,0.16666666666666666,0.09649122807017543,0.19298245614035087,8.654716981132074,26.869999999999994,0.27538726333907054,,,,,,,0.05263157894736842,,,,,,2.0,1.0,0.6666666666666666,1.0,,True,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,27116.0,452,-118,942,951,181,215,88,1893,24.0,41,6.0,8.0,6.0,10,23.0,60.0,34.0,66.0,2.0,5.0,2.0,,1.0,24.0,85.0,2.0,7.0,4.0,17.0,81,167,26.0,90.0,31,271,1137,9.0,17.0,3.0,9.0,,27.0,18.0,34,4.0,18.0,13.0,61.0,24,138.0,45.0,33.0,12.0,,85.0,24.0,12.0,,31.0,21.0,52.0,13.0,8.0,20.0,4.0,7.0,125.0,3.0,10.0,,31,22,2.0,55,13.0,68,5.0,8.0,3.0,5.0,10.0,3.0,4.0,11.0,2.0,6.0,2.0,21,,3.0,13,31,1.0,1.0,2.0,27,,1.0,1.0,36,3.0,13,5.0,5.0,1.0,1.0,3.0,1.0,6.0,3.0,61.0,179,5.0,5.0,0.14814814814814814,0.16,0.5769230769230769,0.28888888888888886,0.3333333333333333,0.2222222222222222,0.28888888888888886,0.48502994011976047,0.5294117647058824,0.5294117647058824,0.4669260700389105,0.5192307692307693,0.46153846153846156,0.4944852941176471,0.5192307692307693,0.5169491525423728,0.35019455252918286,,0.0718562874251497,0.21951219512195122,0.03333333333333333,,27.878211227402474,0.47619047619047616,0.06896551724137931,,0.08560311284046693,0.038461538461538464,0.14027149321266968,0.015151515151515152,0.1108786610878661,0.028384279475982533,0.023255813953488372,0.02857142857142857,0.005847953216374269,0.07407407407407407,0.09482758620689655,0.06862745098039216,0.10256410256410256,0.10843373493975904,0.23636363636363636,0.0364963503649635,0.5,0.15953307392996108,0.5853658536585366,0.75,0.20833333333333334,0.23346303501945526,0.38333333333333336,0.39655172413793105,0.13043478260869565,0.25680933852140075,0.5151515151515151,0.5230769230769231,0.11764705882352941,0.019455252918287938,0.4,0.4,0.5,0.33073929961089493,0.2823529411764706,0.2823529411764706,0.5833333333333334,0.3076923076923077,0.75,,0.07692307692307693,0.2692307692307692,0.2857142857142857,1.0,0.19230769230769232,0.6,0.019230769230769232,,0.3269230769230769,0.23529411764705882,0.5097276264591439,0.2823529411764706,0.4791517509727625,0.5080568181818182,0.4675759615384614,0.04868913857677903,0.07344632768361582,0.0996309963099631,0.22509225092250923,10.542514970059878,25.633333333333333,0.1921443736730361,,,,0.07246376811594203,1.0,0.015151515151515152,,,3.0,,,,1.0,,0.5,,,True,,
1629658,1610612757,Jaylen Hoard,Jaylen Hoard,1629658,POR,2862.0,48,-15,105,104,37,61,19,209,8.0,12,4.0,4.0,4.0,6,,2.0,,,,,,,,,1.0,,,,1.0,8,14,,1.0,3,19,121,4.0,5.0,,,1.0,9.0,4.0,6,,1.0,2.0,10.0,6,10.0,,,8.0,,1.0,,,1.0,2.0,1.0,3.0,1.0,,,2.0,,7.0,3.0,7.0,,7,2,2.0,11,10.0,21,1.0,3.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,3,1.0,2.0,2,7,,1.0,1.0,3,,,,5,1.0,2,1.0,,,,,,,,10.0,37,3.0,1.0,0.375,0.75,,,,,,0.5714285714285714,0.8,0.6666666666666666,0.5333333333333333,0.8,0.5714285714285714,0.5588235294117647,0.75,0.625,0.06666666666666667,1.0,,,,,16.129032258064516,0.3333333333333333,0.25,,0.08333333333333333,0.25,0.2916666666666667,0.13043478260869565,0.1875,0.19607843137254902,0.13333333333333333,0.2857142857142857,0.1,0.3333333333333333,0.06666666666666667,,0.16666666666666666,0.35,,0.16666666666666666,,0.8,0.6666666666666666,0.6666666666666666,0.375,0.13333333333333333,,,,,,,,,,,,0.06666666666666667,,,,0.8,1.0,,,,,,0.8571428571428571,0.6666666666666666,,,0.14285714285714285,,0.8666666666666667,,0.6201466666666666,0.57445,0.6452571428571429,0.125,0.13333333333333333,0.47368421052631576,0.5263157894736842,2.342857142857143,23.9,0.3523809523809524,,,,0.5,,,1.0,,,,,,,,,,,True,,
