EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,LongMidRangePctBlocked,PtsUnassisted3s,HeaveAttempts,Arc3PctBlocked,Technical Free Throw Trips,Clear Path Fouls,Defensive 3 Seconds Violations,OffensiveGoaltends,on,3SecondViolations
1626168,1610612759,Trey Lyles,Trey Lyles,1626168,SAS,62706.0,1045,-96.0,2139,2149,264,260,195,4288,46.0,78.0,13.0,28.0,6.0,10.0,14.0,39.0,11.0,28.0,20.0,44.0,1.0,1.0,3.0,35.0,99.0,3.0,2.0,5.0,71.0,145.0,55.0,143.0,28.0,335,2516,15.0,33.0,4.0,3.0,33.0,10.0,22.0,3.0,8.0,8.0,37.0,110.0,32.0,165.0,20.0,99.0,35.0,17.0,36.0,16.0,52.0,11.0,5.0,17.0,9.0,10.0,120.0,26.0,36.0,105.0,114.0,14.0,233,62.0,295,7.0,20.0,15.0,5.0,19.0,6.0,16.0,14.0,3.0,3.0,3.0,33.0,6.0,5.0,54.0,87.0,1.0,5.0,1.0,40.0,1.0,6.0,2.0,39.0,5.0,1.0,18.0,2.0,2.0,21.0,10.0,1.0,10.0,21.0,13.0,1.0,37.0,262,5.0,2.0,0.7746478873239436,0.9016393442622951,1.0,0.38461538461538464,0.375,0.38461538461538464,0.4896551724137931,0.45454545454545453,0.45454545454545453,0.5329861111111112,0.40540540540540543,0.48333333333333334,0.5509868421052632,0.4125,0.5285714285714286,0.4965277777777778,0.11724137931034483,0.15384615384615385,0.1282051282051282,14.29783623249894,0.5757575757575758,0.2978723404255319,0.21150278293135436,0.05741626794258373,0.2459016393442623,0.06989247311827956,0.2267080745341615,0.062062062062062065,0.08496732026143791,0.035856573705179286,0.06278026905829596,0.06802721088435375,0.07692307692307693,0.13366336633663367,0.2304147465437788,0.30833333333333335,0.24641833810888253,0.24358974358974358,0.04861111111111111,0.6190476190476191,0.2708333333333333,0.5897435897435898,0.696969696969697,0.717391304347826,0.13541666666666666,0.358974358974359,0.4117647058823529,0.8571428571428571,0.09722222222222222,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.1527777777777778,0.45454545454545453,0.45454545454545453,1.0,0.34375,0.35353535353535354,0.35353535353535354,1.0,0.7567567567567568,0.4642857142857143,0.15384615384615385,0.02702702702702703,0.08108108108108109,0.3333333333333333,0.6,0.1,0.3333333333333333,0.16666666666666666,0.4,0.7673611111111112,0.35353535353535354,0.5482388888888888,0.5564038461538462,0.49825166666666665,0.06622516556291391,0.11392405063291139,0.013888888888888888,0.09850746268656717,0.11044776119402985,6.440689655172414,24.93076923076923,0.12342215988779803,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,76128.0,1269,-154.0,2605,2626,324,421,221,5231,74.0,143.0,7.0,20.0,6.0,16.0,52.0,119.0,54.0,113.0,13.0,32.0,1.0,2.0,5.0,19.0,53.0,7.0,1.0,7.0,180.0,375.0,32.0,85.0,59.0,515,3078,14.0,33.0,8.0,1.0,35.0,11.0,38.0,3.0,12.0,13.0,44.0,114.0,246.0,96.0,18.0,53.0,19.0,29.0,132.0,69.0,201.0,50.0,19.0,57.0,34.0,41.0,471.0,28.0,23.0,98.0,121.0,8.0,227,52.0,279,6.0,80.0,52.0,28.0,46.0,10.0,33.0,40.0,13.0,13.0,1.0,86.0,4.0,7.0,48.0,111.0,5.0,1.0,5.0,74.0,,2.0,9.0,74.0,10.0,,37.0,,5.0,9.0,5.0,,4.0,10.0,5.0,,40.0,317,9.0,3.0,0.31666666666666665,0.3333333333333333,1.0,0.3764705882352941,0.25,0.3764705882352941,0.48,0.42424242424242425,0.2894736842105263,0.4956521739130435,0.4146341463414634,0.31,0.5233739837398373,0.4166666666666667,0.38596491228070173,0.18478260869565216,0.07733333333333334,0.11888111888111888,0.10084033613445378,20.216859041622946,0.5348837209302325,0.11594202898550725,0.17925925925925926,0.02904040404040404,0.19066147859922178,0.06763285024154589,0.184188393608074,0.04228855721393035,0.035,0.03821656050955414,0.014388489208633094,0.06707317073170732,0.06976744186046512,0.10357142857142858,0.20912547528517111,0.2803030303030303,0.20388349514563106,0.13725490196078433,0.027649769585253458,0.5,0.3108695652173913,0.5174825174825175,0.5873015873015873,0.33783783783783783,0.25869565217391305,0.4369747899159664,0.48598130841121495,0.2692307692307692,0.24565217391304348,0.4778761061946903,0.4778761061946903,0.3333333333333333,0.06956521739130435,0.40625,0.41935483870967744,1.0,0.11521739130434783,0.3584905660377358,0.3584905660377358,1.0,0.4878048780487805,0.35,,0.024390243902439025,0.17073170731707318,0.32,0.375,0.1,0.4,0.14,0.14285714285714285,0.4956521739130435,0.3584905660377358,0.5082172113289761,0.4986295454545455,0.5096683673469388,0.07597535934291581,0.09203980099502487,,0.06796116504854369,0.0854368932038835,8.736266666666666,24.92,0.12437619961612284,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.25,0.011764705882352941,0.03125,0.01818181818181818,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,True,
1627751,1610612759,Jakob Poeltl,Jakob Poeltl,1627751,SAS,36649.0,611,19.0,1260,1266,243,223,126,2526,50.0,85.0,14.0,30.0,11.0,20.0,15.0,33.0,2.0,4.0,,,,,,,,,,,67.0,122.0,,,20.0,154,1476,17.0,33.0,,6.0,40.0,12.0,23.0,,,6.0,30.0,100.0,34.0,,24.0,,,16.0,29.0,16.0,45.0,13.0,3.0,12.0,6.0,11.0,106.0,15.0,51.0,44.0,65.0,12.0,121,67.0,188,5.0,22.0,15.0,7.0,11.0,2.0,9.0,10.0,,2.0,2.0,21.0,3.0,3.0,48.0,70.0,1.0,8.0,5.0,47.0,4.0,6.0,3.0,38.0,5.0,,17.0,,5.0,48.0,37.0,,11.0,51.0,29.0,,30.0,238,1.0,1.0,0.746268656716418,0.9090909090909091,,,,,0.5491803278688525,0.5151515151515151,0.5217391304347826,0.5491803278688525,0.5151515151515151,0.5217391304347826,0.5539568345323741,0.5263157894736842,0.5357142857142857,,0.13114754098360656,0.12941176470588237,0.12121212121212122,11.28459900638751,0.5238095238095238,0.32432432432432434,0.18005540166204986,0.13212435233160622,0.176,0.08108108108108109,0.1783960720130933,0.11558669001751314,0.2072072072072072,0.10204081632653061,0.1015625,0.0661764705882353,0.12244897959183673,0.16766467065868262,0.20588235294117646,0.15517241379310345,0.17703349282296652,0.17073170731707318,0.1282051282051282,0.5686274509803921,0.6967213114754098,0.5882352941176471,0.6756756756756757,0.7,0.27049180327868855,0.45454545454545453,0.5172413793103449,0.9333333333333333,0.03278688524590164,0.5,0.6666666666666666,0.5,,,,,,,,,0.9090909090909091,0.4666666666666667,0.14285714285714285,,,0.8695652173913043,0.55,,,,,0.6967213114754098,,0.5507229508196719,0.5869689655172413,0.5840434782608696,0.12686567164179105,0.12686567164179105,,0.2597402597402597,0.19480519480519481,3.5139344262295085,,0.19285714285714287,,,,,1.0,,3.0,2.0,,,,0.03333333333333333,,,,,1.0,0.25,,,,,,,,True,
1627854,1610612759,Bryn Forbes,Bryn Forbes,1627854,SAS,81490.0,1358,-139.0,2777,2773,341,415,233,5550,24.0,37.0,1.0,2.0,5.0,6.0,23.0,55.0,33.0,73.0,15.0,34.0,5.0,3.0,7.0,118.0,304.0,16.0,11.0,31.0,80.0,165.0,133.0,338.0,62.0,621,3247,6.0,12.0,21.0,5.0,47.0,11.0,20.0,14.0,38.0,6.0,70.0,118.0,42.0,375.0,4.0,303.0,118.0,20.0,66.0,25.0,91.0,19.0,6.0,33.0,15.0,18.0,207.0,4.0,6.0,41.0,53.0,1.0,95,10.0,105,3.0,30.0,19.0,11.0,28.0,2.0,16.0,20.0,3.0,12.0,8.0,48.0,5.0,7.0,50.0,98.0,,2.0,5.0,46.0,,3.0,3.0,76.0,3.0,4.0,16.0,17.0,2.0,,,,,,,,70.0,339,7.0,2.0,0.7375,0.7564102564102564,0.9398496240601504,0.39349112426035504,0.3684210526315789,0.39465875370919884,0.48484848484848486,0.5,0.55,0.5556660039761432,0.6363636363636364,0.5517241379310345,0.5847457627118644,0.6714285714285714,0.5737704918032787,0.6719681908548708,0.12121212121212122,0.16216216216216217,0.23636363636363636,19.052319842053308,0.5833333333333334,0.012987012987012988,0.0701058201058201,0.007220216606498195,0.07735849056603773,0.008620689655172414,0.07309486780715396,0.007722007722007722,0.01,0.00906344410876133,0.0033333333333333335,0.00804289544235925,0.01098901098901099,0.06593406593406594,0.05345911949685535,0.10909090909090909,0.07906976744186046,0.07,0.011406844106463879,,0.073558648111332,0.6486486486486487,0.7741935483870968,0.6666666666666666,0.10934393638170974,0.41818181818181815,0.5476190476190477,0.8695652173913043,0.14512922465208747,0.4520547945205479,0.4583333333333333,0.696969696969697,0.06759443339960239,0.4411764705882353,0.45454545454545453,1.0,0.6043737574552683,0.3881578947368421,0.3920265780730897,0.9322033898305084,0.06060606060606061,0.5,1.0,0.15151515151515152,0.48484848484848486,0.10344827586206896,0.8333333333333334,0.1206896551724138,0.42857142857142855,0.5344827586206896,0.3548387096774194,0.7455268389662028,0.38943894389438943,0.5186872509960158,0.5090307692307692,0.5184862068965519,0.062381852551984876,0.0898876404494382,0.04843304843304843,0.07568438003220612,0.11272141706924316,11.573939393939398,25.766272189349106,0.12279438242707959,4.0,6.0,10.0,4.0,,2.0,,,0.47619047619047616,0.011834319526627219,0.029411764705882353,,0.8,1.0,0.375,1.0,,0.0136986301369863,24.0,1.0,0.009868421052631578,,,,,True,
201942,1610612759,DeMar DeRozan,DeMar DeRozan,201942,SAS,138984.0,2316,-118.0,4785,4792,1015,1070,424,9577,217.0,309.0,16.0,24.0,56.0,81.0,199.0,418.0,132.0,287.0,4.0,11.0,,,,5.0,24.0,6.0,1.0,8.0,548.0,1014.0,9.0,35.0,381.0,1504,5547,38.0,66.0,6.0,26.0,105.0,108.0,220.0,1.0,8.0,123.0,342.0,296.0,800.0,24.0,12.0,22.0,5.0,64.0,168.0,212.0,380.0,156.0,56.0,84.0,43.0,41.0,972.0,5.0,36.0,142.0,160.0,29.0,331,44.0,375,14.0,70.0,51.0,19.0,99.0,13.0,47.0,65.0,10.0,52.0,14.0,164.0,7.0,38.0,84.0,180.0,7.0,6.0,12.0,334.0,3.0,7.0,8.0,451.0,51.0,,214.0,1.0,27.0,20.0,12.0,,8.0,20.0,8.0,1.0,338.0,996,18.0,18.0,0.27007299270072993,0.2730627306273063,0.8888888888888888,0.2571428571428571,0.125,0.2727272727272727,0.5404339250493096,0.5757575757575758,0.4909090909090909,0.5352716873212583,0.5486111111111112,0.48026315789473684,0.6012096774193548,0.611764705882353,0.5784982935153583,0.03336510962821735,0.0631163708086785,0.10355987055016182,0.07416267942583732,26.598368431037752,0.6036585365853658,0.23015873015873015,0.12861736334405144,0.02586206896551724,0.1459403905447071,0.006188118811881188,0.13622011727559766,0.018636363636363635,0.044854881266490766,0.020146520146520148,0.017130620985010708,0.0064516129032258064,0.005319148936170213,0.10526315789473684,0.13737373737373737,0.1568627450980392,0.14536340852130325,0.14857142857142858,0.03333333333333333,0.4,0.2945662535748332,0.7022653721682848,0.7833935018050542,0.2626728110599078,0.3984747378455672,0.47607655502392343,0.5142118863049095,0.22110552763819097,0.27359389895138225,0.45993031358885017,0.46153846153846156,0.3560606060606061,0.010486177311725452,0.36363636363636365,0.36363636363636365,0.75,0.022878932316491896,0.20833333333333334,0.20833333333333334,1.0,0.3333333333333333,0.6666666666666666,0.375,,0.08333333333333333,0.35526315789473684,0.691358024691358,,,0.03508771929824561,0.125,0.3279313632030505,0.22727272727272727,0.471324594078319,0.45341929824561394,0.4781115044247787,0.17724649629018963,0.18181818181818182,0.027777777777777776,0.06981382978723404,0.22739361702127658,9.268145956607498,26.84571428571429,0.21212121212121213,,1.0,1.0,,3.0,6.0,,,0.16666666666666666,,,0.03125,,,0.16666666666666666,1.0,,0.003484320557491289,3.0,2.0,,19.0,,,,True,
1628401,1610612759,Derrick White,Derrick White,1628401,SAS,62300.0,1038,-16.0,2153,2155,625,639,199,4308,44.0,79.0,4.0,10.0,14.0,30.0,27.0,56.0,11.0,32.0,7.0,27.0,1.0,2.0,8.0,48.0,124.0,11.0,13.0,35.0,82.0,167.0,55.0,151.0,91.0,420,2447,7.0,19.0,12.0,5.0,34.0,24.0,53.0,15.0,43.0,34.0,127.0,78.0,86.0,144.0,8.0,123.0,48.0,14.0,96.0,36.0,132.0,23.0,13.0,49.0,28.0,19.0,300.0,8.0,16.0,49.0,55.0,7.0,111,24.0,135,4.0,24.0,17.0,7.0,37.0,5.0,23.0,13.0,,14.0,4.0,50.0,3.0,9.0,57.0,98.0,,2.0,1.0,121.0,20.0,7.0,13.0,110.0,14.0,1.0,46.0,2.0,14.0,41.0,17.0,1.0,23.0,42.0,23.0,2.0,121.0,611,9.0,9.0,0.47560975609756095,0.5,0.8727272727272727,0.36423841059602646,0.3488372093023256,0.36666666666666664,0.49101796407185627,0.3684210526315789,0.4528301886792453,0.5172955974842768,0.46774193548387094,0.484375,0.5753424657534246,0.4857142857142857,0.5474137931034483,0.4748427672955975,0.08383233532934131,0.08860759493670886,0.10714285714285714,17.436974789915965,0.74,0.11666666666666667,0.09963768115942029,0.02702702702702703,0.10425531914893617,0.019851116625310174,0.10176125244618395,0.024120603015075376,0.01675977653631285,0.034334763948497854,0.027777777777777776,0.02702702702702703,,0.08571428571428572,0.09956709956709957,0.12612612612612611,0.11168831168831168,0.07058823529411765,0.024844720496894408,0.5476190476190477,0.24842767295597484,0.5569620253164557,0.6111111111111112,0.5,0.1761006289308176,0.48214285714285715,0.54,0.48148148148148145,0.10062893081761007,0.34375,0.3548387096774194,0.36363636363636365,0.08490566037735849,0.25925925925925924,0.25925925925925924,1.0,0.389937106918239,0.3870967741935484,0.3870967741935484,0.8541666666666666,0.3225806451612903,0.4,0.25,0.03225806451612903,0.3548387096774194,0.3125,0.4666666666666667,0.08333333333333333,0.25,0.3645833333333333,0.37142857142857144,0.7232704402515723,0.3902439024390244,0.5165228706624606,0.4998714285714285,0.5076199999999998,0.13675213675213677,0.23115577889447236,0.013157894736842105,0.08095238095238096,0.30238095238095236,6.977844311377245,25.556291390728475,0.29029261495587555,,5.0,5.0,,,3.0,1.0,1.0,0.4166666666666667,,,,,,0.45454545454545453,0.8,,0.03125,21.0,1.0,,,,,,True,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,19490.0,325,11.0,666,671,192,194,62,1337,6.0,11.0,,2.0,2.0,2.0,,7.0,10.0,22.0,10.0,22.0,3.0,3.0,5.0,23.0,56.0,4.0,7.0,19.0,16.0,40.0,33.0,78.0,9.0,140,771,,3.0,7.0,2.0,8.0,5.0,10.0,10.0,24.0,9.0,49.0,32.0,,99.0,,56.0,23.0,2.0,15.0,9.0,24.0,5.0,4.0,4.0,4.0,7.0,57.0,2.0,2.0,19.0,12.0,3.0,34,4.0,38,,3.0,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0,4.0,,2.0,9.0,14.0,1.0,,,13.0,,,3.0,10.0,,,1.0,,4.0,,,,,,,,43.0,186,1.0,1.0,1.0,1.0,1.0,0.4230769230769231,0.4166666666666667,0.4230769230769231,0.4,,0.5,0.5550847457627118,0.3,0.5882352941176471,0.5691056910569106,0.36363636363636365,0.6282051282051282,0.6610169491525424,0.05,,0.2857142857142857,17.185385656292286,0.5,0.11538461538461539,0.07792207792207792,0.010810810810810811,0.12258064516129032,0.016666666666666666,0.10032362459546926,0.013114754098360656,0.02040816326530612,,0.016129032258064516,,0.06060606060606061,0.058823529411764705,0.07692307692307693,0.11764705882352941,0.13076923076923078,0.08,,,0.09322033898305085,0.5454545454545454,0.5454545454545454,1.0,0.059322033898305086,,,,0.1864406779661017,0.45454545454545453,0.45454545454545453,1.0,0.1864406779661017,0.45454545454545453,0.47619047619047616,1.0,0.4745762711864407,0.4107142857142857,0.4107142857142857,1.0,0.2,,,0.3,0.4,0.058823529411764705,1.0,0.14705882352941177,0.6,0.5588235294117647,0.3684210526315789,0.7542372881355932,0.4107142857142857,0.512423076923077,0.60985,0.49242121212121215,0.008403361344537815,0.024390243902439025,,0.05714285714285714,0.35,13.0975,25.483333333333324,0.2882882882882883,1.0,1.0,2.0,1.0,,,,,0.2857142857142857,0.01282051282051282,0.045454545454545456,,0.3333333333333333,1.0,0.25,1.0,,,,,,,,,,True,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,46798.0,780,26.0,1639,1639,622,596,155,3278,24.0,38.0,2.0,2.0,12.0,19.0,4.0,8.0,15.0,35.0,23.0,51.0,3.0,9.0,19.0,47.0,127.0,9.0,12.0,40.0,43.0,81.0,70.0,178.0,36.0,332,1887,4.0,4.0,12.0,,17.0,22.0,36.0,21.0,59.0,27.0,134.0,48.0,38.0,177.0,,126.0,47.0,2.0,43.0,14.0,57.0,10.0,4.0,21.0,12.0,10.0,128.0,4.0,5.0,16.0,21.0,,37,9.0,46,1.0,28.0,18.0,10.0,9.0,3.0,7.0,15.0,2.0,2.0,1.0,24.0,2.0,9.0,14.0,60.0,1.0,,5.0,53.0,5.0,2.0,16.0,42.0,1.0,,5.0,4.0,11.0,3.0,2.0,,1.0,4.0,3.0,,130.0,611,12.0,8.0,0.5581395348837209,0.5581395348837209,0.8428571428571429,0.39325842696629215,0.3559322033898305,0.3954802259887006,0.5308641975308642,1.0,0.6111111111111112,0.5714285714285714,0.53125,0.5631578947368421,0.5971223021582733,0.53125,0.6090909090909091,0.6872586872586872,0.024691358024691357,0.02631578947368421,,16.520307354555435,0.375,,0.05060240963855422,0.011037527593818985,0.0469208211143695,0.014035087719298246,0.04894179894179894,0.012195121951219513,0.0070921985815602835,0.005494505494505495,0.023076923076923078,0.014018691588785047,0.014084507042253521,0.04597701149425287,0.049079754601226995,0.0641025641025641,0.04436860068259386,0.0625,0.0072992700729927005,0.75,0.14671814671814673,0.631578947368421,0.6486486486486487,0.4583333333333333,0.03088803088803089,0.5,0.5,1.0,0.13513513513513514,0.42857142857142855,0.4411764705882353,0.6,0.1969111969111969,0.45098039215686275,0.45098039215686275,1.0,0.49034749034749037,0.3700787401574803,0.3821138211382114,0.7659574468085106,0.125,1.0,0.5,0.1875,0.5625,0.2,0.631578947368421,0.2,0.47368421052631576,0.42105263157894735,0.3,0.833976833976834,0.373015873015873,0.5288598837209302,0.544425,0.5218117021276597,0.033707865168539325,0.058823529411764705,0.02197802197802198,0.05120481927710843,0.4036144578313253,9.777777777777777,25.170786516853926,0.37949969493593655,1.0,2.0,3.0,4.0,,1.0,1.0,1.0,0.25,0.02247191011235955,,,0.3333333333333333,1.0,0.2222222222222222,1.0,,0.02857142857142857,33.0,1.0,0.031496062992125984,,,,,True,
1629002,1610612759,Chimezie Metu,Chimezie Metu,1629002,SAS,868.0,14,-4.0,28,29,5,10,1,57,1.0,1.0,,,,,1.0,3.0,,2.0,,,,,,,,,,,2.0,6.0,,,,4,40,,1.0,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,2.0,2,1.0,3,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,3.0,,5,,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,20.0,,0.6666666666666666,,,,0.3333333333333333,,0.1,,,,0.5,,,,,,,,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.44531666666666664,,0.4108,,,,,,10.4,,0.17857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629022,1610612759,Lonnie Walker IV,Lonnie Walker IV,1629022,SAS,22684.0,378,,779,780,179,183,67,1559,30.0,47.0,3.0,3.0,6.0,9.0,8.0,25.0,6.0,20.0,5.0,15.0,1.0,1.0,3.0,16.0,35.0,4.0,3.0,8.0,44.0,92.0,21.0,50.0,17.0,168,898,3.0,4.0,5.0,,9.0,7.0,19.0,4.0,11.0,1.0,27.0,54.0,34.0,63.0,2.0,34.0,16.0,5.0,9.0,15.0,24.0,10.0,5.0,4.0,1.0,4.0,63.0,1.0,4.0,18.0,13.0,2.0,33,5.0,38,,14.0,10.0,4.0,6.0,,3.0,12.0,,3.0,1.0,18.0,,2.0,12.0,36.0,5.0,2.0,,15.0,,,,24.0,4.0,,13.0,,1.0,5.0,2.0,1.0,2.0,5.0,1.0,,26.0,170,8.0,,0.6136363636363636,0.627906976744186,1.0,0.42,0.36363636363636365,0.42857142857142855,0.4782608695652174,0.75,0.3684210526315789,0.5316901408450704,0.5,0.43333333333333335,0.5526315789473685,0.5,0.43548387096774194,0.352112676056338,0.05434782608695652,0.0425531914893617,0.12,19.859813084112147,0.3333333333333333,0.1111111111111111,0.061611374407582936,0.017937219730941704,0.10650887573964497,0.007936507936507936,0.08157894736842106,0.014326647564469915,0.02666666666666667,0.011363636363636364,0.016666666666666666,0.011764705882352941,,0.04716981132075472,0.0684931506849315,0.09375,0.1111111111111111,0.08,,0.2,0.33098591549295775,0.6382978723404256,0.6666666666666666,0.6,0.176056338028169,0.32,0.36363636363636365,0.625,0.14084507042253522,0.3,0.3,0.6666666666666666,0.1056338028169014,0.3333333333333333,0.3333333333333333,1.0,0.24647887323943662,0.45714285714285713,0.45714285714285713,1.0,0.3333333333333333,1.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.3,0.6666666666666666,0.1,0.3333333333333333,0.26666666666666666,0.375,0.6830985915492958,0.47058823529411764,0.5505929078014185,0.6017916666666667,0.5444844827586207,0.08609271523178808,0.12871287128712872,,0.05357142857142857,0.16071428571428573,6.791304347826087,25.494,0.22978177150192555,,1.0,1.0,,,4.0,,,0.2,,,,,,0.25,1.0,,,,1.0,,,1.0,,,True,
