EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,HeaveAttempts,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Corner3PctBlocked,Clear Path Fouls
1626171,1610612752,Bobby Portis,Bobby Portis,1626171,NYK,22676.0,378.0,-38.0,767.0,769.0,173.0,258.0,90.0,1536.0,29.0,46.0,12.0,21.0,5.0,6.0,13.0,30.0,7.0,21.0,6.0,15.0,1.0,4.0,5.0,13.0,35.0,1.0,1.0,2.0,6.0,49.0,97.0,19.0,50.0,16.0,171.0,880.0,16.0,27.0,1.0,2.0,1.0,36.0,8.0,15.0,6.0,11.0,9.0,43.0,50.0,48.0,57.0,20.0,35.0,13.0,4.0,2.0,12.0,8.0,20.0,7.0,1.0,10.0,1.0,1.0,48.0,6.0,20.0,1.0,21.0,38.0,10.0,69.0,27.0,96.0,7.0,11.0,7.0,4.0,6.0,4.0,10.0,2.0,1.0,3.0,16.0,2.0,5.0,14.0,33.0,2.0,5.0,25.0,1.0,23.0,8.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,43.0,169.0,4.0,2.0,0.5102040816326531,0.6410256410256411,1.0,0.38,0.5,0.5454545454545454,0.38,0.5051546391752577,0.5925925925925926,0.5333333333333333,0.5272108843537415,0.603448275862069,0.6538461538461539,0.5551948051948052,0.6206896551724138,0.7166666666666667,0.3401360544217687,0.04,0.0412371134020618,0.0869565217391304,0.0571428571428571,19.607843137254903,0.375,0.4166666666666667,0.04,0.1948717948717948,0.090497737556561,0.1381578947368421,0.0394736842105263,0.170028818443804,0.0697050938337801,0.160919540229885,0.0555555555555555,0.032258064516129,0.0341880341880341,0.0571428571428571,0.2,0.2307692307692307,0.119047619047619,0.1290322580645161,0.1785714285714285,0.0985915492957746,1.0,0.3129251700680272,0.6304347826086957,0.6904761904761905,0.4482758620689655,0.2040816326530612,0.4333333333333333,0.4333333333333333,0.4615384615384615,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.1020408163265306,0.4,0.4,1.0,0.238095238095238,0.3714285714285714,0.3939393939393939,1.0,0.7241379310344828,0.5714285714285714,0.1666666666666666,0.0344827586206896,0.0344827586206896,1.0,1.0,0.2307692307692307,0.8333333333333334,0.1923076923076923,0.8,0.2307692307692307,0.3333333333333333,0.6530612244897959,0.3714285714285714,0.5102445578231293,0.5561522727272726,0.4857634615384615,0.0855263157894736,0.1188118811881188,0.0196078431372549,0.2105263157894736,0.2514619883040935,7.498969072164948,24.924,0.2255541069100391,,,,,,,,,,,,,,,,,,,,,,,True,,
1628372,1610612752,Dennis Smith Jr.,Dennis Smith Jr.,1628372,NYK,7369.0,123.0,2.0,251.0,246.0,60.0,81.0,34.0,497.0,5.0,16.0,4.0,5.0,,,3.0,9.0,3.0,9.0,,1.0,,,1.0,5.0,12.0,,1.0,1.0,4.0,11.0,34.0,5.0,13.0,4.0,41.0,259.0,5.0,7.0,,1.0,1.0,11.0,2.0,5.0,1.0,5.0,1.0,8.0,4.0,18.0,6.0,6.0,12.0,5.0,5.0,,11.0,12.0,23.0,10.0,2.0,7.0,2.0,2.0,58.0,3.0,4.0,,5.0,4.0,,9.0,7.0,16.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,,1.0,8.0,,1.0,8.0,14.0,,1.0,13.0,1.0,13.0,1.0,6.0,,1.0,1.0,,1.0,1.0,,8.0,60.0,1.0,1.0,0.1818181818181818,0.25,0.4,0.3846153846153846,,0.2,0.3846153846153846,0.3235294117647059,0.7142857142857143,0.4,0.3936170212765957,0.625,0.35,0.3867924528301887,0.6111111111111112,0.3636363636363636,0.2765957446808511,,0.1470588235294117,0.125,,21.254355400696863,0.625,,,0.0634920634920634,0.0465116279069767,0.0892857142857142,0.0833333333333333,0.0756302521008403,0.0573770491803278,0.0277777777777777,0.1071428571428571,,0.1,,0.0416666666666666,0.0909090909090909,0.0588235294117647,0.1063829787234042,,0.0416666666666666,1.0,0.3404255319148936,0.3125,0.3571428571428571,0.4,0.1914893617021276,0.3333333333333333,0.4285714285714285,,0.1914893617021276,0.3333333333333333,0.375,,0.0212765957446808,,,,0.2553191489361702,0.4166666666666667,0.4166666666666667,0.4,0.625,0.8,0.25,,0.125,,,,,0.1,,0.4,0.25,0.6170212765957447,0.4166666666666667,0.4960755319148937,0.51708,0.46126,0.1153846153846153,0.1538461538461538,,0.2682926829268293,0.1951219512195122,7.541176470588238,25.43846153846153,0.2390438247011952,9.0,1.0,1.0,0.2222222222222222,0.1111111111111111,,,,,,,,,,,,,,,,,,True,,
1628373,1610612752,Frank Ntilikina,Frank Ntilikina,1628373,NYK,36257.0,604.0,-152.0,1197.0,1209.0,223.0,263.0,152.0,2406.0,16.0,30.0,1.0,2.0,2.0,4.0,5.0,18.0,14.0,38.0,7.0,16.0,1.0,1.0,3.0,17.0,48.0,,5.0,1.0,6.0,35.0,86.0,24.0,64.0,13.0,155.0,1432.0,1.0,4.0,,6.0,,2.0,3.0,10.0,2.0,9.0,5.0,17.0,26.0,44.0,63.0,,48.0,17.0,5.0,,43.0,28.0,71.0,22.0,6.0,31.0,3.0,9.0,170.0,5.0,6.0,1.0,23.0,21.0,2.0,46.0,12.0,58.0,,25.0,17.0,8.0,18.0,16.0,9.0,2.0,,2.0,27.0,2.0,7.0,24.0,69.0,1.0,,29.0,6.0,16.0,2.0,6.0,,3.0,10.0,6.0,11.0,9.0,,15.0,216.0,7.0,2.0,0.3714285714285714,0.3714285714285714,0.875,0.375,,0.2222222222222222,0.375,0.4069767441860465,0.25,0.3,0.4733333333333333,0.1,0.3157894736842105,0.4936305732484076,0.1,0.3863636363636363,0.4266666666666667,,0.0581395348837209,0.1333333333333333,,13.38181818181818,0.6666666666666666,0.064516129032258,0.027027027027027,0.069078947368421,0.0155440414507772,0.0962343096234309,0.0219298245614035,0.0810313075506445,0.017915309446254,,0.0163934426229508,0.0338983050847457,0.0271739130434782,,0.0689655172413793,0.0847457627118644,0.0428571428571428,0.0869565217391304,0.1272727272727272,,0.8181818181818182,0.2,0.5333333333333333,0.6153846153846154,0.5,0.12,0.2777777777777778,0.2941176470588235,0.2,0.2533333333333333,0.3684210526315789,0.3684210526315789,0.2857142857142857,0.1066666666666666,0.4375,0.4375,1.0,0.32,0.3541666666666667,0.3541666666666667,0.8235294117647058,0.2,0.5,1.0,0.1,0.5,,,0.2105263157894736,0.5,0.1578947368421052,0.3333333333333333,0.3157894736842105,0.1666666666666666,0.6266666666666667,0.3541666666666667,0.5223666666666666,0.5269928571428572,0.5213,0.0389610389610389,0.0666666666666666,,0.0129032258064516,0.1096774193548387,11.168604651162791,25.190625,0.1862990810359231,9.0,3.0,4.0,0.0555555555555555,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,True,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,29961.0,499.0,-33.0,1001.0,1011.0,285.0,338.0,145.0,2012.0,96.0,127.0,35.0,49.0,26.0,34.0,3.0,9.0,,,,,,,,,,,,,,99.0,136.0,,,37.0,235.0,1141.0,36.0,53.0,,,17.0,89.0,26.0,35.0,,,16.0,68.0,136.0,62.0,,56.0,,,12.0,,8.0,4.0,12.0,4.0,,3.0,1.0,4.0,28.0,14.0,48.0,2.0,39.0,50.0,3.0,92.0,64.0,156.0,5.0,14.0,10.0,4.0,3.0,2.0,5.0,1.0,1.0,,8.0,2.0,1.0,41.0,69.0,3.0,2.0,50.0,1.0,58.0,10.0,32.0,,2.0,47.0,27.0,51.0,29.0,1.0,67.0,282.0,7.0,1.0,0.6868686868686869,0.9577464788732394,,,,,,0.7279411764705882,0.6792452830188679,0.7428571428571429,0.7279411764705882,0.6792452830188679,0.7428571428571429,0.734375,0.6846153846153846,0.7727272727272727,,,0.088235294117647,0.0708661417322834,,14.395886889460154,0.375,0.088235294117647,0.0465116279069767,0.1831501831501831,0.1533546325878594,0.1748878923766816,0.0744680851063829,0.1794354838709677,0.12375249500998,0.1937984496124031,0.1393442622950819,0.0967741935483871,0.0671140939597315,0.1025641025641025,0.1981132075471698,0.202020202020202,0.1323529411764706,0.1812865497076023,0.1538461538461538,0.2,0.5686274509803921,0.9338235294117648,0.7559055118110236,0.8135593220338984,0.6770833333333334,0.0661764705882353,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,0.9245283018867924,0.7142857142857143,0.1428571428571428,,,,,0.9714285714285714,0.7647058823529411,,,,,0.9338235294117648,,0.6248007352941175,0.5954844444444445,0.6588371428571429,0.2025316455696202,0.2025316455696202,,0.3787234042553191,0.2893617021276595,1.5088235294117645,,0.2847152847152847,,,19.0,0.3333333333333333,,,,6.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,True,,
202694,1610612752,Marcus Morris Sr.,Marcus Morris Sr.,202694,NYK,83245.0,1387.0,-124.0,2796.0,2797.0,563.0,710.0,384.0,5593.0,35.0,68.0,9.0,16.0,5.0,15.0,56.0,137.0,74.0,167.0,26.0,55.0,5.0,6.0,9.0,90.0,209.0,7.0,16.0,23.0,47.0,165.0,372.0,116.0,264.0,163.0,841.0,3187.0,19.0,41.0,11.0,21.0,22.0,93.0,34.0,76.0,29.0,56.0,77.0,232.0,96.0,234.0,267.0,14.0,205.0,90.0,20.0,,42.0,17.0,59.0,12.0,5.0,31.0,5.0,6.0,135.0,24.0,22.0,2.0,78.0,94.0,13.0,185.0,48.0,233.0,12.0,33.0,22.0,11.0,36.0,22.0,37.0,14.0,1.0,6.0,73.0,4.0,11.0,60.0,128.0,4.0,9.0,145.0,2.0,198.0,19.0,62.0,12.0,27.0,16.0,11.0,17.0,9.0,,229.0,550.0,4.0,22.0,0.2909090909090909,0.3037974683544304,0.7672413793103449,0.4393939393939394,0.5238095238095238,0.5178571428571429,0.4461538461538462,0.4435483870967742,0.4634146341463415,0.4473684210526316,0.5330188679245284,0.5725806451612904,0.5871212121212122,0.5806451612903226,0.6133333333333333,0.661849710982659,0.4150943396226415,,0.053763440860215,0.1323529411764706,,24.219956750077237,0.4931506849315068,0.1547619047619047,0.0202020202020202,0.1320224719101123,0.024636058230683,0.1328790459965928,0.04642166344294,0.1324095458044649,0.0326241134751773,0.0318840579710144,0.022875816993464,0.0165289256198347,0.0464547677261613,0.0462962962962962,0.1212121212121212,0.146067415730337,0.1270718232044199,0.1296703296703296,0.1439393939393939,0.0369230769230769,0.5294117647058824,0.1069182389937107,0.5147058823529411,0.5932203389830508,0.3714285714285714,0.2154088050314465,0.4087591240875912,0.4409448818897638,0.1964285714285714,0.2625786163522012,0.4431137724550898,0.4457831325301205,0.3243243243243243,0.0864779874213836,0.4727272727272727,0.4727272727272727,0.8076923076923077,0.3286163522012578,0.430622009569378,0.430622009569378,0.7555555555555555,0.2580645161290322,0.5625,0.2222222222222222,0.0806451612903225,0.2580645161290322,0.4375,0.7142857142857143,0.1136363636363636,0.3333333333333333,0.0681818181818181,0.6666666666666666,0.3560606060606061,0.4893617021276595,0.5220125786163522,0.4390243902439024,0.478455238095238,0.4846760416666666,0.4662117187500001,0.107871720116618,0.1493975903614458,0.044280442804428,0.1105826397146254,0.2758620689655172,11.878763440860212,25.792803030303027,0.2013590844062947,81.0,9.0,5.0,0.072992700729927,0.0059880239520958,7.0,4.0,9.0,1.0,1.0,,,,,,4.0,4.0,3.0,5.0,15.0,0.8,0.75,True,,
203944,1610612752,Julius Randle,Julius Randle,203944,NYK,68732.0,1146.0,-87.0,2306.0,2296.0,444.0,509.0,326.0,4602.0,122.0,208.0,29.0,51.0,29.0,52.0,59.0,131.0,19.0,56.0,7.0,23.0,7.0,,2.0,28.0,120.0,3.0,16.0,2.0,14.0,200.0,395.0,35.0,143.0,105.0,610.0,2609.0,37.0,61.0,6.0,23.0,12.0,104.0,36.0,78.0,2.0,16.0,31.0,109.0,148.0,252.0,96.0,44.0,120.0,28.0,31.0,,49.0,64.0,113.0,46.0,18.0,30.0,9.0,10.0,290.0,15.0,59.0,3.0,112.0,115.0,26.0,253.0,77.0,330.0,17.0,26.0,19.0,7.0,44.0,21.0,57.0,23.0,1.0,11.0,101.0,11.0,27.0,34.0,91.0,1.0,12.0,126.0,5.0,155.0,20.0,74.0,,13.0,8.0,7.0,8.0,5.0,,102.0,432.0,4.0,9.0,0.37,0.4157303370786517,0.9142857142857144,0.2447552447552447,0.2608695652173913,0.125,0.2447552447552447,0.5063291139240507,0.6065573770491803,0.4615384615384615,0.4693308550185873,0.5476190476190477,0.4148936170212766,0.5041322314049587,0.5473684210526316,0.4739130434782608,0.2657992565055762,,0.0784810126582278,0.1057692307692307,,26.33345766505036,0.4356435643564356,0.40625,0.0375,0.1996527777777778,0.0796221322537112,0.2299794661190965,0.0347222222222222,0.2135465663217309,0.0630861040068201,0.0912280701754386,0.1031746031746031,0.034313725490196,0.0291545189504373,0.0561797752808988,0.173076923076923,0.160377358490566,0.2884615384615384,0.2234042553191489,0.2522522522522522,0.062730627306273,0.625,0.3866171003717472,0.5865384615384616,0.6559139784946236,0.4426229508196721,0.2434944237918215,0.4503816793893129,0.4796747967479675,0.2372881355932203,0.104089219330855,0.3392857142857143,0.3454545454545454,0.3157894736842105,0.0427509293680297,0.3043478260869565,0.3043478260869565,1.0,0.2230483271375464,0.2333333333333333,0.2333333333333333,0.8928571428571429,0.6071428571428571,0.5686274509803921,0.1034482758620689,0.0833333333333333,0.1904761904761904,0.1875,1.0,0.5531914893617021,0.5576923076923077,0.0212765957446808,,0.1489361702127659,0.1428571428571428,0.6524163568773235,0.2333333333333333,0.514324721189591,0.5420425373134328,0.5270452127659574,0.125,0.1648106904231625,,0.1704918032786885,0.1786885245901639,6.105822784810127,25.25594405594406,0.1925411968777103,9.0,14.0,1.0,0.0610687022900763,0.0178571428571428,11.0,,8.0,,,,,,,1.0,3.0,,6.0,,1.0,0.4285714285714285,1.0,True,,
1628422,1610612752,Damyean Dotson,Damyean Dotson,1628422,NYK,13784.0,230.0,9.0,482.0,476.0,151.0,194.0,67.0,958.0,4.0,7.0,,,,,3.0,6.0,5.0,9.0,1.0,6.0,1.0,1.0,3.0,12.0,32.0,1.0,1.0,4.0,11.0,12.0,22.0,13.0,38.0,6.0,69.0,533.0,1.0,1.0,1.0,2.0,,5.0,3.0,4.0,5.0,14.0,2.0,23.0,10.0,14.0,27.0,,32.0,12.0,2.0,,7.0,7.0,14.0,6.0,1.0,2.0,3.0,2.0,35.0,1.0,,,13.0,9.0,,22.0,1.0,23.0,,7.0,6.0,1.0,2.0,1.0,3.0,1.0,,,5.0,,1.0,6.0,14.0,,1.0,5.0,1.0,6.0,,2.0,,1.0,2.0,1.0,2.0,2.0,,23.0,149.0,2.0,1.0,0.4166666666666667,0.4166666666666667,0.6923076923076923,0.3421052631578947,0.5,0.3571428571428571,0.3421052631578947,0.5454545454545454,1.0,0.75,0.525,0.8333333333333334,0.5833333333333334,0.5476190476190477,0.8333333333333334,0.6052631578947368,0.6333333333333333,,0.0909090909090909,0.1428571428571428,,12.296564195298371,0.4,,,0.0687022900763358,,0.1368421052631579,0.0106382978723404,0.0973451327433628,0.0044444444444444,,,,0.0135135135135135,,0.0909090909090909,0.0512820512820512,0.054054054054054,0.131578947368421,0.1578947368421052,,1.0,0.1166666666666666,0.5714285714285714,0.6666666666666666,0.75,0.1,0.5,0.6,,0.15,0.5555555555555556,0.5555555555555556,0.4,0.1,0.1666666666666666,0.1666666666666666,1.0,0.5333333333333333,0.375,0.375,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.1666666666666666,0.3333333333333333,0.6111111111111112,0.3636363636363636,0.75,0.375,0.5014966666666667,0.544575,0.4845111111111111,0.032258064516129,0.0833333333333333,,0.072463768115942,0.3333333333333333,11.204545454545457,25.75526315789473,0.3132780082987552,12.0,1.0,1.0,0.1666666666666666,,,,,,,,,,,,,,1.0,,,,,True,,
1628995,1610612752,Kevin Knox II,Kevin Knox II,1628995,NYK,11006.0,183.0,-25.0,385.0,381.0,67.0,116.0,53.0,766.0,5.0,12.0,1.0,1.0,,,3.0,7.0,2.0,6.0,1.0,2.0,1.0,,,9.0,26.0,2.0,6.0,1.0,4.0,10.0,25.0,10.0,28.0,4.0,54.0,434.0,2.0,3.0,3.0,7.0,,13.0,,1.0,1.0,4.0,,3.0,12.0,8.0,30.0,2.0,26.0,9.0,4.0,,8.0,7.0,15.0,4.0,3.0,6.0,1.0,1.0,37.0,2.0,2.0,,10.0,9.0,2.0,21.0,4.0,25.0,1.0,5.0,3.0,2.0,4.0,1.0,,3.0,,,4.0,,,11.0,24.0,2.0,,8.0,,8.0,,4.0,,,3.0,3.0,3.0,2.0,1.0,3.0,67.0,2.0,,0.6,0.6666666666666666,1.0,0.3571428571428571,0.4285714285714285,0.25,0.3571428571428571,0.4,0.6666666666666666,,0.4716981132075472,0.65,0.3,0.4736842105263157,0.65,0.25,0.5283018867924528,,0.16,0.25,,13.738738738738736,1.0,0.125,,0.0978260869565217,0.0157480314960629,0.131578947368421,0.0298507462686567,0.1130952380952381,0.0206185567010309,0.02,0.0227272727272727,,0.0181818181818181,0.0833333333333333,,0.0512820512820512,0.35,0.1525423728813559,0.0588235294117647,0.0344827586206896,0.6666666666666666,0.2264150943396226,0.4166666666666667,0.5555555555555556,0.4,0.1320754716981132,0.4285714285714285,0.5,1.0,0.1132075471698113,0.3333333333333333,0.3333333333333333,0.5,0.0377358490566037,0.5,0.5,1.0,0.490566037735849,0.3461538461538461,0.3461538461538461,1.0,0.1,1.0,,0.1,0.6,0.3333333333333333,1.0,,,,,0.8,0.25,0.7547169811320755,0.3461538461538461,0.526188679245283,0.539575,0.5200799999999999,0.0701754385964912,0.1379310344827586,,0.2407407407407407,0.0555555555555555,7.276,25.5,0.174025974025974,,,,0.1428571428571428,,,,1.0,,,,,2.0,,,1.0,,,,,1.0,1.0,True,,
201959,1610612752,Taj Gibson,Taj Gibson,201959,NYK,32246.0,537.0,-95.0,1063.0,1063.0,101.0,152.0,144.0,2126.0,58.0,88.0,21.0,34.0,2.0,2.0,5.0,16.0,16.0,36.0,1.0,2.0,,,,1.0,3.0,,,,,79.0,140.0,2.0,5.0,17.0,181.0,1241.0,25.0,40.0,,,3.0,53.0,3.0,5.0,,,6.0,12.0,116.0,42.0,6.0,32.0,3.0,1.0,7.0,,18.0,17.0,35.0,15.0,2.0,8.0,4.0,6.0,87.0,12.0,46.0,2.0,35.0,39.0,9.0,83.0,60.0,143.0,9.0,14.0,9.0,5.0,6.0,3.0,19.0,3.0,,3.0,25.0,4.0,1.0,30.0,66.0,7.0,11.0,30.0,1.0,24.0,6.0,11.0,,4.0,13.0,6.0,16.0,7.0,1.0,12.0,97.0,4.0,3.0,0.7341772151898734,0.9206349206349206,1.0,0.4,,,0.4,0.5642857142857143,0.625,0.6,0.5655172413793104,0.625,0.6,0.5876623376623377,0.6463414634146342,0.5454545454545454,0.0344827586206896,,0.05,0.0681818181818181,,14.493927125506072,0.24,0.3333333333333333,0.0689655172413793,0.1482889733840304,0.1239892183288409,0.1548672566371681,0.0670391061452514,0.1513292433537832,0.1054545454545454,0.144,0.1451612903225806,0.081967213114754,0.0579710144927536,0.0975609756097561,0.1075268817204301,0.1515151515151515,0.1971830985915492,0.1485714285714285,0.1764705882352941,0.1578947368421052,0.4375,0.6068965517241379,0.6590909090909091,0.7073170731707317,0.7068965517241379,0.1103448275862069,0.3125,0.3333333333333333,0.6,0.2482758620689655,0.4444444444444444,0.4444444444444444,0.875,0.0137931034482758,0.5,0.5,1.0,0.0206896551724137,0.3333333333333333,0.3333333333333333,1.0,0.85,0.6176470588235294,0.238095238095238,,,,,0.4,1.0,,,,,0.6413793103448275,0.3333333333333333,0.5282251724137932,0.5485428571428571,0.46348,0.0733333333333333,0.0758620689655172,,0.292817679558011,0.0662983425414364,6.454285714285715,24.28,0.0950141110065851,,1.0,6.0,0.0625,,1.0,,5.0,3.0,1.0,2.0,1.0,1.0,,,,,3.0,,,,,True,,
1629019,1610612752,Allonzo Trier,Allonzo Trier,1629019,NYK,4175.0,70.0,-3.0,143.0,145.0,39.0,44.0,16.0,288.0,2.0,5.0,,,2.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,,,,3.0,5.0,,,,,5.0,13.0,4.0,6.0,10.0,32.0,155.0,,1.0,,,1.0,1.0,2.0,5.0,,,5.0,9.0,,10.0,9.0,,5.0,3.0,3.0,,4.0,4.0,8.0,4.0,,1.0,1.0,2.0,20.0,,,,3.0,3.0,,6.0,,6.0,,2.0,1.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,9.0,,3.0,5.0,10.0,,2.0,8.0,,13.0,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,9.0,39.0,1.0,2.0,,,0.75,0.6666666666666666,,,0.6666666666666666,0.3846153846153846,,0.4,0.5789473684210527,,0.4,0.64,0.25,0.5,0.3157894736842105,,0.2307692307692307,0.4,,20.98765432098765,0.3333333333333333,,,0.0789473684210526,,0.1,,0.088235294117647,,,,,,,0.0526315789473684,0.1111111111111111,0.1,0.12,,,0.5,0.2631578947368421,0.4,0.6666666666666666,,0.2105263157894736,0.25,0.3333333333333333,,0.2105263157894736,0.5,0.5,,0.0526315789473684,1.0,1.0,1.0,0.2631578947368421,0.6,0.6,0.6666666666666666,,,,,,,,0.8,0.5,,,,,0.5789473684210527,0.6,0.5033315789473685,0.4434,0.5292600000000001,0.1739130434782608,0.1875,0.1428571428571428,0.03125,0.28125,9.292307692307691,25.08333333333333,0.2727272727272727,3.0,1.0,,0.25,,,,,,,,,,,,,,,,,,,True,,
