EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeAssists,Charge Fouls Drawn,ShortMidRangePctBlocked,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Charge Fouls,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,on,OffensiveGoaltends,BlockedLongMidRange,Clear Path Fouls,Blocked3s,BlockedArc3,Corner3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
1626203,1610612737,Treveon Graham,Treveon Graham,1626203,ATL,537.0,9,-2.0,19,18,6,13,3,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,23,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,6,1.0,0.5,0.5,0.5,0.6,0.25,0.6666666666666666,27.272727272727273,0.14285714285714285,0.25,0.1,0.14285714285714285,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5280333333333332,0.63945,0.4,0.6666666666666666,0.16666666666666666,7.8,23.85,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627745,1610612737,Damian Jones,Damian Jones,1627745,ATL,3564.0,59,-6.0,130,128,42,35,15,258,1.0,,,,,13.0,,,5.0,27.0,143,,5.0,5.0,,,,1.0,3.0,7.0,5.0,12.0,,1.0,,3.0,1.0,5.0,7.0,5.0,6.0,2.0,5.0,42,,,,0.8461538461538461,0.84375,0.625,,13.194444444444445,0.0967741935483871,0.02631578947368421,0.10909090909090909,0.07017543859649122,,0.14285714285714285,,0.07692307692307693,,,,,,,0.9230769230769231,,0.6375307692307692,0.4824,0.13333333333333333,0.13333333333333333,0.18518518518518517,1.5538461538461539,,0.3230769230769231,10.0,12.0,1.0,3.0,1.0,1.0,11.0,1.0,3.0,2.0,4.0,1.0,20.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,0.9090909090909091,1.0,0.8461538461538461,0.3333333333333333,0.3333333333333333,0.5,0.15384615384615385,0.16666666666666666,0.6666666666666666,0.5,0.25,0.125,0.15789473684210525,0.06666666666666667,0.07692307692307693,0.3333333333333333,0.09523809523809523,0.13636363636363635,0.75,0.9230769230769231,0.8333333333333334,1.0,0.9,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5928,0.14814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628989,1610612737,Kevin Huerter,Kevin Huerter,1628989,ATL,3105.0,52,-21.0,114,110,48,46,17,224,5.0,1.0,1.0,3.0,10.0,12.0,3.0,11.0,1.0,24.0,133,5.0,1.0,14.0,6.0,10.0,3.0,,2.0,2.0,,2.0,,2.0,,3.0,,3.0,9.0,1.0,1.0,,14.0,48,0.6666666666666666,0.2727272727272727,0.2727272727272727,0.5,0.5,0.6363636363636364,0.4782608695652174,19.84732824427481,0.05555555555555555,,0.0392156862745098,,,,,0.21739130434782608,0.043478260869565216,0.43478260869565216,0.3,0.3,0.6666666666666666,0.1,0.5652173913043478,0.3,0.4836521739130435,0.49329999999999996,,,0.5833333333333334,12.291666666666666,25.481818181818184,0.42105263157894735,1.0,2.0,,,1.0,2.0,7.0,,1.0,,3.0,5.0,8.0,6.0,,,1.0,6.0,1.0,,13.0,,,,,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,0.5714285714285714,0.5714285714285714,0.5833333333333334,,0.5,0.5,,,0.3333333333333333,,,,,,,,0.047619047619047616,,1.0,0.08695652173913043,0.5,0.5,,0.4,0.4,1.0,,,0.1,0.4739166666666666,0.125,1.0,4.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,0.5,0.6,0.4,0.65,0.25,0.21739130434782608,0.8,0.8,0.5,0.6666666666666666,0.5,1.0,1.0,0.4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,974.0,16,4.0,38,37,18,11,6,75,1.0,,,,,9.0,,,4.0,10.0,38,,,2.0,,,,,,,,,,,,1.0,1.0,,,4.0,4.0,2.0,2.0,18,,,,0.3333333333333333,0.45454545454545453,0.2,,27.272727272727273,,,,,,,,0.1111111111111111,,,,,,,0.6666666666666666,,0.5765444444444444,0.5259400000000001,0.18181818181818182,0.18181818181818182,0.2,5.633333333333334,,0.47368421052631576,3.0,6.0,,,2.0,,3.0,,,2.0,2.0,5.0,4.0,2.0,,2.0,1.0,4.0,1.0,,9.0,,,,,3.0,3.0,1.0,,1.0,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,1.0,0.2222222222222222,0.16666666666666666,1.0,,,,,,,,,,,0.6666666666666666,0.5,0.6,0.6666666666666666,,,,,,0.4,,0.2,1.0,,2.0,,,,,,,1.0,,,3.0,1.0,1.0,,,,,,,0.2,0.2,,0.2222222222222222,,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202323,1610612737,Evan Turner,Evan Turner,202323,ATL,15089.0,251,-65.0,547,539,220,232,65,1086,26.0,1.0,,,4.0,62.0,,5.0,12.0,62.0,583,3.0,7.0,31.0,,4.0,,5.0,14.0,30.0,8.0,38.0,1.0,7.0,,26.0,13.0,12.0,20.0,13.0,14.0,8.0,31.0,220,,,,0.373134328358209,0.4236111111111111,0.4305555555555556,0.07462686567164178,15.883306320907618,0.0958904109589041,0.032467532467532464,0.11067193675889328,0.03088803088803089,0.014925373134328358,0.0851063829787234,0.02702702702702703,0.3880597014925373,0.014925373134328358,0.05970149253731343,,,,,0.3880597014925373,,0.46972313432835827,0.4462926470588235,0.1111111111111111,0.11940298507462686,0.5,9.183870967741935,24.94,0.40219378427787933,11.0,21.0,1.0,2.0,11.0,8.0,25.0,3.0,5.0,5.0,11.0,31.0,20.0,30.0,2.0,4.0,16.0,38.0,12.0,4.0,92.0,3.0,,14.0,2.0,9.0,4.0,19.0,3.0,4.0,3.0,4.0,,,8.0,5.0,3.0,8.0,4.0,,,0.4,0.4166666666666667,0.4032258064516129,0.6,0.6,0.7857142857142857,0.06451612903225806,0.14285714285714285,0.7307692307692307,0.11764705882352941,,0.1308411214953271,0.02857142857142857,0.047619047619047616,0.02531645569620253,0.038461538461538464,0.09210526315789473,0.10344827586206896,0.5,0.31343283582089554,0.5238095238095238,0.6111111111111112,0.2727272727272727,0.3076923076923077,0.3076923076923077,0.375,0.4,0.5,0.3235294117647059,0.40563333333333335,0.1774193548387097,5.0,6.0,15.0,,,,3.0,,,12.0,,,22.0,16.0,2.0,5.0,15.0,1.0,2.0,,,0.3870967741935484,0.35294117647058826,0.13043478260869565,0.22388059701492538,0.4,0.42857142857142855,0.6666666666666666,,,,0.45454545454545453,0.08823529411764706,,4.0,,,1.0,1.0,1.0,3.0,1.0,1.0,0.06666666666666667,0.041666666666666664,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1713,1610612737,Vince Carter,Vince Carter,1713,ATL,4697.0,78,-12.0,161,166,46,71,15,327,6.0,5.0,2.0,4.0,15.0,11.0,6.0,20.0,1.0,27.0,166,5.0,,7.0,18.0,15.0,4.0,,3.0,9.0,1.0,10.0,,2.0,,6.0,1.0,4.0,6.0,2.0,2.0,1.0,7.0,46,1.0,0.3,0.3,0.41935483870967744,0.421875,0.35,0.6451612903225806,21.468926553672315,0.06,,0.09302325581395349,,,0.058823529411764705,,0.1935483870967742,0.16129032258064516,0.4838709677419355,0.26666666666666666,0.26666666666666666,1.0,0.2,0.7096774193548387,0.26666666666666666,0.5053741935483872,0.49145500000000003,0.03125,0.08333333333333333,0.25925925925925924,9.672727272727272,25.440000000000005,0.2857142857142857,1.0,2.0,,,1.0,1.0,4.0,,1.0,1.0,4.0,5.0,,8.0,,,1.0,4.0,1.0,,9.0,,1.0,5.0,1.0,2.0,1.0,4.0,1.0,,1.0,,,,4.0,3.0,1.0,4.0,1.0,,,,,0.36363636363636365,,0.75,0.6666666666666666,,,0.6666666666666666,0.25,0.14285714285714285,0.1388888888888889,,,,,0.07692307692307693,0.1,0.25,0.06451612903225806,0.5,0.5,,0.16666666666666666,0.16666666666666666,,,,0.1,0.46652499999999997,0.14814814814814814,1.0,2.0,3.0,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,,3.0,3.0,,1.0,4.0,1.0,1.0,1.0,0.2,0.4,0.35,,0.0967741935483871,0.6666666666666666,0.6666666666666666,,0.5,1.0,1.0,1.0,0.3,,,,,,,,,,,,,0.3333333333333333,2.0,1.0,0.4,0.4,1.0,0.5,,,,,,,,,,,,,,,True,,,,,,,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,2369.0,39,-12.0,89,88,39,26,13,177,2.0,,,1.0,3.0,10.0,1.0,3.0,,17.0,100,2.0,,11.0,3.0,3.0,1.0,3.0,4.0,11.0,5.0,16.0,,3.0,,5.0,2.0,4.0,6.0,2.0,,,11.0,39,1.0,0.3333333333333333,0.3333333333333333,0.6538461538461539,0.6538461538461539,0.6875,0.23076923076923078,17.821782178217823,0.21052631578947367,0.15,0.24324324324324326,0.13513513513513514,0.125,0.2,,0.15384615384615385,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,0.6153846153846154,0.3333333333333333,0.47224999999999995,0.46902499999999997,,,0.6470588235294118,7.35,26.366666666666664,0.43820224719101125,4.0,5.0,2.0,2.0,2.0,1.0,7.0,3.0,3.0,,6.0,6.0,8.0,6.0,2.0,3.0,1.0,2.0,1.0,,5.0,2.0,,5.0,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,3.0,1.0,2.0,3.0,2.0,,,0.5714285714285714,0.6666666666666666,0.7,1.0,1.0,1.0,0.3,0.2,0.4,1.0,,0.2777777777777778,0.11764705882352941,0.125,,0.5,0.3333333333333333,0.29411764705882354,0.6666666666666666,0.38461538461538464,0.8,1.0,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,0.25,0.45075,0.35294117647058826,2.0,2.0,3.0,,,1.0,2.0,,,4.0,1.0,,1.0,1.0,,1.0,2.0,2.0,,,0.5,0.6666666666666666,0.6875,,0.23076923076923078,0.6666666666666666,1.0,,,,,1.0,0.25,0.5,,,0.5,,,,,,,0.3333333333333333,0.25,,,,,,,,0.5,,,,,,,,,,,,,,True,,,,,,,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,4822.0,80,-7.0,179,173,69,72,24,352,11.0,1.0,1.0,6.0,19.0,22.0,7.0,20.0,30.0,69.0,201,6.0,18.0,29.0,12.0,19.0,6.0,1.0,6.0,12.0,1.0,13.0,,4.0,,14.0,5.0,2.0,4.0,23.0,32.0,10.0,29.0,69,0.5714285714285714,0.35,0.35,0.4642857142857143,0.6160714285714286,0.6304347826086957,0.47619047619047616,34.65346534653465,0.12244897959183673,0.02564102564102564,0.14634146341463414,0.013513513513513514,0.047619047619047616,0.05555555555555555,,0.2619047619047619,0.023809523809523808,0.4523809523809524,0.3157894736842105,0.3157894736842105,0.5,0.07142857142857142,0.6904761904761905,0.3157894736842105,0.5262829268292682,0.5098807692307692,0.22,0.3448275862068966,0.42028985507246375,7.586363636363638,27.454999999999995,0.3854748603351955,5.0,9.0,,,3.0,3.0,9.0,,2.0,,3.0,8.0,2.0,16.0,,3.0,2.0,17.0,1.0,1.0,36.0,,,6.0,,2.0,1.0,10.0,1.0,5.0,,,,6.0,,,,,,,4.0,0.1111111111111111,0.1111111111111111,0.4090909090909091,,0.375,0.375,0.13636363636363635,0.3333333333333333,0.7142857142857143,,,0.18181818181818182,,,,,0.08695652173913043,0.14814814814814814,,0.21428571428571427,0.5555555555555556,0.8333333333333334,0.2,0.2727272727272727,0.2727272727272727,,,,0.21428571428571427,0.494725,0.043478260869565216,1.0,1.0,2.0,,1.0,2.0,5.0,1.0,2.0,1.0,3.0,9.0,15.0,11.0,,1.0,5.0,1.0,,0.5,0.5,0.125,0.39285714285714285,0.375,0.047619047619047616,0.5,0.5,,0.25,,,0.3333333333333333,0.35714285714285715,0.4,4.0,1.0,,1.0,,1.0,3.0,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.047619047619047616,,,,,,True,,,,,,,,,
1629164,1610612737,Brandon Goodwin,Brandon Goodwin,1629164,ATL,693.0,12,6.0,27,27,8,12,3,54,,1.0,,,,2.0,,1.0,,2.0,26,,,,,,,,1.0,2.0,,2.0,,1.0,,1.0,,,1.0,,,,,8,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,13.333333333333334,0.1111111111111111,,0.14285714285714285,,,,,,0.3333333333333333,,,,,,0.6666666666666666,,0.5568166666666666,0.4194,,,,8.8,23.4,0.2962962962962963,1.0,1.0,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.2,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,0.5,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627761,1610612737,DeAndre' Bembry,DeAndre' Bembry,1627761,ATL,8315.0,139,-66.0,301,297,156,166,36,598,8.0,2.0,1.0,1.0,7.0,29.0,1.0,9.0,6.0,41.0,331,3.0,2.0,12.0,3.0,6.0,1.0,1.0,13.0,23.0,5.0,28.0,,5.0,,12.0,5.0,3.0,11.0,8.0,9.0,5.0,12.0,156,1.0,0.1111111111111111,0.125,0.4605263157894737,0.4880952380952381,0.42857142857142855,0.23684210526315788,15.929203539823009,0.17567567567567569,0.011764705882352941,0.17293233082706766,0.03546099290780142,0.027777777777777776,0.22727272727272727,,0.21052631578947367,0.05263157894736842,0.18421052631578946,0.14285714285714285,0.14285714285714285,1.0,0.08333333333333333,0.7894736842105263,0.16666666666666666,0.5610554054054053,0.6344863636363637,0.11904761904761904,0.15151515151515152,0.2926829268292683,3.1793103448275857,27.444444444444443,0.5182724252491694,12.0,21.0,1.0,3.0,7.0,4.0,16.0,1.0,4.0,,2.0,9.0,20.0,12.0,2.0,5.0,5.0,13.0,4.0,1.0,31.0,4.0,,10.0,,8.0,7.0,7.0,3.0,4.0,1.0,2.0,,,6.0,5.0,1.0,6.0,4.0,,,0.625,0.6666666666666666,0.5517241379310345,0.25,0.25,0.25,0.1724137931034483,0.14285714285714285,0.5833333333333334,,,0.1694915254237288,0.07142857142857142,,0.08695652173913043,,0.15789473684210525,0.18,0.6666666666666666,0.5526315789473685,0.5714285714285714,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.75,0.75,0.3333333333333333,0.5833333333333334,0.4618,0.04878048780487805,4.0,,,,,,2.0,,,5.0,,,8.0,7.0,1.0,1.0,3.0,,5.0,,,0.5555555555555556,0.4166666666666667,0.14285714285714285,,,,,,,,0.5714285714285714,0.16666666666666666,,,,0.25,,,3.0,1.0,,,,,0.1111111111111111,,,,,,,,,,1.0,,,,,,1.0,,,,,True,,,,,,,,,
