EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,Charge Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,Charge Fouls,BlockedCorner3,3SecondViolations,on,OffensiveGoaltends,Clear Path Fouls,HeaveMakes
1626156,1610612744,D'Angelo Russell,D'Angelo Russell,1626156,GSW,63623.0,1060,-231.0,2240,2228,359,456.0,220.0,4468,35.0,48.0,5.0,5.0,5.0,5.0,59.0,151.0,59.0,115.0,14.0,31.0,3.0,4.0,5.0,7.0,106.0,290.0,10.0,21.0,14.0,58.0,153.0,314.0,120.0,321.0,113.0,779.0,2600,14.0,19.0,13.0,25.0,4.0,71.0,22.0,38.0,19.0,65.0,41.0,142.0,84.0,222.0,219.0,141.0,4.0,1.0,289.0,106.0,11.0,3.0,163.0,43.0,206.0,34.0,9.0,117.0,26.0,20.0,455.0,6.0,8.0,58.0,49.0,1.0,108.0,14.0,122.0,6.0,31.0,22.0,9.0,75.0,17.0,54.0,25.0,5.0,21.0,1.0,100.0,7.0,16.0,24.0,64.0,2.0,2.0,115.0,1.0,5.0,144.0,5.0,2.0,3.0,57.0,4.0,12.0,9.0,6.0,1.0,2.0,9.0,6.0,140.0,356,6.0,11.0,0.2745098039215686,0.2781456953642384,0.6083333333333333,0.3738317757009345,0.52,0.2923076923076923,0.375,0.4872611464968153,0.7368421052631579,0.5789473684210527,0.5244094488188976,0.7613636363636364,0.4902912621359223,0.5542082738944365,0.7777777777777778,0.5551181102362205,0.5055118110236221,0.0093457943925233,0.0350318471337579,0.0625,0.0463576158940397,0.008695652173913,0.0103448275862068,32.10420841683367,0.75,0.0172413793103448,0.0919324577861163,0.0135593220338983,0.1223628691983122,0.0123456790123456,0.1062562065541211,0.0130111524163568,0.021505376344086,0.0127118644067796,0.0059523809523809,0.0102301790281329,0.0210526315789473,0.0591133004926108,0.074235807860262,0.198019801980198,0.128,0.101010101010101,0.0175438596491228,0.6666666666666666,0.0755905511811023,0.7291666666666666,0.7777777777777778,0.3714285714285714,0.2377952755905512,0.390728476821192,0.4097222222222222,0.2203389830508474,0.1811023622047244,0.5130434782608696,0.5175438596491229,0.2711864406779661,0.0488188976377952,0.4516129032258064,0.4516129032258064,0.8571428571428571,0.4566929133858268,0.3655172413793103,0.3693379790940767,0.5754716981132075,0.1136363636363636,1.0,0.2,0.0909090909090909,0.75,1.0,0.4772727272727273,0.4761904761904761,0.7,0.0485436893203883,1.0,0.0679611650485436,0.7142857142857143,0.5631067961165048,0.2413793103448276,0.5811023622047244,0.3667820069204152,0.4836803627760252,0.5085821428571429,0.4593122549019607,0.0885341074020319,0.1557377049180328,0.0123839009287925,0.0911424903722721,0.1822849807445443,11.379617834394908,26.86230529595016,0.1602678571428571,,,,,,,,,,,,,True,,,
1626161,1610612744,Willie Cauley-Stein,Willie Cauley-Stein,1626161,GSW,29436.0,491,-60.0,1010,1014,132,156.0,98.0,2024,68.0,89.0,13.0,19.0,11.0,13.0,13.0,28.0,2.0,15.0,,,,,,,,,,,,,83.0,132.0,,,15.0,181.0,1136,17.0,25.0,,,3.0,37.0,14.0,16.0,,,2.0,30.0,138.0,28.0,,,20.0,,,,6.0,,18.0,10.0,28.0,8.0,2.0,8.0,3.0,7.0,66.0,20.0,19.0,42.0,38.0,10.0,90.0,39.0,129.0,,24.0,15.0,9.0,9.0,,6.0,9.0,3.0,3.0,,18.0,1.0,3.0,32.0,57.0,8.0,2.0,36.0,5.0,1.0,30.0,4.0,,,16.0,,1.0,34.0,23.0,,11.0,35.0,19.0,30.0,132,1.0,,0.8313253012048193,0.9452054794520548,,,,,,0.6287878787878788,0.68,0.875,0.6287878787878788,0.68,0.875,0.6241379310344828,0.6851851851851852,0.8823529411764706,,,0.0454545454545454,0.0561797752808988,0.0357142857142857,,,14.540588760035682,0.5,0.3571428571428571,0.1490196078431372,0.0688405797101449,0.1981132075471698,0.0970873786407767,0.171306209850107,0.0809128630705394,0.0875,0.0625,0.0595238095238095,0.0914634146341463,0.119047619047619,0.1428571428571428,0.1578947368421052,0.1395348837209302,0.1964285714285714,0.2045454545454545,,0.5428571428571428,0.6742424242424242,0.7640449438202247,0.8095238095238095,0.8676470588235294,0.2121212121212121,0.4642857142857143,0.4814814814814814,0.6153846153846154,0.1136363636363636,0.1333333333333333,0.1333333333333333,1.0,,,,,,,,,0.76,0.6842105263157895,0.3846153846153846,,,,,,,0.8125,0.8461538461538461,,,,,0.6742424242424242,,0.5469909090909092,0.5842411764705883,0.6000625,0.1111111111111111,0.1111111111111111,,0.2044198895027624,0.1657458563535911,4.808333333333333,,0.1306930693069307,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,True,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,3475.0,58,-28.0,119,118,6,14.0,10.0,237,4.0,7.0,4.0,6.0,1.0,1.0,1.0,4.0,,2.0,,,,,,,,2.0,,,,1.0,5.0,13.0,,2.0,,10.0,134,4.0,7.0,,,,8.0,1.0,1.0,,1.0,,2.0,,10.0,,,6.0,,2.0,,2.0,,3.0,,3.0,,,1.0,2.0,,6.0,2.0,7.0,2.0,5.0,1.0,8.0,9.0,17.0,2.0,2.0,2.0,,1.0,1.0,,3.0,,1.0,,4.0,,,6.0,11.0,,1.0,,,,,,,,,,,,,,,,,2.0,6,,,,,,,,,,0.3846153846153846,0.5714285714285714,1.0,0.3333333333333333,0.5714285714285714,0.5,0.3333333333333333,0.5714285714285714,0.5,0.1333333333333333,,0.1538461538461538,0.2857142857142857,,,,14.393939393939393,0.25,0.2,0.2,0.2058823529411764,0.0666666666666666,0.0833333333333333,0.1272727272727272,0.1551724137931034,0.25,0.2857142857142857,0.0833333333333333,0.05,0.25,0.25,,1.0,0.0476190476190476,0.1111111111111111,0.25,,0.4666666666666667,0.5714285714285714,0.8,,0.2666666666666666,0.25,0.25,,0.1333333333333333,,,,,,,,0.1333333333333333,,,,0.8571428571428571,0.6666666666666666,,,,,,,,0.5,1.0,,,0.5,,0.6,,0.51268,0.5023,0.464775,,,,0.8,0.2,6.1000000000000005,26.0,0.0504201680672268,1.0,,,,,1.0,,,,,,,True,,,
1627814,1610612744,Damion Lee,Damion Lee,1627814,GSW,27733.0,462,-4.0,982,982,151,201.0,89.0,1964,23.0,30.0,4.0,5.0,3.0,3.0,14.0,33.0,5.0,20.0,5.0,16.0,,2.0,,2.0,15.0,50.0,3.0,5.0,4.0,11.0,42.0,83.0,20.0,66.0,23.0,167.0,1089,4.0,7.0,3.0,7.0,,17.0,3.0,7.0,4.0,13.0,8.0,26.0,68.0,16.0,60.0,,6.0,1.0,49.0,15.0,3.0,2.0,27.0,12.0,39.0,7.0,5.0,16.0,5.0,6.0,90.0,8.0,9.0,29.0,50.0,3.0,82.0,17.0,99.0,3.0,10.0,7.0,3.0,8.0,5.0,7.0,11.0,1.0,1.0,1.0,19.0,,1.0,20.0,46.0,3.0,1.0,29.0,,7.0,25.0,2.0,,4.0,8.0,,4.0,2.0,,,2.0,2.0,1.0,26.0,148,4.0,3.0,0.8095238095238095,0.8717948717948718,1.0,0.303030303030303,0.4285714285714285,0.3076923076923077,0.3076923076923077,0.5060240963855421,0.5714285714285714,0.4285714285714285,0.4832214765100671,0.6071428571428571,0.45,0.5157232704402516,0.6071428571428571,0.5416666666666666,0.4429530201342282,0.0303030303030303,0.036144578313253,0.0333333333333333,0.0606060606060606,,0.04,16.268382352941174,0.4210526315789473,0.1666666666666666,0.2040816326530612,0.0362903225806451,0.1407766990291262,0.0355555555555555,0.1751662971175166,0.0359408033826638,0.0454545454545454,0.0377358490566037,0.0263157894736842,0.0391061452513966,0.0217391304347826,0.2065217391304347,0.2135922330097087,0.18,0.1333333333333333,0.1707317073170731,0.0375,0.5,0.2013422818791946,0.7666666666666667,0.7931034482758621,0.8695652173913043,0.2214765100671141,0.4242424242424242,0.4516129032258064,0.8571428571428571,0.1342281879194631,0.25,0.25,0.4,0.1073825503355704,0.3125,0.3125,1.0,0.3355704697986577,0.3,0.3125,1.0,0.3571428571428571,0.8,0.25,0.1428571428571428,,,0.3571428571428571,0.6,1.0,0.15,1.0,0.1,,0.55,0.3636363636363636,0.6442953020134228,0.3061224489795918,0.5036377551020408,0.5182333333333333,0.4830815789473684,0.0516129032258064,0.0898876404494382,,0.1017964071856287,0.155688622754491,8.680722891566264,26.33484848484849,0.1537678207739307,3.0,2.0,,,,,,,,,,,True,,,
1628980,1610612744,Jacob Evans,Jacob Evans,1628980,GSW,4255.0,71,-28.0,151,146,19,30.0,15.0,297,2.0,4.0,1.0,1.0,,,,5.0,2.0,5.0,,1.0,,,,,3.0,6.0,,,,,4.0,14.0,3.0,7.0,5.0,22.0,187,1.0,1.0,,,,2.0,,,,,,,4.0,4.0,6.0,3.0,2.0,,6.0,3.0,2.0,,,,,,,,,,,,1.0,1.0,5.0,,6.0,1.0,7.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,,7.0,9.0,,,3.0,,,6.0,,,,3.0,,,,,,,,,,19,,,0.5,0.6666666666666666,0.6666666666666666,0.4285714285714285,,,0.4285714285714285,0.2857142857142857,1.0,,0.4047619047619047,1.0,,0.4583333333333333,1.0,,0.3333333333333333,,0.1428571428571428,,0.4,,,14.88095238095238,,,0.1428571428571428,0.0232558139534883,0.04,,0.1,0.0136986301369863,0.0909090909090909,,,,,0.0833333333333333,0.0714285714285714,0.3333333333333333,0.0476190476190476,,0.0833333333333333,,0.1904761904761904,0.5,0.5,0.5,0.238095238095238,,,,0.238095238095238,0.4,0.4,0.5,0.0476190476190476,,,,0.2857142857142857,0.5,0.5,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,0.5238095238095238,0.5,0.5050642857142856,0.6231,,0.125,0.1764705882352941,,0.0909090909090909,,9.321428571428571,25.47142857142857,0.1258278145695364,,,,,,,,,,,,,True,,,
1629065,1610612744,Ky Bowman,Ky Bowman,1629065,GSW,4066.0,68,-3.0,143,140,21,33.0,14.0,283,,,,,,,1.0,4.0,1.0,1.0,1.0,3.0,,1.0,,,,3.0,,1.0,,,2.0,5.0,1.0,6.0,,7.0,151,,,,2.0,,,,1.0,,,,,4.0,,3.0,,,,3.0,,,1.0,7.0,3.0,10.0,3.0,,3.0,2.0,2.0,23.0,1.0,,6.0,2.0,,8.0,1.0,9.0,,4.0,1.0,3.0,,2.0,,4.0,,,1.0,4.0,1.0,,5.0,9.0,,,2.0,,,,,,,,,,,,,,,,,20,1.0,,1.0,1.0,1.0,0.1666666666666666,,,0.1666666666666666,0.4,,,0.3181818181818182,,,0.3181818181818182,,,0.5454545454545454,0.1666666666666666,,,,,,9.25925925925926,,,0.0869565217391304,,0.1666666666666666,0.032258064516129,0.135593220338983,0.0149253731343283,,,,0.037037037037037,,0.2222222222222222,,,0.2142857142857142,,,,,,,,0.3636363636363636,0.25,0.25,1.0,0.0909090909090909,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.5,1.0,0.2727272727272727,,,,,,,0.5,,,0.5,,,,,,,,,0.5454545454545454,,0.49555,0.551625,0.4474,,,,,,10.02,25.53333333333333,0.1468531468531468,1.0,1.0,,,,,0.3333333333333333,,,,,,True,,,
202692,1610612744,Alec Burks,Alec Burks,202692,GSW,26602.0,443,-87.0,931,924,221,274.0,100.0,1855,23.0,47.0,4.0,5.0,5.0,6.0,16.0,37.0,12.0,25.0,5.0,15.0,1.0,1.0,2.0,5.0,11.0,37.0,,1.0,1.0,10.0,51.0,109.0,16.0,52.0,57.0,207.0,1082,5.0,9.0,1.0,2.0,5.0,18.0,8.0,14.0,3.0,15.0,12.0,37.0,54.0,48.0,30.0,18.0,6.0,1.0,36.0,11.0,10.0,1.0,36.0,11.0,47.0,8.0,3.0,21.0,6.0,9.0,105.0,5.0,7.0,31.0,17.0,3.0,51.0,13.0,64.0,3.0,17.0,13.0,4.0,14.0,2.0,12.0,5.0,1.0,2.0,1.0,19.0,,7.0,15.0,40.0,3.0,1.0,54.0,3.0,6.0,60.0,8.0,,2.0,26.0,2.0,4.0,9.0,5.0,,4.0,10.0,7.0,37.0,218,10.0,3.0,0.5294117647058824,0.5625,0.625,0.3076923076923077,0.5,0.2,0.3137254901960784,0.4678899082568807,0.5555555555555556,0.5714285714285714,0.4658385093167702,0.5909090909090909,0.4310344827586206,0.5567567567567567,0.6923076923076923,0.5285714285714286,0.3229813664596273,0.0192307692307692,0.091743119266055,0.1702127659574468,0.027027027027027,0.04,0.027027027027027,19.46564885496183,0.7368421052631579,0.1153846153846153,0.0755555555555555,0.0290456431535269,0.1648936170212765,0.0240384615384615,0.1162227602905569,0.0267260579064587,0.057471264367816,0.0206185567010309,,0.0232558139534883,0.0277777777777777,0.0697674418604651,0.0769230769230769,0.0833333333333333,0.1360544217687075,0.2682926829268293,0.0375,0.7,0.2919254658385093,0.4893617021276595,0.5897435897435898,0.6956521739130435,0.2298136645962732,0.4324324324324324,0.4444444444444444,0.25,0.15527950310559,0.48,0.5,0.5833333333333334,0.093167701863354,0.3333333333333333,0.3333333333333333,0.6,0.2298136645962732,0.2972972972972973,0.3055555555555556,0.6363636363636364,0.4545454545454545,0.8,0.25,0.0909090909090909,1.0,,0.0909090909090909,,,0.2068965517241379,0.8333333333333334,0.1724137931034483,0.4,0.3448275862068966,0.1,0.6149068322981367,0.3055555555555556,0.4939946875,0.5404928571428572,0.4787053571428571,0.154696132596685,0.2047244094488189,0.037037037037037,0.0869565217391304,0.178743961352657,7.932110091743119,25.959615384615383,0.2373791621911922,,2.0,1.0,1.0,1.0,,,1.0,0.0588235294117647,,,,True,,,
203922,1610612744,Glenn Robinson III,Glenn Robinson III,203922,GSW,42197.0,703,-127.0,1484,1486,256,306.0,145.0,2970,40.0,63.0,5.0,7.0,10.0,15.0,22.0,36.0,20.0,36.0,14.0,40.0,3.0,7.0,,3.0,12.0,42.0,3.0,6.0,2.0,5.0,82.0,135.0,26.0,82.0,24.0,266.0,1716,10.0,15.0,6.0,13.0,1.0,39.0,13.0,21.0,2.0,8.0,7.0,39.0,130.0,34.0,69.0,9.0,14.0,1.0,41.0,12.0,12.0,1.0,15.0,20.0,35.0,14.0,6.0,11.0,2.0,2.0,90.0,19.0,16.0,32.0,30.0,10.0,72.0,36.0,108.0,1.0,29.0,25.0,4.0,11.0,3.0,4.0,9.0,2.0,7.0,,20.0,1.0,2.0,25.0,43.0,,1.0,24.0,4.0,,29.0,1.0,,2.0,13.0,,1.0,7.0,4.0,,3.0,7.0,2.0,39.0,254,6.0,1.0,0.7926829268292683,0.8666666666666667,0.8846153846153846,0.3170731707317073,0.4615384615384615,0.25,0.3209876543209876,0.6074074074074074,0.6666666666666666,0.6190476190476191,0.5576036866359447,0.6785714285714286,0.5517241379310345,0.5739130434782609,0.6724137931034483,0.5909090909090909,0.3778801843317972,0.0121951219512195,0.0888888888888888,0.1111111111111111,0.1388888888888889,,0.0238095238095238,15.16070345664039,0.55,0.25,0.0872093023255814,0.0428954423592493,0.0981595092024539,0.058282208588957,0.0925373134328358,0.050071530758226,0.043859649122807,0.0616438356164383,0.0176991150442477,0.0576923076923076,0.0606060606060606,0.0476190476190476,0.0993377483443708,0.1343283582089552,0.0968992248062015,0.1029411764705882,0.0106382978723404,0.2857142857142857,0.2903225806451613,0.6349206349206349,0.7142857142857143,0.825,0.1658986175115207,0.6111111111111112,0.7096774193548387,0.7272727272727273,0.1658986175115207,0.5555555555555556,0.5555555555555556,0.8,0.184331797235023,0.35,0.35,0.9285714285714286,0.1935483870967742,0.2857142857142857,0.2926829268292683,0.8333333333333334,0.25,0.7142857142857143,,0.25,0.4285714285714285,1.0,0.2142857142857142,0.5,0.6666666666666666,0.5172413793103449,0.6666666666666666,0.1034482758620689,,0.1724137931034483,0.4,0.6682027649769585,0.2926829268292683,0.5317023148148148,0.55189375,0.5741660714285715,0.056768558951965,0.0884353741496598,,0.1466165413533834,0.1466165413533834,8.087407407407408,25.182926829268293,0.1725067385444744,3.0,,,,1.0,,,1.0,0.0285714285714285,,,,True,,,
1629673,1610612744,Jordan Poole,Jordan Poole,1629673,GSW,16729.0,279,-68.0,592,578,60,89.0,58.0,1170,4.0,11.0,,1.0,3.0,5.0,6.0,10.0,8.0,21.0,4.0,12.0,,,,1.0,13.0,51.0,2.0,11.0,,5.0,18.0,42.0,17.0,63.0,9.0,96.0,685,,1.0,2.0,11.0,,6.0,3.0,8.0,,6.0,,6.0,18.0,18.0,51.0,,,,51.0,13.0,5.0,1.0,11.0,6.0,17.0,5.0,1.0,4.0,5.0,2.0,40.0,1.0,,15.0,10.0,1.0,26.0,1.0,27.0,,9.0,6.0,3.0,6.0,1.0,3.0,7.0,2.0,3.0,,13.0,,1.0,7.0,18.0,,,16.0,,4.0,11.0,,,1.0,2.0,2.0,,3.0,1.0,,2.0,3.0,2.0,6.0,60,,,0.5,0.5,1.0,0.2698412698412698,0.1818181818181818,,0.2698412698412698,0.4285714285714285,,0.375,0.4142857142857143,0.25,0.2142857142857142,0.4403669724770642,0.25,0.2142857142857142,0.6,0.0158730158730158,0.119047619047619,0.2727272727272727,,0.0952380952380952,0.0196078431372549,18.456883509833585,0.4615384615384615,0.0555555555555555,0.0714285714285714,,0.1171875,0.0078125,0.0932835820895522,0.0034482758620689,,,,0.0096153846153846,,0.0655737704918032,0.074074074074074,0.08,0.11,0.1428571428571428,,0.6666666666666666,0.1047619047619047,0.3636363636363636,0.5,0.5,0.0952380952380952,0.6,0.6,0.5,0.2,0.3809523809523809,0.4210526315789473,0.5,0.1142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.4857142857142857,0.2549019607843137,0.26,1.0,0.0833333333333333,,,,,,0.9166666666666666,0.1818181818181818,1.0,0.3571428571428571,0.6,0.0714285714285714,,0.3571428571428571,,0.7047619047619048,0.2549019607843137,0.5013161904761904,0.52925625,0.4877857142857142,0.036697247706422,0.0454545454545454,0.0307692307692307,0.0625,0.0625,12.147619047619044,26.24444444444445,0.1013513513513513,2.0,2.0,,,,,,,,1.0,,,True,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,37706.0,628,-137.0,1340,1338,222,272.0,121.0,2678,31.0,51.0,4.0,8.0,8.0,11.0,15.0,36.0,4.0,18.0,2.0,8.0,,,,,17.0,61.0,2.0,4.0,1.0,10.0,50.0,105.0,19.0,69.0,32.0,189.0,1530,4.0,9.0,2.0,4.0,,14.0,11.0,22.0,1.0,10.0,13.0,38.0,72.0,28.0,57.0,,4.0,,61.0,17.0,7.0,,70.0,53.0,123.0,40.0,13.0,44.0,13.0,13.0,299.0,6.0,7.0,52.0,50.0,16.0,118.0,13.0,131.0,3.0,34.0,24.0,10.0,26.0,15.0,23.0,21.0,2.0,3.0,,47.0,4.0,5.0,28.0,56.0,3.0,,40.0,3.0,4.0,41.0,5.0,,,17.0,,6.0,15.0,6.0,,9.0,18.0,7.0,35.0,219,1.0,4.0,0.72,0.75,1.0,0.2753623188405797,0.5,0.1,0.2753623188405797,0.4761904761904761,0.4444444444444444,0.5,0.4511494252873563,0.5384615384615384,0.390625,0.4921875,0.5384615384615384,0.475,0.396551724137931,,0.0666666666666666,0.0784313725490196,0.0555555555555555,0.0555555555555555,,16.269571136827775,0.5531914893617021,0.4444444444444444,0.1587301587301587,0.0203488372093023,0.1805555555555555,0.0203389830508474,0.1691542288557214,0.0203442879499217,0.04,0.0069444444444444,0.02,0.0168067226890756,0.0350877192982456,0.1517857142857142,0.1736111111111111,0.135593220338983,0.1733333333333333,0.2063492063492063,0.0319148936170212,0.3888888888888889,0.293103448275862,0.6078431372549019,0.6595744680851063,0.7741935483870968,0.2068965517241379,0.4166666666666667,0.4411764705882353,0.6,0.1034482758620689,0.2222222222222222,0.2352941176470588,0.75,0.0459770114942528,0.25,0.25,1.0,0.3505747126436782,0.2786885245901639,0.2786885245901639,1.0,0.6153846153846154,0.5,0.5,,,,0.3076923076923077,0.5,1.0,0.34375,0.7272727272727273,,,0.3125,0.1,0.6896551724137931,0.2786885245901639,0.508656647398844,0.5555785714285715,0.4889,0.0913978494623656,0.1452991452991453,,0.074074074074074,0.201058201058201,7.09047619047619,26.20579710144928,0.1656716417910447,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,,True,,,
