EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted2s,PtsPutbacks,LostBallSteals,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,OffAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,Fg2aBlocked,BadPassOutOfBoundsTurnovers,Travels,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,LostBallOutOfBoundsTurnovers,on,SecondChanceCorner3FGA,Transition Take Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,HeaveMakes,Fg3aBlocked,Charge Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,3SecondViolations
1628420,1610612764,Monte Morris,Monte Morris,1628420,WAS,55.0,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630643,1610612764,Jay Huff,Jay Huff,1630643,WAS,5696.0,95,208,213,421,-7.0,74.0,90.0,22.0,8.0,10.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,11.0,1.0,9.0,13.0,6.0,12.0,15.0,51.0,256.0,3.0,4.0,6.0,3.0,4.0,2.0,9.0,15.0,18.0,18.0,11.0,6.0,4.0,6.0,10.0,4.0,2.0,1.0,1.0,2.0,26.0,4.0,2.0,3.0,9.0,3.0,15.0,6.0,21.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,4.0,11.0,15.0,1.0,2.0,11.0,1.0,16.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,15.0,73.0,3.0,1.0,1.0,1.0,0.5,0.5,0.6923076923076923,0.75,0.75,0.72,0.75,0.5,0.7727272727272727,0.75,0.75,0.48,15.948275862068966,0.6,0.375,0.20930232558139536,0.0425531914893617,0.06666666666666667,0.09302325581395349,0.13636363636363635,0.06666666666666667,0.25,0.1111111111111111,0.2631578947368421,0.1875,0.125,0.08823529411764706,0.1,0.75,0.4,0.8,0.8,1.0,0.04,0.08,0.5,0.5,1.0,0.04,0.44,0.5454545454545454,0.5454545454545454,1.0,0.75,0.6666666666666666,1.0,0.5,1.0,0.16666666666666666,0.16666666666666666,0.88,0.5454545454545454,0.56447,0.607025,0.1724137931034483,0.29411764705882354,0.11764705882352941,0.29411764705882354,4.9,26.933333333333334,0.3557692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631098,1610612764,Johnny Davis,Johnny Davis,1631098,WAS,3942.0,66,145,150,295,,60.0,68.0,14.0,5.0,7.0,1.0,1.0,2.0,3.0,14.0,2.0,4.0,5.0,4.0,3.0,9.0,3.0,15.0,25.0,4.0,14.0,1.0,43.0,171.0,1.0,1.0,2.0,5.0,8.0,7.0,,16.0,14.0,12.0,9.0,3.0,4.0,2.0,6.0,2.0,,3.0,1.0,,14.0,,1.0,8.0,2.0,1.0,11.0,1.0,12.0,,3.0,2.0,4.0,2.0,,2.0,4.0,2.0,2.0,5.0,,,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,16.0,59.0,1.0,0.4666666666666667,0.5,1.0,0.2857142857142857,0.2857142857142857,0.6,1.0,0.625,0.5384615384615384,1.0,0.5333333333333333,0.525,1.0,0.5,0.358974358974359,27.32919254658385,1.0,0.2,0.06666666666666667,0.02857142857142857,0.21621621621621623,,0.14925373134328357,0.015873015873015872,,,0.06666666666666667,0.1111111111111111,,0.1724137931034483,,0.3333333333333333,0.1794871794871795,0.7142857142857143,0.7142857142857143,0.6,0.358974358974359,0.10256410256410256,0.5,0.5,0.5,0.1282051282051282,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.2,0.6666666666666666,0.26666666666666666,0.2,0.5384615384615384,0.3333333333333333,0.5287820512820514,0.5590366666666667,0.02564102564102564,0.04,0.046511627906976744,0.37209302325581395,8.48,25.300000000000004,0.41379310344827586,8.0,1.0,1.0,1.0,2.0,16.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.07142857142857142,0.375,0.5714285714285714,0.5714285714285714,0.375,0.2,0.2,1.0,0.25,0.3333333333333333,0.6556,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631245,1610612764,Quenton Jackson,Quenton Jackson,1631245,WAS,3671.0,61,136,136,272,-9.0,40.0,48.0,17.0,3.0,9.0,,2.0,,,5.0,1.0,1.0,,,,5.0,,7.0,15.0,,5.0,12.0,26.0,170.0,1.0,3.0,2.0,,1.0,,3.0,3.0,6.0,,5.0,,6.0,2.0,8.0,2.0,,5.0,,1.0,18.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,2.0,,1.0,,3.0,1.0,4.0,2.0,,,,,14.0,1.0,16.0,2.0,6.0,3.0,,,,,,2.0,39.0,2.0,0.42857142857142855,0.42857142857142855,,,,0.4666666666666667,0.3333333333333333,,0.35,0.3333333333333333,,0.48148148148148145,0.3333333333333333,0.375,0.25,20.0,0.25,,0.04,0.03125,0.03571428571428571,,0.03773584905660377,0.016666666666666666,,,,0.1,,,,,0.45,0.3333333333333333,0.375,0.3333333333333333,0.25,0.05,1.0,1.0,1.0,,0.25,,,,0.6666666666666666,,,,,,,0.7,,0.563745,0.4017,0.25,0.3157894736842105,0.07692307692307693,0.11538461538461539,4.6466666666666665,26.48,0.29411764705882354,3.0,,,,,8.0,,2.0,3.0,,,,,0.14285714285714285,0.6,0.75,0.3333333333333333,,,,,,0.5238,2.0,1.0,2.0,0.13333333333333333,0.1111111111111111,0.2,0.08333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641645,1610612764,Xavier Cooks,Xavier Cooks,1641645,WAS,4323.0,72,165,164,329,12.0,58.0,66.0,18.0,7.0,10.0,4.0,5.0,2.0,2.0,4.0,,,,,,1.0,1.0,10.0,14.0,,1.0,2.0,22.0,191.0,4.0,5.0,8.0,3.0,3.0,1.0,,6.0,12.0,,,,3.0,2.0,5.0,2.0,,2.0,1.0,,12.0,4.0,4.0,5.0,4.0,1.0,10.0,8.0,18.0,,4.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,10.0,2.0,,6.0,1.0,6.0,,2.0,1.0,1.0,1.0,,1.0,,6.0,57.0,1.0,0.6,0.75,,,,0.7142857142857143,0.8,1.0,0.6666666666666666,0.8,0.75,0.6111111111111112,0.8,0.6,0.06666666666666667,11.891891891891891,0.75,0.14285714285714285,0.12121212121212122,0.10810810810810811,0.13157894736842105,0.12121212121212122,0.1267605633802817,0.11428571428571428,0.14285714285714285,0.14285714285714285,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.14285714285714285,,,0.6666666666666666,0.7,0.7,0.5714285714285714,0.26666666666666666,,,,,,0.06666666666666667,,,,1.0,0.8,0.25,0.5,1.0,,0.25,0.7333333333333333,,0.6360142857142856,0.6819999999999999,0.11764705882352941,0.125,0.36363636363636365,0.2727272727272727,2.692857142857143,70.7,0.3515151515151515,3.0,,,,,8.0,4.0,1.0,1.0,,1.0,,0.13333333333333333,0.1,0.75,0.75,0.6666666666666666,,,,,,0.6596333333333333,,,,,,,0.06666666666666667,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629134,1610612764,Kendrick Nunn,Kendrick Nunn,1629134,WAS,3823.0,64,135,139,274,-11.0,41.0,55.0,15.0,3.0,6.0,,,2.0,2.0,9.0,,3.0,2.0,,5.0,17.0,7.0,7.0,18.0,7.0,19.0,7.0,42.0,173.0,,1.0,4.0,2.0,4.0,7.0,3.0,10.0,2.0,9.0,16.0,5.0,10.0,3.0,13.0,3.0,,7.0,3.0,,29.0,2.0,,2.0,4.0,1.0,7.0,2.0,9.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,,2.0,4.0,,,4.0,,8.0,,2.0,,1.0,,,1.0,,10.0,41.0,,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.3684210526315789,0.3888888888888889,0.3888888888888889,,0.5,0.47297297297297297,0.5,0.3181818181818182,0.5125,0.5,0.375,0.5135135135135135,29.13907284768212,0.75,0.14285714285714285,0.125,,0.1111111111111111,0.06451612903225806,0.12,0.03076923076923077,,0.08,0.08333333333333333,0.07142857142857142,0.3333333333333333,0.08333333333333333,0.05555555555555555,,0.16216216216216217,0.5,1.0,,0.24324324324324326,0.08108108108108109,,,,0.05405405405405406,0.4594594594594595,0.29411764705882354,0.29411764705882354,0.4,,,,0.18181818181818182,1.0,,0.6363636363636364,0.6756756756756757,0.3125,0.5278583333333333,0.4968,0.075,0.1,0.09523809523809523,0.23809523809523808,7.25,27.86315789473684,0.3037037037037037,4.0,2.0,,1.0,1.0,12.0,,2.0,,1.0,1.0,0.14285714285714285,,0.16666666666666666,0.4444444444444444,0.5,0.25,1.0,1.0,0.5,,0.14285714285714285,0.433775,4.0,1.0,,0.2222222222222222,0.5,0.1111111111111111,,1.0,,1.0,2.0,1.0,2.0,1.0,12.0,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,0.05,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629655,1610612764,Daniel Gafford,Daniel Gafford,1629655,WAS,464.0,8,15,16,31,-7.0,10.0,16.0,2.0,3.0,4.0,,,1.0,2.0,,,,,,,,,3.0,4.0,,,3.0,9.0,27.0,,,2.0,1.0,2.0,,2.0,4.0,6.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,4.0,10.0,1.0,1.0,1.0,,,,0.75,,0.5,0.75,,0.5,0.9,1.0,0.6666666666666666,,29.41176470588235,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,0.75,1.0,1.0,,,,,,,,,,,,,,1.0,0.5,,,1.0,,0.71055,0.6484000000000001,0.25,0.25,0.2222222222222222,0.4444444444444444,1.25,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.25,0.25,,,,,,,,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,911.0,15,29,34,63,-2.0,15.0,13.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,2.0,2.0,,1.0,3.0,7.0,41.0,1.0,1.0,2.0,2.0,2.0,,1.0,5.0,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,,2.0,2.0,4.0,,,,1.0,,,1.0,1.0,,,,,,3.0,,3.0,1.0,2.0,,,,,,,5.0,15.0,,0.5,1.0,,,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.875,1.0,1.25,0.3333333333333333,15.625,1.0,,0.16666666666666666,0.2857142857142857,0.125,,0.14285714285714285,0.2222222222222222,,,0.5,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,0.3333333333333333,,,,,1.0,1.0,,1.0,1.0,,,1.0,,0.7910333333333334,0.8801,0.5,0.6666666666666666,0.2857142857142857,0.7142857142857143,0.45,23.1,0.5172413793103449,,,,,,2.0,2.0,,,,,,0.3333333333333333,0.5,,,,,,,,,0.8641,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630557,1610612764,Corey Kispert,Corey Kispert,1630557,WAS,2430.0,40,90,93,183,-24.0,25.0,42.0,7.0,4.0,6.0,1.0,1.0,1.0,3.0,,,,,,2.0,8.0,1.0,4.0,6.0,2.0,8.0,2.0,16.0,127.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,4.0,6.0,6.0,8.0,2.0,1.0,,1.0,,,1.0,,,2.0,,1.0,3.0,,,3.0,1.0,4.0,,1.0,1.0,,,1.0,,1.0,,2.0,2.0,,,1.0,,2.0,,1.0,,,,,,,4.0,24.0,,0.75,1.0,1.0,0.25,0.25,0.6666666666666666,1.0,0.3333333333333333,0.5,0.8333333333333334,0.25,0.5333333333333333,0.8333333333333334,0.4,0.5714285714285714,16.3265306122449,,,,0.05263157894736842,0.16666666666666666,,0.08108108108108109,0.02631578947368421,,,,,,0.15384615384615385,,,0.42857142857142855,0.6666666666666666,0.8,0.75,,,,,,,0.5714285714285714,0.25,0.25,1.0,0.3333333333333333,1.0,,0.75,0.3333333333333333,,0.25,1.0,0.25,0.6176607142857142,0.6414875,0.06666666666666667,0.14285714285714285,0.3125,0.25,1.2666666666666666,26.412499999999998,0.2777777777777778,,,,,,2.0,2.0,,,,,,0.09090909090909091,0.2,,,,,,,,,0.633775,1.0,,,0.16666666666666666,0.16666666666666666,,,,,1.0,2.0,1.0,2.0,,,,,0.5,0.6666666666666666,0.5,1.0,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630692,1610612764,Jordan Goodwin,Jordan Goodwin,1630692,WAS,2970.0,50,108,111,219,16.0,45.0,49.0,11.0,3.0,4.0,,1.0,2.0,2.0,8.0,1.0,3.0,2.0,1.0,4.0,7.0,6.0,8.0,15.0,5.0,9.0,2.0,33.0,116.0,,2.0,,4.0,5.0,7.0,,20.0,6.0,9.0,7.0,4.0,8.0,3.0,11.0,2.0,1.0,6.0,1.0,1.0,25.0,,1.0,5.0,2.0,1.0,8.0,1.0,9.0,,3.0,,2.0,2.0,,,2.0,1.0,2.0,3.0,,,1.0,,2.0,,1.0,,,,,,,20.0,45.0,,0.375,0.375,0.6,0.5555555555555556,0.5555555555555556,0.5333333333333333,,0.8,0.6458333333333334,,0.8333333333333334,0.66,,0.8333333333333334,0.375,22.689075630252102,1.0,0.3333333333333333,0.08,0.05,0.18518518518518517,,0.1346153846153846,0.022727272727272728,,,,0.1111111111111111,0.16666666666666666,0.19047619047619047,,,0.16666666666666666,0.75,0.75,0.6666666666666666,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,0.2916666666666667,0.5714285714285714,0.5714285714285714,0.5,0.5,,,0.16666666666666666,1.0,0.08333333333333333,0.5,0.5416666666666666,0.5714285714285714,0.5122020833333334,0.5352416666666666,0.04,0.0625,,0.6060606060606061,7.613333333333334,25.88888888888889,0.4166666666666667,4.0,1.0,,4.0,4.0,10.0,,3.0,,,1.0,0.5714285714285714,,0.16666666666666666,0.5,0.5714285714285714,,0.5,0.5,1.0,,0.6666666666666666,0.5929,1.0,,,0.06666666666666667,,0.125,0.1,,,,,,,,6.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
