EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,Travels,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,FTOffRebounds,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,HeaveMakes,HeaveAttempts,Charge Fouls Drawn,Transition Take Fouls,Blocked3s,BlockedCorner3,on,BlockedLongMidRange,Clear Path Fouls,BlockedArc3
1627736,1610612762,Malik Beasley,Malik Beasley,1627736,UTA,31050.0,518,-107.0,1067,1053,225,267.0,115.0,2120,10.0,15.0,1.0,3.0,1.0,1.0,18.0,41.0,7.0,20.0,9.0,40.0,1.0,6.0,51.0,128.0,3.0,13.0,6.0,19.0,35.0,76.0,60.0,168.0,18.0,268.0,1335,4.0,9.0,3.0,14.0,2.0,19.0,4.0,9.0,6.0,25.0,7.0,33.0,30.0,40.0,150.0,30.0,2.0,128.0,51.0,7.0,2.0,23.0,15.0,38.0,8.0,7.0,15.0,6.0,2.0,91.0,8.0,4.0,27.0,22.0,2.0,51.0,12.0,63.0,7.0,17.0,14.0,3.0,10.0,2.0,6.0,7.0,2.0,4.0,1.0,17.0,2.0,17.0,34.0,2.0,1.0,14.0,2.0,21.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,222,4.0,0.4285714285714285,0.4411764705882353,0.8333333333333334,0.3571428571428571,0.2142857142857142,0.24,0.3571428571428571,0.4605263157894737,0.4444444444444444,0.4444444444444444,0.5122950819672131,0.3695652173913043,0.3823529411764705,0.5277777777777778,0.3958333333333333,0.4342105263157895,0.6885245901639344,0.0119047619047619,0.0921052631578947,0.1333333333333333,0.1219512195121951,0.015625,22.416666666666668,0.5882352941176471,0.0512820512820512,0.0916666666666666,0.0186915887850467,0.1298076923076923,0.0285714285714285,0.109375,0.0242914979757085,0.032258064516129,0.015625,0.027906976744186,0.0307692307692307,0.108695652173913,0.0707964601769911,0.1142857142857142,0.1111111111111111,0.1956521739130435,0.0503597122302158,1.0,0.0614754098360655,0.6666666666666666,0.7692307692307693,0.3,0.1680327868852459,0.4390243902439024,0.5,0.3333333333333333,0.081967213114754,0.35,0.35,0.8571428571428571,0.1639344262295081,0.225,0.225,1.0,0.5245901639344263,0.3984375,0.4047619047619047,0.803921568627451,0.1304347826086956,0.3333333333333333,0.0434782608695652,0.5652173913043478,0.2307692307692307,1.0,0.0294117647058823,1.0,0.1764705882352941,0.5588235294117647,0.3157894736842105,0.75,0.3984375,0.5076991769547324,0.4455392857142857,0.5075833333333334,0.0318725099601593,0.0853658536585365,0.0059171597633136,0.0708955223880597,0.1231343283582089,9.661842105263156,25.528571428571425,0.2108716026241799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628374,1610612762,Lauri Markkanen,Lauri Markkanen,1628374,UTA,51859.0,864,43.0,1770,1776,312,332.0,206.0,3546,82.0,117.0,19.0,28.0,8.0,16.0,37.0,74.0,9.0,17.0,21.0,43.0,4.0,8.0,59.0,154.0,7.0,17.0,10.0,30.0,128.0,208.0,80.0,197.0,129.0,625.0,2097,24.0,38.0,8.0,21.0,13.0,85.0,11.0,24.0,14.0,38.0,39.0,103.0,176.0,80.0,234.0,6.0,30.0,154.0,59.0,16.0,2.0,16.0,26.0,42.0,16.0,10.0,11.0,4.0,1.0,110.0,13.0,23.0,62.0,78.0,17.0,157.0,36.0,193.0,6.0,12.0,8.0,4.0,22.0,1.0,7.0,25.0,3.0,15.0,,47.0,3.0,25.0,55.0,3.0,14.0,106.0,2.0,148.0,16.0,1.0,59.0,7.0,16.0,18.0,13.0,18.0,11.0,1.0,102.0,309,2.0,0.6875,0.7787610619469026,0.975,0.4060913705583756,0.3809523809523809,0.3684210526315789,0.4060913705583756,0.6153846153846154,0.631578947368421,0.4583333333333333,0.6123456790123457,0.6101694915254238,0.5161290322580645,0.6652452025586354,0.6538461538461539,0.6130952380952381,0.4864197530864197,0.0101522842639593,0.0769230769230769,0.0854700854700854,0.0675675675675675,0.0064935064935064,25.43467461500249,0.4680851063829787,0.3148148148148148,0.1748878923766816,0.0630136986301369,0.1717451523545706,0.0301624129930394,0.1734820322180917,0.0452261306532663,0.1027397260273972,0.0421052631578947,0.0307692307692307,0.0283018867924528,0.1533742331288343,0.1619047619047619,0.2602739726027397,0.1795774647887324,0.1428571428571428,0.0337078651685393,0.6111111111111112,0.2888888888888888,0.7008547008547008,0.7663551401869159,0.7317073170731707,0.182716049382716,0.5,0.5362318840579711,0.5945945945945946,0.0419753086419753,0.5294117647058824,0.5625,0.6666666666666666,0.1061728395061728,0.4883720930232558,0.5,1.0,0.3802469135802469,0.3831168831168831,0.3856209150326797,0.9661016949152542,0.4745762711864407,0.6785714285714286,0.0677966101694915,0.288135593220339,0.4117647058823529,1.0,0.2580645161290322,0.5,0.1290322580645161,0.4838709677419355,0.3333333333333333,0.7753086419753087,0.3831168831168831,0.5398595061728395,0.5627945945945946,0.5366709677419353,0.1456953642384106,0.2350597609561753,0.0346534653465346,0.136,0.1648,5.104326923076924,25.624873096446706,0.1762711864406779,1.0,4.0,3.0,8.0,3.0,1.0,2.0,2.0,5.0,11.0,0.0588235294117647,0.0232558139534883,0.2631578947368421,0.25,1.0,0.5,,,,,,,,,,,,,True,,,
1629012,1610612762,Collin Sexton,Collin Sexton,1629012,UTA,24872.0,415,-55.0,856,859,152,209.0,84.0,1715,34.0,59.0,4.0,7.0,12.0,16.0,31.0,56.0,4.0,9.0,4.0,7.0,,2.0,23.0,41.0,,1.0,5.0,7.0,69.0,124.0,27.0,48.0,58.0,277.0,1085,8.0,15.0,,1.0,6.0,22.0,17.0,24.0,6.0,9.0,28.0,80.0,44.0,94.0,54.0,27.0,10.0,41.0,23.0,21.0,1.0,21.0,23.0,44.0,14.0,9.0,9.0,11.0,1.0,111.0,7.0,10.0,8.0,10.0,,18.0,17.0,35.0,2.0,13.0,5.0,8.0,21.0,5.0,14.0,15.0,3.0,7.0,2.0,36.0,3.0,17.0,34.0,1.0,3.0,56.0,6.0,70.0,8.0,,31.0,,8.0,1.0,1.0,1.0,1.0,,80.0,152,3.0,0.3188405797101449,0.34375,0.6666666666666666,0.5625,,0.6666666666666666,0.5625,0.5564516129032258,0.5333333333333333,0.7083333333333334,0.6366279069767442,0.5,0.7878787878787878,0.6822660098522167,0.6111111111111112,0.8163265306122449,0.2790697674418604,0.0208333333333333,0.1693548387096774,0.2542372881355932,0.0892857142857142,,25.29100529100529,0.5833333333333334,,0.0495049504950495,0.0571428571428571,0.0476190476190476,0.0411764705882352,0.0486486486486486,0.0492753623188405,0.0735294117647058,0.0444444444444444,0.0551181102362204,,0.0405405405405405,0.0588235294117647,0.0384615384615384,0.0461538461538461,0.0526315789473684,0.037037037037037,1.0,0.3430232558139535,0.576271186440678,0.7727272727272727,0.3823529411764705,0.3255813953488372,0.5535714285714286,0.6078431372549019,0.2580645161290322,0.0523255813953488,0.4444444444444444,0.5,0.25,0.0406976744186046,0.5714285714285714,0.6666666666666666,0.75,0.2383720930232558,0.5609756097560976,0.5609756097560976,0.6521739130434783,0.4375,0.5714285714285714,,0.0625,,,0.4848484848484848,0.75,0.0606060606060606,0.2121212121212121,0.7142857142857143,0.622093023255814,0.5609756097560976,0.5045238372093024,0.4336437499999999,0.5493318181818181,0.1589743589743589,0.2108843537414966,,0.0794223826714801,0.2888086642599278,5.963709677419355,25.512500000000003,0.1775700934579439,,1.0,2.0,3.0,,1.0,,,,8.0,0.1111111111111111,0.1428571428571428,,,,0.5,0.0588235294117647,,,,,,,,,,,,True,,,
1629020,1610612762,Jarred Vanderbilt,Jarred Vanderbilt,1629020,UTA,75264.0,1254,-68.0,2571,2569,464,510.0,291.0,5140,125.0,173.0,40.0,53.0,19.0,27.0,29.0,80.0,,1.0,19.0,53.0,4.0,10.0,,4.0,,1.0,,,154.0,254.0,19.0,57.0,67.0,432.0,3121,42.0,59.0,1.0,5.0,15.0,102.0,24.0,40.0,4.0,10.0,23.0,83.0,210.0,98.0,57.0,,66.0,4.0,,21.0,,69.0,73.0,142.0,50.0,23.0,44.0,17.0,8.0,357.0,57.0,63.0,136.0,117.0,35.0,288.0,121.0,409.0,11.0,53.0,40.0,13.0,31.0,5.0,15.0,37.0,4.0,16.0,3.0,68.0,7.0,59.0,133.0,12.0,11.0,94.0,8.0,102.0,8.0,,43.0,,12.0,15.0,8.0,15.0,7.0,2.0,83.0,461,12.0,0.6818181818181818,0.8677685950413223,1.0,0.3333333333333333,0.2,0.4,0.3333333333333333,0.6062992125984252,0.711864406779661,0.6,0.5868167202572347,0.6796875,0.6,0.6033519553072626,0.6986301369863014,0.6194029850746269,0.1832797427652733,,0.0826771653543307,0.0809248554913294,0.0875,,14.634146341463415,0.4558823529411764,0.4430379746835443,0.1893203883495145,0.1179775280898876,0.2615384615384615,0.0894819466248037,0.2223198594024604,0.1024765157984628,0.1436170212765957,0.0878378378378378,0.0965092402464065,0.0666666666666666,0.1139240506329113,0.2272727272727272,0.2631578947368421,0.2725060827250608,0.2201834862385321,0.0948275862068965,0.4666666666666667,0.5562700964630225,0.7225433526011561,0.7861635220125787,0.648,0.2572347266881029,0.3625,0.3972602739726027,0.8275862068965517,0.0032154340836012,,,,0.1704180064308681,0.3584905660377358,0.3584905660377358,1.0,0.0128617363344051,,,,0.828125,0.7547169811320755,0.0625,0.015625,,,0.54,0.7037037037037037,0.2,,,0.7395498392282959,,0.5536990353697749,0.58091914893617,0.5296759999999999,0.1242774566473988,0.1487889273356401,,0.2361111111111111,0.1921296296296296,3.3897637795275597,23.56315789473684,0.1804745235316997,1.0,4.0,6.0,9.0,4.0,17.0,1.0,,7.0,12.0,,,0.1,0.25,1.0,0.4,0.2,1.0,1.0,1.0,2.0,0.0169491525423728,,,,,,,True,,,
1629638,1610612762,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,UTA,12059.0,201,-12.0,416,409,87,67.0,41.0,825,11.0,14.0,1.0,1.0,1.0,1.0,4.0,12.0,2.0,2.0,4.0,11.0,1.0,4.0,11.0,27.0,1.0,2.0,3.0,6.0,17.0,28.0,15.0,38.0,10.0,89.0,483,1.0,1.0,1.0,3.0,,5.0,3.0,5.0,4.0,10.0,,18.0,12.0,22.0,33.0,12.0,,27.0,11.0,3.0,,12.0,10.0,22.0,5.0,5.0,3.0,7.0,2.0,54.0,2.0,1.0,9.0,14.0,1.0,24.0,3.0,27.0,,6.0,4.0,2.0,6.0,5.0,5.0,12.0,3.0,1.0,,18.0,1.0,9.0,17.0,,2.0,18.0,7.0,15.0,2.0,,7.0,1.0,,3.0,2.0,3.0,1.0,,18.0,87,1.0,0.3529411764705882,0.3529411764705882,0.7333333333333333,0.3947368421052631,0.3333333333333333,0.4,0.3947368421052631,0.6071428571428571,1.0,0.6,0.5984848484848485,0.625,0.6,0.6180555555555556,0.625,0.6,0.5757575757575758,,0.1071428571428571,,0.25,,19.39655172413793,0.3333333333333333,0.0909090909090909,0.1555555555555555,0.0120481927710843,0.1071428571428571,0.02,0.132183908045977,0.0163934426229508,,0.0204081632653061,0.0259740259740259,,0.1935483870967742,0.1777777777777777,,0.1428571428571428,,,0.3333333333333333,0.2121212121212121,0.7857142857142857,0.7857142857142857,0.4545454545454545,0.1818181818181818,0.3333333333333333,0.4444444444444444,,0.0303030303030303,1.0,1.0,0.5,0.1666666666666666,0.3636363636363636,0.3636363636363636,1.0,0.4090909090909091,0.4074074074074074,0.4074074074074074,0.6363636363636364,0.25,1.0,0.25,0.5,0.5,1.0,0.0666666666666666,1.0,0.2666666666666666,0.4,0.5,0.7878787878787878,0.4074074074074074,0.5249553030303029,,0.4796433333333334,0.1111111111111111,0.2121212121212121,0.0256410256410256,0.0561797752808988,0.2022471910112359,4.914285714285716,25.0,0.2091346153846154,,1.0,1.0,7.0,,1.0,,,1.0,,,,,,,0.25,,,,,,,,,,,,,True,,,
1629659,1610612762,Talen Horton-Tucker,Talen Horton-Tucker,1629659,UTA,12952.0,216,8.0,449,445,93,140.0,44.0,894,22.0,31.0,2.0,4.0,2.0,6.0,8.0,18.0,1.0,1.0,3.0,8.0,,1.0,4.0,24.0,1.0,3.0,,4.0,31.0,50.0,7.0,32.0,13.0,96.0,512,2.0,4.0,1.0,3.0,,7.0,3.0,8.0,,5.0,,6.0,18.0,44.0,18.0,3.0,4.0,22.0,3.0,6.0,1.0,17.0,15.0,32.0,9.0,6.0,12.0,4.0,1.0,79.0,4.0,1.0,15.0,8.0,,23.0,5.0,28.0,1.0,14.0,9.0,5.0,2.0,1.0,2.0,11.0,1.0,,1.0,13.0,,11.0,23.0,1.0,1.0,17.0,,19.0,5.0,,11.0,,1.0,5.0,2.0,5.0,3.0,,6.0,91,1.0,0.2903225806451613,0.3103448275862069,0.8571428571428571,0.21875,0.3333333333333333,,0.1935483870967742,0.62,0.5,0.375,0.5060975609756098,0.5,0.2307692307692307,0.5393258426966292,0.5,0.2142857142857142,0.3902439024390244,0.03125,0.12,0.064516129032258,0.2222222222222222,0.0416666666666666,20.15810276679842,0.1538461538461538,,0.0851063829787234,0.0093457943925233,0.145631067961165,0.0353982300884955,0.116751269035533,0.0227272727272727,0.0263157894736842,,0.0459770114942528,,0.1025641025641025,0.0526315789473684,0.1176470588235294,0.1547619047619047,0.1052631578947368,0.027027027027027,0.6,0.3780487804878049,0.7096774193548387,0.7586206896551724,0.3636363636363636,0.2195121951219512,0.4444444444444444,0.5714285714285714,0.125,0.0121951219512195,1.0,1.0,,0.0975609756097561,0.375,0.375,1.0,0.2926829268292683,0.1666666666666666,0.1739130434782608,0.75,0.5714285714285714,0.5,,0.4285714285714285,0.3333333333333333,1.0,0.4615384615384615,0.3333333333333333,0.0769230769230769,0.3076923076923077,,0.7682926829268293,0.1363636363636363,0.5400592592592592,0.548725,0.5605884615384615,0.125,0.1964285714285714,,0.0729166666666666,0.0625,4.3580000000000005,26.29375,0.2071269487750557,,,2.0,3.0,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,
1630534,1610612762,Ochai Agbaji,Ochai Agbaji,1630534,UTA,11006.0,183,10.0,378,382,87,96.0,37.0,760,5.0,7.0,,,2.0,2.0,2.0,3.0,,,9.0,13.0,,1.0,1.0,6.0,,,,,7.0,10.0,10.0,19.0,3.0,47.0,444,1.0,1.0,,,,2.0,4.0,4.0,,1.0,,8.0,12.0,2.0,30.0,,,6.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,3.0,,,15.0,7.0,2.0,5.0,10.0,1.0,16.0,9.0,25.0,,,,,,1.0,,3.0,,,1.0,3.0,,12.0,18.0,,1.0,4.0,,4.0,,,2.0,,,3.0,,3.0,3.0,1.0,8.0,87,1.0,0.8571428571428571,0.8571428571428571,1.0,0.5263157894736842,,,0.5263157894736842,0.7,1.0,1.0,0.7586206896551724,1.0,0.8,0.7580645161290323,1.0,0.8,0.6551724137931034,0.0526315789473684,0.1,0.1428571428571428,,,8.056872037914692,,0.0666666666666666,0.1098901098901098,0.0289855072463768,0.0555555555555555,0.0769230769230769,0.0828729281767955,0.05625,0.0714285714285714,,0.0714285714285714,0.0952380952380952,0.0857142857142857,0.1714285714285714,0.0476190476190476,0.0533333333333333,0.0666666666666666,,1.0,0.2413793103448276,0.7142857142857143,0.8333333333333334,0.8,0.1034482758620689,0.6666666666666666,0.6666666666666666,1.0,,,,,0.4482758620689655,0.6923076923076923,0.75,1.0,0.2068965517241379,0.1666666666666666,0.1666666666666666,1.0,,,,,,,0.4,1.0,0.2,,,0.896551724137931,0.1666666666666666,0.5486155172413794,,0.52676,0.064516129032258,0.1666666666666666,,0.0425531914893617,0.1702127659574468,3.51,24.18947368421052,0.2301587301587301,,,,,,1.0,,,3.0,,,0.0769230769230769,,,,,,,,,,,,,,,,,True,,,
1631323,1610612762,Simone Fontecchio,Simone Fontecchio,1631323,UTA,3721.0,62,-40.0,127,130,26,17.0,11.0,257,3.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,5.0,7.0,1.0,2.0,2.0,8.0,,1.0,,1.0,4.0,10.0,7.0,15.0,3.0,32.0,179,1.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,3.0,,5.0,4.0,4.0,21.0,,2.0,8.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,5.0,2.0,1.0,2.0,1.0,,3.0,3.0,6.0,1.0,1.0,,1.0,3.0,,1.0,1.0,,2.0,,4.0,,2.0,5.0,,,2.0,,5.0,,,1.0,1.0,,2.0,,2.0,2.0,,5.0,26,,0.5,0.6666666666666666,1.0,0.4666666666666667,0.5,0.3333333333333333,0.4666666666666667,0.4,0.5,0.5,0.58,0.625,0.5,0.5925925925925926,0.6,0.5,0.6,,0.1,0.1428571428571428,,,22.30215827338129,0.75,,0.0416666666666666,0.0357142857142857,0.0909090909090909,0.074074074074074,0.0652173913043478,0.0545454545454545,0.0909090909090909,,0.0869565217391304,,,0.0833333333333333,,,0.3333333333333333,0.0769230769230769,1.0,0.28,0.4285714285714285,0.5,0.6666666666666666,0.08,0.5,0.5,,0.04,,,,0.28,0.7142857142857143,0.7142857142857143,1.0,0.32,0.25,0.25,1.0,0.5,0.5,0.25,0.25,,,0.4,0.5,0.4,0.2,,0.88,0.25,0.54477,0.6115,0.5498200000000001,0.074074074074074,0.0909090909090909,0.0625,0.1875,0.15625,4.54,24.953333333333333,0.2047244094488189,1.0,1.0,1.0,,,,,,2.0,,,,,1.0,1.0,0.5,,,,,,,,,,,,,True,,,
200752,1610612762,Rudy Gay,Rudy Gay,200752,UTA,12968.0,216,28.0,441,439,98,104.0,52.0,880,7.0,12.0,1.0,4.0,3.0,4.0,6.0,16.0,4.0,8.0,6.0,14.0,1.0,4.0,4.0,21.0,1.0,3.0,1.0,3.0,17.0,36.0,10.0,35.0,21.0,85.0,506,4.0,8.0,2.0,4.0,3.0,17.0,4.0,6.0,3.0,7.0,5.0,22.0,20.0,14.0,30.0,,2.0,21.0,4.0,,,7.0,10.0,17.0,4.0,6.0,5.0,2.0,,44.0,6.0,5.0,13.0,16.0,5.0,34.0,11.0,45.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,,,1.0,4.0,,12.0,23.0,1.0,1.0,13.0,,22.0,1.0,,8.0,1.0,2.0,7.0,1.0,7.0,3.0,,22.0,98,1.0,0.5882352941176471,0.625,1.0,0.2857142857142857,0.5,0.4285714285714285,0.2857142857142857,0.4722222222222222,0.5,0.6666666666666666,0.4507042253521127,0.5833333333333334,0.6538461538461539,0.5246913580246914,0.6538461538461539,0.6875,0.4929577464788732,,,,,,17.068273092369477,0.25,0.2941176470588235,0.1758241758241758,0.0485436893203883,0.125,0.0588235294117647,0.1487179487179487,0.0536585365853658,0.0294117647058823,0.0714285714285714,0.0526315789473684,0.0769230769230769,0.2325581395348837,0.125,0.125,0.0853658536585365,0.2727272727272727,0.0909090909090909,0.4285714285714285,0.1690140845070422,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.2253521126760563,0.375,0.375,0.3333333333333333,0.1126760563380281,0.5,0.5,0.75,0.1971830985915492,0.4285714285714285,0.4285714285714285,1.0,0.2957746478873239,0.1904761904761904,0.1904761904761904,1.0,0.3333333333333333,0.25,0.0833333333333333,0.25,0.3333333333333333,1.0,0.3076923076923077,0.75,0.3076923076923077,0.2307692307692307,0.3333333333333333,0.6619718309859155,0.1904761904761904,0.5051718309859154,0.4997,0.4962499999999999,0.1139240506329113,0.1860465116279069,0.0277777777777777,0.2,0.2588235294117647,9.019444444444447,24.64571428571428,0.2222222222222222,1.0,2.0,,,,,,,6.0,2.0,,,,1.0,1.0,0.5,,,,,,,,,1.0,,,,True,,,
201144,1610612762,Mike Conley,Mike Conley,201144,UTA,41474.0,691,-59.0,1406,1403,249,246.0,178.0,2809,9.0,19.0,1.0,2.0,,2.0,21.0,54.0,2.0,9.0,11.0,17.0,6.0,3.0,33.0,101.0,1.0,9.0,5.0,18.0,32.0,82.0,44.0,118.0,37.0,233.0,1732,3.0,6.0,5.0,15.0,2.0,23.0,4.0,12.0,7.0,21.0,4.0,33.0,24.0,40.0,96.0,36.0,,99.0,33.0,5.0,,84.0,88.0,172.0,74.0,14.0,56.0,21.0,7.0,432.0,7.0,4.0,21.0,12.0,,33.0,11.0,44.0,1.0,24.0,18.0,6.0,27.0,10.0,22.0,17.0,2.0,5.0,1.0,44.0,4.0,26.0,55.0,4.0,1.0,44.0,8.0,48.0,2.0,5.0,16.0,3.0,3.0,4.0,3.0,4.0,3.0,,31.0,248,7.0,0.375,0.375,0.7272727272727273,0.3728813559322034,0.3333333333333333,0.3333333333333333,0.3793103448275862,0.3902439024390244,0.5,0.3333333333333333,0.49,0.5,0.4393939393939394,0.5205479452054794,0.5227272727272727,0.4583333333333333,0.59,,0.0609756097560975,0.0526315789473684,0.074074074074074,,16.274752475247524,0.6136363636363636,,0.0356083086053412,0.0135593220338983,0.075812274368231,0.018041237113402,0.0537459283387622,0.0161054172767203,0.0204081632653061,0.0116959064327485,0.0204081632653061,0.0106382978723404,0.0503597122302158,0.0197368421052631,0.0434782608695652,0.0727272727272727,0.087719298245614,0.0085470085470085,0.75,0.095,0.4736842105263157,0.5,0.6666666666666666,0.27,0.3888888888888889,0.42,0.238095238095238,0.045,0.2222222222222222,0.2222222222222222,0.5,0.085,0.6470588235294118,0.6470588235294118,1.0,0.505,0.3267326732673267,0.3267326732673267,0.6363636363636364,0.0952380952380952,0.5,0.2857142857142857,0.4285714285714285,0.1111111111111111,1.0,0.0606060606060606,,0.0909090909090909,0.5454545454545454,0.2777777777777778,0.685,0.3333333333333333,0.5080229797979798,0.5023454545454545,0.4982859375,0.0879629629629629,0.1666666666666666,0.025,0.0987124463519313,0.1416309012875536,8.473170731707318,25.87542372881356,0.1770981507823613,4.0,2.0,2.0,4.0,,1.0,,1.0,1.0,2.0,,,,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,2.0,,1.0,,,True,,,
