EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3SecondViolations,Defensive 3 Seconds Violations,HeaveMakes,BlockedCorner3,Transition Take Fouls,on
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,65596.0,1093,274,2239,2222,437,423,232,4461,72.0,110.0,8.0,14.0,16.0,24.0,37.0,99,38.0,100.0,15.0,27.0,4.0,6.0,81.0,192.0,7.0,17.0,16.0,41.0,147.0,309,96.0,219.0,83.0,665,2542,9.0,17.0,7.0,17.0,8.0,47.0,30.0,71.0,20.0,47.0,37.0,157.0,100.0,194.0,168.0,120.0,14.0,1.0,191.0,81.0,17.0,3.0,162.0,59.0,221.0,45.0,14.0,85.0,60.0,17.0,501.0,11.0,15.0,62.0,45.0,2.0,109.0,26.0,135.0,8.0,39.0,34.0,5.0,50.0,10.0,41.0,19.0,3.0,9.0,3.0,69.0,4.0,16.0,38.0,56.0,3.0,2.0,80.0,3.0,3.0,6.0,1.0,93.0,4.0,15.0,25.0,1.0,15.0,4.0,2.0,2.0,1.0,3.0,6.0,3.0,152.0,432,2.0,11.0,0.3401360544217687,0.35714285714285715,0.5833333333333334,0.4383561643835616,0.4117647058823529,0.425531914893617,0.44036697247706424,0.47572815533980584,0.5294117647058824,0.4225352112676056,0.5511363636363636,0.5735294117647058,0.5084745762711864,0.5752212389380531,0.6081081081081081,0.5583941605839416,0.4147727272727273,0.0136986301369863,0.05501618122977346,0.09090909090909091,0.06060606060606061,0.01,0.015625,25.15898251192369,0.7246376811594203,0.03773584905660377,0.08108108108108109,0.028517110266159697,0.13052631578947368,0.02619047619047619,0.10388349514563107,0.02748414376321353,0.0273224043715847,0.04060913705583756,0.0136986301369863,0.03273809523809524,0.08187134502923976,0.06934306569343066,0.10909090909090909,0.12813370473537605,0.13793103448275862,0.03088803088803089,0.5,0.20833333333333334,0.6545454545454545,0.72,0.4583333333333333,0.1875,0.37373737373737376,0.3978494623655914,0.24324324324324326,0.1893939393939394,0.38,0.3838383838383838,0.21052631578947367,0.05113636363636364,0.5555555555555556,0.5555555555555556,0.6,0.36363636363636365,0.421875,0.42857142857142855,0.5802469135802469,0.4117647058823529,0.5714285714285714,0.5,0.4117647058823529,0.5714285714285714,0.2033898305084746,0.6666666666666666,0.05084745762711865,0.6666666666666666,0.3474576271186441,0.3902439024390244,0.6231060606060606,0.42408376963350786,0.5009727099236642,0.5445346153846153,0.4887917391304347,0.04727272727272727,0.07575757575757576,0.004545454545454545,0.07067669172932331,0.23609022556390977,9.362459546925566,26.082648401826486,0.19517641804376953,,,,,,,,,,,,,,,,,,,,,,,True
1628418,1610612743,Thomas Bryant,Thomas Bryant,1628418,DEN,1002.0,17,-15,34,34,11,6,4,68,1.0,1.0,,,,,1.0,2,,,,,,,,1.0,,,,,2.0,3,,1.0,1.0,5,47,,,,,1.0,1.0,,1.0,,,1.0,1.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,,,1.0,,,,1.0,,,1.0,3.0,,1.0,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,11,,1.0,1.0,1.0,,,,,,0.6666666666666666,,,0.5,,,0.5,0.5,0.25,0.25,,,,,,,15.384615384615383,,,0.23076923076923078,,,,0.17647058823529413,,,,,,0.14285714285714285,0.6666666666666666,,,,,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,,0.5,,0.5168625,,0.3875,,,,0.2,0.2,4.166666666666667,25.5,0.3235294117647059,,,,,,,,,,,,,,,,,,,,,,,True
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,107874.0,1798,418,3713,3681,748,740,379,7394,126.0,167.0,27.0,44.0,27.0,32.0,32.0,83,52.0,113.0,48.0,90.0,12.0,19.0,140.0,364.0,8.0,21.0,31.0,67.0,210.0,363,188.0,454.0,96.0,1080,4209,37.0,62.0,13.0,32.0,11.0,124.0,38.0,55.0,43.0,86.0,29.0,234.0,322.0,98.0,522.0,42.0,40.0,2.0,362.0,140.0,26.0,3.0,39.0,26.0,65.0,17.0,9.0,30.0,7.0,2.0,156.0,16.0,42.0,139.0,110.0,28.0,277.0,64.0,341.0,10.0,37.0,26.0,11.0,36.0,6.0,20.0,32.0,4.0,16.0,10.0,68.0,7.0,18.0,78.0,119.0,5.0,6.0,85.0,,5.0,,1.0,120.0,13.0,3.0,53.0,5.0,8.0,28.0,1.0,1.0,18.0,7.0,29.0,17.0,233.0,741,6.0,4.0,0.7666666666666667,0.8473684210526315,0.925531914893617,0.41409691629955947,0.40625,0.5,0.415929203539823,0.5785123966942148,0.5967741935483871,0.6909090909090909,0.602203182374541,0.601063829787234,0.7269503546099291,0.6209677419354839,0.6262626262626263,0.75,0.5556915544675642,0.006607929515418502,0.07162534435261708,0.059880239520958084,0.18072289156626506,0.008849557522123894,0.005494505494505495,22.471098265895954,0.5294117647058824,0.3010752688172043,0.12141280353200883,0.04929577464788732,0.17310087173100872,0.023323615160349854,0.1456992393212405,0.0377113133940182,0.0738255033557047,0.04747774480712166,0.018433179723502304,0.018796992481203006,0.08650519031141868,0.10909090909090909,0.20903954802259886,0.15973377703826955,0.21287128712871287,0.025839793281653745,0.5862068965517241,0.204406364749082,0.7544910179640718,0.802547770700637,0.7857142857142857,0.10159118727050184,0.3855421686746988,0.47058823529411764,0.71875,0.1383108935128519,0.46017699115044247,0.4642857142857143,0.75,0.11015911872705018,0.5333333333333333,0.5393258426966292,1.0,0.4455324357405141,0.38461538461538464,0.3867403314917127,0.9,0.46808510638297873,0.6136363636363636,0.22340425531914893,0.38095238095238093,0.875,0.22695035460992907,0.84375,0.1347517730496454,0.631578947368421,0.475177304964539,0.4626865671641791,0.7600979192166463,0.3867403314917127,0.5322355214723927,0.5362260273972603,0.5342178571428571,0.06744186046511629,0.1315136476426799,0.010940919037199124,0.11481481481481481,0.21666666666666667,8.373278236914603,25.65594713656387,0.2014543495825478,5.0,11.0,6.0,3.0,2.0,2.0,3.0,5.0,1.0,0.011111111111111112,0.06,0.03896103896103896,0.25925925925925924,0.11702127659574468,0.45454545454545453,1.0,,,,,,,True
203484,1610612743,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DEN,83194.0,1387,375,2878,2843,553,559,294,5721,47.0,73.0,5.0,9.0,9.0,12.0,17.0,42,29.0,74.0,29.0,68.0,3.0,10.0,35.0,93.0,1.0,11.0,8.0,16.0,93.0,189,64.0,161.0,72.0,450,3243,9.0,16.0,1.0,14.0,,21.0,14.0,26.0,11.0,26.0,17.0,78.0,156.0,30.0,174.0,18.0,8.0,,93.0,35.0,6.0,1.0,76.0,44.0,120.0,38.0,6.0,51.0,18.0,7.0,284.0,9.0,14.0,60.0,36.0,,96.0,23.0,119.0,6.0,72.0,44.0,28.0,31.0,9.0,25.0,17.0,3.0,6.0,2.0,48.0,2.0,4.0,47.0,87.0,2.0,1.0,91.0,,2.0,26.0,,85.0,8.0,13.0,32.0,1.0,7.0,23.0,,,6.0,17.0,23.0,12.0,78.0,546,10.0,6.0,0.8387096774193549,0.8764044943820225,0.90625,0.39751552795031053,0.07142857142857142,0.4230769230769231,0.39751552795031053,0.49206349206349204,0.5625,0.5384615384615384,0.54,0.35,0.5865384615384616,0.5759162303664922,0.35,0.6416666666666667,0.46,0.006211180124223602,0.031746031746031744,0.0273972602739726,0.09523809523809523,,0.010752688172043012,13.331261653200746,0.6458333333333334,,0.051209103840682786,0.02092675635276532,0.10118043844856661,0.01694915254237288,0.07407407407407407,0.019166666666666665,0.029787234042553193,0.01195219123505976,0.02185792349726776,0.017241379310344827,0.04484304932735426,0.0436046511627907,0.08088235294117647,0.09734513274336283,0.11347517730496454,0.03278688524590164,0.5217391304347826,0.20857142857142857,0.6438356164383562,0.6619718309859155,0.8085106382978723,0.12,0.40476190476190477,0.4473684210526316,0.8823529411764706,0.21142857142857144,0.3918918918918919,0.3918918918918919,0.8620689655172413,0.19428571428571428,0.4264705882352941,0.4264705882352941,0.9655172413793104,0.26571428571428574,0.3763440860215054,0.3804347826086957,0.8571428571428571,0.3,0.5555555555555556,0.36666666666666664,0.09090909090909091,,0.23076923076923078,0.75,0.19230769230769232,0.3,0.3076923076923077,0.5,0.6685714285714286,0.3763440860215054,0.5216947142857145,0.49564473684210525,0.5088153846153846,0.088,0.15023474178403756,0.006172839506172839,0.04666666666666667,0.17333333333333334,9.573015873015875,24.853416149068323,0.19214732453092426,,3.0,,1.0,1.0,,,,,,,0.016,0.2,0.1,,,1.0,,,,,,True
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,73876.0,1231,352,2538,2520,476,454,259,5058,189.0,255.0,34.0,57.0,33.0,45.0,26.0,67,7.0,19.0,5.0,29.0,,5.0,20.0,64.0,1.0,4.0,3.0,12.0,222.0,341,25.0,93.0,97.0,616,2880,34.0,61.0,2.0,7.0,10.0,84.0,36.0,59.0,3.0,17.0,29.0,110.0,298.0,146.0,45.0,30.0,42.0,2.0,62.0,20.0,34.0,,90.0,47.0,137.0,34.0,13.0,62.0,22.0,6.0,321.0,26.0,60.0,75.0,78.0,16.0,169.0,89.0,258.0,24.0,28.0,18.0,10.0,34.0,5.0,19.0,25.0,3.0,15.0,3.0,59.0,6.0,10.0,49.0,76.0,,7.0,125.0,,10.0,5.0,,160.0,17.0,,77.0,1.0,10.0,25.0,2.0,2.0,12.0,12.0,27.0,18.0,109.0,473,3.0,9.0,0.6711711711711712,0.7412935323383084,0.6,0.26881720430107525,0.2857142857142857,0.17647058823529413,0.27472527472527475,0.6510263929618768,0.5573770491803278,0.6101694915254238,0.597926267281106,0.5441176470588235,0.5328947368421053,0.6099009900990099,0.5526315789473685,0.5789473684210527,0.21428571428571427,,0.09970674486803519,0.0784313725490196,0.208955223880597,,,19.810326659641728,0.576271186440678,0.32,0.12322274881516587,0.10380622837370242,0.13761467889908258,0.055793991416309016,0.1298811544991511,0.08237547892720307,0.15458937198067632,0.08968609865470852,0.05405405405405406,0.05027932960893855,0.13526570048309178,0.11409395973154363,0.125,0.14250614250614252,0.12318840579710146,0.16216216216216217,0.6666666666666666,0.5875576036866359,0.7411764705882353,0.8042553191489362,0.7037037037037037,0.1543778801843318,0.3880597014925373,0.49056603773584906,0.5,0.04377880184331797,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.06682027649769585,0.1724137931034483,0.1724137931034483,0.8,0.14746543778801843,0.3125,0.3125,0.55,0.8382352941176471,0.5964912280701754,0.058823529411764705,0.25,1.0,0.5921052631578947,0.7333333333333333,0.06578947368421052,,0.15789473684210525,0.25,0.8018433179723502,0.3225806451612903,0.5784331786542923,0.6025416666666666,0.5854533783783784,0.15587044534412955,0.19201995012468828,,0.13636363636363635,0.17857142857142858,3.7067448680351904,25.858064516129033,0.1875492513790386,1.0,3.0,3.0,,3.0,,1.0,3.0,,,0.041666666666666664,0.07407407407407407,0.29411764705882354,0.04411764705882353,0.3333333333333333,,,3.0,1.0,,,,True
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,14863.0,248,41,506,503,122,115,50,1009,18.0,23.0,3.0,4.0,3.0,6.0,4.0,10,2.0,3.0,4.0,10.0,1.0,1.0,8.0,15.0,,,4.0,4.0,24.0,36,12.0,25.0,10.0,94,586,3.0,4.0,,,2.0,8.0,4.0,8.0,5.0,5.0,5.0,28.0,34.0,14.0,36.0,,4.0,1.0,13.0,7.0,1.0,,16.0,13.0,29.0,6.0,7.0,10.0,4.0,2.0,71.0,1.0,4.0,13.0,12.0,1.0,26.0,5.0,31.0,1.0,6.0,4.0,2.0,2.0,3.0,,3.0,,2.0,,5.0,,,11.0,16.0,,,12.0,1.0,1.0,2.0,,10.0,2.0,,6.0,,,2.0,1.0,,2.0,,3.0,1.0,28.0,120,1.0,,0.7083333333333334,0.7727272727272727,1.0,0.48,,1.0,0.4583333333333333,0.6666666666666666,0.75,0.5,0.6885245901639344,0.75,0.8846153846153846,0.7230769230769231,0.8,0.9333333333333333,0.4098360655737705,,0.027777777777777776,0.043478260869565216,,,,12.455516014234876,0.4,0.08333333333333333,0.09022556390977443,0.03669724770642202,0.13,0.009900990099009901,0.1072961373390558,0.023809523809523808,0.08108108108108109,0.023255813953488372,,0.01282051282051282,0.09302325581395349,0.10294117647058823,0.045454545454545456,0.11392405063291139,0.19047619047619047,0.043478260869565216,0.3333333333333333,0.3770491803278688,0.782608695652174,0.8181818181818182,0.7777777777777778,0.16393442622950818,0.4,0.4,0.5,0.04918032786885246,0.6666666666666666,0.6666666666666666,0.5,0.16393442622950818,0.4,0.4,1.0,0.2459016393442623,0.5333333333333333,0.5333333333333333,1.0,1.0,0.75,,,,0.46153846153846156,0.5,0.07692307692307693,1.0,0.3076923076923077,1.0,0.7868852459016393,0.5384615384615384,0.5370608333333333,0.6503333333333333,0.5286875,0.09230769230769231,0.15,,0.0851063829787234,0.2978723404255319,4.383333333333332,25.727999999999994,0.24110671936758893,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,,True
1628971,1610612743,Bruce Brown,Bruce Brown,1628971,DEN,41277.0,688,141,1425,1401,313,319,143,2826,54.0,77.0,2.0,8.0,16.0,21.0,23.0,52,6.0,17.0,12.0,29.0,1.0,5.0,16.0,41.0,1.0,2.0,4.0,9.0,83.0,146,28.0,70.0,44.0,294,1599,5.0,11.0,1.0,3.0,7.0,20.0,18.0,37.0,5.0,14.0,14.0,65.0,88.0,78.0,75.0,9.0,6.0,,41.0,16.0,13.0,,66.0,29.0,95.0,22.0,7.0,43.0,15.0,8.0,219.0,6.0,10.0,24.0,36.0,1.0,61.0,16.0,77.0,6.0,25.0,15.0,10.0,24.0,7.0,15.0,20.0,4.0,9.0,5.0,44.0,,14.0,37.0,61.0,5.0,1.0,47.0,,,5.0,1.0,57.0,9.0,,30.0,,3.0,13.0,5.0,4.0,3.0,8.0,18.0,13.0,64.0,311,6.0,2.0,0.5301204819277109,0.55,0.8928571428571429,0.4,0.3333333333333333,0.35714285714285715,0.4,0.5684931506849316,0.45454545454545453,0.4864864864864865,0.5787037037037037,0.4642857142857143,0.5,0.6125,0.5555555555555556,0.5603448275862069,0.32407407407407407,,0.08904109589041095,0.1038961038961039,0.07692307692307693,0.058823529411764705,,17.906683480453975,0.5454545454545454,0.025,0.10344827586206896,0.03194888178913738,0.07453416149068323,0.022900763358778626,0.08955223880597014,0.02782608695652174,0.044642857142857144,0.022556390977443608,0.029411764705882353,0.02577319587628866,0.07627118644067797,0.08433734939759036,0.203125,0.07758620689655173,0.06666666666666667,0.06666666666666667,0.7222222222222222,0.35648148148148145,0.7012987012987013,0.782608695652174,0.6111111111111112,0.24074074074074073,0.4423076923076923,0.4791666666666667,0.391304347826087,0.0787037037037037,0.35294117647058826,0.375,0.3333333333333333,0.13425925925925927,0.41379310344827586,0.41379310344827586,1.0,0.18981481481481483,0.3902439024390244,0.3902439024390244,0.8125,0.5714285714285714,0.25,0.14285714285714285,0.5,1.0,0.4117647058823529,0.7619047619047619,0.09803921568627451,0.2,0.17647058823529413,0.4444444444444444,0.6805555555555556,0.3902439024390244,0.5337935185185186,0.48711666666666664,0.5288921568627452,0.12658227848101267,0.17964071856287425,,0.06802721088435375,0.22108843537414966,5.843150684931505,24.722857142857144,0.21964912280701754,,1.0,,1.0,1.0,,2.0,,,,,0.014705882352941176,,0.07142857142857142,,,,,,,1.0,,True
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,7570.0,126,-9,270,266,46,69,28,536,14.0,22.0,3.0,7.0,2.0,3.0,1.0,2,,,,2.0,,,4.0,4.0,1.0,1.0,1.0,1.0,15.0,24,4.0,6.0,5.0,47,305,4.0,8.0,1.0,1.0,2.0,13.0,3.0,4.0,1.0,1.0,1.0,10.0,26.0,4.0,12.0,,4.0,,4.0,4.0,4.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,2.0,6.0,3.0,3.0,1.0,7.0,8.0,15.0,2.0,3.0,3.0,,,,,1.0,,,,1.0,,,15.0,18.0,,1.0,7.0,,2.0,,,9.0,1.0,,3.0,,2.0,2.0,,,2.0,,2.0,2.0,10.0,46,,2.0,0.8666666666666667,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.625,0.5,0.75,0.7,0.6111111111111112,0.9,0.6911764705882353,0.5909090909090909,0.7142857142857143,0.2,,0.16666666666666666,0.18181818181818182,,,,11.551155115511552,,0.08333333333333333,0.057692307692307696,0.08695652173913043,0.046875,0.038461538461538464,0.05172413793103448,0.06611570247933884,0.125,0.03571428571428571,0.11764705882352941,0.044444444444444446,0.13636363636363635,,,0.04081632653061224,0.06666666666666667,0.2857142857142857,1.0,0.7333333333333333,0.6363636363636364,0.7777777777777778,0.8571428571428571,0.06666666666666667,0.5,0.5,1.0,,,,,0.06666666666666667,,,,0.13333333333333333,1.0,1.0,1.0,0.7777777777777778,0.42857142857142855,0.1111111111111111,1.0,1.0,0.6,0.6666666666666666,,,0.2,1.0,0.9333333333333333,1.0,0.5934849999999999,0.5772312500000001,0.58091,0.09375,0.11538461538461539,,0.2765957446808511,0.2127659574468085,1.8125,24.883333333333336,0.17037037037037037,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,True
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,83553.0,1393,457,2875,2851,515,556,284,5726,188.0,244.0,41.0,62.0,31.0,40.0,143.0,225,19.0,36.0,1.0,5.0,,1.0,31.0,69.0,1.0,3.0,3.0,10.0,350.0,505,32.0,74.0,183.0,979,3229,54.0,85.0,1.0,3.0,18.0,129.0,58.0,86.0,3.0,11.0,62.0,187.0,430.0,270.0,84.0,12.0,82.0,1.0,68.0,31.0,25.0,,283.0,137.0,420.0,93.0,44.0,213.0,30.0,40.0,977.0,26.0,69.0,140.0,217.0,21.0,378.0,95.0,473.0,29.0,46.0,38.0,8.0,88.0,20.0,58.0,44.0,4.0,30.0,1.0,132.0,4.0,21.0,62.0,108.0,6.0,10.0,209.0,3.0,14.0,3.0,3.0,216.0,35.0,3.0,98.0,1.0,27.0,25.0,,,9.0,13.0,25.0,19.0,187.0,508,8.0,23.0,0.6142857142857143,0.6957928802588996,0.875,0.43243243243243246,0.3333333333333333,0.2727272727272727,0.4383561643835616,0.693069306930693,0.6352941176470588,0.6744186046511628,0.687392055267703,0.6306818181818182,0.6443298969072165,0.7291044776119403,0.671875,0.7153846153846154,0.12780656303972365,,0.04950495049504951,0.05327868852459016,0.05333333333333334,,,24.85963817841547,0.6666666666666666,0.3230769230769231,0.30867709815078237,0.10764430577223089,0.22950819672131148,0.049429657794676805,0.2718964204112719,0.08140531276778064,0.17167381974248927,0.08979591836734693,0.04294478527607362,0.04060913705583756,0.28780487804878047,0.3492957746478873,0.23776223776223776,0.2175824175824176,0.2645161290322581,0.17159763313609466,0.76,0.4214162348877375,0.7704918032786885,0.8138528138528138,0.5957446808510638,0.38860103626943004,0.6355555555555555,0.6713615023474179,0.6503496503496503,0.06217616580310881,0.5277777777777778,0.5277777777777778,0.5263157894736842,0.008635578583765112,0.2,0.2,1.0,0.11917098445595854,0.4492753623188406,0.4492753623188406,0.8709677419354839,0.7045454545454546,0.6612903225806451,0.03409090909090909,0.3333333333333333,1.0,0.41237113402061853,0.775,0.010309278350515464,,0.10309278350515463,0.3,0.5492227979274611,0.45588235294117646,0.4964320934256055,0.5273152173913043,0.4622355670103093,0.15396578538102643,0.17253521126760563,0.013333333333333334,0.1317671092951992,0.19101123595505617,5.304950495049505,26.214864864864865,0.1791304347826087,,,,1.0,5.0,,3.0,,,,,0.07575757575757576,0.024390243902439025,,,,,2.0,2.0,,,,True
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,12421.0,207,45,434,440,140,117,35,874,18.0,26.0,1.0,2.0,8.0,10.0,3.0,9,1.0,2.0,2.0,5.0,,,4.0,9.0,1.0,2.0,2.0,4.0,22.0,37,6.0,14.0,8.0,70,498,1.0,3.0,1.0,2.0,2.0,7.0,8.0,12.0,2.0,4.0,6.0,28.0,26.0,18.0,18.0,,2.0,1.0,8.0,4.0,6.0,,10.0,9.0,19.0,6.0,3.0,7.0,3.0,,47.0,3.0,6.0,9.0,12.0,,21.0,9.0,30.0,2.0,8.0,4.0,4.0,4.0,1.0,2.0,1.0,,2.0,,5.0,1.0,1.0,10.0,20.0,1.0,,7.0,,1.0,,,11.0,1.0,,5.0,,1.0,3.0,,,3.0,,3.0,3.0,28.0,140,4.0,1.0,0.5909090909090909,0.6190476190476191,1.0,0.42857142857142855,0.5,0.5,0.46153846153846156,0.5945945945945946,0.3333333333333333,0.6666666666666666,0.6078431372549019,0.5,0.6875,0.625,0.5833333333333334,0.7,0.27450980392156865,,0.16216216216216217,0.11538461538461539,0.3333333333333333,,,12.951167728237792,0.8,,0.12121212121212122,0.06818181818181818,0.08411214953271028,0.04225352112676056,0.10194174757281553,0.05660377358490566,0.07692307692307693,0.047619047619047616,0.1,0.017241379310344827,0.13513513513513514,0.09523809523809523,0.15,0.08641975308641975,0.07692307692307693,0.13333333333333333,1.0,0.5098039215686274,0.6923076923076923,0.782608695652174,0.6111111111111112,0.17647058823529413,0.3333333333333333,0.5,0.3333333333333333,0.0392156862745098,0.5,0.5,1.0,0.09803921568627451,0.4,0.4,1.0,0.17647058823529413,0.4444444444444444,0.4444444444444444,1.0,0.4,0.5,0.4,0.5,1.0,0.625,0.8,,,0.25,0.5,0.7843137254901961,0.5,0.5649339999999998,0.5289999999999999,0.6053566666666668,0.09090909090909091,0.12195121951219512,,0.1,0.4,4.537837837837837,26.464285714285715,0.3225806451612903,,,,,,,,,,,,0.15384615384615385,,,,,,,,,,,True
