EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGA,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,DefensiveGoaltends,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,HeaveAttempts,Travels,Loose Ball Fouls,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,PtsUnassisted3s,Corner3Assists,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceFG3M,Charge Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,LongMidRangeAssists,Transition Take Fouls,3pt And 1 Free Throw Trips,BlockedArc3,LongMidRangePctAssisted,BlockedLongMidRange,Transition Take Fouls Drawn,LongMidRangePctBlocked,HeaveMakes
1626174,1610612742,Christian Wood,Christian Wood,1626174,DAL,2954.0,49,8,96,98,21.0,18.0,9.0,194,3.0,7.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,7.0,12.0,2.0,6.0,7.0,27.0,107,1.0,1.0,1.0,3.0,3.0,10.0,4.0,6.0,4.0,2.0,3.0,5.0,5.0,3.0,2.0,10.0,2.0,4.0,4.0,1.0,9.0,2.0,11.0,1.0,5.0,1.0,2.0,2.0,3.0,7.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,21.0,1.0,0.7142857142857143,0.7142857142857143,1.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.5555555555555556,0.5869565217391305,0.3,0.3333333333333333,0.25,0.2857142857142857,0.2,28.037383177570092,0.7142857142857143,0.25,0.14814814814814814,0.14285714285714285,0.13793103448275862,0.14285714285714285,0.06451612903225806,0.25,0.25,0.15384615384615385,0.21052631578947367,0.16666666666666666,0.3888888888888889,0.42857142857142855,0.6,0.6666666666666666,0.2777777777777778,0.8,1.0,0.75,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,1.0,0.5,0.5,0.7222222222222222,0.5,0.5520722222222223,0.6412,0.577675,0.18181818181818182,0.2,0.14285714285714285,0.1111111111111111,3.0749999999999997,24.7,0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,6451.0,108,-50,215,221,36.0,17.0,22.0,436,4.0,4.0,2.0,1.0,,,7.0,1.0,1.0,7.0,4.0,5.0,2.0,14.0,,14.0,271,2.0,2.0,3.0,,5.0,6.0,2.0,6.0,7.0,1.0,,6.0,8.0,4.0,2.0,18.0,1.0,3.0,6.0,,9.0,3.0,12.0,,1.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,5.0,36.0,,0.75,1.0,1.0,0.14285714285714285,0.14285714285714285,0.8,0.3684210526315789,0.3684210526315789,0.5,0.7368421052631579,,,,8.403361344537815,1.0,,0.10714285714285714,0.019230769230769232,0.07692307692307693,0.09473684210526316,0.028846153846153848,,0.13636363636363635,0.11538461538461539,0.10714285714285714,,0.21052631578947367,1.0,1.0,0.75,,,,,0.3684210526315789,0.3684210526315789,0.14285714285714285,0.14285714285714285,1.0,1.0,0.2,0.2,0.9473684210526315,0.14285714285714285,0.5917868421052632,0.6349,0.57445,,,,0.35714285714285715,4.7,24.792857142857144,0.16744186046511628,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.038461538461538464,0.05555555555555555,0.05,0.05263157894736842,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,1.0,0.4,0.5,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630182,1610612742,Josh Green,Josh Green,1630182,DAL,8532.0,142,5,288,293,72.0,53.0,35.0,581,9.0,9.0,1.0,,2.0,5.0,9.0,1.0,6.0,10.0,11.0,14.0,9.0,19.0,4.0,53.0,335,1.0,1.0,4.0,1.0,1.0,18.0,4.0,27.0,9.0,6.0,1.0,10.0,14.0,8.0,2.0,32.0,2.0,6.0,8.0,,14.0,4.0,18.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,2.0,6.0,11.0,1.0,8.0,1.0,3.0,6.0,3.0,,,1.0,,,,1.0,1.0,72.0,,0.8181818181818182,0.9,1.0,0.47368421052631576,0.5,0.7857142857142857,0.7424242424242424,0.7361111111111112,0.08333333333333333,0.5757575757575758,0.07142857142857142,,0.2,13.190184049079756,0.5714285714285714,,0.10126582278481013,0.03225806451612903,0.09375,0.0979020979020979,0.03076923076923077,0.03333333333333333,0.1,0.08823529411764706,0.022727272727272728,0.09090909090909091,0.2727272727272727,1.0,1.0,0.8888888888888888,0.15151515151515152,0.4,0.5,0.5,0.2727272727272727,0.30303030303030304,0.6,0.6,1.0,0.5,,0.2,0.8484848484848485,0.6666666666666666,0.5669593749999999,0.6251,0.480275,0.08333333333333333,0.17647058823529413,,0.018867924528301886,4.3,25.8,0.25,1.0,,,3.0,,3.0,1.0,2.0,,,2.0,4.0,4.0,2.0,3.0,2.0,1.0,,,1.0,,0.5,,0.5,0.029411764705882353,0.038461538461538464,0.037037037037037035,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,0.6,,0.03773584905660377,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.13333333333333333,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201580,1610612742,JaVale McGee,JaVale McGee,201580,DAL,21274.0,355,-57,733,739,181.0,148.0,73.0,1472,61.0,82.0,15.0,19.0,17.0,38.0,1.0,,2.0,4.0,78.0,120.0,2.0,5.0,24.0,186.0,857,17.0,30.0,2.0,5.0,44.0,126.0,30.0,6.0,4.0,2.0,8.0,8.0,11.0,7.0,1.0,25.0,14.0,35.0,33.0,9.0,77.0,30.0,107.0,7.0,14.0,1.0,9.0,22.0,5.0,36.0,9.0,30.0,54.0,12.0,39.0,6.0,2.0,41.0,20.0,,3.0,26.0,,20.0,,26.0,44.0,180.0,3.0,0.8076923076923077,0.875,1.0,0.4,0.4,0.65,0.648,0.6503496503496503,0.5789473684210527,0.04,0.06666666666666667,0.08536585365853659,0.02631578947368421,22.071516646115906,0.3888888888888889,0.36,0.165,0.0979020979020979,0.22580645161290322,0.19154929577464788,0.09034267912772585,0.07042253521126761,0.09333333333333334,0.1744186046511628,0.23008849557522124,0.1891891891891892,0.656,0.7439024390243902,0.8133333333333334,0.819672131147541,0.304,0.4473684210526316,0.4594594594594595,0.7647058823529411,0.008,0.032,0.5,0.5,1.0,0.8333333333333334,0.59375,,0.696,0.5,0.5886272000000001,0.5374538461538463,0.5847812500000001,0.14285714285714285,0.14814814814814814,,0.23655913978494625,3.1599999999999997,24.439999999999998,0.24693042291950887,9.0,13.0,,,1.0,2.0,11.0,27.0,18.0,1.0,12.0,3.0,3.0,15.0,4.0,4.0,,7.0,0.5,0.6470588235294118,0.6,0.6111111111111112,0.609375,0.5869565217391305,0.08426966292134831,0.14545454545454545,0.058823529411764705,,,,,0.6,0.2222222222222222,0.6842105263157895,0.0625,0.5,0.14516129032258066,,1.0,,1.0,5.0,6.0,2.0,0.28205128205128205,0.21428571428571427,,1.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,13.0,1.0,1.0,2.0,0.045454545454545456,0.058823529411764705,0.16666666666666666,0.5,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203915,1610612742,Spencer Dinwiddie,Spencer Dinwiddie,203915,DAL,8317.0,139,-50,280,286,34.0,32.0,22.0,566,12.0,19.0,,2.0,4.0,10.0,2.0,1.0,10.0,25.0,16.0,32.0,11.0,27.0,9.0,74.0,340,1.0,3.0,1.0,1.0,5.0,4.0,28.0,18.0,25.0,10.0,7.0,9.0,15.0,6.0,3.0,36.0,,8.0,4.0,1.0,13.0,,13.0,,4.0,3.0,4.0,4.0,,8.0,,6.0,10.0,,9.0,,,12.0,7.0,,,,,,,,5.0,34.0,,0.125,0.125,0.5454545454545454,0.4074074074074074,0.4074074074074074,0.5,0.5508474576271186,0.578125,0.625,0.4576271186440678,0.21875,0.15789473684210525,0.4,23.684210526315788,0.5,0.1111111111111111,0.0547945205479452,,0.1509433962264151,0.09523809523809523,,,0.045454545454545456,0.05714285714285714,0.11904761904761904,,0.3220338983050847,0.631578947368421,0.75,0.16666666666666666,0.1694915254237288,0.4,0.6666666666666666,,0.03389830508474576,0.423728813559322,0.4,0.4,0.6,,0.5,0.25,0.7796610169491526,0.4,0.5457203389830508,0.356,0.5641875000000001,0.109375,0.1891891891891892,,0.06756756756756757,5.1312500000000005,25.500000000000004,0.12142857142857143,,2.0,3.0,1.0,,,,2.0,2.0,,,6.0,3.0,,4.0,4.0,,,,,0.6666666666666666,,0.5,0.5,,,,0.05084745762711865,0.5,0.5,,,,1.0,,,0.02702702702702703,,,,,,,1.0,0.0625,0.2727272727272727,,,2.0,,1.0,,,,2.0,,,,,,,,,,15.0,3.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628373,1610612742,Frank Ntilikina,Frank Ntilikina,1628373,DAL,4493.0,75,-16,154,156,40.0,42.0,15.0,310,,3.0,1.0,1.0,1.0,4.0,6.0,1.0,,5.0,1.0,8.0,1.0,11.0,3.0,8.0,177,1.0,2.0,2.0,,,,2.0,3.0,5.0,,1.0,8.0,12.0,7.0,1.0,28.0,,3.0,5.0,1.0,9.0,1.0,10.0,,4.0,,2.0,2.0,2.0,6.0,3.0,2.0,9.0,,4.0,,1.0,4.0,1.0,,,1.0,,1.0,,1.0,,39.0,,,,1.0,0.09090909090909091,0.09090909090909091,0.125,0.13157894736842105,0.2,,0.5789473684210527,0.125,0.3333333333333333,,15.294117647058824,0.6666666666666666,0.2,0.10638297872340426,,0.08823529411764706,0.09876543209876543,0.014925373134328358,,0.15,0.0625,0.11538461538461539,,0.15789473684210525,,,,0.21052631578947367,0.25,0.25,,0.3157894736842105,0.2631578947368421,,,,0.5,0.25,0.25,0.7368421052631579,,0.5305394736842105,0.546,0.4845,0.05,0.1111111111111111,,,8.450000000000001,24.55454545454546,0.2597402597402597,,,1.0,1.0,,1.0,,,,,,4.0,3.0,1.0,2.0,2.0,,,,,,,,,0.022727272727272728,,0.02857142857142857,0.05263157894736842,0.16666666666666666,0.25,1.0,,,,0.25,,,,1.0,,2.0,1.0,,1.0,0.09090909090909091,,,1.0,,,,,,,,,,,,,,,,0.5,,1.0,3.0,0.2727272727272727,0.3333333333333333,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,
1630267,1610612742,Facundo Campazzo,Facundo Campazzo,1630267,DAL,372.0,6,-4,12,12,3.0,8.0,2.0,24,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202722,1610612742,Davis Bertans,Davis Bertans,202722,DAL,3894.0,65,-2,138,138,41.0,33.0,9.0,276,1.0,2.0,,,,,4.0,,6.0,13.0,1.0,2.0,9.0,17.0,3.0,32.0,166,,,2.0,2.0,2.0,2.0,,27.0,13.0,6.0,1.0,1.0,2.0,1.0,,5.0,,1.0,6.0,,7.0,,7.0,,3.0,,3.0,,,3.0,,3.0,6.0,,3.0,,1.0,3.0,1.0,,1.0,2.0,,2.0,,2.0,2.0,41.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.5294117647058824,0.5,0.7631578947368421,0.8,0.3333333333333333,0.8947368421052632,0.5,0.5,,15.54054054054054,1.0,,0.14285714285714285,,0.034482758620689655,0.09859154929577464,,,0.14285714285714285,0.15384615384615385,0.047619047619047616,,0.10526315789473684,0.5,1.0,1.0,,,,,0.21052631578947367,0.6842105263157895,0.46153846153846156,0.46153846153846156,1.0,,,,1.0,0.46153846153846156,0.5405394736842105,,0.5189250000000001,0.05263157894736842,0.5,,0.0625,2.25,25.51176470588235,0.2971014492753623,,,,3.0,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,0.75,0.75,1.0,,,,1.0,,,,,,,,,,0.125,,,,,,,,1.0,,1.0,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630702,1610612742,Jaden Hardy,Jaden Hardy,1630702,DAL,6502.0,108,-28,235,232,49.0,42.0,23.0,467,10.0,20.0,1.0,3.0,2.0,4.0,4.0,,5.0,17.0,13.0,28.0,7.0,21.0,9.0,56.0,282,1.0,3.0,2.0,4.0,7.0,12.0,14.0,18.0,17.0,5.0,6.0,7.0,11.0,3.0,4.0,26.0,1.0,4.0,6.0,1.0,11.0,1.0,12.0,,5.0,2.0,4.0,4.0,1.0,9.0,4.0,3.0,7.0,,10.0,1.0,,9.0,4.0,,,2.0,,,,2.0,7.0,48.0,,0.46153846153846156,0.46153846153846156,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.4642857142857143,0.47959183673469385,0.5188679245283019,0.5,0.42857142857142855,0.21428571428571427,0.25,0.25,23.846153846153847,0.5555555555555556,0.1,0.09375,0.018518518518518517,0.09090909090909091,0.09259259259259259,0.009523809523809525,,0.07692307692307693,0.1111111111111111,0.1111111111111111,,0.40816326530612246,0.5,0.6666666666666666,0.5,0.08163265306122448,0.5,0.6666666666666666,0.5,0.08163265306122448,0.3469387755102041,0.29411764705882354,0.29411764705882354,0.8,0.2,0.6,,0.8367346938775511,0.29411764705882354,0.5824183673469386,0.6160666666666667,0.5864,0.07547169811320754,0.125,,0.125,4.953571428571428,25.052380952380947,0.20851063829787234,,,4.0,2.0,1.0,2.0,,3.0,,1.0,,4.0,4.0,,4.0,3.0,1.0,,0.5,,,0.3,0.3,0.3,,0.047619047619047616,,0.08163265306122448,0.5,0.5,1.0,,,,0.4,0.5,0.05357142857142857,2.0,4.0,,,,2.0,,0.09090909090909091,,0.4,2.0,,,,,1.0,,,1.0,,,,,,,0.5,0.4,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,1.0,,,,,,True,,,,,,,,,
202689,1610612742,Kemba Walker,Kemba Walker,202689,DAL,2065.0,34,-11,72,73,29.0,19.0,8.0,145,1.0,1.0,,1.0,,,2.0,,2.0,6.0,1.0,2.0,3.0,8.0,8.0,19.0,90,,1.0,4.0,4.0,12.0,,2.0,6.0,6.0,2.0,,4.0,7.0,3.0,1.0,17.0,,1.0,2.0,,3.0,1.0,4.0,1.0,1.0,,1.0,,,1.0,,3.0,3.0,,4.0,,,9.0,2.0,1.0,1.0,1.0,,1.0,,1.0,12.0,29.0,1.0,,,0.6666666666666666,0.375,0.375,0.5,0.55,0.6785714285714286,0.8571428571428571,0.8,,,,18.75,1.0,,0.09523809523809523,,0.07692307692307693,0.08823529411764706,0.029411764705882353,,,,,0.16666666666666666,0.1,1.0,1.0,,,,,,0.2,0.6,0.3333333333333333,0.3333333333333333,0.5,,0.2,,0.9,0.3333333333333333,0.558795,,0.5908100000000001,0.23076923076923078,0.5,0.1111111111111111,0.631578947368421,9.399999999999999,25.1625,0.4027777777777778,,1.0,1.0,1.0,2.0,4.0,,,1.0,2.0,,3.0,3.0,1.0,,,,,0.5,,1.0,,0.8,,0.045454545454545456,,0.05263157894736842,0.1,0.5,0.5,1.0,,,1.0,0.8,0.5,,,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
