EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,FTOffRebounds,Travels,Charge Fouls,2pt And 1 Free Throw Trips,OffFTReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Clear Path Fouls,HeaveMakes,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,3SecondViolations,Transition Take Fouls Drawn,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedCorner3,Transition Take Fouls
1627745,1610612747,Damian Jones,Damian Jones,1627745,LAL,5456.0,91,-6.0,193,191,94.0,51.0,20.0,384,9.0,13.0,4.0,5.0,6.0,8.0,1.0,2.0,9.0,14.0,2.0,9.0,27.0,202,4.0,5.0,5.0,13.0,6.0,9.0,5.0,17.0,10.0,8.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,9.0,3.0,8.0,8.0,10.0,3.0,21.0,11.0,32.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,8.0,1.0,12.0,4.0,1.0,7.0,5.0,2.0,7.0,3.0,17.0,94.0,1.0,0.5555555555555556,0.8333333333333334,0.6428571428571429,0.8,0.6666666666666666,0.5625,0.8,0.6666666666666666,0.6428571428571429,0.8125,0.7083333333333334,0.125,0.1428571428571428,0.0769230769230769,1.0,10.648148148148149,0.5,0.1851851851851851,0.1509433962264151,0.1632653061224489,0.0769230769230769,0.174757281553398,0.1195652173913043,0.2857142857142857,0.1666666666666666,0.0606060606060606,0.1666666666666666,0.0666666666666666,0.3181818181818182,0.1176470588235294,0.175,0.1111111111111111,0.5,0.4285714285714285,0.8125,0.6923076923076923,0.75,0.5555555555555556,0.0625,0.125,1.0,0.8,0.8888888888888888,0.75,0.9375,0.5499766666666667,0.62486,0.546988888888889,0.2,0.2222222222222222,0.4814814814814814,0.6296296296296297,1.7142857142857142,51.900000000000006,0.4870466321243523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628418,1610612747,Thomas Bryant,Thomas Bryant,1628418,LAL,7433.0,124,15.0,270,262,76.0,52.0,25.0,532,18.0,27.0,4.0,7.0,5.0,6.0,9.0,4.0,29.0,44.0,4.0,18.0,79.0,293,4.0,9.0,2.0,13.0,5.0,7.0,4.0,17.0,46.0,12.0,8.0,,4.0,9.0,4.0,8.0,4.0,20.0,4.0,9.0,11.0,15.0,1.0,27.0,13.0,40.0,1.0,1.0,,,1.0,4.0,5.0,9.0,1.0,14.0,,22.0,11.0,,1.0,1.0,,1.0,1.0,17.0,76.0,,0.7931034482758621,0.92,0.6590909090909091,0.4444444444444444,0.7142857142857143,0.6354166666666666,0.55,0.65,0.6694915254237288,0.5909090909090909,0.7083333333333334,0.0833333333333333,0.2045454545454545,0.2222222222222222,0.3333333333333333,20.792079207920796,0.125,0.2112676056338028,0.1184210526315789,0.1896551724137931,0.0851063829787234,0.2015503875968992,0.1056910569105691,0.1578947368421052,0.1111111111111111,0.0526315789473684,0.2222222222222222,0.0967741935483871,0.36,0.2,0.2127659574468085,0.0909090909090909,0.1111111111111111,1.0,0.5625,0.6666666666666666,0.8571428571428571,0.7222222222222222,0.1875,0.0833333333333333,0.7,0.5714285714285714,0.6,0.8333333333333334,0.6458333333333334,0.5427906250000001,0.5312833333333333,0.589555,0.1864406779661017,0.2,0.1645569620253164,0.2151898734177215,5.561363636363637,26.1,0.2814814814814815,5.0,6.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.25,0.75,0.5555555555555556,0.8333333333333334,0.8,0.1666666666666666,0.75,0.75,1.0,0.25,0.25,1.0,0.1,1.0,1.0,0.3,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628972,1610612747,Troy Brown Jr.,Troy Brown Jr.,1628972,LAL,13267.0,221,16.0,475,461,157.0,111.0,46.0,936,8.0,15.0,,2.0,1.0,2.0,8.0,20.0,14.0,27.0,30.0,7.0,68.0,512,2.0,5.0,,4.0,1.0,6.0,6.0,20.0,12.0,16.0,,,20.0,3.0,2.0,8.0,2.0,18.0,3.0,3.0,17.0,12.0,4.0,33.0,7.0,40.0,,7.0,2.0,1.0,4.0,12.0,7.0,10.0,,5.0,2.0,7.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,20.0,156.0,1.0,0.4285714285714285,0.4285714285714285,0.5185185185185185,0.4,0.1666666666666666,0.5350877192982456,0.3333333333333333,0.4375,0.5666666666666667,0.3333333333333333,0.5263157894736842,0.5263157894736842,0.1111111111111111,0.2,,13.688212927756654,0.3636363636363636,0.0888888888888888,0.0272727272727272,0.1588785046728972,0.0303030303030303,0.1198347107438016,0.0287081339712918,0.024390243902439,0.0196078431372549,0.0410958904109589,,0.0943396226415094,0.0508474576271186,0.1739130434782608,0.1702127659574468,0.0769230769230769,,0.5,0.2631578947368421,0.5333333333333333,0.6666666666666666,0.625,0.1403508771929824,0.3508771929824561,0.3333333333333333,,0.125,0.5,0.7894736842105263,0.523071052631579,0.42095,0.4654593749999999,0.0508474576271186,0.1034482758620689,0.0588235294117647,0.2941176470588235,5.825925925925926,25.19,0.3305263157894736,4.0,2.0,4.0,7.0,,1.0,3.0,8.0,11.0,,1.0,4.0,10.0,27.0,7.0,6.0,4.0,2.0,,5.0,8.0,5.0,3.0,1.0,2.0,1.0,,,1.0,0.8181818181818182,0.3666666666666666,,0.4,0.3666666666666666,0.6666666666666666,0.5,0.5,,0.0701754385964912,0.5,0.5,0.5,0.35,0.35,0.8571428571428571,0.1666666666666666,,,0.5,0.375,0.35,4.0,10.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,0.0666666666666666,0.0555555555555555,0.175438596491228,0.4,0.4,0.75,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629134,1610612747,Kendrick Nunn,Kendrick Nunn,1629134,LAL,31692.0,528,-19.0,1142,1127,353.0,314.0,107.0,2269,32.0,51.0,4.0,5.0,8.0,10.0,46.0,98.0,61.0,125.0,126.0,17.0,262.0,1277,5.0,10.0,,16.0,18.0,40.0,7.0,82.0,56.0,66.0,2.0,,98.0,11.0,10.0,34.0,8.0,78.0,1.0,4.0,25.0,23.0,2.0,50.0,5.0,55.0,2.0,11.0,6.0,,7.0,31.0,23.0,35.0,1.0,18.0,1.0,21.0,7.0,3.0,3.0,1.0,1.0,3.0,,82.0,352.0,1.0,0.4590163934426229,0.4666666666666667,0.488,0.5,0.45,0.4880478087649402,0.4210526315789473,0.4464285714285714,0.5,0.4210526315789473,0.4659090909090909,0.50199203187251,0.088,0.1372549019607843,0.0652173913043478,22.906793048973142,0.0555555555555555,0.0723270440251572,0.0141843971631205,0.099601593625498,0.0044247787610619,0.0843585237258348,0.0098425196850393,0.0265486725663716,0.009009009009009,0.0057142857142857,,0.0476190476190476,0.0814814814814814,0.1052631578947368,0.1121495327102803,0.027027027027027,0.0151515151515151,,0.2031872509960159,0.6274509803921569,0.7272727272727273,0.53125,0.1832669322709163,0.3904382470119522,0.2631578947368421,0.8,0.119047619047619,0.8,0.7051792828685259,0.5079850597609562,0.5208307692307692,0.4806684523809524,0.0272373540856031,0.0534351145038167,0.0610687022900763,0.3129770992366412,8.035199999999998,25.48015873015873,0.3091068301225919,17.0,12.0,28.0,32.0,2.0,5.0,10.0,37.0,41.0,2.0,9.0,13.0,44.0,93.0,32.0,24.0,21.0,1.0,2.0,5.0,24.0,20.0,4.0,1.0,7.0,,,,6.0,0.7560975609756098,0.3253968253968254,0.2222222222222222,0.2954545454545454,0.3253968253968254,0.7741935483870968,0.3695652173913043,0.3953488372093023,0.3529411764705882,0.1115537848605577,0.4285714285714285,0.4444444444444444,0.4166666666666667,0.3265306122448979,0.3333333333333333,0.71875,0.2631578947368421,0.4,1.0,0.4404761904761904,0.2702702702702703,0.3265306122448979,9.0,28.0,3.0,7.0,30.0,,4.0,,1.0,,,0.1115537848605577,0.3214285714285714,0.3214285714285714,0.8888888888888888,0.0833333333333333,0.4285714285714285,4.0,2.0,2.0,1.0,1.0,6.0,3.0,1.0,0.0158730158730158,0.0357142857142857,0.0204081632653061,0.25,0.2105263157894736,,,,,,,,,,,,True,,,,,,
1629308,1610612747,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,LAL,6173.0,103,-49.0,216,216,94.0,103.0,21.0,432,9.0,11.0,,1.0,3.0,4.0,,4.0,9.0,11.0,6.0,3.0,21.0,254,,1.0,,,3.0,4.0,3.0,9.0,14.0,4.0,,,4.0,1.0,5.0,9.0,3.0,23.0,1.0,1.0,5.0,7.0,,12.0,2.0,14.0,,4.0,,,4.0,5.0,10.0,18.0,2.0,6.0,1.0,4.0,,2.0,,,,,,9.0,94.0,2.0,0.7777777777777778,0.7777777777777778,0.8181818181818182,,0.75,0.5294117647058824,,0.375,0.5526315789473685,,0.45,0.3529411764705882,0.0909090909090909,0.0909090909090909,,10.084033613445378,,0.1166666666666666,0.0185185185185185,0.1041666666666666,0.0204081632653061,0.1111111111111111,0.0194174757281553,0.0555555555555555,,0.0263157894736842,,0.0416666666666666,0.2608695652173913,,0.0952380952380952,0.1666666666666666,,,0.6470588235294118,0.8181818181818182,0.9,0.7777777777777778,,0.2352941176470588,0.25,,0.5,0.75,1.0,0.5647166666666666,0.446625,0.5531571428571428,,,,0.4285714285714285,2.363636363636364,27.933333333333334,0.4351851851851852,,,,,,2.0,,3.0,,,3.0,,4.0,,,4.0,4.0,,,4.0,1.0,1.0,,1.0,2.0,1.0,,,5.0,,,,,,0.2,,,,,,,,,,,0.5,,,0.375,,,,2.0,,1.0,,,,,,,,0.1176470588235294,,,,0.125,,1.0,,2.0,1.0,1.0,1.0,,,,,,,0.25,,,,,,,,,,,,True,,,,,,
1631108,1610612747,Max Christie,Max Christie,1631108,LAL,10948.0,182,1.0,386,384,162.0,112.0,41.0,770,3.0,6.0,,,1.0,1.0,7.0,8.0,7.0,20.0,15.0,8.0,43.0,423,,,,,3.0,6.0,4.0,19.0,6.0,8.0,,,8.0,2.0,4.0,8.0,3.0,20.0,,,10.0,15.0,4.0,29.0,,29.0,,3.0,2.0,1.0,3.0,5.0,9.0,13.0,1.0,5.0,1.0,8.0,3.0,1.0,1.0,1.0,,1.0,1.0,19.0,162.0,1.0,0.4285714285714285,0.4285714285714285,0.35,,0.5,0.5,,0.6818181818181818,0.5512820512820513,,0.7307692307692307,0.4285714285714285,0.1,0.3333333333333333,,10.185185185185183,0.2857142857142857,0.1293103448275862,,0.131578947368421,,0.1302083333333333,,,,,,0.16,0.0212765957446808,0.3157894736842105,0.125,0.1666666666666666,,1.0,0.1714285714285714,0.5,0.75,0.6666666666666666,0.2,0.2285714285714285,,,0.0909090909090909,1.0,0.6,0.49376,0.5118750000000001,0.4852227272727273,0.0789473684210526,0.1304347826086956,,0.4418604651162791,10.22,24.946666666666665,0.4196891191709844,2.0,2.0,7.0,3.0,,2.0,2.0,2.0,7.0,,2.0,3.0,5.0,21.0,3.0,4.0,2.0,2.0,,1.0,2.0,2.0,,,2.0,,,,,1.0,0.4666666666666667,,0.6,0.4666666666666667,0.4,0.2857142857142857,0.2857142857142857,,0.2,0.2857142857142857,0.2857142857142857,0.5,0.375,0.375,1.0,1.0,,,0.1818181818181818,1.0,0.375,4.0,7.0,1.0,3.0,,,1.0,,,,,0.2,0.5714285714285714,0.5714285714285714,1.0,0.2727272727272727,0.3333333333333333,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,
1630346,1610612747,Matt Ryan,Matt Ryan,1630346,LAL,1852.0,31,,67,65,40.0,32.0,2.0,132,,,,,,,,11.0,1.0,7.0,12.0,,17.0,55,,,,,,4.0,,6.0,2.0,,,,11.0,,1.0,2.0,1.0,5.0,,1.0,3.0,2.0,,5.0,1.0,6.0,,,,,,,1.0,1.0,,,,,,,,,,,,6.0,40.0,,1.0,1.0,0.1428571428571428,,,0.4473684210526316,,0.2727272727272727,0.4473684210526316,,0.2727272727272727,0.631578947368421,,,,27.536231884057973,,0.1111111111111111,0.0625,0.1666666666666666,,0.1388888888888889,0.0285714285714285,,0.2,,,0.125,,0.1666666666666666,0.1333333333333333,0.3333333333333333,,,,,,,,0.5789473684210527,,,,,0.631578947368421,0.4794315789473685,,0.4781363636363636,,,,0.3529411764705882,19.17142857142857,25.866666666666664,0.5970149253731343,,1.0,7.0,4.0,,,1.0,6.0,5.0,,,2.0,7.0,15.0,4.0,1.0,,,1.0,,,,,,,,,,,1.0,0.4166666666666667,,0.2857142857142857,0.4166666666666667,,,,,0.3684210526315789,0.1428571428571428,0.1428571428571428,1.0,0.3636363636363636,0.3636363636363636,1.0,,,,0.5454545454545454,0.1666666666666666,0.3636363636363636,1.0,1.0,1.0,1.0,,,,,,,,0.0526315789473684,1.0,1.0,1.0,0.0909090909090909,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203471,1610612747,Dennis Schroder,Dennis Schroder,203471,LAL,8197.0,137,9.0,293,293,65.0,73.0,23.0,586,3.0,8.0,1.0,1.0,,1.0,5.0,9.0,6.0,19.0,11.0,18.0,36.0,325,1.0,1.0,,2.0,2.0,4.0,6.0,10.0,2.0,10.0,,,9.0,3.0,10.0,17.0,7.0,44.0,,,6.0,2.0,2.0,10.0,,10.0,,5.0,3.0,2.0,3.0,4.0,3.0,7.0,1.0,11.0,1.0,19.0,7.0,2.0,,,,,,10.0,64.0,2.0,0.1666666666666666,0.1666666666666666,0.3157894736842105,1.0,0.5,0.3,0.5,0.5,0.4459459459459459,0.5,0.7142857142857143,0.3666666666666666,0.1578947368421052,0.25,0.2,12.693498452012385,0.1428571428571428,0.024390243902439,,0.0869565217391304,,0.0529801324503311,,,,,,,0.0526315789473684,,0.081967213114754,0.125,,,0.2666666666666666,0.375,0.5,0.3333333333333333,0.1666666666666666,0.3,0.5,1.0,0.25,,0.6333333333333333,0.5093383333333332,0.6052249999999999,0.4421,0.2,0.2916666666666667,0.0555555555555555,0.2777777777777778,7.7894736842105265,25.663636363636364,0.2218430034129692,,3.0,6.0,2.0,,,,,2.0,,1.0,,,6.0,2.0,7.0,5.0,,2.0,2.0,1.0,,1.0,,,,,,2.0,1.0,0.1818181818181818,,,0.1818181818181818,0.25,,,,0.2,0.5,0.5,,0.2222222222222222,0.2222222222222222,1.0,,,,,,0.2222222222222222,,2.0,,,,,,,2.0,,,0.0666666666666666,,,,,,1.0,,3.0,,,1.0,3.0,,,,,1.0,0.5,,,,,,,,,,,,True,,,,,,
1628425,1610612747,Sterling Brown,Sterling Brown,1628425,LAL,968.0,16,-3.0,39,39,11.0,6.0,5.0,78,,,,,,,,1.0,,,1.0,,,45,,,,,,,,,,,,,1.0,,,1.0,,2.0,1.0,1.0,2.0,2.0,,4.0,2.0,6.0,,2.0,1.0,,,,3.0,3.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,1.0,,,,2.2222222222222223,,0.2,0.1,0.1538461538461538,0.0909090909090909,0.1739130434782608,0.0952380952380952,,,0.125,,0.1428571428571428,0.3333333333333333,,0.1818181818181818,,,,,,,,,1.0,,,,,1.0,0.5583,,,,,,,,26.4,0.282051282051282,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1630590,1610612747,Scotty Pippen Jr.,Scotty Pippen Jr.,1630590,LAL,968.0,16,-4.0,33,33,6.0,12.0,4.0,66,,1.0,,,,,,2.0,,3.0,3.0,1.0,4.0,32,,,,,,,1.0,1.0,,,,,2.0,,1.0,1.0,,3.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,6.0,,,,,,,0.25,,,0.2857142857142857,,0.5,0.5,,,,21.62162162162162,,0.0833333333333333,0.1,,,0.0526315789473684,0.0555555555555555,,,,,,,0.5,,,0.2,1.0,0.1666666666666666,,,,,0.3333333333333333,,,,,0.6666666666666666,0.5366749999999999,0.54975,,0.1428571428571428,0.25,,0.25,10.466666666666669,25.2,0.1818181818181818,,,2.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,1.0,,,,0.3333333333333333,,,,0.5,0.5,,,,,,,0.5,,1.0,,,3.0,,,,,,0.25,0.1666666666666666,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,
