EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Charge Fouls,BlockedAtRim,SecondChanceFg3Pct,ShortMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Charge Fouls Drawn,on,Transition Take Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,Transition Take Fouls Drawn,OffensiveGoaltends,HeaveMakes
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,18867.0,314,13,654,662,162,115,96,1316,25.0,45,10.0,21.0,5.0,11.0,18.0,45.0,7.0,16.0,5.0,9.0,1.0,3.0,12.0,31,3.0,2.0,7.0,50.0,106,17.0,40,21.0,172.0,738,13.0,30.0,3.0,8.0,34.0,14.0,24.0,3.0,10.0,8.0,45.0,52.0,48.0,51.0,18.0,31,12.0,4.0,1.0,7.0,11.0,18.0,11.0,6.0,1.0,47.0,12.0,18.0,2.0,41.0,52.0,8.0,101.0,32.0,133.0,8.0,12.0,8.0,4.0,7.0,3.0,9.0,1.0,4.0,1.0,5.0,16.0,2.0,7.0,14.0,1.0,1.0,20,5.0,1.0,23.0,3.0,10.0,3.0,2.0,2.0,2.0,45.0,162,3.0,0.52,0.6341463414634146,1.0,0.425,0.3,0.425,0.4716981132075472,0.43333333333333335,0.5833333333333334,0.5171232876712328,0.3939393939393939,0.5441176470588235,0.5512820512820513,0.4594594594594595,0.5921052631578947,0.273972602739726,0.025,0.03773584905660377,0.06666666666666667,0.0625,0.03225806451612903,22.3667100130039,0.4375,0.38095238095238093,0.09090909090909091,0.2905027932960894,0.10843373493975904,0.2887323943661972,0.07228915662650602,0.2897196261682243,0.09036144578313253,0.13114754098360656,0.11864406779661017,0.06521739130434782,0.05042016806722689,0.1276595744680851,0.22448979591836735,0.25301204819277107,0.425531914893617,0.30357142857142855,0.23333333333333334,0.10810810810810811,0.3082191780821918,0.5555555555555556,0.5952380952380952,0.48,0.3082191780821918,0.4,0.4,0.4444444444444444,0.1095890410958904,0.4375,0.4666666666666667,0.8571428571428571,0.06164383561643835,0.5555555555555556,0.5555555555555556,1.0,0.21232876712328766,0.3870967741935484,0.4,1.0,0.6363636363636364,0.47619047619047616,0.2,0.09090909090909091,0.3235294117647059,0.45454545454545453,0.08823529411764706,0.3333333333333333,0.20588235294117646,0.2857142857142857,0.5821917808219178,0.3870967741935484,0.519670205479452,0.5578690476190477,0.5306264705882353,0.06535947712418301,0.08849557522123894,0.19767441860465115,0.2616279069767442,6.796226415094338,25.595000000000002,0.24770642201834864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,8376.0,140,-31,292,298,70,66,38,590,8.0,10,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,,1.0,10.0,25,,4.0,6.0,10.0,13,12.0,34,1.0,57.0,332,2.0,2.0,1.0,,4.0,1.0,1.0,4.0,7.0,,14.0,8.0,12.0,36.0,2.0,25,10.0,,,1.0,2.0,3.0,1.0,,,8.0,3.0,2.0,,9.0,5.0,1.0,15.0,5.0,20.0,1.0,6.0,5.0,1.0,4.0,3.0,1.0,,1.0,,,5.0,2.0,6.0,6.0,,,4,,1.0,3.0,,,,,,1.0,14.0,70,,0.4,0.4444444444444444,1.0,0.35294117647058826,0.5714285714285714,0.35294117647058826,0.7692307692307693,1.0,1.0,0.5957446808510638,0.6666666666666666,0.875,0.59375,0.6666666666666666,0.875,0.723404255319149,,,,,,15.680473372781066,0.8,0.07142857142857142,,0.07142857142857142,0.031746031746031744,0.1323529411764706,0.03529411764705882,0.10144927536231885,0.033783783783783786,,,0.16666666666666666,0.034482758620689655,0.037037037037037035,,0.06060606060606061,0.1875,0.14,0.1111111111111111,0.04,0.2127659574468085,0.8,0.8,0.5,0.02127659574468085,1.0,1.0,,0.0425531914893617,0.5,0.5,,0.19148936170212766,0.2222222222222222,0.2222222222222222,1.0,0.5319148936170213,0.4,0.4,1.0,0.6666666666666666,1.0,,,0.125,1.0,0.125,,0.75,0.6666666666666666,0.9361702127659575,0.4,0.5430148936170213,0.6189,0.4915125,0.020833333333333332,,0.07017543859649122,0.24561403508771928,4.515384615384615,25.988235294117644,0.23972602739726026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628960,1610612749,Grayson Allen,Grayson Allen,1628960,MIL,8200.0,137,60,294,288,44,11,28,582,7.0,11,,,,,2.0,3.0,,,1.0,5.0,,2.0,7.0,15,1.0,3.0,3.0,9.0,14,8.0,20,5.0,47.0,303,,,2.0,,,,,3.0,5.0,2.0,11.0,10.0,8.0,18.0,,15,7.0,,,8.0,9.0,17.0,7.0,2.0,4.0,43.0,4.0,,2.0,8.0,4.0,,12.0,6.0,18.0,,5.0,3.0,2.0,3.0,3.0,,,,,,3.0,1.0,6.0,9.0,,,9,,1.0,5.0,,2.0,,1.0,,1.0,11.0,44,,0.5555555555555556,0.5555555555555556,0.75,0.4,0.6,0.4,0.6428571428571429,,,0.6176470588235294,,0.9,0.6388888888888888,,0.9166666666666666,0.5882352941176471,,,,,,11.926605504587156,1.0,,0.2,0.06349206349206349,,0.1095890410958904,0.05405405405405406,0.08823529411764706,0.034482758620689655,,,,0.058823529411764705,0.043478260869565216,,0.08333333333333333,0.125,0.11864406779661017,0.07142857142857142,,0.3235294117647059,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.08823529411764706,0.6666666666666666,0.6666666666666666,0.5,,,,,0.14705882352941177,0.2,0.2,1.0,0.4411764705882353,0.4666666666666667,0.4666666666666667,0.7142857142857143,,,,0.5,,,0.4,,0.6,1.0,0.9117647058823529,0.4666666666666667,0.5749132352941178,,0.54003,0.05555555555555555,0.125,,0.23404255319148937,3.335714285714286,25.71,0.14965986394557823,1.0,2.0,2.0,,,,,1.0,1.0,0.5,,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,
1630699,1610612749,MarJon Beauchamp,MarJon Beauchamp,1630699,MIL,40459.0,674,-102,1410,1416,356,276,181,2826,36.0,60,8.0,18.0,12.0,18.0,5.0,18.0,7.0,19.0,20.0,57.0,3.0,15.0,25.0,80,11.0,4.0,16.0,48.0,97,45.0,137,27.0,258.0,1635,10.0,22.0,14.0,4.0,33.0,15.0,27.0,7.0,31.0,4.0,55.0,54.0,42.0,117.0,14.0,79,25.0,13.0,3.0,13.0,19.0,32.0,12.0,10.0,,83.0,17.0,19.0,2.0,41.0,25.0,5.0,71.0,38.0,109.0,4.0,21.0,12.0,9.0,17.0,11.0,26.0,4.0,6.0,1.0,10.0,43.0,12.0,37.0,70.0,2.0,3.0,28,,3.0,37.0,2.0,17.0,1.0,7.0,3.0,7.0,55.0,356,1.0,0.5625,0.6585365853658537,0.8666666666666667,0.3284671532846715,0.22580645161290322,0.33088235294117646,0.4948453608247423,0.45454545454545453,0.5555555555555556,0.4935897435897436,0.4027777777777778,0.4396551724137931,0.5139442231075697,0.4230769230769231,0.4435483870967742,0.5854700854700855,0.021897810218978103,0.13402061855670103,0.15,,0.0125,18.081180811808117,0.3953488372093023,0.12195121951219512,0.044444444444444446,0.06983240223463687,0.06168831168831169,0.13355048859934854,0.0456989247311828,0.09924812030075188,0.052941176470588235,0.05737704918032787,0.06306306306306306,0.06666666666666667,0.058823529411764705,0.01,0.06422018348623854,0.07051282051282051,0.07526881720430108,0.14754098360655737,0.07936507936507936,0.03225806451612903,0.2564102564102564,0.6,0.7058823529411765,0.6388888888888888,0.07692307692307693,0.2777777777777778,0.35714285714285715,0.2,0.0811965811965812,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.24358974358974358,0.3508771929824561,0.36363636363636365,1.0,0.3418803418803419,0.3125,0.31645569620253167,0.76,0.5,0.4444444444444444,0.375,0.3055555555555556,0.3103448275862069,0.6666666666666666,0.25862068965517243,0.2,0.27586206896551724,0.25,0.8418803418803419,0.31645569620253167,0.5596242489270387,0.5649220000000001,0.5865640350877194,0.072,0.15178571428571427,0.12790697674418605,0.2131782945736434,6.204123711340207,25.384671532846713,0.2524822695035461,3.0,7.0,3.0,4.0,1.0,,,5.0,0.7142857142857143,0.08333333333333333,0.007246376811594203,18.0,3.0,,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,0.21428571428571427,0.2222222222222222,0.03508771929824561,0.3333333333333333,1.0,0.18181818181818182,1.0,,,,,True,,,,,,
201572,1610612749,Brook Lopez,Brook Lopez,201572,MIL,17571.0,293,26,612,613,96,46,78,1225,36.0,43,9.0,12.0,7.0,7.0,18.0,29.0,4.0,10.0,5.0,11.0,,1.0,22.0,41,7.0,1.0,3.0,58.0,82,27.0,52,16.0,213.0,677,9.0,12.0,8.0,,30.0,12.0,15.0,1.0,4.0,4.0,31.0,88.0,28.0,75.0,16.0,41,22.0,,,7.0,7.0,14.0,5.0,4.0,1.0,35.0,8.0,9.0,,12.0,31.0,3.0,46.0,17.0,63.0,4.0,8.0,6.0,2.0,6.0,4.0,8.0,,2.0,,3.0,14.0,2.0,16.0,20.0,,3.0,23,,,24.0,10.0,15.0,2.0,15.0,7.0,15.0,31.0,96,2.0,0.7586206896551724,0.88,0.9259259259259259,0.5192307692307693,0.25,0.5192307692307693,0.7073170731707317,0.75,0.8,0.7350746268656716,0.75,0.7105263157894737,0.7553191489361702,0.75,0.7380952380952381,0.3880597014925373,,,,,,21.98581560283688,0.42857142857142855,0.1875,,0.18023255813953487,0.06382978723404255,0.0916030534351145,0.05517241379310345,0.1419141914191419,0.05944055944055944,0.07142857142857142,0.05454545454545454,0.06666666666666667,0.058823529411764705,0.046511627906976744,0.14893617021276595,0.18421052631578946,0.20408163265306123,0.09523809523809523,0.07692307692307693,0.08163265306122448,0.3208955223880597,0.8372093023255814,0.8372093023255814,0.7777777777777778,0.21641791044776118,0.6206896551724138,0.6206896551724138,0.7222222222222222,0.07462686567164178,0.4,0.4,0.75,0.08208955223880597,0.45454545454545453,0.45454545454545453,1.0,0.30597014925373134,0.5365853658536586,0.5365853658536586,0.9090909090909091,0.6,0.75,0.1111111111111111,0.35,0.3684210526315789,1.0,0.05263157894736842,,0.15789473684210525,0.3333333333333333,0.7089552238805971,0.5365853658536586,0.5478664179104477,0.5875,0.5532473684210525,0.1079136690647482,0.1724137931034483,0.14084507042253522,0.14553990610328638,5.663414634146343,25.761538461538464,0.1568627450980392,1.0,2.0,2.0,,,,,11.0,0.7333333333333333,0.05,,6.0,2.0,,,,,4.0,4.0,,1.0,8.0,0.5,,,,,0.5714285714285714,0.75,2.0,1.0,2.0,,True,,,,,,
201950,1610612749,Jrue Holiday,Jrue Holiday,201950,MIL,11016.0,184,12,388,389,62,29,52,777,15.0,19,2.0,3.0,4.0,4.0,6.0,15.0,3.0,9.0,,8.0,,,10.0,33,3.0,1.0,6.0,24.0,43,10.0,41,20.0,98.0,429,2.0,5.0,4.0,,7.0,5.0,9.0,1.0,6.0,2.0,15.0,6.0,42.0,9.0,2.0,30,10.0,1.0,1.0,24.0,24.0,48.0,15.0,18.0,1.0,120.0,7.0,3.0,1.0,11.0,9.0,2.0,22.0,11.0,33.0,2.0,4.0,1.0,3.0,12.0,10.0,5.0,,2.0,2.0,,17.0,2.0,5.0,8.0,,1.0,17,,,24.0,3.0,12.0,1.0,1.0,1.0,1.0,15.0,62,1.0,0.125,0.13043478260869565,0.3,0.24390243902439024,0.16666666666666666,0.2631578947368421,0.5581395348837209,0.4,0.5555555555555556,0.4642857142857143,0.3888888888888889,0.43333333333333335,0.5159574468085106,0.3888888888888889,0.46875,0.4880952380952381,0.024390243902439025,0.023255813953488372,,,,24.9438202247191,0.7058823529411765,0.2222222222222222,0.1111111111111111,0.09090909090909091,0.0379746835443038,0.12359550561797752,0.06306306306306306,0.10638297872340426,0.05263157894736842,0.07407407407407407,0.029411764705882353,,0.07462686567164178,0.045454545454545456,0.1111111111111111,0.045454545454545456,0.15789473684210525,0.1267605633802817,0.1111111111111111,0.044444444444444446,0.2261904761904762,0.7894736842105263,0.7894736842105263,0.13333333333333333,0.17857142857142858,0.4,0.42857142857142855,0.16666666666666666,0.10714285714285714,0.3333333333333333,0.3333333333333333,,0.09523809523809523,,,,0.39285714285714285,0.30303030303030304,0.30303030303030304,0.3,0.3333333333333333,0.6666666666666666,,0.3333333333333333,0.26666666666666666,1.0,,,0.4,0.16666666666666666,0.7142857142857143,0.3333333333333333,0.5296166666666667,0.5544416666666666,0.47448076923076926,0.12903225806451613,0.23076923076923078,0.07142857142857142,0.15306122448979592,7.413953488372092,27.409756097560976,0.15979381443298968,1.0,9.0,5.0,1.0,,,,1.0,1.0,0.1111111111111111,,21.0,1.0,1.0,,,,1.0,1.0,3.0,,,0.25,0.06666666666666667,0.125,,,0.3333333333333333,,,,,,True,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,13547.0,226,-3,477,485,92,45,63,962,51.0,68,10.0,12.0,12.0,16.0,4.0,25.0,5.0,16.0,,1.0,,,4.0,11,,1.0,2.0,60.0,109,4.0,12,57.0,189.0,547,10.0,12.0,1.0,7.0,27.0,13.0,21.0,1.0,2.0,20.0,49.0,40.0,80.0,6.0,16.0,11,4.0,11.0,,25.0,21.0,46.0,13.0,19.0,2.0,113.0,5.0,9.0,,29.0,40.0,3.0,72.0,14.0,86.0,7.0,8.0,5.0,3.0,8.0,6.0,26.0,3.0,2.0,1.0,5.0,34.0,9.0,4.0,23.0,3.0,6.0,58,3.0,,92.0,10.0,48.0,3.0,5.0,1.0,5.0,49.0,92,3.0,0.3333333333333333,0.38461538461538464,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5504587155963303,0.8333333333333334,0.6190476190476191,0.5454545454545454,0.7692307692307693,0.6304347826086957,0.5833333333333334,0.7941176470588235,0.6621621621621622,0.09917355371900827,,0.10091743119266056,0.10294117647058823,,,35.76642335766423,0.23529411764705882,0.375,,0.2777777777777778,0.09090909090909091,0.30851063829787234,0.043859649122807015,0.28991596638655465,0.06572769953051644,0.1282051282051282,0.08333333333333333,0.041666666666666664,0.06493506493506493,,0.19148936170212766,0.2982456140350877,0.35,0.28378378378378377,0.4,0.15217391304347827,0.5619834710743802,0.75,0.8360655737704918,0.35294117647058826,0.2066115702479339,0.16,0.19047619047619047,0.25,0.1322314049586777,0.3125,0.3125,0.2,0.008264462809917356,,,,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.5,0.9230769230769231,0.8333333333333334,0.2,,0.6956521739130435,0.75,,,0.08695652173913043,0.5,0.6611570247933884,0.36363636363636365,0.5675768595041324,0.6304,0.5972630434782609,0.3018867924528302,0.32653061224489793,0.14285714285714285,0.25925925925925924,5.356880733944955,25.808333333333334,0.1928721174004193,1.0,8.0,4.0,8.0,,,,4.0,0.8,0.07692307692307693,,6.0,2.0,,,1.0,,,,,2.0,4.0,,0.16,,,,,,1.0,,1.0,,True,,,,,,
204060,1610612749,Joe Ingles,Joe Ingles,204060,MIL,6926.0,115,29,241,245,68,37,37,486,2.0,4,,,1.0,1.0,,,,1.0,1.0,8.0,1.0,5.0,7.0,22,3.0,1.0,5.0,2.0,5,8.0,30,,28.0,278,,,4.0,,,1.0,1.0,2.0,10.0,,8.0,2.0,2.0,18.0,,22,7.0,,,14.0,11.0,25.0,9.0,10.0,1.0,61.0,,1.0,,4.0,10.0,,14.0,1.0,15.0,,3.0,2.0,1.0,5.0,4.0,2.0,,1.0,,,7.0,,2.0,4.0,,,2,,,,,,,1.0,1.0,1.0,8.0,68,,0.5,0.5,0.75,0.26666666666666666,0.2,0.26666666666666666,0.4,,1.0,0.4,,0.36363636363636365,0.4,,0.36363636363636365,0.8571428571428571,,,,,,14.788732394366198,0.7142857142857143,,,0.14492753623188406,0.018518518518518517,0.09090909090909091,,0.12389380530973451,0.00847457627118644,,0.058823529411764705,,,,0.22727272727272727,0.13793103448275862,0.05555555555555555,0.029411764705882353,0.3,,0.11428571428571428,0.5,0.5,0.5,,,,,0.02857142857142857,,,,0.22857142857142856,0.125,0.125,1.0,0.6285714285714286,0.3181818181818182,0.3181818181818182,0.7142857142857143,,,,0.75,0.09090909090909091,1.0,0.45454545454545453,0.2,0.45454545454545453,0.2,0.9714285714285714,0.3181818181818182,0.5638628571428571,0.53085,0.585809090909091,,,,0.2857142857142857,5.540000000000001,25.973333333333326,0.2821576763485477,1.0,2.0,3.0,2.0,,,,1.0,1.0,0.25,,6.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628975,1610612749,Jevon Carter,Jevon Carter,1628975,MIL,19902.0,332,-57,683,684,174,113,89,1367,7.0,17,1.0,2.0,1.0,6.0,5.0,12.0,13.0,26.0,4.0,9.0,1.0,2.0,24.0,55,8.0,5.0,12.0,25.0,55,28.0,64,9.0,143.0,815,4.0,8.0,11.0,,26.0,6.0,17.0,6.0,14.0,5.0,35.0,12.0,38.0,63.0,2.0,55,24.0,7.0,,18.0,26.0,44.0,18.0,10.0,1.0,114.0,5.0,3.0,,13.0,11.0,3.0,27.0,8.0,35.0,1.0,13.0,8.0,5.0,9.0,6.0,8.0,1.0,3.0,2.0,1.0,17.0,4.0,21.0,31.0,,,16,1.0,,13.0,2.0,6.0,,6.0,3.0,6.0,35.0,174,,0.24,0.25,0.75,0.4375,0.42857142857142855,0.4375,0.45454545454545453,0.5,0.35294117647058826,0.5630252100840336,0.6842105263157895,0.4838709677419355,0.5772357723577236,0.6842105263157895,0.5147058823529411,0.5378151260504201,,0.12727272727272726,0.23529411764705882,,,17.67676767676768,0.5294117647058824,0.14285714285714285,,0.059782608695652176,0.018867924528301886,0.1015625,0.028735632183908046,0.07692307692307693,0.024024024024024024,0.029411764705882353,,0.02702702702702703,0.022058823529411766,0.05263157894736842,0.08,0.03614457831325301,0.0784313725490196,0.13131313131313133,,0.01818181818181818,0.14285714285714285,0.4117647058823529,0.5384615384615384,0.42857142857142855,0.10084033613445378,0.4166666666666667,0.5555555555555556,0.2,0.2184873949579832,0.5,0.5,0.15384615384615385,0.07563025210084033,0.4444444444444444,0.4444444444444444,1.0,0.46218487394957986,0.43636363636363634,0.43636363636363634,0.7083333333333334,0.10526315789473684,0.5,1.0,0.42105263157894735,0.1935483870967742,0.16666666666666666,0.06451612903225806,0.5,0.3870967741935484,0.4166666666666667,0.680672268907563,0.43636363636363634,0.5083663865546219,0.50595,0.5093483870967742,0.04878048780487805,0.1016949152542373,0.18181818181818182,0.24475524475524477,10.88909090909091,25.8328125,0.2547584187408492,3.0,8.0,7.0,2.0,,,,3.0,0.5,0.15789473684210525,,21.0,,1.0,3.0,1.0,3.0,3.0,6.0,,,,0.5454545454545454,0.25,,1.0,1.0,0.375,1.0,,,,,True,,,,,,
1629623,1610612749,Lindell Wigginton,Lindell Wigginton,1629623,MIL,3157.0,53,-17,113,112,30,17,9,225,4.0,6,,,2.0,3.0,3.0,6.0,1.0,1.0,,1.0,,1.0,3.0,12,1.0,2.0,3.0,8.0,13,3.0,13,3.0,28.0,134,,,1.0,,,3.0,5.0,2.0,4.0,1.0,13.0,,16.0,9.0,,12,3.0,2.0,,6.0,5.0,11.0,5.0,4.0,,27.0,,,,4.0,1.0,,5.0,,5.0,,,,,3.0,3.0,4.0,1.0,,,,7.0,2.0,3.0,4.0,,1.0,6,,2.0,3.0,1.0,2.0,,1.0,1.0,1.0,13.0,30,,,,1.0,0.23076923076923078,0.5,0.23076923076923078,0.6153846153846154,,0.6,0.4807692307692308,,0.6666666666666666,0.5185185185185185,,0.7222222222222222,0.5,,0.15384615384615385,0.16666666666666666,,,26.984126984126984,0.42857142857142855,,,0.041666666666666664,,0.13793103448275862,,0.09433962264150944,,,,,,,,0.07692307692307693,,0.09523809523809523,0.25,,0.23076923076923078,0.6666666666666666,0.8,,0.23076923076923078,0.5,0.6,,0.038461538461538464,1.0,1.0,,0.038461538461538464,,,,0.46153846153846156,0.25,0.25,1.0,,,,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,,0.3333333333333333,0.6666666666666666,0.7307692307692307,0.25,0.5305846153846153,,0.5916277777777776,0.07407407407407407,0.14285714285714285,,0.4642857142857143,5.938461538461538,25.861538461538462,0.26548672566371684,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,True,,,,,,
