EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Travels,Transition Take Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,BlockedCorner3,3SecondViolations,Corner3PctBlocked
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,31254.0,521.0,77,1019.0,1048,287.0,321,101.0,2067,39.0,56.0,2.0,5.0,11.0,14.0,5.0,20.0,2.0,10.0,25.0,1.0,4.0,6.0,31.0,90.0,4.0,11.0,7.0,28.0,44.0,78.0,41.0,115.0,22.0,233.0,1128,2.0,6.0,4.0,12.0,16.0,14.0,23.0,11.0,34.0,15.0,76.0,70.0,18.0,108.0,15.0,1.0,89.0,31.0,9.0,25.0,12.0,37.0,7.0,5.0,16.0,8.0,1.0,86.0,8.0,5.0,29.0,26.0,1.0,56.0,13.0,69.0,3.0,11.0,8.0,3.0,10.0,5.0,8.0,8.0,1.0,2.0,1.0,18.0,4.0,6.0,22.0,42.0,1.0,2.0,35.0,4.0,7.0,33.0,4.0,12.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,76.0,287.0,5.0,0.7954545454545454,0.7954545454545454,0.8780487804878049,0.3565217391304348,0.3333333333333333,0.3235294117647059,0.35964912280701755,0.5641025641025641,0.3333333333333333,0.6086956521739131,0.5466321243523317,0.4444444444444444,0.5350877192982456,0.5628019323671497,0.4444444444444444,0.5757575757575758,0.5958549222797928,0.11538461538461539,0.125,0.1,19.66783216783217,0.5555555555555556,0.03125,0.09558823529411764,0.021929824561403508,0.15025906735751296,0.0365296803652968,0.11827956989247312,0.029082774049217,0.033707865168539325,0.018018018018018018,0.04216867469879518,0.018867924528301886,0.04950495049504951,0.07563025210084033,0.23076923076923078,0.1476510067114094,0.1590909090909091,0.03125,0.2,0.29015544041450775,0.6964285714285714,0.7959183673469388,0.8461538461538461,0.10362694300518134,0.25,0.2777777777777778,0.4,0.010362694300518135,0.12953367875647667,0.4,0.4,0.9,0.46632124352331605,0.34444444444444444,0.34444444444444444,0.8709677419354839,0.2777777777777778,0.4,1.0,0.05555555555555555,0.6111111111111112,0.36363636363636365,0.75,0.24561403508771928,0.7857142857142857,0.10526315789473684,0.6666666666666666,0.49122807017543857,0.25,0.8860103626943006,0.34831460674157305,0.5678080729166664,0.57153125,0.5570080357142858,0.06435643564356436,0.13953488372093023,0.008620689655172414,0.06866952789699571,0.3261802575107296,3.7076923076923074,25.946956521739136,0.281648675171737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,41327.0,689.0,-6,1371.0,1407,316.0,295,151.0,2778,44.0,69.0,6.0,11.0,10.0,19.0,15.0,61.0,13.0,9.0,19.0,1.0,3.0,6.0,30.0,76.0,2.0,10.0,7.0,15.0,62.0,143.0,39.0,95.0,53.0,294.0,1574,6.0,13.0,2.0,11.0,20.0,15.0,37.0,10.0,21.0,15.0,75.0,48.0,76.0,78.0,39.0,,76.0,30.0,8.0,74.0,33.0,107.0,17.0,16.0,50.0,23.0,1.0,247.0,6.0,7.0,42.0,25.0,6.0,73.0,14.0,87.0,1.0,23.0,18.0,5.0,27.0,3.0,24.0,8.0,3.0,3.0,1.0,35.0,1.0,9.0,30.0,46.0,,,53.0,1.0,2.0,70.0,5.0,30.0,2.0,3.0,5.0,3.0,,6.0,3.0,,75.0,314.0,3.0,0.3870967741935484,0.4,0.6666666666666666,0.4105263157894737,0.18181818181818182,0.47619047619047616,0.4105263157894737,0.43356643356643354,0.46153846153846156,0.40540540540540543,0.5063025210084033,0.375,0.5172413793103449,0.548689138576779,0.38461538461538464,0.5769230769230769,0.39915966386554624,0.055944055944055944,0.057971014492753624,0.04918032786885246,19.483870967741936,0.7714285714285715,0.18181818181818182,0.0700280112044818,0.018469656992084433,0.15555555555555556,0.02586206896551724,0.10685805422647528,0.02127659574468085,0.02702702702702703,0.011111111111111112,0.018292682926829267,0.04411764705882353,0.0684931506849315,0.0375,0.17647058823529413,0.15508021390374332,0.1566265060240964,0.008064516129032258,0.5,0.28991596638655465,0.6376811594202898,0.676923076923077,0.4090909090909091,0.25630252100840334,0.2459016393442623,0.25862068965517243,0.3333333333333333,0.0546218487394958,0.07983193277310924,0.47368421052631576,0.47368421052631576,0.8888888888888888,0.31932773109243695,0.39473684210526316,0.39473684210526316,0.6,0.4583333333333333,0.5454545454545454,0.3333333333333333,0.041666666666666664,0.4166666666666667,0.2,1.0,0.3275862068965517,0.5263157894736842,0.10344827586206896,0.5,0.25862068965517243,0.4666666666666667,0.6890756302521008,0.39473684210526316,0.5409629787234042,0.600459375,0.5429577586206896,0.12121212121212122,0.17857142857142858,0.020833333333333332,0.06802721088435375,0.25510204081632654,6.146153846153846,25.696842105263162,0.23048869438366157,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.07692307692307693,0.018518518518518517,0.0196078431372549,0.23076923076923078,0.25,0.3333333333333333,,,,,,,,,,True,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,61084.0,1018.0,61,2020.0,2051,335.0,340,201.0,4071,86.0,135.0,10.0,18.0,17.0,24.0,45.0,99.0,65.0,5.0,16.0,1.0,,2.0,90.0,237.0,6.0,15.0,14.0,39.0,157.0,299.0,95.0,253.0,132.0,731.0,2331,14.0,25.0,6.0,16.0,52.0,32.0,55.0,14.0,41.0,42.0,148.0,64.0,250.0,132.0,153.0,1.0,236.0,90.0,22.0,97.0,43.0,140.0,21.0,22.0,72.0,19.0,6.0,323.0,7.0,16.0,37.0,62.0,3.0,102.0,24.0,126.0,14.0,40.0,24.0,16.0,56.0,8.0,32.0,26.0,3.0,24.0,,82.0,5.0,17.0,34.0,71.0,5.0,4.0,114.0,,5.0,151.0,16.0,45.0,12.0,16.0,12.0,10.0,,12.0,6.0,2.0,146.0,332.0,13.0,0.20382165605095542,0.2119205298013245,0.4631578947368421,0.37549407114624506,0.375,0.34146341463414637,0.376984126984127,0.5250836120401338,0.56,0.5818181818181818,0.542572463768116,0.5609756097560976,0.5520833333333334,0.5922570016474464,0.5777777777777777,0.6186440677966102,0.4583333333333333,0.07357859531772576,0.08888888888888889,0.08080808080808081,30.479148181011535,0.6829268292682927,0.06382978723404255,0.1180952380952381,0.03319502074688797,0.1002710027100271,0.016908212560386472,0.11073825503355705,0.025669642857142856,0.05434782608695652,0.022727272727272728,0.018115942028985508,0.014492753623188406,0.07881773399014778,0.13777777777777778,0.15463917525773196,0.08695652173913043,0.13978494623655913,0.05128205128205128,0.5,0.24456521739130435,0.6370370370370371,0.6991869918699187,0.19767441860465115,0.1793478260869565,0.45454545454545453,0.4945054945054945,0.2,0.11775362318840579,0.028985507246376812,0.3125,0.3125,0.8,0.42934782608695654,0.379746835443038,0.379746835443038,0.4444444444444444,0.43902439024390244,0.5555555555555556,0.3,0.024390243902439025,0.36585365853658536,0.4,0.6666666666666666,0.25,0.7083333333333334,0.020833333333333332,,0.40625,0.358974358974359,0.7028985507246377,0.3813559322033898,0.5251014519056262,0.5458208333333333,0.5067142105263157,0.09491525423728814,0.13719512195121952,0.04198473282442748,0.07113543091655267,0.2024623803009576,7.620401337792642,26.371146245059286,0.16584158415841585,26.0,6.0,12.0,1.0,2.0,4.0,,2.0,13.0,,,2.0,,7.0,0.03076923076923077,0.020833333333333332,0.01282051282051282,0.4,0.4126984126984127,0.23076923076923078,6.0,,,,,,,,,True,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,60786.0,1013.0,135,2004.0,2035,332.0,293,208.0,4039,146.0,200.0,38.0,61.0,17.0,25.0,44.0,88.0,11.0,,3.0,1.0,,1.0,,1.0,,,,,192.0,299.0,,4.0,70.0,454.0,2287,44.0,72.0,,1.0,106.0,23.0,37.0,,1.0,16.0,62.0,304.0,80.0,,,,1.0,,25.0,32.0,19.0,51.0,9.0,10.0,23.0,5.0,4.0,121.0,39.0,71.0,89.0,102.0,10.0,201.0,110.0,311.0,12.0,26.0,21.0,5.0,24.0,8.0,17.0,24.0,2.0,7.0,,48.0,7.0,12.0,35.0,68.0,7.0,2.0,98.0,,4.0,101.0,12.0,48.0,,9.0,38.0,25.0,1.0,38.0,25.0,,62.0,329.0,8.0,0.7916666666666666,0.9156626506024096,,,,,,0.6421404682274248,0.6111111111111112,0.6216216216216216,0.6336633663366337,0.6027397260273972,0.6052631578947368,0.6522988505747126,0.6022727272727273,0.6078431372549019,0.013201320132013201,0.08361204013377926,0.11,0.03409090909090909,17.547756552643268,0.5,0.23255813953488372,0.19921875,0.14791666666666667,0.23056994818652848,0.10540540540540541,0.21269487750556793,0.12941176470588237,0.18032786885245902,0.1471861471861472,0.07228915662650602,0.17355371900826447,0.14146341463414633,0.26576576576576577,0.16470588235294117,0.22108843537414966,0.2608695652173913,0.1411764705882353,0.6578947368421053,0.6600660066006601,0.73,0.8202247191011236,0.7876712328767124,0.29042904290429045,0.5,0.5176470588235295,0.8181818181818182,0.036303630363036306,0.009900990099009901,,,,0.0033003300330033004,,,,0.8356164383561644,0.6229508196721312,0.23684210526315788,0.0136986301369863,,,,0.6578947368421053,0.68,0.02631578947368421,,,,0.6732673267326733,,0.5801214521452145,0.5788949999999998,0.5637407894736842,0.1415929203539823,0.14328358208955225,,0.23348017621145375,0.13656387665198239,3.8916387959866223,23.75,0.1656686626746507,2.0,18.0,52.0,,1.0,6.0,11.0,,,,,12.0,1.0,1.0,,,0.06060606060606061,0.18181818181818182,0.18181818181818182,0.5,6.0,1.0,,,,,,,,True,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,99146.0,1652.0,126,3270.0,3330,648.0,631,336.0,6600,96.0,145.0,11.0,18.0,12.0,16.0,17.0,37.0,1.0,56.0,151.0,10.0,12.0,28.0,6.0,20.0,,2.0,1.0,3.0,113.0,183.0,62.0,171.0,78.0,490.0,3719,12.0,20.0,4.0,12.0,50.0,15.0,21.0,13.0,31.0,20.0,89.0,170.0,56.0,177.0,9.0,,20.0,6.0,16.0,62.0,25.0,87.0,19.0,6.0,42.0,16.0,4.0,199.0,26.0,24.0,62.0,68.0,5.0,135.0,52.0,187.0,4.0,56.0,44.0,12.0,17.0,6.0,8.0,25.0,2.0,9.0,4.0,42.0,5.0,10.0,68.0,158.0,1.0,1.0,79.0,,10.0,103.0,15.0,57.0,,2.0,30.0,19.0,4.0,30.0,16.0,,89.0,644.0,2.0,0.7522123893805309,0.7870370370370371,0.9516129032258065,0.36257309941520466,0.3333333333333333,0.41935483870967744,0.36257309941520466,0.6174863387978142,0.6,0.7142857142857143,0.5819209039548022,0.5625,0.6634615384615384,0.6155778894472361,0.6097560975609756,0.7063492063492064,0.4830508474576271,0.08743169398907104,0.07586206896551724,0.13513513513513514,12.008733624454148,0.40476190476190477,0.0625,0.08047337278106509,0.029484029484029485,0.09967845659163987,0.04186795491143317,0.08861622358554874,0.03484320557491289,0.03571428571428571,0.015789473684210527,0.04608294930875576,0.03208556149732621,0.0755287009063444,0.07219251336898395,0.11428571428571428,0.0989247311827957,0.10191082802547771,0.025157232704402517,0.5333333333333333,0.4096045197740113,0.6620689655172414,0.7164179104477612,0.7395833333333334,0.10451977401129943,0.4594594594594595,0.53125,0.8235294117647058,0.002824858757062147,0.4265536723163842,0.3708609271523179,0.3708609271523179,0.9821428571428571,0.05649717514124294,0.3,0.3,0.6666666666666666,0.5625,0.6111111111111112,0.6363636363636364,0.3125,0.0625,,,0.3076923076923077,0.75,0.5384615384615384,0.42857142857142855,0.057692307692307696,0.3333333333333333,0.8926553672316384,0.3,0.6035926553672316,0.5992604166666665,0.5553115384615384,0.14393939393939395,0.25333333333333335,,0.10204081632653061,0.1816326530612245,2.6961748633879776,23.649122807017537,0.1981651376146789,,14.0,10.0,2.0,3.0,13.0,7.0,,,,,7.0,1.0,16.0,,0.020618556701030927,0.05555555555555555,,,,5.0,1.0,4.0,0.4,1.0,,,,,True,,,
1629603,1610612739,Mamadi Diakite,Mamadi Diakite,1629603,CLE,2234.0,37.0,-9,71.0,74,9.0,14,7.0,145,4.0,5.0,,,,,2.0,3.0,1.0,,1.0,,,,2.0,3.0,,,1.0,1.0,6.0,9.0,2.0,4.0,,18.0,82,,,,,,,,1.0,1.0,,3.0,8.0,4.0,3.0,3.0,,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,,,,6.0,,2.0,3.0,,,3.0,2.0,5.0,,2.0,2.0,,,1.0,,4.0,,,,4.0,1.0,,2.0,4.0,1.0,,1.0,,,,,,,,4.0,4.0,,4.0,2.0,,3.0,9.0,,0.6666666666666666,0.6666666666666666,0.5,0.5,,1.0,0.5,0.6666666666666666,,,0.6923076923076923,,1.5,0.6923076923076923,,1.5,0.3076923076923077,0.1111111111111111,0.2,,20.98765432098765,,,,0.09523809523809523,0.16666666666666666,,0.1,0.058823529411764705,0.125,0.2,,,,,,0.07142857142857142,0.5,,0.5,0.38461538461538464,0.8,1.0,0.75,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,0.07692307692307693,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,1.0,0.6923076923076923,0.6666666666666666,0.533876923076923,,0.52695,,,,,0.16666666666666666,5.466666666666667,26.075,0.1267605633802817,,,,,,,1.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,True,,,
1630596,1610612739,Evan Mobley,Evan Mobley,1630596,CLE,67580.0,1126.0,46,2222.0,2270,357.0,349,225.0,4492,137.0,184.0,26.0,40.0,20.0,25.0,61.0,145.0,25.0,3.0,20.0,1.0,1.0,1.0,8.0,25.0,1.0,3.0,1.0,1.0,208.0,354.0,11.0,45.0,81.0,530.0,2592,27.0,44.0,1.0,4.0,65.0,32.0,48.0,2.0,2.0,25.0,95.0,324.0,92.0,33.0,,,25.0,8.0,33.0,63.0,38.0,101.0,20.0,18.0,49.0,12.0,2.0,240.0,19.0,53.0,90.0,125.0,17.0,232.0,74.0,306.0,16.0,26.0,18.0,8.0,36.0,5.0,16.0,36.0,6.0,20.0,2.0,72.0,6.0,10.0,66.0,98.0,10.0,,96.0,1.0,3.0,113.0,17.0,59.0,,5.0,53.0,34.0,1.0,54.0,34.0,5.0,94.0,354.0,4.0,0.7788461538461539,0.8617021276595744,1.0,0.24444444444444444,0.25,1.0,0.24444444444444444,0.5875706214689266,0.6136363636363636,0.6666666666666666,0.5626566416040101,0.59375,0.7,0.594170403587444,0.6132075471698113,0.7089552238805971,0.11278195488721804,0.09322033898305085,0.09782608695652174,0.10344827586206896,20.86186065243657,0.5,0.3541666666666667,0.22007042253521128,0.09233449477351917,0.2200488997555012,0.04922279792746114,0.22006141248720573,0.075,0.10377358490566038,0.08243727598566308,0.03787878787878788,0.07377049180327869,0.22624434389140272,0.22093023255813954,0.20224719101123595,0.20064724919093851,0.28,0.10884353741496598,0.6296296296296297,0.46115288220551376,0.7445652173913043,0.8253012048192772,0.7883211678832117,0.3634085213032581,0.4206896551724138,0.46923076923076923,0.7377049180327869,0.06265664160401002,0.05012531328320802,0.15,0.15,1.0,0.06265664160401002,0.32,0.32,1.0,0.8333333333333334,0.65,0.23076923076923078,0.020833333333333332,0.0625,0.3333333333333333,1.0,0.5,0.8,0.02,1.0,0.02,1.0,0.5739348370927319,0.32,0.5387414786967419,0.5531530303030303,0.532593,0.13378684807256236,0.14898989898989898,,0.12264150943396226,0.1792452830188679,5.34774011299435,24.788888888888895,0.16066606660666066,10.0,8.0,40.0,2.0,3.0,2.0,6.0,,,1.0,1.0,18.0,3.0,5.0,,0.030303030303030304,0.0963855421686747,0.4,0.4,0.9,7.0,,,,,1.0,,,,True,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,16333.0,272.0,39,556.0,558,119.0,152,61.0,1114,8.0,12.0,3.0,3.0,1.0,1.0,4.0,11.0,7.0,4.0,15.0,4.0,,2.0,24.0,58.0,2.0,2.0,7.0,9.0,14.0,30.0,28.0,73.0,10.0,122.0,576,3.0,5.0,3.0,6.0,16.0,1.0,3.0,7.0,11.0,5.0,28.0,20.0,8.0,78.0,6.0,,58.0,24.0,3.0,20.0,8.0,28.0,6.0,2.0,11.0,7.0,2.0,64.0,4.0,4.0,38.0,40.0,11.0,89.0,8.0,97.0,2.0,4.0,4.0,,13.0,2.0,9.0,5.0,,4.0,,18.0,1.0,3.0,17.0,26.0,1.0,,22.0,9.0,1.0,11.0,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,,28.0,118.0,3.0,0.7142857142857143,0.8333333333333334,0.9285714285714286,0.3835616438356164,0.5,0.6363636363636364,0.3835616438356164,0.4666666666666667,0.6,0.3333333333333333,0.5436893203883495,0.6818181818181818,0.8214285714285714,0.5700934579439252,0.7272727272727273,0.8235294117647058,0.7087378640776699,0.1,0.16666666666666666,0.09090909090909091,20.0,0.7222222222222222,0.55,0.28169014084507044,0.026845637583892617,0.3275862068965517,0.03305785123966942,0.3023255813953488,0.02962962962962963,0.044444444444444446,0.02531645569620253,0.03409090909090909,0.030303030303030304,0.2653061224489796,0.2923076923076923,0.2857142857142857,0.34523809523809523,0.28125,0.03508771929824561,0.5,0.11650485436893204,0.6666666666666666,0.8,0.5,0.10679611650485436,0.36363636363636365,0.4,1.0,0.06796116504854369,0.14563106796116504,0.26666666666666666,0.26666666666666666,1.0,0.5631067961165048,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.2727272727272727,1.0,0.3333333333333333,0.36363636363636365,0.18181818181818182,1.0,1.0,0.07142857142857142,1.0,0.14285714285714285,,0.6428571428571429,0.7777777777777778,0.8252427184466019,0.41379310344827586,0.5367470873786407,0.5354300000000001,0.5240321428571428,0.038461538461538464,0.06451612903225806,0.0273972602739726,0.13114754098360656,0.22950819672131148,7.663333333333333,25.946575342465746,0.21402877697841727,2.0,1.0,4.0,,,4.0,1.0,2.0,,,,,,3.0,,,,0.2857142857142857,0.2857142857142857,1.0,2.0,,1.0,0.25,1.0,,,,,True,,,
201577,1610612739,Robin Lopez,Robin Lopez,201577,CLE,6858.0,114.0,-32,234.0,229,88.0,84,27.0,463,7.0,9.0,2.0,3.0,1.0,2.0,7.0,15.0,,,,,,,,,,,,,14.0,24.0,,,4.0,32.0,259,2.0,3.0,,,5.0,5.0,10.0,,,,10.0,14.0,14.0,,,,,,1.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,5.0,6.0,5.0,8.0,1.0,14.0,11.0,25.0,,1.0,1.0,,4.0,1.0,2.0,8.0,,2.0,,12.0,1.0,4.0,8.0,14.0,3.0,,7.0,,,5.0,1.0,3.0,,,3.0,2.0,,3.0,2.0,,10.0,88.0,,0.5,0.5833333333333334,,,,,,0.5833333333333334,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,0.5,0.6153846153846154,0.625,0.5,,0.041666666666666664,,0.06666666666666667,14.339622641509434,0.3333333333333333,0.2,0.12698412698412698,0.09523809523809523,0.11904761904761904,0.09433962264150944,0.12380952380952381,0.09482758620689655,0.045454545454545456,0.16666666666666666,0.125,,0.2,0.125,,0.12121212121212122,0.1111111111111111,,0.6666666666666666,0.375,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.625,0.4666666666666667,0.5,0.7142857142857143,,,,,,,,,,1.0,0.6666666666666666,,,,,,0.2,0.5,,,,,0.375,,0.45561250000000003,0.5334666666666666,0.4470599999999999,0.11538461538461539,0.11538461538461539,,0.15625,0.3125,4.908333333333333,,0.37606837606837606,,1.0,4.0,,,1.0,,,,,,1.0,,,,,0.058823529411764705,,,,4.0,,,,,,,,,True,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,64836.0,1081.0,162,2140.0,2156,363.0,350,214.0,4296,59.0,104.0,6.0,8.0,12.0,22.0,74.0,159.0,61.0,11.0,19.0,6.0,1.0,2.0,78.0,169.0,9.0,21.0,13.0,30.0,160.0,324.0,89.0,188.0,121.0,708.0,2428,10.0,20.0,12.0,27.0,59.0,29.0,55.0,14.0,32.0,45.0,145.0,86.0,234.0,132.0,135.0,,169.0,78.0,24.0,180.0,66.0,246.0,47.0,19.0,133.0,42.0,5.0,558.0,2.0,6.0,39.0,33.0,2.0,74.0,8.0,82.0,4.0,41.0,31.0,10.0,59.0,6.0,36.0,34.0,7.0,23.0,4.0,93.0,6.0,22.0,30.0,64.0,3.0,,133.0,3.0,16.0,138.0,9.0,58.0,,12.0,2.0,1.0,,3.0,2.0,,142.0,360.0,9.0,0.26875,0.2721518987341772,0.4943820224719101,0.4734042553191489,0.4444444444444444,0.4375,0.4734042553191489,0.49382716049382713,0.5,0.5272727272727272,0.5732421875,0.5957446808510638,0.5747126436781609,0.6108202443280978,0.6020408163265306,0.6396396396396397,0.3671875,0.07407407407407407,0.10576923076923077,0.08176100628930817,27.81263069845253,0.6344086021505376,0.04081632653061224,0.06043956043956044,0.011342155009451797,0.0967741935483871,0.005089058524173028,0.07586933614330875,0.008676789587852495,0.005,0.0199203187250996,0.007434944237918215,,0.0514018691588785,0.064,0.07317073170731707,0.10355987055016182,0.07446808510638298,0.01694915254237288,0.6666666666666666,0.203125,0.5673076923076923,0.6344086021505376,0.3898305084745763,0.310546875,0.46540880503144655,0.5068493150684932,0.1891891891891892,0.119140625,0.037109375,0.5789473684210527,0.5789473684210527,0.9090909090909091,0.330078125,0.46153846153846156,0.46706586826347307,0.4358974358974359,0.1702127659574468,0.75,0.16666666666666666,0.1276595744680851,0.44680851063829785,0.42857142857142855,0.6666666666666666,0.25287356321839083,0.5454545454545454,0.022988505747126436,0.5,0.3448275862068966,0.43333333333333335,0.5703125,0.46153846153846156,0.50644169921875,0.5163821428571428,0.5129724137931033,0.10338680926916222,0.1554959785522788,,0.08333333333333333,0.20480225988700565,8.424999999999999,26.51861702127659,0.16962616822429907,27.0,3.0,4.0,,,3.0,2.0,,8.0,1.0,1.0,1.0,,1.0,,,,0.4426229508196721,0.4426229508196721,0.2222222222222222,11.0,1.0,3.0,0.5,1.0,,2.0,0.010638297872340425,0.011834319526627219,True,,,
