EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,TotalPoss,Minutes,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Technical Free Throw Trips,DefensiveGoaltends,LongMidRangePctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,Corner3PctBlocked,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,on,3SecondViolations,BlockedCorner3,Clear Path Fouls
1626163,1610612745,Frank Kaminsky,Frank Kaminsky,1626163,HOU,25.0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630256,1610612745,Jae'Sean Tate,Jae'Sean Tate,1630256,HOU,40581.0,1382,1383,2765,676.0,-98.0,466.0,491.0,225.0,59.0,101.0,12.0,20.0,16.0,33.0,37.0,79.0,1.0,3.0,6.0,17.0,1.0,4.0,7.0,29.0,2.0,2.0,14.0,97.0,183.0,13.0,46.0,50.0,283.0,1634.0,15.0,31.0,3.0,5.0,35.0,23.0,50.0,2.0,18.0,25.0,77.0,68.0,126.0,36.0,3.0,18.0,1.0,28.0,7.0,25.0,38.0,46.0,84.0,40.0,6.0,26.0,8.0,4.0,214.0,11.0,28.0,2.0,43.0,33.0,1.0,77.0,41.0,118.0,5.0,21.0,8.0,13.0,19.0,4.0,12.0,28.0,1.0,7.0,2.0,8.0,47.0,7.0,14.0,49.0,106.0,2.0,9.0,10.0,2.0,67.0,10.0,3.0,3.0,1.0,69.0,9.0,29.0,10.0,7.0,2.0,1.0,4.0,7.0,5.0,74.0,460.0,7.0,8.0,0.35051546391752575,0.38636363636363635,0.9230769230769231,0.2826086956521739,0.1111111111111111,0.28888888888888886,0.5300546448087432,0.4838709677419355,0.46,0.5087336244541485,0.4411764705882353,0.38235294117647056,0.5463320463320464,0.4605263157894737,0.45294117647058824,0.20087336244541484,0.1366120218579235,0.1188118811881188,0.16455696202531644,18.53422168382798,0.40425531914893614,0.038461538461538464,0.045454545454545456,0.11036789297658862,0.0665083135391924,0.1264705882352941,0.041044776119402986,0.1189358372456964,0.05660377358490566,0.08021390374331551,0.05789473684210526,0.045454545454545456,0.041666666666666664,0.038461538461538464,0.11504424778761062,0.11029411764705882,0.1,0.137546468401487,0.08450704225352113,0.056179775280898875,0.7142857142857143,0.4410480349344978,0.5841584158415841,0.6629213483146067,0.3728813559322034,0.34497816593886466,0.46835443037974683,0.5606060606060606,0.32432432432432434,0.013100436681222707,0.3333333333333333,0.3333333333333333,0.07423580786026202,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.12663755458515283,0.2413793103448276,0.2413793103448276,1.0,0.5882352941176471,0.6,0.08333333333333333,0.029411764705882353,0.058823529411764705,0.4852941176470588,0.48484848484848486,0.058823529411764705,0.20588235294117646,0.14285714285714285,0.6419213973799127,0.25,0.49200811403508793,0.5278557692307693,0.49824626865671634,0.11646586345381527,0.14285714285714285,0.12367491166077739,0.27208480565371024,4.2579234972677575,25.57826086956522,0.33719247467438496,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630528,1610612745,Josh Christopher,Josh Christopher,1630528,HOU,10161.0,335,334,669,169.0,-32.0,86.0,101.0,60.0,9.0,17.0,1.0,1.0,,,17.0,29.0,,3.0,1.0,5.0,,2.0,8.0,20.0,6.0,1.0,6.0,26.0,49.0,9.0,25.0,10.0,89.0,409.0,4.0,5.0,6.0,,17.0,4.0,10.0,1.0,8.0,7.0,18.0,10.0,42.0,18.0,9.0,,,20.0,8.0,5.0,9.0,1.0,10.0,,1.0,7.0,2.0,,21.0,2.0,1.0,,8.0,5.0,1.0,14.0,3.0,17.0,1.0,4.0,,4.0,9.0,,5.0,1.0,,4.0,,,10.0,1.0,4.0,11.0,18.0,,,1.0,,11.0,1.0,1.0,,,15.0,1.0,4.0,4.0,2.0,1.0,,1.0,2.0,2.0,17.0,85.0,1.0,3.0,0.19230769230769232,0.19230769230769232,0.6666666666666666,0.36,0.125,0.36,0.5306122448979592,0.8,0.4,0.5337837837837838,0.7727272727272727,0.3055555555555556,0.5493827160493827,0.7727272727272727,0.375,0.33783783783783783,0.10204081632653061,0.058823529411764705,0.13793103448275862,22.033898305084747,0.9,0.16666666666666666,,0.07246376811594203,0.008333333333333333,0.09876543209876543,0.03571428571428571,0.08666666666666667,0.017045454545454544,0.01694915254237288,,,0.023255813953488372,0.07692307692307693,0.08333333333333333,0.03333333333333333,0.13333333333333333,0.11864406779661017,0.045454545454545456,0.029411764705882353,1.0,0.22972972972972974,0.5294117647058824,0.5625,0.4444444444444444,0.3918918918918919,0.5862068965517241,0.68,0.058823529411764705,0.04054054054054054,,,0.06756756756756757,0.2,0.2,1.0,0.2702702702702703,0.4,0.4,0.625,0.09090909090909091,1.0,,,0.5454545454545454,,,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.5675675675675675,0.4,0.4793891891891892,0.454625,0.43856666666666666,0.05194805194805195,0.07692307692307693,0.19101123595505617,0.20224719101123595,6.630612244897961,25.567999999999998,0.25671641791044775,3.0,3.0,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,21644.0,738,734,1472,361.0,-54.0,186.0,237.0,108.0,24.0,29.0,9.0,11.0,9.0,9.0,13.0,33.0,3.0,18.0,2.0,8.0,,2.0,12.0,43.0,2.0,3.0,15.0,40.0,80.0,14.0,51.0,19.0,141.0,851.0,13.0,18.0,2.0,6.0,32.0,11.0,19.0,4.0,17.0,5.0,39.0,58.0,22.0,33.0,9.0,16.0,,43.0,12.0,5.0,14.0,1.0,15.0,1.0,,11.0,3.0,,31.0,5.0,16.0,,34.0,27.0,6.0,67.0,21.0,88.0,4.0,7.0,3.0,4.0,13.0,1.0,8.0,4.0,,5.0,,1.0,17.0,4.0,3.0,14.0,28.0,1.0,1.0,1.0,,19.0,,1.0,1.0,,24.0,2.0,12.0,,12.0,5.0,1.0,6.0,12.0,10.0,39.0,185.0,2.0,,0.725,0.90625,0.7857142857142857,0.27450980392156865,0.23529411764705882,0.27450980392156865,0.5,0.7222222222222222,0.5789473684210527,0.46564885496183206,0.65,0.4722222222222222,0.49645390070921985,0.6956521739130435,0.5,0.3893129770992366,0.0625,0.06896551724137931,0.09090909090909091,18.287037037037035,0.7647058823529411,0.6,,0.15789473684210525,0.06751054852320675,0.18994413407821228,0.036231884057971016,0.1742857142857143,0.056,0.05154639175257732,0.08333333333333333,0.0625,0.027522935779816515,0.06896551724137931,0.14285714285714285,0.13043478260869565,0.25,0.2,0.15384615384615385,0.05555555555555555,0.8333333333333334,0.22137404580152673,0.8275862068965517,0.8888888888888888,0.5833333333333334,0.25190839694656486,0.3939393939393939,0.43333333333333335,0.9230769230769231,0.13740458015267176,0.16666666666666666,0.16666666666666666,0.061068702290076333,0.25,0.25,1.0,0.3282442748091603,0.27906976744186046,0.27906976744186046,0.75,0.55,0.8181818181818182,0.1111111111111111,,0.1,0.25,1.0,0.05555555555555555,0.4166666666666667,0.2,0.6106870229007634,0.27906976744186046,0.5084671755725191,0.5428392857142857,0.49397222222222237,0.0851063829787234,0.13333333333333333,0.22695035460992907,0.2765957446808511,8.03125,25.662745098039213,0.25203252032520324,,,,,,1.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,
1631106,1610612745,Tari Eason,Tari Eason,1631106,HOU,18052.0,610,611,1221,301.0,-14.0,231.0,226.0,112.0,31.0,52.0,17.0,23.0,13.0,21.0,2.0,15.0,,4.0,3.0,9.0,,4.0,6.0,20.0,5.0,4.0,12.0,33.0,71.0,9.0,29.0,14.0,107.0,713.0,18.0,26.0,5.0,3.0,48.0,15.0,30.0,5.0,16.0,8.0,53.0,22.0,44.0,27.0,,30.0,1.0,19.0,6.0,9.0,6.0,3.0,9.0,3.0,,5.0,1.0,,21.0,9.0,22.0,1.0,23.0,21.0,3.0,47.0,32.0,79.0,6.0,12.0,6.0,6.0,8.0,4.0,5.0,10.0,2.0,3.0,,,18.0,3.0,6.0,14.0,30.0,3.0,2.0,,,13.0,,1.0,1.0,,20.0,1.0,10.0,,7.0,3.0,,4.0,7.0,4.0,53.0,229.0,5.0,,0.3333333333333333,0.6111111111111112,1.0,0.3103448275862069,0.3125,0.32142857142857145,0.4647887323943662,0.6923076923076923,0.5,0.465,0.7258064516129032,0.4891304347826087,0.4908256880733945,0.7272727272727273,0.53,0.29,0.1267605633802817,0.057692307692307696,0.4,16.978609625668447,0.4444444444444444,0.3,0.047619047619047616,0.15217391304347827,0.11891891891891893,0.152317880794702,0.075,0.1522491349480969,0.10163934426229508,0.13414634146341464,0.11235955056179775,0.07142857142857142,0.07368421052631578,0.08,0.14583333333333334,0.13432835820895522,0.21739130434782608,0.16666666666666666,0.10810810810810811,0.14285714285714285,0.5714285714285714,0.52,0.5961538461538461,0.6326530612244898,0.3548387096774194,0.15,0.13333333333333333,0.2222222222222222,,0.04,,,0.09,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3,0.3157894736842105,1.0,0.7419354838709677,0.7391304347826086,0.11764705882352941,,0.16129032258064516,0.45652173913043476,0.6190476190476191,0.08695652173913043,0.2608695652173913,0.3333333333333333,0.81,0.3157894736842105,0.5359555555555556,0.5765673913043478,0.5235433333333332,0.09174311926605505,0.125,0.4485981308411215,0.4953271028037383,3.7774647887323933,25.934482758620696,0.37868852459016394,3.0,3.0,0.6,0.6,1.0,1.0,1.0,,,0.25,1.0,1.0,0.034482758620689655,0.05,,,,,,,,,,,,True,,,
1626246,1610612745,Boban Marjanovic,Boban Marjanovic,1626246,HOU,306.0,11,12,23,5.0,1.0,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,3.0,3.0,,,,6.0,13.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,33.333333333333336,1.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,1.0,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.599,,,,,,,1.9666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630231,1610612745,Kenyon Martin Jr.,Kenyon Martin Jr.,1630231,HOU,20204.0,696,698,1394,337.0,-83.0,258.0,270.0,112.0,46.0,64.0,8.0,12.0,20.0,24.0,7.0,20.0,,,3.0,7.0,,1.0,9.0,27.0,3.0,6.0,12.0,53.0,84.0,12.0,34.0,27.0,169.0,863.0,10.0,17.0,3.0,5.0,28.0,21.0,30.0,6.0,13.0,7.0,67.0,80.0,26.0,36.0,,10.0,,27.0,9.0,12.0,8.0,5.0,13.0,4.0,1.0,4.0,3.0,1.0,31.0,7.0,13.0,,37.0,26.0,,63.0,20.0,83.0,4.0,8.0,3.0,5.0,5.0,1.0,4.0,5.0,,1.0,1.0,2.0,10.0,2.0,3.0,11.0,22.0,1.0,,,,25.0,,,1.0,,39.0,5.0,22.0,,5.0,3.0,,2.0,5.0,4.0,67.0,253.0,4.0,,0.7547169811320755,0.8333333333333334,1.0,0.35294117647058826,0.46153846153846156,0.35294117647058826,0.6309523809523809,0.5882352941176471,0.7,0.6016949152542372,0.575,0.6976744186046512,0.6259259259259259,0.5833333333333334,0.6836734693877551,0.288135593220339,0.14285714285714285,0.125,0.2,17.66138855054811,0.5,,,0.1925925925925926,0.06372549019607843,0.23270440251572327,0.051470588235294115,0.21428571428571427,0.058823529411764705,0.05952380952380952,0.05102040816326531,0.13636363636363635,0.05982905982905983,,0.17307692307692307,0.16129032258064516,0.3333333333333333,0.21951219512195122,0.2777777777777778,0.1,0.8,0.5423728813559322,0.71875,0.8214285714285714,0.8043478260869565,0.1694915254237288,0.35,0.4375,0.42857142857142855,,,,0.059322033898305086,0.42857142857142855,0.42857142857142855,1.0,0.2288135593220339,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6666666666666666,0.5,,0.15,0.5581395348837209,0.8333333333333334,0.023255813953488372,0.27906976744186046,0.5,0.8305084745762712,0.3333333333333333,0.5635105932203389,0.5423607142857142,0.5643860465116279,0.16296296296296298,0.21782178217821782,0.16568047337278108,0.39644970414201186,2.9440476190476192,25.83235294117647,0.3706896551724138,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,,
1631102,1610612745,TyTy Washington Jr.,TyTy Washington Jr.,1631102,HOU,5474.0,186,189,375,91.0,-25.0,56.0,58.0,30.0,2.0,3.0,,,,1.0,2.0,8.0,,,1.0,4.0,1.0,,2.0,14.0,,,4.0,4.0,11.0,3.0,18.0,5.0,22.0,210.0,,,1.0,,,1.0,5.0,,4.0,4.0,6.0,6.0,2.0,9.0,,,,14.0,2.0,,6.0,1.0,7.0,1.0,,4.0,2.0,,15.0,,,,8.0,3.0,,11.0,,11.0,,2.0,2.0,,3.0,,2.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,2.0,,,,,6.0,,,1.0,,7.0,1.0,4.0,,,,,,,,6.0,56.0,,,0.75,0.75,1.0,0.16666666666666666,,0.16666666666666666,0.36363636363636365,,0.2,0.29310344827586204,,0.1111111111111111,0.34375,,0.2727272727272727,0.6206896551724138,,,,16.363636363636363,0.75,,,0.08333333333333333,,0.14545454545454545,,0.12087912087912088,,,,,,,0.07692307692307693,0.125,,0.13953488372093023,0.16666666666666666,,,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.5,0.27586206896551724,0.25,0.25,1.0,,,,0.13793103448275862,0.25,0.25,1.0,0.4827586206896552,0.14285714285714285,0.14285714285714285,1.0,,,,1.0,,0.1111111111111111,,,0.4444444444444444,,0.7241379310344828,0.14285714285714285,0.5089827586206896,,0.4643111111111111,0.125,0.2857142857142857,,0.2727272727272727,8.445454545454545,25.705555555555552,0.3010752688172043,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628981,1610612745,Bruno Fernando,Bruno Fernando,1628981,HOU,3609.0,124,129,253,60.0,-5.0,52.0,56.0,26.0,8.0,16.0,5.0,10.0,3.0,4.0,,5.0,,,,,,,,,,,,8.0,21.0,,,8.0,24.0,125.0,5.0,11.0,,2.0,12.0,3.0,8.0,,,5.0,11.0,6.0,10.0,,,10.0,,,,5.0,3.0,,3.0,,,2.0,1.0,,6.0,4.0,8.0,,8.0,8.0,1.0,17.0,12.0,29.0,2.0,,,,2.0,,1.0,3.0,1.0,1.0,1.0,,5.0,2.0,5.0,5.0,7.0,,1.0,1.0,,7.0,,2.0,,,10.0,,3.0,2.0,12.0,4.0,,8.0,12.0,4.0,11.0,52.0,1.0,2.0,0.375,1.0,,,,,0.38095238095238093,0.45454545454545453,0.375,0.38095238095238093,0.45454545454545453,0.375,0.46153846153846156,0.46153846153846156,0.5,,0.23809523809523808,0.1875,0.4,20.0,0.4,0.25,,0.18181818181818182,0.17391304347826086,0.25,0.17391304347826086,0.21052631578947367,0.17391304347826086,0.16,0.2,,0.21052631578947367,,0.23076923076923078,0.15384615384615385,0.2,0.2608695652173913,0.2222222222222222,0.25,0.3333333333333333,0.7619047619047619,0.5,0.6153846153846154,0.375,0.23809523809523808,,,,,,,,,,,,,,,0.9090909090909091,0.5,,,,0.5,0.75,,,,0.7619047619047619,,0.520647619047619,0.5838444444444444,0.48168750000000005,0.125,0.125,0.5,0.4583333333333333,2.8619047619047615,,0.41935483870967744,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,
1629645,1610612745,Kevin Porter Jr.,Kevin Porter Jr.,1629645,HOU,10204.0,346,339,685,170.0,12.0,109.0,129.0,47.0,15.0,23.0,2.0,2.0,2.0,4.0,5.0,16.0,3.0,5.0,,1.0,1.0,,15.0,37.0,3.0,3.0,11.0,23.0,44.0,15.0,38.0,23.0,114.0,383.0,3.0,4.0,4.0,1.0,10.0,4.0,8.0,3.0,11.0,7.0,24.0,14.0,32.0,30.0,15.0,4.0,,37.0,15.0,4.0,13.0,9.0,22.0,7.0,2.0,10.0,3.0,,53.0,3.0,2.0,,9.0,8.0,,17.0,5.0,22.0,1.0,6.0,2.0,4.0,6.0,4.0,5.0,6.0,1.0,1.0,,,12.0,1.0,3.0,6.0,11.0,,,1.0,,22.0,,1.0,,1.0,27.0,3.0,11.0,1.0,2.0,2.0,,,2.0,1.0,24.0,109.0,1.0,,0.30434782608695654,0.3333333333333333,0.6666666666666666,0.39473684210526316,0.2727272727272727,0.39473684210526316,0.5227272727272727,0.75,0.5,0.5548780487804879,0.5625,0.4473684210526316,0.6129032258064516,0.5555555555555556,0.5454545454545454,0.4634146341463415,0.09090909090909091,0.13043478260869565,0.0625,25.615763546798032,0.5,,,0.11428571428571428,0.021739130434782608,0.10975609756097561,0.03896103896103896,0.1118421052631579,0.029585798816568046,,0.02857142857142857,0.07692307692307693,0.046875,,0.0625,0.23076923076923078,,0.13432835820895522,,0.02702702702702703,0.5,0.2804878048780488,0.6521739130434783,0.75,0.4,0.1951219512195122,0.3125,0.3333333333333333,0.2,0.06097560975609756,0.6,0.6,0.012195121951219513,,,,0.45121951219512196,0.40540540540540543,0.40540540540540543,0.6666666666666666,0.25,1.0,,0.125,0.375,0.21052631578947367,0.5,,0.5789473684210527,0.2727272727272727,0.7439024390243902,0.40540540540540543,0.5038682926829269,0.43635999999999997,0.4898763157894737,0.14130434782608695,0.21153846153846154,0.08771929824561403,0.21052631578947367,6.2681818181818185,25.602631578947364,0.315028901734104,1.0,1.0,0.25,0.3333333333333333,1.0,,1.0,,,,,,,,2.0,0.05,,,,,,,,,,True,,,
