EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,FTOffRebounds,Charge Fouls,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,Charge Fouls Drawn,Transition Take Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,3SecondViolations,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,on,Transition Take Fouls,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3
1626162,1610612766,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,CHA,16528.0,275,-51,581,583,222.0,182.0,68.0,1164,38.0,64.0,5.0,15.0,14.0,27.0,24.0,39.0,8.0,13.0,5.0,11.0,2.0,5.0,12.0,46.0,3.0,3.0,17.0,70.0,116.0,17.0,57.0,37.0,228.0,731,6.0,20.0,3.0,2.0,14.0,20.0,39.0,5.0,22.0,17.0,72.0,62.0,78.0,45.0,6.0,10.0,46.0,12.0,7.0,7.0,1.0,8.0,1.0,5.0,2.0,17.0,3.0,12.0,10.0,14.0,1.0,25.0,15.0,40.0,6.0,10.0,7.0,3.0,5.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,11.0,1.0,2.0,12.0,23.0,1.0,1.0,51,1.0,10.0,45.0,10.0,3.0,21.0,1.0,4.0,5.0,4.0,1.0,5.0,3.0,1.0,72.0,220.0,5.0,3.0,0.44285714285714284,0.47692307692307695,0.8823529411764706,0.2982456140350877,0.22727272727272727,0.2982456140350877,0.603448275862069,0.3,0.5128205128205128,0.5520231213872833,0.2608695652173913,0.45081967213114754,0.5978835978835979,0.2916666666666667,0.5220588235294118,0.32947976878612717,0.0603448275862069,0.09375,0.02564102564102564,29.924812030075188,0.45454545454545453,0.0625,0.1206896551724138,0.07894736842105263,0.0847457627118644,0.027777777777777776,0.10256410256410256,0.057692307692307696,0.06666666666666667,0.09375,0.07692307692307693,0.023255813953488372,0.045454545454545456,0.09803921568627451,0.14285714285714285,0.125,0.08139534883720931,0.09375,0.07792207792207792,0.6,0.3699421965317919,0.59375,0.6551724137931034,0.5526315789473685,0.2254335260115607,0.6153846153846154,0.631578947368421,0.2916666666666667,0.07514450867052024,0.6153846153846154,0.6153846153846154,0.375,0.06358381502890173,0.45454545454545453,0.45454545454545453,1.0,0.2658959537572254,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.6521739130434783,0.3333333333333333,0.13043478260869565,0.4426229508196721,0.5185185185185185,0.08196721311475409,0.4,0.2786885245901639,0.17647058823529413,0.6994219653179191,0.2608695652173913,0.5404499999999999,0.5488578947368422,0.5346368852459017,0.11891891891891893,0.16535433070866143,0.017241379310344827,0.06140350877192982,0.3157894736842105,5.451724137931035,25.638596491228068,0.38209982788296043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,9881.0,165,-28,341,349,172.0,136.0,39.0,690,15.0,28.0,,1.0,6.0,13.0,10.0,24.0,7.0,12.0,1.0,8.0,1.0,5.0,6.0,29.0,1.0,1.0,13.0,32.0,64.0,7.0,37.0,24.0,109.0,407,1.0,3.0,1.0,,2.0,15.0,32.0,2.0,18.0,18.0,54.0,22.0,42.0,15.0,6.0,2.0,29.0,6.0,5.0,22.0,6.0,28.0,4.0,14.0,6.0,62.0,2.0,1.0,5.0,7.0,1.0,13.0,3.0,16.0,,4.0,3.0,1.0,4.0,1.0,3.0,8.0,,1.0,,4.0,12.0,1.0,7.0,4.0,7.0,,,22,,4.0,28.0,2.0,2.0,8.0,,6.0,1.0,,1.0,1.0,1.0,,53.0,171.0,2.0,5.0,0.34375,0.3548387096774194,0.7142857142857143,0.1891891891891892,0.1111111111111111,0.1891891891891892,0.5,0.3333333333333333,0.46875,0.4207920792079208,0.25,0.36,0.47345132743362833,0.25,0.4406779661016949,0.36633663366336633,0.078125,0.10714285714285714,0.08333333333333333,32.05128205128205,0.3333333333333333,0.1111111111111111,0.09333333333333334,0.010416666666666666,0.0684931506849315,0.029850746268656716,0.08108108108108109,0.018404907975460124,0.023809523809523808,,,0.02,0.058823529411764705,0.02857142857142857,0.06896551724137931,0.36363636363636365,0.0851063829787234,0.038461538461538464,,1.0,0.27722772277227725,0.5357142857142857,0.6,0.4,0.2376237623762376,0.4166666666666667,0.45454545454545453,0.3,0.1188118811881188,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.07920792079207921,0.125,0.125,1.0,0.2871287128712871,0.20689655172413793,0.21428571428571427,0.6666666666666666,0.25,,0.25,0.26,0.46153846153846156,0.1,0.2,0.26,0.07692307692307693,0.6435643564356436,0.20689655172413793,0.5189653465346533,0.3789,0.5055000000000001,0.07476635514018691,0.11428571428571428,,0.01834862385321101,0.4954128440366973,7.7171875,25.451351351351352,0.5043988269794721,1.0,2.0,2.0,0.02702702702702703,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,18103.0,302,-107,638,635,289.0,200.0,74.0,1273,24.0,35.0,5.0,6.0,11.0,16.0,22.0,46.0,3.0,9.0,2.0,9.0,,4.0,15.0,47.0,4.0,10.0,24.0,49.0,90.0,17.0,56.0,24.0,173.0,811,7.0,9.0,4.0,3.0,20.0,20.0,37.0,10.0,28.0,10.0,80.0,50.0,48.0,45.0,6.0,10.0,46.0,15.0,14.0,14.0,7.0,21.0,4.0,10.0,3.0,49.0,3.0,7.0,20.0,14.0,8.0,42.0,11.0,53.0,2.0,8.0,6.0,2.0,10.0,2.0,6.0,8.0,1.0,4.0,1.0,,18.0,,6.0,21.0,31.0,,2.0,23,,2.0,29.0,7.0,,18.0,,,8.0,6.0,2.0,8.0,5.0,,80.0,287.0,2.0,,0.5102040816326531,0.5681818181818182,0.8823529411764706,0.30357142857142855,0.35714285714285715,0.3090909090909091,0.5444444444444444,0.7777777777777778,0.5405405405405406,0.5102739726027398,0.6538461538461539,0.5384615384615384,0.5509554140127388,0.7142857142857143,0.5797101449275363,0.3835616438356164,0.15555555555555556,0.17142857142857143,0.15217391304347827,24.137931034482758,0.5555555555555556,0.4,0.10071942446043165,0.044585987261146494,0.16806722689075632,0.023622047244094488,0.13178294573643412,0.035211267605633804,0.08823529411764706,,0.06666666666666667,0.020202020202020204,0.03571428571428571,0.09836065573770492,0.12280701754385964,0.047619047619047616,0.1839080459770115,0.125,0.03125,0.625,0.23972602739726026,0.6857142857142857,0.8275862068965517,0.5833333333333334,0.3150684931506849,0.4782608695652174,0.5641025641025641,0.4090909090909091,0.06164383561643835,0.3333333333333333,0.375,0.6666666666666666,0.06164383561643835,0.2222222222222222,0.2222222222222222,0.5,0.3219178082191781,0.3191489361702128,0.3191489361702128,0.9333333333333333,0.46153846153846156,0.8333333333333334,0.3076923076923077,0.24615384615384617,0.6875,0.06153846153846154,,0.36923076923076925,0.4166666666666667,0.6232876712328768,0.32608695652173914,0.5107017241379309,0.5641545454545454,0.5126769230769231,0.11464968152866242,0.1782178217821782,,0.11560693641618497,0.4624277456647399,6.47,25.958928571428572,0.45297805642633227,,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,0.25,0.1111111111111111,0.03571428571428571,0.2,0.25,1.0,,,,,,,,,,,,,,,True,,,,
1629667,1610612766,Jalen McDaniels,Jalen McDaniels,1629667,CHA,19768.0,329,-113,683,687,262.0,237.0,87.0,1370,21.0,38.0,4.0,4.0,8.0,14.0,7.0,23.0,4.0,7.0,6.0,16.0,2.0,6.0,8.0,28.0,1.0,2.0,8.0,32.0,68.0,14.0,44.0,31.0,137.0,823,4.0,6.0,2.0,2.0,10.0,11.0,27.0,4.0,14.0,18.0,52.0,38.0,26.0,42.0,,8.0,28.0,8.0,9.0,15.0,9.0,24.0,8.0,9.0,5.0,57.0,3.0,10.0,27.0,21.0,4.0,52.0,14.0,66.0,3.0,9.0,6.0,3.0,9.0,2.0,5.0,8.0,1.0,4.0,,2.0,17.0,2.0,6.0,24.0,42.0,2.0,1.0,28,,3.0,32.0,2.0,,12.0,,5.0,8.0,3.0,5.0,9.0,5.0,,52.0,262.0,3.0,5.0,0.59375,0.6785714285714286,1.0,0.3181818181818182,0.2857142857142857,0.3181818181818182,0.47058823529411764,0.6666666666666666,0.4074074074074074,0.4732142857142857,0.5,0.4146341463414634,0.5393700787401575,0.5555555555555556,0.52,0.39285714285714285,0.1323529411764706,0.15789473684210525,0.13043478260869565,18.414322250639387,0.5294117647058824,0.23529411764705882,0.13815789473684212,0.055865921787709494,0.17647058823529413,0.019867549668874173,0.15737704918032788,0.03939393939393939,0.043478260869565216,0.07777777777777778,,0.01694915254237288,0.030303030303030304,0.15384615384615385,0.13114754098360656,0.11538461538461539,0.16666666666666666,0.20512820512820512,0.05454545454545454,0.5555555555555556,0.3392857142857143,0.5526315789473685,0.65625,0.6190476190476191,0.20535714285714285,0.30434782608695654,0.35,0.5714285714285714,0.0625,0.5714285714285714,0.5714285714285714,0.5,0.14285714285714285,0.375,0.375,1.0,0.25,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,0.125,0.34146341463414637,0.5714285714285714,0.14634146341463414,0.3333333333333333,0.1951219512195122,0.25,0.7321428571428571,0.2857142857142857,0.5229763392857144,0.5454857142857142,0.524239024390244,0.09836065573770492,0.15384615384615385,,0.072992700729927,0.3795620437956204,5.557352941176472,25.286363636363635,0.383601756954612,,1.0,1.0,,,,,,1.0,2.0,,,0.05555555555555555,,,,1.0,1.0,1.0,0.125,,,,,,,,,,,True,,,,
1630177,1610612766,Theo Maledon,Theo Maledon,1630177,CHA,48712.0,812,-164,1696,1693,669.0,523.0,192.0,3389,35.0,62.0,3.0,4.0,14.0,24.0,27.0,77.0,5.0,9.0,,7.0,,2.0,28.0,86.0,7.0,16.0,39.0,67.0,148.0,28.0,93.0,59.0,277.0,2026,6.0,9.0,8.0,3.0,24.0,28.0,58.0,16.0,41.0,35.0,139.0,44.0,90.0,69.0,15.0,4.0,83.0,28.0,15.0,93.0,53.0,146.0,39.0,76.0,13.0,345.0,6.0,7.0,44.0,57.0,1.0,102.0,13.0,115.0,3.0,36.0,24.0,12.0,33.0,11.0,24.0,23.0,1.0,9.0,1.0,7.0,56.0,2.0,23.0,31.0,58.0,,2.0,54,2.0,3.0,70.0,9.0,2.0,29.0,,10.0,12.0,7.0,4.0,12.0,6.0,1.0,136.0,666.0,5.0,6.0,0.3283582089552239,0.3384615384615385,0.8214285714285714,0.3010752688172043,0.3902439024390244,0.3111111111111111,0.4527027027027027,0.6666666666666666,0.4827586206896552,0.45228215767634855,0.6176470588235294,0.5252525252525253,0.511070110701107,0.631578947368421,0.594017094017094,0.38589211618257263,0.10135135135135136,0.0967741935483871,0.11688311688311688,16.952678107124285,0.5892857142857143,0.024390243902439025,0.14652956298200515,0.015730337078651686,0.12607449856733524,0.018292682926829267,0.13685636856368563,0.016817593790426907,0.015544041450777202,0.019704433497536946,,0.01556420233463035,0.028169014084507043,0.12631578947368421,0.17142857142857143,0.15254237288135594,0.13307984790874525,0.10465116279069768,0.024390243902439025,0.5,0.2572614107883817,0.5645161290322581,0.625,0.34285714285714286,0.31950207468879666,0.35064935064935066,0.39705882352941174,0.2962962962962963,0.03734439834024896,0.5555555555555556,0.5555555555555556,0.4,0.029045643153526972,,,,0.35684647302904565,0.32558139534883723,0.32558139534883723,0.8214285714285714,0.23529411764705882,0.75,0.4117647058823529,0.24242424242424243,0.5833333333333334,0.020202020202020204,,0.3939393939393939,0.41025641025641024,0.6431535269709544,0.3373493975903614,0.5172462184873952,0.4856269230769231,0.5128421875,0.1111111111111111,0.17261904761904762,,0.08664259927797834,0.5018050541516246,6.110810810810812,26.79677419354839,0.3944575471698113,,14.0,4.0,,,3.0,3.0,3.0,,,0.375,,,0.3333333333333333,0.42857142857142855,1.0,1.0,,,0.058823529411764705,1.0,1.0,1.0,1.0,,,,,,,True,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,22565.0,376,-76,780,776,301.0,245.0,101.0,1556,66.0,89.0,30.0,43.0,24.0,36.0,3.0,18.0,,1.0,,,,,,,,,,69.0,108.0,,,44.0,182.0,925,30.0,47.0,,15.0,75.0,24.0,40.0,,,16.0,64.0,78.0,60.0,,,54.0,,,11.0,12.0,6.0,18.0,5.0,8.0,2.0,42.0,10.0,43.0,27.0,30.0,6.0,63.0,53.0,116.0,8.0,6.0,6.0,,,3.0,,18.0,,,,2.0,18.0,,6.0,16.0,43.0,5.0,11.0,50,7.0,,63.0,11.0,,33.0,,4.0,13.0,10.0,3.0,13.0,5.0,8.0,64.0,301.0,4.0,3.0,0.5652173913043478,0.9285714285714286,,,,,0.6388888888888888,0.6382978723404256,0.6,0.6388888888888888,0.6382978723404256,0.6,0.6791044776119403,0.6944444444444444,0.6530612244897959,,0.10185185185185185,0.10112359550561797,0.1111111111111111,16.907675194660733,,0.2857142857142857,0.15625,0.1902654867256637,0.1588235294117647,0.06535947712418301,0.1574585635359116,0.13984168865435356,0.2073170731707317,0.21551724137931033,0.03571428571428571,0.072,0.03571428571428571,0.14423076923076922,0.12903225806451613,0.2692307692307692,0.15503875968992248,0.17073170731707318,0.2962962962962963,0.38461538461538464,0.8240740740740741,0.7415730337078652,0.825,0.5606060606060606,0.16666666666666666,0.16666666666666666,0.1875,0.6666666666666666,0.009259259259259259,,,,,,,,,,,,0.9148936170212766,0.6976744186046512,,0.9,0.6666666666666666,,,,,0.8240740740740741,,0.6021324074074074,0.6038717948717949,0.62449,0.25384615384615383,0.25384615384615383,,0.41208791208791207,0.3516483516483517,2.3055555555555554,,0.3858974358974359,,1.0,2.0,,,,,,,1.0,,,,0.1,,,,,,,1.0,,,,,,,,,,True,,,,
1630539,1610612766,Kai Jones,Kai Jones,1630539,CHA,13987.0,233,20,481,480,211.0,150.0,52.0,961,23.0,28.0,5.0,9.0,9.0,12.0,2.0,11.0,,1.0,2.0,7.0,,2.0,2.0,6.0,,,2.0,25.0,40.0,4.0,13.0,6.0,68.0,538,6.0,11.0,,1.0,13.0,9.0,17.0,,4.0,3.0,21.0,30.0,20.0,12.0,,12.0,6.0,2.0,4.0,2.0,8.0,10.0,7.0,1.0,1.0,28.0,4.0,9.0,12.0,15.0,1.0,28.0,13.0,41.0,1.0,5.0,1.0,4.0,1.0,,1.0,4.0,1.0,,,2.0,5.0,2.0,1.0,11.0,18.0,3.0,,11,1.0,1.0,12.0,4.0,,8.0,,,14.0,9.0,5.0,14.0,11.0,3.0,21.0,210.0,2.0,,0.6,0.7894736842105263,1.0,0.3076923076923077,,0.3076923076923077,0.625,0.5454545454545454,0.5294117647058824,0.5849056603773585,0.5454545454545454,0.42857142857142855,0.5964912280701754,0.5909090909090909,0.4375,0.24528301886792453,0.1,0.10714285714285714,0.09090909090909091,11.439114391143912,0.2,0.125,0.11904761904761904,0.0703125,0.12121212121212122,0.05063291139240506,0.12,0.06280193236714976,0.07017543859649122,0.08771929824561403,,0.046875,0.06666666666666667,0.08695652173913043,0.14285714285714285,0.2,0.10526315789473684,0.17391304347826086,0.05263157894736842,0.7857142857142857,0.5283018867924528,0.8214285714285714,0.92,0.6521739130434783,0.20754716981132076,0.18181818181818182,0.2,,0.018867924528301886,,,,0.1320754716981132,0.2857142857142857,0.2857142857142857,1.0,0.11320754716981132,0.3333333333333333,0.3333333333333333,1.0,0.8181818181818182,0.5555555555555556,,0.5714285714285714,0.75,0.09523809523809523,,0.09523809523809523,,0.7735849056603774,0.3333333333333333,0.5888726415094339,0.5583333333333333,0.623204761904762,0.14035087719298245,0.18181818181818182,,0.19117647058823528,0.3088235294117647,3.3049999999999997,24.36923076923077,0.4386694386694387,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,
1631109,1610612766,Mark Williams,Mark Williams,1631109,CHA,9328.0,155,-57,327,323,123.0,77.0,34.0,650,33.0,47.0,12.0,18.0,17.0,19.0,3.0,12.0,1.0,1.0,,,,,,,,,,37.0,60.0,,,13.0,87.0,406,13.0,20.0,,3.0,29.0,18.0,24.0,,,7.0,43.0,48.0,26.0,,,18.0,,,3.0,1.0,2.0,3.0,,1.0,,8.0,7.0,15.0,17.0,18.0,1.0,36.0,22.0,58.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,,,9.0,1.0,4.0,7.0,16.0,1.0,5.0,12,,,16.0,4.0,,8.0,,2.0,3.0,3.0,,3.0,2.0,,43.0,123.0,,2.0,0.6486486486486487,0.8571428571428571,,,,,0.6166666666666667,0.65,0.75,0.6166666666666667,0.65,0.75,0.6590909090909091,0.6904761904761905,0.7962962962962963,,0.05,0.06382978723404255,,20.435967302452315,0.2222222222222222,0.2,0.2608695652173913,0.189873417721519,0.27419354838709675,0.10294117647058823,0.26717557251908397,0.14965986394557823,0.23076923076923078,0.15151515151515152,0.14285714285714285,0.08163265306122448,0.15789473684210525,0.17647058823529413,0.2727272727272727,0.46153846153846156,0.29411764705882354,0.18181818181818182,0.25,0.6666666666666666,0.7833333333333333,0.7021276595744681,0.75,0.6363636363636364,0.2,0.25,0.25,0.6666666666666666,0.016666666666666666,1.0,1.0,1.0,,,,,,,,,0.9,0.6666666666666666,,0.7916666666666666,0.8947368421052632,,,,,0.7833333333333333,,0.5811333333333334,0.59292,0.5983708333333334,0.125,0.125,,0.3333333333333333,0.4942528735632184,2.8433333333333333,,0.3761467889908257,,2.0,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,
202330,1610612766,Gordon Hayward,Gordon Hayward,202330,CHA,8195.0,137,-11,302,298,154.0,163.0,30.0,600,9.0,11.0,,,8.0,9.0,7.0,13.0,7.0,17.0,,,,,1.0,11.0,,,3.0,23.0,41.0,1.0,11.0,11.0,60.0,336,3.0,4.0,,4.0,10.0,16.0,21.0,,3.0,5.0,37.0,28.0,18.0,3.0,,,11.0,1.0,1.0,11.0,9.0,20.0,4.0,9.0,1.0,49.0,,2.0,12.0,6.0,2.0,20.0,2.0,22.0,,2.0,2.0,,5.0,1.0,3.0,8.0,,2.0,,5.0,13.0,,7.0,,1.0,,1.0,13,1.0,1.0,14.0,,,6.0,,1.0,,,,,,,37.0,153.0,,1.0,0.6086956521739131,0.6086956521739131,1.0,0.09090909090909091,,0.09090909090909091,0.5609756097560976,0.75,0.7619047619047619,0.47115384615384615,0.75,0.6666666666666666,0.5084745762711864,0.8333333333333334,0.6851851851851852,0.21153846153846154,0.024390243902439025,0.09090909090909091,,21.55688622754491,0.38461538461538464,0.25,0.10526315789473684,0.03076923076923077,0.17391304347826086,,0.14285714285714285,0.016,0.0625,0.030303030303030304,,,,0.1111111111111111,0.047619047619047616,0.2222222222222222,0.16981132075471697,0.1875,,,0.21153846153846154,0.8181818181818182,0.9,0.8888888888888888,0.25,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.3269230769230769,0.4117647058823529,0.4117647058823529,0.2857142857142857,,,,,0.21153846153846154,0.09090909090909091,0.09090909090909091,1.0,,,,0.375,0.8888888888888888,,,0.125,,0.4230769230769231,0.09090909090909091,0.4929107843137255,0.409575,0.5366260869565218,0.10344827586206896,0.1276595744680851,,0.16666666666666666,0.6166666666666667,10.612195121951219,26.836363636363636,0.5099337748344371,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203486,1610612766,Mason Plumlee,Mason Plumlee,203486,CHA,11442.0,191,-60,400,404,148.0,131.0,45.0,804,26.0,38.0,7.0,13.0,7.0,10.0,2.0,6.0,,,,,,,,,,,,28.0,44.0,,,15.0,71.0,508,7.0,13.0,,1.0,15.0,7.0,11.0,,,4.0,18.0,32.0,24.0,,,10.0,,,3.0,23.0,6.0,29.0,3.0,18.0,3.0,64.0,3.0,18.0,14.0,14.0,4.0,32.0,21.0,53.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,10.0,1.0,1.0,,1.0,13.0,3.0,4.0,11.0,20.0,1.0,2.0,24,2.0,1.0,33.0,3.0,,14.0,,4.0,1.0,1.0,,2.0,1.0,,18.0,146.0,3.0,4.0,0.5714285714285714,0.6956521739130435,,,,,0.6363636363636364,0.5384615384615384,0.6363636363636364,0.6363636363636364,0.5384615384615384,0.6363636363636364,0.6016949152542372,0.5357142857142857,0.5625,,0.06818181818181818,0.07894736842105263,,15.824175824175825,0.23076923076923078,0.3076923076923077,0.17721518987341772,0.17647058823529413,0.17073170731707318,0.04054054054054054,0.17391304347826086,0.11931818181818182,0.16363636363636364,0.20512820512820512,0.125,0.05555555555555555,,0.21428571428571427,0.16216216216216217,0.14285714285714285,0.16363636363636364,0.18518518518518517,0.23076923076923078,0.5,0.8636363636363636,0.6842105263157895,0.7428571428571429,0.5769230769230769,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,1.0,0.5384615384615384,,0.9090909090909091,0.7,,,,,0.8636363636363636,,0.6267181818181817,0.62951,0.6247818181818182,0.2545454545454545,0.2545454545454545,,0.2112676056338028,0.2535211267605634,1.9204545454545447,,0.37,,3.0,2.0,,,,,,,1.0,,,,0.14285714285714285,,,,1.0,1.0,,,,,,1.0,1.0,,,,,True,,,,
