EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,HeaveAttempts,LongMidRangeAssists,BlockedAtRim,DefensiveGoaltends,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,Fg3aBlocked,Charge Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Transition Take Fouls Drawn,Arc3PctBlocked,Transition Take Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,on,3SecondViolations
1626169,1610612759,Stanley Johnson,Stanley Johnson,1626169,SAS,5660.0,94,-3,194,199,68,49.0,17,393,6.0,8.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,15.0,1.0,4.0,7.0,28.0,214,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,8.0,4.0,14.0,3.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,13.0,2.0,1.0,5.0,9.0,1.0,15,3.0,18,5.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,8.0,10.0,2.0,5.0,1.0,8.0,68,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.25,1.0,0.25,0.6,0.3333333333333333,0.25,0.5526315789473685,0.3333333333333333,0.5,0.6086956521739131,0.3333333333333333,0.5714285714285714,0.21052631578947367,0.06666666666666667,0.125,12.616822429906541,0.75,0.2,0.1875,0.02127659574468085,0.1282051282051282,0.05555555555555555,0.16091954022988506,0.03614457831325301,0.07692307692307693,0.034482758620689655,0.14285714285714285,0.17647058823529413,0.22727272727272727,0.1111111111111111,0.16666666666666666,0.42105263157894735,0.75,0.8571428571428571,0.3333333333333333,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.05263157894736842,1.0,1.0,0.10526315789473684,0.5,0.5,1.0,0.10526315789473684,0.4,0.5,0.2,1.0,0.631578947368421,0.524292105263158,0.5188,0.5418999999999999,0.22727272727272727,0.2777777777777778,0.07142857142857142,0.2857142857142857,6.126666666666667,25.099999999999998,0.35051546391752575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626196,1610612759,Josh Richardson,Josh Richardson,1626196,SAS,14272.0,238,-44,501,505,67,88.0,55,1006,5.0,10.0,,,10.0,20.0,4.0,15.0,2.0,6.0,,,44.0,19.0,45.0,18.0,50.0,14.0,106.0,571,2.0,5.0,10.0,3.0,3.0,2.0,6.0,5.0,17.0,8.0,30.0,45.0,44.0,2.0,22.0,11.0,33.0,11.0,,18.0,77.0,1.0,5.0,10.0,8.0,,18,7.0,25,8.0,8.0,,12.0,11.0,11.0,23.0,2.0,8.0,20.0,24.0,19.0,1.0,7.0,2.0,17.0,67,,2.0,0.21052631578947367,0.23529411764705882,0.8333333333333334,0.36,0.3333333333333333,0.36,0.4222222222222222,0.4,1.0,0.4842105263157895,0.5,0.6666666666666666,0.5145631067961165,0.5,0.7083333333333334,0.5263157894736842,0.044444444444444446,,22.22222222222222,0.5217391304347826,,0.07079646017699115,0.03597122302158273,0.10869565217391304,0.010526315789473684,0.08780487804878048,0.02564102564102564,,0.0136986301369863,,0.029411764705882353,0.10909090909090909,0.041666666666666664,0.10666666666666667,0.10526315789473684,0.5,0.5,,0.21052631578947367,0.5,0.5555555555555556,0.15789473684210525,0.26666666666666666,0.26666666666666666,0.06315789473684211,0.3333333333333333,0.3333333333333333,1.0,0.4631578947368421,,,,,0.631578947368421,0.51714,0.5843625,0.49553333333333327,0.06930693069306931,0.13725490196078433,0.09433962264150944,0.16037735849056603,9.935555555555554,26.201999999999998,0.13373253493013973,2.0,4.0,1.0,16.0,2.0,4.0,2.0,6.0,2.0,5.0,9.0,4.0,16.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.4,0.1,0.05555555555555555,0.07246376811594203,0.11764705882352941,0.017857142857142856,1.0,0.2,0.5,0.36363636363636365,0.36363636363636365,0.8125,0.4,0.5,0.1,0.4,0.5,0.5,0.6666666666666666,0.3333333333333333,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627751,1610612759,Jakob Poeltl,Jakob Poeltl,1627751,SAS,22324.0,372,-119,759,760,64,53.0,98,1519,41.0,50.0,1.0,2.0,30.0,68.0,,2.0,,,,,1.0,71.0,120.0,,1.0,20.0,162.0,957,15.0,22.0,33.0,5.0,8.0,,,,10.0,92.0,50.0,,,6.0,37.0,8.0,45.0,6.0,2.0,20.0,98.0,6.0,32.0,39.0,42.0,5.0,86,38.0,124,11.0,9.0,2.0,20.0,11.0,15.0,35.0,3.0,30.0,45.0,45.0,32.0,4.0,18.0,,10.0,64,,,0.647887323943662,0.7540983606557377,,,,,0.5916666666666667,0.6818181818181818,0.625,0.5867768595041323,0.6818181818181818,0.625,0.6,0.6875,0.625,0.008264462809917356,0.05,,19.40639269406393,0.5714285714285714,0.4166666666666667,0.22950819672131148,0.12955465587044535,0.30708661417322836,0.046153846153846156,0.26129032258064516,0.10079575596816977,0.14814814814814814,0.02247191011235955,0.0975609756097561,0.23728813559322035,0.2727272727272727,0.1111111111111111,0.29245283018867924,0.4132231404958678,0.82,0.82,0.6341463414634146,0.5619834710743802,0.4411764705882353,0.47619047619047616,0.01652892561983471,,,,,,,0.008264462809917356,0.25,0.5,,,0.4214876033057851,0.5072958333333334,0.5508900000000001,0.4609375,0.13333333333333333,0.13432835820895522,0.2037037037037037,0.06172839506172839,5.684166666666667,65.6,0.08432147562582346,11.0,15.0,,,,,,,,,,20.0,,13.0,,5.0,3.0,2.0,9.0,,1.0,4.0,,7.0,,5.0,14.0,,2.0,14.0,10.0,,0.07352941176470588,,0.12318840579710146,0.38095238095238093,0.11627906976744186,0.7142857142857143,0.6666666666666666,,,,,0.6818181818181818,0.7333333333333333,,,,,,,,3.0,1.0,4.0,12.0,1.0,0.5,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,True,
1628966,1610612759,Keita Bates-Diop,Keita Bates-Diop,1628966,SAS,85697.0,1428,-282,2987,3001,464,513.0,352,5988,130.0,190.0,16.0,26.0,44.0,116.0,,5.0,22.0,60.0,3.0,5.0,80.0,174.0,311.0,55.0,140.0,117.0,630.0,3584,36.0,56.0,122.0,22.0,46.0,7.0,14.0,14.0,79.0,228.0,120.0,162.0,80.0,33.0,49.0,52.0,101.0,38.0,14.0,28.0,254.0,19.0,44.0,66.0,93.0,18.0,177,65.0,242,45.0,28.0,17.0,29.0,18.0,26.0,55.0,6.0,41.0,63.0,94.0,146.0,21.0,79.0,1.0,79.0,461,1.0,1.0,0.6551724137931034,0.7702702702702703,0.9818181818181818,0.39285714285714285,0.5,0.39285714285714285,0.5594855305466238,0.6428571428571429,0.4782608695652174,0.5687361419068736,0.7183098591549296,0.5416666666666666,0.6142578125,0.7530864197530864,0.5895522388059702,0.31042128603104213,0.10610932475884244,0.07368421052631578,16.745422327229768,0.5272727272727272,0.21951219512195122,0.1345875542691751,0.05176470588235294,0.1166077738515901,0.03345070422535211,0.12649164677804295,0.04442877291960508,0.05723905723905724,0.02968036529680365,0.046153846153846156,0.13618677042801555,0.14106583072100312,0.11304347826086956,0.11279826464208242,0.4212860310421286,0.6842105263157895,0.7386363636363636,0.6461538461538462,0.2572062084257206,0.3793103448275862,0.4536082474226804,0.011086474501108648,,,0.13303769401330376,0.36666666666666664,0.3793103448275862,1.0,0.17738359201773837,0.43333333333333335,0.6153846153846154,0.08333333333333333,0.6,0.7317073170731707,0.5438433481152992,0.5807817307692308,0.5285841666666666,0.15851272015655576,0.2140921409214092,0.19365079365079366,0.1253968253968254,4.073311897106109,24.82214285714286,0.1553398058252427,32.0,45.0,6.0,33.0,7.0,9.0,4.0,9.0,10.0,15.0,3.0,52.0,33.0,16.0,2.0,11.0,4.0,6.0,11.0,,10.0,4.0,3.0,3.0,,1.0,19.0,3.0,6.0,20.0,10.0,0.6666666666666666,0.16379310344827586,0.025,0.06190476190476191,0.13333333333333333,0.059782608695652176,0.5,0.6818181818181818,,0.4125,0.4125,0.9696969696969697,0.6338028169014085,0.7111111111111111,0.08450704225352113,0.1267605633802817,0.7777777777777778,0.8571428571428571,0.15,0.4444444444444444,0.4125,20.0,,5.0,10.0,,,0.007518796992481203,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.014285714285714285,0.03333333333333333,0.15625,0.5,1.0,0.014084507042253521,,,,,,,True,
1629640,1610612759,Keldon Johnson,Keldon Johnson,1629640,SAS,38600.0,643,-179,1333,1338,195,230.0,163,2671,79.0,121.0,17.0,22.0,39.0,106.0,4.0,11.0,12.0,28.0,3.0,4.0,89.0,122.0,238.0,32.0,117.0,76.0,416.0,1622,12.0,24.0,35.0,24.0,41.0,9.0,26.0,15.0,90.0,120.0,124.0,93.0,87.0,19.0,42.0,28.0,70.0,19.0,9.0,23.0,168.0,3.0,18.0,29.0,36.0,7.0,72,22.0,94,17.0,16.0,1.0,19.0,12.0,20.0,39.0,7.0,15.0,37.0,68.0,103.0,18.0,53.0,2.0,90.0,194,3.0,2.0,0.4918032786885246,0.5128205128205128,0.96875,0.27350427350427353,0.34615384615384615,0.2782608695652174,0.5126050420168067,0.5,0.5853658536585366,0.4788732394366197,0.43548387096774194,0.5597014925373134,0.5241730279898219,0.4861111111111111,0.6081081081081081,0.3295774647887324,0.07983193277310924,0.11570247933884298,28.309305373525557,0.48717948717948717,0.21875,0.12162162162162163,0.04316546762589928,0.11693548387096774,0.012295081967213115,0.11948529411764706,0.03177004538577912,0.04895104895104895,0.016042780748663103,,0.07692307692307693,0.14388489208633093,0.1509433962264151,0.12745098039215685,0.3408450704225352,0.6528925619834711,0.7383177570093458,0.5063291139240507,0.29859154929577464,0.36792452830188677,0.38613861386138615,0.030985915492957747,0.36363636363636365,0.36363636363636365,0.07887323943661972,0.42857142857142855,0.4444444444444444,1.0,0.2507042253521127,0.3283582089552239,0.7727272727272727,0.05970149253731343,0.75,0.6704225352112676,0.5191732294617564,0.5203673076923077,0.4927325757575758,0.14066496163682865,0.19413919413919414,0.08413461538461539,0.21634615384615385,5.435714285714287,26.04700854700854,0.14628657164291073,8.0,16.0,2.0,20.0,,5.0,6.0,22.0,1.0,7.0,3.0,10.0,20.0,17.0,1.0,8.0,5.0,5.0,7.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,0.14285714285714285,0.04716981132075472,0.029411764705882353,0.05045871559633028,0.06818181818181818,0.045454545454545456,1.0,0.48717948717948717,0.25,0.2247191011235955,0.2247191011235955,0.95,0.5161290322580645,0.5,0.06451612903225806,0.16129032258064516,,,0.3283582089552239,0.2727272727272727,0.22988505747126436,8.0,2.0,2.0,,1.0,,,1.0,1.0,4.0,1.0,5.0,2.0,,,0.008547008547008548,0.03571428571428571,0.25,0.5,1.0,0.01694915254237288,1.0,,,,,,True,
1631103,1610612759,Malaki Branham,Malaki Branham,1631103,SAS,34424.0,574,-105,1210,1216,144,190.0,140,2426,36.0,57.0,,2.0,34.0,62.0,9.0,23.0,5.0,18.0,,,73.0,79.0,142.0,28.0,91.0,24.0,266.0,1440,4.0,7.0,18.0,2.0,10.0,4.0,14.0,6.0,22.0,88.0,70.0,75.0,73.0,15.0,35.0,10.0,45.0,6.0,4.0,17.0,100.0,3.0,4.0,36.0,30.0,,66,7.0,73,19.0,15.0,4.0,11.0,9.0,9.0,20.0,5.0,37.0,52.0,27.0,29.0,5.0,16.0,1.0,22.0,144,2.0,,0.5569620253164557,0.5641025641025641,0.8928571428571429,0.3076923076923077,0.2857142857142857,0.3076923076923077,0.5563380281690141,0.5714285714285714,0.2,0.51931330472103,0.53125,0.3333333333333333,0.5408163265306123,0.5625,0.39285714285714285,0.3905579399141631,0.1056338028169014,0.15789473684210525,19.369038884812912,0.55,,0.10752688172043011,0.011627906976744186,0.16589861751152074,0.012987012987012988,0.13306451612903225,0.01217391304347826,0.015625,0.011049723756906077,0.02,0.1188118811881188,0.0916030534351145,0.1276595744680851,0.19047619047619047,0.2446351931330472,0.631578947368421,0.75,0.7777777777777778,0.26609442060085836,0.5483870967741935,0.6071428571428571,0.09871244635193133,0.391304347826087,0.391304347826087,0.07725321888412018,0.2777777777777778,0.2777777777777778,1.0,0.3133047210300429,0.08333333333333333,,,,0.6351931330472103,0.5129538626609444,0.4849722222222223,0.47822083333333326,0.06557377049180328,0.10457516339869281,0.06766917293233082,0.08270676691729323,7.376760563380282,25.26263736263736,0.11900826446280992,3.0,4.0,2.0,23.0,2.0,7.0,4.0,14.0,3.0,9.0,9.0,2.0,23.0,17.0,,1.0,4.0,1.0,2.0,2.0,,1.0,,,,,3.0,,2.0,3.0,3.0,0.3333333333333333,0.0967741935483871,,,0.08163265306122448,0.009174311926605505,1.0,0.35294117647058826,0.4444444444444444,0.3150684931506849,0.3194444444444444,0.8695652173913043,0.25,0.75,0.125,0.4375,0.2857142857142857,1.0,0.5833333333333334,0.2857142857142857,0.3150684931506849,1.0,,1.0,1.0,,,0.04,1.0,1.0,1.0,5.0,1.0,,,,0.01098901098901099,,0.6666666666666666,0.5,1.0,,,1.0,0.0136986301369863,,,,True,
203926,1610612759,Doug McDermott,Doug McDermott,203926,SAS,20022.0,334,-75,705,709,150,165.0,76,1414,28.0,36.0,4.0,4.0,10.0,24.0,2.0,4.0,7.0,10.0,2.0,3.0,66.0,40.0,64.0,31.0,76.0,16.0,189.0,859,6.0,8.0,17.0,5.0,9.0,6.0,17.0,8.0,36.0,66.0,14.0,90.0,65.0,4.0,13.0,11.0,24.0,7.0,4.0,7.0,59.0,2.0,2.0,4.0,14.0,1.0,19,4.0,23,1.0,,1.0,4.0,3.0,7.0,11.0,1.0,22.0,33.0,15.0,21.0,3.0,6.0,1.0,34.0,148,2.0,,0.825,0.868421052631579,0.967741935483871,0.40789473684210525,0.35294117647058826,0.41333333333333333,0.625,0.75,0.5555555555555556,0.6178571428571429,0.6818181818181818,0.5384615384615384,0.6394557823129252,0.7083333333333334,0.603448275862069,0.5428571428571428,0.0625,0.08333333333333333,20.0,0.36363636363636365,0.047619047619047616,0.0875,0.010582010582010581,0.027972027972027972,0.014925373134328358,0.0594059405940594,0.01238390092879257,0.01694915254237288,0.01834862385321101,,0.10344827586206896,0.08536585365853659,0.05,0.025,0.2571428571428571,0.7777777777777778,0.8484848484848485,0.8214285714285714,0.17142857142857143,0.4166666666666667,0.43478260869565216,0.02857142857142857,0.5,0.5,0.07142857142857142,0.7,0.7777777777777778,1.0,0.4714285714285714,0.15384615384615385,1.0,0.11538461538461539,0.6666666666666666,0.8,0.5350597122302156,0.5133,0.525156,0.06164383561643835,0.08955223880597014,0.08994708994708994,0.19047619047619047,5.5265625,26.192105263157895,0.2127659574468085,5.0,5.0,,24.0,1.0,3.0,4.0,14.0,1.0,3.0,3.0,4.0,24.0,4.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,,1.0,,1.0,1.0,,0.3333333333333333,0.041666666666666664,,0.009523809523809525,0.043478260869565216,0.016666666666666666,,0.8,1.0,0.36363636363636365,0.38095238095238093,0.9583333333333334,0.45454545454545453,1.0,,0.2727272727272727,0.3333333333333333,1.0,0.5384615384615384,0.2857142857142857,0.36923076923076925,2.0,1.0,2.0,,,,,,4.0,,1.0,1.0,3.0,,,0.05263157894736842,0.1,0.6,,,0.0379746835443038,,,0.045454545454545456,2.0,1.0,,True,
1628380,1610612759,Zach Collins,Zach Collins,1628380,SAS,30380.0,506,11,1075,1073,169,160.0,114,2148,51.0,76.0,7.0,9.0,32.0,60.0,9.0,21.0,,2.0,,1.0,65.0,92.0,157.0,25.0,67.0,40.0,299.0,1226,19.0,26.0,48.0,12.0,18.0,3.0,7.0,13.0,46.0,108.0,76.0,75.0,65.0,10.0,53.0,19.0,72.0,18.0,1.0,41.0,163.0,7.0,28.0,46.0,61.0,11.0,118,35.0,153,16.0,12.0,4.0,26.0,18.0,26.0,52.0,7.0,44.0,71.0,53.0,50.0,6.0,20.0,8.0,46.0,168,4.0,8.0,0.5869565217391305,0.7012987012987013,1.0,0.373134328358209,0.42857142857142855,0.373134328358209,0.5859872611464968,0.7307692307692307,0.6666666666666666,0.578125,0.6333333333333333,0.66,0.6077235772357723,0.6666666666666666,0.696969696969697,0.29910714285714285,0.06369426751592357,0.07894736842105263,24.66887417218543,0.5,0.3142857142857143,0.22426470588235295,0.0958904109589041,0.22115384615384615,0.03553299492385787,0.22291666666666668,0.07157464212678936,0.14285714285714285,0.02564102564102564,0.07317073170731707,0.16981132075471697,0.2440944881889764,0.3076923076923077,0.20114942528735633,0.3392857142857143,0.6710526315789473,0.7285714285714285,0.5490196078431373,0.26785714285714285,0.5333333333333333,0.5714285714285714,0.09375,0.42857142857142855,0.42857142857142855,0.008928571428571428,,,,0.29017857142857145,0.36,0.7777777777777778,0.04,,0.6383928571428571,0.5204801339285715,0.5956673913043479,0.495488,0.08403361344537816,0.11695906432748537,0.1605351170568562,0.15384615384615385,5.726114649681528,25.789552238805967,0.1572093023255814,19.0,25.0,,25.0,,4.0,3.0,6.0,,4.0,,30.0,25.0,10.0,,6.0,8.0,,8.0,,5.0,5.0,8.0,12.0,1.0,9.0,18.0,,7.0,18.0,10.0,,0.06666666666666667,,0.09090909090909091,0.3235294117647059,0.061855670103092786,0.5555555555555556,0.625,0.6666666666666666,0.38461538461538464,0.38461538461538464,1.0,0.8333333333333334,0.76,,0.13333333333333333,,,0.24,0.5,0.38461538461538464,10.0,,2.0,11.0,,,,,,1.0,4.0,,,,,,,0.21052631578947367,,,,,,,,,1.0,True,
1629641,1610612759,Romeo Langford,Romeo Langford,1629641,SAS,10725.0,179,-51,388,389,47,63.0,53,777,13.0,25.0,2.0,3.0,9.0,17.0,,2.0,2.0,7.0,1.0,2.0,7.0,22.0,44.0,4.0,14.0,5.0,61.0,469,4.0,7.0,8.0,2.0,3.0,2.0,4.0,,10.0,26.0,18.0,12.0,7.0,3.0,7.0,2.0,9.0,1.0,1.0,4.0,20.0,3.0,7.0,5.0,11.0,,16,10.0,26,5.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,9.0,19.0,11.0,7.0,1.0,3.0,1.0,10.0,47,2.0,,0.5909090909090909,0.6190476190476191,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.5714285714285714,0.6666666666666666,0.4827586206896552,0.5,0.7142857142857143,0.5,0.5,0.7142857142857143,0.2413793103448276,0.06818181818181818,0.12,14.864864864864863,0.4,,0.10576923076923077,0.05785123966942149,0.07246376811594203,0.041666666666666664,0.09248554913294797,0.05181347150259067,0.08333333333333333,0.0392156862745098,0.047619047619047616,0.05263157894736842,0.19148936170212766,,0.0847457627118644,0.43103448275862066,0.52,0.5909090909090909,0.5384615384615384,0.29310344827586204,0.5294117647058824,0.5294117647058824,0.034482758620689655,,,0.1206896551724138,0.2857142857142857,0.2857142857142857,1.0,0.1206896551724138,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.5,0.6724137931034483,0.5432508620689657,0.5956428571428571,0.5981142857142857,0.05,0.06521739130434782,0.13114754098360656,0.16393442622950818,4.7659090909090915,25.36428571428571,0.1211340206185567,4.0,5.0,1.0,2.0,,,1.0,2.0,,1.0,,2.0,2.0,2.0,,1.0,,,,1.0,1.0,,,,1.0,,2.0,,1.0,2.0,1.0,,,,0.01818181818181818,,0.034482758620689655,0.5,0.6666666666666666,,0.2857142857142857,0.2857142857142857,1.0,0.625,0.8,0.125,,,,0.2857142857142857,0.5,0.2857142857142857,,,1.0,1.0,1.0,,0.1111111111111111,,,1.0,1.0,,,,,,,0.25,,,,,,,,,,True,
1631110,1610612759,Jeremy Sochan,Jeremy Sochan,1631110,SAS,24577.0,410,-43,852,862,115,115.0,117,1714,33.0,62.0,1.0,3.0,29.0,62.0,6.0,16.0,1.0,9.0,,,26.0,68.0,140.0,10.0,35.0,32.0,198.0,982,8.0,23.0,27.0,4.0,8.0,1.0,4.0,4.0,15.0,74.0,62.0,30.0,23.0,15.0,19.0,14.0,33.0,10.0,4.0,15.0,80.0,9.0,14.0,27.0,27.0,4.0,58,23.0,81,8.0,5.0,3.0,15.0,7.0,11.0,26.0,3.0,12.0,34.0,33.0,41.0,5.0,20.0,3.0,15.0,115,3.0,3.0,0.5441176470588235,0.6065573770491803,1.0,0.2857142857142857,0.25,0.3125,0.4857142857142857,0.34782608695652173,0.5,0.4742857142857143,0.35185185185185186,0.4583333333333333,0.5129533678756477,0.43548387096774194,0.5,0.2,0.10714285714285714,0.14516129032258066,21.92192192192192,0.5769230769230769,0.125,0.12162162162162163,0.05,0.15428571428571428,0.05625,0.13602015113350127,0.05227272727272727,0.029411764705882353,0.05084745762711865,0.07142857142857142,0.10975609756097561,0.09345794392523364,0.24242424242424243,0.16556291390728478,0.35428571428571426,0.532258064516129,0.6226415094339622,0.5454545454545454,0.35428571428571426,0.46774193548387094,0.5087719298245614,0.09142857142857143,0.375,0.4,0.05142857142857143,0.1111111111111111,0.1111111111111111,1.0,0.14857142857142858,0.25,0.3333333333333333,,,0.5542857142857143,0.5211578488372091,0.5050904761904762,0.53894,0.10526315789473684,0.12903225806451613,0.13636363636363635,0.07575757575757576,6.272857142857145,28.28285714285715,0.13497652582159625,7.0,15.0,,9.0,1.0,4.0,1.0,4.0,1.0,4.0,,14.0,9.0,2.0,,7.0,2.0,3.0,8.0,1.0,2.0,2.0,3.0,1.0,,,4.0,,1.0,4.0,4.0,0.25,0.08064516129032258,,0.058394160583941604,0.08333333333333333,0.08974358974358974,1.0,0.4827586206896552,0.8333333333333334,0.34615384615384615,0.36,1.0,0.5555555555555556,0.4666666666666667,,0.14814814814814814,0.25,1.0,0.3333333333333333,0.25,0.391304347826087,8.0,3.0,2.0,3.0,1.0,0.0625,0.07317073170731707,,1.0,,2.0,,,,,0.02857142857142857,,,,,,,,0.038461538461538464,3.0,,,True,
