EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,Transition Take Fouls Drawn,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,on,Transition Take Fouls,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3,Defensive 3 Seconds Violations
1626162,1610612766,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,CHA,11794.0,197,4,415,409,103,120.0,57,824,26.0,44.0,3.0,8.0,6.0,10.0,12.0,31.0,2.0,8.0,10.0,2.0,14.0,31.0,2.0,3.0,3.0,7.0,40.0,83.0,14.0,41.0,37.0,159.0,466,3.0,11.0,2.0,3.0,12.0,9.0,20.0,3.0,9.0,10.0,37.0,40.0,40.0,36.0,6.0,4.0,31.0,14.0,8.0,6.0,2.0,8.0,1.0,1.0,5.0,1.0,18.0,7.0,14.0,12.0,26.0,7.0,33.0,6.0,7.0,5.0,2.0,5.0,1.0,2.0,6.0,3.0,3.0,11.0,1.0,3.0,7.0,15.0,1.0,1.0,49.0,2.0,11.0,51.0,9.0,2.0,26.0,3.0,3.0,2.0,1.0,3.0,1.0,37.0,103,2.0,3.0,0.5,0.5263157894736842,0.8571428571428571,0.34146341463414637,0.6666666666666666,0.3333333333333333,0.34146341463414637,0.4819277108433735,0.2727272727272727,0.45,0.49193548387096775,0.42857142857142855,0.46551724137931033,0.5451388888888888,0.42857142857142855,0.5441176470588235,0.33064516129032256,0.0963855421686747,0.09090909090909091,0.12903225806451613,32.35908141962422,0.45454545454545453,0.10810810810810811,0.05384615384615385,0.15555555555555556,0.12935323383084577,0.03608247422680412,0.03389830508474576,0.05454545454545454,0.125,0.0847457627118644,0.1,0.25,0.1774193548387097,0.10714285714285714,0.1,0.3333333333333333,0.3548387096774194,0.5909090909090909,0.65,0.5384615384615384,0.25,0.3870967741935484,0.4444444444444444,0.3333333333333333,0.06451612903225806,0.25,0.25,1.0,0.08064516129032258,0.25,0.45161290322580644,0.45161290322580644,0.8571428571428571,0.5714285714285714,0.375,0.21428571428571427,0.6666666666666666,1.0,0.3448275862068966,0.6,0.06896551724137931,0.2413793103448276,0.42857142857142855,0.6854838709677419,0.45161290322580644,0.5526116935483871,0.5587142857142857,0.5473293103448276,0.18439716312056736,0.26,0.07547169811320754,0.23270440251572327,5.580722891566265,25.61463414634146,0.24819277108433735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,11084.0,185,-48,374,369,129,115.0,49,743,14.0,22.0,,,6.0,8.0,10.0,30.0,8.0,12.0,5.0,1.0,9.0,37.0,2.0,4.0,4.0,16.0,32.0,64.0,11.0,42.0,21.0,118.0,442,,1.0,2.0,4.0,6.0,14.0,23.0,5.0,17.0,13.0,56.0,14.0,50.0,15.0,18.0,,37.0,9.0,3.0,17.0,8.0,25.0,7.0,1.0,10.0,6.0,58.0,,7.0,8.0,16.0,1.0,17.0,,4.0,3.0,1.0,6.0,2.0,6.0,9.0,2.0,,15.0,2.0,1.0,5.0,8.0,,2.0,19.0,1.0,2.0,23.0,1.0,4.0,8.0,2.0,,,,,,56.0,129,,2.0,0.21875,0.21875,0.45454545454545453,0.2619047619047619,0.5,0.29411764705882354,0.2619047619047619,0.5,,0.6086956521739131,0.45754716981132076,0.6,0.5375,0.4956521739130435,0.6,0.5869565217391305,0.39622641509433965,0.046875,0.13636363636363635,,30.232558139534884,0.4,0.09090909090909091,,0.0875,0.08928571428571429,0.005376344086021506,,,,0.0851063829787234,0.06451612903225806,0.2,0.09090909090909091,0.08,,,0.20754716981132076,0.6363636363636364,0.7368421052631579,0.2857142857142857,0.2830188679245283,0.3333333333333333,0.3333333333333333,0.2,0.11320754716981132,0.6666666666666666,0.6666666666666666,0.125,0.04716981132075472,0.3490566037735849,0.24324324324324326,0.25,0.3333333333333333,,,0.8,0.5,,0.2,0.75,0.025,0.4,0.25,0.6037735849056604,0.24324324324324326,0.4977443396226416,0.4439166666666667,0.48734875000000005,0.07079646017699115,0.11267605633802817,0.05084745762711865,0.4745762711864407,8.0359375,25.52619047619048,0.3449197860962567,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023809523809523808,0.02702702702702703,0.09090909090909091,0.013888888888888888,0.016129032258064516,0.4,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628372,1610612766,Dennis Smith Jr.,Dennis Smith Jr.,1628372,CHA,10260.0,171,10,358,354,119,115.0,47,712,12.0,28.0,2.0,3.0,5.0,11.0,6.0,19.0,3.0,9.0,2.0,,2.0,9.0,,1.0,,3.0,21.0,56.0,3.0,11.0,20.0,71.0,355,4.0,7.0,,2.0,10.0,11.0,24.0,,3.0,11.0,33.0,10.0,32.0,6.0,3.0,,8.0,2.0,7.0,33.0,10.0,43.0,7.0,3.0,24.0,6.0,96.0,2.0,7.0,10.0,19.0,5.0,24.0,,6.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,7.0,,4.0,12.0,17.0,,,15.0,2.0,,29.0,,,10.0,3.0,4.0,2.0,2.0,4.0,3.0,33.0,119,2.0,3.0,0.23809523809523808,0.23809523809523808,0.6666666666666666,0.2727272727272727,,,0.3,0.375,0.5714285714285714,0.4583333333333333,0.3805970149253731,0.4444444444444444,0.4074074074074074,0.4382716049382716,0.45454545454545453,0.4714285714285714,0.16417910447761194,0.125,0.17857142857142858,0.10526315789473684,21.674876847290644,0.42857142857142855,0.08620689655172414,0.017699115044247787,0.0958904109589041,0.08994708994708994,0.023121387283236993,0.018867924528301886,0.022222222222222223,,0.05263157894736842,0.06382978723404255,0.3333333333333333,0.08,0.13043478260869565,,0.75,0.417910447761194,0.42857142857142855,0.5217391304347826,0.25,0.2835820895522388,0.3157894736842105,0.35294117647058826,,0.13432835820895522,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.029850746268656716,0.13432835820895522,0.2222222222222222,0.2222222222222222,0.5,0.3333333333333333,0.6666666666666666,0.1111111111111111,,,0.4074074074074074,0.45454545454545453,,0.1111111111111111,,0.582089552238806,0.25,0.5033106060606061,0.4643285714285713,0.5093461538461539,0.14102564102564102,0.15151515151515152,0.14084507042253522,0.4647887323943662,6.557142857142857,28.08181818181818,0.3324022346368715,1.0,,,3.0,2.0,2.0,,,,,,0.2857142857142857,0.03333333333333333,0.045454545454545456,0.5,0.5,1.0,,1.0,2.0,1.0,1.0,1.0,0.06666666666666667,0.1111111111111111,0.08333333333333333,,,,,,,,,,,,,,,,True,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,6459.0,108,-19,234,233,52,62.0,33,467,6.0,19.0,2.0,5.0,,3.0,11.0,19.0,1.0,4.0,,,5.0,20.0,,1.0,2.0,7.0,18.0,42.0,5.0,20.0,13.0,64.0,254,2.0,6.0,,1.0,6.0,2.0,7.0,2.0,7.0,,10.0,28.0,8.0,12.0,3.0,2.0,20.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,2.0,,12.0,5.0,5.0,10.0,16.0,5.0,21.0,5.0,4.0,4.0,,3.0,1.0,3.0,5.0,1.0,,8.0,1.0,,6.0,11.0,,2.0,19.0,1.0,,20.0,4.0,,12.0,,5.0,4.0,1.0,5.0,3.0,10.0,52,,,0.7777777777777778,0.8235294117647058,0.8,0.25,,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.4112903225806452,0.2857142857142857,0.35714285714285715,0.45714285714285713,0.3333333333333333,0.35714285714285715,0.3225806451612903,0.11904761904761904,0.21052631578947367,0.05263157894736842,29.104477611940297,0.375,0.136986301369863,0.07575757575757576,0.11904761904761904,0.13043478260869565,0.04504504504504504,0.08571428571428572,0.09090909090909091,,0.16666666666666666,0.0967741935483871,0.16666666666666666,0.10344827586206896,0.15384615384615385,0.15151515151515152,0.6,0.3064516129032258,0.3157894736842105,0.4,0.8333333333333334,0.3064516129032258,0.5789473684210527,0.6111111111111112,0.7272727272727273,0.06451612903225806,0.25,0.25,1.0,,0.3225806451612903,0.25,0.25,0.8,0.7142857142857143,0.4,0.14285714285714285,,,0.21428571428571427,,,0.5,0.2857142857142857,0.6290322580645161,0.25,0.5023395161290323,0.53481,0.48876071428571427,0.17142857142857143,0.24,0.09375,0.15625,5.845238095238095,26.085,0.2222222222222222,,,,1.0,,1.0,,,,,,0.25,,,,,,,,2.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,True,,,,,
1630539,1610612766,Kai Jones,Kai Jones,1630539,CHA,31971.0,533,-40,1103,1101,408,334.0,132,2204,53.0,67.0,12.0,18.0,16.0,20.0,10.0,29.0,,5.0,8.0,2.0,2.0,10.0,,,,4.0,63.0,101.0,4.0,18.0,19.0,157.0,1220,16.0,25.0,,,37.0,18.0,33.0,,6.0,8.0,44.0,78.0,48.0,12.0,,24.0,10.0,2.0,8.0,7.0,8.0,15.0,7.0,1.0,5.0,1.0,38.0,21.0,39.0,43.0,84.0,37.0,121.0,4.0,16.0,8.0,8.0,7.0,2.0,3.0,24.0,1.0,4.0,31.0,6.0,7.0,37.0,63.0,3.0,8.0,24.0,1.0,1.0,26.0,8.0,,16.0,1.0,30.0,18.0,12.0,30.0,20.0,44.0,407,4.0,1.0,0.6190476190476191,0.7647058823529411,1.0,0.2222222222222222,,,0.2222222222222222,0.6237623762376238,0.64,0.5454545454545454,0.5798319327731093,0.64,0.46153846153846156,0.61328125,0.6851851851851852,0.5,0.15126050420168066,0.07920792079207921,0.08955223880597014,0.06896551724137931,12.730184147317853,0.22580645161290322,0.1419141914191419,0.06687898089171974,0.17105263157894737,0.1544256120527307,0.073558648111332,0.07913669064748201,0.07407407407407407,,0.1069182389937107,0.2018348623853211,0.11428571428571428,0.16766467065868262,0.18032786885245902,0.09302325581395349,0.6666666666666666,0.5630252100840336,0.7910447761194029,0.8688524590163934,0.660377358490566,0.24369747899159663,0.3448275862068966,0.37037037037037035,0.4,0.04201680672268908,,,,0.06722689075630252,0.08403361344537816,0.2,0.2,1.0,0.72,0.6666666666666666,,,,0.5128205128205128,0.8,0.05128205128205128,0.10256410256410256,,0.7142857142857143,0.2,0.583096218487395,0.5605,0.5920692307692307,0.12598425196850394,0.14678899082568808,0.2356687898089172,0.2802547770700637,3.9277227722772277,24.72222222222222,0.36990027198549413,2.0,,,1.0,16.0,2.0,,6.0,,,,0.07692307692307693,0.08465608465608465,0.08666666666666667,0.25,0.25,1.0,,,5.0,,,,,,,6.0,0.08333333333333333,5.0,1.0,1.0,0.07692307692307693,,,,,,,,,,True,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,13069.0,218,-4,447,447,171,131.0,64,894,28.0,46.0,13.0,19.0,10.0,21.0,2.0,7.0,,,,,1.0,1.0,1.0,1.0,,,30.0,53.0,1.0,1.0,27.0,90.0,497,14.0,21.0,1.0,1.0,38.0,11.0,25.0,,,11.0,33.0,30.0,30.0,3.0,,24.0,1.0,1.0,10.0,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,21.0,22.0,21.0,49.0,27.0,76.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,,,5.0,,2.0,9.0,22.0,,2.0,31.0,6.0,,34.0,3.0,,16.0,3.0,16.0,11.0,5.0,16.0,9.0,33.0,171,2.0,3.0,0.5,0.8333333333333334,1.0,1.0,1.0,,1.0,0.5660377358490566,0.6666666666666666,0.44,0.5833333333333334,0.7045454545454546,0.44,0.6428571428571429,0.7307692307692307,0.532258064516129,0.018518518518518517,0.18867924528301888,0.21739130434782608,,14.478764478764479,0.2,0.175,0.14893617021276595,0.2268041237113402,0.19815668202764977,0.12558139534883722,0.15254237288135594,0.14516129032258066,0.15,0.17391304347826086,0.20512820512820512,0.08333333333333333,0.19718309859154928,0.3076923076923077,0.16666666666666666,0.5625,0.8518518518518519,0.6086956521739131,0.7777777777777778,0.5357142857142857,0.12962962962962962,0.2857142857142857,0.2857142857142857,,,,,,,0.018518518518518517,1.0,1.0,1.0,0.8636363636363636,0.6842105263157895,0.045454545454545456,1.0,1.0,0.84,0.47619047619047616,,,,0.8703703703703703,1.0,0.5919462962962962,0.5758277777777779,0.5825760000000001,0.23880597014925373,0.24242424242424243,0.4222222222222222,0.36666666666666664,2.2433962264150944,25.6,0.3825503355704698,,,,,6.0,6.0,,5.0,,,,0.42857142857142855,0.08108108108108109,0.09523809523809523,,,,,,7.0,,,,,,,1.0,0.07692307692307693,3.0,,,,,,,,,,,,,True,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,9044.0,151,21,311,311,144,131.0,27,622,9.0,15.0,3.0,5.0,4.0,8.0,7.0,11.0,1.0,2.0,12.0,4.0,2.0,8.0,,,1.0,3.0,17.0,28.0,7.0,20.0,6.0,61.0,322,3.0,5.0,,,6.0,8.0,15.0,3.0,7.0,4.0,29.0,28.0,6.0,21.0,,2.0,8.0,2.0,2.0,6.0,1.0,7.0,,1.0,4.0,2.0,15.0,3.0,8.0,7.0,17.0,4.0,21.0,,5.0,3.0,2.0,8.0,,4.0,2.0,,4.0,10.0,,4.0,7.0,10.0,,,8.0,,,11.0,,,4.0,2.0,4.0,3.0,1.0,4.0,1.0,29.0,143,,1.0,0.8235294117647058,0.875,1.0,0.35,,0.42857142857142855,0.35,0.6071428571428571,0.6,0.5333333333333333,0.5729166666666666,0.6,0.5681818181818182,0.5648148148148148,0.6,0.5576923076923077,0.4166666666666667,0.07142857142857142,0.06666666666666667,0.09090909090909091,18.47507331378299,0.8,0.0945945945945946,0.04054054054054054,0.13114754098360656,0.1111111111111111,0.031007751937984496,0.058823529411764705,0.03571428571428571,,0.09375,0.12903225806451613,,0.15217391304347827,0.06666666666666667,,0.25,0.3125,0.6,0.6428571428571429,0.7777777777777778,0.22916666666666666,0.6363636363636364,0.7,0.8571428571428571,0.041666666666666664,0.5,0.5,1.0,0.25,0.16666666666666666,0.25,0.25,1.0,1.0,0.6,,,,0.36363636363636365,0.5,0.18181818181818182,0.13636363636363635,0.3333333333333333,0.7291666666666666,0.25,0.5552552083333334,0.6398250000000001,0.5426113636363636,0.07692307692307693,0.125,0.09836065573770492,0.47540983606557374,5.928571428571429,24.24,0.4630225080385852,5.0,2.0,,,1.0,2.0,,,,,,0.3333333333333333,0.01818181818181818,0.023809523809523808,0.4166666666666667,0.4166666666666667,1.0,0.5,,,,,,,,,2.0,0.6666666666666666,1.0,,,,1.0,,,,,,,,,True,,,,,
203486,1610612766,Mason Plumlee,Mason Plumlee,203486,CHA,2507.0,42,20,91,90,29,22.0,11,181,4.0,8.0,1.0,3.0,,2.0,,,,,,,,,,,,,4.0,8.0,,,5.0,13.0,98,1.0,3.0,,,2.0,,2.0,,,,,6.0,2.0,,,2.0,,,,9.0,,9.0,,,5.0,4.0,18.0,4.0,3.0,4.0,8.0,6.0,14.0,,1.0,,1.0,1.0,,1.0,3.0,,,4.0,1.0,2.0,3.0,3.0,,,8.0,1.0,,8.0,,,4.0,,1.0,1.0,,1.0,,,29,,,0.75,1.0,,,,,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5416666666666666,0.3333333333333333,,,,,,15.238095238095237,0.25,0.2,0.15384615384615385,0.15789473684210525,0.1794871794871795,0.17142857142857143,0.16666666666666666,0.16666666666666666,,0.375,,0.2,0.23076923076923078,,,,1.0,0.5,0.5,0.75,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,1.0,,,,,1.0,,0.686675,0.63545,0.5417000000000001,0.3333333333333333,0.3333333333333333,0.15384615384615385,,1.3125,,0.31868131868131866,,,,,2.0,1.0,,,,,,0.5,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,True,,,,,
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,1380.0,23,18,46,44,17,11.0,4,90,,,,,,,2.0,4.0,1.0,1.0,2.0,1.0,3.0,6.0,,,1.0,1.0,3.0,5.0,4.0,8.0,,18.0,54,,,,,,,,1.0,2.0,,3.0,,6.0,6.0,6.0,,6.0,3.0,,3.0,4.0,7.0,4.0,,3.0,,18.0,,,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,1.0,1.0,3.0,,,5.0,1.0,1.0,,,,,,,,,,,3.0,17,,,,,0.5,0.5,,0.5,0.5,0.6,,,0.6923076923076923,,0.75,0.6923076923076923,,0.75,0.6153846153846154,,,,29.41176470588235,0.5,0.2222222222222222,,,0.1111111111111111,,,,,0.25,0.25,,,,,,,,,,0.3076923076923077,0.5,0.5,,0.07692307692307693,1.0,1.0,,0.15384615384615385,0.46153846153846156,0.5,0.5,0.3333333333333333,,,,,,,,0.5,0.5,1.0,0.6153846153846154,0.5,0.47790769230769237,,0.5586,,,,0.16666666666666666,10.219999999999999,26.799999999999997,0.3695652173913043,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,
1630177,1610612766,Theo Maledon,Theo Maledon,1630177,CHA,13987.0,233,20,481,480,211,150.0,52,961,11.0,17.0,,,5.0,7.0,9.0,24.0,3.0,6.0,2.0,,7.0,23.0,,1.0,5.0,9.0,23.0,47.0,7.0,25.0,24.0,91.0,538,1.0,1.0,,1.0,5.0,12.0,19.0,5.0,9.0,20.0,59.0,12.0,34.0,18.0,3.0,,23.0,7.0,6.0,29.0,20.0,49.0,15.0,5.0,26.0,3.0,118.0,1.0,15.0,25.0,40.0,1.0,41.0,,8.0,4.0,4.0,9.0,4.0,7.0,6.0,,2.0,15.0,,8.0,6.0,11.0,,,22.0,1.0,1.0,29.0,4.0,1.0,10.0,6.0,5.0,2.0,2.0,5.0,3.0,57.0,210,,5.0,0.2608695652173913,0.2608695652173913,0.8571428571428571,0.28,,0.5555555555555556,0.28,0.48936170212765956,1.0,0.631578947368421,0.4652777777777778,0.5,0.6964285714285714,0.5416666666666666,0.625,0.7763157894736842,0.3472222222222222,0.1276595744680851,0.11764705882352941,0.16666666666666666,18.26568265682657,0.6,0.1984126984126984,0.0078125,0.15151515151515152,0.17777777777777778,0.004830917874396135,,0.017543859649122806,,0.2028985507246377,0.19047619047619047,0.2,0.14473684210526316,0.17391304347826086,,0.6,0.2361111111111111,0.6470588235294118,0.7333333333333333,0.18181818181818182,0.3333333333333333,0.375,0.45,0.3333333333333333,0.08333333333333333,0.5,0.5,0.3333333333333333,0.027777777777777776,0.3194444444444444,0.30434782608695654,0.30434782608695654,0.8571428571428571,,,0.5,,,0.25,0.7142857142857143,,0.32142857142857145,0.5555555555555556,0.5833333333333334,0.30434782608695654,0.5186187500000002,0.4503,0.5221767857142857,0.1282051282051282,0.18867924528301888,0.054945054945054944,0.6483516483516484,6.727659574468084,26.087999999999997,0.4386694386694387,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,True,,,,,
