EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,Fg3aBlocked,Corner3Assists,AtRimAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,3SecondViolations,on,Corner3PctBlocked,Transition Take Fouls,HeaveMakes,OffensiveGoaltends
1626195,1610612740,Willy Hernangomez,Willy Hernangomez,1626195,NOP,3848.0,64,-1.0,133,134,26,51,17,267,5.0,11,2.0,4.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,7,17,1.0,2.0,9.0,26,148,3.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,4,10.0,4,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,3.0,3,10.0,5.0,4.0,19.0,6,25,1.0,3.0,2.0,1.0,4.0,1.0,4.0,6,11,3.0,8.0,10.0,4.0,1.0,1.0,1.0,1.0,4,26,0.7142857142857143,0.8333333333333334,1.0,0.5,1.0,0.5,0.4117647058823529,0.5,0.4473684210526316,0.5,0.75,0.5416666666666666,0.5625,0.6666666666666666,0.10526315789473684,0.17647058823529413,0.18181818181818182,0.2,18.30065359477124,0.6666666666666666,0.22727272727272727,0.06666666666666667,0.3225806451612903,0.125,0.2830188679245283,0.08695652173913043,0.07692307692307693,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.2857142857142857,0.15384615384615385,0.5,0.34782608695652173,0.25,0.125,0.5789473684210527,0.45454545454545453,0.5555555555555556,0.6,0.2631578947368421,0.4,0.5,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.6842105263157895,1.0,0.5382263157894737,0.49310000000000004,0.42610000000000003,0.17391304347826086,0.19047619047619047,0.34615384615384615,0.15384615384615385,4.511764705882353,24.85,0.19548872180451127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626196,1610612740,Josh Richardson,Josh Richardson,1626196,NOP,16447.0,274,-39.0,556,551,182,141,53,1107,7.0,9,1.0,1.0,4.0,11,8.0,12.0,14.0,35.0,1.0,12.0,16,28,18.0,47.0,4.0,90,634,1.0,2.0,,11.0,8.0,3.0,15.0,1.0,20,16.0,16,54.0,2.0,35.0,14.0,,14.0,9.0,23.0,7.0,4.0,1.0,55.0,2.0,1,10.0,12.0,2.0,24.0,3,27,1.0,13.0,11.0,2.0,4.0,2.0,14.0,15,29,,10.0,6.0,4.0,,4.0,2.0,5.0,20,180,0.5,0.5333333333333333,1.0,0.3829787234042553,0.2,0.3829787234042553,0.5714285714285714,0.5,0.5733333333333334,0.7857142857142857,0.41304347826086957,0.5844155844155844,0.7857142857142857,0.43478260869565216,0.6266666666666667,,,,14.82084690553746,0.1,0.09230769230769231,0.006666666666666667,0.07246376811594203,0.021052631578947368,0.08208955223880597,0.012244897959183673,,0.014492753623188406,0.015384615384615385,0.03333333333333333,0.023809523809523808,0.11864406779661017,0.13793103448275862,0.07407407407407407,0.06666666666666667,0.02631578947368421,0.12,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.14666666666666667,0.36363636363636365,0.36363636363636365,0.5,0.10666666666666667,0.16,0.4666666666666667,0.4,0.4117647058823529,1.0,0.14285714285714285,1.0,0.5217391304347826,0.08333333333333333,0.7466666666666667,0.4,0.5192106666666667,0.5567,0.49634565217391297,0.05194805194805195,0.13333333333333333,0.12222222222222222,0.2222222222222222,9.667857142857143,25.47446808510638,0.3273381294964029,2.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,1.0,2.0,9.0,10.0,2.0,7.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,0.6,0.625,0.02127659574468085,0.02857142857142857,0.7142857142857143,0.6,0.625,0.625,0.4,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,0.5714285714285714,0.5,1.0,0.08695652173913043,1.0,0.13043478260869565,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,89761.0,1496,89.0,3034,3028,807,771,330,6062,95.0,145,10.0,14.0,125.0,267,234.0,15.0,56.0,146.0,14.0,43.0,325,646,63.0,161.0,231.0,1070,3472,30.0,57.0,15.0,96.0,168.0,14.0,47.0,114.0,336,252.0,398,153.0,10.0,146.0,56.0,32.0,126.0,129.0,255.0,86.0,26.0,3.0,639.0,4.0,16,145.0,66.0,3.0,214.0,20,234,12.0,30.0,21.0,9.0,58.0,8.0,144.0,62,114,13.0,216.0,263.0,113.0,25.0,17.0,12.0,18.0,335,798,0.38769230769230767,0.39375,0.8095238095238095,0.391304347826087,0.2978723404255319,0.391304347826087,0.5030959752321982,0.5263157894736842,0.5198265179677819,0.5625,0.5162790697674419,0.5783460282916213,0.6012658227848101,0.6158088235294118,0.19950433705080545,0.04953560371517028,0.08275862068965517,0.06367041198501873,31.077914469830112,0.038461538461538464,0.09821428571428571,0.019417475728155338,0.20422535211267606,0.007547169811320755,0.15267727930535455,0.014771048744460856,0.026415094339622643,0.022284122562674095,0.010050251256281407,,0.07729468599033816,0.065625,0.2,0.2074074074074074,0.19411764705882353,0.031578947368421054,0.17967781908302355,0.6551724137931034,0.7142857142857143,0.4842105263157895,0.3308550185873606,0.4681647940074906,0.5,0.304,0.2899628252788104,0.01858736059479554,0.1809169764560099,0.3835616438356164,0.38620689655172413,0.7857142857142857,0.19444444444444445,0.7142857142857143,0.2,0.32558139534883723,0.379182156133829,0.3835616438356164,0.4735355459057071,0.47743125000000003,0.46049322429906536,0.12863534675615212,0.1545827633378933,0.08971962616822429,0.31401869158878504,10.79674922600619,25.826086956521745,0.26598549769281477,27.0,37.0,105.0,7.0,,,,4.0,7.0,15.0,7.0,15.0,90.0,1.0,43.0,97.0,86.0,15.0,51.0,35.0,44.0,6.0,9.0,28.0,1.0,,4.0,7.0,,8.0,0.4666666666666667,0.5357142857142857,0.006211180124223602,0.00684931506849315,0.5972222222222222,0.3888888888888889,0.44871794871794873,0.45454545454545453,0.4,0.4666666666666667,0.4666666666666667,1.0,,,,0.20833333333333334,0.4666666666666667,1.0,0.17209302325581396,0.7297297297297297,0.018604651162790697,,36.0,5.0,5.0,10.0,9.0,2.0,4.0,1.0,9.0,2.0,1.0,1.0,2.0,22.0,0.01282051282051282,0.005,0.1,0.012269938650306749,,,,,,True,,,,
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,21878.0,365,-43.0,735,738,283,301,66,1473,14.0,29,1.0,3.0,4.0,15,1.0,15.0,7.0,23.0,3.0,11.0,19,45,8.0,38.0,15.0,77,864,1.0,4.0,1.0,3.0,18.0,4.0,17.0,11.0,41,26.0,12,24.0,2.0,23.0,7.0,6.0,24.0,17.0,41.0,15.0,6.0,1.0,99.0,2.0,6,28.0,12.0,3.0,43.0,8,51,1.0,10.0,9.0,1.0,8.0,4.0,15.0,14,26,1.0,14.0,19.0,8.0,2.0,2.0,1.0,2.0,40,282,0.6842105263157895,0.7222222222222222,1.0,0.21052631578947367,0.23529411764705882,0.21052631578947367,0.4222222222222222,0.25,0.37349397590361444,0.14285714285714285,0.42857142857142855,0.41847826086956524,0.1875,0.4880952380952381,0.4578313253012048,0.13333333333333333,0.10344827586206896,0.2,13.22620519159456,0.1875,0.08333333333333333,0.03125,0.16279069767441862,0.015037593984962405,0.12658227848101267,0.024615384615384615,,0.0449438202247191,0.01,0.030303030303030304,0.09302325581395349,0.08333333333333333,0.06896551724137931,0.17692307692307693,0.11904761904761904,0.02127659574468085,0.3493975903614458,0.4827586206896552,0.5384615384615384,0.7142857142857143,0.18072289156626506,0.26666666666666666,0.3333333333333333,0.75,0.012048192771084338,0.18072289156626506,0.27710843373493976,0.30434782608695654,0.30434782608695654,1.0,0.42857142857142855,0.3333333333333333,0.3142857142857143,0.2727272727272727,0.8072289156626506,0.30434782608695654,0.5408210843373493,0.585075,0.5372799999999999,0.08888888888888889,0.15384615384615385,0.03896103896103896,0.5324675324675324,4.022222222222222,24.913157894736838,0.38503401360544215,7.0,12.0,1.0,1.0,,1.0,1.0,6.0,,2.0,,3.0,9.0,,2.0,17.0,7.0,2.0,7.0,,4.0,1.0,,1.0,,,,,,4.0,,0.5,,,0.4666666666666667,,1.0,1.0,,0.06666666666666667,0.06666666666666667,1.0,0.14285714285714285,,,0.2857142857142857,,,0.34285714285714286,0.5833333333333334,0.17142857142857143,0.16666666666666666,,,1.0,,,,,1.0,,,,1.0,,1.0,,0.0425531914893617,,,,,,,,True,,,,
1630631,1610612740,Jose Alvarado,Jose Alvarado,1630631,NOP,17809.0,297,74.0,617,614,252,224,68,1231,15.0,24,1.0,1.0,12.0,23,,12.0,10.0,38.0,7.0,17.0,27,47,17.0,50.0,11.0,116,673,3.0,3.0,4.0,16.0,16.0,11.0,22.0,7.0,52,18.0,36,48.0,,37.0,10.0,6.0,33.0,11.0,44.0,8.0,9.0,3.0,99.0,3.0,4,9.0,10.0,,19.0,7,26,1.0,18.0,7.0,11.0,8.0,,17.0,17,35,1.0,21.0,13.0,5.0,1.0,4.0,4.0,4.0,52,251,0.3333333333333333,0.3333333333333333,0.9411764705882353,0.34,0.5,0.3469387755102041,0.574468085106383,1.0,0.5412371134020618,1.2,0.5921052631578947,0.5686274509803921,1.1428571428571428,0.6190476190476191,0.5154639175257731,0.1276595744680851,0.16666666666666666,0.08695652173913043,17.146974063400574,,0.06666666666666667,0.027586206896551724,0.06870229007633588,0.02608695652173913,0.06761565836298933,0.026923076923076925,0.06666666666666667,0.015151515151515152,0.02247191011235955,0.038461538461538464,0.045454545454545456,0.0821917808219178,0.06060606060606061,0.06,0.0967741935483871,0.021739130434782608,0.24742268041237114,0.625,0.75,0.4,0.23711340206185566,0.5217391304347826,0.5714285714285714,0.25,,0.12371134020618557,0.3917525773195876,0.2631578947368421,0.2631578947368421,0.9,0.2,1.0,0.4473684210526316,0.4117647058823529,0.7628865979381443,0.2702702702702703,0.5395057291666666,0.5838166666666668,0.5251405405405405,0.0594059405940594,0.1,0.13793103448275862,0.4482758620689655,4.785106382978723,25.754,0.40842787682333875,1.0,5.0,,7.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,6.0,,3.0,21.0,9.0,3.0,6.0,3.0,3.0,1.0,3.0,2.0,,,,3.0,,4.0,1.0,0.375,,,0.5294117647058824,0.75,,,,0.5833333333333334,0.5833333333333334,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.13157894736842105,0.2,0.13157894736842105,0.8,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,2.0,,,,0.0196078431372549,1.0,,,,,True,,,,
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,68884.0,1148,101.0,2310,2306,501,463,254,4616,88.0,137,11.0,16.0,14.0,45,9.0,57.0,17.0,43.0,1.0,4.0,106,191,34.0,100.0,67.0,381,2644,13.0,23.0,13.0,42.0,43.0,3.0,17.0,30.0,97,148.0,64,102.0,18.0,43.0,17.0,19.0,61.0,33.0,94.0,27.0,18.0,11.0,221.0,27.0,34,47.0,34.0,14.0,95.0,63,158,7.0,50.0,38.0,12.0,29.0,7.0,45.0,58,116,4.0,71.0,86.0,42.0,7.0,13.0,7.0,25.0,93,492,0.6981132075471698,0.7628865979381443,1.0,0.34,0.17647058823529413,0.34,0.5549738219895288,0.5652173913043478,0.5395189003436426,0.5178571428571429,0.5583333333333333,0.5825688073394495,0.6176470588235294,0.6554054054054054,0.3436426116838488,0.09947643979057591,0.10218978102189781,0.1111111111111111,14.2692750287687,0.22950819672131148,0.06538461538461539,0.05396825396825397,0.0852994555353902,0.0675,0.07563025210084033,0.059223300970873784,0.047619047619047616,0.055762081784386616,0.07947019867549669,0.030612244897959183,0.02564102564102564,0.08433734939759036,0.0782608695652174,0.0821256038647343,0.0948905109489051,0.05343511450381679,0.47079037800687284,0.6423357664233577,0.7154471544715447,0.7045454545454546,0.15463917525773196,0.3111111111111111,0.35,0.5714285714285714,0.030927835051546393,0.1958762886597938,0.14776632302405499,0.3953488372093023,0.3953488372093023,1.0,0.5714285714285714,0.6875,0.06666666666666667,0.25,0.8144329896907216,0.3953488372093023,0.5728987972508591,0.5508882352941177,0.5664725,0.13125,0.19090909090909092,0.11023622047244094,0.2545931758530184,3.8581151832460745,24.171,0.21688311688311687,26.0,31.0,4.0,17.0,,2.0,2.0,13.0,1.0,3.0,1.0,5.0,29.0,,6.0,32.0,16.0,11.0,13.0,3.0,10.0,8.0,8.0,13.0,12.0,8.0,5.0,15.0,,11.0,0.2,0.6744186046511628,,,0.35555555555555557,0.6,0.4444444444444444,0.4444444444444444,1.0,0.2982456140350877,0.2982456140350877,1.0,0.07142857142857142,,,0.10714285714285714,0.3333333333333333,1.0,0.5166666666666667,0.8387096774193549,0.21666666666666667,0.15384615384615385,,1.0,3.0,3.0,2.0,7.0,4.0,,1.0,,4.0,1.0,,5.0,,0.059602649006622516,0.18181818181818182,,,2.0,0.04081632653061224,,,True,,,,
203468,1610612740,CJ McCollum,CJ McCollum,203468,NOP,60414.0,1007,57.0,2046,2038,466,482,232,4084,39.0,65,3.0,4.0,54.0,114,61.0,28.0,65.0,160.0,12.0,29.0,117,240,75.0,188.0,45.0,504,2351,7.0,17.0,3.0,41.0,59.0,15.0,36.0,15.0,122,68.0,166,198.0,4.0,160.0,65.0,17.0,101.0,41.0,142.0,27.0,32.0,17.0,325.0,12.0,16,51.0,49.0,2.0,102.0,28,130,12.0,31.0,23.0,8.0,21.0,3.0,55.0,28,63,6.0,51.0,65.0,29.0,6.0,14.0,9.0,14.0,119,458,0.2905982905982906,0.2956521739130435,0.88,0.39893617021276595,0.4166666666666667,0.39893617021276595,0.4875,0.4117647058823529,0.5362149532710281,0.5135135135135135,0.5631578947368421,0.5502183406113537,0.5256410256410257,0.580952380952381,0.4392523364485981,0.07083333333333333,0.09230769230769231,0.08771929824561403,22.140699179974103,0.037037037037037035,0.11421911421911422,0.027874564459930314,0.10179640718562874,0.033426183844011144,0.10752688172043011,0.030010718113612004,0.03763440860215054,0.02734375,0.029850746268656716,0.04395604395604396,0.0916030534351145,0.11428571428571428,0.14772727272727273,0.10852713178294573,0.07894736842105263,0.05581395348837209,0.15186915887850466,0.6,0.6610169491525424,0.358974358974359,0.26635514018691586,0.47368421052631576,0.5192307692307693,0.24074074074074073,0.1425233644859813,0.06542056074766354,0.37383177570093457,0.40625,0.41139240506329117,0.8615384615384616,0.10810810810810811,0.75,0.30526315789473685,0.41379310344827586,0.5911214953271028,0.40625,0.5019214953271027,0.5133166666666666,0.485458947368421,0.06415929203539823,0.10984848484848485,0.08134920634920635,0.24206349206349206,8.919999999999998,25.705319148936173,0.22776148582600195,9.0,15.0,24.0,10.0,2.0,7.0,3.0,7.0,6.0,13.0,8.0,20.0,31.0,2.0,14.0,52.0,34.0,5.0,26.0,8.0,14.0,4.0,,5.0,,,5.0,8.0,,8.0,0.4,0.5254237288135594,0.010638297872340425,0.0125,0.6181818181818182,0.5714285714285714,0.39344262295081966,0.4,0.2916666666666667,0.35714285714285715,0.35714285714285715,1.0,0.1891891891891892,0.2857142857142857,1.0,0.35135135135135137,0.46153846153846156,0.8333333333333334,0.15789473684210525,0.6,0.07368421052631578,0.42857142857142855,27.0,1.0,4.0,5.0,2.0,1.0,,,,,,,,4.0,0.01639344262295082,0.015151515151515152,,,,,,,,True,,,,
1630530,1610612740,Trey Murphy III,Trey Murphy III,1630530,NOP,50614.0,844,64.0,1719,1717,407,426,196,3436,45.0,59,8.0,12.0,9.0,25,10.0,63.0,45.0,125.0,8.0,27.0,57,94,79.0,188.0,66.0,417,1995,8.0,14.0,7.0,32.0,21.0,14.0,44.0,25.0,95,84.0,30,228.0,14.0,125.0,45.0,7.0,23.0,16.0,39.0,10.0,7.0,4.0,94.0,10.0,7,33.0,34.0,9.0,76.0,17,93,5.0,31.0,21.0,10.0,10.0,3.0,16.0,27,43,1.0,51.0,72.0,21.0,11.0,19.0,8.0,19.0,90,400,0.7368421052631579,0.84,0.9620253164556962,0.42021276595744683,0.3181818181818182,0.42021276595744683,0.6063829787234043,0.5714285714285714,0.6223404255319149,0.43103448275862066,0.5384615384615384,0.6590909090909091,0.46875,0.5909090909090909,0.6666666666666666,0.07446808510638298,0.05084745762711865,0.16,16.59815005138746,0.20930232558139536,0.09042553191489362,0.014957264957264958,0.08188585607940446,0.03215434083601286,0.08600770218228498,0.021822849807445442,0.006993006993006993,0.004761904761904762,0.03463203463203463,0.025,0.06837606837606838,0.10752688172043011,0.0821917808219178,0.07766990291262135,0.09574468085106383,0.0364963503649635,0.20921985815602837,0.7627118644067796,0.8035714285714286,0.6888888888888889,0.08865248226950355,0.36,0.42857142857142855,0.8888888888888888,0.03546099290780142,0.22340425531914893,0.4432624113475177,0.36,0.36,0.9333333333333333,0.41379310344827586,0.6666666666666666,0.4153846153846154,0.2962962962962963,0.875886524822695,0.36,0.5609304270462633,0.5318111111111111,0.552373846153846,0.07744107744107744,0.19626168224299065,0.07673860911270983,0.2278177458033573,5.146808510638297,25.752127659574466,0.2367655613728912,10.0,13.0,3.0,34.0,2.0,4.0,6.0,17.0,1.0,11.0,3.0,15.0,14.0,,6.0,12.0,6.0,3.0,2.0,4.0,4.0,2.0,6.0,8.0,,,10.0,12.0,,2.0,0.2,0.6666666666666666,,,0.375,0.631578947368421,0.3,0.3,1.0,0.5396825396825397,0.5396825396825397,1.0,0.13793103448275862,0.5,1.0,0.3793103448275862,0.09090909090909091,1.0,0.2,0.7692307692307693,0.26153846153846155,0.35294117647058826,9.0,3.0,,,,,5.0,,11.0,2.0,,1.0,,7.0,,0.043478260869565216,0.125,0.010526315789473684,,,,,,True,,,,
1626204,1610612740,Larry Nance Jr.,Larry Nance Jr.,1626204,NOP,33345.0,556,95.0,1124,1129,452,453,123,2253,51.0,70,14.0,24.0,17.0,27,2.0,11.0,,5.0,,2.0,68,99,5.0,16.0,22.0,173,1267,18.0,29.0,4.0,40.0,37.0,2.0,5.0,8.0,74,98.0,38,15.0,22.0,5.0,,3.0,31.0,15.0,46.0,11.0,10.0,7.0,107.0,18.0,31,29.0,46.0,7.0,82.0,50,132,3.0,20.0,10.0,10.0,9.0,1.0,14.0,20,49,5.0,36.0,29.0,13.0,3.0,17.0,12.0,17.0,74,445,0.7205882352941176,0.8596491228070176,1.0,0.3125,0.4,0.3125,0.6868686868686869,0.6206896551724138,0.6565217391304348,0.6206896551724138,0.7857142857142857,0.67578125,0.625,0.7872340425531915,0.1391304347826087,0.030303030303030304,0.02857142857142857,0.037037037037037035,11.314741035856573,0.21875,0.19658119658119658,0.11231884057971014,0.11983471074380166,0.09045226130653267,0.15756302521008403,0.1031578947368421,0.12359550561797752,0.13114754098360656,0.09090909090909091,0.08888888888888889,0.24,0.2169811320754717,0.09433962264150944,0.12972972972972974,0.08771929824561403,0.08108108108108109,0.6086956521739131,0.7285714285714285,0.75,0.7058823529411765,0.23478260869565218,0.6296296296296297,0.6538461538461539,0.7647058823529411,0.017391304347826087,0.09565217391304348,0.043478260869565216,,,,0.8275862068965517,0.5833333333333334,0.047619047619047616,,0.7478260869565218,,0.5568017391304348,0.5758,0.5738833333333333,0.104,0.11926605504587157,0.23121387283236994,0.4277456647398844,3.508080808080808,24.012499999999996,0.40213523131672596,24.0,29.0,,5.0,,,2.0,3.0,,,,,30.0,,4.0,14.0,5.0,3.0,5.0,,6.0,8.0,3.0,3.0,,,5.0,11.0,,9.0,,0.8108108108108109,,,0.35714285714285715,0.6470588235294118,,,,0.45454545454545453,0.45454545454545453,1.0,,,,,,,0.6904761904761905,0.8275862068965517,0.07142857142857142,0.6666666666666666,,,,1.0,,7.0,7.0,,,,,,,3.0,,0.06153846153846154,0.14285714285714285,,,1.0,0.037037037037037035,,,True,,,,
1628984,1610612740,Devonte' Graham,Devonte' Graham,1628984,NOP,7145.0,119,-7.0,238,242,90,69,28,480,,2,,,1.0,1,1.0,2.0,10.0,21.0,2.0,5.0,1,4,11.0,23.0,4.0,39,291,,,,3.0,,2.0,5.0,2.0,8,,2,33.0,,21.0,10.0,1.0,13.0,2.0,15.0,1.0,3.0,1.0,32.0,,1,4.0,2.0,,6.0,1,7,,4.0,3.0,1.0,1.0,,2.0,4,8,,5.0,5.0,2.0,,2.0,1.0,2.0,8,90,,,1.0,0.4782608695652174,0.4,0.4782608695652174,0.25,,0.6481481481481481,0.75,0.6,0.6724137931034483,0.75,0.6666666666666666,0.8518518518518519,0.25,0.5,,11.481481481481481,,0.0425531914893617,0.015151515151515152,0.08888888888888889,,0.06521739130434782,0.009259259259259259,,0.037037037037037035,,,0.0625,0.05,,0.11764705882352941,,,0.07407407407407407,,,,0.037037037037037035,1.0,1.0,,0.037037037037037035,0.07407407407407407,0.7777777777777778,0.47619047619047616,0.47619047619047616,1.0,,,1.0,0.4,0.9259259259259259,0.47619047619047616,0.5342018518518518,0.57435,0.5471999999999999,0.10344827586206896,0.3333333333333333,0.07692307692307693,0.20512820512820512,7.450000000000001,25.93913043478261,0.37815126050420167,,,,1.0,,,,,1.0,2.0,1.0,2.0,,,1.0,9.0,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,0.5,,,,0.5,,,,,0.5,0.5,1.0,,,,1.0,0.5,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.043478260869565216,,,,1.0,,True,,,,
