EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,OffThreePtRebounds,Travels,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyAtRimFGM,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Arc3Assists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LostBallSteals,LostBallTurnovers,Charge Fouls,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,LongMidRangeFGM,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGA,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Transition Take Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Transition Take Fouls,ThreePtShootingFoulsDrawn,OffensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Corner3PctBlocked,BlockedLongMidRange,HeaveMakes
1626159,1610612757,Justise Winslow,Justise Winslow,1626159,POR,1456.0,24,1,51,49,5.0,22,4,100,1.0,1.0,1.0,1.0,2.0,2.0,49,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.5,0.5,0.5,8.771929824561404,0.6666666666666666,0.26666666666666666,0.058823529411764705,0.07692307692307693,0.17857142857142858,0.041666666666666664,0.5,0.5,0.09090909090909091,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.40665,0.3262,4.0,0.09803921568627451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,1206.0,20,-8,41,41,4.0,27,5,82,,1.0,5.0,3.0,6.0,14.0,49,1.0,2.0,2.0,,2.0,,1.0,,4.0,,,2.0,2.0,1.0,3.0,,,3.0,1.0,3.0,1.0,,,,,,4.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5384615384615384,33.333333333333336,,0.18181818181818182,,,0.10526315789473684,0.045454545454545456,,,,,0.08333333333333333,,,,0.4166666666666667,0.5833333333333334,0.4972916666666667,,6.783333333333334,0.0975609756097561,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.125,0.16666666666666666,0.3333333333333333,1.0,0.6,0.6,0.3333333333333333,0.08333333333333333,1.0,1.0,0.4166666666666667,0.2,0.2,1.0,1.0,0.5,0.2,0.5904499999999999,0.07692307692307693,0.14285714285714285,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630535,1610612757,Greg Brown III,Greg Brown III,1630535,POR,5584.0,93,-5,200,201,89.0,114,22,401,10.0,16.0,3.0,10.0,21.0,28.0,187,2.0,18.0,2.0,1.0,3.0,,2.0,,7.0,1.0,13.0,3.0,17.0,2.0,19.0,,,6.0,1.0,6.0,7.0,,5.0,1.0,5.0,3.0,89.0,0.9,0.9,0.47619047619047616,0.4107142857142857,0.42424242424242425,17.256637168141594,,0.07317073170731707,0.018518518518518517,0.2826086956521739,0.1839080459770115,0.02197802197802198,,,0.3142857142857143,0.6,0.5714285714285714,0.625,0.6666666666666666,0.9,0.10714285714285714,0.8214285714285714,0.6157571428571428,0.45472500000000005,3.880952380952381,0.445,1.0,7.0,,1.0,3.0,,4.0,1.0,7.0,5.0,8.0,2.0,3.0,,4.0,,,1.0,2.0,12.0,6.0,1.0,0.14285714285714285,0.14285714285714285,0.25,0.02702702702702703,0.030303030303030304,0.13333333333333333,0.1,,,,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,0.3333333333333333,0.7,,0.69217,0.1875,0.24,24.6,6.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,4.0,16.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,6.0,13.0,2.0,1.0,2.0,1.0,4.0,16.0,3.0,1.0,0.75,0.6,0.2,0.5714285714285714,0.19047619047619047,0.0625,1.0,0.1111111111111111,0.05555555555555555,0.18181818181818182,0.07692307692307693,0.07142857142857142,1.0,0.3333333333333333,0.8571428571428571,0.2,0.07142857142857142,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630570,1610612757,Trendon Watford,Trendon Watford,1630570,POR,3701.0,62,-4,137,135,65.0,84,11,272,4.0,7.0,5.0,8.0,12.0,32.0,124,2.0,4.0,3.0,1.0,4.0,,3.0,,9.0,1.0,8.0,2.0,14.0,2.0,16.0,3.0,2.0,2.0,,5.0,11.0,1.0,1.0,,1.0,,65.0,0.25,0.2857142857142857,0.6666666666666666,0.5277777777777778,0.5740740740740741,21.476510067114095,0.6,0.07142857142857142,0.03225806451612903,0.3076923076923077,0.18518518518518517,0.03508771929824561,,,0.2857142857142857,,0.3888888888888889,0.5714285714285714,0.6666666666666666,0.25,0.2777777777777778,0.7222222222222222,0.532325,0.351,3.15,0.4744525547445255,1.0,5.0,4.0,,,1.0,6.0,1.0,6.0,13.0,8.0,12.0,3.0,,6.0,1.0,,1.0,1.0,19.0,9.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.038461538461538464,0.043478260869565216,0.1111111111111111,0.125,0.8,0.8,0.25,,,,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.5,0.5,0.16666666666666666,0.55613,0.3333333333333333,0.42857142857142855,26.733333333333334,4.0,,,2.0,,2.0,6.0,6.0,2.0,7.0,19.0,1.0,1.0,4.0,,2.0,1.0,,4.0,3.0,5.0,,,,,1.0,19.0,,,0.75,0.6,1.0,0.6428571428571429,0.08333333333333333,0.14285714285714285,,0.4444444444444444,0.09090909090909091,0.4,,,,,0.8,0.2,0.1875,0.59375,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203924,1610612757,Jerami Grant,Jerami Grant,203924,POR,1066.0,18,-2,34,35,,8,4,69,2.0,2.0,6.0,5.0,10.0,15.0,39,1.0,6.0,2.0,,2.0,,2.0,,4.0,,,1.0,1.0,1.0,2.0,,,,,,4.0,,,,,,,0.6,0.6,0.5,0.5909090909090909,0.625,30.0,,0.1,,,0.05,0.058823529411764705,,,,,0.18181818181818182,1.0,1.0,0.5,0.5454545454545454,0.2727272727272727,0.45110000000000006,0.3441,9.28,,,,3.0,1.0,1.0,,,1.0,1.0,2.0,,4.0,3.0,,,,,1.0,,4.0,3.0,1.0,1.0,1.0,0.09090909090909091,0.5,1.0,0.3333333333333333,,0.5,0.6,0.6666666666666666,0.09090909090909091,1.0,1.0,,,,,,,,,0.25,0.2727272727272727,23.0,,2.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,2.0,,,,2.0,,,,,,0.1,,0.16666666666666666,,,,,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203994,1610612757,Jusuf Nurkic,Jusuf Nurkic,203994,POR,1083.0,18,-4,37,36,1.0,16,4,73,1.0,1.0,3.0,2.0,5.0,5.0,41,1.0,2.0,2.0,1.0,3.0,,,2.0,7.0,,1.0,3.0,4.0,1.0,5.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,0.5,1.0,0.4,0.4,0.4166666666666667,16.27906976744186,1.0,0.3333333333333333,,0.1,0.21052631578947367,0.05555555555555555,,0.5,0.125,1.0,0.2,1.0,1.0,,0.6,0.2,0.4109,,6.6,0.02702702702702703,1.0,,,,,,,,,1.0,,2.0,,,,,,1.0,,2.0,1.0,,,,,0.16666666666666666,,0.3333333333333333,,,,,,,,,,,,1.0,,,,0.16666666666666666,0.16666666666666666,,,1.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,2.0,1.0,,,,1.0,,2.0,,,,1.0,,0.2,,0.3333333333333333,,,,,0.2,,,,,0.4,,1.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631101,1610612757,Shaedon Sharpe,Shaedon Sharpe,1631101,POR,3254.0,54,-12,115,116,50.0,60,11,231,5.0,7.0,8.0,9.0,17.0,27.0,107,3.0,8.0,3.0,,3.0,,2.0,1.0,6.0,2.0,3.0,4.0,7.0,2.0,9.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,50.0,0.4444444444444444,0.5714285714285714,0.5294117647058824,0.45,0.45,24.21875,1.0,0.2,0.06060606060606061,0.09375,0.1346153846153846,0.03571428571428571,,0.2857142857142857,0.1111111111111111,1.0,0.23333333333333334,0.7142857142857143,0.8333333333333334,0.6,0.26666666666666666,0.6666666666666666,0.5167016666666667,0.6994666666666666,5.9,0.43478260869565216,3.0,1.0,3.0,1.0,2.0,2.0,11.0,3.0,13.0,,3.0,10.0,9.0,,11.0,2.0,,,,,,1.0,0.23076923076923078,0.23076923076923078,0.43333333333333335,,,,0.4,0.375,0.5,0.3333333333333333,0.06666666666666667,0.5,0.5,0.36666666666666664,0.18181818181818182,0.18181818181818182,1.0,1.0,0.1,0.18181818181818182,0.537005,,,26.0,1.0,2.0,,6.0,,,6.0,2.0,7.0,,7.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,7.0,,,0.6666666666666666,0.35,1.0,0.35,0.17647058823529413,0.14285714285714285,0.25,,,,0.06666666666666667,0.06666666666666667,1.0,,1.0,0.6,0.2222222222222222,0.25925925925925924,3.0,3.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,,0.5,0.5,,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.1,0.16666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631133,1610612757,Jabari Walker,Jabari Walker,1631133,POR,4245.0,71,-5,154,156,89.0,96,18,310,5.0,7.0,3.0,5.0,11.0,14.0,138,4.0,4.0,6.0,1.0,7.0,1.0,6.0,,15.0,3.0,7.0,3.0,10.0,5.0,15.0,,,1.0,,1.0,5.0,,1.0,,1.0,1.0,89.0,0.4,0.6666666666666666,0.45454545454545453,0.35714285714285715,0.4117647058823529,10.344827586206897,,0.10714285714285714,0.07894736842105263,0.20588235294117646,0.16129032258064516,0.057971014492753624,0.125,,0.16,1.0,0.5,0.7142857142857143,0.7142857142857143,0.4,0.21428571428571427,0.7142857142857143,0.5287357142857142,0.5814,4.536363636363636,0.577922077922078,3.0,5.0,,,,,3.0,,3.0,4.0,6.0,6.0,,,3.0,,,1.0,1.0,7.0,2.0,,,,0.21428571428571427,0.03225806451612903,0.034482758620689655,,0.42857142857142855,,,,,,,0.21428571428571427,,,,0.75,0.625,,0.54438125,0.13333333333333333,0.16666666666666666,26.266666666666666,4.0,1.0,,2.0,,2.0,6.0,4.0,2.0,3.0,11.0,,,,1.0,,,,,2.0,7.0,1.0,2.0,1.0,2.0,1.0,11.0,5.0,2.0,0.6666666666666666,0.5,0.6,0.55,,,,,0.07142857142857142,0.3333333333333333,0.1111111111111111,0.07142857142857142,,,0.8,0.25,0.42857142857142855,0.7857142857142857,2.0,2.0,4.0,,,,,0.5,0.5,0.6666666666666666,,,,,,,,,,0.0625,,,,1.0,1.0,0.09090909090909091,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628404,1610612757,Josh Hart,Josh Hart,1628404,POR,131.0,2,-5,4,4,,3,1,8,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629234,1610612757,Drew Eubanks,Drew Eubanks,1629234,POR,811.0,14,-3,32,32,27.0,21,6,64,,,2.0,,3.0,5.0,33,,,,,,,,,,2.0,,1.0,2.0,2.0,4.0,,,,,,4.0,,1.0,,1.0,1.0,27.0,,,,,0.4166666666666667,15.789473684210526,,0.14285714285714285,0.25,,0.07692307692307693,0.15384615384615385,,,,1.0,,,,,0.6666666666666666,,0.4155666666666667,,13.866666666666665,0.84375,,,,,,,,,,5.0,1.0,,,,,,,,,6.0,1.0,,,,,,,0.25,,,,,,,,,,,,,,,0.4292,0.25,0.25,,,1.0,,,,5.0,5.0,,,5.0,5.0,,,1.0,1.0,2.0,2.0,,,1.0,1.0,,1.0,,2.0,1.0,5.0,,2.0,,,0.8333333333333334,0.625,,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
