EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,AtRimPctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,Travels,Loose Ball Fouls,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,Transition Take Fouls,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,BlockedCorner3,Technical Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,OffensiveGoaltends,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,Corner3PctBlocked,Clear Path Fouls,3SecondViolations
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,983.0,16,-6.0,34,34,11,9,2,68,2,2,1.0,4.0,1.0,1.0,1.0,3,7,1.0,1.0,3.0,12,36,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2,2,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,11,1.0,1.0,1.0,0.42857142857142855,0.5625,0.6666666666666666,0.125,33.333333333333336,0.6666666666666666,0.2,0.11764705882352941,0.2222222222222222,1.0,0.25,1.0,1.0,0.5,0.25,0.25,0.125,0.125,1.0,1.0,1.0,0.375,1.0,0.45875625,0.3951,0.2222222222222222,0.25,9.842857142857143,25.3,0.3235294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,9160.0,153,-6.0,314,313,98,55,37,627,20,22,5.0,12.0,6.0,6.0,16.0,26,40,9.0,22.0,14.0,93,352,4.0,8.0,24.0,16.0,6.0,2.0,18.0,1.0,1.0,38.0,14.0,29,36,5.0,2.0,4.0,,3.0,9.0,1.0,15.0,20.0,,6.0,4.0,1.0,4.0,3.0,97,0.8888888888888888,0.4090909090909091,0.4090909090909091,0.65,0.6370967741935484,0.6549295774647887,0.3548387096774194,22.47191011235955,0.5555555555555556,0.18666666666666668,0.16993464052287582,0.23333333333333334,0.75,0.3548387096774194,0.9090909090909091,0.9090909090909091,0.1935483870967742,0.4166666666666667,0.5,0.0967741935483871,0.25806451612903225,0.375,0.375,0.8333333333333334,0.7096774193548387,0.375,0.5585774193548387,0.567785,0.08823529411764706,0.13043478260869565,5.8199999999999985,24.95909090909091,0.31210191082802546,5.0,5.0,3.0,3.0,1.0,3.0,6.0,1.0,3.0,3.0,3.0,6.0,6.0,8.0,3.0,4.0,4.0,25.0,3.0,3.0,6.0,9.0,24.0,44.0,3.0,2.0,2.0,16.0,12.0,4.0,3.0,4.0,12.0,3.0,7.0,3.0,2.0,1.0,1.0,2.0,5.0,10.0,1.0,1.0,3.0,3.0,24.0,1.0,3.0,0.8461538461538461,0.88,0.75,0.5,0.75,0.75,0.875,0.75,0.9615384615384616,0.8571428571428571,0.05,0.16666666666666666,0.3333333333333333,0.15384615384615385,0.05063291139240506,0.05357142857142857,0.05185185185185185,0.041666666666666664,0.05405405405405406,0.05555555555555555,0.04878048780487805,0.06666666666666667,0.125,0.16129032258064516,0.2,0.85,0.8,0.16666666666666666,0.16666666666666666,1.0,0.0967741935483871,0.5,0.5,1.0,0.4166666666666667,1.0,0.6,0.08333333333333333,0.25,1.0,0.6666666666666666,0.3,1.0,0.6,0.5,0.5784750000000001,0.26881720430107525,0.25806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629643,1610612753,Chuma Okeke,Chuma Okeke,1629643,ORL,29106.0,485,-104.0,989,999,271,227,118,1988,14,21,2.0,9.0,3.0,17.0,63.0,16,33,22.0,78.0,16.0,114,1173,7.0,14.0,60.0,63.0,17.0,15.0,32.0,11.0,4.0,79.0,25.0,67,92,6.0,4.0,9.0,1.0,2.0,15.0,3.0,15.0,21.0,1.0,9.0,10.0,7.0,11.0,7.0,270,0.9090909090909091,0.28205128205128205,0.28205128205128205,0.48484848484848486,0.44144144144144143,0.47107438016528924,0.7027027027027027,12.132024977698483,0.4,0.1016260162601626,0.13100436681222707,0.1065989847715736,0.6363636363636364,0.1891891891891892,0.6666666666666666,0.7777777777777778,0.08108108108108109,0.2222222222222222,0.25,0.02702702702702703,0.5675675675675675,0.2698412698412698,0.2698412698412698,1.0,0.8918918918918919,0.2698412698412698,0.5417779279279279,0.5480400000000001,0.07563025210084033,0.21951219512195122,4.827272727272728,25.32051282051282,0.27401415571284127,3.0,4.0,4.0,5.0,,5.0,15.0,3.0,1.0,5.0,6.0,20.0,4.0,6.0,3.0,8.0,3.0,20.0,4.0,6.0,23.0,2.0,28.0,18.0,6.0,8.0,4.0,17.0,14.0,3.0,14.0,10.0,35.0,7.0,25.0,16.0,9.0,7.0,1.0,1.0,24.0,39.0,,1.0,2.0,1.0,28.0,3.0,1.0,0.5625,0.75,0.375,0.2608695652173913,0.6666666666666666,0.5714285714285714,0.6071428571428571,0.43333333333333335,0.625,0.42424242424242425,0.12121212121212122,0.1111111111111111,0.19444444444444445,0.1650943396226415,0.0411522633744856,0.06511627906976744,0.05240174672489083,0.03409090909090909,0.049019607843137254,0.03773584905660377,0.0625,0.07692307692307693,0.20652173913043478,0.15294117647058825,0.08571428571428572,0.6428571428571429,,,,,0.13513513513513514,0.3333333333333333,0.3333333333333333,0.6,0.2857142857142857,0.75,,0.21428571428571427,0.35714285714285715,0.2,1.0,0.16666666666666666,0.8,0.6666666666666666,0.3,0.5667666666666666,0.17543859649122806,0.24561403508771928,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.038461538461538464,0.08163265306122448,0.028985507246376812,0.6666666666666666,0.1,,,,,,,,,,,,,,,,,,,True,,,,,,
1630591,1610612753,Jalen Suggs,Jalen Suggs,1630591,ORL,14153.0,236,-46.0,484,492,103,68,58,976,12,25,6.0,21.0,12.0,15.0,40.0,25,58,16.0,45.0,21.0,119,580,15.0,40.0,24.0,38.0,15.0,21.0,47.0,21.0,,115.0,13.0,22,29,21.0,16.0,6.0,,5.0,27.0,4.0,29.0,25.0,3.0,7.0,5.0,4.0,5.0,3.0,103,0.5,0.35555555555555557,0.37209302325581395,0.43103448275862066,0.47572815533980584,0.5265486725663717,0.4368932038834951,25.54744525547445,0.7777777777777778,0.10236220472440945,0.09210526315789473,0.0967741935483871,0.6,0.24271844660194175,0.48,0.6666666666666666,0.20388349514563106,0.2857142857142857,0.375,0.11650485436893204,0.3883495145631068,0.375,0.38461538461538464,0.4666666666666667,0.6796116504854369,0.39473684210526316,0.5127960396039604,0.5299568965517242,0.06542056074766354,0.11290322580645161,7.936206896551723,28.231111111111108,0.2128099173553719,1.0,1.0,4.0,6.0,7.0,1.0,5.0,,1.0,3.0,6.0,13.0,1.0,1.0,1.0,3.0,,5.0,7.0,6.0,15.0,12.0,44.0,10.0,24.0,2.0,12.0,26.0,18.0,4.0,3.0,4.0,8.0,1.0,7.0,9.0,7.0,2.0,2.0,2.0,12.0,23.0,,2.0,6.0,1.0,44.0,2.0,6.0,0.2,0.20833333333333334,0.3333333333333333,0.4,1.0,0.4666666666666667,0.625,0.5333333333333333,0.625,0.6111111111111112,0.20689655172413793,0.23809523809523808,0.07142857142857142,0.07920792079207921,0.032,0.03125,0.03167420814479638,0.057692307692307696,0.02127659574468085,,0.02564102564102564,0.05555555555555555,0.02564102564102564,0.11904761904761904,0.1,0.25,0.16666666666666666,0.5833333333333334,0.5833333333333334,0.14285714285714285,0.04854368932038835,0.2,0.2,1.0,0.25,1.0,,,0.75,0.3333333333333333,1.0,0.2,0.6666666666666666,0.43333333333333335,0.46153846153846156,0.6170249999999999,0.04201680672268908,0.3697478991596639,,2.0,,,1.0,1.0,2.0,,,,,0.28,,0.11764705882352941,,,0.06666666666666667,2.0,1.0,4.0,1.0,2.0,1.0,0.022222222222222223,0.025,,,,,,,,,,,True,,,,,,
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,6045.0,101,-36.0,210,213,81,57,21,423,11,18,6.0,19.0,13.0,1.0,11.0,21,50,1.0,12.0,16.0,61,253,17.0,28.0,,11.0,1.0,8.0,15.0,7.0,1.0,38.0,9.0,19,22,7.0,1.0,7.0,2.0,6.0,14.0,10.0,20.0,24.0,2.0,11.0,2.0,2.0,2.0,1.0,81,,0.08333333333333333,0.08333333333333333,0.42,0.3629032258064516,0.4178082191780822,0.1935483870967742,37.17948717948718,0.5,0.1875,0.14893617021276595,0.1282051282051282,0.5,0.2903225806451613,0.6111111111111112,0.6875,0.3064516129032258,0.3157894736842105,0.35294117647058826,0.20967741935483872,0.1774193548387097,0.09090909090909091,0.09090909090909091,,0.4838709677419355,0.09090909090909091,0.49776129032258065,0.4939825,0.15492957746478872,0.1864406779661017,8.3,25.333333333333332,0.38571428571428573,1.0,2.0,4.0,5.0,4.0,,1.0,,,,,3.0,2.0,5.0,,,,4.0,9.0,,3.0,5.0,23.0,14.0,3.0,,5.0,7.0,5.0,,2.0,1.0,5.0,5.0,3.0,2.0,2.0,,2.0,1.0,4.0,9.0,1.0,,2.0,,23.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,0.4,0.5294117647058824,0.4,0.45,0.4,0.4791666666666667,0.1,0.10526315789473684,0.38461538461538464,0.10869565217391304,0.019230769230769232,0.047619047619047616,0.031914893617021274,,0.043478260869565216,,0.06060606060606061,,0.047619047619047616,0.09523809523809523,0.5,0.5454545454545454,0.16666666666666666,0.3076923076923077,0.3333333333333333,,0.016129032258064516,,,,0.4,0.5,1.0,,,,,0.25,0.8,0.15,,0.55308,0.06557377049180328,0.3770491803278688,,,,,,,,,,,,0.1111111111111111,,0.4444444444444444,,,,,,2.0,1.0,1.0,,,,1.0,0.07692307692307693,,,,,,,,,True,,,,,,
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,1020.0,17,-19.0,35,37,16,16,2,72,2,2,,,,,,2,2,1.0,1.0,1.0,8,51,,4.0,3.0,,,1.0,2.0,,1.0,5.0,,1,2,,,,,,,,1.0,1.0,1.0,1.0,,,,,16,1.0,1.0,1.0,1.0,1.1666666666666667,1.3333333333333333,0.3333333333333333,8.108108108108109,,,0.07692307692307693,,,0.6666666666666666,1.0,1.0,,,,,,,,,1.0,,0.7732,0.6408,0.3333333333333333,0.5,0.35,22.9,0.45714285714285713,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,2.0,4.0,,,,,3.0,1.0,,,,,1.0,,,,1.5,,1.5,,,,0.14285714285714285,,0.25,0.0625,,,,0.3333333333333333,,,0.25,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,0.375,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,
1629021,1610612753,Moritz Wagner,Moritz Wagner,1629021,ORL,2153.0,36,-12.0,76,76,8,13,8,152,3,8,1.0,2.0,1.0,1.0,6.0,4,11,3.0,9.0,2.0,19,89,2.0,2.0,9.0,6.0,1.0,1.0,4.0,1.0,,9.0,1.0,4,5,1.0,1.0,3.0,2.0,,4.0,,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,8,1.0,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.425,0.4523809523809524,0.45,29.761904761904763,0.25,0.058823529411764705,0.08823529411764706,0.07692307692307693,,0.4,0.375,0.42857142857142855,0.1,0.5,0.5,0.05,0.3,0.16666666666666666,0.16666666666666666,1.0,0.85,0.16666666666666666,0.5300024999999999,0.44055,0.09523809523809523,0.16666666666666666,4.5,24.92222222222222,0.10526315789473684,,1.0,1.0,1.0,,2.0,3.0,,,,,,,1.0,,,,,2.0,,,1.0,5.0,6.0,,,1.0,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,2.0,4.0,1.0,,,,5.0,,,0.75,0.75,,,,1.0,,1.0,,1.25,0.09090909090909091,,1.0,0.11764705882352941,0.06666666666666667,,0.030303030303030304,0.125,,,,,0.14285714285714285,,0.2,1.0,,,,,0.15,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,0.5,1.0,,,0.4006,,0.2631578947368421,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,
1629626,1610612753,Bol Bol,Bol Bol,1629626,ORL,17468.0,291,-93.0,591,601,111,79,73,1192,32,40,13.0,29.0,13.0,10.0,25.0,48,82,10.0,30.0,15.0,141,683,9.0,40.0,21.0,25.0,10.0,3.0,9.0,2.0,1.0,21.0,40.0,74,89,13.0,9.0,8.0,2.0,4.0,21.0,1.0,18.0,20.0,4.0,11.0,18.0,5.0,22.0,14.0,111,0.7,0.3333333333333333,0.3333333333333333,0.5853658536585366,0.5625,0.5875,0.26785714285714285,20.982142857142858,0.6190476190476191,0.26143790849673204,0.2508833922261484,0.26666666666666666,0.6363636363636364,0.35714285714285715,0.8,0.8205128205128205,0.25892857142857145,0.4482758620689655,0.48148148148148145,0.11607142857142858,0.22321428571428573,0.4,0.4,0.7,0.625,0.4,0.5364517857142858,0.4904571428571428,0.09243697478991597,0.12359550561797752,6.563414634146341,25.743333333333336,0.18781725888324874,15.0,17.0,2.0,3.0,3.0,,5.0,,,,1.0,4.0,16.0,21.0,,,1.0,33.0,6.0,1.0,5.0,6.0,21.0,56.0,9.0,20.0,3.0,6.0,5.0,,4.0,11.0,31.0,3.0,15.0,1.0,1.0,,1.0,,9.0,16.0,,,1.0,10.0,21.0,,1.0,0.5833333333333334,0.7368421052631579,,0.2,0.7619047619047619,0.6666666666666666,0.7619047619047619,0.5357142857142857,0.75,0.6176470588235294,0.036585365853658534,0.06896551724137931,0.17647058823529413,0.23846153846153847,0.06962025316455696,0.02962962962962963,0.051194539249146756,0.07936507936507936,0.06666666666666667,0.05714285714285714,0.03508771929824561,,0.16363636363636364,0.3137254901960784,0.25,0.5625,0.5384615384615384,0.23076923076923078,0.23076923076923078,1.0,0.044642857142857144,,,,0.8095238095238095,0.8823529411764706,0.3333333333333333,,,,,0.21428571428571427,0.6666666666666666,0.2857142857142857,0.25,0.6091857142857142,0.23404255319148937,0.14893617021276595,,1.0,,5.0,,2.0,,4.0,3.0,3.0,,0.025,,0.24242424242424243,0.09803921568627451,,0.07142857142857142,,,1.0,4.0,,,,,,,,,1.0,1.0,,,,,True,,,,,,
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,2966.0,49,12.0,97,101,48,33,9,198,1,2,4.0,10.0,2.0,5.0,8.0,5,14,5.0,8.0,12.0,37,103,11.0,10.0,9.0,8.0,5.0,3.0,7.0,3.0,,17.0,6.0,8,12,2.0,,,,2.0,2.0,,10.0,16.0,2.0,7.0,,,,,48,0.6,0.625,0.625,0.35714285714285715,0.5681818181818182,0.6379310344827587,0.36363636363636365,28.44036697247706,1.0,0.20689655172413793,0.1346153846153846,0.2222222222222222,,0.09090909090909091,0.5,0.5,0.45454545454545453,0.4,0.4444444444444444,0.09090909090909091,0.36363636363636365,0.625,0.625,0.6,0.45454545454545453,0.625,0.45036590909090907,0.4351884615384615,0.25925925925925924,0.3684210526315789,9.307142857142859,25.825,0.4948453608247423,,,1.0,2.0,,,,,,,1.0,2.0,1.0,3.0,,,2.0,4.0,4.0,1.0,2.0,11.0,22.0,,6.0,,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,2.0,6.0,,,2.0,,22.0,2.0,1.0,,,,0.5,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.4230769230769231,0.5,0.5789473684210527,0.07142857142857142,0.1,0.3333333333333333,0.043478260869565216,0.09090909090909091,0.08333333333333333,0.08695652173913043,,0.15384615384615385,,0.1,,,0.08333333333333333,,,,,,,,,,,,,,,,,,0.15384615384615385,0.5,0.15384615384615385,0.5,0.3559,0.10810810810810811,0.5945945945945946,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,14599.0,243,-60.0,497,499,124,106,59,996,31,52,15.0,34.0,3.0,4.0,19.0,46,89,5.0,24.0,36.0,143,597,24.0,60.0,9.0,17.0,4.0,12.0,30.0,10.0,2.0,72.0,19.0,29,35,13.0,7.0,11.0,4.0,6.0,24.0,8.0,33.0,40.0,1.0,17.0,2.0,1.0,2.0,1.0,123,0.6,0.20833333333333334,0.22727272727272727,0.5168539325842697,0.47345132743362833,0.5343511450381679,0.21238938053097345,27.43362831858407,0.5416666666666666,0.1484375,0.12236286919831224,0.15306122448979592,0.5,0.46017699115044247,0.5961538461538461,0.6739130434782609,0.3008849557522124,0.4411764705882353,0.4838709677419355,0.02654867256637168,0.168141592920354,0.21052631578947367,0.2222222222222222,0.5,0.672566371681416,0.23529411764705882,0.5183756756756758,0.455953125,0.13178294573643412,0.1619047619047619,4.777528089887641,28.483333333333334,0.24949698189134809,6.0,10.0,5.0,11.0,,1.0,5.0,1.0,1.0,2.0,2.0,9.0,6.0,12.0,1.0,3.0,1.0,16.0,11.0,2.0,10.0,17.0,45.0,32.0,6.0,4.0,9.0,18.0,13.0,3.0,2.0,4.0,10.0,,6.0,3.0,1.0,2.0,,1.0,9.0,21.0,1.0,4.0,2.0,1.0,45.0,1.0,2.0,0.34782608695652173,0.36363636363636365,0.3333333333333333,0.2,0.5,0.4583333333333333,0.5,0.4117647058823529,0.5,0.5238095238095238,0.10112359550561797,0.08823529411764706,,0.09174311926605505,0.031496062992125984,0.02,0.02643171806167401,0.0392156862745098,0.0425531914893617,,0.025,,0.09615384615384616,0.07692307692307693,0.1111111111111111,0.3548387096774194,0.3333333333333333,,,,0.04424778761061947,0.2,0.2,1.0,0.6666666666666666,0.6,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.5,,0.3235294117647059,0.45454545454545453,0.2647058823529412,0.2222222222222222,0.5309666666666667,0.11188811188811189,0.3146853146853147,,1.0,,2.0,,3.0,2.0,,,,,0.11538461538461539,,0.13333333333333333,0.04,,0.029411764705882353,2.0,1.0,2.0,2.0,1.0,,0.041666666666666664,0.05263157894736842,1.0,,,,,,3.0,,,,True,,,,,,
