EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,Fg2aBlocked,AtRimAssists,Loose Ball Fouls,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,Corner3Assists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,OffTwoPtRebounds,StepOutOfBoundsTurnovers,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Blocked2s,BlockedShortMidRange,DefAtRimReboundPct,LostBallTurnovers,Offensive Fouls Drawn,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,SelfOReb,Charge Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,HeaveAttempts,FTOffRebounds,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Transition Take Fouls,Corner3PctBlocked,HeaveMakes,Clear Path Fouls,OffensiveGoaltends
1627741,1610612754,Buddy Hield,Buddy Hield,1627741,IND,605.0,10,2,21,22,2.0,3.0,43,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,19,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.8,24.0,1.0,0.5,0.1111111111111111,0.26666666666666666,0.6,0.125,0.2,1.0,1.0,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.8,0.3333333333333333,0.5196500000000001,5.0,24.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629052,1610612754,Oshae Brissett,Oshae Brissett,1629052,IND,1815.0,30,-3,70,75,36.0,6.0,145,2.0,3.0,,2.0,6.0,3.0,5.0,2.0,6.0,18.0,80,2.0,6.0,6.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,8.0,10.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5454545454545454,0.6,0.5454545454545454,22.07792207792208,0.5,0.14285714285714285,0.2,0.18518518518518517,,0.1875,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.5454545454545454,0.3333333333333333,0.3333333333333333,1.0,0.6363636363636364,0.3333333333333333,0.48964090909090907,7.859999999999999,26.566666666666666,27.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,5.0,7.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,8.0,3.0,1.0,7.0,27.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5833333333333334,0.75,0.11764705882352941,0.06896551724137931,0.07692307692307693,0.25,1.0,0.25,0.09090909090909091,1.0,1.0,1.0,0.5,0.09090909090909091,1.0,0.3333333333333333,0.4413666666666667,0.21428571428571427,0.375,0.3888888888888889,0.38571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629614,1610612754,Andrew Nembhard,Andrew Nembhard,1629614,IND,1401.0,23,2,54,57,25.0,6.0,111,2.0,2.0,,1.0,3.0,3.0,4.0,1.0,3.0,10.0,64,4.0,3.0,3.0,1.0,6.0,8.0,4.0,18.0,4.0,1.0,5.0,5.0,2.0,2.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.6428571428571429,0.7142857142857143,0.42857142857142855,16.666666666666668,0.6666666666666666,0.1111111111111111,0.25,0.2,0.16666666666666666,0.3076923076923077,0.2857142857142857,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.3333333333333333,0.47235,11.375000000000002,29.2,16.0,,1.0,1.0,,1.0,1.0,,3.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,7.0,16.0,,,0.3333333333333333,0.3333333333333333,1.0,0.75,0.875,,,,,,,,0.14285714285714285,,,,,0.14285714285714285,,0.25,0.444175,0.14285714285714285,0.25,0.7,0.2962962962962963,1.0,1.0,2.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630543,1610612754,Isaiah Jackson,Isaiah Jackson,1630543,IND,1891.0,32,4,75,79,50.0,5.0,154,5.0,8.0,1.0,1.0,1.0,6.0,9.0,1.0,2.0,25.0,83,,3.0,1.0,1.0,1.0,2.0,,5.0,,,,,,,5.0,1.0,0.5,0.5,0.6666666666666666,0.6818181818181818,0.78125,0.18181818181818182,26.25,,,,,,,0.7272727272727273,0.625,0.7142857142857143,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,1.0,0.44711818181818186,4.966666666666666,24.7,38.0,1.0,1.0,,,1.0,10.0,,1.0,2.0,2.0,4.0,9.0,12.0,1.0,,,,,1.0,,,5.0,3.0,1.0,5.0,7.0,11.0,6.0,,9.0,38.0,3.0,,1.0,1.0,0.5,0.625,0.75,,,,,,,,0.09090909090909091,1.0,1.0,1.0,1.0,,,0.25,0.45740000000000003,0.375,0.42857142857142855,0.36,0.5066666666666667,,1.0,,1.0,1.0,0.1111111111111111,,,,,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.25,0.125,1.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631112,1610612754,Kendall Brown,Kendall Brown,1631112,IND,2418.0,40,4,94,101,54.0,9.0,195,,2.0,1.0,,,4.0,6.0,,1.0,9.0,100,6.0,,,,1.0,3.0,,8.0,4.0,,4.0,6.0,,,1.0,,,,0.6666666666666666,0.5714285714285714,0.5625,0.14285714285714285,8.653846153846153,,,0.16666666666666666,0.10810810810810811,,0.15,0.2857142857142857,,,0.14285714285714285,,,,,0.5714285714285714,,0.5826714285714285,4.333333333333333,23.9,40.0,3.0,3.0,1.0,,,1.0,,2.0,3.0,,,4.0,2.0,2.0,2.0,1.0,,2.0,4.0,3.0,,1.0,,3.0,9.0,2.0,2.0,1.0,,4.0,40.0,3.0,,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.05,0.05555555555555555,0.06666666666666667,,,0.25,0.42857142857142855,1.0,1.0,0.3333333333333333,,0.14285714285714285,,,0.5288666666666667,0.125,0.14285714285714285,0.4444444444444444,0.425531914893617,1.0,1.0,,,,0.16666666666666666,,1.0,1.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,,,,0.2222222222222222,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0625,0.09090909090909091,1.0,1.0,0.3333333333333333,1.0,0.6339,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630188,1610612754,Jalen Smith,Jalen Smith,1630188,IND,334.0,6,3,12,14,,2.0,26,1.0,1.0,,,,3.0,3.0,,,6.0,9,2.0,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,1.0,1.0,,20.0,,,,,,,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,,0.4525333333333333,4.4,,,2.0,2.0,,,,,,,,,,,4.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.25,0.16666666666666666,0.3333333333333333,,,,0.6666666666666666,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,0.3333333333333333,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630243,1610612754,Trevelin Queen,Trevelin Queen,1630243,IND,339.0,6,4,12,13,6.0,,25,,,,,2.0,,,,2.0,,4,,,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,23.076923076923077,,,0.16666666666666666,0.14285714285714285,,0.2,,,,,1.0,,,,1.0,,0.467775,,26.85,4.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.4869,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631097,1610612754,Bennedict Mathurin,Bennedict Mathurin,1631097,IND,1109.0,18,-2,41,45,21.0,3.0,86,3.0,4.0,1.0,1.0,4.0,4.0,7.0,1.0,5.0,13.0,44,4.0,3.0,4.0,1.0,,,,,1.0,2.0,4.0,4.0,,,,1.0,0.2,0.2,0.5714285714285714,0.4583333333333333,0.4642857142857143,0.4166666666666667,31.818181818181817,,0.2857142857142857,0.09090909090909091,0.16666666666666666,,0.1,0.3333333333333333,0.75,0.75,0.08333333333333333,0.3333333333333333,0.25,0.25,1.0,0.5833333333333334,0.25,0.49439583333333337,7.985714285714287,25.14,14.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,4.0,4.0,,,,1.0,,,,,,,,,2.0,4.0,2.0,,4.0,14.0,,,0.5,0.5,,0.75,0.6666666666666666,0.25,,,,,,,0.16666666666666666,0.5,0.5,,0.6666666666666666,0.08333333333333333,,0.5,0.441125,0.14285714285714285,0.2222222222222222,0.3076923076923077,0.34146341463414637,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629048,1610612754,Goga Bitadze,Goga Bitadze,1629048,IND,459.0,8,2,19,20,16.0,3.0,39,,,,,,2.0,2.0,,,5.0,20,2.0,,,,1.0,1.0,1.0,2.0,,,,2.0,,,1.0,,,,1.0,1.0,0.8333333333333334,,18.181818181818183,,,,,,,,,,,,,,,1.0,,0.6345,2.3,,11.0,2.0,2.0,,,,1.0,,2.0,2.0,,1.0,5.0,2.0,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,5.0,11.0,1.0,,0.5,1.0,1.0,1.0,0.8333333333333334,,0.5,0.2857142857142857,0.3333333333333333,1.0,,,1.0,1.0,1.0,0.5,,,,,0.6345,0.3333333333333333,0.3333333333333333,1.0,0.5789473684210527,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.4,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630678,1610612754,Terry Taylor,Terry Taylor,1630678,IND,842.0,14,3,36,39,34.0,4.0,75,1.0,2.0,1.0,,1.0,2.0,4.0,,2.0,4.0,36,4.0,,1.0,,,,,,2.0,,2.0,3.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,15.0,,,0.5,0.2857142857142857,,0.6666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666,,,,0.6666666666666666,,0.4900583333333333,6.7250000000000005,24.85,28.0,1.0,2.0,,,,,,2.0,4.0,1.0,,4.0,,,,1.0,,1.0,,,,,,,1.0,,,,,4.0,28.0,1.0,,,,0.5,0.4,0.4,,0.1111111111111111,0.06666666666666667,0.14285714285714285,,,,0.3333333333333333,0.5,0.5,,,,,,0.48231999999999997,,,1.0,0.7777777777777778,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.2,,,,,1.0,2.0,,,,,,,,0.4,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
