EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyArc3FGM,Charge Fouls,BlockedLongMidRange,PenaltyArc3Accuracy,SecondChanceArc3FGM,PtsUnassisted3s,Transition Take Fouls Drawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,HeaveAttempts,3pt And 1 Free Throw Trips,Corner3PctBlocked,LongMidRangePctBlocked,on,Clear Path Fouls,3SecondViolations
1627853,1610612752,Ryan Arcidiacono,Ryan Arcidiacono,1627853,NYK,688.0,11,7,22,23,17,4,2.0,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,18,1.0,1.0,3.0,1.0,1.0,17,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,12.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.47071666666666667,0.4783,7.7,24.25,0.7727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628392,1610612752,Isaiah Hartenstein,Isaiah Hartenstein,1628392,NYK,96390.0,1606,173,3264,3249,877,922,420.0,6513,88.0,25.0,5.0,,12.0,283.0,8.0,37.0,398.0,3668,82.0,9.0,24.0,12.0,,873,1.0,0.21621621621621623,0.21621621621621623,0.546875,0.5702005730659025,0.115625,11.01063829787234,0.275,0.078125,0.0375,,,,0.054945054945054944,0.709375,,0.5672209374999999,0.5789021978021978,3.6897526501766786,24.0027027027027,0.26868872549019607,117.0,190.0,64.0,110.0,41.0,63.0,45.0,1.0,5.0,8.0,2.0,2.0,1.0,2.0,4.0,163.0,48.0,68.0,119.0,2.0,4.0,26.0,168.0,52.0,1.0,25.0,132.0,196.0,130.0,106.0,16.0,61.0,36.0,97.0,25.0,11.0,47.0,12.0,2.0,230.0,69.0,133.0,7.0,143.0,158.0,24.0,325.0,209.0,534.0,18.0,52.0,32.0,20.0,24.0,14.0,19.0,42.0,2.0,5.0,7.0,66.0,11.0,10.0,111.0,211.0,45.0,17.0,1.0,69.0,3.0,14.0,3.0,71.0,13.0,32.0,1.0,9.0,63.0,1.0,1.0,43.0,20.0,64.0,44.0,2.0,1.0,132.0,22.0,8.0,0.6012269938650306,0.8909090909090909,0.5,0.1111111111111111,0.5759717314487632,0.5714285714285714,0.6341463414634146,0.5772357723577236,0.5879120879120879,0.6086956521739131,0.616822429906542,0.05653710247349823,0.06842105263157895,0.03409090909090909,0.36363636363636365,0.2857142857142857,0.06796116504854369,0.1926829268292683,0.17051282051282052,0.192722371967655,0.09224598930481283,0.19270166453265045,0.13219895287958114,0.20743034055727555,0.15168539325842698,0.1188118811881188,0.08905380333951762,0.10047846889952153,0.21739130434782608,0.20909090909090908,0.1130952380952381,0.19525547445255476,0.18556701030927836,0.13846153846153847,0.6875,0.59375,0.6157894736842106,0.6610169491525424,0.47863247863247865,0.5113636363636364,0.5294117647058824,0.9111111111111111,0.015625,0.2,0.2,1.0,0.32,0.32,1.0,0.8943089430894309,0.5818181818181818,0.109375,0.016260162601626018,1.0,1.0,0.016260162601626018,0.6923076923076923,0.6507936507936508,0.2,0.04395604395604396,0.6009862745098038,0.09705882352941177,0.10596026490066225,0.02631578947368421,0.4221105527638191,0.3316582914572864,,,,,,,,,,,,,,,,,,,,,True,,
1629004,1610612752,Svi Mykhailiuk,Svi Mykhailiuk,1629004,NYK,925.0,15,8,31,32,18,9,1.0,63,,1.0,,1.0,3.0,,2.0,4.0,9.0,28,,1.0,6.0,3.0,1.0,18,1.0,0.5,0.5,0.75,0.75,1.0,21.875,,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.3333333333333333,0.5417624999999999,0.51435,,25.75,0.5806451612903226,,,,,,,,,,1.0,,,,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,2.0,,2.0,,2.0,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,2.0,,,,4.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,,1.0,,,0.18181818181818182,,,,0.13333333333333333,,,,,,,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.3333333333333333,1.0,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,True,,
1629656,1610612752,Quentin Grimes,Quentin Grimes,1629656,NYK,32248.0,537,37,1099,1091,425,382,140.0,2190,4.0,31.0,11.0,18.0,63.0,61.0,36.0,94.0,213.0,1275,27.0,38.0,108.0,63.0,18.0,425,1.0,0.3829787234042553,0.3829787234042553,0.6193548387096774,0.6454545454545455,0.6064516129032258,14.536741214057509,0.025806451612903226,0.2,0.4064516129032258,0.2857142857142857,0.2857142857142857,1.0,0.16923076923076924,0.9548387096774194,0.2857142857142857,0.5920690322580647,0.5836484615384615,2.5360655737704922,24.93617021276595,0.3867151956323931,39.0,54.0,9.0,12.0,18.0,24.0,2.0,1.0,3.0,18.0,2.0,3.0,8.0,3.0,27.0,42.0,21.0,9.0,12.0,2.0,6.0,2.0,26.0,19.0,17.0,10.0,99.0,70.0,14.0,2.0,4.0,27.0,12.0,39.0,5.0,7.0,18.0,8.0,1.0,90.0,10.0,5.0,,23.0,20.0,,43.0,15.0,58.0,4.0,9.0,5.0,4.0,13.0,,10.0,4.0,,3.0,1.0,17.0,4.0,9.0,24.0,40.0,2.0,,,24.0,,3.0,4.0,26.0,6.0,13.0,,3.0,3.0,2.0,2.0,2.0,,5.0,3.0,,,99.0,1.0,3.0,0.8333333333333334,0.8536585365853658,0.3333333333333333,0.4473684210526316,0.6885245901639344,0.75,0.7037037037037037,0.6666666666666666,0.6846153846153846,0.6842105263157895,0.6971830985915493,0.06557377049180328,0.07407407407407407,,0.7647058823529411,,,0.07462686567164178,0.01937984496124031,0.09663865546218488,0.04310344827586207,0.08498023715415019,0.030612244897959183,0.029411764705882353,0.008928571428571428,0.022727272727272728,0.028089887640449437,0.09259259259259259,0.09243697478991597,0.07216494845360824,0.038461538461538464,0.09883720930232558,0.09090909090909091,0.05714285714285714,0.6,0.34838709677419355,0.7222222222222222,0.78,0.8717948717948718,0.5,0.5,0.5,0.01935483870967742,0.3333333333333333,0.3333333333333333,,0.5806451612903226,0.5806451612903226,1.0,0.6666666666666666,0.75,0.7777777777777778,0.16666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.36923076923076925,0.75,0.7272727272727273,0.4153846153846154,0.6844562500000001,0.08024691358024691,0.19117647058823528,,0.12206572769953052,0.4647887323943662,9.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,29568.0,493,64,984,989,263,211,128.0,1973,18.0,33.0,8.0,14.0,52.0,51.0,28.0,85.0,151.0,1090,9.0,20.0,75.0,52.0,14.0,263,0.8928571428571429,0.32941176470588235,0.32941176470588235,0.49264705882352944,0.5136054421768708,0.625,14.298245614035087,0.1323529411764706,0.2426470588235294,0.38235294117647056,0.2692307692307692,0.2692307692307692,0.9285714285714286,0.27586206896551724,0.8161764705882353,0.2692307692307692,0.5429533088235293,0.5221224137931034,6.882352941176471,24.824705882352934,0.26727642276422764,17.0,26.0,,,3.0,4.0,6.0,2.0,7.0,14.0,1.0,3.0,4.0,10.0,12.0,25.0,17.0,2.0,3.0,3.0,13.0,,13.0,4.0,8.0,1.0,33.0,34.0,16.0,,4.0,27.0,18.0,45.0,13.0,5.0,18.0,7.0,2.0,108.0,6.0,3.0,,15.0,14.0,,29.0,9.0,38.0,1.0,24.0,14.0,10.0,6.0,4.0,4.0,10.0,2.0,2.0,3.0,16.0,1.0,7.0,25.0,39.0,3.0,1.0,,25.0,2.0,1.0,7.0,24.0,2.0,12.0,,1.0,8.0,,,4.0,3.0,8.0,3.0,,,33.0,2.0,1.0,0.68,0.68,0.23076923076923078,0.4,0.49019607843137253,0.6666666666666666,0.4444444444444444,0.40625,0.5517241379310345,0.40625,0.55,0.0784313725490196,0.15384615384615385,,0.375,,,0.05555555555555555,0.012711864406779662,0.06329113924050633,0.02643171806167401,0.05930470347648262,0.019438444924406047,0.010526315789473684,0.01834862385321101,,0.024691358024691357,0.03076923076923077,0.05660377358490566,0.0425531914893617,0.07692307692307693,0.07954545454545454,0.01639344262295082,0.012987012987012988,0.375,0.19117647058823528,0.6538461538461539,0.7727272727272727,0.7058823529411765,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.051470588235294115,0.2857142857142857,0.2857142857142857,0.5,0.42424242424242425,0.42424242424242425,0.8571428571428571,,,,0.1875,0.3333333333333333,1.0,0.625,0.13793103448275862,0.75,0.5,0.41379310344827586,0.5110625,0.0821917808219178,0.19672131147540983,,0.08609271523178808,0.2185430463576159,4.0,,1.0,0.3333333333333333,2.0,9.0,1.0,0.2,0.5,,,,,,,,,,,,True,,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,66219.0,1104,238,2231,2219,571,647,290.0,4450,123.0,61.0,15.0,65.0,169.0,241.0,84.0,230.0,605.0,2392,43.0,51.0,183.0,169.0,65.0,567,0.7261904761904762,0.3652173913043478,0.3652173913043478,0.5286624203821656,0.5696564885496184,0.4883227176220807,22.55054432348367,0.2611464968152866,0.12951167728237792,0.35881104033970274,0.38461538461538464,0.39156626506024095,0.676923076923077,0.1595744680851064,0.6411889596602972,0.38461538461538464,0.5101768085106383,0.4977284946236558,8.211618257261412,25.38826086956522,0.2559390407888839,45.0,72.0,1.0,3.0,11.0,13.0,62.0,16.0,46.0,19.0,3.0,8.0,4.0,26.0,36.0,123.0,107.0,9.0,20.0,11.0,34.0,3.0,54.0,25.0,21.0,31.0,144.0,64.0,182.0,4.0,20.0,82.0,68.0,150.0,44.0,24.0,68.0,13.0,1.0,368.0,15.0,13.0,1.0,74.0,69.0,1.0,144.0,29.0,173.0,5.0,33.0,25.0,8.0,22.0,14.0,14.0,36.0,3.0,8.0,9.0,58.0,6.0,15.0,43.0,84.0,5.0,6.0,,90.0,1.0,1.0,2.0,132.0,16.0,54.0,4.0,11.0,4.0,2.0,1.0,2.0,2.0,6.0,4.0,,1.0,144.0,5.0,7.0,0.2601626016260163,0.2644628099173554,0.3235294117647059,0.4117647058823529,0.5103734439834025,0.45,0.5813953488372093,0.4722222222222222,0.601063829787234,0.47368421052631576,0.6409090909090909,0.08298755186721991,0.08333333333333333,0.11382113821138211,0.3793103448275862,0.017241379310344827,0.013888888888888888,0.11754684838160136,0.024344569288389514,0.14095238095238094,0.029354207436399216,0.12859712230215828,0.026794258373205742,0.017857142857142856,0.02586206896551724,0.038461538461538464,0.035326086956521736,0.013986013986013986,0.09583333333333334,0.14349775784753363,0.11290322580645161,0.14138817480719795,0.13970588235294118,0.02145922746781116,0.6666666666666666,0.15286624203821655,0.625,0.6818181818181818,0.2222222222222222,0.5040650406504065,0.5688073394495413,0.2903225806451613,0.09766454352441614,0.34782608695652173,0.34782608695652173,0.25,0.3114754098360656,0.3114754098360656,0.8947368421052632,0.05555555555555555,0.3333333333333333,,0.14814814814814814,0.375,1.0,0.48148148148148145,0.13829787234042554,0.8461538461538461,0.26666666666666666,0.3829787234042553,0.5036020000000001,0.11306042884990253,0.1935483870967742,0.017094017094017096,0.08925619834710743,0.23801652892561984,17.0,,,0.4722222222222222,8.0,69.0,,0.3076923076923077,1.0,3.0,1.0,8.0,1.0,0.013043478260869565,0.01775147928994083,,,,,,True,,
1630579,1610612752,Jericho Sims,Jericho Sims,1630579,NYK,7702.0,128,-9,247,246,38,39,40.0,493,,,,,,18.0,,,30.0,281,2.0,,,,,37,,,,0.8333333333333334,0.8333333333333334,,7.77027027027027,,,,,,,,0.9444444444444444,,0.6893500000000001,0.6792,1.6222222222222225,,0.15384615384615385,15.0,17.0,4.0,5.0,2.0,2.0,,,1.0,,,,,,,15.0,,4.0,5.0,,,,8.0,2.0,,,4.0,22.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,5.0,9.0,,8.0,12.0,1.0,21.0,14.0,35.0,,1.0,1.0,,2.0,,,3.0,,2.0,1.0,5.0,1.0,1.0,8.0,14.0,,1.0,,4.0,,3.0,,,,,,,4.0,,,2.0,2.0,4.0,4.0,,,4.0,1.0,,0.7333333333333333,1.0,,,0.8333333333333334,0.8,1.0,0.8,1.0,0.8,1.0,0.1111111111111111,0.11764705882352941,,0.4,0.3333333333333333,,0.21818181818181817,0.14754098360655737,0.14035087719298245,0.07692307692307693,0.17857142857142858,0.1111111111111111,0.14285714285714285,0.13636363636363635,0.25,0.044444444444444446,0.15,0.2,0.15789473684210525,0.36363636363636365,0.13043478260869565,0.18181818181818182,,1.0,0.9444444444444444,0.8823529411764706,1.0,0.7333333333333333,,,,0.05555555555555555,,,,,,,1.0,0.8,,,,,,1.0,1.0,,,0.659,,,,0.26666666666666666,0.13333333333333333,,,,,,,,,,,,,,,,1.0,,,,,True,,
1630167,1610612752,Obi Toppin,Obi Toppin,1630167,NYK,35369.0,589,120,1201,1197,171,233,141.0,2398,19.0,74.0,10.0,28.0,66.0,100.0,53.0,140.0,311.0,1296,13.0,18.0,150.0,63.0,28.0,171,0.9433962264150944,0.37857142857142856,0.38686131386861317,0.60625,0.6150793650793651,0.5833333333333334,19.563636363636363,0.07916666666666666,0.30833333333333335,0.275,0.42424242424242425,0.42424242424242425,0.9285714285714286,0.3225806451612903,0.9083333333333333,0.4444444444444444,0.5957856540084387,0.58615,2.944,24.875000000000004,0.14238134887593673,59.0,78.0,4.0,10.0,8.0,10.0,5.0,2.0,3.0,25.0,4.0,9.0,5.0,8.0,8.0,66.0,20.0,4.0,12.0,9.0,17.0,2.0,37.0,8.0,6.0,,34.0,122.0,10.0,2.0,5.0,19.0,14.0,33.0,8.0,6.0,12.0,7.0,,80.0,7.0,9.0,2.0,37.0,38.0,8.0,83.0,18.0,101.0,5.0,13.0,9.0,4.0,6.0,4.0,4.0,12.0,,2.0,1.0,18.0,1.0,2.0,23.0,35.0,1.0,5.0,,17.0,,2.0,,26.0,1.0,12.0,1.0,1.0,8.0,1.0,1.0,6.0,1.0,9.0,5.0,,,34.0,1.0,,0.9242424242424242,0.9384615384615385,0.5294117647058824,0.3333333333333333,0.66,0.3333333333333333,0.6153846153846154,0.603448275862069,0.5483870967741935,0.6166666666666667,0.5483870967741935,0.05,0.05128205128205128,0.05263157894736842,0.3333333333333333,0.23529411764705882,0.06451612903225806,0.11550151975683891,0.031578947368421054,0.13857677902621723,0.024054982817869417,0.12583892617449666,0.027777777777777776,0.05084745762711865,0.0234375,,0.02512562814070352,0.021739130434782608,0.096,0.1357142857142857,0.109375,0.11822660098522167,0.203125,0.044642857142857144,0.5555555555555556,0.325,0.7564102564102564,0.7972972972972973,0.9322033898305084,0.2631578947368421,0.2777777777777778,0.8,0.0125,0.6666666666666666,0.6666666666666666,1.0,0.33783783783783783,0.3424657534246575,0.96,0.3448275862068966,0.4,0.75,0.3103448275862069,0.4444444444444444,1.0,0.27586206896551724,0.3225806451612903,0.8,0.5,0.25806451612903225,0.589234375,0.05179282868525897,0.10810810810810811,0.007142857142857143,0.1189710610932476,0.10932475884244373,1.0,1.0,1.0,0.125,5.0,9.0,1.0,0.625,0.6,1.0,1.0,1.0,,0.007142857142857143,,,3.0,1.0,0.013513513513513514,,True,,
203095,1610612752,Evan Fournier,Evan Fournier,203095,NYK,12265.0,204,-16,409,415,94,119,62.0,824,9.0,15.0,4.0,8.0,40.0,17.0,15.0,55.0,81.0,464,2.0,16.0,45.0,39.0,8.0,94,1.0,0.2727272727272727,0.2777777777777778,0.4513888888888889,0.50625,0.7638888888888888,18.426501035196686,0.125,0.20833333333333334,0.5555555555555556,0.2,0.20512820512820512,1.0,0.2222222222222222,0.8333333333333334,0.20512820512820512,0.5228478873239436,0.530214705882353,7.488235294117647,25.738181818181822,0.22982885085574573,2.0,5.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0,7.0,,,1.0,7.0,12.0,10.0,16.0,2.0,3.0,3.0,7.0,2.0,15.0,2.0,2.0,7.0,17.0,4.0,16.0,4.0,2.0,8.0,6.0,14.0,1.0,5.0,5.0,2.0,1.0,34.0,2.0,1.0,,9.0,11.0,,20.0,3.0,23.0,,6.0,3.0,3.0,6.0,1.0,4.0,3.0,,2.0,,9.0,,1.0,6.0,20.0,2.0,1.0,1.0,10.0,,,,17.0,,4.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,17.0,1.0,3.0,0.2,0.25,0.42857142857142855,0.125,0.5882352941176471,0.6666666666666666,1.0,0.65,0.2777777777777778,0.6818181818181818,0.38636363636363635,0.11764705882352941,0.2,0.1111111111111111,0.6666666666666666,,,0.1134020618556701,0.010638297872340425,0.08571428571428572,0.017391304347826087,0.09900990099009901,0.014354066985645933,0.02631578947368421,,,0.023255813953488372,,0.08333333333333333,0.07547169811320754,0.25,0.1,0.04,,1.0,0.06944444444444445,0.4,0.5,0.5,0.6666666666666666,0.75,,0.041666666666666664,0.6666666666666666,0.6666666666666666,0.5,0.4666666666666667,0.4666666666666667,1.0,0.2,0.5,,,,,0.7,0.1111111111111111,1.0,0.25,0.6666666666666666,0.5819624999999999,0.06493506493506493,0.19047619047619047,0.017857142857142856,0.18518518518518517,0.20987654320987653,1.0,1.0,,0.08333333333333333,3.0,,,0.42857142857142855,1.0,1.0,,,,0.01818181818181818,0.025,,1.0,,,,True,,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,25977.0,433,163,882,880,233,213,99.0,1762,18.0,14.0,7.0,10.0,21.0,66.0,20.0,35.0,176.0,953,11.0,9.0,60.0,21.0,10.0,231,1.0,0.5714285714285714,0.5714285714285714,0.7326732673267327,0.7586206896551724,0.3465346534653465,13.855421686746986,0.1782178217821782,0.13861386138613863,0.2079207920792079,0.47619047619047616,0.47619047619047616,1.0,0.35,0.801980198019802,0.47619047619047616,0.5873821782178217,0.5441750000000001,3.3242424242424247,24.837142857142855,0.264172335600907,38.0,46.0,6.0,7.0,5.0,6.0,6.0,,2.0,10.0,1.0,1.0,5.0,1.0,2.0,44.0,28.0,6.0,8.0,1.0,2.0,5.0,20.0,6.0,7.0,9.0,42.0,32.0,56.0,8.0,8.0,31.0,22.0,53.0,13.0,9.0,23.0,7.0,1.0,128.0,19.0,8.0,3.0,42.0,32.0,2.0,76.0,30.0,106.0,,26.0,21.0,5.0,12.0,5.0,11.0,10.0,2.0,1.0,1.0,22.0,1.0,5.0,12.0,33.0,,,1.0,28.0,,1.0,6.0,34.0,4.0,16.0,,3.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,,40.0,5.0,2.0,0.36363636363636365,0.4,0.5,0.7777777777777778,0.6666666666666666,0.75,0.5454545454545454,0.75,0.825,0.7692307692307693,0.84,0.12121212121212122,0.043478260869565216,0.3333333333333333,0.5454545454545454,0.09523809523809523,0.0967741935483871,0.1523809523809524,0.047337278106508875,0.22826086956521738,0.09693877551020408,0.18781725888324874,0.07397260273972603,0.08620689655172414,0.03409090909090909,,0.13178294573643412,0.029850746268656716,0.14942528735632185,0.14606741573033707,0.17647058823529413,0.25757575757575757,0.15384615384615385,,0.6,0.45544554455445546,0.8260869565217391,0.8636363636363636,0.34210526315789475,0.3333333333333333,0.5,0.5,0.019801980198019802,,,,0.7142857142857143,0.7142857142857143,1.0,0.7,0.8571428571428571,,0.1,1.0,1.0,0.1,0.3,0.8333333333333334,0.7142857142857143,0.1,0.5615857142857144,0.1415929203539823,0.20512820512820512,,0.11363636363636363,0.23863636363636365,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,True,,
