EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,BlockedAtRim,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,DefAtRimReboundPct,PenaltyCorner3FGM,HeaveMakes,StepOutOfBoundsTurnovers,Transition Take Fouls,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Charge Fouls,on,LongMidRangePctBlocked
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,17868.0,298,20,601,593,160,147,73,1194,16.0,35.0,1.0,5.0,4.0,9.0,11.0,29,14.0,32.0,3.0,8.0,1.0,1.0,22.0,55.0,2.0,4.0,4.0,12.0,41,96,25.0,63.0,24,181,688,3.0,10,2.0,5.0,3.0,15.0,10.0,23.0,4.0,13.0,13.0,45,28.0,54,45.0,30.0,4.0,1.0,54.0,22.0,7.0,2.0,28.0,19.0,47.0,13.0,6.0,15.0,12.0,1.0,113.0,4.0,8.0,1.0,18.0,13.0,1.0,32,13.0,45,5.0,12.0,10.0,2.0,7.0,2.0,3.0,9.0,1.0,4.0,4.0,16.0,2.0,2.0,8,14,2.0,23,1.0,1.0,1.0,1.0,33,1.0,4.0,9.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,44,159,3.0,4.0,0.34146341463414637,0.358974358974359,0.6,0.3968253968253968,0.4,0.3076923076923077,0.4032258064516129,0.4270833333333333,0.3,0.43478260869565216,0.4937106918238994,0.4,0.4444444444444444,0.514367816091954,0.4411764705882353,0.5,0.39622641509433965,0.031746031746031744,0.07291666666666667,0.14285714285714285,0.06896551724137931,0.125,0.01818181818181818,27.525622254758417,0.4375,0.043478260869565216,0.0625,0.08441558441558442,0.05673758865248227,0.15789473684210525,0.02962962962962963,0.11567164179104478,0.043478260869565216,0.09259259259259259,0.016129032258064516,0.08,0.0425531914893617,0.09090909090909091,0.25,0.16304347826086957,0.13636363636363635,0.06329113924050633,1.0,0.22012578616352202,0.45714285714285713,0.5333333333333333,0.5625,0.18238993710691823,0.3793103448275862,0.4074074074074074,0.09090909090909091,0.20125786163522014,0.4375,0.4375,0.2857142857142857,0.050314465408805034,0.375,0.42857142857142855,0.6666666666666666,0.34591194968553457,0.4,0.4074074074074074,0.5909090909090909,0.3333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.5,0.25,0.4444444444444444,0.027777777777777776,0.3333333333333333,0.3333333333333333,0.6163522012578616,0.4074074074074074,0.4870433544303797,0.4564041666666667,0.47643142857142856,0.05389221556886228,0.08653846153846154,0.08287292817679558,0.24861878453038674,9.284374999999999,26.153968253968255,0.26622296173044924,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628418,1610612743,Thomas Bryant,Thomas Bryant,1628418,DEN,2453.0,41,-18,85,84,25,21,8,169,7.0,8.0,,1.0,1.0,1.0,,5,1.0,3.0,,,,,,1.0,,,,1.0,8,16,,1.0,4,20,102,,1,,,2.0,2.0,2.0,5.0,,1.0,2.0,6,14.0,2,,,,,1.0,,2.0,,,,,,,,,,,1.0,2.0,,2.0,7.0,1.0,10,3.0,13,,,,,,,,3.0,,,1.0,3.0,,1.0,3,6,1.0,7,,1.0,,,8,,,1.0,2.0,4.0,,,2.0,4.0,2.0,6,25,,2.0,0.875,0.875,,,,,,0.5,,0.4,0.47058823529411764,,0.3333333333333333,0.5,0.3333333333333333,0.375,0.058823529411764705,,0.125,,0.4,,,24.731182795698924,,0.25,,0.28,0.09523809523809523,0.13333333333333333,0.047619047619047616,0.225,0.07142857142857142,,,0.2857142857142857,,0.4,,0.18181818181818182,,,0.5,0.47058823529411764,0.875,0.875,1.0,0.29411764705882354,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,,0.058823529411764705,,,,1.0,,,,,0.16666666666666666,1.0,,0.16666666666666666,,0.5294117647058824,,0.4981058823529412,0.4075,0.4525333333333333,0.05555555555555555,0.058823529411764705,0.1,0.3,7.500000000000001,24.9,0.29411764705882354,1.0,2.0,2.0,1.0,0.16666666666666666,0.21428571428571427,,,,,,,,,,,,,,,,,,,,True,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,52137.0,869,-68,1763,1755,526,479,189,3518,47.0,65.0,9.0,12.0,13.0,21.0,15.0,42,2.0,3.0,17.0,39.0,,7.0,25.0,75.0,1.0,2.0,8.0,24.0,64,110,42.0,114.0,32,286,2035,10.0,14,1.0,2.0,5.0,28.0,18.0,36.0,10.0,31.0,14.0,80,86.0,42,123.0,3.0,12.0,4.0,70.0,24.0,8.0,,45.0,33.0,78.0,22.0,11.0,28.0,10.0,7.0,189.0,11.0,12.0,,54.0,39.0,9.0,102,23.0,125,4.0,20.0,17.0,3.0,20.0,5.0,11.0,16.0,2.0,9.0,2.0,36.0,4.0,7.0,47,83,6.0,41,3.0,3.0,4.0,,34,6.0,,18.0,2.0,12.0,2.0,,4.0,14.0,5.0,80,523,9.0,2.0,0.671875,0.7413793103448276,0.9761904761904762,0.3684210526315789,0.5,0.3225806451612903,0.37272727272727274,0.5818181818181818,0.7142857142857143,0.5,0.5669642857142857,0.71875,0.4925373134328358,0.6008403361344538,0.7777777777777778,0.547945205479452,0.5089285714285714,,0.07272727272727272,0.06153846153846154,0.09523809523809523,,,13.817448310640446,0.5555555555555556,0.18,,0.08986175115207373,0.028708133971291867,0.15428571428571428,0.03038674033149171,0.11862244897959184,0.029487179487179487,0.03424657534246575,0.028901734104046242,0.020202020202020204,0.022900763358778626,0.09644670050761421,0.06666666666666667,0.1484375,0.1702127659574468,0.038834951456310676,0.35714285714285715,0.29017857142857145,0.7230769230769231,0.7704918032786885,0.723404255319149,0.1875,0.35714285714285715,0.39473684210526316,0.5333333333333333,0.013392857142857142,0.6666666666666666,0.6666666666666666,0.5,0.17410714285714285,0.4358974358974359,0.4358974358974359,1.0,0.33482142857142855,0.3333333333333333,0.3333333333333333,0.96,0.75,0.75,,0.125,0.5,0.31343283582089554,0.6190476190476191,0.1044776119402985,0.3582089552238806,0.3333333333333333,0.7991071428571429,0.34285714285714286,0.5273552272727273,0.6377499999999999,0.49852734375,0.07627118644067797,0.14754098360655737,0.0979020979020979,0.27972027972027974,4.354545454545454,26.023684210526316,0.29835507657402155,2.0,8.0,,,0.05,0.09259259259259259,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.2857142857142857,,,,,,,,,,,True,
1628971,1610612743,Bruce Brown,Bruce Brown,1628971,DEN,30307.0,505,-36,1014,1010,272,242,118,2024,36.0,46.0,3.0,6.0,13.0,17.0,16.0,38,2.0,11.0,11.0,26.0,1.0,3.0,10.0,45.0,,2.0,1.0,9.0,54,95,21.0,71.0,34,205,1195,5.0,13,,3.0,3.0,13.0,17.0,28.0,2.0,12.0,20.0,60,58.0,50,54.0,9.0,8.0,1.0,44.0,10.0,4.0,1.0,40.0,23.0,63.0,16.0,7.0,31.0,9.0,,149.0,2.0,9.0,,25.0,34.0,6.0,65,11.0,76,4.0,21.0,14.0,7.0,21.0,7.0,15.0,17.0,4.0,6.0,2.0,38.0,1.0,6.0,24,38,2.0,28,,3.0,3.0,,41,4.0,1.0,16.0,6.0,6.0,2.0,2.0,3.0,8.0,3.0,59,270,6.0,5.0,0.5370370370370371,0.58,0.8571428571428571,0.29577464788732394,,0.16666666666666666,0.3,0.5684210526315789,0.38461538461538464,0.6071428571428571,0.5150602409638554,0.3125,0.5,0.5543478260869565,0.3611111111111111,0.5784313725490197,0.42771084337349397,0.014084507042253521,0.042105263157894736,0.021739130434782608,0.07894736842105263,,0.022222222222222223,19.204152249134946,0.5526315789473685,0.25,,0.13821138211382114,0.03557312252964427,0.12195121951219512,0.009345794392523364,0.13082039911308205,0.023554603854389723,0.02197802197802198,0.05714285714285714,0.017543859649122806,0.012903225806451613,0.14414414414414414,0.2571428571428571,0.12413793103448276,0.11666666666666667,0.04819277108433735,0.375,0.27710843373493976,0.782608695652174,0.8,0.6388888888888888,0.2289156626506024,0.42105263157894735,0.45714285714285713,0.3125,0.06626506024096386,0.18181818181818182,0.18181818181818182,0.5,0.1566265060240964,0.4230769230769231,0.4230769230769231,1.0,0.2710843373493976,0.2222222222222222,0.22727272727272727,0.7,0.375,0.5,0.0625,0.125,,0.425,0.7647058823529411,0.075,0.225,0.1111111111111111,0.7048192771084337,0.22727272727272727,0.5311236363636365,0.5654800000000001,0.5401102564102563,0.0898876404494382,0.14953271028037382,0.06341463414634146,0.2926829268292683,6.104210526315789,25.181690140845067,0.2682445759368836,3.0,2.0,1.0,,,0.09,1.0,,2.0,,,,,,0.3333333333333333,1.0,,,,,,,,,,True,
202704,1610612743,Reggie Jackson,Reggie Jackson,202704,DEN,4314.0,72,-31,145,146,22,30,15,291,3.0,6.0,,,,,3.0,6,1.0,1.0,1.0,4.0,1.0,,3.0,10.0,,1.0,1.0,1.0,7,13,4.0,14.0,3,29,194,,1,,2.0,,,,1.0,1.0,1.0,3.0,6,6.0,8,6.0,6.0,,,10.0,3.0,1.0,,12.0,6.0,18.0,4.0,2.0,12.0,,,42.0,,,,,1.0,,1,,1,,5.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,,4.0,,,3,5,,4,,1.0,,,4,,,,2.0,1.0,,,1.0,1.0,,6,22,,2.0,0.42857142857142855,0.42857142857142855,0.5,0.2857142857142857,,1.0,0.2857142857142857,0.5384615384615384,,,0.48148148148148145,,0.75,0.5,,0.75,0.5185185185185185,,0.07692307692307693,0.16666666666666666,,,,20.37037037037037,0.5,,,0.022222222222222223,,,,0.014705882352941176,,,,,,,,,,,,0.2222222222222222,0.5,0.6,0.3333333333333333,0.2222222222222222,0.5,0.5,0.3333333333333333,0.037037037037037035,1.0,1.0,1.0,0.14814814814814814,0.25,0.25,1.0,0.37037037037037035,0.3,0.3,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,0.5,1.0,0.7407407407407407,0.3,0.5259518518518519,0.5205,0.46575,,,,0.20689655172413793,6.246153846153846,25.32857142857143,0.15172413793103448,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,True,
1628432,1610612743,Davon Reed,Davon Reed,1628432,DEN,9119.0,152,-30,312,310,130,137,26,622,3.0,8.0,,1.0,1.0,2.0,1.0,6,3.0,5.0,3.0,7.0,1.0,2.0,7.0,15.0,2.0,4.0,4.0,7.0,7,19,10.0,22.0,13,57,346,,1,3.0,5.0,,9.0,3.0,8.0,5.0,9.0,4.0,25,4.0,10,30.0,,,,15.0,7.0,3.0,,5.0,5.0,10.0,4.0,1.0,5.0,,,25.0,2.0,3.0,,10.0,9.0,3.0,22,5.0,27,,8.0,5.0,3.0,2.0,2.0,2.0,5.0,1.0,,1.0,7.0,,5.0,10,13,,8,,,,,16,,,5.0,3.0,2.0,,,1.0,2.0,1.0,25,130,2.0,3.0,0.2857142857142857,0.2857142857142857,1.0,0.45454545454545453,0.6,0.5555555555555556,0.45454545454545453,0.3684210526315789,,0.375,0.5365853658536586,0.75,0.6176470588235294,0.5816326530612245,0.75,0.625,0.5365853658536586,,0.15789473684210525,0.375,,,,16.374269005847953,0.2857142857142857,0.23076923076923078,,0.15789473684210525,0.04285714285714286,0.15873015873015872,0.03508771929824561,0.15833333333333333,0.03937007874015748,0.07692307692307693,0.041666666666666664,,0.05,0.13043478260869565,0.15384615384615385,0.21739130434782608,,,0.5,0.1951219512195122,0.375,0.6,0.6666666666666666,0.14634146341463414,0.16666666666666666,0.16666666666666666,,0.12195121951219512,0.6,0.6,,0.17073170731707318,0.42857142857142855,0.42857142857142855,1.0,0.36585365853658536,0.4666666666666667,0.4666666666666667,1.0,0.16666666666666666,,0.16666666666666666,0.6666666666666666,0.5,0.11764705882352941,0.5,0.11764705882352941,0.4117647058823529,0.5714285714285714,0.7317073170731707,0.4666666666666667,0.5245524390243903,0.53295,0.47025294117647065,0.10869565217391304,0.20833333333333334,0.15789473684210525,0.43859649122807015,8.6,24.9,0.4166666666666667,1.0,1.0,,,,0.19047619047619047,1.0,,1.0,,,,,1.0,0.5,,1.0,1.0,1.0,,,,,,,True,
201599,1610612743,DeAndre Jordan,DeAndre Jordan,201599,DEN,6288.0,105,-34,206,210,59,70,14,416,18.0,22.0,4.0,5.0,3.0,4.0,1.0,3,,,,,,,,,,,,,19,25,,,3,41,269,4.0,5,,,,8.0,4.0,5.0,,,,8,30.0,8,,,8.0,,,,2.0,,3.0,2.0,5.0,1.0,1.0,3.0,,,12.0,1.0,6.0,1.0,12.0,10.0,3.0,25,8.0,33,1.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,,8.0,1.0,1.0,4,10,2.0,10,,3.0,,,6,2.0,,4.0,,6.0,,,2.0,6.0,3.0,8,59,,,0.7894736842105263,1.0,,,,,,0.76,0.8,0.8,0.76,0.8,0.8,0.7592592592592593,0.8,0.8,,,0.08,0.045454545454545456,0.3333333333333333,,,15.695067264573991,0.375,0.42857142857142855,0.2,0.2222222222222222,0.12244897959183673,0.27906976744186046,0.03125,0.25,0.08641975308641975,0.23076923076923078,0.07407407407407407,0.1111111111111111,0.03571428571428571,0.21052631578947367,0.45454545454545453,0.2413793103448276,0.35714285714285715,0.25,0.5,0.88,0.8181818181818182,0.8571428571428571,0.7777777777777778,0.12,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,1.0,0.8,,,,0.8,0.75,,,,0.88,,0.635904,0.53494,0.57936,0.14814814814814814,0.14814814814814814,0.1951219512195122,0.1951219512195122,1.864,,0.28640776699029125,1.0,4.0,,,,0.06666666666666667,,,,,,1.0,,,,,,,,,,,,,,True,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,18267.0,304,-44,609,611,209,165,72,1220,34.0,49.0,13.0,22.0,7.0,11.0,3.0,7,,1.0,1.0,10.0,2.0,2.0,4.0,18.0,1.0,1.0,1.0,6.0,37,57,5.0,28.0,21,110,658,13.0,22,2.0,3.0,8.0,40.0,7.0,11.0,1.0,8.0,8.0,25,48.0,26,15.0,,16.0,,18.0,4.0,4.0,2.0,3.0,4.0,7.0,4.0,,3.0,,,18.0,7.0,23.0,2.0,10.0,16.0,3.0,29,32.0,61,4.0,8.0,7.0,1.0,3.0,,1.0,8.0,,2.0,1.0,11.0,2.0,4.0,24,35,6.0,31,,7.0,,,31,3.0,,15.0,2.0,12.0,,,5.0,12.0,6.0,25,209,2.0,2.0,0.6486486486486487,0.8275862068965517,1.0,0.17857142857142858,0.6666666666666666,0.125,0.17857142857142858,0.6491228070175439,0.5909090909090909,0.6363636363636364,0.5235294117647059,0.64,0.4473684210526316,0.5555555555555556,0.6451612903225806,0.5208333333333334,0.32941176470588235,0.07142857142857142,0.07017543859649122,0.061224489795918366,0.14285714285714285,,0.1111111111111111,15.804597701149426,0.2727272727272727,0.14285714285714285,0.1111111111111111,0.10526315789473684,0.1419753086419753,0.08620689655172414,0.05,0.09701492537313433,0.09933774834437085,0.23214285714285715,0.09230769230769231,0.0975609756097561,0.039603960396039604,0.15384615384615385,0.14285714285714285,0.07317073170731707,0.11764705882352941,0.10810810810810811,0.5,0.5764705882352941,0.6938775510204082,0.7391304347826086,0.6470588235294118,0.08235294117647059,0.42857142857142855,0.5,0.6666666666666666,0.011764705882352941,,,,0.11764705882352941,0.1,0.1,1.0,0.21176470588235294,0.2222222222222222,0.25,1.0,0.88,0.5909090909090909,0.08,0.04,1.0,0.5789473684210527,0.6363636363636364,0.10526315789473684,0.3157894736842105,0.16666666666666666,0.9058823529411765,0.2222222222222222,0.5718735294117646,0.5684568181818181,0.5316078947368422,0.15463917525773196,0.21739130434782608,0.36363636363636365,0.22727272727272727,2.36140350877193,25.03571428571428,0.34318555008210183,2.0,7.0,,,0.07692307692307693,0.045454545454545456,,,,,,,0.23076923076923078,1.0,,,1.0,0.5,1.0,1.0,,,,,,True,
1630538,1610612743,Bones Hyland,Bones Hyland,1630538,DEN,16280.0,271,-47,529,530,178,139,61,1059,22.0,35.0,,,9.0,14.0,8.0,27,2.0,6.0,5.0,16.0,,6.0,27.0,82.0,2.0,8.0,9.0,31.0,32,68,32.0,98.0,17,177,630,1.0,4,2.0,8.0,1.0,9.0,12.0,23.0,10.0,37.0,3.0,57,18.0,46,48.0,48.0,2.0,,82.0,27.0,7.0,3.0,27.0,15.0,42.0,10.0,5.0,21.0,5.0,1.0,99.0,1.0,2.0,1.0,12.0,15.0,,27,4.0,31,2.0,8.0,7.0,1.0,11.0,4.0,8.0,12.0,2.0,3.0,2.0,23.0,1.0,9.0,7,23,2.0,16,,,2.0,,20,,5.0,6.0,1.0,2.0,,,1.0,2.0,1.0,57,178,3.0,1.0,0.28125,0.2903225806451613,0.5,0.32653061224489793,0.25,0.2702702702702703,0.32653061224489793,0.47058823529411764,0.25,0.5217391304347826,0.4819277108433735,0.3333333333333333,0.45,0.5,0.3333333333333333,0.45901639344262296,0.5903614457831325,0.030612244897959183,0.10294117647058823,0.11428571428571428,0.1111111111111111,,0.036585365853658534,32.28995057660626,0.4782608695652174,,0.05263157894736842,0.14285714285714285,0.01639344262295082,0.10344827586206896,0.008064516129032258,0.12217194570135746,0.012195121951219513,,0.03508771929824561,,0.011235955056179775,0.10869565217391304,0.13636363636363635,0.10126582278481013,0.10810810810810811,0.02247191011235955,0.5,0.21084337349397592,0.6285714285714286,0.7096774193548387,0.4090909090909091,0.16265060240963855,0.2962962962962963,0.3333333333333333,,0.03614457831325301,0.3333333333333333,0.3333333333333333,,0.0963855421686747,0.3125,0.3125,0.8,0.4939759036144578,0.32926829268292684,0.34177215189873417,0.4444444444444444,,,,0.6666666666666666,0.25,0.23333333333333334,0.6428571428571429,0.1,0.5166666666666667,0.2903225806451613,0.8012048192771084,0.32926829268292684,0.5099174698795181,0.44789375000000003,0.5025983333333335,0.040697674418604654,0.08108108108108109,0.05084745762711865,0.3220338983050847,5.951470588235294,26.074489795918367,0.33648393194706994,1.0,1.0,,,,0.1891891891891892,1.0,,1.0,1.0,,1.0,,1.0,0.16666666666666666,,,,,,1.0,1.0,0.01020408163265306,,,True,
203484,1610612743,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DEN,19253.0,321,94,666,658,153,140,72,1324,8.0,15.0,1.0,1.0,3.0,5.0,4.0,6,10.0,20.0,8.0,19.0,2.0,2.0,17.0,30.0,1.0,1.0,3.0,4.0,22,41,25.0,49.0,18,137,743,2.0,3,1.0,3.0,,7.0,5.0,8.0,4.0,6.0,2.0,24,36.0,8,69.0,6.0,2.0,,30.0,17.0,1.0,,19.0,9.0,28.0,6.0,3.0,12.0,7.0,,65.0,2.0,4.0,,13.0,8.0,1.0,22,6.0,28,2.0,14.0,8.0,6.0,12.0,3.0,11.0,6.0,2.0,1.0,,18.0,2.0,4.0,8,14,1.0,31,,1.0,9.0,,23,3.0,2.0,12.0,,9.0,,,6.0,9.0,4.0,24,150,,,0.8181818181818182,0.8571428571428571,0.92,0.5102040816326531,0.3333333333333333,0.6666666666666666,0.5102040816326531,0.5365853658536586,0.6666666666666666,0.625,0.6611111111111111,0.5833333333333334,0.7857142857142857,0.6868686868686869,0.5833333333333334,0.8571428571428571,0.5444444444444444,,0.024390243902439025,0.06666666666666667,,,,15.558510638297873,0.6666666666666666,0.07692307692307693,,0.049079754601226995,0.02877697841726619,0.09219858156028368,0.014705882352941176,0.06907894736842106,0.02181818181818182,0.047619047619047616,0.02040816326530612,,0.010416666666666666,0.056338028169014086,0.06060606060606061,0.08571428571428572,0.1111111111111111,0.04878048780487805,0.4444444444444444,0.16666666666666666,0.5333333333333333,0.5714285714285714,0.625,0.06666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,0.5,0.5,0.9,0.2111111111111111,0.42105263157894735,0.42105263157894735,1.0,0.3333333333333333,0.5666666666666667,0.5666666666666667,0.8823529411764706,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,1.0,0.35714285714285715,0.6,0.14285714285714285,0.2857142857142857,0.75,0.7111111111111111,0.5666666666666667,0.511803888888889,0.47998,0.5033714285714286,0.12121212121212122,0.24,0.051094890510948905,0.17518248175182483,10.921951219512195,24.76530612244898,0.22972972972972974,,3.0,,,0.025,0.03389830508474576,1.0,,,,,,,1.0,0.5,,,,,,,,,1.0,,True,
