EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,Travels,Charge Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,BlockedArc3,BlockedLongMidRange,Arc3PctBlocked,LongMidRangePctBlocked,3SecondViolations,on,OffensiveGoaltends,HeaveMakes,Clear Path Fouls,Transition Take Fouls
1627745,1610612747,Damian Jones,Damian Jones,1627745,LAL,2787.0,46,-14.0,96,93,8.0,11.0,189,3.0,6.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,3.0,11.0,107.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,3.0,3.0,3.0,9.0,3.0,2.0,5.0,4.0,1.0,10.0,5.0,15.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,7.0,1.0,2.0,8.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,1.0,1.0,0.5,1.0,0.4444444444444444,1.0,0.5,0.5,1.0,0.1111111111111111,0.125,0.5,13.084112149532707,0.3333333333333333,1.0,0.1739130434782608,0.08,0.1785714285714285,0.1153846153846153,0.1764705882352941,0.0980392156862745,0.0833333333333333,0.125,0.1176470588235294,0.1111111111111111,0.1111111111111111,0.1,0.5,0.1428571428571428,0.2857142857142857,1.0,0.6666666666666666,0.5,0.5,1.0,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,1.0,1.0,0.7777777777777778,0.52135,0.6465,0.1818181818181818,0.2,0.0909090909090909,0.1818181818181818,2.85,27.1,0.0833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628972,1610612747,Troy Brown Jr.,Troy Brown Jr.,1628972,LAL,27652.0,461,25.0,941,935,131.0,101.0,1876,22.0,30.0,1.0,1.0,4.0,14.0,33.0,30.0,54.0,67.0,8.0,149.0,1100.0,2.0,8.0,3.0,5.0,16.0,42.0,33.0,4.0,11.0,22.0,9.0,55.0,8.0,7.0,32.0,25.0,6.0,63.0,18.0,81.0,15.0,13.0,7.0,6.0,3.0,10.0,2.0,11.0,25.0,2.0,,15.0,1.0,9.0,5.0,2.0,1.0,1.0,2.0,1.0,16.0,126.0,0.7,0.7,0.5555555555555556,0.6,0.5826446280991735,0.5769230769230769,0.596,0.3076923076923077,0.5714285714285714,0.5537190082644629,0.074074074074074,0.0714285714285714,12.771996215704824,0.7,0.2608695652173913,0.1116071428571428,0.0283400809716599,0.1481481481481481,0.0432432432432432,0.1295454545454545,0.0347222222222222,0.0222222222222222,0.036036036036036,0.0384615384615384,0.0545454545454545,0.0875,0.0842105263157894,0.2040816326530612,0.144578313253012,0.16,0.5,0.2479338842975206,0.7333333333333333,0.8148148148148148,0.8636363636363636,0.1157024793388429,0.2857142857142857,0.3076923076923077,0.5,0.2727272727272727,0.0769230769230769,1.0,0.8016528925619835,0.5354462809917355,0.4733192307692307,0.04,0.0862068965517241,0.0536912751677852,0.1073825503355704,6.896296296296295,24.655223880597017,0.1392136025504782,131.0,1.0,2.0,4.0,10.0,14.0,34.0,2.0,2.0,4.0,13.0,3.0,1.0,4.0,27.0,3.0,7.0,5.0,3.0,8.0,1.0,18.0,78.0,3.0,13.0,2.0,11.0,2.0,10.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,0.9629629629629628,0.4029850746268656,0.375,0.4029850746268656,0.4285714285714285,0.25,0.0298507462686567,0.1,0.0588235294117647,0.1304347826086956,0.0217391304347826,0.0350877192982456,0.0826446280991735,0.4,0.4,0.2809917355371901,0.4117647058823529,0.4375,1.0,0.3939393939393939,0.3939393939393939,0.9230769230769232,0.1666666666666666,0.5,1.0,0.1666666666666666,0.25,0.3076923076923077,0.5,0.3076923076923077,0.25,0.3939393939393939,0.46865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1629022,1610612747,Lonnie Walker IV,Lonnie Walker IV,1629022,LAL,31360.0,523,-73.0,1079,1095,178.0,94.0,2174,37.0,61.0,7.0,10.0,7.0,22.0,61.0,49.0,101.0,103.0,39.0,251.0,1261.0,4.0,23.0,9.0,14.0,49.0,64.0,60.0,8.0,13.0,30.0,9.0,73.0,2.0,5.0,20.0,14.0,1.0,35.0,7.0,42.0,10.0,6.0,11.0,7.0,9.0,20.0,,24.0,33.0,,,29.0,,44.0,20.0,4.0,2.0,2.0,5.0,1.0,49.0,178.0,0.6530612244897959,0.6666666666666666,0.4851485148514851,0.6428571428571429,0.5196078431372549,0.65625,0.5608108108108109,0.5227272727272727,0.6805555555555556,0.5049019607843137,0.0792079207920792,0.1818181818181818,20.3204047217538,0.55,0.0555555555555555,0.0498220640569395,0.0185185185185185,0.0847457627118644,0.0089285714285714,0.0657640232108317,0.0141700404858299,0.0181818181818181,0.0294117647058823,0.0122699386503067,,0.0543478260869565,0.0526315789473684,0.04,0.0718562874251497,0.1159420289855072,0.2,0.2990196078431372,0.6065573770491803,0.6491228070175439,0.6756756756756757,0.1078431372549019,0.3181818181818182,0.3888888888888889,0.7142857142857143,0.2990196078431372,0.3125,0.7,0.803921568627451,0.543947290640394,0.5455403225806452,0.0963302752293578,0.1739130434782608,0.0916334661354581,0.1952191235059761,5.968316831683168,24.96699029126213,0.164967562557924,136.0,2.0,6.0,5.0,18.0,18.0,42.0,2.0,3.0,9.0,20.0,6.0,5.0,9.0,38.0,5.0,12.0,8.0,8.0,18.0,7.0,34.0,108.0,6.0,20.0,1.0,17.0,4.0,10.0,3.0,,1.0,4.0,1.0,4.0,,3.0,,,6.0,,2.0,0.9473684210526316,0.3689320388349514,0.4444444444444444,0.3725490196078431,0.4166666666666667,0.475,0.0097087378640776,0.0655737704918032,0.0238095238095238,,,0.0093457943925233,0.088235294117647,0.2777777777777778,0.2777777777777778,0.2058823529411764,0.4285714285714285,0.4390243902439024,1.0,0.3278688524590163,0.3278688524590163,0.9,0.3,0.3333333333333333,0.5,0.1,0.3,0.28125,0.3333333333333333,0.28125,0.5555555555555556,0.3333333333333333,0.5462307692307692,1.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.375,0.4,0.5,1.0,0.3333333333333333,0.5,0.0097087378640776,,,,,,,True,,,,
201976,1610612747,Patrick Beverley,Patrick Beverley,201976,LAL,72667.0,1211,-90.0,2515,2536,476.0,250.0,5051,20.0,34.0,7.0,10.0,19.0,45.0,101.0,42.0,83.0,158.0,39.0,288.0,2957.0,1.0,10.0,12.0,20.0,59.0,30.0,101.0,8.0,50.0,118.0,33.0,286.0,16.0,4.0,53.0,60.0,3.0,116.0,24.0,140.0,40.0,16.0,22.0,19.0,20.0,42.0,4.0,51.0,124.0,6.0,3.0,64.0,2.0,50.0,16.0,19.0,6.0,12.0,25.0,11.0,58.0,468.0,0.3571428571428571,0.3658536585365853,0.5060240963855421,0.6,0.516597510373444,0.4772727272727273,0.5454545454545454,0.3125,0.5267857142857143,0.6556016597510373,0.0963855421686747,0.1333333333333333,10.88967971530249,0.5238095238095238,0.0508474576271186,0.0970873786407767,0.0063593004769475,0.095667870036101,0.03125,0.0964163822525597,0.0175284837861524,0.0040816326530612,0.0078125,0.0378378378378378,0.0140845070422535,0.0876288659793814,0.1015037593984962,0.1012658227848101,0.0954653937947494,0.0962962962962963,0.44,0.1410788381742738,0.5882352941176471,0.625,0.55,0.1867219917012448,0.4222222222222222,0.4871794871794871,0.1578947368421052,0.4190871369294606,0.2272727272727272,0.7,0.7966804979253111,0.5327336099585065,0.5322659090909091,0.0632411067193675,0.1684210526315789,0.0347222222222222,0.2048611111111111,5.796385542168676,25.24303797468355,0.1892644135188866,389.0,2.0,3.0,3.0,4.0,22.0,57.0,5.0,2.0,11.0,33.0,2.0,4.0,13.0,55.0,3.0,8.0,7.0,6.0,24.0,17.0,54.0,141.0,24.0,33.0,1.0,68.0,17.0,49.0,7.0,4.0,,24.0,1.0,3.0,1.0,7.0,14.0,4.0,4.0,,11.0,0.8545454545454545,0.3481012658227848,0.25,0.3481012658227848,0.375,0.3,0.0063291139240506,0.0588235294117647,,0.0526315789473684,0.0078125,,0.0165975103734439,0.75,0.75,0.2365145228215767,0.3859649122807017,0.3859649122807017,1.0,0.3267326732673267,0.33,0.7575757575757576,0.2,0.6666666666666666,0.5,0.3333333333333333,0.1333333333333333,0.25,0.1818181818181818,0.2954545454545454,0.3076923076923077,0.3267326732673267,0.5367375,1.0,,1.0,2.0,,12.0,7.0,1.0,,,,,11.0,6.0,3.0,1.0,9.0,0.1428571428571428,0.3333333333333333,0.2,1.0,,,,5.0,3.0,1.0,0.0099009900990099,,,True,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,49684.0,828,-25.0,1721,1735,265.0,162.0,3456,131.0,180.0,19.0,27.0,33.0,86.0,153.0,195.0,333.0,169.0,110.0,650.0,2008.0,7.0,49.0,24.0,43.0,81.0,146.0,153.0,17.0,57.0,167.0,28.0,391.0,7.0,16.0,66.0,74.0,10.0,150.0,23.0,173.0,24.0,16.0,52.0,37.0,25.0,77.0,4.0,12.0,32.0,6.0,4.0,126.0,2.0,148.0,78.0,11.0,8.0,3.0,11.0,7.0,78.0,258.0,0.3743589743589743,0.3903743315508021,0.5855855855855856,0.5581395348837209,0.5378486055776892,0.46875,0.5756227758007118,0.5104166666666666,0.512987012987013,0.3366533864541832,0.051051051051051,0.0813953488372093,33.38566195709053,0.6753246753246753,0.238095238095238,0.1800486618004866,0.0393120393120393,0.1692307692307692,0.0191256830601092,0.1747815230961298,0.0297542043984476,0.0547945205479452,0.0333333333333333,0.0190114068441064,0.0194174757281553,0.1627906976744186,0.1978021978021978,0.17,0.1638225255972696,0.1855670103092783,0.6363636363636364,0.3585657370517928,0.7277777777777777,0.7616279069767442,0.4427480916030534,0.1713147410358565,0.3837209302325581,0.4177215189873418,0.0909090909090909,0.3047808764940239,0.421875,0.7037037037037037,0.6952191235059761,0.5320113545816731,0.5241007812499999,0.1405405405405405,0.2020725388601036,0.0753846153846153,0.1246153846153846,6.87807807807808,26.351479289940823,0.1539802440441603,218.0,15.0,21.0,31.0,67.0,4.0,16.0,,,2.0,46.0,8.0,4.0,19.0,50.0,21.0,37.0,8.0,4.0,21.0,21.0,244.0,102.0,48.0,46.0,1.0,110.0,29.0,76.0,6.0,,7.0,8.0,3.0,15.0,1.0,13.0,4.0,1.0,25.0,,3.0,0.68,0.2958579881656805,0.1904761904761904,0.2958579881656805,0.5675675675675675,0.4666666666666667,0.0059171597633136,0.0444444444444444,,,0.0246913580246913,0.0295358649789029,0.1334661354581673,0.4626865671641791,0.4769230769230769,0.0318725099601593,0.25,0.25,0.75,0.3006535947712418,0.3026315789473684,0.6739130434782609,0.4666666666666667,0.7142857142857143,0.3333333333333333,,0.1777777777777777,0.03125,,0.296875,0.2105263157894736,0.3006535947712418,0.503909375,,,,16.0,,28.0,3.0,5.0,1.0,,4.0,,7.0,,,2.0,4.0,,0.3870967741935484,,,,,,8.0,,,0.0065359477124183,0.0298507462686567,,True,,,,
1629134,1610612747,Kendrick Nunn,Kendrick Nunn,1629134,LAL,3758.0,63,-25.0,133,135,10.0,9.0,268,4.0,12.0,,,2.0,6.0,11.0,7.0,20.0,11.0,3.0,26.0,170.0,,4.0,1.0,1.0,2.0,8.0,11.0,5.0,2.0,9.0,1.0,20.0,,,6.0,1.0,,7.0,,7.0,2.0,2.0,3.0,3.0,1.0,4.0,,3.0,3.0,,,3.0,,4.0,2.0,1.0,,,1.0,,2.0,10.0,0.5714285714285714,0.5714285714285714,0.35,1.0,0.3709677419354839,0.5,0.3939393939393939,0.6666666666666666,0.5,0.3548387096774194,0.25,0.3333333333333333,25.517241379310345,0.75,,0.0294117647058823,,0.1714285714285714,,0.1014492753623188,,,,,,0.0714285714285714,,,0.1666666666666666,0.2,,0.3870967741935484,0.3333333333333333,0.4444444444444444,0.5,0.1935483870967742,0.3333333333333333,0.5,1.0,0.3548387096774194,,,0.7419354838709677,0.5157951612903225,0.46245,0.0606060606060606,0.0909090909090909,0.1538461538461538,0.0769230769230769,6.01,25.681818181818183,0.075187969924812,5.0,1.0,1.0,1.0,2.0,,,,,,3.0,1.0,,1.0,3.0,2.0,2.0,1.0,,1.0,,6.0,6.0,3.0,3.0,1.0,7.0,1.0,6.0,1.0,,,,,,,,,1.0,,,,0.6666666666666666,0.2727272727272727,,0.2727272727272727,1.0,0.6666666666666666,0.0909090909090909,0.25,,,,,0.064516129032258,0.5,0.5,,,,,0.2727272727272727,0.3,0.6666666666666666,0.3333333333333333,1.0,,,0.3333333333333333,,,0.5,,0.2727272727272727,0.53425,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0909090909090909,,,True,,,,
1629308,1610612747,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,LAL,6168.0,103,-27.0,209,217,31.0,19.0,426,5.0,6.0,,,1.0,4.0,5.0,6.0,10.0,6.0,2.0,20.0,253.0,,,,1.0,,10.0,4.0,2.0,4.0,5.0,3.0,14.0,,4.0,5.0,6.0,3.0,14.0,5.0,19.0,4.0,2.0,2.0,1.0,3.0,5.0,,6.0,12.0,1.0,2.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,29.0,0.8333333333333334,0.8333333333333334,0.6,,0.5625,,0.5882352941176471,,,0.375,0.2,0.25,9.482758620689657,0.4,0.5,0.1052631578947368,0.0952380952380952,0.125,,0.1134020618556701,0.0449438202247191,0.2222222222222222,0.0454545454545454,,,0.0769230769230769,0.1071428571428571,0.125,0.1724137931034483,,0.3333333333333333,0.375,0.8333333333333334,1.0,0.8,0.25,0.25,0.3333333333333333,1.0,0.3125,,,0.75,0.5163033333333334,0.458575,0.0588235294117647,0.0909090909090909,,,4.11,28.9,0.1483253588516746,34.0,,,,,,1.0,,,,2.0,,,2.0,2.0,,,,,2.0,,2.0,6.0,,2.0,,1.0,1.0,,,1.0,,2.0,,1.0,,,1.0,1.0,,,1.0,1.0,0.3333333333333333,,0.4,,,,0.1666666666666666,,0.0833333333333333,0.0909090909090909,,,,,0.0625,,,,0.4,0.4,1.0,,,,,,,,0.6666666666666666,,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,21749.0,362,2.0,749,746,217.0,81.0,1495,16.0,20.0,5.0,6.0,7.0,19.0,32.0,28.0,49.0,48.0,29.0,139.0,840.0,8.0,17.0,9.0,12.0,50.0,28.0,32.0,5.0,5.0,22.0,3.0,49.0,3.0,4.0,13.0,12.0,2.0,27.0,8.0,35.0,7.0,5.0,10.0,6.0,7.0,17.0,,11.0,18.0,,1.0,33.0,1.0,34.0,13.0,5.0,2.0,1.0,5.0,4.0,50.0,215.0,0.5,0.5,0.5714285714285714,0.75,0.5670103092783505,0.782608695652174,0.6272727272727273,0.6071428571428571,0.8333333333333334,0.4948453608247423,0.1020408163265306,0.1578947368421052,15.08313539192399,0.5882352941176471,0.1052631578947368,0.0588235294117647,0.0225988700564971,0.0822784810126582,0.0202702702702702,0.0690607734806629,0.0215384615384615,,0.0434782608695652,0.0204081632653061,0.02,0.0338983050847457,0.0602409638554216,0.0806451612903225,0.0967741935483871,0.0294117647058823,0.8,0.2061855670103092,0.8,0.8888888888888888,0.5,0.1958762886597938,0.3684210526315789,0.4375,0.5714285714285714,0.3298969072164948,0.2608695652173913,0.8333333333333334,0.7010309278350515,0.52189793814433,0.5290391304347825,0.1296296296296296,0.2203389830508474,0.1223021582733813,0.3597122302158273,7.351020408163266,25.110416666666666,0.2897196261682243,165.0,1.0,1.0,5.0,10.0,6.0,16.0,1.0,2.0,5.0,12.0,3.0,4.0,6.0,18.0,3.0,6.0,4.0,6.0,11.0,14.0,28.0,51.0,3.0,12.0,,17.0,2.0,13.0,2.0,1.0,,2.0,1.0,4.0,1.0,4.0,5.0,5.0,3.0,,2.0,0.9444444444444444,0.375,0.5454545454545454,0.375,0.5,0.45,,0.1,,0.037037037037037,0.027027027027027,,0.1030927835051546,0.5,0.5,0.1649484536082474,0.375,0.375,1.0,0.375,0.375,0.9166666666666666,0.1,1.0,1.0,0.1,0.3,0.217391304347826,0.4,0.2608695652173913,0.6666666666666666,0.375,0.4677624999999999,1.0,,1.0,,,2.0,2.0,,,,2.0,1.0,2.0,,,,2.0,0.25,0.4,1.0,1.0,,,0.0204081632653061,2.0,,2.0,,,,True,,,,
1631108,1610612747,Max Christie,Max Christie,1631108,LAL,4516.0,75,-51.0,153,156,50.0,20.0,309,,2.0,,1.0,,1.0,8.0,,4.0,15.0,1.0,22.0,212.0,,3.0,,3.0,6.0,,8.0,,2.0,5.0,,12.0,1.0,2.0,2.0,6.0,2.0,10.0,3.0,13.0,1.0,1.0,1.0,1.0,,1.0,,7.0,7.0,,,1.0,,2.0,1.0,1.0,1.0,,1.0,,6.0,50.0,,,,,0.5526315789473685,0.4285714285714285,0.55,0.375,0.4285714285714285,0.7894736842105263,,,11.731843575418994,1.0,0.3333333333333333,0.1875,0.0377358490566037,0.074074074074074,0.0333333333333333,0.135593220338983,0.036144578313253,0.1,,0.0416666666666666,,0.2666666666666666,0.0909090909090909,0.1666666666666666,0.05,0.1428571428571428,,0.1052631578947368,,,,0.0526315789473684,,,,0.4210526315789473,0.1428571428571428,,0.8947368421052632,0.5470526315789473,0.5125928571428571,0.05,0.2,0.1363636363636363,0.2727272727272727,7.274999999999999,24.71333333333333,0.326797385620915,51.0,,1.0,,1.0,4.0,7.0,,1.0,2.0,3.0,2.0,1.0,2.0,7.0,,2.0,2.0,2.0,4.0,,,21.0,,3.0,,3.0,2.0,,,,,,,,,1.0,,,,,,1.0,0.4666666666666667,0.5,0.4666666666666667,,0.375,,,,,,,0.0526315789473684,,,0.3684210526315789,0.5714285714285714,0.5714285714285714,1.0,0.375,0.375,1.0,0.25,,,,0.5,0.2857142857142857,0.5,0.2857142857142857,0.5,0.375,0.576325,,1.0,1.0,,,3.0,,,,,,,,,,,,0.5,,,,0.5,1.0,,,,,,,,True,,,,
201566,1610612747,Russell Westbrook,Russell Westbrook,201566,LAL,27586.0,460,-14.0,979,986,325.0,105.0,1965,60.0,103.0,18.0,30.0,11.0,43.0,49.0,76.0,163.0,65.0,57.0,266.0,1148.0,10.0,23.0,22.0,46.0,80.0,44.0,49.0,24.0,33.0,112.0,22.0,257.0,3.0,12.0,43.0,34.0,8.0,85.0,15.0,100.0,16.0,9.0,24.0,20.0,20.0,44.0,3.0,20.0,42.0,2.0,2.0,51.0,,83.0,40.0,3.0,3.0,,3.0,1.0,80.0,322.0,0.2894736842105263,0.2972972972972973,0.4662576687116564,0.4782608695652174,0.4583333333333333,0.4626865671641791,0.5037878787878788,0.5227272727272727,0.5,0.2850877192982456,0.147239263803681,0.1162790697674418,27.949183303085302,0.5454545454545454,0.3478260869565217,0.1517857142857142,0.0504201680672268,0.2028301886792453,0.0160427807486631,0.1766055045871559,0.0352941176470588,0.055045871559633,0.0434782608695652,0.0222222222222222,,0.1076923076923077,0.1521739130434782,0.1940298507462686,0.1939393939393939,0.2340425531914893,0.3333333333333333,0.4517543859649123,0.5825242718446602,0.7058823529411765,0.2833333333333333,0.1885964912280701,0.2558139534883721,0.2894736842105263,0.2727272727272727,0.2149122807017544,0.4477611940298507,0.6,0.7368421052631579,0.5246236842105263,0.5250111940298506,0.1544401544401544,0.2061855670103092,0.0864661654135338,0.3007518796992481,5.13803680981595,25.373846153846152,0.3319713993871297,271.0,4.0,5.0,5.0,17.0,5.0,16.0,2.0,1.0,3.0,14.0,2.0,5.0,18.0,19.0,5.0,12.0,4.0,6.0,21.0,18.0,108.0,42.0,15.0,14.0,,79.0,11.0,55.0,6.0,,,7.0,1.0,4.0,2.0,14.0,,,9.0,,4.0,0.7368421052631579,0.2923076923076923,0.2857142857142857,0.2923076923076923,0.4166666666666667,0.40625,,0.174757281553398,,,0.054054054054054,,0.0745614035087719,0.2941176470588235,0.3125,0.0701754385964912,0.3125,0.3125,0.6,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.3125,0.8,0.5,0.125,0.125,0.044776119402985,0.3333333333333333,0.2686567164179104,0.2777777777777778,0.2857142857142857,0.5107285714285715,,1.0,1.0,4.0,,18.0,2.0,,,,,,5.0,,,,4.0,0.25,0.4,,,0.5,1.0,,12.0,,,,0.0588235294117647,,True,,,,
