EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,NonHeaveArc3FGM,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyFg3Pct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PtsUnassisted3s,Arc3Assists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,PtsPutbacks,SelfOReb,Charge Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,DefensiveGoaltends,on,HeaveAttempts,Transition Take Fouls,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,Charge Fouls Drawn,BlockedCorner3,BlockedLongMidRange,Transition Take Fouls Drawn,OffensiveGoaltends,HeaveMakes
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,3525.0,59,17.0,118,115,45,23,16,233,4.0,6.0,1.0,1.0,1.0,3.0,7.0,3.0,5.0,1.0,4.0,1.0,7.0,10.0,18,1.0,11.0,2.0,25.0,105,3.0,5.0,6.0,1.0,1.0,11.0,12.0,8.0,3.0,7.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,4.0,1.0,6.0,6,1.0,13,5.0,18,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,45,0.6,0.6,1.0,0.0909090909090909,0.0909090909090909,0.5555555555555556,0.8333333333333334,0.396551724137931,0.7142857142857143,0.4166666666666667,0.6875,0.3793103448275862,0.0555555555555555,0.1666666666666666,26.086956521739133,0.3333333333333333,0.5,0.2,0.037037037037037,0.2307692307692307,0.1212121212121212,0.2142857142857142,0.0833333333333333,0.1,0.08,0.25,0.2,0.3,0.2608695652173913,1.0,0.2068965517241379,0.6666666666666666,0.8,0.5,0.2413793103448276,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.1724137931034483,0.6,0.6,1.0,0.1379310344827586,0.25,0.25,1.0,0.2413793103448276,0.3333333333333333,0.1428571428571428,1.0,0.1428571428571428,0.5862068965517241,0.5319896551724138,0.555,0.4723071428571428,0.0666666666666666,0.1052631578947368,0.44,8.011111111111113,25.11818181818182,0.3813559322033898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,3053.0,51,11.0,100,99,23,14,22,199,2.0,3.0,,,,1.0,3.0,,1.0,3.0,4.0,2.0,12.0,3.0,7,5.0,16.0,,21.0,110,1.0,,,4.0,,6.0,4.0,2.0,15.0,12.0,,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,1.0,3.0,2,,5,2.0,7,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,2.0,,,,,,,,6.0,23,0.6666666666666666,0.6666666666666666,1.0,0.3125,0.3125,0.4285714285714285,,0.4565217391304347,0.75,0.4565217391304347,0.75,0.6956521739130435,,,19.35483870967742,,,0.08,0.0384615384615384,0.1578947368421052,0.0333333333333333,0.1136363636363636,0.0357142857142857,0.1111111111111111,0.037037037037037,,0.125,,0.1666666666666666,,0.1304347826086956,0.6666666666666666,0.6666666666666666,1.0,0.1304347826086956,0.3333333333333333,0.3333333333333333,,0.0434782608695652,,,,0.1739130434782608,0.75,0.75,1.0,0.5217391304347826,,,,0.5,0.8260869565217391,0.5366891304347826,0.55005,0.5872125,,,0.2857142857142857,6.485714285714286,25.9,0.23,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.0909090909090909,0.1666666666666666,0.1666666666666666,1.0,0.5,1.0,0.5,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628975,1610612749,Jevon Carter,Jevon Carter,1628975,MIL,6742.0,112,-7.0,228,218,64,37,31,446,4.0,7.0,3.0,,,3.0,6.0,6.0,12.0,3.0,6.0,,17.0,13.0,25,9.0,23.0,,53.0,235,5.0,4.0,9.0,3.0,,14.0,12.0,14.0,18.0,17.0,2.0,6.0,10.0,16.0,2.0,3.0,2.0,42.0,1.0,,4.0,6,,10,1.0,11,6.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,,6.0,1.0,2.0,8.0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,14.0,64,0.4615384615384615,0.4615384615384615,0.6666666666666666,0.391304347826087,0.391304347826087,0.52,0.4444444444444444,0.5520833333333334,0.5833333333333334,0.5520833333333334,0.5833333333333334,0.4791666666666667,0.08,0.1428571428571428,20.37735849056604,0.5,,0.0821917808219178,,0.1081081081081081,0.0140845070422535,0.0909090909090909,0.0084033613445378,,0.0181818181818181,,0.1034482758620689,0.0952380952380952,0.1333333333333333,,0.1458333333333333,0.5714285714285714,0.6666666666666666,0.75,0.125,0.5,0.6,0.6666666666666666,0.25,0.5,0.5,0.1666666666666666,0.125,0.5,0.5,0.6666666666666666,0.3541666666666667,0.3,,,,0.625,0.5034333333333333,0.5058250000000001,0.4162666666666666,0.0208333333333333,0.04,0.2641509433962264,11.856000000000002,25.530434782608687,0.2807017543859649,,6.0,4.0,3.0,5.0,2.0,6.0,,,,0.6666666666666666,0.0434782608695652,0.3529411764705882,0.3529411764705882,0.6666666666666666,0.4,,0.25,0.3529411764705882,2.0,1.0,1.0,1.0,2.0,4.0,2.0,14.0,9.0,8.0,1.0,1.0,0.4,0.8,0.7,0.7,0.1666666666666666,0.6666666666666666,1.0,0.1,1.0,0.25,1.0,0.6666666666666666,0.2641509433962264,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1630572,1610612749,Sandro Mamukelashvili,Sandro Mamukelashvili,1630572,MIL,13082.0,218,-2.0,438,425,129,118,68,863,10.0,20.0,7.0,5.0,10.0,2.0,6.0,,,2.0,8.0,1.0,24.0,12.0,26,7.0,32.0,12.0,57.0,457,9.0,6.0,12.0,10.0,3.0,15.0,16.0,8.0,21.0,24.0,4.0,8.0,8.0,16.0,1.0,6.0,1.0,40.0,8.0,10.0,16.0,20,2.0,38,18.0,56,4.0,1.0,3.0,2.0,3.0,,7.0,2.0,1.0,9.0,2.0,11.0,19.0,1.0,13.0,18.0,,7.0,5.0,1.0,5.0,4.0,15.0,129,0.6666666666666666,0.8,1.0,0.21875,0.21875,0.4615384615384615,0.5,0.3879310344827586,0.2727272727272727,0.4253731343283582,0.3,0.5517241379310345,0.1538461538461538,0.2,14.814814814814817,0.2222222222222222,0.3333333333333333,0.1574803149606299,0.1075268817204301,0.1927710843373494,0.0597014925373134,0.1714285714285714,0.079295154185022,0.1025641025641025,0.0380952380952381,0.1379310344827586,0.2075471698113207,0.0588235294117647,0.1857142857142857,0.8,0.3448275862068966,0.5,0.625,0.7,0.1034482758620689,0.3333333333333333,0.3333333333333333,0.5,,,,,0.1379310344827586,0.25,0.25,1.0,0.4137931034482758,0.7,0.4545454545454545,0.5,0.0454545454545454,0.896551724137931,0.564571551724138,0.6885785714285715,0.5684295454545454,0.1076923076923077,0.2121212121212121,0.2631578947368421,3.1846153846153844,25.734375000000004,0.2945205479452055,,5.0,,9.0,1.0,,5.0,1.0,4.0,1.0,,0.175,0.2083333333333333,0.2083333333333333,1.0,,,0.4090909090909091,0.2083333333333333,4.0,,1.0,,,4.0,,10.0,,7.0,1.0,1.0,,0.4444444444444444,0.4,0.4545454545454545,,0.5714285714285714,0.5,0.1,,,,,0.175438596491228,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.03125,0.2272727272727272,0.2307692307692307,0.0285714285714285,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201950,1610612749,Jrue Holiday,Jrue Holiday,201950,MIL,3718.0,62,38.0,121,116,27,17,18,237,6.0,7.0,1.0,2.0,2.0,2.0,7.0,5.0,8.0,,,,11.0,13.0,22,3.0,11.0,7.0,42.0,110,2.0,2.0,3.0,4.0,3.0,10.0,2.0,24.0,3.0,11.0,1.0,6.0,11.0,17.0,3.0,6.0,,45.0,2.0,1.0,3.0,9,,12,3.0,15,2.0,1.0,1.0,4.0,,4.0,1.0,,,5.0,2.0,3.0,5.0,,5.0,7.0,2.0,4.0,,,,,10.0,27,0.0769230769230769,0.0833333333333333,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.5909090909090909,0.6666666666666666,0.5303030303030303,0.5,0.5857142857142857,0.6428571428571429,0.3333333333333333,0.0454545454545454,0.1428571428571428,28.368794326241137,0.8,,0.18,0.0434782608695652,0.125,0.05,0.1621621621621621,0.0476190476190476,,0.0625,,0.15,0.3076923076923077,0.1666666666666666,,0.2121212121212121,0.8571428571428571,1.0,,0.2121212121212121,0.2857142857142857,0.2857142857142857,,0.2424242424242424,0.625,0.625,0.2,,,,,0.3333333333333333,0.2,0.2857142857142857,1.0,,0.5454545454545454,0.4951318181818182,0.5735833333333333,0.4781214285714285,0.1142857142857142,0.1666666666666666,0.238095238095238,10.027272727272727,26.46363636363636,0.2231404958677686,,3.0,3.0,4.0,3.0,1.0,3.0,1.0,,1.0,0.25,0.1176470588235294,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.6,,0.5714285714285714,0.2727272727272727,1.0,,,1.0,1.0,2.0,1.0,7.0,6.0,8.0,,,0.3333333333333333,1.0,0.7,0.7,,1.0,,,,0.3333333333333333,,0.25,0.1666666666666666,,2.0,1.0,,1.0,,,,,0.1,,,0.0625,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,
1629670,1610612749,Jordan Nwora,Jordan Nwora,1629670,MIL,3947.0,66,-30.0,134,135,51,60,17,269,4.0,7.0,1.0,,2.0,,2.0,,3.0,1.0,2.0,1.0,7.0,4.0,12,4.0,9.0,6.0,26.0,155,1.0,,4.0,2.0,4.0,7.0,4.0,4.0,12.0,7.0,2.0,6.0,4.0,10.0,1.0,4.0,1.0,24.0,1.0,1.0,,3,1.0,4,2.0,6,1.0,1.0,,2.0,,2.0,,,,2.0,,4.0,4.0,,8.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,51,0.5,0.5,1.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,,0.4761904761904761,0.25,0.5416666666666666,0.4375,0.4285714285714285,0.1666666666666666,0.2857142857142857,17.105263157894736,1.0,0.3333333333333333,0.1034482758620689,0.04,,0.0256410256410256,0.06,0.03125,,0.0357142857142857,,0.1538461538461538,0.1111111111111111,,1.0,0.3333333333333333,0.5714285714285714,0.8,0.5,0.0952380952380952,,,,0.1428571428571428,,,,0.0952380952380952,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,,0.1666666666666666,0.7619047619047619,0.5529380952380952,0.628,0.5269833333333334,0.1666666666666666,0.2666666666666666,0.2692307692307692,6.575,26.188888888888886,0.3805970149253731,,3.0,,1.0,,1.0,3.0,,,1.0,0.5,,0.4285714285714285,0.4285714285714285,1.0,,,0.1666666666666666,0.4285714285714285,1.0,,,,1.0,1.0,,2.0,,3.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,0.0769230769230769,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,2990.0,50,30.0,100,94,32,29,14,194,3.0,4.0,,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,,2.0,6.0,8,1.0,3.0,5.0,20.0,87,2.0,2.0,2.0,1.0,5.0,9.0,6.0,6.0,3.0,2.0,1.0,4.0,4.0,8.0,1.0,3.0,,20.0,,3.0,2.0,1,,3,3.0,6,2.0,1.0,1.0,,,,2.0,,,2.0,,1.0,3.0,,9.0,6.0,,2.0,,,,,9.0,32,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.6818181818181818,0.6666666666666666,0.7142857142857143,0.75,0.2727272727272727,0.125,0.25,13.913043478260873,,,0.0384615384615384,0.1428571428571428,0.0869565217391304,,0.0612244897959183,0.0681818181818181,0.25,,,,0.1111111111111111,0.1,,0.3636363636363636,0.75,1.0,0.3333333333333333,0.1818181818181818,1.0,1.0,1.0,0.1818181818181818,0.5,0.5,,0.0909090909090909,,,,0.1818181818181818,,0.3333333333333333,1.0,,0.6363636363636364,0.5525500000000001,0.43515,0.5506166666666666,0.1538461538461538,0.2,0.45,8.075,25.1,0.32,,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,,1.0,,1.0,1.0,5.0,,3.0,1.0,2.0,1.0,0.5,0.8333333333333334,0.8333333333333334,,,,,,1.0,1.0,,0.25,,,,,,1.0,,,1.0,,0.125,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1631260,1610612749,AJ Green,AJ Green,1631260,MIL,3999.0,67,-32.0,135,130,35,43,17,265,,,,,,,,1.0,3.0,2.0,3.0,,14.0,1.0,3,8.0,17.0,2.0,28.0,152,,,,5.0,,6.0,2.0,,21.0,14.0,1.0,2.0,,2.0,,1.0,,4.0,,1.0,1.0,4,,5,1.0,6,1.0,1.0,,,,,,,,,,3.0,5.0,,1.0,2.0,,1.0,,,,,6.0,35,1.0,1.0,0.875,0.4705882352941176,0.4705882352941176,0.3333333333333333,,0.65,0.6,0.6666666666666666,0.6,0.85,0.3333333333333333,,13.81578947368421,,,0.1142857142857142,0.04,0.0416666666666666,,0.0847457627118644,0.0140845070422535,,,,0.1428571428571428,,0.05,,,,,,,,,,0.15,0.3333333333333333,0.5,1.0,0.15,0.6666666666666666,0.6666666666666666,1.0,0.7,,,,,0.85,0.5038775,0.61315,0.53844,0.0476190476190476,0.25,0.2142857142857142,19.53333333333333,25.62941176470588,0.2592592592592592,,6.0,2.0,5.0,4.0,2.0,6.0,,,,0.4,0.1428571428571428,0.4285714285714285,0.4285714285714285,0.8333333333333334,0.5,,1.0,0.4285714285714285,,2.0,2.0,2.0,2.0,,4.0,12.0,3.0,,1.0,,1.0,,1.5,1.5,,,,0.5,1.0,1.0,0.5,0.4,0.4285714285714285,,,,,,,,1.0,,,0.1666666666666666,,,,,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,,,,,,,
202083,1610612749,Wesley Matthews,Wesley Matthews,202083,MIL,2715.0,45,14.0,91,88,38,32,17,179,,,,,,1.0,1.0,,,2.0,3.0,1.0,7.0,1.0,1,5.0,10.0,4.0,21.0,104,1.0,1.0,1.0,4.0,,8.0,2.0,,15.0,7.0,,1.0,,1.0,,1.0,,2.0,2.0,,1.0,3,,4,2.0,6,2.0,2.0,,,,,,,,,,3.0,4.0,,2.0,4.0,,2.0,1.0,,1.0,,8.0,38,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7727272727272727,0.8,0.8076923076923077,0.8,0.9090909090909092,,,11.926605504587156,,,0.1,,0.0476190476190476,0.0833333333333333,0.0784313725490196,0.0444444444444444,,0.1052631578947368,,0.0769230769230769,0.3333333333333333,0.0588235294117647,,,,,,0.0909090909090909,1.0,1.0,1.0,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.6363636363636364,,,,0.2,0.9090909090909092,0.5204727272727273,0.4374,0.53433,0.1538461538461538,0.6666666666666666,0.3809523809523809,10.8,25.629999999999995,0.4175824175824176,,3.0,3.0,3.0,3.0,2.0,3.0,,,,0.5,,0.4285714285714285,0.4285714285714285,1.0,0.75,,0.6,0.4285714285714285,,,,1.0,2.0,1.0,1.0,5.0,,,,,0.3333333333333333,1.0,0.625,0.625,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.238095238095238,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628960,1610612749,Grayson Allen,Grayson Allen,1628960,MIL,4353.0,73,-18.0,141,144,17,18,21,285,5.0,7.0,,1.0,1.0,1.0,2.0,,,1.0,4.0,1.0,14.0,6.0,9,5.0,18.0,4.0,31.0,159,,1.0,1.0,1.0,,2.0,4.0,8.0,12.0,14.0,1.0,3.0,2.0,5.0,,2.0,,12.0,,1.0,4.0,6,,10,3.0,13,1.0,1.0,,6.0,1.0,4.0,3.0,2.0,2.0,9.0,1.0,3.0,5.0,,4.0,5.0,,2.0,,,,,2.0,17,0.3333333333333333,0.3333333333333333,0.8,0.2777777777777778,0.2777777777777778,0.6666666666666666,1.0,0.5,0.5,0.5172413793103449,0.5,0.6666666666666666,0.1111111111111111,0.1428571428571428,23.03030303030303,0.6666666666666666,,0.1428571428571428,0.0333333333333333,0.1379310344827586,,0.1408450704225352,0.0133333333333333,,,,0.0869565217391304,0.3333333333333333,0.1666666666666666,,0.2592592592592592,0.7142857142857143,0.8333333333333334,0.4,0.074074074074074,0.5,0.5,,,,,,0.1481481481481481,0.25,0.25,1.0,0.5185185185185185,,0.5,1.0,0.5,0.925925925925926,0.5678203703703704,0.5421,0.58885,0.0689655172413793,0.1818181818181818,0.064516129032258,3.422222222222222,26.51111111111111,0.1205673758865248,,4.0,2.0,,3.0,,4.0,2.0,,1.0,,0.1538461538461538,0.2857142857142857,0.2857142857142857,0.75,0.6666666666666666,,,0.2857142857142857,,,1.0,2.0,,,2.0,8.0,3.0,2.0,1.0,,0.6666666666666666,,1.0,1.0,,,,0.3333333333333333,,1.0,0.5,,0.2580645161290322,2.0,,,,1.0,,,,,0.0833333333333333,,,,,1.0,,,2.0,0.5,,,,,,,,,True,,,,,,,,,,,,
