EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PtsAssisted3s,ShortMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls,Charge Fouls Drawn,Blocked3s,BlockedCorner3,Assisted3sPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,BlockedArc3,BlockedAtRim,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,Defensive 3 Seconds Violations,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,StepOutOfBoundsTurnovers,Charge Fouls,BlockedLongMidRange,on,DefensiveGoaltends,3SecondViolations,Transition Take Fouls,3pt And 1 Free Throw Trips,Clear Path Fouls
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,8998.0,150,4,320,319,99,134.0,43.0,639,20.0,31,3.0,3.0,11.0,13.0,16.0,45.0,12.0,19.0,4.0,9.0,1.0,2.0,2.0,3.0,48,95,4.0,9.0,44.0,152,374,4.0,5.0,1.0,2.0,4.0,15.0,20.0,31.0,2.0,3.0,20.0,66.0,14.0,82.0,12.0,4.0,9.0,4.0,13.0,9.0,15.0,24.0,12.0,3.0,7.0,2.0,63.0,6.0,7.0,9.0,2.0,18.0,6.0,24.0,3.0,8.0,4.0,4.0,6.0,2.0,3.0,7.0,1.0,3.0,2.0,13.0,1.0,1.0,6,12,1.0,34.0,1.0,3.0,1.0,49.0,4.0,2.0,23.0,3.0,3.0,3.0,3.0,2.0,66.0,99,1.0,2.0,0.14583333333333334,0.15217391304347827,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,0.5052631578947369,0.8,0.6451612903225806,0.5192307692307693,0.7857142857142857,0.6764705882352942,0.5952380952380952,0.8333333333333334,0.7558139534883721,0.08653846153846154,0.1368421052631579,0.12903225806451613,0.17777777777777778,0.05263157894736842,37.5,0.46153846153846156,0.16666666666666666,0.13432835820895522,0.06741573033707865,0.1076923076923077,0.12121212121212122,0.03870967741935484,0.08333333333333333,0.07142857142857142,0.16,0.06896551724137931,0.23076923076923078,0.10638297872340426,0.1111111111111111,0.07894736842105263,0.6666666666666666,0.2980769230769231,0.6451612903225806,0.7407407407407407,0.25,0.4326923076923077,0.35555555555555557,0.43243243243243246,0.125,0.18269230769230768,0.631578947368421,0.6666666666666666,0.08653846153846154,0.4444444444444444,0.4444444444444444,0.42857142857142855,1.0,0.2857142857142857,0.5,0.38235294117647056,0.8461538461538461,0.08823529411764706,0.6666666666666666,0.38461538461538464,0.4444444444444444,0.4916572115384615,0.53924,0.5099117647058823,0.18699186991869918,0.20175438596491227,0.09868421052631579,0.4342105263157895,7.823157894736843,25.87777777777778,0.309375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,7853.0,131,-10,266,268,50,66.0,42.0,534,10.0,15,6.0,9.0,3.0,3.0,1.0,6.0,4.0,5.0,3.0,7.0,,,1.0,3.0,15,26,6.0,12.0,3.0,51,288,7.0,10.0,,,,14.0,4.0,5.0,1.0,3.0,1.0,12.0,20.0,10.0,,8.0,7.0,3.0,4.0,8.0,5.0,13.0,4.0,1.0,7.0,,31.0,8.0,9.0,4.0,1.0,14.0,14.0,28.0,,4.0,3.0,1.0,,,,,,,,,,,4,12,,10.0,,2.0,,4.0,2.0,,3.0,,,,1.0,1.0,12.0,50,2.0,,0.6666666666666666,0.9090909090909091,0.5,,0.3333333333333333,0.5,0.5769230769230769,0.7,0.8,0.631578947368421,0.7,0.6875,0.6538461538461539,0.7,0.75,0.3157894736842105,0.15384615384615385,0.2,0.16666666666666666,,12.420382165605096,,0.1,0.06060606060606061,0.10126582278481013,0.13636363636363635,0.09848484848484848,0.09333333333333334,0.08333333333333333,0.14285714285714285,0.07692307692307693,0.045454545454545456,,0.12244897959183673,0.17647058823529413,,1.0,0.39473684210526316,0.6666666666666666,0.8333333333333334,0.6,0.15789473684210525,0.16666666666666666,0.2,1.0,0.13157894736842105,0.8,0.8,0.18421052631578946,0.42857142857142855,0.42857142857142855,0.9,0.6666666666666666,,,0.375,1.0,0.375,0.3333333333333333,0.7105263157894737,0.42857142857142855,0.5098026315789472,0.547925,0.48931874999999997,0.07692307692307693,0.1111111111111111,0.27450980392156865,0.23529411764705882,6.934615384615385,25.13333333333333,0.18796992481203006,3.0,5.0,18.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,0.08450704225352113,0.08620689655172414,0.07692307692307693,0.75,0.13157894736842105,0.6,0.6,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629647,1610612760,Darius Bazley,Darius Bazley,1629647,OKC,8507.0,142,-27,288,292,31,93.0,40.0,580,12.0,25,2.0,8.0,3.0,5.0,1.0,4.0,1.0,2.0,6.0,9.0,1.0,1.0,,,14,31,7.0,10.0,3.0,52,326,2.0,8.0,1.0,1.0,,7.0,3.0,5.0,,,1.0,7.0,20.0,8.0,3.0,2.0,9.0,6.0,6.0,7.0,6.0,13.0,3.0,3.0,4.0,2.0,32.0,6.0,9.0,9.0,3.0,21.0,14.0,35.0,1.0,7.0,7.0,,4.0,,2.0,1.0,,2.0,1.0,5.0,,,3,8,,9.0,,2.0,,7.0,1.0,,4.0,,5.0,1.0,10.0,7.0,7.0,31,1.0,,0.7142857142857143,0.7692307692307693,0.7,1.0,,0.7,0.45161290322580644,0.25,0.6,0.5975609756097561,0.3888888888888889,0.6,0.5909090909090909,0.3888888888888889,0.5833333333333334,0.24390243902439024,0.1935483870967742,0.2,0.25,,14.759036144578314,0.8,0.2727272727272727,0.125,0.07317073170731707,0.12857142857142856,0.1267605633802817,0.09523809523809523,0.08108108108108109,0.08333333333333333,0.1388888888888889,0.125,,0.1568627450980392,0.05263157894736842,0.07142857142857142,0.7,0.6097560975609756,0.48,0.6,0.6666666666666666,0.0975609756097561,0.25,0.3333333333333333,1.0,0.04878048780487805,0.5,0.5,0.21951219512195122,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.25,0.1111111111111111,1.0,1.0,0.6,,,0.8536585365853658,0.6666666666666666,0.585801219512195,0.5925166666666667,0.7474000000000001,0.09090909090909091,0.11764705882352941,0.1346153846153846,0.1346153846153846,3.2774193548387096,25.879999999999995,0.1076388888888889,1.0,1.0,18.0,1.0,8.0,1.0,,5.0,2.0,0.8571428571428571,0.12307692307692308,0.07547169811320754,0.3333333333333333,1.0,0.024390243902439025,1.0,1.0,1.0,0.8333333333333334,0.5,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630197,1610612760,Aleksej Pokusevski,Aleksej Pokusevski,1630197,OKC,5322.0,89,-10,191,188,26,47.0,29.0,379,7.0,12,3.0,5.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,11.0,,1.0,,1.0,9,19,2.0,17.0,3.0,27,213,3.0,5.0,,2.0,,6.0,2.0,3.0,,1.0,1.0,5.0,8.0,10.0,,6.0,11.0,1.0,2.0,8.0,1.0,9.0,1.0,,5.0,1.0,19.0,5.0,5.0,5.0,,10.0,10.0,20.0,2.0,,,,2.0,3.0,2.0,7.0,,,2.0,9.0,1.0,,2,4,1.0,3.0,,,,4.0,,,2.0,,4.0,2.0,4.0,4.0,5.0,26,,,0.4444444444444444,0.6666666666666666,0.11764705882352941,,,0.11764705882352941,0.47368421052631576,0.6,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.5,0.35526315789473684,0.42857142857142855,0.5,0.4722222222222222,0.10526315789473684,0.08333333333333333,0.16666666666666666,,21.17117117117117,0.2222222222222222,,0.11627906976744186,0.11627906976744186,0.10869565217391304,0.11235955056179775,0.09278350515463918,0.18181818181818182,0.05263157894736842,,0.18181818181818182,0.16666666666666666,0.09090909090909091,0.15384615384615385,0.08695652173913043,1.0,0.3333333333333333,0.5833333333333334,0.6363636363636364,0.42857142857142855,0.16666666666666666,0.16666666666666666,0.2,,0.027777777777777776,1.0,1.0,0.3055555555555556,0.09090909090909091,0.09090909090909091,0.7142857142857143,0.6,0.14285714285714285,,0.75,0.6666666666666666,0.25,,0.8055555555555556,0.09090909090909091,0.5319375,0.5864625000000001,0.5360625,0.05263157894736842,0.09523809523809523,0.2222222222222222,0.18518518518518517,4.336842105263158,25.147058823529413,0.13612565445026178,1.0,6.0,6.0,2.0,4.0,,,,,1.0,0.07407407407407407,0.07894736842105263,0.0625,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,,,2.0,,1.0,1.0,1.0,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,True,,,,,
1631172,1610612760,Ousmane Dieng,Ousmane Dieng,1631172,OKC,31415.0,524,28,1090,1096,234,303.0,150.0,2186,32.0,43,6.0,8.0,7.0,8.0,12.0,28.0,,5.0,15.0,60.0,2.0,6.0,2.0,15.0,44,76,24.0,90.0,11.0,171,1210,6.0,10.0,2.0,7.0,6.0,24.0,9.0,18.0,3.0,23.0,3.0,30.0,74.0,14.0,3.0,2.0,58.0,15.0,8.0,24.0,13.0,37.0,10.0,3.0,16.0,2.0,87.0,9.0,37.0,33.0,9.0,79.0,18.0,97.0,3.0,13.0,9.0,4.0,15.0,,9.0,7.0,,6.0,6.0,22.0,1.0,5.0,26,40,1.0,16.0,1.0,,,18.0,2.0,,9.0,1.0,6.0,2.0,6.0,4.0,30.0,234,2.0,1.0,0.8409090909090909,0.8604651162790697,0.26666666666666666,0.2857142857142857,0.13043478260869565,0.2727272727272727,0.5789473684210527,0.6,0.5,0.4819277108433735,0.5294117647058824,0.32926829268292684,0.49137931034482757,0.5714285714285714,0.3409090909090909,0.5421686746987951,0.10526315789473684,0.11627906976744186,0.10714285714285714,,15.543219666931007,0.6818181818181818,0.24324324324324326,0.12643678160919541,0.0313588850174216,0.15289256198347106,0.13916500994035785,0.03208556149732621,0.02654867256637168,0.0425531914893617,0.05660377358490566,0.20168067226890757,0.08333333333333333,0.11764705882352941,0.2361111111111111,0.03488372093023256,0.6666666666666666,0.25903614457831325,0.7441860465116279,0.8421052631578947,0.875,0.1686746987951807,0.42857142857142855,0.48,0.75,0.030120481927710843,,,0.3614457831325301,0.25,0.25,0.47058823529411764,0.75,0.35294117647058826,0.3333333333333333,0.1951219512195122,0.875,0.36585365853658536,0.13333333333333333,0.8012048192771084,0.25862068965517243,0.5378411585365855,0.5669136363636365,0.5103153846153845,0.05202312138728324,0.10843373493975904,0.14035087719298245,0.17543859649122806,4.756578947368419,25.643333333333338,0.21467889908256882,9.0,30.0,69.0,6.0,9.0,3.0,,,,0.9583333333333334,0.032846715328467155,0.03111111111111111,0.04081632653061224,,0.18072289156626506,0.3,0.3,1.0,0.9333333333333333,0.8333333333333334,,4.0,1.0,1.0,,,,0.058823529411764705,1.0,8.0,2.0,3.0,0.1951219512195122,0.125,,,,,,,,,,,,,,True,,,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,10858.0,181,23,376,381,108,120.0,42.0,757,2.0,3,1.0,1.0,,1.0,3.0,5.0,3.0,8.0,20.0,49.0,3.0,4.0,3.0,10.0,8,16,21.0,53.0,5.0,84,462,2.0,4.0,4.0,5.0,2.0,18.0,1.0,2.0,3.0,10.0,,11.0,8.0,8.0,3.0,,49.0,20.0,2.0,11.0,8.0,19.0,7.0,1.0,8.0,,46.0,3.0,7.0,11.0,1.0,19.0,3.0,22.0,,5.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,,,7.0,1.0,2.0,5,14,,10.0,,5.0,,7.0,,2.0,1.0,,1.0,1.0,1.0,,11.0,108,1.0,,0.5,0.5,0.39622641509433965,0.8,0.3,0.39622641509433965,0.5,0.5,0.5,0.572463768115942,0.8888888888888888,0.4583333333333333,0.5845070422535211,0.9,0.4583333333333333,0.7681159420289855,0.125,0.3333333333333333,0.2,,18.352941176470587,0.42857142857142855,0.06666666666666667,0.13253012048192772,0.03409090909090909,0.09859154929577464,0.11688311688311688,0.017857142857142856,0.05555555555555555,,0.13043478260869565,0.06976744186046512,0.29411764705882354,0.1,0.09523809523809523,,,0.043478260869565216,0.6666666666666666,1.0,1.0,0.07246376811594203,0.6,0.75,,0.11594202898550725,0.375,0.375,0.7101449275362319,0.40816326530612246,0.40816326530612246,0.1111111111111111,1.0,0.4444444444444444,0.75,0.08333333333333333,,0.8333333333333334,0.3,0.8115942028985508,0.40816326530612246,0.5151528985507248,0.468925,0.5044666666666667,0.028169014084507043,0.058823529411764705,0.21428571428571427,0.13095238095238096,13.249999999999998,25.99245283018868,0.2872340425531915,1.0,4.0,60.0,3.0,,,3.0,,,0.9523809523809523,,,,0.6666666666666666,0.057971014492753624,0.25,0.3333333333333333,1.0,0.95,1.0,,,0.6666666666666666,1.0,,,,0.1111111111111111,,,,,,,1.0,1.0,1.0,0.018867924528301886,0.25,0.0625,1.0,1.0,0.018518518518518517,,,,,True,,,,,
1630544,1610612760,Tre Mann,Tre Mann,1630544,OKC,15841.0,264,8,557,557,108,167.0,73.0,1114,10.0,16,1.0,2.0,3.0,4.0,12.0,30.0,3.0,6.0,15.0,61.0,1.0,6.0,2.0,10.0,25,52,18.0,68.0,13.0,117,577,3.0,5.0,1.0,6.0,2.0,11.0,8.0,12.0,2.0,11.0,2.0,24.0,14.0,36.0,27.0,4.0,60.0,15.0,4.0,18.0,16.0,34.0,14.0,2.0,9.0,1.0,84.0,4.0,15.0,15.0,,30.0,6.0,36.0,2.0,13.0,8.0,5.0,13.0,,11.0,6.0,3.0,2.0,,19.0,3.0,3.0,12,25,1.0,17.0,,,,21.0,2.0,3.0,10.0,,1.0,1.0,1.0,1.0,24.0,108,3.0,,0.28,0.30434782608695654,0.2647058823529412,0.16666666666666666,0.18181818181818182,0.26865671641791045,0.4807692307692308,0.6,0.6666666666666666,0.43333333333333335,0.4090909090909091,0.4782608695652174,0.453125,0.4583333333333333,0.5,0.5666666666666667,0.07692307692307693,0.0625,0.1,,22.932917316692667,0.6842105263157895,,0.10135135135135136,0.028368794326241134,0.12396694214876033,0.11152416356877323,0.020905923344947737,0.018518518518518517,0.027777777777777776,0.08571428571428572,0.1076923076923077,0.15384615384615385,0.12048192771084337,0.13157894736842105,0.028985507246376812,1.0,0.13333333333333333,0.625,0.6666666666666666,0.3,0.25,0.4,0.4444444444444444,0.16666666666666666,0.05,0.5,0.5,0.5083333333333333,0.2459016393442623,0.25,0.18181818181818182,0.5,0.5454545454545454,0.16666666666666666,0.17391304347826086,0.75,0.43478260869565216,0.2,0.7,0.25,0.5036105042016807,0.5175583333333332,0.48209090909090907,0.078125,0.16666666666666666,0.09401709401709402,0.20512820512820512,7.490384615384617,26.442647058823525,0.19389587073608616,3.0,7.0,27.0,8.0,2.0,1.0,3.0,,,0.5,0.0136986301369863,0.01694915254237288,,0.6666666666666666,0.058333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.4,,,,1.0,,,,,,,1.0,1.0,,0.043478260869565216,,,1.0,,0.014705882352941176,,0.06666666666666667,,,,0.01639344262295082,,,,True,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,10552.0,176,32,363,365,98,103.0,58.0,728,13.0,21,3.0,4.0,5.0,9.0,5.0,11.0,,,6.0,14.0,2.0,2.0,,3.0,18,32,6.0,21.0,13.0,67,403,3.0,5.0,2.0,3.0,3.0,15.0,7.0,11.0,,4.0,7.0,21.0,24.0,12.0,,4.0,14.0,6.0,4.0,4.0,4.0,8.0,3.0,1.0,3.0,,20.0,2.0,6.0,10.0,,16.0,8.0,24.0,2.0,2.0,2.0,,4.0,1.0,2.0,3.0,,2.0,2.0,7.0,1.0,4.0,5,9,,11.0,,,,17.0,1.0,,9.0,,1.0,,1.0,,21.0,98,1.0,,0.6666666666666666,0.75,0.2857142857142857,0.6666666666666666,,0.2857142857142857,0.5625,0.6,0.6363636363636364,0.5094339622641509,0.75,0.4666666666666667,0.5491803278688525,0.75,0.5526315789473685,0.39622641509433965,0.125,0.047619047619047616,0.2727272727272727,,15.77726218097448,0.5714285714285714,,0.11627906976744186,0.020618556701030927,0.07407407407407407,0.09580838323353294,0.04020100502512563,0.05128205128205128,,0.21212121212121213,0.05263157894736842,0.06666666666666667,0.09090909090909091,0.038461538461538464,0.08333333333333333,,0.39622641509433965,0.6190476190476191,0.65,0.6153846153846154,0.20754716981132076,0.45454545454545453,0.625,0.8,,,,0.2641509433962264,0.42857142857142855,0.42857142857142855,0.5,0.75,0.25,1.0,0.6,0.5555555555555556,0.2,,0.7924528301886793,0.42857142857142855,0.5162179245283018,0.4946625,0.5152233333333334,0.14754098360655737,0.225,0.22388059701492538,0.31343283582089554,3.34375,25.252380952380957,0.2699724517906336,,7.0,18.0,1.0,6.0,1.0,1.0,,,1.0,0.058823529411764705,0.06097560975609756,0.05,,0.1320754716981132,,,,1.0,0.3333333333333333,,1.0,1.0,1.0,,,,0.125,,1.0,,,0.06666666666666667,,,,,,,,,,,,,,,True,,,,,
1631114,1610612760,Jalen Williams,Jalen Williams,1631114,OKC,12686.0,211,-46,435,445,63,107.0,52.0,880,34.0,48,6.0,7.0,6.0,8.0,11.0,28.0,3.0,7.0,8.0,20.0,4.0,4.0,1.0,1.0,48,83,8.0,20.0,33.0,153,520,7.0,8.0,4.0,4.0,4.0,30.0,9.0,13.0,1.0,1.0,2.0,23.0,22.0,74.0,3.0,10.0,20.0,8.0,7.0,16.0,14.0,30.0,8.0,6.0,12.0,2.0,74.0,11.0,17.0,7.0,5.0,29.0,14.0,43.0,4.0,6.0,4.0,2.0,4.0,2.0,3.0,6.0,,1.0,,10.0,,1.0,10,21,1.0,31.0,,4.0,,40.0,4.0,,22.0,,4.0,,4.0,2.0,23.0,63,2.0,,0.22916666666666666,0.2558139534883721,0.4,1.0,1.0,0.4,0.5783132530120482,0.875,0.6923076923076923,0.5825242718446602,1.0833333333333333,0.75,0.6322314049586777,1.0714285714285714,0.71875,0.1941747572815534,0.08433734939759036,0.08333333333333333,0.10714285714285714,,26.464646464646464,0.4,0.4166666666666667,0.07,0.09565217391304348,0.18478260869565216,0.125,0.0625,0.06976744186046512,0.1206896551724138,0.13157894736842105,0.020833333333333332,0.07142857142857142,0.1791044776119403,0.2,0.1,0.5,0.46601941747572817,0.7083333333333334,0.7727272727272727,0.3235294117647059,0.27184466019417475,0.39285714285714285,0.44,,0.06796116504854369,0.42857142857142855,0.42857142857142855,0.1941747572815534,0.4,0.4,0.5833333333333334,0.8571428571428571,0.3333333333333333,1.0,0.5714285714285714,0.75,0.07142857142857142,1.0,0.6601941747572816,0.4,0.5244529126213592,0.59395,0.4701571428571429,0.18181818181818182,0.21782178217821782,0.19607843137254902,0.1503267973856209,5.022891566265061,26.145,0.14482758620689656,,,21.0,2.0,3.0,2.0,1.0,,,0.875,0.027522935779816515,0.03333333333333333,,,,,,,0.875,0.16666666666666666,,3.0,1.0,,,1.0,,,,,,,,,,,,,,0.07142857142857142,,,,,1.0,1.0,1.0,True,,,,,
1630581,1610612760,Josh Giddey,Josh Giddey,1630581,OKC,10868.0,181,1,377,383,65,52.0,53.0,760,24.0,35,4.0,6.0,6.0,6.0,12.0,34.0,,3.0,2.0,17.0,,3.0,1.0,1.0,36,72,3.0,19.0,8.0,89,416,5.0,9.0,,3.0,2.0,12.0,7.0,12.0,1.0,1.0,,17.0,18.0,54.0,3.0,6.0,17.0,2.0,6.0,24.0,22.0,46.0,18.0,4.0,21.0,2.0,114.0,10.0,18.0,10.0,3.0,31.0,12.0,43.0,4.0,6.0,2.0,4.0,13.0,3.0,9.0,5.0,,4.0,,18.0,3.0,3.0,9,14,,10.0,,,,12.0,2.0,,7.0,,4.0,2.0,4.0,3.0,17.0,65,1.0,,0.25,0.2727272727272727,0.15789473684210525,,1.0,0.15789473684210525,0.5,0.5555555555555556,0.5833333333333334,0.44505494505494503,0.4166666666666667,0.6538461538461539,0.4635416666666667,0.46153846153846156,0.6538461538461539,0.2087912087912088,0.08333333333333333,0.02857142857142857,0.14705882352941177,,26.267281105990783,0.7222222222222222,0.3,0.10309278350515463,0.09259259259259259,0.1978021978021978,0.14893617021276595,0.06,0.1,0.07272727272727272,0.06,0.11428571428571428,0.25,0.22413793103448276,0.15151515151515152,0.08888888888888889,0.75,0.38461538461538464,0.6857142857142857,0.7058823529411765,0.20833333333333334,0.37362637362637363,0.35294117647058826,0.41379310344827586,0.3333333333333333,0.03296703296703297,,,0.18681318681318682,0.11764705882352941,0.125,0.5,0.6666666666666666,0.25,,0.46153846153846156,1.0,0.07692307692307693,1.0,0.5934065934065934,0.11764705882352941,0.5145362637362637,0.5752124999999999,0.5374307692307693,0.07291666666666667,0.09090909090909091,0.1348314606741573,0.19101123595505617,5.174999999999999,25.589473684210528,0.1724137931034483,1.0,2.0,6.0,1.0,2.0,1.0,1.0,,,0.6666666666666666,0.021739130434782608,0.0273972602739726,,,0.02197802197802198,0.5,0.5,1.0,0.5,,,2.0,,,,,,,,,,,,,,1.0,,0.05263157894736842,,0.15384615384615385,,,,0.058823529411764705,,2.0,,True,,,,,
