EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PtsUnassisted2s,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3FGA,Arc3FGA,FG3A,NonHeaveArc3FGA,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,Corner3Assists,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,Corner3FGM,FG3M,PtsAssisted3s,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,BadPassOutOfBoundsTurnovers,SecondChanceArc3Frequency,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,FTDefRebounds,StepOutOfBoundsTurnovers,PenaltyFg3Pct,DefFTReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,LongMidRangeAssists,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveMakes,Fg3aBlocked,Charge Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,3SecondViolations
1628398,1610612764,Kyle Kuzma,Kyle Kuzma,1628398,WAS,383.0,6,-8.0,14,14,4,3.0,28,1.0,1.0,1.0,1.0,2.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.555555555555555,0.25,0.2,0.25,1.0,1.0,1.0,1.0,1.0,0.3749,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629134,1610612764,Kendrick Nunn,Kendrick Nunn,1629134,WAS,195.0,3,-3.0,7,8,4,,15,1.0,1.0,1.0,1.0,2.0,10.0,,,,,,,,,1.0,1.0,1.0,14.285714285714285,,,,1.0,1.0,1.0,,1.0,0.6336,1.8,2.0,2.0,2.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630176,1610612764,Vernon Carey Jr.,Vernon Carey Jr.,1630176,WAS,1709.0,28,-10.0,61,59,39,11.0,120,2.0,4.0,2.0,8.0,6.0,57.0,2.0,4.0,8.0,11.0,5.0,5.0,0.5,0.5,0.25,0.25,0.3333333333333333,15.068493150684931,0.25,0.32,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,0.5,0.5299875000000001,7.700000000000001,34.0,2.0,34.0,0.5573770491803278,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.5,0.5,0.5,0.125,0.25,0.5,0.13636363636363635,0.4444444444444444,0.08333333333333333,0.2,0.4444444444444444,0.2,0.5,0.25,0.25,0.3333333333333333,0.5,1.0,0.55645,0.565825,0.1111111111111111,0.1111111111111111,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630557,1610612764,Corey Kispert,Corey Kispert,1630557,WAS,493.0,8,10.0,18,18,11,1.0,36,1.0,1.0,1.0,2.0,2.0,12.0,2.0,,,,1.0,1.0,1.0,1.0,0.5,0.25,0.25,21.05263157894737,,,,0.25,1.0,1.0,1.0,0.75,0.5714125,2.8499999999999996,10.0,,10.0,0.5555555555555556,,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,0.25,,,1.0,1.0,,0.713,,,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.25,0.25,25.549999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203115,1610612764,Will Barton,Will Barton,203115,WAS,861.0,14,-3.0,30,31,15,7.0,61,1.0,1.0,1.0,3.0,7.0,32.0,,1.0,1.0,2.0,,,,,0.3333333333333333,0.125,0.35,26.31578947368421,0.125,0.08333333333333333,0.16666666666666666,0.125,1.0,1.0,,0.75,0.42718750000000005,5.333333333333333,16.0,2.0,16.0,0.5333333333333333,1.0,,,2.0,,5.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,1.0,,5.0,1.0,,1.0,,,,,,,,,,,2.0,5.0,1.0,1.0,,,,1.0,,2.0,,,0.2,0.3333333333333333,,,0.07692307692307693,,0.05263157894736842,0.09090909090909091,,,,0.25,,1.0,,,0.3765,0.509325,0.2,0.25,0.2857142857142857,,5.0,5.0,5.0,0.625,0.5,,0.625,26.419999999999998,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630692,1610612764,Jordan Goodwin,Jordan Goodwin,1630692,WAS,1178.0,20,-6.0,42,40,27,9.0,82,,,1.0,6.0,7.0,37.0,,2.0,3.0,5.0,1.0,2.0,,,0.16666666666666666,0.3125,0.3888888888888889,19.23076923076923,0.18181818181818182,0.1875,0.1111111111111111,,,,,0.25,0.44417500000000004,11.366666666666667,19.0,2.0,19.0,0.4523809523809524,,,,4.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,,3.0,,3.0,,6.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,4.0,0.5,0.5,0.6666666666666666,0.5,,,0.0625,0.2,0.07692307692307693,,0.2,,1.0,0.5,0.25,,,,,0.33809999999999996,0.1111111111111111,0.14285714285714285,0.5714285714285714,1.0,1.0,2.0,1.0,0.25,0.5,0.125,0.125,24.950000000000003,,,1.0,2.0,,2.0,,,,1.0,1.0,1.0,,,,0.2857142857142857,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.1,0.5,0.1111111111111111,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630166,1610612764,Deni Avdija,Deni Avdija,1630166,WAS,845.0,14,,28,28,16,7.0,56,1.0,1.0,1.0,5.0,5.0,24.0,,2.0,4.0,6.0,1.0,1.0,,,0.2,0.16666666666666666,0.3125,25.0,0.2,0.2857142857142857,0.14285714285714285,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.464875,6.4,15.0,2.0,15.0,0.5357142857142857,1.0,1.0,1.0,4.0,,3.0,1.0,1.0,3.0,4.0,2.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,4.0,2.0,,,,,,,4.0,0.3333333333333333,0.3333333333333333,0.5,0.4,,,0.08333333333333333,0.5,0.11764705882352941,0.1,0.5,0.3333333333333333,,0.6666666666666666,,0.5,0.3333333333333333,1.0,0.5741750000000001,0.4863,0.25,0.2857142857142857,0.8,,1.0,1.0,1.0,0.16666666666666666,0.5,,0.16666666666666666,26.3,1.0,,1.0,2.0,,2.0,,,,1.0,0.5,0.5,1.0,,,0.4,,,,,1.0,,,,,,0.2,,0.2,0.3333333333333333,,,,,,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612764,Monte Morris,Monte Morris,1628420,WAS,65.0,1,-4.0,3,2,2,,5,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612764,Rui Hachimura,Rui Hachimura,1629060,WAS,113.0,2,-4.0,5,4,2,,9,,,,,,6.0,,,,,,,,,,,,40.0,,,,,,,,1.0,0.46305,,5.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46305,,,,,1.0,1.0,1.0,1.0,,,1.0,27.3,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,969.0,16,7.0,35,33,25,7.0,68,2.0,2.0,3.0,3.0,6.0,23.0,4.0,,1.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,9.523809523809524,,0.07142857142857142,,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7014333333333332,3.466666666666667,24.0,2.0,24.0,0.6857142857142857,,2.0,2.0,1.0,,,,3.0,3.0,6.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,6.0,1.0,1.0,1.0,,,,0.14285714285714285,0.16666666666666666,0.058823529411764705,,0.16666666666666666,,,0.3333333333333333,,,0.6666666666666666,1.0,,0.7014333333333332,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
