EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShortMidRangeAssists,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,Charge Fouls,Transition Take Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,SecondChanceCorner3FGM,Transition Take Fouls Drawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,on,Blocked3s,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedLongMidRange,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls
1627853,1610612752,Ryan Arcidiacono,Ryan Arcidiacono,1627853,NYK,186.0,3.0,-3.0,5,6,3.0,5.0,1.0,11,7.0,1.0,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628392,1610612752,Isaiah Hartenstein,Isaiah Hartenstein,1628392,NYK,12265.0,204.0,-16.0,409,415,94.0,119.0,62.0,824,464.0,28.0,94.0,0.22982885085574573,14.0,23.0,10.0,16.0,4.0,6.0,9.0,17.0,1.0,2.0,3.0,1.0,1.0,24.0,42.0,4.0,8.0,56.0,11.0,18.0,6.0,28.0,5.0,12.0,1.0,2.0,12.0,28.0,20.0,16.0,1.0,3.0,5.0,3.0,8.0,1.0,2.0,5.0,19.0,12.0,18.0,2.0,21.0,18.0,2.0,41.0,32.0,73.0,1.0,10.0,6.0,4.0,7.0,2.0,4.0,8.0,1.0,3.0,2.0,15.0,4.0,2.0,13.0,5.0,3.0,8.0,2.0,10.0,2.0,5.0,1.0,6.0,4.0,2.0,6.0,5.0,12.0,4.0,1.0,0.5833333333333334,0.875,0.5714285714285714,0.6111111111111112,0.4166666666666667,0.5217391304347826,0.6111111111111112,0.38461538461538464,0.56,0.6666666666666666,0.42857142857142855,0.08695652173913043,0.07142857142857142,0.08695652173913043,0.058823529411764705,13.457556935817806,0.4666666666666667,0.2222222222222222,0.16666666666666666,0.18556701030927836,0.19148936170212766,0.2,0.10434782608695652,0.19306930693069307,0.14354066985645933,0.15789473684210525,0.21153846153846154,0.25,0.10465116279069768,0.10344827586206896,0.20833333333333334,0.16981132075471697,0.2,0.2125,0.16,0.05263157894736842,0.8333333333333334,0.5,0.6086956521739131,0.6666666666666666,0.35714285714285715,0.3695652173913043,0.5294117647058824,0.5625,0.8888888888888888,0.043478260869565216,0.5,0.5,1.0,0.06521739130434782,0.021739130434782608,0.8888888888888888,0.625,0.1,0.46153846153846156,0.6666666666666666,0.07692307692307693,0.5869565217391305,0.5150086956521738,0.57056875,0.4892115384615385,0.10204081632653061,0.1111111111111111,0.5,0.21428571428571427,5.090476190476191,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629656,1610612752,Quentin Grimes,Quentin Grimes,1629656,NYK,2705.0,45.0,3.0,95,97,50.0,41.0,13.0,192,103.0,3.0,49.0,0.5263157894736842,5.0,7.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,4.0,1.0,5.0,6.0,9.0,9.0,5.0,26.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,,7.0,8.0,4.0,,5.0,,2.0,,2.0,,,2.0,4.0,,,,3.0,3.0,,6.0,,6.0,,1.0,,1.0,2.0,,1.0,,,1.0,,2.0,,1.0,1.0,,,4.0,,6.0,2.0,4.0,,,,,,,7.0,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.7,0.65,0.8333333333333334,0.7,0.5,,,,20.183486238532108,1.0,,,0.14285714285714285,,0.13043478260869565,,0.13636363636363635,,,,,,,,0.2727272727272727,,0.1875,,,,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.8,0.05555555555555555,,,,0.05555555555555555,1.0,1.0,,0.2222222222222222,0.2777777777777778,0.6666666666666666,1.0,1.0,0.6,0.6666666666666666,0.2,0.8888888888888888,0.5769277777777778,0.6113,0.6320300000000001,0.2,0.36363636363636365,0.19230769230769232,0.2692307692307692,4.844444444444444,25.433333333333337,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.2,0.2,1.0,0.3333333333333333,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630579,1610612752,Jericho Sims,Jericho Sims,1630579,NYK,6165.0,103.0,-40.0,207,212,27.0,34.0,23.0,419,256.0,8.0,27.0,0.13043478260869565,11.0,11.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,12.0,12.0,,,24.0,2.0,2.0,,4.0,3.0,3.0,,,6.0,20.0,4.0,4.0,,,2.0,1.0,3.0,1.0,,,7.0,5.0,4.0,,8.0,6.0,3.0,17.0,9.0,26.0,,1.0,,1.0,,,,1.0,,,,1.0,,,6.0,,1.0,1.0,,,,,,5.0,3.0,2.0,5.0,2.0,6.0,,,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,5.579399141630901,,0.42857142857142855,,0.13333333333333333,0.0975609756097561,0.17777777777777778,0.08333333333333333,0.15555555555555556,0.0891089108910891,0.125,0.10526315789473684,,0.06976744186046512,0.11764705882352941,,0.21428571428571427,0.25,0.15384615384615385,0.3333333333333333,,0.4,0.9166666666666666,1.0,1.0,0.8181818181818182,0.08333333333333333,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,0.9166666666666666,0.6618833333333333,0.646,0.6514333333333333,,,0.16666666666666666,0.25,1.9416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203095,1610612752,Evan Fournier,Evan Fournier,203095,NYK,26817.0,447.0,-38.0,908,913,180.0,206.0,124.0,1821,1055.0,45.0,179.0,0.19823788546255505,6.0,14.0,1.0,3.0,5.0,6.0,12.0,28.0,3.0,9.0,28.0,5.0,83.0,21.0,51.0,111.0,18.0,165.0,2.0,5.0,2.0,18.0,7.0,10.0,21.0,9.0,32.0,20.0,22.0,4.0,82.0,3.0,20.0,16.0,36.0,6.0,10.0,15.0,88.0,3.0,1.0,,23.0,20.0,1.0,44.0,4.0,48.0,,16.0,9.0,7.0,15.0,1.0,9.0,6.0,1.0,6.0,1.0,21.0,1.0,4.0,18.0,3.0,2.0,18.0,,21.0,,4.0,5.0,3.0,,3.0,3.0,2.0,31.0,4.0,4.0,0.47619047619047616,0.5263157894736842,0.4117647058823529,0.4,0.7,0.4537037037037037,0.4444444444444444,0.3709677419354839,0.4796511627906977,0.47368421052631576,0.43243243243243246,0.6851851851851852,0.058823529411764705,0.07142857142857142,0.07142857142857142,18.416030534351144,0.7142857142857143,0.038461538461538464,,0.0970873786407767,0.004672897196261682,0.10599078341013825,0.01282051282051282,0.1016548463356974,0.008928571428571428,0.011764705882352941,,,0.011428571428571429,0.01694915254237288,0.078125,0.08163265306122448,0.1590909090909091,0.10650887573964497,0.10416666666666667,,0.6666666666666666,0.08641975308641975,0.42857142857142855,0.46153846153846156,0.5,0.1728395061728395,0.42857142857142855,0.46153846153846156,0.4166666666666667,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1728395061728395,0.5123456790123457,0.16666666666666666,0.3333333333333333,,0.1935483870967742,0.8333333333333334,0.16129032258064516,0.7716049382716049,0.5155664596273293,0.528905,0.5166766666666668,0.029940119760479042,0.07272727272727272,0.10909090909090909,0.19393939393939394,9.01372549019608,25.45225225225225,10.0,2.0,1.0,25.0,16.0,35.0,13.0,3.0,90.0,25.0,0.8571428571428571,0.3153153153153153,0.14285714285714285,0.3181818181818182,0.35714285714285715,0.35714285714285715,0.9,0.30120481927710846,0.3048780487804878,0.84,0.1111111111111111,0.2,0.5161290322580645,0.3048780487804878,4.0,,4.0,11.0,2.0,4.0,15.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.3076923076923077,0.009009009009009009,0.012048192771084338,0.6111111111111112,0.36363636363636365,1.0,0.125,0.008928571428571428,,,,,,,,,,True,,,,,,,,,
1629004,1610612752,Svi Mykhailiuk,Svi Mykhailiuk,1629004,NYK,28.0,,,1,1,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,11165.0,186.0,-24.0,378,379,60.0,81.0,48.0,757,422.0,15.0,59.0,0.15873015873015872,11.0,20.0,,,1.0,2.0,16.0,31.0,1.0,5.0,4.0,,34.0,28.0,56.0,38.0,21.0,101.0,1.0,2.0,,11.0,3.0,7.0,4.0,5.0,17.0,16.0,40.0,,34.0,6.0,16.0,9.0,25.0,8.0,1.0,14.0,59.0,3.0,1.0,,16.0,15.0,1.0,32.0,4.0,36.0,1.0,11.0,8.0,3.0,5.0,1.0,3.0,4.0,1.0,2.0,,9.0,,3.0,6.0,1.0,1.0,18.0,,25.0,5.0,14.0,1.0,1.0,1.0,,1.0,,17.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.5,0.42857142857142855,0.425531914893617,0.7857142857142857,0.5454545454545454,0.4855769230769231,0.7857142857142857,0.6538461538461539,0.40425531914893614,0.10714285714285714,0.15,0.0967741935483871,26.09699769053118,0.5555555555555556,0.07142857142857142,,0.17045454545454544,0.012658227848101266,0.17777777777777778,0.02608695652173913,0.17415730337078653,0.020618556701030927,,0.025,,0.022988505747126436,0.03571428571428571,0.17857142857142858,0.2222222222222222,0.08333333333333333,0.18309859154929578,0.15789473684210525,0.0196078431372549,,0.2127659574468085,0.55,0.6470588235294118,0.18181818181818182,0.32978723404255317,0.5161290322580645,0.5714285714285714,0.375,0.05319148936170213,0.2,0.2,,0.0425531914893617,0.3617021276595745,,,,0.18181818181818182,0.5,,0.6170212765957447,0.5082755319148936,0.431175,0.45332727272727275,0.13592233009708737,0.2153846153846154,0.10891089108910891,0.16831683168316833,6.976785714285713,25.968421052631584,,,,8.0,4.0,8.0,5.0,2.0,21.0,8.0,0.875,0.21052631578947367,0.5,0.21052631578947367,,,,0.23529411764705882,0.24242424242424243,0.875,,,0.36363636363636365,0.23529411764705882,1.0,,3.0,5.0,2.0,3.0,3.0,,1.0,1.0,1.0,,1.0,,0.6,0.02631578947368421,0.029411764705882353,0.7142857142857143,0.6,1.0,0.5,,,,,,,,,,,True,,,,,,,,,
203944,1610612752,Julius Randle,Julius Randle,203944,NYK,15679.0,261.0,6.0,532,530,121.0,144.0,78.0,1062,627.0,26.0,120.0,0.2274436090225564,28.0,41.0,12.0,12.0,9.0,11.0,15.0,32.0,3.0,5.0,6.0,1.0,33.0,46.0,78.0,39.0,41.0,163.0,14.0,16.0,9.0,40.0,14.0,22.0,8.0,12.0,46.0,34.0,58.0,16.0,33.0,5.0,12.0,22.0,34.0,14.0,8.0,9.0,90.0,10.0,11.0,,28.0,18.0,11.0,57.0,21.0,78.0,4.0,4.0,2.0,2.0,9.0,2.0,3.0,10.0,,6.0,2.0,19.0,1.0,7.0,11.0,1.0,2.0,41.0,3.0,57.0,6.0,25.0,4.0,1.0,1.0,,1.0,1.0,46.0,1.0,4.0,0.3695652173913043,0.4473684210526316,0.5897435897435898,0.875,0.6363636363636364,0.5213675213675214,0.8611111111111112,0.5666666666666667,0.575,0.8863636363636364,0.5897435897435898,0.3333333333333333,0.0641025641025641,0.0975609756097561,0.03125,25.603864734299517,0.47368421052631576,0.7333333333333333,,0.1565217391304348,0.08270676691729323,0.21374045801526717,0.07751937984496124,0.18699186991869918,0.08015267175572519,0.1320754716981132,0.06153846153846154,,0.08333333333333333,0.06060606060606061,0.15625,0.1206896551724138,0.24,0.18811881188118812,0.3,0.07142857142857142,1.0,0.3504273504273504,0.6829268292682927,0.7567567567567568,0.5,0.27350427350427353,0.46875,0.4838709677419355,0.2,0.042735042735042736,0.6,0.6,,0.05128205128205128,0.28205128205128205,0.6666666666666666,1.0,0.08333333333333333,0.36666666666666664,0.8181818181818182,0.03333333333333333,0.6837606837606838,0.5612115384615385,0.5852884615384615,0.5452733333333334,0.18382352941176472,0.25773195876288657,0.24539877300613497,0.2822085889570552,5.341025641025642,25.16153846153846,1.0,,,9.0,7.0,10.0,2.0,2.0,21.0,9.0,0.7,0.2564102564102564,0.25,0.2564102564102564,0.16666666666666666,0.16666666666666666,,0.2727272727272727,0.2727272727272727,0.7777777777777778,,,0.23333333333333334,0.2727272727272727,2.0,,1.0,2.0,2.0,1.0,9.0,,,1.0,3.0,1.0,3.0,,0.5,,,0.1111111111111111,0.5,1.0,0.2857142857142857,,5.0,,,,,,,,,True,,,,,,,,,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,1329.0,22.0,-14.0,44,45,2.0,,4.0,89,58.0,2.0,2.0,0.045454545454545456,,2.0,,,,,,2.0,,,,,1.0,,4.0,1.0,5.0,5.0,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,,3.0,,,,3.0,2.0,,5.0,,5.0,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,4.0,1.0,6.0,,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,0.3125,,,0.2,0.5,0.5,0.5,18.75,1.0,,,0.2857142857142857,,0.3333333333333333,,0.3125,,,,,,,,0.4,,0.6,,,1.0,0.4,,,,0.4,,,,,,,,,0.2,,,,,,,0.6,0.43640000000000007,,,0.375,0.42857142857142855,,,4.699999999999999,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630167,1610612752,Obi Toppin,Obi Toppin,1630167,NYK,8219.0,137.0,-41.0,281,288,54.0,57.0,31.0,569,319.0,7.0,54.0,0.19217081850533807,14.0,19.0,,3.0,3.0,3.0,,4.0,1.0,2.0,17.0,1.0,20.0,15.0,25.0,37.0,9.0,84.0,,3.0,,6.0,3.0,5.0,4.0,,9.0,24.0,6.0,,20.0,,4.0,2.0,6.0,1.0,1.0,4.0,14.0,3.0,2.0,,11.0,13.0,1.0,25.0,5.0,30.0,1.0,6.0,3.0,3.0,4.0,,3.0,2.0,,1.0,,6.0,,,4.0,,1.0,7.0,1.0,11.0,1.0,5.0,1.0,2.0,2.0,,2.0,2.0,9.0,,,0.8,0.8,0.6,,0.6,0.6048387096774194,0.3333333333333333,0.5,0.6194029850746269,0.3333333333333333,0.5,0.5967741935483871,,,,22.71293375394322,0.6666666666666666,0.125,,0.18571428571428572,0.034482758620689655,0.1746031746031746,0.03529411764705882,0.18045112781954886,0.03496503496503497,0.08,,,0.045454545454545456,,0.125,0.18181818181818182,0.3076923076923077,0.20408163265306123,0.07142857142857142,0.03125,1.0,0.3064516129032258,0.7368421052631579,0.7368421052631579,0.7857142857142857,0.06451612903225806,,,,0.03225806451612903,0.5,0.5,1.0,0.27419354838709675,0.3225806451612903,0.3333333333333333,,,0.3333333333333333,1.0,0.1111111111111111,0.9032258064516129,0.5863024193548388,0.6014125,0.5831166666666667,0.07575757575757576,0.1724137931034483,0.07142857142857142,0.10714285714285714,3.2760000000000002,24.827027027027025,10.0,2.0,,5.0,3.0,15.0,6.0,1.0,42.0,5.0,0.9333333333333333,0.40540540540540543,0.25,0.40540540540540543,0.5882352941176471,0.5882352941176471,1.0,0.25,0.25,0.8,0.2222222222222222,,0.3333333333333333,0.25,,,1.0,4.0,1.0,2.0,3.0,,,,,,,,0.3333333333333333,,,0.4444444444444444,0.25,,0.3333333333333333,,1.0,1.0,1.0,0.5,1.0,,,,,True,,,,,,,,,
