EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffRebounds,Loose Ball Fouls,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Travels,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,OffTwoPtRebounds,SelfOReb,Clear Path Fouls,Loose Ball Fouls Drawn,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,StepOutOfBoundsTurnovers,LongMidRangeAssists,Blocked3s,BlockedCorner3,SecondChanceArc3FGM,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,BlockedShortMidRange,on,HeaveAttempts,Fg3aBlocked,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,Transition Take Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,6817.0,114,22.0,231,241,57.0,91.0,23.0,472,12.0,17.0,6.0,7.0,15.0,23.0,2.0,6.0,2.0,4.0,9.0,1.0,1.0,2.0,29.0,46.0,4.0,11.0,41.0,111.0,266,1.0,1.0,12.0,15.0,1.0,2.0,13.0,40.0,6.0,52.0,6.0,6.0,9.0,4.0,4.0,11.0,8.0,19.0,6.0,2.0,6.0,5.0,46.0,7.0,5.0,3.0,15.0,15.0,6.0,5.0,1.0,6.0,2.0,2.0,6.0,4.0,12.0,1.0,4.0,2.0,10.0,1.0,3.0,25.0,1.0,45.0,4.0,5.0,20.0,2.0,2.0,2.0,2.0,2.0,1.0,40.0,56.0,3.0,2.0,0.1034482758620689,0.1034482758620689,0.5,0.3636363636363636,0.5,0.3636363636363636,0.6304347826086957,0.8,0.6140350877192983,0.7941176470588235,0.7133333333333334,0.8478260869565217,0.1929824561403508,0.0869565217391304,0.0588235294117647,0.0869565217391304,0.1666666666666666,33.72093023255814,0.5,0.375,0.1020408163265306,0.1296296296296296,0.116504854368932,0.1666666666666666,0.0416666666666666,0.1428571428571428,0.1388888888888889,0.1111111111111111,1.0,0.2982456140350877,0.7058823529411765,0.75,0.1666666666666666,0.4035087719298245,0.6521739130434783,0.7142857142857143,0.0666666666666666,0.1052631578947368,0.3333333333333333,0.4,0.0350877192982456,0.1578947368421052,0.4444444444444444,0.4444444444444444,0.5,0.5,0.4117647058823529,0.8571428571428571,0.1176470588235294,0.5,0.4912280701754385,0.4444444444444444,0.5063684210526315,0.4494,0.5244235294117646,0.273972602739726,0.3225806451612903,0.3603603603603603,7.904347826086956,25.363636363636363,0.2467532467532467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,5080.0,85,2.0,166,168,17.0,30.0,23.0,334,5.0,8.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,8.0,14.0,4.0,8.0,,28.0,192,3.0,2.0,1.0,2.0,1.0,1.0,,5.0,6.0,10.0,12.0,,6.0,2.0,,3.0,,3.0,,,3.0,,6.0,7.0,2.0,,9.0,15.0,3.0,1.0,2.0,1.0,,,2.0,1.0,3.0,,,3.0,6.0,,1.0,3.0,1.0,,,,,,,,,,,5.0,16.0,1.0,,0.375,0.6,1.0,0.5,1.0,0.5,0.5714285714285714,0.5,0.6363636363636364,0.8333333333333334,0.6363636363636364,0.8333333333333334,0.3636363636363636,,,,,13.020833333333334,0.3333333333333333,,0.05,0.21875,0.125,,0.0769230769230769,0.0714285714285714,0.2608695652173913,0.1111111111111111,,0.3636363636363636,0.625,0.625,0.4,0.1363636363636363,0.6666666666666666,0.6666666666666666,0.5,0.1363636363636363,0.3333333333333333,0.3333333333333333,0.0909090909090909,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,1.0,0.7272727272727273,0.3333333333333333,0.5491068181818183,0.44295,0.5245166666666666,,,0.1785714285714285,5.971428571428571,25.225,0.1024096385542168,3.0,3.0,2.0,1.0,1.0,3.0,1.0,9.0,6.0,6.0,6.0,2.0,1.0,0.5,1.0,0.9,0.9,0.1666666666666666,0.075,0.1481481481481481,0.2222222222222222,1.0,1.0,1.0,0.6,1.0,0.2,1.0,1.0,0.3214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629647,1610612760,Darius Bazley,Darius Bazley,1629647,OKC,1771.0,30,-5.0,67,64,19.0,10.0,6.0,131,1.0,2.0,1.0,1.0,,1.0,,,,1.0,2.0,,,,1.0,3.0,1.0,2.0,2.0,7.0,81,,,1.0,2.0,,,,2.0,,2.0,3.0,,2.0,1.0,2.0,1.0,,1.0,,,1.0,,2.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,4.0,,,2.0,,,,,,,2.0,19.0,,,,,1.0,0.5,,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.4,0.6666666666666666,0.5,1.0,,10.95890410958904,1.0,,,0.1428571428571428,0.08,,,,0.2,,,0.4,0.5,1.0,,0.2,,,,,,,,0.4,0.5,0.5,1.0,,0.5,1.0,,,0.8,0.5,0.58926,,0.592,0.2857142857142857,0.4,0.2857142857142857,2.3666666666666667,25.85,0.2835820895522388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1630544,1610612760,Tre Mann,Tre Mann,1630544,OKC,7983.0,133,-30.0,267,269,42.0,46.0,33.0,536,6.0,9.0,1.0,1.0,4.0,13.0,5.0,7.0,6.0,6.0,23.0,6.0,,2.0,15.0,29.0,8.0,29.0,4.0,58.0,312,2.0,7.0,2.0,4.0,1.0,4.0,,7.0,6.0,24.0,15.0,9.0,23.0,6.0,1.0,3.0,6.0,9.0,6.0,,3.0,,24.0,7.0,4.0,1.0,12.0,12.0,7.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,8.0,,2.0,5.0,6.0,,,5.0,,7.0,2.0,1.0,4.0,,,,,,,7.0,42.0,1.0,,0.2,0.2,0.625,0.2758620689655172,0.25,0.2758620689655172,0.5172413793103449,0.5,0.4655172413793103,0.4375,0.4833333333333333,0.4375,0.5,0.0344827586206896,,0.0769230769230769,,22.295081967213115,0.5,0.125,0.0784313725490196,0.1228070175438596,0.1018518518518518,0.0625,0.08,0.1,0.1025641025641025,0.1666666666666666,,0.1551724137931034,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2241379310344827,0.3076923076923077,0.3333333333333333,0.25,0.1206896551724138,0.7142857142857143,0.7142857142857143,0.1034482758620689,0.396551724137931,0.2608695652173913,0.2608695652173913,0.5,0.6666666666666666,0.125,1.0,0.25,,0.6551724137931034,0.2608695652173913,0.5179517241379311,0.5075000000000001,0.5237,0.0666666666666666,0.1290322580645161,0.1206896551724138,8.35862068965517,25.51034482758621,0.1573033707865168,1.0,1.0,2.0,,1.0,2.0,,4.0,,,,,,,1.0,0.2222222222222222,0.2222222222222222,,,,,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,,,0.0689655172413793,1.0,2.0,1.0,2.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1630647,1610612760,Eugene Omoruyi,Eugene Omoruyi,1630647,OKC,16344.0,272,-11.0,553,563,87.0,117.0,72.0,1116,35.0,53.0,5.0,7.0,1.0,9.0,,1.0,17.0,2.0,14.0,,,1.0,36.0,63.0,8.0,31.0,17.0,113.0,637,15.0,2.0,5.0,9.0,1.0,3.0,6.0,19.0,44.0,28.0,24.0,,14.0,2.0,7.0,7.0,4.0,11.0,4.0,,6.0,1.0,26.0,10.0,17.0,3.0,30.0,52.0,14.0,6.0,8.0,6.0,2.0,4.0,10.0,2.0,16.0,3.0,1.0,21.0,46.0,1.0,4.0,32.0,2.0,28.0,2.0,,11.0,4.0,,,,,1.0,19.0,86.0,5.0,2.0,0.6111111111111112,0.7096774193548387,1.0,0.2580645161290322,0.3333333333333333,0.2580645161290322,0.5714285714285714,0.5555555555555556,0.5106382978723404,0.5416666666666666,0.5280373831775701,0.6333333333333333,0.3297872340425531,0.1111111111111111,0.1132075471698113,0.1111111111111111,,19.055118110236226,0.375,0.1764705882352941,0.1416666666666666,0.0763358778625954,0.1075697211155378,0.1111111111111111,0.1764705882352941,0.125,0.0769230769230769,0.075,,0.5638297872340425,0.660377358490566,0.7446808510638298,0.6285714285714286,0.0957446808510638,0.1111111111111111,0.125,,0.0106382978723404,,,0.1808510638297872,0.1489361702127659,0.1428571428571428,0.1428571428571428,1.0,,0.5833333333333334,0.7142857142857143,0.0833333333333333,,0.8936170212765957,0.1428571428571428,0.5938175531914894,0.58498,0.6178208333333333,0.1067961165048543,0.1527777777777778,0.168141592920354,2.4349206349206347,24.212903225806453,0.1573236889692585,7.0,13.0,6.0,2.0,2.0,7.0,2.0,24.0,10.0,6.0,22.0,3.0,7.0,1.0,0.4666666666666667,0.5882352941176471,0.631578947368421,0.0483870967741935,0.0842911877394636,0.0444444444444444,0.0588235294117647,0.3529411764705882,0.3529411764705882,1.0,0.7647058823529411,0.5384615384615384,0.1176470588235294,1.0,1.0,0.2123893805309734,1.0,2.0,2.0,1.0,0.2857142857142857,0.1666666666666666,0.5,4.0,16.0,4.0,1.0,5.0,0.1167883211678832,0.0701754385964912,0.1864406779661017,0.0476190476190476,0.0930232558139534,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,5475.0,91,26.0,183,190,30.0,47.0,26.0,373,8.0,15.0,,,1.0,5.0,,,7.0,5.0,12.0,,1.0,2.0,9.0,20.0,8.0,19.0,20.0,62.0,213,3.0,1.0,,,1.0,3.0,,3.0,8.0,10.0,18.0,6.0,12.0,5.0,1.0,3.0,1.0,4.0,,1.0,3.0,,9.0,8.0,6.0,1.0,15.0,23.0,3.0,,3.0,1.0,,1.0,2.0,,3.0,,1.0,6.0,8.0,1.0,,20.0,3.0,27.0,1.0,2.0,13.0,,,,,,,3.0,29.0,,,0.4444444444444444,0.5714285714285714,0.75,0.4210526315789473,0.3333333333333333,0.4210526315789473,0.45,,0.5384615384615384,0.5,0.6078431372549019,0.5,0.4871794871794871,0.05,0.0666666666666666,,,25.35211267605634,0.3333333333333333,0.2,0.1333333333333333,0.1666666666666666,0.1505376344086021,0.1176470588235294,0.1052631578947368,0.2222222222222222,0.2,0.0769230769230769,,0.3846153846153846,0.5333333333333333,0.5714285714285714,0.5,0.1282051282051282,0.2,0.2,,,,,0.1794871794871795,0.3076923076923077,0.4166666666666667,0.4166666666666667,0.6,,,,0.6666666666666666,0.5,0.8717948717948718,0.4166666666666667,0.5963089743589743,0.495125,0.5697,0.2549019607843137,0.40625,0.0483870967741935,3.1500000000000004,24.69473684210526,0.1639344262295081,2.0,3.0,3.0,1.0,1.0,2.0,1.0,13.0,4.0,2.0,8.0,,,1.0,0.6666666666666666,0.875,0.8125,0.05,0.0952380952380952,,0.1666666666666666,0.4285714285714285,0.4285714285714285,1.0,0.75,0.6666666666666666,0.25,1.0,1.0,0.2096774193548387,,1.0,,,,0.3333333333333333,,6.0,6.0,3.0,,2.0,0.1363636363636363,0.1363636363636363,0.1333333333333333,0.1428571428571428,0.1428571428571428,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,
1630197,1610612760,Aleksej Pokusevski,Aleksej Pokusevski,1630197,OKC,3181.0,53,-26.0,104,111,21.0,23.0,12.0,215,2.0,5.0,,,1.0,4.0,,2.0,3.0,,5.0,,,,3.0,11.0,2.0,8.0,3.0,15.0,144,3.0,,1.0,2.0,1.0,2.0,3.0,8.0,4.0,2.0,6.0,,5.0,,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,12.0,1.0,,,1.0,4.0,,,,1.0,1.0,1.0,1.0,,2.0,,,4.0,4.0,,,2.0,,4.0,,,2.0,,,,1.0,,,8.0,21.0,,,0.6666666666666666,1.0,1.0,0.25,0.5,0.25,0.2727272727272727,0.5,0.3157894736842105,0.625,0.3571428571428571,0.6666666666666666,0.4210526315789473,,,,,19.166666666666668,0.5,,,0.03125,0.0196078431372549,,,,,0.0769230769230769,,0.2631578947368421,0.4,0.4,0.5,0.2105263157894736,0.25,0.25,1.0,0.1052631578947368,,,0.1578947368421052,0.2631578947368421,,,,,,,,,0.6842105263157895,,0.4731999999999999,0.3278,0.45935,0.0952380952380952,0.1538461538461538,0.5333333333333333,7.918181818181818,25.137500000000003,0.2019230769230769,1.0,1.0,2.0,,,1.0,,2.0,2.0,2.0,3.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.064516129032258,0.0555555555555555,0.05,0.0909090909090909,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,,,,0.1333333333333333,1.0,2.0,,,,0.5,0.5,,1.0,,,,0.0434782608695652,,0.125,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,5409.0,90,12.0,192,193,33.0,72.0,24.0,385,,,,,1.0,3.0,2.0,5.0,3.0,6.0,17.0,3.0,,,3.0,8.0,8.0,20.0,5.0,35.0,216,1.0,3.0,,1.0,,,3.0,3.0,2.0,4.0,24.0,,17.0,6.0,,5.0,7.0,12.0,2.0,5.0,5.0,,31.0,10.0,3.0,,13.0,13.0,5.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,,,11.0,15.0,,,3.0,,5.0,,1.0,1.0,1.0,,,,,,3.0,33.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4,,0.4,0.375,,0.5357142857142857,,0.5666666666666667,0.5,0.7142857142857143,,,,,15.909090909090908,0.8,,0.0769230769230769,0.238095238095238,0.1604938271604938,0.0833333333333333,,0.25,0.2413793103448276,0.2307692307692307,,,,,,0.1071428571428571,0.3333333333333333,0.3333333333333333,,0.1785714285714285,0.4,0.4,0.1071428571428571,0.6071428571428571,0.3529411764705882,0.3529411764705882,1.0,0.75,,,,,0.7142857142857143,0.3529411764705882,0.5165142857142856,0.5457,0.3636,0.0344827586206896,0.1111111111111111,0.0857142857142857,15.4625,25.345,0.171875,,,2.0,,,1.0,3.0,11.0,,,,1.0,,1.0,1.0,1.375,1.375,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.3142857142857143,,,,,,,,,,,,,,,,,,,,,,3.0,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,
1630581,1610612760,Josh Giddey,Josh Giddey,1630581,OKC,7522.0,125,-24.0,248,252,19.0,24.0,42.0,500,12.0,20.0,2.0,2.0,7.0,18.0,,3.0,2.0,3.0,9.0,,,,19.0,41.0,3.0,11.0,6.0,53.0,277,8.0,1.0,2.0,3.0,,1.0,,4.0,18.0,20.0,9.0,,9.0,3.0,6.0,11.0,7.0,18.0,2.0,5.0,7.0,3.0,43.0,10.0,11.0,4.0,25.0,34.0,3.0,1.0,2.0,8.0,1.0,4.0,2.0,4.0,10.0,1.0,1.0,4.0,8.0,,1.0,8.0,,7.0,1.0,,4.0,,1.0,1.0,1.0,,,4.0,19.0,,,0.4736842105263157,0.5294117647058824,1.0,0.2727272727272727,,0.2727272727272727,0.4634146341463415,0.6666666666666666,0.4519230769230769,0.5,0.4818181818181818,0.5,0.2115384615384615,0.1463414634146341,0.15,0.1111111111111111,0.3333333333333333,22.033898305084744,0.8,0.5714285714285714,0.2,0.1923076923076923,0.1962616822429906,0.0909090909090909,0.2857142857142857,0.25,0.1842105263157894,0.2142857142857142,,0.3846153846153846,0.6,0.7058823529411765,0.5,0.3461538461538461,0.3888888888888889,0.4375,0.4285714285714285,0.0576923076923076,,,0.0384615384615384,0.173076923076923,0.3333333333333333,0.3333333333333333,1.0,,0.5,1.0,,,0.5961538461538461,0.3333333333333333,0.5069346153846154,0.515375,0.5166625,0.0727272727272727,0.0909090909090909,0.0754716981132075,6.114634146341465,25.14545454545454,0.0766129032258064,4.0,6.0,,,1.0,6.0,,12.0,4.0,1.0,9.0,,,,0.75,0.6666666666666666,0.6666666666666666,0.015625,0.0579710144927536,0.025,,,,,0.6666666666666666,0.6666666666666666,0.1111111111111111,,,0.2264150943396226,,1.0,,,0.25,0.25,,,7.0,4.0,,,0.0945945945945946,0.1111111111111111,0.1034482758620689,,0.1666666666666666,,1.0,,,,,,,1.0,0.1666666666666666,,,True,,,,,,,,,,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,6232.0,104,,207,210,20.0,34.0,25.0,417,7.0,12.0,,,3.0,9.0,,,6.0,5.0,6.0,,,,10.0,21.0,6.0,12.0,6.0,44.0,225,4.0,1.0,,,,,3.0,3.0,12.0,8.0,15.0,3.0,6.0,5.0,2.0,5.0,4.0,9.0,1.0,3.0,5.0,,22.0,8.0,7.0,1.0,16.0,23.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,6.0,9.0,,,5.0,,8.0,,,4.0,,,,,,,3.0,20.0,1.0,,0.6,0.6666666666666666,0.8333333333333334,0.5,,0.5,0.4761904761904761,,0.5757575757575758,,0.5945945945945946,0.75,0.3636363636363636,0.0952380952380952,0.0833333333333333,0.1111111111111111,,17.872340425531913,0.4,0.2,0.1320754716981132,0.1481481481481481,0.1401869158878504,0.1176470588235294,0.08,0.2727272727272727,0.1578947368421052,0.125,,0.3636363636363636,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.2727272727272727,0.3333333333333333,0.375,0.6666666666666666,,,,0.1818181818181818,0.1818181818181818,0.8333333333333334,0.8333333333333334,0.8,,,,,,0.7272727272727273,0.8333333333333334,0.537280303030303,0.4419499999999999,,0.1081081081081081,0.16,0.0681818181818181,4.376190476190476,24.916666666666668,0.0966183574879227,2.0,3.0,1.0,,1.0,2.0,,4.0,2.0,5.0,7.0,,,,0.5,0.4,0.4,0.1,0.0714285714285714,0.131578947368421,,0.1666666666666666,0.1666666666666666,1.0,0.6,0.6666666666666666,0.2,,,0.0909090909090909,,,1.0,,0.5,,,,2.0,1.0,,,0.0416666666666666,0.0526315789473684,0.0416666666666666,,0.0666666666666666,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,
