EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceFtPoints,FTOffRebounds,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,DefensiveGoaltends,Offensive Fouls,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Charge Fouls,on,SecondChanceCorner3FGM,Transition Take Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,HeaveAttempts,Charge Fouls Drawn,Clear Path Fouls,BlockedLongMidRange,BlockedArc3,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,4204.0,70,5,146,144,63.0,67.0,17.0,290,8.0,12.0,1.0,2.0,3.0,4.0,7.0,13.0,2.0,3.0,2.0,8.0,1.0,2.0,5.0,6.0,14.0,1.0,1.0,5.0,17.0,28,8.0,22.0,9.0,67.0,182,2.0,3.0,2.0,4.0,7.0,12.0,3.0,10.0,4.0,27.0,8.0,26.0,12.0,12.0,2.0,14.0,6.0,4.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,16.0,2.0,2.0,2.0,1.0,3.0,4.0,7.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,10.0,3.0,11.0,1.0,4.0,2.0,27.0,63.0,2.0,0.23529411764705882,0.25,0.5,0.36363636363636365,0.3,0.36363636363636365,0.6071428571428571,0.6666666666666666,0.5833333333333334,0.58,0.4,0.5227272727272727,0.6090909090909091,0.4,0.54,0.44,0.14285714285714285,0.16666666666666666,0.15384615384615385,36.36363636363637,0.8,0.04,0.06451612903225806,0.0625,0.06896551724137931,0.05263157894736842,0.06666666666666667,0.14285714285714285,0.05555555555555555,0.09090909090909091,0.16666666666666666,0.07692307692307693,0.15789473684210525,0.24,0.6666666666666666,0.8,0.25,0.26,0.5384615384615384,0.6363636363636364,0.14285714285714285,0.06,0.6666666666666666,0.6666666666666666,0.5,0.16,0.25,0.25,0.5,0.28,0.42857142857142855,0.42857142857142855,0.5,0.4,0.5,0.2,0.2,0.18181818181818182,0.75,0.22727272727272727,0.4,0.22727272727272727,0.2,0.68,0.42857142857142855,0.525088,0.6014875,0.49357954545454547,0.07547169811320754,0.12903225806451613,0.05970149253731343,0.40298507462686567,7.121428571428572,25.363636363636363,0.4315068493150685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628372,1610612766,Dennis Smith Jr.,Dennis Smith Jr.,1628372,CHA,4217.0,70,-7,144,142,61.0,57.0,16.0,286,3.0,5.0,,,1.0,1.0,1.0,4.0,,5.0,,,,,,,3.0,1.0,,1.0,4.0,14,,3.0,5.0,13.0,161,,,1.0,,1.0,5.0,,1.0,3.0,5.0,4.0,4.0,,,,3.0,,1.0,8.0,5.0,13.0,2.0,3.0,6.0,2.0,,31.0,,,3.0,2.0,6.0,,6.0,,4.0,2.0,5.0,4.0,2.0,1.0,,7.0,3.0,1.0,5.0,4.0,,5.0,1.0,3.0,,5.0,61.0,,0.5,0.5,,,,,0.2857142857142857,,0.2,0.23529411764705882,,0.16666666666666666,0.34210526315789475,,0.35714285714285715,0.17647058823529413,0.07142857142857142,0.2,,16.149068322981364,0.7142857142857143,0.05714285714285714,,0.08108108108108109,,0.06944444444444445,,,,,,,,0.29411764705882354,0.6,0.75,0.3333333333333333,0.23529411764705882,0.25,0.25,1.0,0.29411764705882354,,,,,,,,0.17647058823529413,,,,,,,1.0,0.16666666666666666,1.0,,,0.16666666666666666,,0.47058823529411764,,0.4903029411764706,,0.3938083333333333,0.15789473684210525,0.1875,,0.38461538461538464,8.785714285714286,28.133333333333336,0.4236111111111111,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.1,0.06666666666666667,0.06666666666666667,0.375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,8023.0,134,-26,279,280,87.0,104.0,31.0,559,8.0,14.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,5.0,3.0,6.0,1.0,1.0,2.0,,8.0,1.0,,4.0,11.0,22,3.0,14.0,4.0,35.0,339,2.0,2.0,2.0,5.0,4.0,8.0,1.0,6.0,1.0,12.0,12.0,10.0,9.0,,2.0,8.0,,4.0,5.0,6.0,11.0,4.0,2.0,3.0,2.0,,28.0,2.0,5.0,8.0,6.0,16.0,8.0,24.0,1.0,4.0,3.0,1.0,1.0,1.0,,,2.0,,10.0,13.0,6.0,1.0,7.0,3.0,5.0,,12.0,87.0,,0.5454545454545454,0.6,1.0,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.5,1.0,0.5,0.4305555555555556,0.5,0.39285714285714285,0.4605263157894737,0.625,0.42857142857142855,0.3888888888888889,0.18181818181818182,0.21428571428571427,,12.738853503184712,0.5,0.1016949152542373,0.06493506493506493,0.11267605633802817,0.03773584905660377,0.1076923076923077,0.05384615384615385,0.030303030303030304,0.05263157894736842,,0.2222222222222222,0.125,0.058823529411764705,0.3888888888888889,0.5714285714285714,0.7272727272727273,0.5,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1388888888888889,0.4,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.2222222222222222,,,,0.5,1.0,0.25,0.25,0.2857142857142857,0.75,0.14285714285714285,0.5,0.2857142857142857,,0.7777777777777778,,0.5485041666666666,0.5806833333333333,0.530175,0.13157894736842105,0.20833333333333334,0.14285714285714285,0.34285714285714286,6.118181818181818,24.664285714285715,0.3118279569892473,2.0,1.0,1.0,,1.0,1.0,1.0,,0.15384615384615385,0.03225806451612903,0.15789473684210525,0.06666666666666667,,1.0,1.0,2.0,0.2,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,4174.0,70,-26,147,151,27.0,42.0,17.0,298,3.0,5.0,2.0,3.0,,1.0,1.0,6.0,2.0,2.0,,1.0,,,,6.0,10.0,1.0,1.0,1.0,6.0,13,6.0,11.0,3.0,33.0,191,3.0,4.0,1.0,9.0,,1.0,1.0,1.0,2.0,5.0,8.0,4.0,15.0,3.0,4.0,10.0,6.0,2.0,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,1.0,2.0,2.0,3.0,6.0,4.0,10.0,1.0,2.0,2.0,4.0,4.0,,,,4.0,1.0,2.0,5.0,2.0,,4.0,,1.0,1.0,5.0,27.0,1.0,0.6666666666666666,1.0,0.8333333333333334,0.5454545454545454,1.0,0.5454545454545454,0.46153846153846156,0.75,,0.625,0.9,0.75,0.6346153846153846,0.9,0.8333333333333334,0.4583333333333333,0.15384615384615385,,0.3333333333333333,17.964071856287426,1.0,0.1111111111111111,0.05,0.05555555555555555,0.03333333333333333,0.07936507936507936,0.04285714285714286,0.125,,0.14285714285714285,,0.03571428571428571,0.1,0.20833333333333334,0.6,0.6,0.3333333333333333,0.25,0.16666666666666666,0.25,1.0,0.08333333333333333,1.0,1.0,1.0,0.041666666666666664,,,,0.4166666666666667,0.6,0.6,0.8333333333333334,0.6,0.6666666666666666,,0.2,0.5,,,,0.5,1.0,0.6666666666666666,0.6,0.5006604166666667,0.43096666666666666,0.5887,0.04,0.07142857142857142,0.2727272727272727,0.15151515151515152,7.253846153846155,25.645454545454548,0.1836734693877551,1.0,,,,,,,,0.2,0.1875,,0.125,,,1.0,3.0,,0.25,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1631109,1610612766,Mark Williams,Mark Williams,1631109,CHA,3355.0,56,-28,115,119,42.0,39.0,13.0,234,6.0,13.0,1.0,3.0,3.0,5.0,,1.0,,,,,,,,,,,,,6.0,14,,,5.0,17.0,141,1.0,3.0,,4.0,3.0,6.0,,,4.0,10.0,10.0,2.0,,,2.0,,,4.0,,1.0,1.0,1.0,,,,,3.0,,4.0,7.0,8.0,17.0,4.0,21.0,,3.0,3.0,,,2.0,,,2.0,1.0,4.0,8.0,8.0,1.0,8.0,,3.0,1.0,10.0,42.0,1.0,0.8333333333333334,1.0,,,,,0.42857142857142855,0.3333333333333333,0.5,0.42857142857142855,0.3333333333333333,0.5,0.4722222222222222,0.5,0.5555555555555556,,0.2857142857142857,0.3076923076923077,,15.384615384615383,,0.2857142857142857,0.0975609756097561,0.22580645161290322,,0.2542372881355932,0.06153846153846154,0.0625,,,0.4,0.25,,0.9285714285714286,0.46153846153846156,0.6666666666666666,0.8333333333333334,0.07142857142857142,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,0.8333333333333334,0.6,,,,,0.9285714285714286,,0.6288285714285714,0.6272666666666668,0.5907333333333333,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.5882352941176471,1.907142857142857,,0.3652173913043478,2.0,,1.0,,3.0,2.0,3.0,2.0,0.3333333333333333,0.16666666666666666,0.36363636363636365,0.14285714285714285,0.6666666666666666,2.0,,1.0,,,0.05263157894736842,,,3.0,,,1.0,1.0,2.0,1.0,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203486,1610612766,Mason Plumlee,Mason Plumlee,203486,CHA,3046.0,51,6,110,108,37.0,48.0,13.0,218,11.0,12.0,4.0,5.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,12.0,14,,,6.0,30.0,131,4.0,5.0,,10.0,2.0,2.0,,,2.0,6.0,16.0,8.0,,,6.0,,,1.0,5.0,2.0,7.0,,2.0,1.0,3.0,1.0,16.0,4.0,3.0,12.0,6.0,20.0,7.0,27.0,,,,2.0,2.0,,,,2.0,1.0,3.0,4.0,9.0,1.0,7.0,3.0,5.0,,6.0,37.0,,0.6666666666666666,0.8888888888888888,,,,,0.8571428571428571,0.8,1.0,0.8571428571428571,0.8,1.0,0.9375,1.0,1.0,,0.07142857142857142,,,14.4,1.0,0.42857142857142855,0.15,0.41379310344827586,0.16,0.4186046511627907,0.15555555555555556,0.1,0.07142857142857142,0.2727272727272727,0.5,0.4583333333333333,,0.8571428571428571,0.9166666666666666,0.9166666666666666,0.6363636363636364,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,,,,,,,,,,,,1.0,0.8,,,1.0,1.0,,,,,0.8571428571428571,,0.6800285714285714,0.651375,0.57345,0.3125,0.3125,0.3333333333333333,0.2,2.6,,0.33636363636363636,2.0,,,,,,,,0.5,0.25,0.75,0.2,,2.0,,1.0,1.0,,0.125,,,,,,,1.0,,,0.5,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629667,1610612766,Jalen McDaniels,Jalen McDaniels,1629667,CHA,3731.0,62,-30,130,136,35.0,50.0,12.0,266,5.0,7.0,,,3.0,3.0,1.0,2.0,,,1.0,3.0,,,1.0,3.0,6.0,1.0,1.0,2.0,6.0,9,4.0,9.0,5.0,29.0,154,,1.0,1.0,1.0,4.0,4.0,1.0,3.0,,11.0,10.0,2.0,12.0,,,6.0,3.0,,,,,,,,,,,,,5.0,5.0,10.0,,10.0,,2.0,2.0,6.0,2.0,,4.0,,6.0,1.0,4.0,6.0,4.0,,7.0,1.0,4.0,,11.0,35.0,,0.8333333333333334,0.8333333333333334,1.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.6666666666666666,,1.0,0.6666666666666666,,0.7857142857142857,0.6904761904761905,0.16666666666666666,0.7857142857142857,0.5,,,,18.75,1.0,0.14285714285714285,,0.13157894736842105,,0.136986301369863,,,,,,0.12903225806451613,,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.8,0.1111111111111111,0.5,0.5,1.0,,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,1.0,,,,0.5,0.42857142857142855,1.0,0.14285714285714285,,0.2857142857142857,0.5,0.8888888888888888,0.5,0.5633750000000001,0.475275,0.6009928571428571,0.19047619047619047,0.3333333333333333,0.034482758620689655,0.3793103448275862,3.211111111111111,25.266666666666666,0.2692307692307692,,,,,1.0,1.0,2.0,2.0,,0.18181818181818182,0.14285714285714285,0.14285714285714285,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,1622.0,27,-4,54,53,8.0,17.0,5.0,107,4.0,4.0,,,,,1.0,3.0,,1.0,,,,,,,,,,,5.0,8,,,3.0,13.0,67,,,,1.0,,1.0,,,1.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,,6.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,,3.0,6.0,3.0,,4.0,,1.0,1.0,1.0,8.0,1.0,0.6,0.6,,,,,0.625,,,0.625,,,0.65,0.5,0.25,,,,,20.33898305084746,0.5,0.17647058823529413,,0.2727272727272727,,0.21428571428571427,,,,,,0.375,,0.5,1.0,1.0,0.75,0.375,0.3333333333333333,0.3333333333333333,,0.125,,,,,,,,,,,,,,,,,,,,,,0.5,,0.571475,,0.4199,0.1111111111111111,0.1111111111111111,0.07692307692307693,0.07692307692307693,6.15,,0.14814814814814814,,,,,3.0,3.0,3.0,2.0,,0.2727272727272727,,,0.6666666666666666,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,3303.0,55,4,112,108,54.0,50.0,13.0,220,1.0,1.0,,,,,1.0,2.0,,,3.0,4.0,,2.0,2.0,2.0,5.0,1.0,,1.0,2.0,3,5.0,9.0,2.0,21.0,122,,,1.0,3.0,1.0,2.0,2.0,3.0,,8.0,4.0,,12.0,3.0,,5.0,2.0,,,,,,,,,,,,1.0,3.0,2.0,8.0,1.0,9.0,,,,,,,,,,,4.0,5.0,1.0,,3.0,,,,8.0,54.0,,1.0,1.0,0.8,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,,0.5,0.7916666666666666,1.5,0.8,0.8076923076923077,1.5,0.8,0.75,,,,10.317460317460318,,0.06896551724137931,0.03225806451612903,0.10344827586206896,,0.08620689655172414,0.019230769230769232,,,,,0.13636363636363635,,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,0.75,0.75,1.0,0.4166666666666667,0.4,0.5,0.5,,,,1.0,,,0.4,1.0,0.2,,0.8333333333333334,0.4,0.5286958333333333,0.5661,0.5132099999999999,0.07692307692307693,,0.14285714285714285,0.38095238095238093,7.933333333333334,25.03333333333333,0.48214285714285715,3.0,,,,,,,,0.42857142857142855,0.07692307692307693,0.08333333333333333,,,,,,,,0.125,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.1111111111111111,0.2,0.1,,True,,,,,,,,,,,,,,,,,
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,4229.0,70,-21,149,151,20.0,42.0,17.0,300,6.0,13.0,1.0,2.0,2.0,3.0,4.0,16.0,,,,2.0,,,,8.0,21.0,1.0,,4.0,10.0,29,8.0,23.0,11.0,55.0,196,2.0,3.0,1.0,4.0,3.0,5.0,,4.0,3.0,9.0,4.0,16.0,18.0,6.0,2.0,21.0,8.0,5.0,15.0,8.0,23.0,8.0,,13.0,1.0,1.0,54.0,1.0,1.0,3.0,3.0,6.0,2.0,8.0,,3.0,1.0,4.0,3.0,3.0,1.0,,7.0,,3.0,10.0,8.0,,13.0,1.0,5.0,2.0,9.0,20.0,2.0,0.2,0.2222222222222222,0.75,0.34782608695652173,,0.34782608695652173,0.3448275862068966,0.6666666666666666,0.6,0.4230769230769231,0.5,0.3333333333333333,0.47413793103448276,0.5,0.4090909090909091,0.4423076923076923,0.1724137931034483,0.15384615384615385,0.1875,38.46153846153846,0.5714285714285714,0.12,0.02702702702702703,0.075,0.03225806451612903,0.09230769230769231,0.029411764705882353,0.05555555555555555,0.043478260869565216,,,0.0625,,0.25,0.46153846153846156,0.5454545454545454,,0.3076923076923077,0.25,0.3076923076923077,0.5,,,,,0.038461538461538464,,,,0.40384615384615385,0.38095238095238093,0.4,0.75,0.5,0.5,,0.25,0.3333333333333333,0.6666666666666666,,,0.4444444444444444,,0.6923076923076923,0.38095238095238093,0.5278298076923077,0.4683,0.5402666666666667,0.08928571428571429,0.15151515151515152,0.07272727272727272,0.16363636363636364,4.93793103448276,27.573913043478257,0.1342281879194631,,2.0,2.0,,,,,,,0.11764705882352941,0.16666666666666666,0.125,,,,4.0,,,,,,2.0,,,,,,,,,,,,,1.0,,0.043478260869565216,0.047619047619047616,,1.0,True,,,,,,,,,,,,,,,,,
