EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,AtRimAssists,FTDefRebounds,Offensive Fouls Drawn,Blocked3s,BlockedArc3,DefFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockedAtRim,ShortMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,OffensiveGoaltends,on,Transition Take Fouls,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,BlockedCorner3,BlockedLongMidRange,HeaveMakes
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,7476.0,125,-13,264,263,62,77,35,527,8.0,19.0,4.0,10.0,1.0,6.0,9.0,16.0,5.0,9.0,1.0,3.0,1.0,4.0,11,1.0,1.0,2.0,5.0,22.0,44,5.0,14,3.0,62,317,6.0,12.0,1.0,2.0,3.0,18.0,5.0,11.0,2.0,5.0,3.0,19.0,26.0,18.0,15.0,8.0,11,4.0,3.0,2.0,9.0,11.0,7.0,2.0,1.0,1.0,31.0,7.0,7.0,1.0,18.0,18.0,36.0,15.0,51,4.0,3.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,5.0,10.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,62,1.0,0.5909090909090909,0.7222222222222222,1.0,0.35714285714285715,0.5,0.4,0.35714285714285715,0.5,0.5,0.45454545454545453,0.5086206896551724,0.5357142857142857,0.5,0.5254237288135594,0.6,0.5588235294117647,0.2413793103448276,0.06818181818181818,0.10526315789473684,0.1111111111111111,22.295081967213115,0.4444444444444444,0.2,0.2727272727272727,0.12280701754385964,0.3,0.09210526315789473,0.2857142857142857,0.10526315789473684,0.18181818181818182,0.14285714285714285,0.08196721311475409,0.13333333333333333,0.24,0.2413793103448276,0.4166666666666667,0.2826086956521739,0.35714285714285715,0.14285714285714285,1.0,0.3275862068965517,0.42105263157894735,0.47058823529411764,0.5,0.27586206896551724,0.5625,0.5625,0.4444444444444444,0.15517241379310345,0.5555555555555556,0.625,1.0,0.05172413793103448,0.3333333333333333,0.3333333333333333,1.0,0.1896551724137931,0.36363636363636365,0.36363636363636365,1.0,0.7142857142857143,0.4,0.07142857142857142,0.07142857142857142,1.0,1.0,0.375,0.16666666666666666,0.3125,0.4,0.5689655172413793,0.36363636363636365,0.5026387931034482,0.56184,0.5035375,0.017241379310344827,0.022727272727272728,0.2903225806451613,0.3064516129032258,7.754545454545453,26.092857142857145,0.23484848484848486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,5504.0,92,1,194,195,45,35,21,389,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,,4.0,15,,,,2.0,1.0,1,5.0,22,1.0,18,217,1.0,1.0,,,,2.0,,,1.0,3.0,,3.0,,2.0,15.0,2.0,15,4.0,,4.0,2.0,6.0,1.0,1.0,1.0,1.0,14.0,2.0,1.0,,7.0,5.0,13.0,3.0,16,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,,1.0,1.0,3.0,,,1.0,4.0,,2.0,,1.0,,,,1.0,1.0,3.0,45,,,,1.0,0.22727272727272727,,0.3333333333333333,0.22727272727272727,1.0,1.0,,0.3695652173913043,1.0,0.5,0.375,1.0,0.5,0.9565217391304348,,,,11.764705882352942,0.5,,0.0847457627118644,0.02702702702702703,0.14893617021276595,0.034482758620689655,0.11320754716981132,0.031578947368421054,0.06666666666666667,,0.022222222222222223,0.07692307692307693,,0.07142857142857142,0.23076923076923078,0.16666666666666666,0.09090909090909091,0.0625,1.0,0.043478260869565216,1.0,1.0,,,,,,,,,,0.30434782608695654,0.14285714285714285,0.14285714285714285,1.0,0.6521739130434783,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,,,,,,,0.6666666666666666,,1.0,0.26666666666666666,0.5355260869565217,0.6552,0.48865000000000003,0.041666666666666664,0.5,0.1111111111111111,0.16666666666666666,,26.059090909090912,0.23195876288659795,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628960,1610612749,Grayson Allen,Grayson Allen,1628960,MIL,5142.0,86,20,175,178,25,8,24,353,3.0,4.0,,,,,1.0,4.0,,1.0,4.0,5.0,1.0,5.0,14,2.0,2.0,,1.0,4.0,9,9.0,19,5.0,40,198,,,2.0,3.0,2.0,8.0,,1.0,1.0,2.0,1.0,4.0,4.0,4.0,21.0,,14,5.0,,3.0,9.0,12.0,5.0,4.0,,,33.0,1.0,,,4.0,9.0,14.0,1.0,15,1.0,4.0,1.0,3.0,3.0,2.0,5.0,1.0,,2.0,8.0,1.0,,1.0,3.0,,1.0,,3.0,,6.0,1.0,2.0,2.0,,,,,4.0,25,,0.5,0.5,0.7777777777777778,0.47368421052631576,0.6666666666666666,0.5,0.47368421052631576,0.4444444444444444,,,0.625,1.0,0.5,0.6451612903225806,1.0,0.5,0.6785714285714286,,,,18.5,0.375,,0.17647058823529413,,0.11764705882352941,0.022727272727272728,0.15294117647058825,0.012195121951219513,,,0.02702702702702703,,0.15384615384615385,0.10344827586206896,0.4444444444444444,0.125,0.1,0.07692307692307693,,0.14285714285714285,0.75,0.75,0.3333333333333333,0.14285714285714285,0.25,0.25,1.0,0.03571428571428571,,,,0.17857142857142858,0.8,0.8,1.0,0.5,0.35714285714285715,0.38461538461538464,0.6,,,0.3333333333333333,0.6666666666666666,1.0,,,,0.3333333333333333,,0.8214285714285714,0.35714285714285715,0.5364017857142857,0.59085,0.5483666666666668,0.06896551724137931,0.2,0.2,0.1,6.088888888888889,26.431578947368422,0.14285714285714285,1.0,1.0,3.0,1.0,1.0,,,0.14285714285714285,0.3333333333333333,1.0,6.0,1.0,2.0,1.0,1.0,0.05263157894736842,0.07142857142857142,,,,,,,,,,,,,,,,,True,,,,,,,
1631260,1610612749,AJ Green,AJ Green,1631260,MIL,20756.0,346,-29,718,717,176,174,87,1435,2.0,5.0,,3.0,1.0,1.0,2.0,4.0,5.0,11.0,9.0,22.0,4.0,35.0,83,7.0,10.0,8.0,16.0,9.0,20,44.0,105,4.0,154,834,,3.0,9.0,14.0,,27.0,3.0,4.0,8.0,18.0,1.0,31.0,14.0,4.0,120.0,,83,35.0,1.0,9.0,13.0,22.0,11.0,2.0,4.0,3.0,57.0,3.0,2.0,1.0,18.0,20.0,39.0,6.0,45,,6.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,,9.0,1.0,,21.0,31.0,,,,4.0,1.0,4.0,,1.0,,,,,,31.0,176,,0.7777777777777778,0.7777777777777778,0.9090909090909091,0.41904761904761906,0.6428571428571429,0.4444444444444444,0.41904761904761906,0.45,,0.75,0.6,0.7941176470588235,0.6818181818181818,0.6031746031746031,0.7941176470588235,0.6818181818181818,0.84,0.05,,0.09090909090909091,16.483516483516485,0.5555555555555556,0.06666666666666667,0.11049723756906077,0.014598540145985401,0.11042944785276074,0.014705882352941176,0.11046511627906977,0.01466275659824047,0.017543859649122806,,0.012345679012345678,0.023809523809523808,0.15517241379310345,0.09523809523809523,0.07692307692307693,0.12121212121212122,0.06451612903225806,,,0.04,0.4,0.4,1.0,0.032,0.5,0.5,1.0,0.088,0.45454545454545453,0.5,0.6,0.176,0.4090909090909091,0.4090909090909091,1.0,0.664,0.42168674698795183,0.42168674698795183,0.8857142857142857,0.17647058823529413,,0.23529411764705882,0.5882352941176471,0.7,0.7142857142857143,0.045454545454545456,1.0,0.7272727272727273,0.5,0.88,0.42168674698795183,0.5208356,0.5586166666666667,0.49741590909090916,0.007936507936507936,0.047619047619047616,0.17532467532467533,0.2012987012987013,12.095000000000002,25.901904761904763,0.24512534818941503,,2.0,2.0,1.0,1.0,,,0.05,0.09090909090909091,,12.0,,1.0,1.0,2.0,,,2.0,1.0,4.0,0.03571428571428571,0.5,1.0,,,,,,,,,,,True,,,,,,,
201586,1610612749,Serge Ibaka,Serge Ibaka,201586,MIL,1739.0,29,-13,57,55,11,7,5,112,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,5,,,,1.0,6.0,8,1.0,5,,15,70,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,2.0,10.0,2.0,3.0,,5,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,3.0,4.0,2.0,6,,1.0,1.0,,1.0,,2.0,1.0,,,3.0,1.0,1.0,1.0,3.0,,,2.0,1.0,,,,,,,,,,2.0,11,,0.8333333333333334,0.8333333333333334,1.0,0.2,,,0.2,0.75,1.0,1.0,0.5769230769230769,1.0,0.5,0.5769230769230769,1.0,0.5,0.38461538461538464,,,,25.0,0.3333333333333333,0.25,0.21428571428571427,,,0.05263157894736842,0.125,0.041666666666666664,,,,0.3333333333333333,0.3333333333333333,0.2,,,,,,0.3076923076923077,1.0,1.0,1.0,0.15384615384615385,0.5,0.5,,0.15384615384615385,0.5,0.5,1.0,,,,,0.38461538461538464,0.2,0.2,1.0,1.0,1.0,,,,,0.5,1.0,0.5,,0.6923076923076923,0.2,0.5260730769230769,,0.5894,,,0.13333333333333333,0.13333333333333333,7.3,26.880000000000003,0.19298245614035087,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,3534.0,59,-33,120,119,22,28,9,239,3.0,5.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,2.0,1.0,1.0,6,,,1.0,3.0,5.0,7,1.0,8,,13,152,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,3.0,,5.0,,10.0,3.0,,5,1.0,,6.0,7.0,13.0,7.0,,1.0,2.0,33.0,,2.0,,3.0,1.0,4.0,2.0,6,1.0,,,,,,3.0,,,,3.0,,1.0,3.0,6.0,,,1.0,3.0,,,,,,,,,,5.0,22,,,,1.0,0.125,,0.3333333333333333,0.14285714285714285,0.7142857142857143,1.0,1.0,0.43333333333333335,0.5,0.625,0.43333333333333335,0.5,0.625,0.5333333333333333,,,,13.953488372093023,,,0.03571428571428571,0.11764705882352941,0.10714285714285714,,0.07142857142857142,0.038461538461538464,0.2,0.16666666666666666,,,0.07142857142857142,,,0.13043478260869565,,0.14285714285714285,,0.3333333333333333,0.6,0.6,,,,,,0.13333333333333333,1.0,1.0,,0.13333333333333333,,,,0.4,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,0.5,,,,0.25,1.0,0.75,0.3333333333333333,0.8666666666666667,0.2,0.5457928571428571,0.6655249999999999,0.5104666666666667,,,0.15384615384615385,0.38461538461538464,5.714285714285714,28.487499999999997,0.18333333333333332,,,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,
1628975,1610612749,Jevon Carter,Jevon Carter,1628975,MIL,9738.0,162,-18,331,327,65,48,39,658,5.0,11.0,3.0,3.0,2.0,3.0,4.0,10.0,8.0,15.0,2.0,5.0,,10.0,23,,,,1.0,17.0,36,12.0,28,5.0,75,393,4.0,5.0,,,,8.0,5.0,7.0,,1.0,2.0,12.0,10.0,24.0,21.0,,23,10.0,5.0,5.0,18.0,23.0,15.0,3.0,2.0,,64.0,,1.0,1.0,10.0,9.0,21.0,2.0,23,,5.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,,7.0,,,7.0,10.0,,1.0,,12.0,,8.0,,3.0,1.0,2.0,1.0,2.0,2.0,12.0,65,1.0,0.29411764705882354,0.29411764705882354,0.5833333333333334,0.42857142857142855,,,0.42857142857142855,0.4722222222222222,0.8,0.7142857142857143,0.546875,0.8,0.625,0.5514705882352942,0.8,0.6,0.4375,0.1388888888888889,0.09090909090909091,,20.0,0.7142857142857143,0.14285714285714285,0.10843373493975904,0.014492753623188406,0.15151515151515152,,0.12751677852348994,0.005988023952095809,,0.043478260869565216,,,0.13333333333333333,0.15555555555555556,,0.17857142857142858,,,1.0,0.171875,0.45454545454545453,0.5,0.4,0.15625,0.4,0.6666666666666666,0.25,0.234375,0.5333333333333333,0.5333333333333333,0.25,0.078125,0.4,0.4,1.0,0.359375,0.43478260869565216,0.43478260869565216,0.5,0.6,1.0,,,,,0.375,0.6666666666666666,0.125,,0.609375,0.43478260869565216,0.51416796875,0.46259999999999996,0.53596875,0.04477611940298507,0.07692307692307693,0.10666666666666667,0.16,10.022222222222222,25.68928571428571,0.19637462235649547,,,3.0,2.0,,,,0.2222222222222222,,,15.0,,1.0,,,,,,,1.0,,,,,0.6666666666666666,,1.0,0.4,,,,,,True,,,,,,,
1629670,1610612749,Jordan Nwora,Jordan Nwora,1629670,MIL,5698.0,95,-39,200,201,46,64,14,401,4.0,5.0,,,,,1.0,6.0,1.0,3.0,3.0,6.0,2.0,8.0,14,1.0,2.0,2.0,2.0,6.0,14,11.0,20,9.0,54,248,,1.0,2.0,4.0,1.0,7.0,,3.0,2.0,3.0,2.0,8.0,4.0,8.0,33.0,,14,8.0,2.0,5.0,1.0,6.0,1.0,,,,13.0,,1.0,,9.0,4.0,15.0,1.0,16,,1.0,1.0,,6.0,3.0,3.0,3.0,,1.0,9.0,1.0,3.0,1.0,4.0,,,2.0,7.0,,10.0,1.0,5.0,,,,,,8.0,46,,0.3333333333333333,0.3333333333333333,1.0,0.55,0.5,0.6666666666666666,0.55,0.42857142857142855,,,0.6617647058823529,0.6,0.5,0.7105263157894737,0.7,0.5714285714285714,0.5882352941176471,0.14285714285714285,0.2,,21.658986175115206,0.6666666666666666,,0.1,0.038461538461538464,0.1836734693877551,,0.14606741573033707,0.012345679012345678,0.09090909090909091,,,,0.058823529411764705,0.11764705882352941,0.16666666666666666,0.11904761904761904,0.5714285714285714,,,0.14705882352941177,0.8,1.0,0.5,0.17647058823529413,0.16666666666666666,0.2,,0.08823529411764706,0.3333333333333333,0.3333333333333333,,0.17647058823529413,0.5,0.5,1.0,0.4117647058823529,0.5714285714285714,0.5714285714285714,1.0,,,0.4,0.4,0.5,1.0,,,0.3333333333333333,1.0,0.7352941176470589,0.5714285714285714,0.5042720588235294,0.4931166666666667,0.43578333333333336,0.15789473684210525,0.2777777777777778,0.12962962962962962,0.14814814814814814,8.707142857142857,25.654999999999994,0.23,,1.0,5.0,2.0,1.0,,,0.3333333333333333,0.16666666666666666,,,,,,,,,1.0,,1.0,,0.5,1.0,,,,,0.16666666666666666,1.0,1.0,0.05,,,True,,,,,,,
1630699,1610612749,MarJon Beauchamp,MarJon Beauchamp,1630699,MIL,6942.0,116,-49,246,248,87,99,35,494,9.0,18.0,1.0,6.0,4.0,9.0,,1.0,4.0,6.0,1.0,4.0,1.0,5.0,16,,2.0,1.0,7.0,13.0,25,6.0,20,7.0,51,292,1.0,7.0,,3.0,,2.0,6.0,12.0,1.0,8.0,1.0,16.0,12.0,14.0,15.0,2.0,15,5.0,3.0,2.0,4.0,6.0,3.0,1.0,1.0,,16.0,5.0,6.0,,8.0,1.0,9.0,11.0,20,2.0,6.0,3.0,3.0,8.0,6.0,4.0,2.0,,1.0,12.0,,6.0,6.0,10.0,1.0,,,5.0,,9.0,,2.0,1.0,2.0,1.0,2.0,2.0,16.0,87,1.0,0.46153846153846156,0.5,0.8333333333333334,0.3,,0.125,0.3157894736842105,0.52,0.14285714285714285,0.5,0.4888888888888889,0.1,0.375,0.5204081632653061,0.1,0.38095238095238093,0.4444444444444444,0.12,0.1111111111111111,,21.180555555555557,0.6666666666666666,,0.018867924528301886,0.1276595744680851,0.12121212121212122,0.0684931506849315,0.07563025210084033,0.09166666666666666,0.16666666666666666,0.125,0.08333333333333333,,0.05263157894736842,,,0.12962962962962962,0.08333333333333333,0.09523809523809523,1.0,0.4,0.5,0.5625,0.4444444444444444,0.022222222222222223,,,,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.08888888888888889,0.25,0.25,1.0,0.35555555555555557,0.3125,0.3333333333333333,0.8,0.6,0.16666666666666666,0.1,0.2,,,0.45,0.4444444444444444,0.35,0.14285714285714285,0.8444444444444444,0.3333333333333333,0.585175,0.6107857142857143,0.6068789473684211,0.0625,0.07407407407407407,0.0392156862745098,0.3137254901960784,5.184,28.7,0.35365853658536583,,1.0,1.0,,,,,,0.05,,3.0,1.0,2.0,,,0.05,0.0625,,,,,,,,,1.0,1.0,1.0,,1.0,0.047619047619047616,,,True,,,,,,,
201572,1610612749,Brook Lopez,Brook Lopez,201572,MIL,7668.0,128,51,263,266,46,37,37,529,13.0,15.0,4.0,5.0,6.0,7.0,2.0,13.0,,,2.0,2.0,,7.0,18,,,3.0,4.0,15.0,28,9.0,20,7.0,64,278,4.0,7.0,,,2.0,10.0,7.0,10.0,3.0,4.0,4.0,27.0,18.0,12.0,27.0,6.0,18,7.0,2.0,3.0,5.0,8.0,3.0,2.0,,,21.0,6.0,6.0,1.0,7.0,11.0,21.0,13.0,34,2.0,1.0,1.0,,1.0,,4.0,1.0,,1.0,5.0,,1.0,11.0,16.0,,2.0,3.0,10.0,,9.0,3.0,6.0,,8.0,5.0,8.0,4.0,27.0,46,,0.6,0.75,1.0,0.45,,0.75,0.45,0.5357142857142857,0.5714285714285714,0.7,0.59375,0.5714285714285714,0.8214285714285714,0.6274509803921569,0.625,0.84375,0.4166666666666667,0.07142857142857142,0.06666666666666667,,18.6046511627907,0.2,0.25,0.14473684210526316,0.12,0.11290322580645161,0.0759493670886076,0.13043478260869565,0.09302325581395349,0.17647058823529413,0.1111111111111111,0.08196721311475409,0.05555555555555555,0.15789473684210525,0.1,0.23529411764705882,0.1,0.16666666666666666,0.09090909090909091,0.5,0.3125,0.8666666666666667,0.9285714285714286,0.6153846153846154,0.2708333333333333,0.15384615384615385,0.16666666666666666,0.5,,,,,0.041666666666666664,1.0,1.0,1.0,0.375,0.3888888888888889,0.3888888888888889,1.0,0.7142857142857143,0.8,,,,,0.5,0.8571428571428571,0.2857142857142857,0.75,0.7291666666666666,0.3888888888888889,0.5409385416666668,0.6283333333333333,0.5707571428571429,0.11764705882352941,0.1935483870967742,0.15625,0.421875,4.810714285714286,26.860000000000003,0.17490494296577946,,,3.0,3.0,,,,0.375,,,,,,,,,,,,,,,,,0.25,,3.0,0.07692307692307693,,,,,,True,,,,,,,
