EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,FG3M,PtsAssisted3s,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFG3A,PenaltyFG3M,NonHeaveArc3FGM,SecondChanceTurnovers,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,PenaltyFg3Pct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,ShortMidRangeAssists,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceTsPct,DefAtRimReboundPct,LongMidRangeFrequency,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,PtsUnassisted3s,Fg3aBlocked,SecondChanceFg3Pct,SecondChanceEfgPct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceFg2Pct,AtRimPctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,SelfOReb,OffAtRimReboundPct,SelfORebPct,Technical Free Throw Trips,Offensive Fouls Drawn,on,LongMidRangeFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Corner3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Clear Path Fouls,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,OffensiveGoaltends,Defensive 3 Seconds Violations,Charge Fouls Drawn,Transition Take Fouls,HeaveMakes,3SecondViolations
1627739,1610612762,Kris Dunn,Kris Dunn,1627739,UTA,1452.0,24,-1.0,51,48,12.0,9,99,1.0,2.0,2.0,5.0,1.0,1.0,3.0,7.0,1.0,6.0,54,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,14.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,12.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,0.375,0.5,0.375,0.5,0.125,0.14285714285714285,0.2,15.873015873015873,1.0,0.2222222222222222,0.13793103448275862,0.23529411764705882,0.25,0.5,0.5,0.625,0.4,0.5,1.0,0.125,0.5,0.375,0.4509125,0.3735,0.44399999999999995,0.3333333333333333,5.5,25.5,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627745,1610612762,Damian Jones,Damian Jones,1627745,UTA,1580.0,26,8.0,54,55,15.0,9,109,1.0,2.0,,1.0,,,1.0,3.0,5.0,8.0,56,2.0,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,3.0,2.0,4.0,11.0,,,,1.0,,1.0,,15.0,1.0,1.0,0.3333333333333333,,0.5,,0.5,,0.625,0.3333333333333333,1.0,13.636363636363635,,0.14285714285714285,0.13333333333333333,0.09090909090909091,0.25,0.5,0.5,0.125,,,,,,0.875,0.53920625,0.6381,0.4934,,3.6666666666666665,22.96,0.2777777777777778,3.0,1.0,2.0,5.0,1.0,2.0,6.0,4.0,3.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.125,0.2,0.2222222222222222,0.21212121212121213,0.3,0.3333333333333333,0.1111111111111111,0.5,0.3333333333333333,1.0,1.0,0.625,0.4,0.4,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628374,1610612762,Lauri Markkanen,Lauri Markkanen,1628374,UTA,309.0,5,2.0,10,9,,2,19,,,,,2.0,,,,2.0,,9,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,16.666666666666668,,0.2,0.1111111111111111,0.2,,,,,,,,1.0,,1.0,0.5386500000000001,,,,,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629714,1610612762,Jarrell Brantley,Jarrell Brantley,1629714,UTA,2337.0,39,15.0,81,79,15.0,12,160,2.0,2.0,2.0,3.0,6.0,2.0,4.0,5.0,9.0,22.0,75,,1.0,1.0,2.0,5.0,2.0,6.0,6.0,,2.0,1.0,3.0,,1.0,2.0,7.0,4.0,5.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,15.0,0.25,0.25,0.8,1.0,0.7142857142857143,0.8333333333333334,0.7333333333333333,0.8333333333333334,0.6428571428571429,,,17.52577319587629,1.0,0.13333333333333333,0.09259259259259259,0.18181818181818182,0.14285714285714285,1.0,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.42857142857142855,0.6666666666666666,0.7857142857142857,0.4835357142857143,0.5154,0.4454833333333333,0.22727272727272727,4.5600000000000005,25.500000000000004,0.18518518518518517,3.0,,1.0,3.0,,4.0,12.0,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,1.0,0.4444444444444444,0.4444444444444444,0.041666666666666664,0.045454545454545456,,0.02127659574468085,,,0.07142857142857142,,,1.0,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,0.06666666666666667,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203482,1610612762,Kelly Olynyk,Kelly Olynyk,203482,UTA,539.0,9,,18,17,,3,35,1.0,1.0,,1.0,1.0,,1.0,3.0,1.0,5.0,19,1.0,,,,,,2.0,1.0,,3.0,1.0,4.0,1.0,,2.0,9.0,,5.0,5.0,,,,,,,,,,,0.3333333333333333,,0.25,,0.5,,0.25,,,22.727272727272727,,,0.3125,,0.25,1.0,1.0,0.25,,,,0.25,,0.5,0.4906125,,,,8.433333333333332,27.4,,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,0.5555555555555556,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,3.0,,,,,3.0,2.0,,,,,,,,,,,,0.4,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629308,1610612762,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,UTA,865.0,14,7.0,30,28,6.0,3,58,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,4.0,22,,1.0,1.0,,2.0,2.0,2.0,1.0,,1.0,,1.0,,,1.0,2.0,,3.0,3.0,1.0,1.0,,1.0,,,2.0,6.0,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,,,11.76470588235294,1.0,,0.13043478260869565,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.6666666666666666,0.39381666666666665,,0.391,0.5,4.75,30.2,0.2,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,0.375,,,,,,0.6666666666666666,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630548,1610612762,Johnny Juzang,Johnny Juzang,1630548,UTA,1087.0,18,4.0,36,34,15.0,6,70,,,,2.0,8.0,2.0,,2.0,10.0,8.0,34,,,1.0,3.0,5.0,,,8.0,,2.0,1.0,3.0,1.0,,,7.0,1.0,2.0,2.0,,,,,,,5.0,15.0,,,,,0.25,0.375,0.3076923076923077,0.5,0.8333333333333334,,,29.545454545454547,,0.09090909090909091,0.11764705882352941,0.1,,,,0.16666666666666666,,,,0.6666666666666666,0.5,0.8333333333333334,0.4995375,0.5167,0.478125,0.625,6.949999999999999,24.93,0.4166666666666667,3.0,,,2.0,1.0,2.0,3.0,,,1.0,,,,,,1.0,,,,,0.5,0.2,0.2,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,0.25,,,2.0,2.0,1.0,2.0,4.0,1.0,2.0,,2.0,1.0,,0.3333333333333333,,0.25,0.2857142857142857,0.5,0.5,,,0.5,0.25,0.07692307692307693,0.3333333333333333,,,3.0,2.0,,,0.375,0.3333333333333333,,0.375,2.0,1.0,1.0,2.0,3.0,1.0,0.25,0.375,0.1,0.125,0.5,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630534,1610612762,Ochai Agbaji,Ochai Agbaji,1630534,UTA,399.0,7,5.0,17,16,,2,33,,,,,3.0,,,,3.0,,13,,,,,,,,3.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,15.0,,0.1,0.058823529411764705,,,,,,,,,1.0,,1.0,0.45405000000000006,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630695,1610612762,Micah Potter,Micah Potter,1630695,UTA,596.0,10,3.0,21,21,9.0,5,42,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,23,,,1.0,1.0,3.0,4.0,,2.0,,1.0,,1.0,,,1.0,2.0,,,,,,,,,1.0,3.0,9.0,1.0,1.0,0.6666666666666666,,0.7,0.75,0.7,0.75,0.4,,,17.857142857142854,,,,,0.2,1.0,1.0,0.4,0.5,0.5,1.0,0.4,0.5,0.6,0.44912,,0.4628,0.42857142857142855,5.5,26.25,0.42857142857142855,,,,,,1.0,3.0,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,0.5,0.5,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628962,1610612762,Udoka Azubuike,Udoka Azubuike,1628962,UTA,566.0,9,-1.0,18,17,3.0,2,35,1.0,2.0,,,,,1.0,2.0,,2.0,16,1.0,,,,,2.0,,,1.0,,,,,,,,2.0,2.0,4.0,,,,1.0,,,,3.0,1.0,1.0,0.5,,0.5,,0.5,,,0.5,,14.285714285714286,,0.2857142857142857,0.2,0.3333333333333333,1.0,0.5,1.0,,,,,,,1.0,0.58805,,,,2.25,,0.16666666666666666,3.0,1.0,,,,,,2.0,,,2.0,,,1.0,,,,,,,,,,,,0.3333333333333333,0.2,,0.4,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
