EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,SecondChanceFg3Pct,DefFTReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,FTOffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,LongMidRangeAssists,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,DefensiveGoaltends,OffLongMidRangeReboundPct,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,Transition Take Fouls,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,LongMidRangePctBlocked,Clear Path Fouls,3SecondViolations
1626162,1610612766,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,CHA,4187.0,70,-25,143,145,56.0,63.0,22.0,288,10.0,16.0,3.0,4.0,3.0,5.0,3.0,12.0,4.0,4.0,1.0,3.0,1.0,4.0,13.0,1.0,6.0,17.0,32.0,5.0,16.0,7.0,56.0,181,3.0,5.0,6.0,5.0,8.0,1.0,7.0,5.0,18.0,14.0,20.0,15.0,2.0,13.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,5.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,12,1.0,1.0,9.0,1.0,1.0,3.0,2.0,18.0,56.0,1.0,1.0,0.4117647058823529,0.4375,1.0,0.3125,0.14285714285714285,0.3125,0.53125,0.6,0.625,0.5104166666666666,0.6,0.43333333333333335,0.5288461538461539,0.6,0.5,0.3333333333333333,0.0625,0.0625,0.08333333333333333,30.952380952380953,1.0,0.04878048780487805,0.0784313725490196,0.08,0.03571428571428571,0.06060606060606061,0.06329113924050633,0.045454545454545456,0.125,0.2,0.0625,0.0625,0.10526315789473684,0.041666666666666664,0.3333333333333333,0.625,0.6666666666666666,0.3,0.25,0.25,0.2727272727272727,0.3333333333333333,0.08333333333333333,1.0,1.0,0.75,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.2708333333333333,0.3076923076923077,0.3076923076923077,1.0,0.8,0.75,0.3333333333333333,0.6,0.06666666666666667,0.4,0.16666666666666666,0.6666666666666666,0.3076923076923077,0.5408041666666666,0.65835,0.5477433333333332,0.06,0.08823529411764706,0.10714285714285714,0.32142857142857145,5.8218749999999995,25.800000000000004,0.3916083916083916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,5392.0,90,-18,183,186,52.0,78.0,24.0,369,7.0,10.0,2.0,2.0,2.0,2.0,4.0,13.0,1.0,3.0,,2.0,1.0,10.0,26.0,2.0,5.0,12.0,26.0,10.0,28.0,2.0,56.0,199,2.0,3.0,10.0,4.0,9.0,2.0,6.0,1.0,15.0,10.0,14.0,21.0,2.0,26.0,10.0,4.0,11.0,14.0,10.0,31.0,1.0,1.0,10.0,5.0,16.0,2.0,18.0,1.0,,,6.0,4.0,11.0,3.0,3.0,,3,,,3.0,,1.0,1.0,,15.0,52.0,,,0.4166666666666667,0.45454545454545453,0.7,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.46153846153846156,0.6666666666666666,0.4444444444444444,0.5,0.8333333333333334,0.4666666666666667,0.5,0.8333333333333334,0.46875,0.5185185185185185,0.15384615384615385,0.2,0.15384615384615385,31.428571428571427,0.5454545454545454,0.13157894736842105,0.02564102564102564,0.20833333333333334,0.022222222222222223,0.1744186046511628,0.023809523809523808,,0.045454545454545456,,0.23076923076923078,0.0625,0.21951219512195122,0.038461538461538464,0.18518518518518517,0.7,0.875,0.42857142857142855,0.24074074074074073,0.3076923076923077,0.36363636363636365,0.5,0.05555555555555555,0.3333333333333333,0.3333333333333333,,0.037037037037037035,,,,0.48148148148148145,0.38461538461538464,0.38461538461538464,0.7,0.3333333333333333,1.0,0.13333333333333333,1.0,0.06666666666666667,0.3333333333333333,0.4,0.7037037037037037,0.38461538461538464,0.4839824074074074,0.5749666666666666,0.4401566666666667,0.01818181818181818,0.037037037037037035,0.17857142857142858,0.26785714285714285,7.596153846153845,26.164285714285715,0.28415300546448086,2.0,3.0,2.0,3.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,0.6666666666666666,0.125,0.02631578947368421,0.1111111111111111,0.14285714285714285,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,10172.0,170,-38,358,366,144.0,150.0,51.0,724,12.0,16.0,3.0,3.0,4.0,6.0,7.0,26.0,1.0,8.0,2.0,5.0,2.0,11.0,27.0,3.0,7.0,20.0,50.0,13.0,32.0,16.0,95.0,417,4.0,7.0,16.0,6.0,18.0,3.0,9.0,6.0,27.0,26.0,14.0,36.0,4.0,27.0,11.0,7.0,8.0,14.0,8.0,34.0,3.0,7.0,11.0,6.0,20.0,11.0,31.0,6.0,4.0,3.0,3.0,2.0,10.0,10.0,17.0,,18,,2.0,20.0,2.0,,11.0,,27.0,144.0,,,0.65,0.7222222222222222,0.9230769230769231,0.40625,0.3333333333333333,0.40625,0.4,0.5714285714285714,0.3333333333333333,0.4817073170731707,0.6111111111111112,0.3888888888888889,0.521978021978022,0.6666666666666666,0.45,0.3902439024390244,0.14,0.0625,0.23076923076923078,24.278846153846153,0.3,0.07058823529411765,0.07526881720430108,0.13253012048192772,0.037037037037037035,0.10119047619047619,0.05747126436781609,0.13333333333333333,0.06,0.1,0.058823529411764705,0.08571428571428572,0.16417910447761194,0.14285714285714285,0.1951219512195122,0.75,0.8,0.5833333333333334,0.3170731707317073,0.2692307692307692,0.35,0.7142857142857143,0.0975609756097561,0.125,0.125,1.0,0.06097560975609756,0.4,0.4,1.0,0.32926829268292684,0.4074074074074074,0.4074074074074074,0.9090909090909091,0.3333333333333333,1.0,0.2222222222222222,0.6666666666666666,0.07407407407407407,0.25925925925925924,0.42857142857142855,0.5853658536585366,0.4074074074074074,0.4936115853658537,0.47477499999999995,0.4966425925925926,0.12087912087912088,0.1864406779661017,0.16842105263157894,0.28421052631578947,7.876,25.840625,0.4022346368715084,1.0,2.0,1.0,2.0,3.0,6.0,6.0,,,3.0,3.0,7.0,,1.0,1.0,1.0,3.0,0.5,0.3333333333333333,0.01639344262295082,0.0625,,0.2222222222222222,0.5,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,0.1,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629667,1610612766,Jalen McDaniels,Jalen McDaniels,1629667,CHA,12792.0,213,-28,441,443,158.0,158.0,59.0,884,12.0,23.0,4.0,6.0,7.0,12.0,1.0,12.0,1.0,4.0,8.0,14.0,3.0,5.0,15.0,2.0,5.0,14.0,39.0,13.0,29.0,10.0,77.0,499,4.0,8.0,8.0,9.0,20.0,4.0,8.0,7.0,37.0,14.0,14.0,39.0,8.0,15.0,5.0,6.0,12.0,23.0,8.0,57.0,3.0,4.0,19.0,16.0,38.0,9.0,47.0,2.0,9.0,5.0,7.0,4.0,14.0,16.0,24.0,,19,,3.0,12.0,2.0,,6.0,1.0,37.0,158.0,,1.0,0.5,0.7,1.0,0.4482758620689655,0.5,0.4482758620689655,0.358974358974359,0.5,0.45,0.49264705882352944,0.5,0.5357142857142857,0.5273972602739726,0.5,0.5967741935483871,0.4264705882352941,0.15384615384615385,0.13043478260869565,0.25,17.296222664015904,0.5,0.15384615384615385,0.03389830508474576,0.18446601941747573,0.03225806451612903,0.16908212560386474,0.03317535545023697,0.05263157894736842,0.03225806451612903,0.047619047619047616,0.16279069767441862,0.10869565217391304,0.13953488372093023,0.05714285714285714,0.3382352941176471,0.5217391304347826,0.6,0.5,0.17647058823529413,0.08333333333333333,0.1111111111111111,,0.058823529411764705,0.25,0.25,1.0,0.20588235294117646,0.5714285714285714,0.5714285714285714,1.0,0.22058823529411764,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.42857142857142855,0.5833333333333334,0.10714285714285714,0.17857142857142858,0.4,0.7647058823529411,0.3333333333333333,0.5529235294117648,0.5757666666666666,0.5475357142857143,0.08333333333333333,0.13953488372093023,0.1038961038961039,0.4805194805194805,4.78974358974359,24.893103448275866,0.35827664399092973,,,,,,11.0,10.0,1.0,3.0,3.0,2.0,7.0,1.0,3.0,,2.0,3.0,,0.23076923076923078,0.027777777777777776,0.26666666666666666,0.4117647058823529,,,,,2.0,4.0,1.0,2.0,,8.0,5.0,3.0,8.0,3.0,0.16666666666666666,0.375,,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630547,1610612766,James Bouknight,James Bouknight,1630547,CHA,29335.0,489,-94,1018,1028,398.0,365.0,122.0,2046,22.0,38.0,2.0,5.0,7.0,14.0,8.0,32.0,4.0,10.0,5.0,18.0,5.0,26.0,83.0,13.0,38.0,34.0,80.0,31.0,101.0,18.0,179.0,1154,2.0,8.0,4.0,10.0,32.0,15.0,43.0,9.0,74.0,32.0,36.0,63.0,2.0,82.0,26.0,10.0,22.0,41.0,19.0,101.0,1.0,6.0,33.0,30.0,63.0,7.0,70.0,3.0,14.0,7.0,16.0,7.0,31.0,26.0,46.0,1.0,26,2.0,4.0,27.0,1.0,,12.0,2.0,74.0,397.0,9.0,2.0,0.47058823529411764,0.48484848484848486,0.6774193548387096,0.3069306930693069,0.3488372093023256,0.31,0.425,0.25,0.3125,0.4447513812154696,0.2,0.43333333333333335,0.46134020618556704,0.2,0.4567901234567901,0.5580110497237569,0.125,0.15789473684210525,0.125,19.497400346620452,0.5161290322580645,0.11583011583011583,0.022641509433962263,0.14732142857142858,0.004739336492890996,0.13043478260869565,0.014705882352941176,0.03,0.022727272727272728,,0.1,0.1111111111111111,0.15934065934065933,0.029411764705882353,0.20994475138121546,0.5789473684210527,0.6875,0.6818181818181818,0.17679558011049723,0.25,0.2857142857142857,0.125,0.055248618784530384,0.4,0.4,,0.09944751381215469,0.2777777777777778,0.2777777777777778,0.8,0.4585635359116022,0.3132530120481928,0.32098765432098764,0.6538461538461539,0.5,0.4,0.18666666666666668,0.5,0.06666666666666667,0.5066666666666667,0.34210526315789475,0.7679558011049724,0.3170731707317073,0.5292469444444445,0.5289124999999999,0.5287871621621621,0.0625,0.13186813186813187,0.0223463687150838,0.4134078212290503,6.546250000000001,26.406930693069306,0.39096267190569745,,1.0,,2.0,30.0,19.0,17.0,2.0,2.0,,1.0,15.0,3.0,9.0,3.0,2.0,10.0,,,0.0058823529411764705,0.175,0.09523809523809523,0.1,,,,,7.0,1.0,2.0,1.0,5.0,4.0,1.0,5.0,2.0,,0.4,,2.0,1.0,0.4,1.0,1.0,2.0,0.019801980198019802,0.024096385542168676,0.1,,,,,,,,,,,,,True,,,,,,,,,
203486,1610612766,Mason Plumlee,Mason Plumlee,203486,CHA,4483.0,75,-36,149,157,61.0,73.0,19.0,306,9.0,18.0,1.0,5.0,3.0,6.0,,2.0,,,,,,,,,,9.0,20.0,,,3.0,21.0,187,1.0,5.0,4.0,3.0,6.0,,,2.0,8.0,14.0,4.0,,2.0,,,2.0,6.0,9.0,2.0,21.0,2.0,5.0,5.0,6.0,14.0,7.0,21.0,4.0,1.0,,3.0,1.0,6.0,2.0,4.0,,8,1.0,,8.0,2.0,,3.0,2.0,8.0,61.0,1.0,2.0,0.7777777777777778,0.875,,,,,0.45,0.2,0.5,0.45,0.2,0.5,0.45652173913043476,0.3333333333333333,0.4444444444444444,,0.1,0.05555555555555555,0.5,16.86046511627907,0.5,0.18181818181818182,0.11363636363636363,0.16666666666666666,0.058823529411764705,0.1746031746031746,0.08974358974358974,0.13043478260869565,0.13333333333333333,,0.13333333333333333,0.23076923076923078,0.17391304347826086,0.4444444444444444,0.9,0.5,0.5294117647058824,0.7777777777777778,0.1,,,,,,,,,,,,,,,,1.0,0.2,1.0,0.5,,,,0.9,,0.602175,0.624675,0.50605,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.38095238095238093,2.1750000000000003,,0.40939597315436244,,,,,,3.0,1.0,2.0,3.0,3.0,1.0,3.0,,2.0,,,2.0,,0.5,0.07142857142857142,0.2,0.14285714285714285,,,,2.0,,1.0,,,1.0,,,,2.0,1.0,,0.5,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,16485.0,275,-12,576,575,214.0,186.0,75.0,1151,51.0,65.0,18.0,25.0,17.0,24.0,6.0,14.0,1.0,1.0,,,,1.0,1.0,,,58.0,80.0,1.0,1.0,36.0,155.0,625,19.0,29.0,57.0,17.0,27.0,,,15.0,49.0,80.0,36.0,3.0,32.0,1.0,1.0,9.0,10.0,11.0,6.0,23.0,11.0,27.0,21.0,36.0,58.0,38.0,96.0,3.0,2.0,2.0,2.0,1.0,14.0,15.0,34.0,2.0,44,6.0,1.0,48.0,12.0,,26.0,4.0,49.0,214.0,3.0,3.0,0.6896551724137931,0.9523809523809523,1.0,1.0,,1.0,0.725,0.6551724137931034,0.6296296296296297,0.7345679012345679,0.6833333333333333,0.6296296296296297,0.7828282828282829,0.7702702702702703,0.6805555555555556,0.012345679012345678,0.1125,0.07692307692307693,0.2857142857142857,17.095310136157337,0.14285714285714285,0.23376623376623376,0.17419354838709677,0.1590909090909091,0.09322033898305085,0.1993006993006993,0.1391941391941392,0.20833333333333334,0.1724137931034483,0.043478260869565216,0.2153846153846154,0.20967741935483872,0.14414414414414414,0.23076923076923078,0.8024691358024691,0.7846153846153846,0.85,0.7058823529411765,0.1728395061728395,0.42857142857142855,0.6,0.5,0.012345679012345678,1.0,1.0,1.0,,,,,0.012345679012345678,1.0,1.0,1.0,0.8333333333333334,0.72,0.8888888888888888,0.7083333333333334,,,,0.8148148148148148,1.0,0.6038135802469136,0.594325,0.6237074074074074,0.2736842105263158,0.2765957446808511,0.36774193548387096,0.3161290322580645,2.4074999999999998,25.6,0.3715277777777778,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,2.0,12.0,,1.0,1.0,2.0,4.0,1.0,0.07142857142857142,0.10526315789473684,0.3333333333333333,0.23809523809523808,0.03333333333333333,1.0,1.0,16.0,,,,1.0,8.0,12.0,8.0,4.0,12.0,6.0,,0.5,0.16666666666666666,,2.0,,,,,,,,,,,,4.0,0.1,,,,,,,True,,,,,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,10317.0,172,-22,360,364,125.0,113.0,42.0,724,6.0,14.0,1.0,3.0,1.0,5.0,4.0,8.0,1.0,3.0,4.0,10.0,2.0,1.0,12.0,1.0,5.0,11.0,25.0,5.0,22.0,6.0,43.0,391,1.0,4.0,5.0,3.0,10.0,3.0,7.0,4.0,19.0,18.0,4.0,15.0,,12.0,1.0,5.0,7.0,9.0,3.0,20.0,2.0,1.0,15.0,10.0,28.0,3.0,31.0,,4.0,2.0,9.0,4.0,13.0,5.0,7.0,,7,,,9.0,,,4.0,1.0,19.0,124.0,,,0.8181818181818182,0.8181818181818182,1.0,0.22727272727272727,0.42857142857142855,0.22727272727272727,0.44,0.25,0.3,0.39361702127659576,0.4166666666666667,0.4411764705882353,0.41346153846153844,0.4166666666666667,0.4523809523809524,0.46808510638297873,0.2,0.2857142857142857,0.125,15.724815724815723,0.6923076923076923,0.10638297872340426,0.010752688172043012,0.19230769230769232,0.02666666666666667,0.14534883720930233,0.017857142857142856,,0.025,,0.046511627906976744,0.16666666666666666,0.21666666666666667,,0.2978723404255319,0.42857142857142855,0.6,0.8333333333333334,0.1702127659574468,0.5,0.5714285714285714,0.75,0.06382978723404255,0.3333333333333333,0.3333333333333333,1.0,0.2127659574468085,0.4,0.4,1.0,0.2553191489361702,0.08333333333333333,0.08333333333333333,1.0,0.5,0.3333333333333333,0.29411764705882354,0.2,0.11764705882352941,0.29411764705882354,0.2,0.7659574468085106,0.08333333333333333,0.5340680851063829,0.58473,0.5039676470588236,0.0784313725490196,0.13793103448275862,0.11627906976744186,0.4418604651162791,6.272,25.0,0.3472222222222222,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,4.0,,5.0,3.0,,5.0,0.5,0.3,0.03076923076923077,0.13333333333333333,0.1111111111111111,0.3333333333333333,0.5,1.0,,,2.0,,,,7.0,6.0,1.0,7.0,5.0,,0.7142857142857143,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,True,,,,,,,,,
1628372,1610612766,Dennis Smith Jr.,Dennis Smith Jr.,1628372,CHA,6071.0,101,11,208,218,60.0,59.0,27.0,426,14.0,16.0,,,6.0,8.0,2.0,6.0,1.0,4.0,,,,5.0,12.0,1.0,4.0,17.0,26.0,5.0,12.0,5.0,54.0,230,,,3.0,6.0,10.0,1.0,4.0,2.0,17.0,6.0,28.0,12.0,,12.0,5.0,3.0,16.0,22.0,13.0,50.0,1.0,,5.0,6.0,11.0,1.0,12.0,,9.0,5.0,5.0,4.0,6.0,10.0,10.0,,4,,,6.0,,,3.0,,17.0,60.0,,,0.17647058823529413,0.17647058823529413,0.8,0.4166666666666667,0.25,0.4166666666666667,0.6538461538461539,,0.6,0.6447368421052632,0.75,0.5357142857142857,0.6585365853658537,0.75,0.5666666666666667,0.3157894736842105,0.11538461538461539,0.0625,0.3333333333333333,19.831223628691983,0.8333333333333334,0.1,,0.10869565217391304,0.022727272727272728,0.10377358490566038,0.009615384615384616,,,,0.11538461538461539,0.11538461538461539,0.1111111111111111,,0.42105263157894735,0.875,0.9333333333333333,0.21428571428571427,0.15789473684210525,0.3333333333333333,0.5,,0.10526315789473684,0.25,0.25,,,,,,0.3157894736842105,0.4166666666666667,0.45454545454545453,0.8,,,0.5714285714285714,0.75,,0.2857142857142857,0.25,0.7368421052631579,0.4166666666666667,0.5544947368421053,0.52125,0.5592392857142856,0.07317073170731707,0.10344827586206896,0.05555555555555555,0.3148148148148148,6.288461538461538,25.691666666666666,0.28846153846153844,1.0,2.0,1.0,2.0,3.0,6.0,1.0,5.0,3.0,,1.0,1.0,,1.0,,,1.0,0.5,,0.02631578947368421,,0.1,1.0,0.5,1.0,,,4.0,,,,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,1.0,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,True,,,,,,,,,
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,937.0,16,6,33,32,5.0,10.0,5.0,65,,,,,,,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,,2.0,2.0,,3.0,2.0,6.0,37,,,,,,,2.0,,,,4.0,,,1.0,,,3.0,5.0,1.0,12.0,,,2.0,,2.0,,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,2,,,2.0,,,1.0,,,5.0,,,,,,,,,1.0,,,0.4,,,0.5,,,0.6,,,,21.05263157894737,1.0,,,0.3333333333333333,,0.13333333333333333,,,,,,,0.4,,,,,,0.2,1.0,1.0,,0.2,1.0,1.0,,0.4,,,,0.2,,,,,,,,1.0,,,0.6,,0.44761999999999996,,0.531225,0.16666666666666666,0.3333333333333333,,,11.05,24.566666666666666,0.15151515151515152,,,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
