EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,Corner3PctBlocked,HeaveAttempts,FTOffRebounds,Transition Take Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceArc3PctAssisted,BlockedArc3,OffensiveGoaltends,3SecondViolations,on,Clear Path Fouls
1626163,1610612737,Frank Kaminsky,Frank Kaminsky,1626163,ATL,2954.0,49,18.0,100,102,22.0,17.0,3,202,1.0,1.0,2.0,3.0,4.0,6.0,3.0,4.0,4.0,6.0,4.0,22.0,104,2.0,2.0,1.0,1.0,1.0,6.0,12.0,6.0,4.0,4.0,2.0,6.0,2.0,1.0,3.0,14.0,2.0,5.0,6.0,11,2.0,13,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,3.0,6.0,3.0,1.0,22.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.9,0.8461538461538461,0.5,0.25,0.6,14.423076923076923,0.5,0.2222222222222222,0.09090909090909091,0.21739130434782608,0.22,0.047619047619047616,0.2,0.3,0.18181818181818182,0.16666666666666666,0.25,0.14285714285714285,0.3333333333333333,0.1,1.0,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,0.7,0.6666666666666666,0.459135,0.3144,0.23076923076923078,0.42857142857142855,0.09090909090909091,0.045454545454545456,4.625,25.383333333333336,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627749,1610612737,Dejounte Murray,Dejounte Murray,1627749,ATL,53044.0,884,-56.0,1804,1802,257.0,220.0,227,3606,56.0,89.0,64.0,124.0,24.0,82.0,161.0,300.0,37.0,111.0,66.0,499.0,2202,2.0,23.0,41.0,13.0,73.0,46.0,78.0,82.0,24.0,93.0,56.0,149.0,38.0,37.0,34.0,354.0,8.0,54.0,40.0,97,19.0,116,1.0,29.0,20.0,34.0,17.0,17.0,51.0,15.0,36.0,2.0,54.0,78.0,35.0,71.0,249.0,0.14285714285714285,0.14465408805031446,0.7027027027027027,0.3333333333333333,0.3333333333333333,0.5366666666666666,0.5267639902676399,0.5595505617977528,0.42592592592592593,0.553030303030303,0.27007299270072993,24.112785610111814,0.6666666666666666,0.09569377990430622,0.015904572564612324,0.13705583756345177,0.11576354679802955,0.02237926972909305,0.018018018018018018,0.07526881720430108,0.07894736842105263,0.175,0.13240418118466898,0.14953271028037382,0.005291005291005291,0.21654501216545013,0.6292134831460674,0.7368421052631579,0.23214285714285715,0.30170316301703165,0.5161290322580645,0.5378151260504201,0.125,0.19951338199513383,0.2926829268292683,0.2962962962962963,0.625,0.48661800486618007,0.2926829268292683,0.49940802919708027,0.5068677966101696,0.08577878103837472,0.10638297872340426,0.04609218436873747,0.1462925851703407,9.420999999999998,25.057657657657654,0.14246119733924612,3.0,10.0,16.0,22.0,41.0,87.0,13.0,29.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,13.0,6.0,17.0,3.0,9.0,21.0,6.0,18.0,276.0,33.0,4.0,20.0,1.0,18.0,22.0,11.0,3.0,9.0,5.0,3.0,17.0,2.0,2.0,4.0,7.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0,2.0,6.0,4.0,2.0,6.0,2.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.5121951219512195,0.40384615384615385,0.5084745762711864,0.009009009009009009,0.06666666666666667,0.14606741573033707,0.04032258064516129,0.022988505747126436,0.012195121951219513,0.08823529411764706,0.031791907514450865,0.01875,0.008264462809917356,0.02880658436213992,0.038834951456310676,0.3333333333333333,0.2116788321167883,0.47126436781609193,0.4823529411764706,0.04878048780487805,0.0705596107055961,0.4482758620689655,0.4482758620689655,0.8461538461538461,0.38461538461538464,0.3,0.19230769230769232,0.4,0.5,0.15384615384615385,0.25,0.3728813559322034,0.7272727272727273,0.0847457627118644,0.4,0.22033898305084745,0.3076923076923077,0.513885294117647,0.02631578947368421,,,,,,,,,,,,,,,,,,,True,
1628381,1610612737,John Collins,John Collins,1628381,ATL,33646.0,561,-46.0,1159,1156,200.0,168.0,125,2315,57.0,76.0,25.0,53.0,6.0,21.0,94.0,146.0,16.0,52.0,33.0,269.0,1439,,33.0,20.0,8.0,45.0,146.0,48.0,21.0,6.0,12.0,16.0,28.0,13.0,7.0,3.0,72.0,13.0,45.0,50.0,107,19.0,126,3.0,7.0,5.0,9.0,3.0,10.0,19.0,42.0,60.0,4.0,52.0,48.0,25.0,43.0,193.0,0.776595744680851,0.8488372093023255,1.0,0.3076923076923077,0.3076923076923077,0.6438356164383562,0.5959595959595959,0.6146788990825688,0.6346153846153846,0.75,0.26262626262626265,18.343653250773993,0.47368421052631576,0.18315018315018314,0.04797047970479705,0.17857142857142858,0.18095238095238095,0.03815261044176707,0.0847457627118644,0.18018018018018017,0.1694915254237288,0.22727272727272727,0.1989247311827957,0.12121212121212122,0.03896103896103896,0.3838383838383838,0.75,0.8260869565217391,0.7894736842105263,0.2676767676767677,0.4716981132075472,0.5102040816326531,0.84,0.10606060606060606,0.2857142857142857,0.2857142857142857,1.0,0.6464646464646465,0.2857142857142857,0.5478868686868686,0.5670923076923077,0.11574074074074074,0.1524390243902439,0.12267657992565056,0.16728624535315986,5.803424657534247,24.20384615384616,0.1725625539257981,9.0,13.0,11.0,14.0,12.0,17.0,10.0,31.0,1.0,3.0,1.0,4.0,,1.0,,2.0,15.0,22.0,1.0,4.0,17.0,1.0,6.0,42.0,,16.0,11.0,,3.0,2.0,6.0,12.0,2.0,2.0,1.0,6.0,,2.0,2.0,3.0,1.0,4.0,4.0,,7.0,1.0,,2.0,24.0,17.0,6.0,24.0,18.0,,1.0,0.25,0.16666666666666666,0.6818181818181818,0.85,0.6346153846153846,0.7115384615384616,,0.07534246575342465,0.09210526315789473,0.07547169811320754,,,0.5,0.02643171806167401,0.021739130434782608,0.01639344262295082,0.03184713375796178,0.014285714285714285,0.75,0.08585858585858586,0.7058823529411765,0.7058823529411765,0.5833333333333334,0.15656565656565657,0.3225806451612903,0.3225806451612903,1.0,0.5,0.6923076923076923,0.11538461538461539,0.3333333333333333,1.0,0.038461538461538464,,0.5384615384615384,0.7857142857142857,0.15384615384615385,0.25,0.07692307692307693,,0.5882472222222223,,2.0,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,True,
1629631,1610612737,De'Andre Hunter,De'Andre Hunter,1629631,ATL,33150.0,552,-27.0,1153,1153,237.0,242.0,121,2306,29.0,49.0,22.0,49.0,15.0,42.0,72.0,139.0,23.0,68.0,46.0,259.0,1395,,12.0,22.0,15.0,49.0,86.0,63.0,42.0,15.0,13.0,15.0,28.0,10.0,7.0,4.0,71.0,6.0,35.0,31.0,72,12.0,84,1.0,8.0,7.0,10.0,6.0,7.0,17.0,25.0,49.0,2.0,61.0,54.0,26.0,49.0,231.0,0.5972222222222222,0.6056338028169014,0.9130434782608695,0.3382352941176471,0.3382352941176471,0.5179856115107914,0.5144927536231884,0.5581896551724138,0.375,0.532608695652174,0.3285024154589372,19.375,0.5882352941176471,0.11524163568773234,0.020338983050847456,0.14644351464435146,0.12992125984251968,0.023121387283236993,0.023255813953488372,0.11016949152542373,0.1262135922330097,0.10416666666666667,0.16111111111111112,0.1016949152542373,0.010416666666666666,0.23671497584541062,0.5918367346938775,0.7435897435897436,0.6206896551724138,0.23671497584541062,0.4489795918367347,0.4782608695652174,0.5,0.2028985507246377,0.35714285714285715,0.35714285714285715,0.8666666666666667,0.5652173913043478,0.35714285714285715,0.5156727053140095,0.5282447368421052,0.11739130434782609,0.16149068322981366,0.04633204633204633,0.1891891891891892,8.968345323741005,24.85,0.20555073720728534,3.0,6.0,7.0,12.0,21.0,41.0,8.0,26.0,1.0,1.0,,6.0,1.0,7.0,2.0,10.0,3.0,8.0,2.0,8.0,14.0,2.0,16.0,58.0,6.0,2.0,13.0,1.0,5.0,2.0,6.0,6.0,1.0,1.0,2.0,4.0,,2.0,3.0,4.0,,1.0,3.0,1.0,4.0,,1.0,2.0,6.0,2.0,3.0,6.0,4.0,4.0,1.0,0.25,0.125,0.375,0.6363636363636364,0.375,0.4473684210526316,0.014705882352941176,0.09352517985611511,0.20408163265306123,0.061224489795918366,,,0.25,0.026785714285714284,0.034482758620689655,,0.03592814371257485,,0.6666666666666666,0.19806763285024154,0.5121951219512195,0.5121951219512195,0.6666666666666666,0.12560386473429952,0.3076923076923077,0.32,1.0,0.375,0.5,0.0625,1.0,1.0,0.4375,0.14285714285714285,0.3157894736842105,0.5833333333333334,0.15789473684210525,,0.2631578947368421,0.2,0.5394423076923076,0.014492753623188406,1.0,1.0,,0.6666666666666666,11.0,0.038461538461538464,,,,,,,,,,,,,True,
203992,1610612737,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,ATL,90510.0,1508,64.0,3118,3108,665.0,574.0,356,6226,43.0,71.0,56.0,108.0,113.0,277.0,127.0,251.0,146.0,360.0,64.0,756.0,3680,6.0,66.0,52.0,5.0,114.0,116.0,357.0,276.0,113.0,107.0,43.0,150.0,16.0,68.0,28.0,343.0,14.0,62.0,73.0,142,23.0,165,7.0,43.0,29.0,48.0,33.0,17.0,65.0,45.0,86.0,2.0,63.0,77.0,27.0,114.0,657.0,0.4566929133858268,0.46774193548387094,0.815068493150685,0.40555555555555556,0.40668523676880225,0.5059760956175299,0.5662847790507365,0.5824261275272161,0.5689655172413793,0.437984496124031,0.5891980360065466,20.153714773697693,0.7384615384615385,0.09918478260869565,0.017766497461928935,0.09037900874635568,0.0949367088607595,0.015873015873015872,0.026706231454005934,0.11042944785276074,0.08680555555555555,0.09836065573770492,0.09879032258064516,0.06842105263157895,0.022222222222222223,0.11620294599018004,0.6056338028169014,0.6417910447761194,0.46511627906976744,0.176759410801964,0.5185185185185185,0.5436893203883495,0.32142857142857145,0.4533551554828151,0.40794223826714804,0.4124087591240876,0.8141592920353983,0.7054009819967266,0.40942028985507245,0.5134678688524589,0.49157301587301583,0.0499219968798752,0.09747292418772563,0.0873015873015873,0.15079365079365079,10.098406374501993,25.321388888888897,0.21327774214239897,7.0,9.0,5.0,15.0,28.0,72.0,33.0,83.0,5.0,8.0,8.0,22.0,5.0,23.0,15.0,52.0,15.0,24.0,10.0,31.0,20.0,23.0,74.0,138.0,81.0,6.0,10.0,3.0,27.0,11.0,8.0,7.0,14.0,6.0,2.0,15.0,2.0,5.0,2.0,9.0,,2.0,2.0,,1.0,7.0,5.0,2.0,14.0,3.0,10.0,18.0,11.0,7.0,2.0,0.3225806451612903,0.3108108108108108,0.625,0.38461538461538464,0.5454545454545454,0.43253968253968256,0.008333333333333333,0.0398406374501992,0.056338028169014086,0.046296296296296294,0.013888888888888888,0.010830324909747292,0.109375,0.013377926421404682,0.011450381679389313,0.010582010582010581,0.01411764705882353,0.011560693641618497,0.6111111111111112,0.11783960720130933,0.3888888888888889,0.39436619718309857,0.7142857142857143,0.13584288052373159,0.39759036144578314,0.39759036144578314,0.8181818181818182,0.16363636363636364,0.7777777777777778,0.14545454545454545,0.625,0.6,0.41818181818181815,0.21739130434782608,0.11904761904761904,0.3333333333333333,0.1746031746031746,0.36363636363636365,0.4126984126984127,0.28846153846153844,0.49830000000000013,0.013736263736263736,1.0,1.0,,0.42857142857142855,2.0,,1.0,1.0,3.0,1.0,4.0,4.0,1.0,0.014925373134328358,1.0,,,,True,
1628988,1610612737,Aaron Holiday,Aaron Holiday,1628988,ATL,11590.0,193,50.0,396,395,121.0,88.0,38,791,9.0,14.0,4.0,10.0,7.0,15.0,13.0,25.0,8.0,22.0,10.0,60.0,424,,10.0,5.0,3.0,17.0,4.0,21.0,15.0,7.0,12.0,7.0,19.0,6.0,7.0,4.0,45.0,,9.0,8.0,17,4.0,21,,8.0,3.0,4.0,3.0,2.0,6.0,11.0,20.0,,16.0,12.0,5.0,17.0,121.0,0.15384615384615385,0.16666666666666666,0.875,0.36363636363636365,0.36363636363636365,0.52,0.5319148936170213,0.5769230769230769,1.25,0.5666666666666667,0.46808510638297873,13.211845102505695,0.6666666666666666,0.07920792079207921,,0.10344827586206896,0.09042553191489362,0.023529411764705882,,0.08695652173913043,0.075,0.06666666666666667,0.1111111111111111,0.08333333333333333,,0.2978723404255319,0.6428571428571429,0.8181818181818182,0.2222222222222222,0.2127659574468085,0.4,0.4,,0.3191489361702128,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.7659574468085106,0.4666666666666667,0.5499329787234043,0.525273076923077,0.1,0.17857142857142858,0.16666666666666666,0.2833333333333333,5.075999999999999,25.13181818181818,0.3055555555555556,2.0,2.0,2.0,2.0,,1.0,1.0,7.0,,,,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,22.0,3.0,2.0,3.0,,1.0,1.0,4.0,,5.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,2.0,,,2.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,0.25,1.0,0.8,1.25,0.5384615384615384,,0.12,0.21428571428571427,,,,,0.04938271604938271,,,0.02,0.0967741935483871,0.4,0.02127659574468085,,,,0.14893617021276595,0.14285714285714285,0.14285714285714285,1.0,0.5,1.0,,,,0.5,1.0,0.15384615384615385,1.0,0.15384615384615385,,0.46153846153846156,0.3333333333333333,,,,,,,7.0,,,,1.0,,,,,,1.0,,,,True,
1630552,1610612737,Jalen Johnson,Jalen Johnson,1630552,ATL,28561.0,476,45.0,988,984,202.0,170.0,114,1972,46.0,71.0,10.0,26.0,7.0,19.0,56.0,103.0,16.0,37.0,23.0,183.0,1121,1.0,34.0,19.0,,32.0,58.0,48.0,18.0,7.0,28.0,15.0,43.0,10.0,19.0,7.0,101.0,11.0,43.0,51.0,106,29.0,135,2.0,18.0,10.0,6.0,4.0,13.0,19.0,31.0,52.0,1.0,26.0,38.0,19.0,32.0,202.0,0.5178571428571429,0.6444444444444445,1.0,0.43243243243243246,0.4444444444444444,0.5436893203883495,0.5714285714285714,0.5828025477707006,0.6538461538461539,0.64,0.2642857142857143,15.728328865058089,0.3157894736842105,0.2073170731707317,0.04330708661417323,0.19457013574660634,0.2012847965738758,0.06263982102908278,0.04716981132075472,0.1388888888888889,0.21,0.39473684210526316,0.1935483870967742,0.19696969696969696,0.03773584905660377,0.5071428571428571,0.647887323943662,0.7540983606557377,0.5217391304347826,0.18571428571428572,0.38461538461538464,0.45454545454545453,0.5,0.1357142857142857,0.3684210526315789,0.3684210526315789,1.0,0.7714285714285715,0.3888888888888889,0.5829510791366906,0.6173282608695654,0.12258064516129032,0.16101694915254236,0.18579234972677597,0.17486338797814208,4.104854368932038,24.9972972972973,0.20445344129554655,13.0,21.0,11.0,15.0,,6.0,9.0,18.0,1.0,1.0,2.0,3.0,,,,2.0,15.0,24.0,1.0,1.0,13.0,2.0,5.0,54.0,,22.0,14.0,,5.0,2.0,17.0,12.0,8.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,,1.0,,4.0,,,2.0,16.0,12.0,4.0,16.0,11.0,3.0,1.0,1.0,0.4,0.625,0.6842105263157895,0.66,0.6666666666666666,,0.13592233009708737,0.14084507042253522,0.15384615384615385,,,0.5454545454545454,0.08808290155440414,0.02040816326530612,0.08,0.10218978102189781,0.05357142857142857,0.6875,0.04285714285714286,,,,0.12857142857142856,0.5,0.5,1.0,0.84,0.6190476190476191,0.04,1.0,1.0,,,0.625,0.7333333333333333,0.125,0.6666666666666666,0.08333333333333333,,0.5120615384615385,,,,1.0,0.15384615384615385,1.0,,1.0,1.0,,,,,,0.03333333333333333,,,,,True,
1631100,1610612737,AJ Griffin,AJ Griffin,1631100,ATL,36293.0,605,85.0,1247,1238,243.0,224.0,153,2485,16.0,27.0,38.0,71.0,21.0,65.0,60.0,115.0,34.0,98.0,19.0,241.0,1422,1.0,18.0,20.0,6.0,45.0,66.0,90.0,65.0,21.0,18.0,11.0,29.0,9.0,8.0,7.0,69.0,8.0,19.0,32.0,52,13.0,65,4.0,11.0,8.0,10.0,6.0,6.0,16.0,23.0,43.0,,16.0,21.0,10.0,45.0,241.0,0.55,0.5892857142857143,0.8823529411764706,0.3469387755102041,0.3469387755102041,0.5217391304347826,0.5211267605633803,0.5403587443946188,0.4090909090909091,0.5625,0.460093896713615,16.724982505248427,0.625,0.10457516339869281,0.02373887240356083,0.06785714285714285,0.08703071672354949,0.02264808362369338,0.027777777777777776,0.087248322147651,0.11320754716981132,0.13725490196078433,0.055,0.1,0.03669724770642202,0.1267605633802817,0.5925925925925926,0.6956521739130435,0.4375,0.3333333333333333,0.5352112676056338,0.5757575757575758,0.5526315789473685,0.3051643192488263,0.3230769230769231,0.328125,0.8095238095238095,0.5868544600938967,0.3230769230769231,0.513430985915493,0.5264662162162163,0.04504504504504504,0.08064516129032258,0.07468879668049792,0.18672199170124482,8.919999999999998,24.95714285714286,0.19486768243785085,5.0,7.0,4.0,6.0,6.0,17.0,13.0,33.0,,2.0,1.0,3.0,1.0,8.0,4.0,14.0,7.0,12.0,1.0,10.0,12.0,5.0,17.0,54.0,12.0,8.0,9.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,,3.0,,,,,1.0,,,1.0,6.0,3.0,2.0,7.0,4.0,2.0,1.0,0.1,0.29411764705882354,0.5833333333333334,0.6,0.38636363636363635,0.527027027027027,0.01020408163265306,0.0782608695652174,0.14814814814814814,0.07042253521126761,,0.015384615384615385,0.041666666666666664,0.02109704641350211,0.02702702702702703,0.012195121951219513,0.022727272727272728,0.01639344262295082,0.5714285714285714,0.07981220657276995,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.15492957746478872,0.3939393939393939,0.3939393939393939,1.0,0.3181818181818182,0.7142857142857143,0.09090909090909091,,,0.36363636363636365,0.125,0.16216216216216217,0.6666666666666666,0.08108108108108109,0.3333333333333333,0.3783783783783784,0.2857142857142857,0.5176384615384616,,,1.0,,0.2,2.0,,,,,,1.0,,,,,1.0,,,True,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,44623.0,744,36.0,1589,1556,501.0,429.0,170,3145,45.0,83.0,60.0,126.0,44.0,128.0,129.0,270.0,47.0,134.0,193.0,592.0,1883,7.0,35.0,95.0,94.0,229.0,36.0,39.0,127.0,44.0,160.0,68.0,228.0,47.0,117.0,30.0,524.0,6.0,32.0,14.0,46,13.0,59,4.0,26.0,11.0,74.0,63.0,27.0,101.0,15.0,31.0,6.0,159.0,221.0,79.0,219.0,494.0,0.13953488372093023,0.14285714285714285,0.2765957446808511,0.35074626865671643,0.3533834586466165,0.4777777777777778,0.4938118811881188,0.5813492063492064,0.603448275862069,0.601063829787234,0.3316831683168317,33.80361173814899,0.7326732673267327,0.037940379403794036,0.01694915254237288,0.0963855421686747,0.06562054208273894,0.01914580265095729,0.0392156862745098,0.03067484662576687,0.03870967741935484,0.058823529411764705,0.06276150627615062,0.1827956989247312,0.020202020202020204,0.20544554455445543,0.5421686746987951,0.6,0.15555555555555556,0.3118811881188119,0.47619047619047616,0.5172413793103449,0.11666666666666667,0.31683168316831684,0.34375,0.3548387096774194,0.25,0.5371287128712872,0.3464566929133858,0.48613449131513664,0.46284740740740743,0.17484008528784648,0.23795180722891565,0.05912162162162162,0.38682432432432434,8.817407407407407,27.385820895522382,0.31529263687854,6.0,7.0,9.0,26.0,24.0,61.0,3.0,6.0,,,2.0,2.0,4.0,11.0,13.0,39.0,8.0,14.0,4.0,11.0,45.0,15.0,41.0,222.0,102.0,6.0,18.0,4.0,21.0,13.0,7.0,,15.0,11.0,6.0,11.0,,2.0,2.0,32.0,,1.0,,2.0,17.0,7.0,3.0,35.0,4.0,4.0,,4.0,2.0,2.0,22.0,0.36363636363636365,0.36585365853658536,0.5714285714285714,0.47368421052631576,0.56,0.4963235294117647,0.029850746268656716,0.06666666666666667,0.0963855421686747,0.07936507936507936,,0.03125,,0.021538461538461538,,,0.02066115702479339,0.024096385542168676,0.5,0.15099009900990099,0.39344262295081966,0.39344262295081966,0.16666666666666666,0.01485148514851485,0.5,0.5,0.6666666666666666,0.28,0.8571428571428571,,,,0.44,0.36363636363636365,0.19117647058823528,0.34615384615384615,0.014705882352941176,1.0,0.2867647058823529,0.3333333333333333,0.5001399999999999,0.021897810218978103,2.0,,,0.3333333333333333,8.0,,1.0,,,,,,,,0.75,,,,True,
203200,1610612737,Justin Holiday,Justin Holiday,203200,ATL,4090.0,68,2.0,140,139,35.0,18.0,8,279,1.0,2.0,,,,2.0,1.0,4.0,1.0,7.0,,5.0,154,,,1.0,,3.0,2.0,3.0,2.0,,5.0,1.0,6.0,1.0,2.0,2.0,13.0,1.0,3.0,2.0,5,1.0,6,1.0,,,1.0,1.0,,1.0,4.0,4.0,,2.0,,,3.0,35.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.25,0.22727272727272727,0.22727272727272727,,0.75,0.6363636363636364,8.053691275167786,1.0,0.05714285714285714,0.03225806451612903,0.08333333333333333,0.07042253521126761,0.017857142857142856,,0.1111111111111111,0.05555555555555555,,0.10714285714285714,,0.1111111111111111,0.18181818181818182,0.5,0.5,1.0,,,,,0.18181818181818182,,,,0.8181818181818182,,0.5487954545454545,0.49075,,,,0.6,10.600000000000001,23.74285714285714,0.25,,,,,,2.0,1.0,5.0,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,3.0,,5.0,3.0,,,,1.0,,,,0.75,,,,,,,,,0.125,,,,0.6,0.18181818181818182,,,,0.45454545454545453,0.2,0.2,1.0,,,1.0,,,,,,,0.5,1.0,,,0.5166,,,1.0,,,2.0,,,,,,1.0,,,,,1.0,,,True,
