EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsPutbacks,Charge Fouls Drawn,DefensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FTDefRebounds,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Travels,OffensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Transition Take Fouls,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Transition Take Fouls Drawn,on,Corner3PctBlocked,Clear Path Fouls
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,26015.0,434,-29,919,925,172,253,105,1844,40.0,64.0,1.0,12.0,17.0,42.0,85.0,19.0,44.0,4.0,8.0,24.0,2.0,5.0,2.0,4.0,101,193,8.0,28,127.0,353,1096,1.0,7.0,2.0,5.0,5.0,13.0,23.0,44.0,2.0,4.0,42.0,94.0,40.0,162.0,15.0,9.0,1.0,23.0,8.0,12.0,31.0,41.0,72.0,34.0,7.0,23.0,7.0,1.0,185.0,5.0,5.0,18.0,25.0,43.0,10.0,53.0,2.0,22.0,11.0,11.0,30.0,2.0,21.0,12.0,1.0,9.0,42.0,3.0,7.0,9.0,28.0,3.0,1.0,5.0,86.0,1.0,3.0,136.0,8.0,8.0,56.0,12.0,9.0,3.0,1.0,6.0,2.0,2.0,1.0,12.0,9.0,1.0,86.0,165,2.0,8.0,0.19801980198019803,0.19801980198019803,0.625,0.2857142857142857,0.4,0.5,0.2962962962962963,0.5233160621761658,0.14285714285714285,0.5227272727272727,0.5113122171945701,0.3333333333333333,0.5416666666666666,0.6138790035587188,0.42857142857142855,0.6642857142857143,0.12669683257918551,0.06217616580310881,0.125,0.03529411764705882,0.022727272727272728,30.85004775549188,0.7142857142857143,0.1059322033898305,0.018656716417910446,0.09375,0.029069767441860465,0.10046728971962617,0.022727272727272728,0.0234375,0.020618556701030927,0.022900763358778626,0.04878048780487805,0.11320754716981132,0.10465116279069768,0.09090909090909091,0.12408759124087591,0.01818181818181818,0.02040816326530612,0.75,0.2895927601809955,0.625,0.7142857142857143,0.3,0.38461538461538464,0.49411764705882355,0.5121951219512195,0.16666666666666666,0.19909502262443438,0.4318181818181818,0.4418604651162791,0.05263157894736842,0.01809954751131222,0.1085972850678733,0.3333333333333333,0.3333333333333333,0.625,0.08333333333333333,0.4166666666666667,0.4,0.5,0.3541666666666667,0.7058823529411765,0.08333333333333333,0.5,0.416289592760181,0.34782608695652173,0.49477840909090914,0.46228125,0.49566808510638294,0.20817843866171004,0.23236514522821577,0.036827195467422094,0.26628895184135976,8.563212435233158,26.403571428571432,0.18715995647442873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,11845.0,197,34,406,407,93,118,51,813,13.0,18.0,3.0,4.0,4.0,7.0,12.0,5.0,9.0,4.0,2.0,7.0,2.0,2.0,,,25,39,4.0,11,3.0,65,467,5.0,7.0,3.0,3.0,,19.0,7.0,9.0,,,,14.0,26.0,24.0,12.0,,,7.0,2.0,4.0,13.0,7.0,20.0,5.0,2.0,8.0,4.0,1.0,47.0,5.0,7.0,5.0,8.0,13.0,12.0,25.0,,10.0,7.0,3.0,4.0,,2.0,5.0,,2.0,9.0,2.0,2.0,10.0,18.0,3.0,,1.0,15.0,1.0,3.0,8.0,,,3.0,,2.0,,,2.0,,,,2.0,1.0,,14.0,92,,,0.52,0.5652173913043478,1.0,0.36363636363636365,1.0,,0.36363636363636365,0.6410256410256411,0.7142857142857143,0.7777777777777778,0.62,0.95,0.7777777777777778,0.6132075471698113,0.95,0.7777777777777778,0.22,0.10256410256410256,0.1111111111111111,0.16666666666666666,,13.333333333333332,0.4444444444444444,0.09090909090909091,0.07216494845360824,0.058823529411764705,0.05813953488372093,0.07514450867052024,0.06557377049180328,0.125,0.05128205128205128,0.07692307692307693,,0.06060606060606061,0.08108108108108109,0.16666666666666666,0.08196721311475409,,,0.5,0.36,0.7222222222222222,0.8125,0.6153846153846154,0.24,0.5833333333333334,0.7,0.5714285714285714,0.18,0.5555555555555556,0.5555555555555556,0.2,0.08,0.14,0.2857142857142857,0.2857142857142857,1.0,0.3,0.2,1.0,1.0,0.4444444444444444,1.0,,,0.58,0.2857142857142857,0.529461,0.48618571428571433,0.5487666666666667,0.05660377358490566,0.07142857142857142,0.2923076923076923,0.2153846153846154,7.4,24.645454545454548,0.229064039408867,2.0,2.0,1.0,1.0,4.0,6.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
1629647,1610612760,Darius Bazley,Darius Bazley,1629647,OKC,2356.0,39,-2,80,87,8,20,11,167,3.0,5.0,1.0,1.0,1.0,,1.0,,1.0,3.0,1.0,4.0,1.0,1.0,,,3,7,2.0,7,4.0,16,100,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,2.0,6.0,,6.0,,,4.0,1.0,3.0,1.0,4.0,5.0,3.0,1.0,,1.0,,14.0,1.0,,4.0,8.0,13.0,1.0,14.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,,,4.0,,,6.0,,,3.0,,,1.0,1.0,,,,,1.0,,,2.0,7,,,1.0,1.0,1.0,0.2857142857142857,1.0,,0.2857142857142857,0.42857142857142855,,1.0,0.42857142857142855,0.75,1.0,0.47058823529411764,0.75,1.0,0.5,0.42857142857142855,0.4,1.0,,20.87912087912088,0.5,0.3333333333333333,,0.17391304347826086,0.05555555555555555,0.2553191489361702,0.02857142857142857,,,,0.2,0.36363636363636365,0.5,0.14285714285714285,0.2222222222222222,,,,0.35714285714285715,0.6,1.0,1.0,0.07142857142857142,,,,0.07142857142857142,,,,0.21428571428571427,0.2857142857142857,0.25,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,1.0,,,0.8571428571428571,0.25,0.5892107142857143,0.573,0.8369,0.17647058823529413,0.3,0.1875,0.125,3.7285714285714286,25.12857142857143,0.1,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,1.0,0.14285714285714285,0.25,0.5,,,,,,,,,,,,,,,,,,True,,
1630526,1610612760,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,1630526,OKC,46439.0,774,-23,1625,1629,297,386,199,3254,63.0,109.0,41.0,4.0,12.0,7.0,13.0,2.0,8.0,42.0,22.0,63.0,,2.0,2.0,9.0,72,130,35.0,105,33.0,282,1916,17.0,44.0,1.0,3.0,10.0,47.0,5.0,14.0,3.0,13.0,4.0,23.0,116.0,28.0,105.0,,,63.0,22.0,12.0,23.0,17.0,40.0,12.0,5.0,10.0,8.0,5.0,97.0,32.0,38.0,48.0,41.0,102.0,70.0,172.0,4.0,24.0,22.0,2.0,8.0,2.0,4.0,11.0,1.0,4.0,19.0,3.0,2.0,42.0,65.0,,6.0,2.0,35.0,7.0,1.0,40.0,2.0,,21.0,,11.0,,,9.0,,,2.0,11.0,7.0,2.0,23.0,288,4.0,,0.8055555555555556,0.9508196721311475,1.0,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.5538461538461539,0.38636363636363635,0.35714285714285715,0.5297872340425532,0.39361702127659576,0.35185185185185186,0.5551181102362205,0.4519230769230769,0.39655172413793105,0.44680851063829785,0.09230769230769231,0.10091743119266056,0.07692307692307693,,14.661654135338345,0.42105263157894735,0.10199004975124377,0.08351648351648351,0.13793103448275862,0.09467455621301775,0.11866666666666667,0.08827238335435057,0.07462686567164178,0.0913978494623656,0.09195402298850575,0.1038961038961039,0.09696969696969697,0.09580838323353294,0.12857142857142856,0.13692946058091288,0.14018691588785046,0.034482758620689655,0.6363636363636364,0.46382978723404256,0.5779816513761468,0.6428571428571429,0.7777777777777778,0.05531914893617021,0.5384615384615384,0.5833333333333334,1.0,0.03404255319148936,0.25,0.25,1.0,0.17872340425531916,0.2680851063829787,0.3492063492063492,0.3492063492063492,1.0,0.8723404255319149,0.0425531914893617,,,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.9106382978723404,0.3492063492063492,0.5820010638297869,0.5911706896551724,0.5408555555555556,0.08267716535433071,0.14093959731543623,0.16666666666666666,0.08156028368794327,3.1915384615384617,24.7352380952381,0.18276923076923077,16.0,13.0,1.0,1.0,22.0,1.0,,0.30952380952380953,0.30952380952380953,1.0,0.3902439024390244,0.02127659574468085,1.0,1.0,,13.0,,,0.3333333333333333,1.0,4.0,1.0,4.0,1.0,0.08823529411764706,0.1875,0.14814814814814814,0.25,,,,,,,,,True,,
203488,1610612760,Mike Muscala,Mike Muscala,203488,OKC,2103.0,35,-4,74,76,2,24,5,150,3.0,3.0,,,,1.0,1.0,1.0,1.0,,1.0,10.0,,,,,5,5,1.0,10,3.0,16,89,1.0,1.0,,,,2.0,,,,,,,10.0,,3.0,,,10.0,1.0,,2.0,2.0,4.0,2.0,,2.0,,,10.0,,,2.0,5.0,9.0,,9.0,,2.0,1.0,1.0,,,,1.0,,,1.0,,,3.0,4.0,,,1.0,3.0,1.0,,3.0,1.0,,1.0,,2.0,,,2.0,,,,2.0,1.0,,,2,,,1.0,1.0,1.0,0.1,,,0.1,1.0,1.0,,0.43333333333333335,1.0,,0.5333333333333333,1.0,,0.6666666666666666,,,,,19.753086419753085,,0.22727272727272727,,0.13333333333333333,,0.1891891891891892,,,,,,0.3,0.2222222222222222,,0.16666666666666666,,,0.5,0.2,1.0,1.0,1.0,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,1.0,1.0,1.0,,0.6666666666666666,0.1,0.1,1.0,,,,,,,,,0.8666666666666667,0.1,0.54317,0.3555,,0.06666666666666667,0.2,0.125,,7.2,26.779999999999994,0.02702702702702703,,,,,,,,,,,,,,,,2.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,True,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,28341.0,472,-53,991,997,139,227,120,1988,38.0,77.0,12.0,2.0,9.0,7.0,24.0,4.0,10.0,19.0,22.0,78.0,3.0,9.0,1.0,6.0,49,111,31.0,97,28.0,219,1181,7.0,15.0,4.0,11.0,5.0,31.0,4.0,14.0,1.0,6.0,5.0,16.0,48.0,50.0,81.0,12.0,,78.0,22.0,14.0,21.0,12.0,33.0,12.0,,15.0,5.0,1.0,78.0,8.0,16.0,26.0,24.0,51.0,24.0,75.0,6.0,15.0,9.0,6.0,11.0,3.0,6.0,12.0,4.0,5.0,23.0,1.0,1.0,21.0,53.0,1.0,2.0,2.0,48.0,1.0,17.0,35.0,3.0,,15.0,4.0,4.0,1.0,1.0,3.0,,,1.0,5.0,3.0,1.0,14.0,130,10.0,2.0,0.4897959183673469,0.5454545454545454,0.8709677419354839,0.31958762886597936,0.36363636363636365,0.16666666666666666,0.31958762886597936,0.44144144144144143,0.4666666666666667,0.2857142857142857,0.45913461538461536,0.5,0.275,0.4888392857142857,0.5535714285714286,0.3333333333333333,0.46634615384615385,0.12612612612612611,0.16883116883116883,0.041666666666666664,,21.647677475898334,0.4782608695652174,0.09716599190283401,0.054982817869415807,0.125,0.037914691943127965,0.10989010989010989,0.04780876494023904,0.04827586206896552,0.06542056074766354,0.03592814371257485,0.045454545454545456,0.08163265306122448,0.09900990099009901,0.125,0.12413793103448276,0.12698412698412698,0.05263157894736842,0.6,0.3701923076923077,0.4935064935064935,0.59375,0.47368421052631576,0.11538461538461539,0.2916666666666667,0.30434782608695654,0.5714285714285714,0.04807692307692308,0.4,0.4,0.5,0.09134615384615384,0.375,0.28205128205128205,0.28205128205128205,0.8181818181818182,0.46153846153846156,0.34615384615384615,0.3333333333333333,1.0,0.45,0.2222222222222222,0.3,0.16666666666666666,0.8365384615384616,0.28205128205128205,0.5643610576923077,0.5386523809523809,0.5530675,0.06818181818181818,0.12195121951219512,0.1415525114155251,0.0730593607305936,4.4135135135135135,25.671134020618567,0.14026236125126135,7.0,9.0,1.0,2.0,10.0,3.0,,0.47368421052631576,0.47368421052631576,1.0,0.5833333333333334,0.07692307692307693,0.5,1.0,,1.0,,,0.03571428571428571,,,,1.0,,0.05128205128205128,0.2857142857142857,,,1.0,1.0,,,,,,,True,,
1630197,1610612760,Aleksej Pokusevski,Aleksej Pokusevski,1630197,OKC,11070.0,184,-38,383,385,42,70,45,768,14.0,23.0,7.0,1.0,3.0,4.0,15.0,,1.0,9.0,10.0,17.0,,,2.0,2.0,18,39,13.0,26,,75,482,5.0,11.0,,1.0,,10.0,1.0,4.0,3.0,4.0,,11.0,20.0,16.0,39.0,,,17.0,10.0,2.0,7.0,8.0,15.0,5.0,3.0,5.0,1.0,1.0,38.0,3.0,8.0,12.0,15.0,27.0,11.0,38.0,6.0,7.0,5.0,2.0,6.0,1.0,2.0,5.0,2.0,4.0,11.0,1.0,2.0,9.0,16.0,,,,2.0,,1.0,,,,,,13.0,,,9.0,,1.0,3.0,13.0,5.0,,11.0,41,1.0,,0.5555555555555556,0.7692307692307693,1.0,0.5,,0.75,0.5,0.46153846153846156,0.45454545454545453,0.25,0.5769230769230769,0.4166666666666667,0.6875,0.5769230769230769,0.4166666666666667,0.6875,0.4,0.05128205128205128,0.043478260869565216,0.06666666666666667,,17.27272727272727,0.5454545454545454,0.1595744680851064,0.06896551724137931,0.15789473684210525,0.038461538461538464,0.1588235294117647,0.05670103092783505,0.08695652173913043,0.09090909090909091,0.038461538461538464,0.038461538461538464,0.125,0.16279069767441862,0.2727272727272727,0.1276595744680851,0.20689655172413793,0.1935483870967742,0.38461538461538464,0.35384615384615387,0.6086956521739131,0.6363636363636364,0.5714285714285714,0.23076923076923078,0.26666666666666666,0.2857142857142857,0.5,0.015384615384615385,,,,0.13846153846153847,0.26153846153846155,0.5882352941176471,0.5882352941176471,1.0,0.5833333333333334,,,,0.375,0.3333333333333333,0.25,1.0,0.7538461538461538,0.5882352941176471,0.5575153846153845,0.53735,0.57330625,,,0.13333333333333333,0.14666666666666667,4.153846153846153,24.950000000000003,0.10966057441253264,4.0,3.0,,1.0,10.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.08333333333333333,,,,,,,,1.0,2.0,,2.0,,,,0.25,0.5,,,,,,,,,True,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,10194.0,170,22,351,354,139,143,43,705,1.0,2.0,,,1.0,2.0,2.0,5.0,9.0,6.0,25.0,47.0,3.0,4.0,7.0,13.0,8,13,28.0,53,15.0,115,448,2.0,2.0,3.0,4.0,5.0,18.0,5.0,7.0,7.0,13.0,6.0,37.0,14.0,2.0,81.0,3.0,,47.0,25.0,1.0,5.0,8.0,13.0,7.0,1.0,5.0,,,34.0,1.0,4.0,14.0,13.0,28.0,5.0,33.0,,4.0,4.0,,5.0,1.0,2.0,2.0,,3.0,7.0,1.0,1.0,8.0,13.0,,,1.0,17.0,3.0,2.0,18.0,,,5.0,2.0,2.0,,,2.0,,,,2.0,1.0,,37.0,139,,2.0,0.875,0.875,0.9642857142857143,0.5283018867924528,0.75,0.5384615384615384,0.5283018867924528,0.6153846153846154,1.0,0.7142857142857143,0.7575757575757576,1.0833333333333333,0.775,0.777027027027027,1.125,0.8043478260869565,0.803030303030303,0.07692307692307693,0.5,,,20.09925558312655,0.7142857142857143,0.18571428571428572,0.04597701149425287,0.1686746987951807,0.014925373134328358,0.17647058823529413,0.032467532467532464,0.02631578947368421,0.058823529411764705,0.017857142857142856,,0.2,0.17142857142857143,0.2,0.14545454545454545,0.21428571428571427,,0.5,0.030303030303030304,0.5,1.0,1.0,0.030303030303030304,1.0,1.0,0.5,0.13636363636363635,0.5555555555555556,0.5555555555555556,1.0,0.09090909090909091,0.7121212121212122,0.5319148936170213,0.5319148936170213,0.96,,0.6666666666666666,0.75,1.0,0.05,,0.65,0.5384615384615384,0.8333333333333334,0.5319148936170213,0.5120909090909092,0.43301666666666666,0.4935275,0.09722222222222222,0.2777777777777778,0.1565217391304348,0.3217391304347826,15.884615384615383,25.8188679245283,0.396011396011396,,3.0,,,,4.0,,0.5,0.5,1.0,,,,,,1.0,,,0.1111111111111111,,,,,,0.06666666666666667,,,,,,1.0,2.0,0.037037037037037035,,,,True,,
1630322,1610612760,Lindy Waters III,Lindy Waters III,1630322,OKC,5542.0,92,20,191,191,37,40,21,382,1.0,1.0,,,,1.0,2.0,,,7.0,8.0,23.0,1.0,1.0,1.0,3.0,2,3,13.0,30,2.0,45,207,,,2.0,2.0,,6.0,,1.0,1.0,3.0,,3.0,4.0,,36.0,3.0,,23.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,10.0,,,5.0,7.0,12.0,,12.0,,3.0,1.0,2.0,1.0,,1.0,,,,1.0,,,6.0,7.0,,,,2.0,,,2.0,,,1.0,,1.0,,,1.0,,,,1.0,,,3.0,37,1.0,,1.0,1.0,0.9230769230769231,0.43333333333333335,1.0,0.3333333333333333,0.43333333333333335,0.6666666666666666,,,0.6515151515151515,1.5,0.375,0.6617647058823529,1.5,0.375,0.9090909090909091,0.3333333333333333,,0.5,,16.355140186915886,1.0,0.14285714285714285,,0.1,,0.12121212121212122,,,,,,0.09523809523809523,0.17647058823529413,0.18181818181818182,0.10526315789473684,0.08333333333333333,,,0.030303030303030304,1.0,1.0,1.0,0.06060606060606061,0.5,1.0,1.0,,,,,0.21212121212121213,0.696969696969697,0.34782608695652173,0.34782608695652173,0.875,,0.5,1.0,1.0,,,0.75,0.3333333333333333,0.9393939393939394,0.34782608695652173,0.5247333333333334,,0.4797875,0.029411764705882353,0.25,0.13333333333333333,0.06666666666666667,5.6000000000000005,25.37333333333333,0.193717277486911,,5.0,1.0,1.0,,,,0.7142857142857143,0.7142857142857143,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
1630544,1610612760,Tre Mann,Tre Mann,1630544,OKC,15443.0,257,51,542,531,138,118,67,1073,12.0,19.0,3.0,1.0,3.0,14.0,32.0,5.0,13.0,4.0,13.0,44.0,2.0,7.0,3.0,13.0,31,64,16.0,48,11.0,121,581,4.0,7.0,3.0,8.0,2.0,19.0,6.0,13.0,5.0,15.0,,27.0,10.0,52.0,36.0,12.0,1.0,43.0,13.0,3.0,11.0,12.0,23.0,9.0,3.0,8.0,3.0,,58.0,5.0,7.0,9.0,17.0,27.0,12.0,39.0,4.0,7.0,3.0,4.0,7.0,,4.0,1.0,,3.0,8.0,2.0,2.0,13.0,23.0,,2.0,,17.0,,1.0,14.0,4.0,2.0,8.0,,3.0,,,1.0,,,2.0,3.0,3.0,,27.0,136,3.0,,0.16129032258064516,0.16666666666666666,0.75,0.3333333333333333,0.375,0.3333333333333333,0.3404255319148936,0.484375,0.5714285714285714,0.46153846153846156,0.49107142857142855,0.5666666666666667,0.48214285714285715,0.5129310344827587,0.59375,0.48214285714285715,0.42857142857142855,0.046875,0.05263157894736842,0.0625,,20.162601626016258,0.875,0.11971830985915492,0.050724637681159424,0.08108108108108109,0.03937007874015748,0.10276679841897234,0.045283018867924525,0.019230769230769232,0.09375,0.04,0.037037037037037035,0.14516129032258066,0.11666666666666667,0.05,0.08333333333333333,0.07692307692307693,0.06896551724137931,1.0,0.16964285714285715,0.631578947368421,0.6666666666666666,0.16666666666666666,0.2857142857142857,0.4375,0.4666666666666667,0.21428571428571427,0.11607142857142858,0.38461538461538464,0.38461538461538464,,0.03571428571428571,0.39285714285714285,0.29545454545454547,0.29545454545454547,0.6923076923076923,0.2,0.4666666666666667,0.2857142857142857,0.5,0.10714285714285714,0.3333333333333333,0.4642857142857143,0.23076923076923078,0.5982142857142857,0.3023255813953488,0.4828698198198199,0.48819375,0.46609259259259267,0.06896551724137931,0.11764705882352941,0.15702479338842976,0.2231404958677686,8.2125,26.943750000000005,0.25461254612546125,1.0,3.0,1.0,1.0,2.0,3.0,,0.75,0.75,1.0,0.3333333333333333,0.06666666666666667,1.0,1.0,,1.0,,,0.09090909090909091,2.0,2.0,,1.0,,,,0.07142857142857142,1.0,,,,,,,,,True,,
