EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,Steals,LostBallSteals,LostBallTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,PenaltyFtPoints,BadPassSteals,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,SecondChanceAtRimFGA,SecondChanceFG2A,PenaltyFG2M,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BlockedShortMidRange,PenaltyFg2Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,RecoveredBlocks,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3Assists,DefLongMidRangeReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls Drawn,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,FTOffRebounds,ThreePtShootingFoulsDrawn,Corner3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Transition Take Fouls
1628997,1610612748,Caleb Martin,Caleb Martin,1628997,MIA,1472.0,25,-17,49,52,4,12,6.0,101,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,67,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,4,0.5,0.5,0.6666666666666666,0.4,0.4,0.4,12.499999999999998,0.5,0.1,0.0625,0.2,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,0.2,0.4,0.44932,18.400000000000002,25.450000000000003,0.08163265306122448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629216,1610612748,Gabe Vincent,Gabe Vincent,1629216,MIA,1205.0,20,-9,43,45,23,14,8.0,88,1.0,4.0,2.0,4.0,1.0,4.0,6.0,11.0,57,,2.0,4.0,,2.0,2.0,2.0,1.0,,,2.0,1.0,2.0,4.0,,,,,23,,,0.25,0.55,0.55,0.6,23.076923076923077,1.0,,0.16666666666666666,,0.4,0.25,0.25,,0.2,0.4,0.6,0.48622999999999994,17.7,25.483333333333334,0.5348837209302325,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,9.0,6.0,3.0,1.0,3.0,3.0,3.0,9.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.5,1.0,0.75,0.5,1.5,0.6428571428571429,1.5,0.6428571428571429,0.25,0.25,0.25,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,0.5,0.25,0.6009,0.48514999999999997,0.2727272727272727,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629622,1610612748,Max Strus,Max Strus,1629622,MIA,2187.0,36,-17,79,78,32,21,11.0,157,,,4.0,10.0,1.0,2.0,14.0,21.0,96,,2.0,10.0,1.0,2.0,2.0,,,,,,,,2.0,2.0,,,,32,,,0.5,0.53125,0.5833333333333334,0.875,19.565217391304348,,0.07692307692307693,0.07692307692307693,0.2,,,,,0.25,0.625,0.9375,0.5319937499999999,6.300000000000001,25.66428571428571,0.4050632911392405,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,2.0,6.0,,2.0,4.0,8.0,15.0,,4.0,2.0,2.0,2.0,6.0,1.0,2.0,,,8.0,,1.0,0.35714285714285715,1.0,0.5,0.35714285714285715,1.5,0.75,1.5,0.8,0.07692307692307693,,0.2,0.25,0.25,1.0,0.4,0.4,0.5,1.0,1.0,0.25,1.0,0.75,0.3333333333333333,0.4,0.538725,0.5304,0.2857142857142857,0.38095238095238093,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,0.5,1.0,1.0,0.058823529411764705,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629639,1610612748,Tyler Herro,Tyler Herro,1629639,MIA,1447.0,24,-16,50,49,12,20,6.0,99,,2.0,1.0,8.0,,3.0,9.0,16.0,70,,,8.0,,2.0,2.0,2.0,2.0,1.0,,3.0,,,,1.0,,,,12,,,,0.625,0.6153846153846154,0.75,27.586206896551726,0.6666666666666666,,0.125,,0.16666666666666666,,,,0.08333333333333333,0.6666666666666666,0.75,0.5214958333333334,16.033333333333335,26.96666666666667,0.24,,,,,,5.0,,1.0,5.0,,,,2.0,,1.0,,6.0,9.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,0.4,0.5555555555555556,,,0.5555555555555556,,,,,0.4,0.5,,,,,0.625,0.625,,,,,,0.3333333333333333,,0.625,,0.44665,,,,,1.0,,,1.0,,1.0,2.0,,1.0,,,,0.08333333333333333,,,0.4,,,,0.07692307692307693,0.25,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,2832.0,47,-26,98,101,36,28,14.0,199,,3.0,1.0,1.0,1.0,10.0,2.0,3.0,126,2.0,,1.0,1.0,4.0,8.0,,,,,,,5.0,8.0,6.0,3.0,,1.0,36,1.0,1.0,0.1,0.08333333333333333,0.11538461538461539,0.16666666666666666,11.403508771929825,,0.0625,0.12903225806451613,,0.25,,,,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.47749166666666665,10.03,24.85,0.3673469387755102,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,3.0,1.0,1.0,,2.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.2,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,0.61945,0.3806,,0.6666666666666666,3.0,1.0,4.0,,,1.0,,,2.0,,1.0,,,0.25,0.3333333333333333,0.25,0.25,,,,,0.07692307692307693,0.09090909090909091,,1.0,,,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,0.3333333333333333,0.0625,0.07142857142857142,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.045454545454545456,0.16666666666666666,0.125,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202710,1610612748,Jimmy Butler,Jimmy Butler,202710,MIA,2016.0,34,-13,70,71,20,8,11.0,141,1.0,1.0,,,8.0,19.0,,22.0,92,2.0,14.0,,1.0,3.0,8.0,1.0,,,,1.0,,1.0,3.0,6.0,,,1.0,20,0.125,0.16666666666666666,0.42105263157894735,0.42105263157894735,0.5238095238095238,,26.82926829268293,1.0,0.08333333333333333,0.09090909090909091,,0.05263157894736842,1.0,1.0,,,,0.5789473684210527,0.5216421052631578,4.973684210526316,,0.2857142857142857,,,,,,,,,,,,7.0,5.0,,,4.0,,,,2.0,5.0,2.0,12.0,1.0,3.0,1.0,1.0,4.0,,,,,,,1.0,0.2,1.1666666666666667,0.3333333333333333,0.1,0.2,,,,,,,,,,,,,,,0.478,0.63788,0.3181818181818182,0.18181818181818182,11.0,2.0,7.0,,,6.0,2.0,2.0,7.0,,5.0,,,0.5789473684210527,0.3684210526315789,0.2857142857142857,0.4,,,,,0.23809523809523808,0.23809523809523808,,,,,1.0,2.0,3.0,1.0,,5.0,5.0,,0.2,0.19230769230769232,,0.12195121951219512,0.42857142857142855,0.1111111111111111,,,0.2,,0.6666666666666666,5.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.15789473684210525,0.09090909090909091,0.2857142857142857,0.3333333333333333,0.1,0.25,1.0,0.45454545454545453,0.5,0.2,1.0,0.8,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200768,1610612748,Kyle Lowry,Kyle Lowry,200768,MIA,1450.0,24,-20,49,54,18,14,6.0,103,,2.0,,6.0,1.0,3.0,6.0,9.0,67,2.0,,6.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,2.0,2.0,2.0,,,,18,1.0,1.0,0.3333333333333333,0.2777777777777778,0.4090909090909091,0.6666666666666666,23.636363636363633,1.0,0.16666666666666666,0.07142857142857142,,0.2222222222222222,,,,,0.6666666666666666,0.7777777777777778,0.5281666666666667,12.799999999999999,26.883333333333336,0.3673469387755102,,,,,,1.0,,3.0,1.0,1.0,2.0,3.0,2.0,,3.0,6.0,3.0,,1.0,3.0,4.0,1.0,11.0,,2.0,,1.0,6.0,,1.0,0.16666666666666666,0.5,,0.16666666666666666,0.75,0.2,0.75,0.42857142857142855,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,0.6,,0.16666666666666666,0.53265,0.56739,0.3333333333333333,0.6666666666666666,1.0,,,1.0,2.0,4.0,4.0,2.0,4.0,,,2.0,2.0,0.1111111111111111,,,,1.0,1.0,0.5,1.0,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.2,1.0,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629312,1610612748,Haywood Highsmith,Haywood Highsmith,1629312,MIA,931.0,16,-9,32,33,17,15,5.0,65,,,,2.0,2.0,3.0,2.0,10.0,39,,4.0,2.0,,3.0,6.0,,,,,,,1.0,1.0,,,,,17,,,0.6666666666666666,1.0,1.0,0.4,13.157894736842104,,,0.2,,,,,,,0.4,1.0,0.53712,1.0666666666666667,27.1,0.53125,,,,,,2.0,,,2.0,,,4.0,3.0,,,4.0,6.0,,2.0,1.0,1.0,,3.0,2.0,,,,4.0,,1.0,1.0,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,,,,,1.0,1.0,,,,,,,,1.0,0.6074999999999999,0.5271,0.4,0.4,3.0,,,,,,,,,,,,,0.6,,,,1.0,,,,,,,1.0,1.0,,2.0,3.0,3.0,2.0,1.0,2.0,3.0,,0.6666666666666666,0.25,0.07142857142857142,0.13636363636363635,,,0.07692307692307693,,,,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,,,,,,1.0,1.0,,1.0,1.0,,0.6666666666666666,,,,0.5,0.5,1.0,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629130,1610612748,Duncan Robinson,Duncan Robinson,1629130,MIA,348.0,6,-1,12,12,10,4,3.0,24,,,,2.0,,1.0,2.0,2.0,10,,,2.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,10,,,,,0.25,0.6666666666666666,26.666666666666668,,,,,,,,,,0.6666666666666666,1.0,0.5665166666666667,,26.1,0.8333333333333334,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,1.0,,2.0,,,,,2.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.571825,0.6092,,1.0,1.0,,,,1.0,2.0,2.0,,2.0,,,1.0,1.0,0.3333333333333333,,,,,0.5,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,0.16666666666666666,,0.1,,,,,,,0.5,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,
1630696,1610612748,Dru Smith,Dru Smith,1630696,MIA,136.0,2,-1,4,5,4,2,,9,,,,1.0,1.0,1.0,1.0,2.0,3,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,4,1.0,1.0,1.0,0.5,0.5,0.5,50.0,,,,,,,,,,0.5,1.0,0.464275,3.3,26.7,1.0,,,,,,,,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,1.0,,,2.0,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,0.5,,,,0.464275,,1.0,1.0,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
