EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Travels,ShortMidRangeFrequency,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFtPoints,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,BadPassSteals,BadPassTurnovers,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,HeaveAttempts,LongMidRangeAssists,SecondChanceTurnovers,Offensive Fouls Drawn,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,OffThreePtRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,OffCorner3ReboundPct,on,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedCorner3,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,2181.0,36,11.0,74,75,28.0,20.0,9.0,149,8.0,12.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,3.0,4.0,12.0,16.0,7.0,10.0,12.0,57.0,82,2.0,2.0,2.0,2.0,10.0,2.0,5.0,4.0,5.0,3.0,19.0,16.0,8.0,18.0,3.0,2.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,11.0,1.0,16.0,1.0,6.0,3.0,18.0,26.0,1.0,0.6666666666666666,0.7272727272727273,0.8571428571428571,0.7,1.0,0.8,0.7,0.75,1.0,0.4,0.8653846153846154,1.25,0.8,0.8382352941176471,1.25,0.7916666666666666,0.38461538461538464,0.0625,0.08333333333333333,43.373493975903614,0.6666666666666666,0.2,0.11764705882352941,0.08333333333333333,0.07692307692307693,0.1,0.03571428571428571,0.16666666666666666,0.2,0.16666666666666666,0.46153846153846156,0.6666666666666666,0.7272727272727273,0.75,0.15384615384615385,1.0,1.0,0.5,0.07692307692307693,1.0,1.0,1.0,0.3076923076923077,0.625,0.625,0.8,0.25,1.0,1.0,0.25,1.0,1.0,0.4,0.25,0.1,1.0,0.4,0.75,0.8461538461538461,0.625,0.5879403846153846,0.48217499999999996,0.5598850000000001,0.1935483870967742,0.2857142857142857,0.17543859649122806,0.3333333333333333,5.65625,25.35,0.3783783783783784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628379,1610612746,Luke Kennard,Luke Kennard,1628379,LAC,758.0,13,7.0,27,25,4.0,7.0,5.0,52,,,,,1.0,1.0,,,,,,,,2.0,,,,,1.0,2.0,,2.0,,2.0,22,,,,,,,,,,,,,2.0,,,,2.0,,,1.0,1.0,1.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,4.0,,,,,,,,,0.5,,,0.25,,,0.25,,,0.5,,,15.625,,,0.16666666666666666,,,0.09090909090909091,,,0.3333333333333333,,,,,,0.25,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,0.4738375,,,,,,,10.2,26.8,0.14814814814814814,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,7417.0,124,-5.0,255,263,97.0,119.0,39.0,518,4.0,9.0,3.0,7.0,,1.0,1.0,5.0,1.0,1.0,,2.0,3.0,5.0,1.0,1.0,1.0,2.0,9.0,23.0,4.0,10.0,9.0,39.0,287,1.0,2.0,2.0,2.0,9.0,5.0,11.0,1.0,4.0,3.0,16.0,8.0,10.0,12.0,,,5.0,3.0,4.0,3.0,6.0,,15.0,2.0,,5.0,2.0,8.0,2.0,10.0,1.0,,4.0,2.0,1.0,1.0,6.0,3.0,12.0,13.0,9.0,,10.0,2.0,5.0,1.0,16.0,96.0,1.0,0.4444444444444444,0.4444444444444444,1.0,0.4,1.0,0.25,0.4,0.391304347826087,0.5,0.45454545454545453,0.45454545454545453,1.0,0.43333333333333335,0.527027027027027,1.125,0.5,0.30303030303030304,0.17391304347826086,0.2222222222222222,14.006514657980457,0.6666666666666666,,0.03333333333333333,0.022727272727272728,0.13157894736842105,0.07142857142857142,0.015037593984962405,,0.07692307692307693,,0.2727272727272727,0.4444444444444444,0.5714285714285714,0.5,0.030303030303030304,,,,0.15151515151515152,0.2,0.2,1.0,0.15151515151515152,0.6,0.6,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.4666666666666667,0.42857142857142855,0.13333333333333333,,0.13333333333333333,0.5,0.5757575757575758,0.6,0.5179969696969696,0.5696666666666667,0.5630066666666667,0.1388888888888889,0.19230769230769232,0.23076923076923078,0.41025641025641024,6.934782608695652,24.4,0.3803921568627451,13.0,1.0,0.3939393939393939,1.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.15384615384615385,0.07692307692307693,0.023809523809523808,0.07692307692307693,0.16129032258064516,0.5,0.38461538461538464,0.45454545454545453,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630554,1610612746,Jason Preston,Jason Preston,1630554,LAC,4795.0,80,-8.0,165,170,69.0,72.0,28.0,335,3.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,9.0,,,,6.0,9.0,17.0,2.0,12.0,,24.0,196,1.0,3.0,,,2.0,5.0,11.0,1.0,7.0,,13.0,4.0,14.0,3.0,3.0,2.0,8.0,1.0,,3.0,18.0,2.0,39.0,2.0,,7.0,6.0,14.0,2.0,16.0,1.0,1.0,8.0,2.0,1.0,3.0,10.0,3.0,3.0,4.0,1.0,,,,,,13.0,68.0,,0.2222222222222222,0.25,0.5,0.16666666666666666,,0.14285714285714285,0.18181818181818182,0.5294117647058824,0.3333333333333333,0.45454545454545453,0.41379310344827586,0.3333333333333333,0.3611111111111111,0.41379310344827586,0.3333333333333333,0.3611111111111111,0.41379310344827586,,,19.211822660098523,0.8,,0.16216216216216217,0.03278688524590164,0.2692307692307692,0.20634920634920634,0.023809523809523808,0.04,0.23076923076923078,0.3333333333333333,0.1724137931034483,0.6,0.6,,0.034482758620689655,1.0,1.0,1.0,0.10344827586206896,0.3333333333333333,0.3333333333333333,,0.3103448275862069,0.1111111111111111,0.1111111111111111,1.0,,,,,,,0.16666666666666666,0.6666666666666666,0.05555555555555555,1.0,0.3333333333333333,,0.5862068965517241,0.125,0.46899259259259257,0.39820000000000005,0.44872500000000004,,,0.08333333333333333,0.5416666666666666,7.852941176470588,31.425,0.41818181818181815,11.0,,0.3793103448275862,,5.0,,15.0,1.0,11.0,3.0,1.0,,5.0,,,,,,,,0.125,0.034482758620689655,,0.25,,0.45454545454545453,0.45454545454545453,0.2,,1.0,1.0,2.0,1.0,0.10526315789473684,0.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1631217,1610612746,Moussa Diabate,Moussa Diabate,1631217,LAC,11729.0,195,-22.0,406,414,153.0,154.0,63.0,820,18.0,32.0,7.0,12.0,,,1.0,2.0,,,,,,,,,,,23.0,45.0,1.0,2.0,10.0,59.0,473,9.0,21.0,,,20.0,11.0,20.0,,,5.0,27.0,22.0,24.0,3.0,,14.0,,,6.0,,4.0,,8.0,26.0,1.0,6.0,12.0,19.0,31.0,50.0,7.0,2.0,3.0,6.0,1.0,1.0,9.0,5.0,4.0,15.0,16.0,,16.0,4.0,9.0,1.0,27.0,150.0,1.0,0.4782608695652174,0.6875,1.0,0.5,,,0.5,0.5111111111111111,0.42857142857142855,0.55,0.5212765957446809,0.42857142857142855,0.55,0.5566037735849056,0.45454545454545453,0.6136363636363636,0.0425531914893617,0.13333333333333333,0.0625,12.757201646090534,0.3333333333333333,0.07692307692307693,0.12631578947368421,0.18840579710144928,0.09523809523809523,0.11392405063291139,0.14354066985645933,0.19148936170212766,0.16216216216216217,0.058823529411764705,0.6808510638297872,0.5625,0.6,0.5,,,,,0.0425531914893617,0.5,0.5,1.0,,,,,,,,,,,0.6,0.5833333333333334,,,,,0.723404255319149,,0.5564117021276596,0.5547210526315789,0.5448399999999999,0.17307692307692307,0.18,0.3389830508474576,0.4576271186440678,3.1311111111111107,23.25,0.3768472906403941,13.0,1.0,0.2765957446808511,17.0,5.0,2.0,4.0,,3.0,,1.0,5.0,2.0,,8.0,7.0,1.0,8.0,5.0,0.3076923076923077,0.07142857142857142,0.18309859154929578,0.2,0.10869565217391304,0.625,0.38461538461538464,0.5555555555555556,0.4,0.8095238095238095,,1.0,3.0,1.0,0.10638297872340426,0.09090909090909091,8.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,0.056338028169014086,0.07547169811320754,0.11764705882352941,0.47058823529411764,0.125,,,,,,True,,,,,,,,,,,,,,,,,
1629650,1610612746,Moses Brown,Moses Brown,1629650,LAC,2710.0,45,8.0,97,98,63.0,47.0,18.0,195,8.0,13.0,5.0,10.0,,,,,,,,,,,,,,,8.0,15.0,,,7.0,23.0,109,4.0,9.0,,,12.0,5.0,12.0,,,5.0,15.0,10.0,6.0,,,6.0,,,1.0,,,,,8.0,,4.0,12.0,18.0,9.0,27.0,1.0,1.0,,1.0,,,1.0,,,1.0,6.0,,9.0,1.0,4.0,1.0,15.0,63.0,1.0,0.625,1.0,,,,,,0.5333333333333333,0.4444444444444444,0.4166666666666667,0.5333333333333333,0.4444444444444444,0.4166666666666667,0.6052631578947368,0.5454545454545454,0.5357142857142857,,0.06666666666666667,0.07692307692307693,16.0,,,0.6,0.18604651162790697,0.3076923076923077,0.48484848484848486,0.16363636363636364,0.2222222222222222,,0.5,0.8666666666666667,0.6153846153846154,0.6666666666666666,0.625,,,,,,,,,,,,,,,,,,,0.8333333333333334,0.5,,,,,0.8666666666666667,,0.5906933333333334,0.609475,0.5733416666666667,0.2222222222222222,0.2222222222222222,0.5217391304347826,0.6521739130434783,2.146666666666667,,0.6494845360824743,2.0,,0.13333333333333333,8.0,,4.0,,,,,2.0,,,,2.0,1.0,1.0,2.0,1.0,,0.6666666666666666,0.18181818181818182,,0.2727272727272727,0.5,,,,0.8888888888888888,,,,,0.6923076923076923,1.0,4.0,1.0,2.0,,1.0,2.0,,,0.08333333333333333,0.1111111111111111,0.3333333333333333,0.5,0.25,,,,,,True,,,,,,,,,,,,,,,,,
1630527,1610612746,Brandon Boston Jr.,Brandon Boston Jr.,1630527,LAC,7225.0,120,-13.0,256,260,109.0,118.0,48.0,516,12.0,18.0,3.0,5.0,4.0,15.0,1.0,4.0,,,1.0,2.0,8.0,13.0,,,5.0,5.0,22.0,56.0,9.0,17.0,19.0,90.0,308,4.0,7.0,,,9.0,6.0,22.0,6.0,7.0,9.0,39.0,24.0,20.0,12.0,15.0,,13.0,8.0,6.0,3.0,13.0,2.0,29.0,1.0,,2.0,3.0,7.0,3.0,10.0,4.0,,4.0,6.0,2.0,3.0,10.0,1.0,5.0,10.0,13.0,,22.0,2.0,8.0,3.0,37.0,108.0,2.0,0.5454545454545454,0.5454545454545454,0.4444444444444444,0.5294117647058824,,0.8571428571428571,0.5294117647058824,0.39285714285714285,0.5714285714285714,0.2727272727272727,0.4863013698630137,0.5714285714285714,0.5172413793103449,0.5426829268292683,0.5625,0.5757575757575758,0.2328767123287671,0.10714285714285714,0.05555555555555555,29.022082018927446,0.4,,0.05454545454545454,0.010638297872340425,0.04878048780487805,0.052083333333333336,0.021897810218978103,,0.04,0.1111111111111111,0.2465753424657534,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.2054794520547945,0.26666666666666666,0.26666666666666666,0.25,0.0547945205479452,0.25,0.25,1.0,0.1780821917808219,0.6153846153846154,0.6153846153846154,0.375,,,,,,,0.1724137931034483,0.6,0.06896551724137931,0.5,0.1724137931034483,1.0,0.4794520547945205,0.6153846153846154,0.5001815068493152,0.44436666666666663,0.4719948275862069,0.10126582278481013,0.12903225806451613,0.1,0.43333333333333335,8.873214285714285,25.63529411764706,0.42578125,23.0,2.0,0.3150684931506849,3.0,6.0,1.0,10.0,1.0,5.0,4.0,2.0,4.0,1.0,,,,,,,0.21739130434782608,0.18181818181818182,0.02127659574468085,,0.03125,,0.2608695652173913,0.3333333333333333,0.6666666666666666,0.42857142857142855,,1.0,1.0,1.0,0.08,,1.0,2.0,1.0,1.0,1.0,,,1.0,0.046511627906976744,0.06451612903225806,0.02857142857142857,0.3333333333333333,1.0,2.0,,,,,True,,,,,,,,,,,,,,,,,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,3522.0,59,-21.0,123,125,42.0,28.0,18.0,248,,,,,,,3.0,3.0,,,1.0,1.0,2.0,7.0,,,1.0,2.0,,,5.0,10.0,2.0,17.0,157,,,,,,,,2.0,3.0,,6.0,,,15.0,,,7.0,2.0,,1.0,2.0,,5.0,1.0,,4.0,2.0,6.0,1.0,7.0,,,,,,,,,2.0,4.0,1.0,,3.0,,,,6.0,40.0,,,,1.0,0.5,,0.6666666666666666,0.5,,,,0.75,,1.0,0.7727272727272727,,1.0,1.0,,,7.638888888888889,,,0.07142857142857142,0.02702702702702703,0.18181818181818182,0.12,0.016666666666666666,,,0.125,,,,,,,,,0.3,1.0,1.0,1.0,0.7,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.2857142857142857,0.5215650000000001,,0.48835,0.09090909090909091,,,0.35294117647058826,,25.419999999999998,0.34146341463414637,,,,,,,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,1.0,,,,0.16666666666666666,0.21428571428571427,0.5,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,1.0,0.09090909090909091,,,True,,,,,,,,,,,,,,,,,
202704,1610612746,Reggie Jackson,Reggie Jackson,202704,LAC,2828.0,47,-13.0,94,98,27.0,22.0,14.0,192,,2.0,,,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,11.0,,2.0,,2.0,3.0,13.0,3.0,13.0,4.0,19.0,125,,1.0,,2.0,,1.0,3.0,1.0,3.0,2.0,7.0,,6.0,6.0,3.0,,11.0,2.0,,6.0,14.0,3.0,34.0,,,5.0,2.0,7.0,1.0,8.0,,,2.0,2.0,,,4.0,1.0,,1.0,3.0,,5.0,,1.0,1.0,5.0,25.0,,,,0.6666666666666666,0.23076923076923078,,0.3333333333333333,0.23076923076923078,0.23076923076923078,,0.3333333333333333,0.28846153846153844,,0.4166666666666667,0.3392857142857143,,0.5,0.5,,,28.828828828828826,0.5,,0.09090909090909091,,0.3125,0.18421052631578946,0.023255813953488372,,0.07142857142857142,0.2,0.07692307692307693,,,,0.07692307692307693,0.5,0.5,,0.07692307692307693,0.5,0.5,1.0,0.4230769230769231,0.18181818181818182,0.18181818181818182,0.5,,,,0.6666666666666666,,,,,0.16666666666666666,1.0,0.3333333333333333,,0.5769230769230769,0.18181818181818182,0.4884826923076923,0.48713333333333325,0.45838333333333336,0.037037037037037035,0.07142857142857142,,0.3684210526315789,9.484615384615385,25.60769230769231,0.2872340425531915,9.0,1.0,0.34615384615384615,,2.0,,8.0,3.0,7.0,,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,0.36363636363636365,1.0,0.2222222222222222,0.2222222222222222,,,,1.0,1.0,,0.16666666666666666,,,1.0,1.0,,1.0,,,,0.045454545454545456,0.05555555555555555,0.05263157894736842,,,1.0,,,,,True,,,,,,,,,,,,,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,2296.0,38,-16.0,83,84,44.0,50.0,14.0,167,3.0,4.0,3.0,3.0,,1.0,1.0,2.0,,,,,,4.0,,1.0,,2.0,3.0,7.0,1.0,6.0,,9.0,94,1.0,2.0,,1.0,2.0,3.0,5.0,,2.0,,6.0,4.0,2.0,3.0,,,4.0,,,4.0,5.0,1.0,14.0,2.0,,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,,6.0,44.0,,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,,0.16666666666666666,0.42857142857142855,0.5,0.6,0.34615384615384615,0.3333333333333333,0.42857142857142855,0.32142857142857145,0.3333333333333333,0.375,0.46153846153846156,,,15.151515151515152,1.0,,0.15384615384615385,0.058823529411764705,0.09090909090909091,0.125,0.04,,0.25,,0.3076923076923077,0.75,0.75,0.6666666666666666,0.07692307692307693,,,,0.15384615384615385,0.5,0.5,1.0,0.3076923076923077,,,,,,,0.3333333333333333,,,0.42857142857142855,1.0,,,0.2857142857142857,,0.7692307692307693,,0.5151730769230769,0.3734,0.5180642857142858,0.07142857142857142,0.125,0.2222222222222222,0.6666666666666666,5.5857142857142845,25.416666666666668,0.5301204819277109,2.0,,0.15384615384615385,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,0.047619047619047616,0.25,0.1,,,,,0.3333333333333333,,,,,0.125,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,
