EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Charge Fouls Drawn,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedLongMidRange,StepOutOfBoundsTurnovers,BlockedArc3,Defensive 3 Seconds Violations,on,3SecondViolations,DefensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,HeaveMakes
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,39900.0,665,166.0,1365,1389,127.0,221.0,152.0,2754,59.0,78.0,17.0,25.0,3.0,4.0,17.0,31.0,3.0,7.0,79.0,116.0,26.0,184.0,1540.0,19.0,30.0,3.0,41.0,5.0,6.0,1.0,11.0,120.0,38.0,32.0,5.0,36.0,49.0,85.0,43.0,6.0,12.0,12.0,12.0,219.0,34.0,43.0,1.0,61.0,91.0,7.0,159.0,78.0,237.0,8.0,13.0,11.0,2.0,5.0,5.0,11.0,2.0,16.0,1.0,41.0,85.0,9.0,8.0,1.0,37.0,1.0,2.0,44.0,6.0,24.0,1.0,15.0,5.0,10.0,15.0,7.0,1.0,11.0,124.0,9.0,1.0,0.759493670886076,0.9523809523809523,0.6810344827586207,0.6333333333333333,0.8333333333333334,0.6810344827586207,0.6333333333333333,0.8333333333333334,0.6814814814814815,0.6029411764705882,0.6875,0.04310344827586207,0.05128205128205128,0.03225806451612903,9.811565951916828,0.3125,0.2413793103448276,0.02857142857142857,0.25,0.15693430656934307,0.2053872053872054,0.096045197740113,0.22995461422087746,0.12261146496815287,0.15625,0.17647058823529413,0.12162162162162163,0.08960573476702509,0.12,0.2898550724637681,0.24,0.24285714285714285,0.2072072072072072,0.2,0.25,0.4666666666666667,0.6724137931034483,0.7564102564102564,0.7972972972972973,0.7288135593220338,0.2672413793103448,0.5483870967741935,0.5666666666666667,0.8235294117647058,0.0603448275862069,0.42857142857142855,0.42857142857142855,1.0,0.8333333333333334,0.68,0.17647058823529413,0.6666666666666666,0.75,0.6724137931034483,0.5263094827586206,0.5742125,0.5789,0.1791044776119403,0.1791044776119403,0.22282608695652173,0.059782608695652176,3.9439655172413794,0.09304029304029304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628978,1610612744,Donte DiVincenzo,Donte DiVincenzo,1628978,GSW,15452.0,258,-63.0,536,542,49.0,114.0,53.0,1078,7.0,9.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,10.0,16.0,2.0,109.0,658.0,2.0,5.0,,19.0,1.0,3.0,,20.0,14.0,6.0,4.0,1.0,12.0,15.0,27.0,13.0,2.0,9.0,3.0,,69.0,8.0,2.0,,11.0,19.0,,30.0,10.0,40.0,1.0,9.0,5.0,4.0,7.0,5.0,5.0,,12.0,,7.0,22.0,,1.0,,14.0,1.0,3.0,4.0,2.0,3.0,,1.0,,1.0,1.0,1.0,,20.0,49.0,5.0,,0.7,0.875,0.625,0.4,0.3333333333333333,0.6948051948051948,0.7916666666666666,1.0,0.6987179487179487,0.7916666666666666,1.0,0.0625,,0.25,15.025041736227045,0.5833333333333334,,,0.16101694915254236,0.01834862385321101,0.11224489795918367,0.05517241379310345,0.1388888888888889,0.03937007874015748,0.037037037037037035,0.02,,0.06666666666666667,,0.1111111111111111,0.12698412698412698,0.3684210526315789,0.14084507042253522,0.037037037037037035,0.02857142857142857,1.0,0.11688311688311688,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.05194805194805195,0.5,0.6666666666666666,1.0,0.03896103896103896,0.3333333333333333,0.3333333333333333,,0.25,0.6666666666666666,,0.1,1.0,0.9090909090909091,0.5337110389610391,0.48647999999999997,0.49246999999999996,0.038461538461538464,0.17647058823529413,0.1743119266055046,0.1834862385321101,5.4625,0.0914179104477612,8.0,14.0,1.0,1.0,2.0,2.0,21.0,47.0,4.0,6.0,4.0,5.0,29.0,61.0,5.0,7.0,6.0,7.0,81.0,6.0,47.0,21.0,3.0,2.0,1.0,0.9310344827586207,0.47540983606557374,0.7142857142857143,0.8571428571428571,0.47540983606557374,0.7922077922077922,0.18181818181818182,0.5714285714285714,0.5714285714285714,1.0,0.6103896103896104,0.44680851063829785,0.44680851063829785,0.9047619047619048,0.08333333333333333,1.0,1.0,0.5,0.6666666666666666,1.0,0.2,1.0,0.5,0.8,0.44680851063829785,26.07377049180328,,,,,,,,,,,,,,,,,,,,True,,,,,
1629660,1610612744,Ty Jerome,Ty Jerome,1629660,GSW,5808.0,97,,193,190,10.0,33.0,23.0,383,2.0,3.0,1.0,1.0,,,7.0,12.0,,,9.0,15.0,5.0,44.0,233.0,2.0,2.0,,10.0,,,,,12.0,6.0,2.0,1.0,4.0,5.0,9.0,3.0,2.0,3.0,,1.0,23.0,1.0,,,2.0,5.0,,7.0,1.0,8.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,7.0,,,,7.0,,,5.0,1.0,3.0,,1.0,,1.0,1.0,,,,10.0,,,0.6666666666666666,0.75,0.6,1.0,,0.6290322580645161,1.0,,0.6666666666666666,1.0,,0.06666666666666667,,0.08333333333333333,15.525114155251142,1.0,,,0.14285714285714285,,0.05405405405405406,0.018867924528301886,0.09722222222222222,0.011627906976744186,,,,,0.07692307692307693,,0.21739130434782608,,,0.2222222222222222,,,0.0967741935483871,0.6666666666666666,0.6666666666666666,0.5,0.3870967741935484,0.5833333333333334,0.6363636363636364,0.7142857142857143,,,,,0.2,1.0,,,,0.6129032258064516,0.49734032258064526,0.3992,0.5835,0.09090909090909091,0.17647058823529413,0.22727272727272727,,8.246666666666666,0.05181347150259067,3.0,4.0,,,,1.0,4.0,12.0,2.0,3.0,,,7.0,16.0,2.0,3.0,,1.0,21.0,,12.0,4.0,,,,1.0,0.4375,0.6666666666666666,,0.4375,0.5161290322580645,0.12903225806451613,0.75,0.75,1.0,0.3870967741935484,0.3333333333333333,0.3333333333333333,1.0,,,,0.6,0.6666666666666666,1.0,1.0,,,,0.3333333333333333,25.549999999999997,2.0,,,,,,,,,,,,,,,,,,,True,,,,,
1629673,1610612744,Jordan Poole,Jordan Poole,1629673,GSW,39078.0,651,4.0,1389,1378,208.0,345.0,132.0,2767,52.0,72.0,,2.0,13.0,16.0,17.0,46.0,14.0,34.0,83.0,152.0,59.0,399.0,1574.0,,6.0,2.0,17.0,14.0,21.0,14.0,51.0,84.0,82.0,,16.0,57.0,51.0,108.0,40.0,11.0,30.0,20.0,7.0,267.0,7.0,5.0,,26.0,24.0,2.0,52.0,12.0,64.0,3.0,22.0,11.0,11.0,24.0,17.0,32.0,7.0,56.0,4.0,26.0,65.0,3.0,7.0,1.0,69.0,,1.0,72.0,7.0,28.0,7.0,8.0,2.0,6.0,9.0,5.0,,49.0,204.0,5.0,4.0,0.5060240963855421,0.5060240963855421,0.5460526315789473,,0.6666666666666666,0.5329153605015674,0.5,0.578125,0.5671428571428572,0.5,0.6375,0.10526315789473684,0.09722222222222222,0.15217391304347827,26.115061409179056,0.42857142857142855,0.0625,,0.06629834254143646,0.01818181818181818,0.09420289855072464,0.01871657754010695,0.07836990595611286,0.01848998459167951,0.012987012987012988,0.015625,0.02857142857142857,0.0196078431372549,0.014705882352941176,0.044444444444444446,0.07920792079207921,0.05714285714285714,0.10144927536231885,0.07246376811594203,0.0189873417721519,0.5555555555555556,0.22570532915360503,0.7222222222222222,0.8,0.5576923076923077,0.14420062695924765,0.3695652173913043,0.4358974358974359,0.5294117647058824,0.10658307210031348,0.4117647058823529,0.4375,0.2857142857142857,0.13333333333333333,,,0.5,0.8125,0.7492163009404389,0.5277216088328075,0.52721,0.5586816666666666,0.09037900874635568,0.16184971098265896,0.042606516290726815,0.12781954887218044,7.352631578947368,0.14974802015838734,5.0,21.0,,1.0,,2.0,53.0,146.0,5.0,8.0,3.0,9.0,58.0,167.0,5.0,9.0,3.0,11.0,129.0,45.0,144.0,53.0,8.0,7.0,5.0,0.7413793103448276,0.3473053892215569,0.5555555555555556,0.2727272727272727,0.3515151515151515,0.5235109717868338,0.06583072100313479,0.23809523809523808,0.23809523809523808,1.0,0.45768025078369906,0.363013698630137,0.36551724137931035,0.7169811320754716,0.06666666666666667,,,0.5333333333333333,0.625,1.0,0.0625,,0.28125,0.3333333333333333,0.3680555555555556,26.735928143712577,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,0.005988023952095809,0.058823529411764705,0.00684931506849315,0.01764705882352941,,,,,,True,,,,,
203952,1610612744,Andrew Wiggins,Andrew Wiggins,203952,GSW,71418.0,1190,118.0,2526,2531,353.0,593.0,246.0,5057,73.0,101.0,19.0,33.0,10.0,16.0,60.0,139.0,28.0,64.0,161.0,304.0,44.0,633.0,2862.0,23.0,43.0,3.0,76.0,20.0,38.0,8.0,57.0,200.0,122.0,26.0,21.0,36.0,49.0,85.0,35.0,14.0,22.0,14.0,,219.0,31.0,29.0,1.0,60.0,54.0,11.0,125.0,61.0,186.0,12.0,45.0,24.0,21.0,26.0,17.0,22.0,3.0,48.0,7.0,59.0,107.0,5.0,9.0,1.0,82.0,5.0,9.0,72.0,11.0,35.0,3.0,28.0,8.0,19.0,28.0,13.0,,57.0,346.0,8.0,3.0,0.6211180124223602,0.6756756756756757,0.5296052631578947,0.5348837209302325,0.5263157894736842,0.556710775047259,0.5887096774193549,0.4016393442622951,0.5672043010752689,0.5757575757575758,0.4318181818181818,0.06907894736842106,0.039603960396039604,0.1079136690647482,21.588884930530817,0.5416666666666666,0.18032786885245902,0.018518518518518517,0.08544303797468354,0.05835010060362173,0.11320754716981132,0.04776579352850539,0.0981067125645439,0.05235602094240838,0.0859375,0.053497942386831275,0.03968253968253968,0.04933586337760911,0.040983606557377046,0.1232876712328767,0.052054794520547946,0.14049586776859505,0.12814070351758794,0.06818181818181818,0.04669260700389105,0.4642857142857143,0.19092627599243855,0.7227722772277227,0.7525773195876289,0.6164383561643836,0.2627599243856333,0.4316546762589928,0.4838709677419355,0.5833333333333334,0.12098298676748583,0.4375,0.45161290322580644,0.7142857142857143,0.532258064516129,0.5757575757575758,0.15789473684210525,0.26229508196721313,0.625,0.6162570888468809,0.5127929111531193,0.5623532258064515,0.5106581967213115,0.06846846846846846,0.10670731707317073,0.12006319115323855,0.09004739336492891,7.872697368421055,0.13974663499604117,17.0,48.0,1.0,2.0,,8.0,72.0,177.0,8.0,17.0,3.0,15.0,89.0,225.0,9.0,19.0,3.0,23.0,255.0,12.0,177.0,72.0,6.0,9.0,3.0,0.9550561797752809,0.39555555555555555,0.47368421052631576,0.13043478260869565,0.39555555555555555,0.42533081285444235,0.09073724007561437,0.3541666666666667,0.3541666666666667,0.9411764705882353,0.33459357277882795,0.4067796610169492,0.4067796610169492,0.9583333333333334,0.03225806451612903,0.5,1.0,0.27419354838709675,0.47058823529411764,1.0,0.13114754098360656,,0.2459016393442623,0.2,0.4067796610169492,25.648,1.0,,,3.0,1.0,,,3.0,,,,0.03125,,0.013215859030837005,1.0,1.0,,,,True,,,,,
1630541,1610612744,Moses Moody,Moses Moody,1630541,GSW,6336.0,106,10.0,220,217,46.0,58.0,27.0,437,5.0,9.0,1.0,1.0,2.0,2.0,,1.0,,,5.0,10.0,1.0,29.0,231.0,1.0,1.0,1.0,3.0,2.0,2.0,,4.0,10.0,,,2.0,2.0,2.0,4.0,1.0,1.0,,2.0,,10.0,3.0,1.0,,5.0,5.0,1.0,11.0,4.0,15.0,,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,4.0,9.0,3.0,,,6.0,1.0,1.0,2.0,,1.0,,3.0,1.0,1.0,3.0,2.0,,4.0,46.0,2.0,,1.0,1.0,0.5,1.0,1.0,0.4827586206896552,0.25,0.5,0.48333333333333334,0.3,0.5,0.2,0.2222222222222222,,12.64822134387352,0.5,0.16666666666666666,,0.09259259259259259,0.022222222222222223,0.09803921568627451,0.043478260869565216,0.09523809523809523,0.03508771929824561,0.058823529411764705,,,0.037037037037037035,0.06666666666666667,0.14285714285714285,0.07142857142857142,0.08333333333333333,0.13157894736842105,,,0.6666666666666666,0.3103448275862069,0.5555555555555556,0.7142857142857143,1.0,0.034482758620689655,,,,,,,,0.25,1.0,1.0,0.5,1.0,0.9655172413793104,0.5369689655172414,0.5739833333333334,0.5323625000000001,0.03333333333333333,0.09090909090909091,0.10344827586206896,0.13793103448275862,2.87,0.20909090909090908,2.0,7.0,,1.0,,,4.0,12.0,,2.0,,2.0,6.0,19.0,,3.0,,2.0,18.0,,12.0,4.0,1.0,1.0,1.0,1.0,0.3157894736842105,,,0.3157894736842105,0.6551724137931034,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.41379310344827586,0.3333333333333333,0.3333333333333333,1.0,0.25,,,0.5,,,,,0.5,,0.3333333333333333,25.78421052631579,1.0,,,,,,,,,,,,,,,1.0,,,,True,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,44281.0,738,132.0,1595,1603,289.0,402.0,148.0,3198,20.0,28.0,1.0,2.0,3.0,3.0,20.0,57.0,22.0,60.0,62.0,145.0,44.0,456.0,1790.0,3.0,6.0,2.0,38.0,12.0,24.0,14.0,86.0,108.0,16.0,2.0,8.0,36.0,23.0,59.0,17.0,6.0,23.0,11.0,2.0,141.0,3.0,6.0,1.0,34.0,34.0,5.0,73.0,10.0,83.0,3.0,16.0,10.0,6.0,25.0,16.0,16.0,6.0,41.0,9.0,24.0,42.0,4.0,1.0,,28.0,,2.0,50.0,,17.0,5.0,5.0,,4.0,6.0,2.0,,83.0,283.0,5.0,3.0,0.8709677419354839,0.8852459016393442,0.42758620689655175,0.5,0.5,0.5364583333333334,0.6,0.5714285714285714,0.5577395577395577,0.6129032258064516,0.6056338028169014,0.05517241379310345,0.07142857142857142,0.07017543859649122,25.454545454545453,0.6097560975609756,0.1282051282051282,0.03333333333333333,0.08521303258145363,0.01935483870967742,0.10089020771513353,0.007653061224489796,0.09239130434782608,0.01282051282051282,0.015384615384615385,0.012903225806451613,0.03333333333333333,0.00964630225080386,,0.08139534883720931,0.08264462809917356,0.09859154929577464,0.09126984126984126,0.12941176470588237,0.014018691588785047,0.3333333333333333,0.07291666666666667,0.7142857142857143,0.7692307692307693,0.8,0.1484375,0.3508771929824561,0.37735849056603776,0.85,0.15625,0.36666666666666664,0.3793103448275862,0.9545454545454546,0.06666666666666667,0.5,,0.047619047619047616,1.0,0.6953125,0.510456919060052,0.5164527777777779,0.48275079365079365,0.0472636815920398,0.10493827160493827,0.08333333333333333,0.18859649122807018,11.388965517241376,0.1811912225705329,17.0,44.0,,6.0,3.0,8.0,79.0,195.0,10.0,18.0,13.0,31.0,96.0,239.0,10.0,24.0,16.0,39.0,261.0,27.0,195.0,79.0,5.0,9.0,4.0,0.90625,0.401673640167364,0.4166666666666667,0.41025641025641024,0.401673640167364,0.6223958333333334,0.11458333333333333,0.38636363636363635,0.38636363636363635,1.0,0.5078125,0.40512820512820513,0.40932642487046633,0.8860759493670886,0.2,,,0.6,0.5555555555555556,0.9,0.12698412698412698,0.375,0.49206349206349204,0.41935483870967744,0.40512820512820513,25.73514644351464,,,2.0,1.0,,,2.0,2.0,1.0,,0.008368200836820083,0.03333333333333333,0.010256410256410256,0.008333333333333333,1.0,1.0,3.0,1.0,,True,,,,,
203210,1610612744,JaMychal Green,JaMychal Green,203210,GSW,9531.0,159,-9.0,328,327,38.0,97.0,38.0,655,15.0,19.0,7.0,9.0,2.0,2.0,1.0,4.0,,,16.0,23.0,8.0,76.0,408.0,7.0,9.0,4.0,21.0,3.0,4.0,,6.0,14.0,18.0,12.0,4.0,5.0,6.0,11.0,5.0,1.0,2.0,3.0,,28.0,7.0,7.0,1.0,9.0,12.0,2.0,23.0,15.0,38.0,1.0,7.0,2.0,5.0,6.0,3.0,3.0,,9.0,2.0,14.0,22.0,1.0,1.0,,7.0,1.0,,9.0,1.0,5.0,,3.0,,3.0,3.0,3.0,,6.0,38.0,3.0,,0.4375,0.7,0.6956521739130435,0.7777777777777778,0.75,0.7555555555555555,0.85,0.6,0.7755102040816326,0.875,0.6,0.17391304347826086,0.10526315789473684,0.5,15.508021390374331,0.6666666666666666,1.0,0.2,0.1875,0.1076923076923077,0.12857142857142856,0.07865168539325842,0.15671641791044777,0.09090909090909091,0.09090909090909091,0.1111111111111111,0.125,0.08571428571428572,0.05263157894736842,,0.2,0.38461538461538464,0.1320754716981132,0.11764705882352941,0.07692307692307693,1.0,0.4222222222222222,0.7894736842105263,0.8823529411764706,0.4,0.08888888888888889,0.25,0.5,1.0,,,,,0.9,0.7777777777777778,,0.4,1.0,0.9111111111111111,0.5611222222222222,0.6379428571428571,0.5542,0.10204081632653061,0.18518518518518517,0.27631578947368424,0.07894736842105263,2.569565217391304,0.11585365853658537,3.0,10.0,,,,1.0,9.0,12.0,1.0,1.0,,,12.0,22.0,1.0,1.0,,1.0,36.0,,12.0,9.0,2.0,3.0,2.0,1.0,0.5454545454545454,1.0,,0.5454545454545454,0.4888888888888889,0.2222222222222222,0.3,0.3,1.0,0.26666666666666666,0.75,0.75,1.0,,,,0.1,1.0,1.0,0.2,,,,0.75,24.768181818181816,,,,,,,,,,,,,,,,,,,,True,,,,,
1630228,1610612744,Jonathan Kuminga,Jonathan Kuminga,1630228,GSW,7624.0,127,-15.0,268,267,35.0,88.0,19.0,535,11.0,17.0,1.0,3.0,2.0,2.0,3.0,7.0,2.0,3.0,16.0,27.0,5.0,55.0,299.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,7.0,26.0,6.0,2.0,4.0,3.0,5.0,8.0,3.0,2.0,2.0,,1.0,21.0,3.0,1.0,,5.0,9.0,4.0,18.0,4.0,22.0,,3.0,3.0,,4.0,1.0,4.0,1.0,8.0,,2.0,11.0,,2.0,,10.0,,,10.0,2.0,6.0,,2.0,2.0,,2.0,2.0,,7.0,35.0,1.0,,0.8125,0.8666666666666667,0.5925925925925926,0.25,1.0,0.6410256410256411,0.25,1.0,0.6395348837209303,0.3,1.1666666666666667,0.14814814814814814,0.11764705882352941,0.2857142857142857,17.525773195876287,0.5,0.36363636363636365,,0.12162162162162163,0.01818181818181818,0.09803921568627451,0.04918032786885246,0.112,0.034482758620689655,0.047619047619047616,,,0.061224489795918366,,0.045454545454545456,0.0975609756097561,0.36363636363636365,0.08108108108108109,0.14285714285714285,,1.0,0.4358974358974359,0.6470588235294118,0.7333333333333333,0.7272727272727273,0.1794871794871795,0.42857142857142855,0.6,1.0,0.07692307692307693,0.6666666666666666,0.6666666666666666,1.0,0.75,0.3333333333333333,,0.6666666666666666,1.0,0.7435897435897436,0.5130897435897436,0.639,0.6081333333333333,0.13953488372093023,0.1935483870967742,0.05454545454545454,0.12727272727272726,5.185185185185185,0.13059701492537312,2.0,5.0,,,,,4.0,7.0,,,,,6.0,12.0,,,,,15.0,3.0,7.0,4.0,1.0,3.0,,0.8333333333333334,0.5,,,0.5,0.3076923076923077,0.1282051282051282,0.4,0.4,1.0,0.1794871794871795,0.5714285714285714,0.5714285714285714,0.75,,,,,,,,,,,0.5714285714285714,25.10833333333333,,,,,,,,,,,,,,,,,,,,True,,,,,
1630237,1610612744,Anthony Lamb,Anthony Lamb,1630237,GSW,8829.0,147,,301,304,21.0,54.0,35.0,605,3.0,4.0,,1.0,,,3.0,5.0,1.0,3.0,7.0,12.0,4.0,30.0,325.0,,2.0,,,1.0,1.0,,2.0,12.0,2.0,,1.0,1.0,8.0,9.0,8.0,,,1.0,,26.0,8.0,,,6.0,10.0,,16.0,8.0,24.0,,2.0,2.0,,2.0,2.0,4.0,,6.0,,7.0,21.0,4.0,,,12.0,1.0,4.0,5.0,,1.0,,,,,,,,2.0,20.0,1.0,,0.8571428571428571,0.8571428571428571,0.5833333333333334,,1.0,0.5652173913043478,,0.5,0.6,,0.5,0.08333333333333333,,0.2,9.198813056379821,0.3333333333333333,,,0.12987012987012986,,0.08108108108108109,0.09090909090909091,0.10596026490066225,0.05517241379310345,,,,0.10666666666666667,,0.10526315789473684,0.15,0.1111111111111111,0.08771929824561403,0.058823529411764705,,,0.17391304347826086,0.75,0.75,0.6666666666666666,0.21739130434782608,0.6,0.75,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,0.6521739130434783,0.5076181818181819,0.5628,0.42,0.08,0.07692307692307693,,0.06666666666666667,7.566666666666667,0.06976744186046512,2.0,4.0,,,,,2.0,7.0,,1.0,,1.0,4.0,11.0,,1.0,,1.0,12.0,,6.0,2.0,3.0,,1.0,1.0,0.36363636363636365,,,0.4,0.4782608695652174,0.17391304347826086,0.5,0.5,1.0,0.30434782608695654,0.2857142857142857,0.2857142857142857,1.0,,,,0.3333333333333333,,,,,0.5,,0.3333333333333333,27.036363636363635,3.0,1.0,,,1.0,,,1.0,,,,,,0.08333333333333333,,,,,,True,,,,,
