EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LongMidRangePctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceFtPoints,PenaltyFtPoints,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGA,Technical Free Throw Trips,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PtsUnassisted3s,Charge Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,Charge Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,FTOffRebounds,Clear Path Fouls,BlockedCorner3,OffFTReboundPct,3SecondViolations,HeaveMakes
1627736,1610612762,Malik Beasley,Malik Beasley,1627736,UTA,1352.0,23,5.0,47,47,11,17.0,4,94,1.0,3.0,5.0,1.0,3.0,5.0,9.0,53,9.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,11,1.0,0.6,0.6,0.75,0.75,0.8333333333333334,1.0,1.0,13.461538461538462,1.0,0.07142857142857142,0.09090909090909091,0.18181818181818182,0.12,0.058823529411764705,0.14285714285714285,0.25,0.25,0.16666666666666666,0.8333333333333334,0.6,0.6,1.0,0.8333333333333334,0.6,0.5218333333333333,5.3,25.18,0.23404255319148937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628374,1610612762,Lauri Markkanen,Lauri Markkanen,1628374,UTA,4011.0,67,,145,149,36,33.0,15,294,12.0,7.0,16.0,23.0,8.0,17.0,54.0,162,24.0,15.0,7.0,2.0,3.0,2.0,5.0,2.0,,2.0,12.0,1.0,6.0,10.0,16.0,1.0,17.0,1.0,,6.0,1.0,7.0,36,1.0,0.47058823529411764,0.5,0.625,0.6428571428571429,0.425,0.08695652173913043,0.08333333333333333,29.81366459627329,0.8571428571428571,0.25,0.025,0.2608695652173913,0.25396825396825395,0.016666666666666666,,0.1,0.2857142857142857,0.3,0.4,0.4375,0.4375,1.0,0.625,0.4666666666666667,0.4854205128205128,7.430434782608696,27.305882352941172,0.2482758620689655,8.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,7.0,13.0,4.0,2.0,2.0,1.0,2.0,7.0,3.0,5.0,3.0,7.0,15.0,22.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,15.0,0.8461538461538461,0.9166666666666666,0.5,0.42857142857142855,0.5652173913043478,1.0,0.6,0.875,0.625,0.875,0.625,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.2916666666666667,0.2,1.0,1.0,0.875,0.3333333333333333,0.36363636363636365,0.75,0.075,0.3333333333333333,0.5,1.0,0.025,1.0,1.0,1.0,0.25,1.0,0.5,0.5,1.0,0.08333333333333333,1.0,0.5833333333333334,0.42857142857142855,0.4461833333333334,0.46265454545454543,0.04878048780487805,0.08333333333333333,0.12962962962962962,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628962,1610612762,Udoka Azubuike,Udoka Azubuike,1628962,UTA,19920.0,332,-63.0,717,711,176,212.0,70,1428,18.0,,,66.0,,,113.0,818,,,,3.0,8.0,2.0,10.0,1.0,1.0,4.0,22.0,16.0,42.0,33.0,84.0,29.0,113.0,6.0,6.0,5.0,1.0,18.0,176,,,,0.803030303030303,0.7533333333333333,,0.045454545454545456,0.1111111111111111,11.625,0.2777777777777778,0.19879518072289157,0.09248554913294797,0.24705882352941178,0.22321428571428573,0.09294871794871795,0.1111111111111111,0.23809523809523808,0.2517985611510791,0.2727272727272727,,,,,0.7272727272727273,,0.5659227272727273,2.846969696969698,,0.24546722454672246,45.0,48.0,10.0,10.0,7.0,7.0,8.0,,,,,,,,,53.0,7.0,12.0,13.0,,,26.0,9.0,13.0,,,21.0,90.0,16.0,14.0,,3.0,,1.0,13.0,4.0,29.0,32.0,18.0,19.0,1.0,8.0,2.0,21.0,0.8490566037735849,0.9782608695652174,,,0.803030303030303,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.6923076923076923,0.8666666666666667,0.6176470588235294,,0.06976744186046512,0.13513513513513514,0.20689655172413793,0.7272727272727273,0.9375,0.9574468085106383,0.8444444444444444,0.4444444444444444,0.5,0.875,,,,,,,,,0.7692307692307693,1.0,,,,0.5384615384615384,1.0,,,0.65555,0.5883692307692308,0.1095890410958904,0.1095890410958904,0.23008849557522124,0.18584070796460178,2.0,3.0,1.0,13.0,9.0,2.0,1.0,1.0,7.0,3.0,5.0,1.0,2.0,3.0,15.0,3.0,2.0,10.0,15.0,7.0,2.0,1.0,6.0,1.0,2.0,0.020833333333333332,0.5,0.09352517985611511,0.06451612903225806,0.07079646017699115,0.19230769230769232,0.22580645161290322,0.2,0.4666666666666667,0.3,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629012,1610612762,Collin Sexton,Collin Sexton,1629012,UTA,2347.0,39,20.0,82,81,15,16.0,2,163,5.0,,1.0,11.0,,1.0,23.0,79,,1.0,,,9.0,,9.0,,,8.0,18.0,,2.0,1.0,3.0,,3.0,2.0,2.0,1.0,1.0,2.0,15,,,,0.5833333333333334,0.71875,0.08333333333333333,,,21.42857142857143,0.5,0.041666666666666664,,0.08,0.061224489795918366,,,0.2,0.09523809523809523,0.4166666666666667,0.08333333333333333,,,,0.5833333333333334,,0.5355416666666667,4.527272727272727,25.8,0.18292682926829268,4.0,6.0,,,1.0,1.0,3.0,,,,,,,,1.0,7.0,9.0,,,,,,2.0,2.0,,1.0,8.0,2.0,12.0,,,,,1.0,1.0,,1.0,1.0,13.0,10.0,2.0,4.0,2.0,8.0,0.14285714285714285,0.14285714285714285,,,0.6363636363636364,,1.0,,0.6666666666666666,,0.8,,,,,0.5,0.6666666666666666,0.6666666666666666,0.25,0.6,0.6,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,,0.5390333333333334,0.2857142857142857,0.3076923076923077,,0.34782608695652173,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629638,1610612762,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,UTA,2972.0,50,16.0,115,110,45,75.0,12,225,6.0,2.0,5.0,9.0,3.0,7.0,23.0,104,9.0,5.0,2.0,1.0,9.0,5.0,14.0,4.0,1.0,9.0,33.0,,1.0,3.0,4.0,,4.0,4.0,1.0,3.0,2.0,3.0,45,1.0,0.42857142857142855,0.42857142857142855,0.59375,0.6388888888888888,0.4375,0.1111111111111111,0.16666666666666666,16.53543307086614,1.0,0.06976744186046512,,0.07142857142857142,0.07017543859649122,,,0.07692307692307693,0.1,0.375,0.3125,0.4,0.4,1.0,0.4375,0.4,0.462315625,10.577777777777778,25.0,0.391304347826087,,,,,,,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,2.0,5.0,4.0,,,1.0,2.0,3.0,1.0,1.0,,2.0,6.0,6.0,4.0,,,,3.0,,,1.0,3.0,3.0,3.0,4.0,,,2.0,6.0,0.6,0.6,0.5,,0.5555555555555556,,1.0,0.75,0.3333333333333333,0.75,0.6,,,0.09090909090909091,0.05263157894736842,,,,,0.5,0.6,0.3333333333333333,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.125,0.5,0.5,1.0,,,0.5,1.0,1.0,,,0.6666666666666666,,0.46485,0.5064666666666667,,,0.13043478260869565,0.2608695652173913,,4.0,,,,,,,,,1.0,,,,3.0,2.0,,1.0,3.0,1.0,,,,,2.0,,,,,,,,,0.3333333333333333,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200752,1610612762,Rudy Gay,Rudy Gay,200752,UTA,5972.0,100,4.0,207,210,57,49.0,18,417,17.0,3.0,10.0,42.0,4.0,12.0,61.0,219,12.0,10.0,3.0,1.0,6.0,3.0,9.0,3.0,,5.0,21.0,4.0,11.0,4.0,15.0,5.0,20.0,2.0,1.0,3.0,2.0,4.0,57,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5263157894736842,0.2222222222222222,0.023809523809523808,,26.406926406926406,0.75,0.08,0.06557377049180328,0.18333333333333332,0.13636363636363635,0.052083333333333336,0.03225806451612903,0.25,0.2,0.3148148148148148,0.18518518518518517,0.3,0.3,1.0,0.46296296296296297,0.3,0.4716305555555556,9.678571428571427,25.258333333333336,0.2753623188405797,8.0,13.0,,4.0,1.0,1.0,10.0,3.0,12.0,1.0,2.0,,1.0,2.0,5.0,21.0,7.0,,5.0,,1.0,,5.0,10.0,2.0,6.0,16.0,20.0,22.0,,,,1.0,,1.0,1.0,3.0,5.0,8.0,8.0,1.0,4.0,,16.0,0.47619047619047616,0.47619047619047616,,0.3333333333333333,0.5,,0.5,,0.5,,0.5,,0.11764705882352941,,0.0625,0.24074074074074073,0.6153846153846154,0.6666666666666666,0.875,0.5882352941176471,0.5882352941176471,0.2,0.2222222222222222,0.25,0.25,0.3333333333333333,0.037037037037037035,0.5,0.5,1.0,0.6666666666666666,,0.16666666666666666,,,0.0625,1.0,0.3125,0.4,0.5572,0.469375,0.07017543859649122,0.08888888888888889,,0.26229508196721313,,,1.0,1.0,,4.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,0.07692307692307693,,0.02857142857142857,0.07692307692307693,,0.2,0.1,0.14814814814814814,,,,,,1.0,1.0,0.0625,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629659,1610612762,Talen Horton-Tucker,Talen Horton-Tucker,1629659,UTA,9094.0,152,-71.0,328,328,102,131.0,33,656,25.0,3.0,21.0,57.0,5.0,26.0,99.0,405,6.0,19.0,3.0,4.0,21.0,10.0,31.0,7.0,3.0,12.0,72.0,6.0,8.0,7.0,16.0,8.0,24.0,4.0,1.0,5.0,2.0,13.0,102,0.4,0.19230769230769232,0.20833333333333334,0.42771084337349397,0.4900990099009901,0.3132530120481928,0.07017543859649122,0.12,30.81081081081081,0.38461538461538464,0.09090909090909091,0.06741573033707865,0.12307692307692308,0.1056338028169014,0.052980132450331126,0.045454545454545456,0.17391304347826086,0.1,0.30120481927710846,0.25301204819277107,0.14285714285714285,0.14285714285714285,,0.6265060240963856,0.15789473684210525,0.4939179012345679,6.105263157894737,27.815384615384612,0.31097560975609756,17.0,26.0,3.0,6.0,4.0,8.0,9.0,2.0,6.0,2.0,5.0,,1.0,,6.0,28.0,28.0,4.0,8.0,1.0,2.0,13.0,7.0,16.0,,6.0,32.0,10.0,46.0,2.0,2.0,5.0,3.0,3.0,8.0,3.0,2.0,9.0,23.0,38.0,2.0,16.0,4.0,32.0,0.17857142857142858,0.18518518518518517,0.5,,0.49122807017543857,0.5,0.4375,0.55,0.3181818181818182,0.5909090909090909,0.45714285714285713,,0.14285714285714285,0.0625,0.05263157894736842,0.3132530120481928,0.6538461538461539,0.68,0.23529411764705882,0.36,0.4090909090909091,0.1111111111111111,0.07228915662650602,0.3333333333333333,0.3333333333333333,,0.060240963855421686,0.4,0.4,1.0,0.6,0.5,0.1,,,0.36363636363636365,0.5,0.2727272727272727,,0.5247583333333333,0.4670238095238095,0.16494845360824742,0.22535211267605634,0.13131313131313133,0.32323232323232326,2.0,18.0,4.0,2.0,1.0,5.0,,,1.0,1.0,,,,,3.0,1.0,,2.0,3.0,1.0,,,,2.0,4.0,0.038461538461538464,0.09090909090909091,0.03225806451612903,,0.04,,0.2,0.11627906976744186,0.3333333333333333,0.3333333333333333,2.0,1.0,0.1,,,,1.0,9.0,3.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,
203482,1610612762,Kelly Olynyk,Kelly Olynyk,203482,UTA,3661.0,61,-27.0,126,126,10,18.0,8,252,6.0,2.0,4.0,13.0,2.0,4.0,29.0,169,6.0,4.0,2.0,1.0,10.0,2.0,12.0,1.0,1.0,7.0,26.0,1.0,9.0,6.0,16.0,2.0,18.0,2.0,2.0,4.0,1.0,9.0,10,1.0,0.5,0.5,0.6470588235294118,0.6904761904761905,0.23529411764705882,0.07692307692307693,0.16666666666666666,22.22222222222222,0.4444444444444444,0.21428571428571427,0.041666666666666664,0.36,0.2830188679245283,0.044444444444444446,0.05263157894736842,0.09090909090909091,0.4117647058823529,0.35294117647058826,0.23529411764705882,0.5,0.5,1.0,0.5882352941176471,0.5,0.47133235294117654,5.93076923076923,25.750000000000004,0.07936507936507936,5.0,6.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,8.0,7.0,1.0,1.0,,,2.0,,1.0,,,,10.0,6.0,2.0,,,,,5.0,3.0,2.0,6.0,9.0,9.0,1.0,5.0,,,0.625,0.7142857142857143,,,0.6153846153846154,1.0,,1.0,,1.0,,,,0.5,0.26666666666666666,0.35294117647058826,0.8333333333333334,0.8333333333333334,0.4,0.3333333333333333,0.4,1.0,0.058823529411764705,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,0.6047,0.3667,0.23809523809523808,0.29411764705882354,0.06896551724137931,,,,3.0,1.0,1.0,,,,2.0,1.0,2.0,,2.0,,,,,,,,,,,,,,1.0,0.047619047619047616,,0.05555555555555555,,0.25,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,True,,,,,,,,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,1795.0,30,-13.0,62,59,19,23.0,4,121,9.0,4.0,8.0,13.0,5.0,10.0,28.0,82,6.0,8.0,4.0,3.0,,2.0,2.0,,2.0,,6.0,,,,,,,,,1.0,1.0,4.0,19,0.4,0.5,0.5,0.5,0.56,0.43478260869565216,0.23076923076923078,0.2222222222222222,43.28358208955223,0.25,,,,,,,,,0.391304347826087,0.34782608695652173,0.5,0.5,0.25,0.5217391304347826,0.5,0.46470652173913046,7.56923076923077,25.169999999999998,0.3064516129032258,1.0,2.0,,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,,,1.0,1.0,3.0,1.0,2.0,2.0,5.0,8.0,2.0,6.0,,,,,1.0,3.0,,,2.0,5.0,7.0,2.0,2.0,1.0,8.0,0.25,0.25,1.0,0.4,0.3076923076923077,,0.5,1.5,0.5714285714285714,1.5,0.5,,,,,0.08695652173913043,0.5,1.0,1.0,0.2222222222222222,0.2857142857142857,,0.08695652173913043,0.5,0.5,,0.08695652173913043,0.5,0.5,1.0,,,1.0,1.0,1.0,,,0.42857142857142855,0.3333333333333333,,0.4806285714285714,0.125,0.15384615384615385,0.10714285714285714,0.2857142857142857,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,2.0,,0.2857142857142857,,9.0,,,,,1.0,1.0,0.5,0.09090909090909091,,,,,,,,True,,,,,,,,
201144,1610612762,Mike Conley,Mike Conley,201144,UTA,404.0,7,6.0,13,13,7,,1,26,1.0,1.0,2.0,1.0,1.0,2.0,5.0,18,3.0,1.0,1.0,,2.0,2.0,4.0,2.0,,2.0,10.0,,,,,,,,,,,,7,1.0,0.5,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,,,21.428571428571427,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,1.0,0.504425,4.6,36.5,0.5384615384615384,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,2.0,,2.0,,1.0,,,,,,,,1.0,,,,,2.0,,,,,1.0,,1.0,,0.5,,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,,0.4771,,,,0.4,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
