EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,Corner3Assists,AtRimAssists,Steals,LostBallSteals,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,PenaltyFG2A,BadPassSteals,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyPoints,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,PenaltyPointsPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,PenaltyAtRimFGA,FtPoints,SecondChanceFtPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffensiveGoaltends,Transition Take Fouls Drawn,3SecondViolations,Corner3PctBlocked
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,119.0,2,2,5,5,10,2,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,650.0,11,5,22,22,44,18,1.0,2.0,3.0,0.2,0.15384615384615385,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.625,0.75,20.833333333333336,0.125,0.14285714285714285,0.1,0.14285714285714285,0.14285714285714285,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5584,2.2,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,1952.0,33,6,65,65,130,57,2.0,5.0,5.0,0.125,0.14705882352941177,,24.0,5.0,,,2.0,8.0,1.0,1.0,2.0,9.0,8.0,2.0,6.0,8.0,2.0,2.0,2.0,4.0,,1.0,10.0,,3.0,,,,,,2.0,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.4,0.4,0.9,14.084507042253522,0.16666666666666666,,,,0.1875,,,,,0.8,0.25,0.25,1.0,0.9,0.25,0.513445,6.0,25.944444444444446,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,0.2,0.1,1.0,1.0,1.0,0.1,1.0,1.0,0.4761,0.51915,0.1076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201577,1610612739,Robin Lopez,Robin Lopez,201577,CLE,264.0,4,5,10,10,20,4,,,,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,,,,1.0,1.0,1.0,,3.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,20.0,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,0.4984,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201937,1610612739,Ricky Rubio,Ricky Rubio,201937,CLE,405.0,7,6,14,14,28,6,,1.0,1.0,,0.14285714285714285,,2.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,,2.0,,,4.0,,1.0,,,,,,,,,,,,,,,0.5,13.333333333333334,0.3333333333333333,,,,0.3333333333333333,,,,,0.5,,,,0.5,,0.4349,13.1,25.7,4.0,,1.0,,,1.0,,1.0,,2.0,1.0,,4.0,,,0.5,,,,,,0.5,,0.4349,0.2857142857142857,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629603,1610612739,Mamadi Diakite,Mamadi Diakite,1629603,CLE,1029.0,17,7,35,34,69,30,3.0,4.0,5.0,0.375,0.2222222222222222,1.0,14.0,3.0,2.0,2.0,,1.0,3.0,4.0,1.0,2.0,9.0,6.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.75,0.3333333333333333,17.94871794871795,0.1,0.125,0.06666666666666667,0.14285714285714285,,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,0.6666666666666666,,0.5510166666666666,5.699999999999999,25.0,7.0,1.0,2.0,1.0,,,,1.0,,,1.0,,7.0,,0.2857142857142857,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,,0.5724,0.2,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.5,0.5,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629685,1610612739,Dylan Windler,Dylan Windler,1629685,CLE,388.0,6,-4,12,13,25,11,,,,,,,11.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,,,,,1.0,,,1.0,1.0,,,,1.0,0.5,0.5,0.5,21.428571428571427,,,,,,0.5,1.0,1.0,1.0,0.5,,,,1.0,,0.55535,2.6,26.2,4.0,,,,1.0,,1.0,,,1.0,1.0,,4.0,,,,,,,,1.0,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630600,1610612739,Isaiah Mobley,Isaiah Mobley,1630600,CLE,1576.0,26,9,52,52,104,43,1.0,3.0,5.0,0.07692307692307693,0.11538461538461539,0.3333333333333333,23.0,5.0,3.0,5.0,1.0,3.0,4.0,8.0,1.0,3.0,13.0,6.0,3.0,3.0,1.0,,,,,,,,2.0,2.0,1.0,,1.0,,3.0,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5416666666666666,0.2727272727272727,22.413793103448278,0.15384615384615385,,0.09090909090909091,,0.18181818181818182,0.45454545454545453,0.6,0.75,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.7272727272727273,0.3333333333333333,0.5586227272727273,3.7499999999999996,25.599999999999998,7.0,1.0,3.0,,,,,,,,3.0,,7.0,2.0,,0.2727272727272727,0.3333333333333333,0.5,,,,,,0.6812,0.1346153846153846,,1.0,3.0,,,,,,2.0,,,,2.0,,2.0,,,,,,1.0,,,,,,,,0.15384615384615385,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,0.2,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.16666666666666666,1.0,1.0,0.08333333333333333,0.1111111111111111,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612739,Raul Neto,Raul Neto,203526,CLE,1357.0,23,-6,45,46,91,48,,1.0,1.0,,0.043478260869565216,,22.0,4.0,1.0,2.0,,2.0,2.0,3.0,,2.0,6.0,,,2.0,,2.0,3.0,5.0,3.0,,13.0,,1.0,,3.0,,6.0,1.0,3.0,,,,,,0.6666666666666666,0.4,0.5,0.4,24.0,0.07692307692307693,,,,,0.4,0.5,1.0,,0.4,,,,0.8,,0.5635600000000001,4.566666666666666,25.0,3.0,1.0,1.0,,,,,,,2.0,,,3.0,,,0.2,1.0,1.0,,,,,,0.5881,0.06666666666666667,1.0,1.0,,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,0.5,,,,,,,0.3333333333333333,3.0,3.0,0.5,1.0,2.0,,4.0,1.0,,,,2.0,2.0,1.0,,,0.3333333333333333,0.5,,,,,,1.0,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630205,1610612739,Lamar Stevens,Lamar Stevens,1630205,CLE,878.0,15,-2,27,26,53,30,,4.0,4.0,,0.2857142857142857,,5.0,1.0,,,,,3.0,5.0,1.0,1.0,9.0,2.0,3.0,,,1.0,,1.0,,,2.0,,4.0,,,,1.0,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6,0.75,0.75,0.16666666666666666,24.999999999999996,0.4,,,,0.4444444444444444,,,,,,,,,0.16666666666666666,,0.42029999999999995,9.98,23.7,3.0,3.0,5.0,1.0,,,1.0,,,1.0,,,3.0,,,0.8333333333333334,0.6,0.75,0.3333333333333333,0.16666666666666666,,,0.5634,,0.1111111111111111,,,,1.0,,,,,3.0,,,,1.0,1.0,1.0,,,,1.5,,1.5,,,1.0,1.0,1.0,,,0.3333333333333333,,1.0,1.0,1.0,,,,4.0,1.0,,,,,,,,,0.2,,0.2,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
