EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,FG2M,FtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3FGM,PenaltyArc3FGA,FTDefRebounds,BadPassTurnovers,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceTsPct,PenaltyArc3Accuracy,SecondChancePointsPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3Assists,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Blocked3s,BlockedArc3,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceArc3FGM,PtsUnassisted3s,Fg3aBlocked,Transition Take Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,HeaveAttempts,BlockedLongMidRange,BlockedCorner3,Clear Path Fouls,3SecondViolations,DefensiveGoaltends,HeaveMakes
1627853,1610612752,Ryan Arcidiacono,Ryan Arcidiacono,1627853,NYK,1576.0,26,4.0,59,55,33.0,18.0,4.0,114,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,48,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,33.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.3,0.6,9.523809523809524,1.0,0.2,0.0833333333333333,0.1481481481481481,0.25,0.1666666666666666,0.1,0.2,0.2,0.2,0.4,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.8,0.5,0.5353899999999999,0.5797666666666667,4.3,25.33333333333333,0.559322033898305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628392,1610612752,Isaiah Hartenstein,Isaiah Hartenstein,1628392,NYK,688.0,11,7.0,22,23,17.0,4.0,2.0,45,2.0,2.0,,1.0,,,,2.0,,1.0,5.0,18,2.0,,,,,2.0,,2.0,,2.0,4.0,,2.0,2.0,2.0,1.0,,1.0,,,,,,,1.0,17.0,,,,,0.3333333333333333,0.625,0.3333333333333333,16.666666666666668,,0.2222222222222222,,0.1538461538461538,0.1666666666666666,0.5,,0.6666666666666666,,0.3333333333333333,,,,,1.0,,1.0,,0.6415666666666667,0.6787,2.3,22.3,0.7727272727272727,1.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.5,0.5,0.5,0.8333333333333334,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629004,1610612752,Svi Mykhailiuk,Svi Mykhailiuk,1629004,NYK,1368.0,23,4.0,53,49,28.0,14.0,2.0,102,,,2.0,1.0,,2.0,4.0,2.0,3.0,5.0,12.0,41,,1.0,9.0,4.0,2.0,,1.0,1.0,1.0,,3.0,,4.0,5.0,5.0,1.0,,1.0,1.0,,1.0,,,,3.0,28.0,,1.0,0.6,0.6,0.6428571428571429,0.6666666666666666,0.7142857142857143,18.18181818181818,1.0,0.3076923076923077,,0.1818181818181818,,0.6666666666666666,,,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.5,0.5,1.0,,,0.7142857142857143,0.5,0.4839285714285714,0.52305,5.55,25.820000000000004,0.5283018867924528,,,,3.0,,1.0,1.0,,1.0,5.0,1.0,,,,,1.0,,,,,,0.25,0.5,,,,,,,0.3333333333333333,0.2,0.0833333333333333,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629656,1610612752,Quentin Grimes,Quentin Grimes,1629656,NYK,585.0,10,12.0,19,18,12.0,8.0,2.0,37,2.0,2.0,1.0,,,2.0,2.0,3.0,2.0,2.0,11.0,13,3.0,1.0,6.0,2.0,2.0,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,12.0,,1.0,1.0,1.0,1.0,0.9166666666666666,0.4,33.333333333333336,1.0,,,,,,,0.4,0.2,,0.4,1.0,1.0,1.0,0.5,,0.8,1.0,0.5511,0.560625,3.9333333333333336,26.6,0.631578947368421,2.0,2.0,2.0,1.0,2.0,1.0,8.0,2.0,,2.0,,,,,,8.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.875,0.8,,,,1.0,1.0,0.5,1.0,,,0.7272727272727273,,1.0,,,,,,,,,,0.25,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,1241.0,21,14.0,47,42,23.0,10.0,3.0,89,2.0,1.0,1.0,,,1.0,5.0,5.0,1.0,5.0,11.0,34,4.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,2.0,2.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,23.0,1.0,1.0,0.2,0.2,0.55,0.5,0.5,22.0,,0.0833333333333333,0.125,0.1,,,,0.2,0.1,,0.5,0.2,0.2,1.0,0.1428571428571428,,0.7,0.2,0.4721450000000001,0.4469642857142857,10.26,27.68,0.4893617021276595,2.0,1.0,4.0,,3.0,,9.0,4.0,,2.0,,,,,,9.0,0.5,0.5,0.8,0.75,0.6428571428571429,0.6428571428571429,,,,1.0,1.0,1.0,1.0,0.0909090909090909,,0.8181818181818182,,3.0,,,,1.0,,,,,,0.4285714285714285,0.1666666666666666,1.0,,,1.0,4.0,,,,0.3333333333333333,,0.3333333333333333,,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,557.0,9,-8.0,22,20,18.0,5.0,,42,,,,,,,3.0,1.0,,3.0,2.0,22,1.0,2.0,,3.0,,,2.0,2.0,2.0,,6.0,,,,,,,,,,,,,,1.0,18.0,,,,,,0.2,0.75,22.727272727272727,,,,,,,,,,,0.75,,,,,,0.75,,0.48365,0.4774666666666666,18.6,25.933333333333334,0.8181818181818182,,,,2.0,,2.0,2.0,,,2.0,,,,1.0,,2.0,,,,,,0.25,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,,,,,,1.0,,,,,,0.25,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630579,1610612752,Jericho Sims,Jericho Sims,1630579,NYK,1141.0,19,2.0,43,41,17.0,18.0,3.0,84,4.0,1.0,,,,,,4.0,,,8.0,32,1.0,,,,,,,,,,,2.0,,2.0,5.0,,,,,,1.0,,,,,17.0,,,,,1.0,1.0,,10.869565217391305,,,0.2,0.1052631578947368,,,0.125,1.0,,,,,,,1.0,,1.0,,0.582075,0.5696,2.0,,0.3953488372093023,4.0,1.0,4.0,,1.0,,2.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.5,1.0,,,0.25,,,,,,,,,,,,,,,,6.0,,4.0,,,,,1.0,,0.75,,,,,,0.5,,,,,,,,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.0714285714285714,0.1666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.59715,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630167,1610612752,Obi Toppin,Obi Toppin,1630167,NYK,297.0,5,,14,10,6.0,2.0,3.0,24,,,,,,,,,,,,13,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,2.0,,,,,6.0,,,,,,,,11.76470588235294,0.5,,0.25,0.1666666666666666,,,0.3333333333333333,,,,,,,,,,,,,,,,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203095,1610612752,Evan Fournier,Evan Fournier,203095,NYK,186.0,3,-3.0,5,6,3.0,5.0,1.0,11,,,,1.0,1.0,,1.0,,,2.0,,7,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,1.0,33.333333333333336,,,0.3333333333333333,0.25,,,0.3333333333333333,,,0.5,0.5,,,,,1.0,1.0,,0.5382,0.5928,,23.85,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612752,Derrick Rose,Derrick Rose,201565,NYK,149.0,2,-7.0,7,7,7.0,3.0,,14,,,,1.0,1.0,,1.0,,,2.0,,7,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,7.0,,,,,,,1.0,42.85714285714285,1.0,,,,,,,,,0.5,0.5,,,,,0.5,1.0,,0.55125,0.55125,,24.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
