EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,Fg2aBlocked,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChancePointsPct,Offensive Fouls Drawn,SecondChanceFG2M,Corner3Assists,Offensive Fouls,SecondChanceFg2Pct,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceFtPoints,Loose Ball Fouls Drawn,PenaltyArc3FGM,ShortMidRangePctBlocked,PenaltyArc3Accuracy,on,SecondChanceArc3FGM,SecondChanceArc3FGA,HeaveAttempts,Fg3aBlocked,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,BlockedCorner3,DefensiveGoaltends,FTOffRebounds,Travels,Transition Take Fouls,OffFTReboundPct,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,1226.0,20,-20,43,44,14.0,27,5,87,1.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,8.0,3.0,9.0,54,3.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,8.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,1.0,0.375,0.375,0.5,0.5,24.0,1.0,1.0,0.16666666666666666,0.26666666666666666,0.3333333333333333,0.2,0.15384615384615385,0.2857142857142857,0.25,0.25,0.4,0.5,0.4,0.5,0.25,0.25,1.0,0.25,0.5,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.473,0.525,0.4379,0.125,0.125,0.2222222222222222,7.4875,0.32558139534883723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612750,Monte Morris,Monte Morris,1628420,MIN,4004.0,67,2,137,137,50.0,61,16,274,3.0,4.0,,3.0,5.0,2.0,7.0,8.0,16.0,2.0,21.0,127,,7.0,2.0,8.0,10.0,7.0,9.0,3.0,20.0,1.0,2.0,3.0,,5.0,1.0,6.0,1.0,2.0,1.0,,,,,,,3.0,6.0,,3.0,2.0,,,1.0,8.0,50.0,1.0,1.0,0.625,0.625,0.5,0.31666666666666665,0.3387096774193548,0.3076923076923077,19.745222929936304,,,0.07692307692307693,0.030303030303030304,0.1,0.0847457627118644,0.014084507042253521,0.07142857142857142,,,0.11764705882352941,0.07142857142857142,0.05,0.13333333333333333,0.75,0.75,0.6666666666666666,0.16666666666666666,0.6,0.6,0.3333333333333333,0.23333333333333334,0.2857142857142857,0.2857142857142857,1.0,,0.6,0.51125,,0.5143875,,,0.38095238095238093,11.04375,0.36496350364963503,2.0,2.0,4.0,1.0,1.0,10.0,4.0,1.0,14.0,3.0,5.0,6.0,3.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.25,0.4666666666666667,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.3333333333333333,0.1,0.1,1.0,0.16666666666666666,1.0,0.08333333333333333,0.3333333333333333,0.1,24.77142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,2105.0,35,-3,74,74,20.0,36,8,148,1.0,4.0,,1.0,1.0,,,2.0,5.0,,19.0,66,,1.0,,3.0,2.0,,,,,,,5.0,,5.0,,5.0,,1.0,1.0,2.0,1.0,1.0,4.0,,1.0,3.0,5.0,1.0,,,,,,3.0,20.0,2.0,,0.5,0.5,0.4,0.6785714285714286,0.6785714285714286,0.75,20.930232558139537,0.5,,0.2,,,0.15151515151515152,,,,,0.16666666666666666,,,0.2857142857142857,0.25,0.3333333333333333,,0.07142857142857142,1.0,1.0,1.0,,,,,,0.9285714285714286,0.5876607142857144,0.59955,0.637475,,,0.15789473684210525,2.8,0.2702702702702703,,1.0,5.0,1.0,2.0,4.0,,5.0,9.0,,1.0,2.0,15.0,4.0,2.0,,,,,,3.0,1.0,3.0,1.0,0.5555555555555556,0.5555555555555556,,0.75,0.6428571428571429,0.3333333333333333,,0.35714285714285715,0.2857142857142857,0.5,0.5,1.0,0.5,,0.5,,0.5,23.977777777777778,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.5,1.5,0.2,0.25,0.2,1.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0.15789473684210525,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,1344.0,22,1,49,50,16.0,31,3,99,1.0,3.0,,2.0,3.0,,,3.0,6.0,3.0,12.0,35,,1.0,,,2.0,,,,,1.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,4.0,4.0,,2.0,,,16.0,,,0.3333333333333333,0.3333333333333333,0.5,0.375,0.42857142857142855,,30.188679245283016,1.0,0.2,0.11764705882352941,0.09090909090909091,0.3333333333333333,0.17391304347826086,0.03571428571428571,0.2,,,0.14285714285714285,,0.14285714285714285,0.25,0.3333333333333333,0.5,,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.75,0.5455208333333333,,0.566725,0.14285714285714285,0.25,,5.45,0.32653061224489793,,1.0,2.0,,,4.0,1.0,1.0,6.0,,1.0,4.0,3.0,4.0,,,,,,2.0,,,,1.0,0.16666666666666666,0.16666666666666666,,,0.5,,1.0,0.16666666666666666,0.3333333333333333,,,,0.5,,,0.5,,24.650000000000002,1.0,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,0.3333333333333333,0.14285714285714285,,0.5,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,2110.0,35,-5,74,75,21.0,43,7,149,2.0,4.0,,1.0,2.0,3.0,6.0,6.0,12.0,1.0,13.0,76,1.0,5.0,,4.0,6.0,3.0,7.0,2.0,18.0,,1.0,3.0,,4.0,,4.0,,2.0,1.0,1.0,1.0,,5.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,,4.0,21.0,,,0.5,0.5,0.5,0.3333333333333333,0.3611111111111111,0.25,28.39506172839506,0.2,,0.17647058823529413,,0.125,0.16,,,,,0.16666666666666666,0.25,,0.2222222222222222,0.5,0.5,0.5,0.1111111111111111,0.5,0.5,,0.3333333333333333,0.5,0.5,0.6666666666666666,,0.5555555555555556,0.5240194444444445,0.4374,0.5121687500000001,0.05555555555555555,0.08333333333333333,0.3076923076923077,9.675,0.28378378378378377,1.0,2.0,1.0,1.0,,5.0,2.0,,6.0,2.0,3.0,6.0,,5.0,,4.0,,1.0,,1.0,,,,,,,0.4,0.25,0.3333333333333333,0.4,,0.05555555555555555,0.2777777777777778,,,,0.25,0.5,0.125,0.25,,25.5,,,,,,,2.0,,,1.0,4.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,0.15384615384615385,,1.0,4.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,1859.0,31,-8,61,63,14.0,22,8,124,3.0,4.0,2.0,,,,,3.0,4.0,4.0,10.0,70,2.0,2.0,,4.0,2.0,1.0,1.0,,2.0,2.0,3.0,6.0,3.0,12.0,4.0,16.0,,3.0,2.0,1.0,1.0,,2.0,2.0,,3.0,3.0,,4.0,4.0,,2.0,,4.0,14.0,,,0.3333333333333333,0.5,0.75,0.75,0.8333333333333334,1.0,10.95890410958904,0.5,0.6,0.42857142857142855,0.14285714285714285,0.375,0.4090909090909091,0.13793103448275862,,0.6666666666666666,,0.5,0.4,,1.0,0.75,0.75,0.3333333333333333,,,,,,,,,1.0,1.0,0.658875,0.5219,0.7977000000000001,0.3333333333333333,0.3333333333333333,0.4,2.05,0.22950819672131148,2.0,2.0,,,,,,,,2.0,,4.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,0.6666666666666666,0.3333333333333333,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,0.5,0.5,,,0.2,,,,,,,,,0.2,,1.0,,,0.5,1.0,2.0,2.0,0.13333333333333333,0.15384615384615385,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630183,1610612750,Jaden McDaniels,Jaden McDaniels,1630183,MIN,937.0,16,-10,28,31,2.0,10,4,59,,,,1.0,2.0,,,1.0,2.0,,5.0,41,1.0,,,,2.0,2.0,3.0,,7.0,,1.0,1.0,,2.0,,2.0,,,,,,,1.0,,,1.0,3.0,1.0,2.0,,,,,,2.0,1.0,,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,,12.5,,,0.2,,0.3333333333333333,0.25,,,,,,0.5,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,0.3333333333333333,0.49313333333333337,0.445,,,,,8.5,0.07142857142857142,,,1.0,,,,,1.0,1.0,,,,3.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,23.4,1.0,,,,,,2.0,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,0.4,,1.0,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,889.0,15,-8,28,28,,7,5,56,,,,1.0,1.0,1.0,1.0,2.0,2.0,,10.0,35,1.0,,,,2.0,2.0,3.0,,7.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,,20.588235294117645,1.0,,,,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,0.6666666666666666,0.5023749999999999,0.4061,,,,,10.25,,,,1.0,,1.0,3.0,,2.0,4.0,,,2.0,6.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,0.5,0.5,,,0.6666666666666666,,,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,25.15,1.0,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,0.2,,1.0,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,1203.0,20,15,40,41,13.0,21,4,81,1.0,1.0,1.0,,,,2.0,1.0,3.0,,2.0,35,1.0,,,,,2.0,5.0,1.0,13.0,,,3.0,,3.0,1.0,4.0,,1.0,1.0,,,,,,,2.0,3.0,,,,,,,,13.0,1.0,,,,0.3333333333333333,0.25,0.25,,9.090909090909092,,,0.25,,,0.1875,0.058823529411764705,,,,0.25,,,0.25,1.0,1.0,,,,,,0.5,,,,1.0,0.5,0.550125,,,,,,9.766666666666667,0.325,,,1.0,,,,,,1.0,,,2.0,,,,3.0,1.0,,1.0,,2.0,2.0,2.0,,,,,,0.25,,,0.25,,,,,,,,,,23.5,,,,,,,2.0,,,,,,,2.0,,,1.0,1.0,,,0.6666666666666666,1.0,,,,,,,,1.0,,1.0,2.0,,1.0,1.0,2.0,1.0,0.125,0.2,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,1142.0,19,16,40,37,25.0,12,5,77,1.0,1.0,,,,1.0,1.0,2.0,2.0,,4.0,24,,,,,4.0,,1.0,,3.0,,1.0,3.0,,4.0,,4.0,,,,2.0,,2.0,2.0,1.0,1.0,,,,2.0,2.0,,1.0,,,25.0,,,1.0,1.0,1.0,0.5,0.4,,15.217391304347826,1.0,,0.23076923076923078,,0.1111111111111111,0.18181818181818182,,,,,0.16666666666666666,0.14285714285714285,,0.25,1.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,0.75,0.547975,,0.5633999999999999,0.2,0.3333333333333333,,8.55,0.625,,,1.0,1.0,,1.0,1.0,,2.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,0.5,0.3333333333333333,,0.25,0.25,,,,,,0.5,0.5,,23.85,,,1.0,,,1.0,,,,,,,,,,,,,,,0.25,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
