EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyArc3FGM,PenaltyFG2M,PtsUnassisted3s,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedShortMidRange,OffCorner3ReboundPct,DefensiveGoaltends,LongMidRangeAssists,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,3pt And 1 Free Throw Trips,Charge Fouls Drawn,BlockedCorner3
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,258.0,4,-8,9,9,9,8,1,18,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,1.0,9,10.0,1.0,0.3333333333333333,1.0,1.0,0.4567,0.4567,14.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,6492.0,108,15,214,217,69,69,28,431,2.0,15.0,220,4.0,10.0,21.0,28.0,3.0,12.0,69,13.306451612903226,0.2222222222222222,0.17142857142857143,0.21052631578947367,0.07142857142857142,0.5679910714285714,0.52281,4.98,0.32242990654205606,6.0,10.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,4.0,7.0,4.0,13.0,3.0,29.0,2.0,3.0,1.0,2.0,2.0,9.0,1.0,6.0,1.0,4.0,8.0,6.0,12.0,4.0,8.0,3.0,3.0,3.0,4.0,7.0,3.0,1.0,1.0,2.0,18.0,3.0,3.0,1.0,8.0,3.0,7.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,0.5714285714285714,0.8,1.0,0.3076923076923077,0.5,0.16666666666666666,0.3076923076923077,0.4666666666666667,0.6666666666666666,0.4642857142857143,0.7,0.15,0.48333333333333334,0.75,0.18181818181818182,0.4642857142857143,0.2,0.3,0.6,0.25,0.13333333333333333,0.05357142857142857,0.05454545454545454,0.05405405405405406,0.06896551724137931,0.058823529411764705,0.06976744186046512,0.21739130434782608,0.1,0.058823529411764705,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.35714285714285715,0.6,0.8571428571428571,0.6666666666666666,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.17857142857142858,0.2,0.2,1.0,0.2857142857142857,0.375,0.375,1.0,0.6,0.6666666666666666,0.2,0.2,1.0,1.0,0.2,0.2,0.5,0.4,0.8214285714285714,0.375,0.5107833333333334,0.1,0.17647058823529413,0.3103448275862069,0.13793103448275862,24.95384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,9483.0,158,4,315,316,98,97,41,631,18.0,65.0,321,18.0,5.0,25.0,35.0,5.0,9.0,98,33.149171270718234,0.07352941176470588,0.16666666666666666,0.09259259259259259,0.2,0.5422122222222223,0.555108,8.469230769230771,0.3111111111111111,12.0,27.0,2.0,5.0,9.0,7.0,20.0,1.0,2.0,,,,8.0,23.0,2.0,9.0,7.0,31.0,9.0,25.0,16.0,105.0,2.0,6.0,2.0,9.0,,10.0,1.0,7.0,5.0,22.0,20.0,42.0,21.0,4.0,23.0,8.0,6.0,5.0,12.0,17.0,9.0,3.0,5.0,,46.0,4.0,6.0,,20.0,,10.0,6.0,4.0,2.0,2.0,5.0,20.0,7.0,,2.0,1.0,17.0,,23.0,3.0,12.0,2.0,2.0,2.0,1.0,22.0,,0.3225806451612903,0.3448275862068966,0.7777777777777778,0.36,0.2222222222222222,0.14285714285714285,0.36,0.47692307692307695,0.3333333333333333,0.49444444444444446,0.3333333333333333,0.34,0.525,0.3333333333333333,0.39285714285714285,0.2777777777777778,0.09230769230769231,0.14814814814814814,,,0.24390243902439024,0.07142857142857142,0.04819277108433735,0.059880239520958084,0.12195121951219512,,0.06557377049180328,0.23529411764705882,0.21428571428571427,0.3,,0.13636363636363635,0.5,0.3,0.4444444444444444,0.5217391304347826,0.5833333333333334,0.2222222222222222,0.35,0.3888888888888889,0.022222222222222223,0.5,0.5,1.0,0.25555555555555554,0.34782608695652173,0.34782608695652173,0.75,0.3333333333333333,0.4,,0.6,0.2222222222222222,0.5,0.36,,,0.28,0.5777777777777777,0.34782608695652173,0.55364,0.12121212121212122,0.16216216216216217,0.09523809523809523,0.20952380952380953,26.616,4.0,12.0,1.0,7.0,6.0,2.0,15.0,5.0,1.0,10.0,1.0,4.0,1.0,1.0,0.3888888888888889,0.1,0.75,0.07692307692307693,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.14285714285714285,,,,,,,,,,,,,True,,,
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,9532.0,159,2,316,318,98,99,41,634,2.0,6.0,323,,3.0,7.0,12.0,5.0,18.0,98,8.539944903581267,0.04411764705882353,0.04,0.05555555555555555,0.07142857142857142,0.5545071428571429,0.53983125,8.299999999999999,0.310126582278481,1.0,4.0,,1.0,,,,2.0,8.0,1.0,1.0,1.0,5.0,14.0,2.0,3.0,7.0,1.0,7.0,22.0,2.0,25.0,,1.0,2.0,4.0,,6.0,4.0,8.0,2.0,14.0,2.0,,21.0,,14.0,5.0,2.0,3.0,1.0,4.0,,1.0,3.0,,9.0,2.0,3.0,,3.0,1.0,5.0,2.0,7.0,4.0,,1.0,2.0,,,1.0,1.0,2.0,,2.0,,,2.0,1.0,3.0,2.0,14.0,3.0,1.0,1.0,1.0,0.3181818181818182,0.5,0.5,0.3181818181818182,0.16666666666666666,,0.4107142857142857,0.6,0.75,0.43103448275862066,0.6,0.7777777777777778,0.7857142857142857,0.3333333333333333,0.5,0.16666666666666666,,0.036585365853658534,0.03529411764705882,0.024096385542168676,0.02976190476190476,0.023809523809523808,0.03333333333333333,,0.058823529411764705,0.03571428571428571,,,0.1111111111111111,0.6666666666666666,0.14285714285714285,0.25,0.5,1.0,,,,0.2857142857142857,0.25,0.25,1.0,0.5,0.35714285714285715,0.35714285714285715,1.0,0.2,,0.2,0.6,0.6666666666666666,1.0,,0.125,1.0,0.875,0.9285714285714286,0.35714285714285715,0.53948,,,0.24,0.56,25.29090909090909,,,3.0,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,,,0.5,0.07692307692307693,,,,,,0.42857142857142855,1.0,1.0,1.0,1.0,0.09090909090909091,,,,,,,,True,,,
204060,1610612753,Joe Ingles,Joe Ingles,204060,ORL,407.0,7,-5,14,13,14,8,1,27,,1.0,17,1.0,2.0,2.0,2.0,,,14,13.333333333333334,0.6666666666666666,0.3333333333333333,0.5,,0.65665,0.65665,0.9,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,1.0,,,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,3111.0,52,-24,104,104,41,46,12,208,,4.0,116,2.0,5.0,7.0,10.0,,2.0,41,11.965811965811966,0.2777777777777778,0.14634146341463414,0.2,,0.6311038461538462,0.59465,3.9749999999999996,0.3942307692307692,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0,,,,,2.0,,,,2.0,3.0,9.0,2.0,15.0,1.0,2.0,,,,2.0,,,,4.0,2.0,2.0,9.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,2.0,,1.0,1.0,3.0,,3.0,2.0,,,,,,1.0,,2.0,1.0,2.0,,1.0,4.0,4.0,4.0,3.0,4.0,1.0,0.5,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5357142857142857,0.5,1.0,0.6923076923076923,0.25,0.3333333333333333,1.0,,0.043478260869565216,0.06896551724137931,0.03571428571428571,0.05263157894736842,0.125,,0.05263157894736842,,0.1111111111111111,,0.6666666666666666,,0.75,0.23076923076923078,0.3333333333333333,0.5,,0.07692307692307693,1.0,1.0,0.5384615384615384,0.42857142857142855,0.42857142857142855,1.0,0.15384615384615385,,,,1.0,0.5,,,,,0.5,,,,0.9230769230769231,,0.7728,0.07142857142857142,0.2,0.13333333333333333,0.26666666666666666,23.933333333333334,1.0,,,2.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,True,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,8676.0,145,12,287,290,69,76,38,577,5.0,39.0,288,7.0,10.0,28.0,33.0,7.0,13.0,69,21.45015105740181,0.15384615384615385,0.19285714285714287,0.15384615384615385,0.08928571428571429,0.5351008928571428,0.544328125,6.038461538461538,0.24041811846689895,10.0,20.0,2.0,2.0,4.0,4.0,14.0,1.0,2.0,,,1.0,5.0,15.0,,,8.0,17.0,6.0,17.0,21.0,73.0,3.0,3.0,,,4.0,10.0,3.0,9.0,4.0,17.0,8.0,26.0,15.0,,15.0,5.0,5.0,12.0,7.0,19.0,6.0,1.0,9.0,,45.0,3.0,2.0,,17.0,1.0,5.0,2.0,2.0,1.0,,2.0,5.0,2.0,,,1.0,19.0,1.0,24.0,2.0,11.0,3.0,3.0,3.0,3.0,17.0,,0.23529411764705882,0.23529411764705882,0.8333333333333334,0.35294117647058826,,0.3333333333333333,0.35294117647058826,0.4358974358974359,1.0,0.4642857142857143,1.0,0.40625,0.5373134328358209,1.25,0.4722222222222222,0.30357142857142855,0.1282051282051282,0.1,0.2,,0.22666666666666666,0.02531645569620253,0.04054054054054054,0.032679738562091505,0.05263157894736842,,0.038461538461538464,0.09375,0.2916666666666667,0.3684210526315789,0.15384615384615385,0.07142857142857142,1.0,0.35714285714285715,0.5,0.5555555555555556,0.4,0.25,0.2857142857142857,0.36363636363636365,0.03571428571428571,0.5,0.5,1.0,0.26785714285714285,0.3333333333333333,0.3333333333333333,0.8,0.6666666666666666,1.0,,,,,0.25,0.0625,,0.5,0.6607142857142857,0.3333333333333333,0.5654,0.16923076923076924,0.22916666666666666,0.136986301369863,0.2328767123287671,26.88823529411765,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,,2.0,,1.0,2.0,1.0,0.2857142857142857,0.21428571428571427,0.6,,,0.6,0.6,,0.5,0.375,,,,,0.045454545454545456,,3.0,1.0,1.0,0.5,,,True,,,
1630591,1610612753,Jalen Suggs,Jalen Suggs,1630591,ORL,8611.0,144,7,286,289,74,82,40,575,2.0,27.0,287,9.0,10.0,13.0,19.0,4.0,10.0,74,23.49397590361446,0.17543859649122806,0.09701492537313433,0.19148936170212766,0.03508771929824561,0.5738517543859649,0.5569294117647059,4.785185185185185,0.25874125874125875,12.0,19.0,1.0,2.0,6.0,2.0,6.0,,5.0,1.0,,,7.0,25.0,1.0,2.0,8.0,16.0,7.0,30.0,15.0,68.0,1.0,2.0,1.0,3.0,4.0,9.0,2.0,8.0,7.0,21.0,20.0,12.0,21.0,2.0,25.0,7.0,3.0,6.0,8.0,14.0,6.0,2.0,4.0,1.0,36.0,2.0,4.0,,3.0,,6.0,1.0,8.0,5.0,3.0,4.0,13.0,5.0,,2.0,,17.0,1.0,20.0,3.0,7.0,2.0,,2.0,1.0,21.0,3.0,0.625,0.6666666666666666,1.0,0.23333333333333334,0.3333333333333333,0.25,0.23333333333333334,0.5925925925925926,0.5,0.4649122807017544,0.5,0.4117647058823529,0.5230769230769231,0.5625,0.5,0.5263157894736842,0.1111111111111111,0.15789473684210525,,,0.03896103896103896,0.05128205128205128,0.025974025974025976,0.03870967741935484,0.05,0.037037037037037035,0.03636363636363636,0.06451612903225806,,0.05,0.1,0.03225806451612903,0.5,0.3333333333333333,0.631578947368421,0.75,0.5833333333333334,0.10526315789473684,0.3333333333333333,0.3333333333333333,0.08771929824561403,,,,0.43859649122807015,0.28,0.28,1.0,0.4,0.5,0.2,0.4,0.5,1.0,0.35294117647058826,,,0.47058823529411764,0.8596491228070176,0.28,0.45236666666666664,0.12903225806451613,0.22580645161290322,0.1323529411764706,0.3088235294117647,26.936666666666667,3.0,2.0,2.0,4.0,,3.0,9.0,6.0,,3.0,,,3.0,3.0,0.4444444444444444,,0.6923076923076923,0.09090909090909091,0.5,1.0,1.0,1.0,0.5,0.25,2.0,,,2.0,,,1.0,,,,1.0,0.03225806451612903,True,,,
1629021,1610612753,Moritz Wagner,Moritz Wagner,1629021,ORL,538.0,9,6,18,17,7,2,2,35,,2.0,10,,2.0,3.0,3.0,,4.0,7,15.789473684210526,0.2222222222222222,0.2727272727272727,0.25,,0.7350666666666666,,1.3,0.3888888888888889,2.0,2.0,,,,,,,1.0,,,,,,,,,2.0,,1.0,,4.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,0.5,0.5,,,,,,1.0,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,,0.5,,,,,,,1.0,,,0.2,,,0.6666666666666666,1.0,1.0,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,552.0,9,1,17,17,11,8,1,34,,2.0,18,,,,1.0,1.0,3.0,11,33.333333333333336,,,,,0.46490000000000004,0.5232,8.5,0.6470588235294118,,,,,,1.0,2.0,,,,,,,1.0,,,1.0,1.0,,1.0,4.0,6.0,,,,,2.0,2.0,,1.0,4.0,4.0,,2.0,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,2.0,,4.0,,2.0,,,,,4.0,1.0,,,,,,,,0.5,,0.3333333333333333,,,0.6,1.0,0.6666666666666666,0.3333333333333333,,,,,,0.25,,0.16666666666666666,,0.5,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,0.3333333333333333,,,0.4,0.5,0.3333333333333333,0.6666666666666666,27.5,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,
