EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyFtPoints,HeaveAttempts,Fg2aBlocked,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceCorner3Accuracy,OffThreePtRebounds,FTOffRebounds,Charge Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,SecondChanceTurnovers,Travels,SecondChanceAtRimPctAssisted,on
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,9649.0,161,21.0,318,312,67.0,67,22,630,9.0,11.0,3.0,4.0,1.0,8.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,11.0,37.0,1.0,3.0,1.0,6.0,12.0,24.0,12.0,40.0,1.0,61.0,345,1.0,4.0,3.0,3.0,4.0,2.0,7.0,12.0,12.0,12.0,24.0,12.0,37.0,11.0,7.0,8.0,15.0,5.0,3.0,5.0,2.0,38.0,1.0,6.0,4.0,10,1.0,11,1.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,65.0,0.5,0.5,0.6666666666666666,0.3,0.25,0.2857142857142857,0.3,0.5,0.75,0.46875,0.375,0.5454545454545454,0.46923076923076923,0.375,0.5454545454545454,0.625,20.699708454810494,0.6666666666666666,0.0449438202247191,0.015151515151515152,0.07894736842105263,0.06060606060606061,0.007352941176470588,0.125,0.07407407407407407,0.09523809523809523,0.10909090909090909,0.025,0.171875,0.8181818181818182,0.8181818181818182,0.5555555555555556,0.125,0.125,0.125,1.0,0.078125,0.4,0.4,0.046875,0.3333333333333333,0.3333333333333333,1.0,0.578125,0.2972972972972973,0.2972972972972973,0.6363636363636364,0.25,0.75,0.3333333333333333,1.0,0.36363636363636365,0.75,0.09090909090909091,1.0,0.5454545454545454,0.16666666666666666,0.796875,0.2972972972972973,0.54205546875,0.6318,0.5710272727272727,0.015384615384615385,0.04,0.04918032786885246,0.19672131147540983,7.029166666666668,25.8875,0.21069182389937108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627752,1610612747,Taurean Prince,Taurean Prince,1627752,LAL,4485.0,75,-3.0,148,152,50.0,33,12,300,3.0,5.0,1.0,1.0,,2.0,,,2.0,6.0,1.0,,1.0,1.0,6.0,1.0,2.0,,2.0,3.0,7.0,3.0,12.0,4.0,19.0,167,2.0,3.0,6.0,1.0,2.0,,3.0,4.0,6.0,,6.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,3.0,3.0,6,1.0,7,,1.0,,1.0,1.0,,1.0,,,,1.0,,3.0,5.0,2.0,,4.0,1.0,2.0,2.0,2.0,4.0,48.0,1.0,1.0,0.6666666666666666,0.25,0.6666666666666666,,0.2727272727272727,0.42857142857142855,0.5,0.39473684210526316,1.0,0.2,0.4523809523809524,1.0,0.3333333333333333,0.631578947368421,13.664596273291925,1.0,0.08108108108108109,0.030303030303030304,0.08333333333333333,0.0821917808219178,0.015151515151515152,,0.0625,0.16666666666666666,0.12,,0.2631578947368421,0.6,0.6,1.0,0.10526315789473684,,,,,,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.2,1.0,0.2,,0.4,,0.8947368421052632,0.2,0.5600333333333334,0.5468999999999999,0.5348125,0.05,0.125,0.3157894736842105,0.21052631578947367,3.914285714285714,26.075,0.33783783783783783,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.0625,0.06666666666666667,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,8060.0,134,-22.0,259,263,37.0,67,19,522,7.0,12.0,,,1.0,4.0,1.0,3.0,3.0,10.0,1.0,,,2.0,4.0,1.0,1.0,,1.0,9.0,19.0,5.0,14.0,4.0,37.0,310,1.0,2.0,3.0,,1.0,,1.0,,16.0,2.0,15.0,,4.0,2.0,3.0,1.0,4.0,1.0,,3.0,,9.0,,3.0,7.0,10,3.0,13,1.0,,,,1.0,,,1.0,,1.0,2.0,,2.0,7.0,5.0,1.0,8.0,4.0,,,,,37.0,0.8888888888888888,0.8888888888888888,1.0,0.35714285714285715,0.5,,0.35714285714285715,0.47368421052631576,,0.5,0.75,,0.5,0.75,,0.42424242424242425,13.928571428571429,0.5,0.09210526315789473,,0.05084745762711865,0.07407407407407407,0.01694915254237288,,0.10344827586206896,0.058823529411764705,0.046511627906976744,0.05263157894736842,0.36363636363636365,0.5833333333333334,0.5833333333333334,1.0,0.12121212121212122,0.25,0.25,,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.30303030303030304,0.3,0.3,1.0,0.12121212121212122,0.5,0.5,1.0,0.5,0.5,1.0,1.0,,,,,0.5,,0.7878787878787878,0.5,0.5896121212121214,0.62655,0.44945,0.10810810810810811,0.17391304347826086,0.08108108108108109,,5.8,23.985714285714284,0.14285714285714285,,,,,,,,,,,0.1,,,2.0,1.0,1.0,1.0,0.1,0.03636363636363636,0.023809523809523808,0.07692307692307693,0.0625,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1629216,1610612747,Gabe Vincent,Gabe Vincent,1629216,LAL,2675.0,45,-11.0,90,88,8.0,11,5,178,1.0,1.0,,,,2.0,1.0,1.0,,3.0,,,,,1.0,,,,1.0,2.0,4.0,,4.0,,4.0,101,,,,,,,1.0,,4.0,,,,,,,1.0,1.0,1.0,,,,3.0,,1.0,2.0,3,,3,,1.0,1.0,,1.0,,1.0,,,,1.0,,3.0,6.0,,,,,,,,,8.0,1.0,1.0,,,,,,0.5,,0.25,,,0.25,,,0.5,9.473684210526317,1.0,0.13333333333333333,,0.043478260869565216,0.07894736842105263,,,,0.5,0.058823529411764705,,0.125,1.0,1.0,1.0,0.25,,,,0.125,1.0,1.0,0.375,,,,0.125,,,,,,,,,,,,1.0,,0.625,,0.5163357142857142,,,,,,,9.174999999999999,29.175,0.08888888888888889,,,1.0,,,,,,,,0.25,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2544,1610612747,LeBron James,LeBron James,2544,LAL,12232.0,204,-11.0,402,403,80.0,91,31,805,35.0,53.0,10.0,12.0,8.0,14.0,3.0,6.0,,1.0,,,1.0,10.0,25.0,1.0,1.0,1.0,5.0,46.0,73.0,10.0,26.0,17.0,139.0,463,1.0,1.0,8.0,12.0,15.0,1.0,6.0,33.0,32.0,60.0,24.0,6.0,25.0,10.0,34.0,10.0,44.0,7.0,3.0,25.0,8.0,98.0,3.0,16.0,13.0,30,4.0,34,1.0,12.0,10.0,2.0,10.0,3.0,7.0,9.0,4.0,3.0,19.0,6.0,3.0,11.0,23.0,1.0,23.0,15.0,5.0,2.0,5.0,33.0,78.0,0.34782608695652173,0.35555555555555557,0.8,0.38461538461538464,1.0,0.16666666666666666,0.38461538461538464,0.6301369863013698,0.8,0.6161616161616161,0.625,0.6428571428571429,0.6495327102803738,0.8,0.6875,0.26262626262626265,28.899082568807337,0.5263157894736842,0.12149532710280374,0.03225806451612903,0.1702127659574468,0.14427860696517414,0.0223463687150838,,0.07317073170731707,0.17391304347826086,0.17647058823529413,0.027777777777777776,0.5353535353535354,0.660377358490566,0.7446808510638298,0.37142857142857144,0.1414141414141414,0.5714285714285714,0.6153846153846154,0.375,0.06060606060606061,0.5,0.5,0.010101010101010102,,,,0.25252525252525254,0.4,0.4,0.8,,0.25,1.0,1.0,0.5714285714285714,0.8333333333333334,0.047619047619047616,,0.23809523809523808,0.2,0.797979797979798,0.4,0.5798035353535353,0.566425,0.6109357142857144,0.14018691588785046,0.18518518518518517,0.05755395683453238,0.23741007194244604,4.743835616438356,26.53846153846154,0.19900497512437812,,6.0,,7.0,,2.0,,0.0958904109589041,0.07142857142857142,0.044444444444444446,0.13953488372093023,0.4,,1.0,,1.0,1.0,,0.011627906976744186,0.015625,,0.15384615384615385,,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,1.0,0.3333333333333333,0.11320754716981132,0.25,0.02631578947368421,0.5,0.5,,,,,,,,,,True
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,9306.0,155,-7.0,306,307,62.0,74,24,613,7.0,12.0,3.0,3.0,11.0,18.0,2.0,3.0,,3.0,,,2.0,6.0,20.0,,1.0,4.0,7.0,20.0,33.0,6.0,23.0,11.0,69.0,363,,1.0,2.0,8.0,10.0,4.0,9.0,33.0,12.0,28.0,15.0,3.0,19.0,6.0,12.0,3.0,15.0,2.0,1.0,8.0,2.0,33.0,4.0,6.0,5.0,11,5.0,16,1.0,7.0,5.0,2.0,2.0,,2.0,,,,2.0,,2.0,8.0,9.0,,13.0,3.0,3.0,2.0,3.0,29.0,60.0,0.3,0.3157894736842105,0.8333333333333334,0.2608695652173913,,0.4444444444444444,0.2727272727272727,0.6060606060606061,0.8,0.5178571428571429,0.5,0.7368421052631579,0.5573770491803278,0.5,0.7857142857142857,0.4107142857142857,18.97590361445783,1.0,0.05813953488372093,0.056338028169014086,0.08695652173913043,0.07096774193548387,0.03676470588235294,0.125,0.03225806451612903,0.09090909090909091,0.10204081632653061,0.041666666666666664,0.21428571428571427,0.5833333333333334,0.7,0.5714285714285714,0.32142857142857145,0.6111111111111112,0.6111111111111112,0.18181818181818182,0.05357142857142857,0.6666666666666666,0.6666666666666666,0.05357142857142857,,,,0.35714285714285715,0.3,0.3,0.8333333333333334,,0.5,,,0.15789473684210525,1.0,0.10526315789473684,,0.3684210526315789,0.5714285714285714,0.625,0.3157894736842105,0.49966203703703704,0.5538,0.4888527777777778,0.06779661016949153,0.08571428571428572,0.028985507246376812,0.4782608695652174,7.506060606060607,28.6,0.20261437908496732,,5.0,1.0,2.0,2.0,3.0,,0.06060606060606061,,0.027777777777777776,0.06060606060606061,1.0,,1.0,,,1.0,,0.015384615384615385,0.020833333333333332,,0.05,,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,,1.0,,1.0,,1.0,0.16666666666666666,,0.07407407407407407,0.5,1.0,2.0,1.0,1.0,0.041666666666666664,,,,,,True
203915,1610612747,Spencer Dinwiddie,Spencer Dinwiddie,203915,LAL,3278.0,55,-18.0,108,112,23.0,30,12,220,2.0,2.0,,,1.0,2.0,,,2.0,3.0,,1.0,1.0,,4.0,,1.0,,2.0,3.0,4.0,2.0,7.0,2.0,14.0,128,,1.0,,,,1.0,3.0,3.0,4.0,2.0,6.0,,4.0,,5.0,1.0,6.0,1.0,,5.0,,13.0,,3.0,1.0,5,1.0,6,,,,,,,,,,,,,1.0,6.0,1.0,,2.0,1.0,,,1.0,3.0,23.0,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.75,,0.5454545454545454,,0.5,0.5833333333333334,,0.5,0.6363636363636364,9.917355371900827,,0.03571428571428571,,0.125,0.07692307692307693,0.018867924528301886,,0.0625,,0.05555555555555555,,0.18181818181818182,1.0,1.0,0.5,0.18181818181818182,0.5,0.5,1.0,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,,,,,1.0,,,,,0.3333333333333333,1.0,0.6666666666666666,,0.8181818181818182,,0.5542318181818182,0.5727,0.5409499999999999,0.08333333333333333,0.2,,0.21428571428571427,3.3,24.957142857142856,0.21296296296296297,,,,,,,,,,,,,,1.0,,,1.0,,0.038461538461538464,,0.16666666666666666,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,,,,True
1629637,1610612747,Jaxson Hayes,Jaxson Hayes,1629637,LAL,1146.0,19,7.0,36,34,,2,5,70,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,34,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,1.0,2.0,4.0,6,3.0,9,,,,,1.0,,,1.0,,1.0,2.0,,3.0,5.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,11.904761904761905,0.5,0.4444444444444444,0.1,0.16666666666666666,0.2857142857142857,0.15789473684210525,,0.5,,0.18181818181818182,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40705,,,0.3333333333333333,0.3333333333333333,,,6.6,,,,,,,,,,,,,0.4,,,2.0,,,,,0.2222222222222222,0.16666666666666666,0.3333333333333333,,,,,,1.0,,,,,,1.0,,,,,,,,,0.14285714285714285,,,,,,,,,1.0,,,True
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,10329.0,172,-11.0,343,344,73.0,80,25,687,33.0,39.0,2.0,2.0,10.0,25.0,3.0,4.0,,1.0,,,,,3.0,,,,1.0,46.0,68.0,,4.0,16.0,108.0,404,,,21.0,4.0,6.0,,1.0,11.0,66.0,26.0,,,3.0,,13.0,5.0,18.0,5.0,,11.0,1.0,41.0,10.0,23.0,27.0,51,13.0,64,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,7.0,1.0,11.0,15.0,20.0,1.0,20.0,10.0,7.0,4.0,7.0,11.0,71.0,0.717391304347826,0.8048780487804879,,,,,,0.6764705882352942,0.6666666666666666,0.6388888888888888,0.75,0.5714285714285714,0.6772151898734177,0.8076923076923077,0.6111111111111112,0.05555555555555555,23.243243243243242,0.5714285714285714,0.3068181818181818,0.12987012987012986,0.2987012987012987,0.30303030303030304,0.08783783783783784,,0.3125,0.4090909090909091,0.25925925925925924,0.16,0.5416666666666666,0.8461538461538461,0.8461538461538461,0.7575757575757576,0.3472222222222222,0.4,0.4166666666666667,0.6,0.05555555555555555,0.75,0.75,0.013888888888888888,,,,0.041666666666666664,,,,,,,,0.2857142857142857,1.0,,,0.14285714285714285,,0.5972222222222222,,0.5695743055555555,0.5688666666666666,0.5068571428571429,0.12987012987012986,0.136986301369863,0.19444444444444445,0.10185185185185185,4.414705882352941,25.125,0.21282798833819241,,3.0,,1.0,2.0,4.0,2.0,0.014705882352941176,0.04,0.1282051282051282,0.23529411764705882,0.5714285714285714,,3.0,,,,,0.04225352112676056,0.037037037037037035,0.058823529411764705,0.391304347826087,0.6666666666666666,7.0,9.0,9.0,12.0,3.0,10.0,1.0,1.0,,,,5.0,,3.0,,0.75,,0.3333333333333333,0.1724137931034483,0.75,0.7777777777777778,,1.0,,,,,,1.0,0.2857142857142857,True
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,1432.0,24,1.0,47,49,,10,3,96,,,,,1.0,2.0,1.0,3.0,1.0,2.0,,,,1.0,2.0,,,,,2.0,5.0,2.0,4.0,,10.0,52,,,,,,,,,2.0,2.0,6.0,,2.0,1.0,4.0,2.0,6.0,1.0,1.0,,3.0,14.0,,3.0,,3,,3,,,,,1.0,2.0,,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,0.5,0.5,1.0,0.5,,,0.5,0.4,,0.5555555555555556,,,0.5555555555555556,,,0.4444444444444444,24.0,0.3333333333333333,,,0.2,0.1111111111111111,,,,,0.18181818181818182,,,,,,0.2222222222222222,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,,,0.4444444444444444,0.5,0.4869222222222222,,,,,,,11.8,24.525,,,,,1.0,,,,0.2,0.5,,,,,,,,1.0,,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,False
