EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,Fg2aBlocked,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,PtsUnassisted3s,FoulsDrawn,DefShortMidRangeReboundPct,Offensive Fouls,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,on,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceArc3FGM,PenaltyArc3FGM,FTOffRebounds,Charge Fouls Drawn,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,LongMidRangeAssists,StepOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangePctBlocked
1630639,1610612742,A.J. Lawson,A.J. Lawson,1630639,DAL,481.0,8,-1,16,17,5.0,1.0,33,1.0,1.0,1.0,1.0,2.0,2.0,17,2.0,1.0,1.0,0.5,0.5,0.5,11.76470588235294,0.5,1.0,1.0,1.0,0.5,0.5,0.5272,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630702,1610612742,Jaden Hardy,Jaden Hardy,1630702,DAL,720.0,12,6,24,25,5.0,1.0,49,1.0,1.0,,1.0,1.0,5.0,24,,,,1.0,0.8333333333333334,0.8333333333333334,12.0,0.3333333333333333,1.0,1.0,,,1.0,0.60195,1.4,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,12.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.5,0.5,0.6666666666666666,0.2857142857142857,0.16666666666666666,0.11764705882352941,0.09090909090909091,0.5,0.2857142857142857,0.6666666666666666,0.5,0.5,1.0,0.5,24.950000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641765,1610612742,Olivier-Maxence Prosper,Olivier-Maxence Prosper,1641765,DAL,325.0,5,-7,12,12,5.0,1.0,24,,,2.0,,2.0,,14,,,,,,,15.384615384615383,,,,,1.0,,0.4216,8.25,,,,,,,,,,1.0,,,2.0,,1.0,2.0,,2.0,,,,,,1.0,,0.3333333333333333,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,1610612742,Markieff Morris,Markieff Morris,202693,DAL,720.0,12,6,24,25,5.0,1.0,49,,,,,2.0,3.0,24,,,,,0.3,0.3,24.0,,,,,,0.6,0.5152,18.549999999999997,,1.0,1.0,3.0,,3.0,1.0,,,,,,,,2.0,4.0,,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.2857142857142857,,0.23529411764705882,,,0.2857142857142857,0.2,,,,,23.633333333333336,,,,2.0,,,0.2,0.25,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.4,0.4,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203501,1610612742,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DAL,720.0,12,6,24,25,5.0,1.0,49,,,,,,15.0,24,,,,,1.0714285714285714,1.0714285714285714,28.0,,,,,,1.0,0.5301857142857143,,5.0,6.0,5.0,7.0,,12.0,6.0,5.0,1.0,1.0,1.0,,3.0,,2.0,3.0,,3.0,,0.8,0.7142857142857143,0.7142857142857143,1.0,0.2857142857142857,,0.17647058823529413,,,0.2857142857142857,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.8,0.8333333333333334,25.32857142857143,,,,1.0,,,0.1,,,,1.0,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,3.0,1.0,0.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,395.0,7,13,12,13,,,25,,,,,,,10,,,,,,,8.333333333333334,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,6.0,,,2.0,,2.0,1.0,,,,,,,0.18181818181818182,,,,,,,,,,,,,2.0,,,0.4,0.5,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203957,1610612742,Dante Exum,Dante Exum,203957,DAL,239.0,4,7,8,8,,,16,,,1.0,1.0,1.0,5.0,7,,,,1.0,0.8333333333333334,0.8333333333333334,37.5,,,,,0.3333333333333333,0.6666666666666666,0.46563333333333334,7.8,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,1.0,0.5,0.5,0.6666666666666666,,,,,,,0.6666666666666666,0.5,0.5,1.0,0.5,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627884,1610612742,Derrick Jones Jr.,Derrick Jones Jr.,1627884,DAL,38799.0,647,43,1229,1239,255.0,154.0,2468,45.0,68.0,26.0,53.0,95.0,200.0,1374,86.0,0.8113207547169812,0.8958333333333334,0.5578947368421052,0.55625,0.5780346820809249,13.555713271823988,0.425,0.6617647058823529,0.7627118644067796,0.8,0.1625,0.83125,0.5929594339622641,3.3147368421052628,6.0,24.0,24.0,65.0,20.0,72.0,23.0,6.0,14.0,27.0,11.0,3.0,68.0,17.0,19.0,43.0,33.0,76.0,54.0,1.0,0.36923076923076925,0.375,0.40625,0.06229508196721312,0.06296296296296296,0.06635071090047394,0.058098591549295774,0.125,0.05970149253731343,0.15,0.25,0.2608695652173913,1.0,0.2608695652173913,24.61230769230769,13.0,13.0,9.0,23.0,0.1368421052631579,0.15384615384615385,0.0701219512195122,0.08,1.0,18.0,41.0,,1.0,,3.0,20.0,6.0,2.0,18.0,28.0,,0.4090909090909091,0.43478260869565216,0.06349206349206349,0.00625,0.25625,0.43902439024390244,0.45,1.0,0.045454545454545456,,,0.1,,30.0,0.06666666666666667,,8.0,0.3076923076923077,0.36363636363636365,False,276.0,7.0,15.0,9.0,14.0,4.0,6.0,2.0,2.0,22.0,9.0,19.0,2.0,11.0,18.0,4.0,8.0,8.0,42.0,10.0,1.0,2.0,4.0,16.0,1.0,8.0,11.0,7.0,4.0,12.0,3.0,7.0,5.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,30.0,4.0,14.0,3.0,16.0,5.0,4.0,7.0,1.0,1.0,8.0,21.0,10.0,42.0,272.0,4.0,3.0,0.5,0.47368421052631576,0.6111111111111112,0.6538461538461539,0.6774193548387096,0.03076923076923077,0.1323529411764706,0.024390243902439025,0.041666666666666664,0.6666666666666666,0.043478260869565216,0.053691275167785234,0.08045977011494253,0.04790419161676647,0.022727272727272728,0.04040404040404041,0.0673076923076923,0.11764705882352941,0.47619047619047616,0.875,0.6818181818181818,0.4666666666666667,0.2857142857142857,0.09090909090909091,0.5384615384615384,0.6428571428571429,0.23076923076923078,0.6666666666666666,0.07692307692307693,0.5644552631578947,0.632016,0.08235294117647059,0.13333333333333333,0.21,0.22457282343368593,,,,,,,,,,,,,,,,,,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,13124.0,219,13,420,428,179.0,53.0,848,3.0,6.0,4.0,4.0,11.0,48.0,480,8.0,1.0,1.0,0.36363636363636365,0.5641025641025641,0.5853658536585366,9.563409563409564,0.15384615384615385,0.5,0.6,1.0,0.10256410256410256,0.8717948717948718,0.5250947368421052,5.854545454545455,5.0,20.0,12.0,28.0,,36.0,19.0,5.0,5.0,13.0,2.0,3.0,31.0,1.0,8.0,21.0,4.0,25.0,20.0,1.0,0.42857142857142855,0.4444444444444444,0.717948717948718,0.08247422680412371,0.010101010101010102,0.10204081632653061,0.015151515151515152,,0.1095890410958904,0.5128205128205128,0.25,0.2631578947368421,1.0,0.2631578947368421,26.785714285714285,2.0,8.0,5.0,12.0,0.18181818181818182,0.25,0.12121212121212122,0.16216216216216217,1.0,7.0,8.0,,,1.0,3.0,5.0,4.0,,5.0,11.0,0.3333333333333333,0.5,0.5,0.13333333333333333,0.02564102564102564,0.20512820512820512,0.875,0.875,1.0,,,,0.10416666666666667,,10.0,0.0851063829787234,2.0,1.0,0.25,0.3333333333333333,False,180.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,9.0,4.0,1.0,2.0,,2.0,6.0,6.0,13.0,2.0,24.0,,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,6.0,,1.0,1.0,4.0,,,1.0,,,3.0,4.0,2.0,24.0,178.0,3.0,1.0,0.46153846153846156,0.5,0.3333333333333333,0.5789473684210527,0.6,0.03571428571428571,0.16666666666666666,,0.05,0.2,0.125,0.020202020202020204,0.0625,,,0.012987012987012988,,0.05263157894736842,0.5,1.0,0.4,0.5,1.0,0.6,0.15789473684210525,0.3333333333333333,0.21052631578947367,0.75,0.47368421052631576,0.58035,0.5272861111111111,0.025,0.08333333333333333,0.5,0.42857142857142855,1.0,3.0,1.0,2.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,
1629023,1610612742,P.J. Washington,P.J. Washington,1629023,DAL,47075.0,785,48,1502,1507,308.0,186.0,3009,33.0,49.0,49.0,53.0,99.0,286.0,1695,76.0,0.7169811320754716,0.8085106382978723,0.5353535353535354,0.5277777777777778,0.5521235521235521,16.898954703832754,0.2094017094017094,0.673469387755102,0.75,0.6666666666666666,0.2094017094017094,0.7863247863247863,0.5567869098712447,4.636363636363638,18.0,60.0,47.0,135.0,30.0,138.0,59.0,18.0,13.0,31.0,4.0,9.0,75.0,15.0,50.0,112.0,33.0,145.0,67.0,0.9787234042553191,0.34814814814814815,0.35074626865671643,0.5769230769230769,0.13812154696132597,0.04477611940298507,0.1419098143236074,0.043909348441926344,0.07,0.13025210084033614,0.2564102564102564,0.3,0.3050847457627119,0.9444444444444444,0.3050847457627119,24.580740740740733,9.0,18.0,13.0,57.0,0.09090909090909091,0.08163265306122448,0.14540816326530612,0.08633093525179857,1.0,29.0,75.0,2.0,5.0,6.0,12.0,51.0,15.0,3.0,32.0,32.0,0.5,0.6857142857142857,0.6710526315789473,0.171875,0.004273504273504274,0.32051282051282054,0.38666666666666666,0.3972602739726027,1.0,0.14285714285714285,0.4,1.0,0.17832167832167833,3.0,42.0,0.17989417989417988,2.0,20.0,0.40816326530612246,0.4444444444444444,False,292.0,11.0,16.0,3.0,5.0,4.0,13.0,7.0,12.0,39.0,15.0,23.0,3.0,8.0,12.0,7.0,25.0,11.0,48.0,12.0,1.0,3.0,4.0,16.0,5.0,8.0,16.0,10.0,6.0,17.0,1.0,10.0,7.0,4.0,1.0,7.0,2.0,5.0,2.0,,55.0,3.0,21.0,5.0,16.0,1.0,1.0,6.0,,,10.0,17.0,12.0,46.0,286.0,3.0,3.0,0.28,0.6521739130434783,0.6666666666666666,0.5,0.5333333333333333,0.022222222222222223,0.10204081632653061,0.02666666666666667,0.016666666666666666,0.53125,0.17857142857142858,0.0431266846361186,0.06086956521739131,0.04522613065326633,,0.03404255319148936,0.1532258064516129,0.06666666666666667,0.7058823529411765,0.8,0.45714285714285713,0.6875,0.36363636363636365,0.2,0.13513513513513514,0.6,0.35135135135135137,0.3076923076923077,0.32432432432432434,0.5628818181818183,0.525775,0.09055118110236221,0.1794871794871795,0.16783216783216784,0.19440745672436752,4.0,3.0,2.0,,1.0,0.0392156862745098,0.5714285714285714,1.0,0.25,1.0,1.0,2.0,1.0,2.0,1.0,0.014598540145985401,,,,,,,
