EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,ShortMidRangeFGM,PenaltyFtPoints,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,LostBallSteals,ShortMidRangePctBlocked,Arc3Assists,Blocked3s,BlockedArc3,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShortMidRangeAssists,ShortMidRangePctAssisted,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedCorner3,BlockedLongMidRange,PenaltyFg3Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,Corner3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,966.0,16,-2,27,30,2.0,12.0,4.0,57,3.0,6.0,1.0,2.0,1.0,2.0,5.0,5.0,12.0,4.0,14.0,32.0,1.0,3.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,8.0,1.0,1.0,4.0,2.0,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.43333333333333335,0.3333333333333333,0.08333333333333333,0.16666666666666666,42.85714285714286,0.3333333333333333,0.14285714285714285,0.07692307692307693,0.25,0.5,0.5,0.6,0.08333333333333333,0.4166666666666667,0.4,0.4,0.6666666666666666,0.5,0.5,0.5273416666666667,0.5914999999999999,0.26666666666666666,0.26666666666666666,0.21428571428571427,8.566666666666666,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,1890.0,32,-6,57,62,12.0,26.0,6.0,119,2.0,2.0,1.0,1.0,,,1.0,2.0,3.0,,4.0,64.0,1.0,1.0,,2.0,2.0,,2.0,3.0,1.0,7.0,2.0,1.0,7.0,8.0,3.0,,,,,,,12.0,0.6666666666666666,1.0,0.25,0.5,0.25,0.5,,,11.940298507462686,0.25,0.14285714285714285,0.2222222222222222,,0.25,1.0,1.0,,0.125,,,0.5,1.0,0.875,0.5589875,0.609075,,,0.5,6.933333333333334,0.21052631578947367,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,0.5,1.0,0.625,0.05263157894736842,0.3076923076923077,0.03225806451612903,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,0.375,0.5,0.5,0.498475,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,1072.0,18,3,31,36,2.0,9.0,5.0,67,,2.0,,,,,,,2.0,2.0,8.0,39.0,,,,,,,,,,,2.0,,5.0,7.0,2.0,,3.0,2.0,,,1.0,2.0,,,0.5,,0.5714285714285714,,,,17.073170731707318,,0.25,0.3333333333333333,,0.3333333333333333,,,,,,,,,1.0,0.5634083333333334,0.5631,0.14285714285714285,0.3333333333333333,,2.65,0.06451612903225806,1.0,3.0,1.0,,4.0,1.0,,,,,3.0,,,,1.0,3.0,2.0,,,1.0,,,0.6666666666666666,0.07142857142857142,0.42857142857142855,0.09090909090909091,,1.0,,0.25,0.6666666666666666,,0.16666666666666666,0.5,1.0,,,25.65,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.5,0.5,0.125,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,637.0,11,-4,17,18,,12.0,2.0,35,,,,,,,1.0,,1.0,,,23.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,17.391304347826086,,,,,,,,,0.25,,,,,0.75,0.49108750000000007,,,,,15.8,,,3.0,1.0,,3.0,1.0,,,,,3.0,,,,,,1.0,,,,,,0.75,,,0.07142857142857142,,,,,,,,0.75,1.0,,,25.633333333333336,,,,,,1.0,,,,,0.16666666666666666,,0.25,,,,,,,,2.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,582.0,10,-8,19,20,8.0,15.0,,39,2.0,2.0,,,,,,2.0,2.0,2.0,6.0,21.0,,,,,4.0,,,,,,,,2.0,2.0,3.0,,1.0,2.0,,,1.0,8.0,1.0,,1.0,,1.0,,,,31.57894736842105,,,0.25,,1.0,1.0,1.0,,,,,,,1.0,0.4863,,0.3333333333333333,0.3333333333333333,,2.45,0.42105263157894735,,,,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,0.4,,,,,0.4,,,,,,,0.4863,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631096,1610612760,Chet Holmgren,Chet Holmgren,1631096,OKC,711.0,12,1,22,25,4.0,1.0,4.0,47,,,,,2.0,1.0,1.0,2.0,3.0,1.0,5.0,25.0,,,,,2.0,,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,,,,4.0,0.6666666666666666,,0.6666666666666666,,0.625,,,,14.285714285714285,0.5,0.14285714285714285,0.08333333333333333,0.2,,,,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,0.4284333333333334,,,,,13.366666666666667,0.18181818181818182,,,,,,,,,2.0,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,0.5,,,,0.2,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631114,1610612760,Jalen Williams,Jalen Williams,1631114,OKC,603.0,10,6,18,19,4.0,2.0,3.0,37,2.0,3.0,1.0,1.0,5.0,,1.0,4.0,9.0,4.0,12.0,19.0,1.0,2.0,1.0,3.0,8.0,1.0,,1.0,,3.0,1.0,,1.0,2.0,1.0,,3.0,4.0,1.0,,2.0,4.0,0.4444444444444444,0.5,0.4,0.5,0.5,0.5,0.1111111111111111,,45.833333333333336,,0.25,0.125,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,,,0.5,1.0,0.4,0.49229500000000004,0.56985,0.18181818181818182,0.2,0.25,7.455555555555555,0.2222222222222222,,1.0,,,1.0,,3.0,,,2.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,0.1,0.125,,0.07692307692307693,,,,,,,,0.1,,,0.4779333333333333,25.4,,,,,,,,,,,,0.2,,,,,,,,,,,,,1.0,1.0,2.0,,,,,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,2.0,,1.0,,,,,,,,0.4,0.5,,1.0,0.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202330,1610612760,Gordon Hayward,Gordon Hayward,202330,OKC,514.0,9,-5,14,16,,9.0,2.0,30,,,,,,,,,,,,19.0,,,,,,,,1.0,,3.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,0.25,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,812.0,14,-10,26,29,10.0,10.0,3.0,55,,,,,,,,,,,,29.0,,,,,,,1.0,1.0,,2.0,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38461538461538464,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630581,1610612760,Josh Giddey,Josh Giddey,1630581,OKC,224.0,4,5,8,8,,,1.0,16,,,,,2.0,,,,2.0,,3.0,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,,0.5,,1.0,,44.44444444444444,,,,,,,,0.6666666666666666,,,,,,0.3333333333333333,0.5025166666666666,,,,,5.25,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,,,,,23.2,1.0,,1.0,3.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
