EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,HeaveAttempts,FTDefRebounds,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,LostBallTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyArc3FGM,PenaltyFtPoints,Fg2aBlocked,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Accuracy,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Accuracy,Travels,BlockedLongMidRange,Blocked3s,BlockedArc3
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,7216.0,120,8,234,234,36,51,16,468,7.0,9.0,3.0,4.0,1.0,7.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,22.0,1.0,2.0,3.0,10.0,21,6.0,25.0,38.0,260,1.0,3.0,3.0,3.0,4.0,1.0,4.0,9.0,10.0,10.0,15.0,3.0,22.0,5.0,7.0,6.0,13.0,5.0,1.0,4.0,2.0,1.0,32.0,7,4.0,11,11,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3,1.0,1.0,9.0,36,0.5,0.5,0.8333333333333334,0.24,0.3333333333333333,0.25,0.24,0.47619047619047616,0.75,0.41304347826086957,0.5,0.5625,0.41304347826086957,0.5,0.5625,0.5434782608695652,19.444444444444443,0.3333333333333333,0.05714285714285714,0.1346153846153846,0.09016393442622951,0.1,0.1,0.15789473684210525,0.07142857142857142,0.1956521739130435,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.15217391304347827,0.14285714285714285,0.14285714285714285,1.0,0.10869565217391304,0.4,0.4,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.4782608695652174,0.22727272727272727,0.22727272727272727,0.8,0.3333333333333333,0.6666666666666666,0.5,1.0,0.5,0.75,0.125,1.0,0.375,0.7391304347826086,0.22727272727272727,0.5438793478260869,0.6318,0.5869,0.07894736842105263,0.23684210526315788,7.428571428571429,25.68,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1627752,1610612747,Taurean Prince,Taurean Prince,1627752,LAL,1869.0,31,-11,59,62,11,17,4,121,1.0,1.0,,,2.0,2.0,,1.0,1.0,2.0,,,,1.0,3.0,,,1.0,3.0,4,2.0,5.0,14.0,65,,,,,,,1.0,,6.0,,6.0,,2.0,1.0,,,,,,,,,,3,1.0,5,5,,,,,,,,,1.0,2,2.0,,,11,1.0,1.0,1.0,0.4,,,0.5,0.75,,0.6666666666666666,,,0.7,,,0.5555555555555556,15.625,,0.05263157894736842,0.21428571428571427,0.12121212121212122,,,0.3333333333333333,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,,,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.6666666666666666,0.5,0.526725,,,,,7.8500000000000005,27.6,0.1864406779661017,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,9149.0,152,-24,295,299,40,75,22,594,8.0,17.0,,,1.0,4.0,1.0,3.0,3.0,10.0,1.0,,,2.0,4.0,1.0,1.0,1.0,10.0,24,5.0,14.0,39.0,348,1.0,2.0,3.0,,1.0,,1.0,,18.0,2.0,15.0,,4.0,2.0,3.0,1.0,4.0,1.0,,3.0,,,9.0,4,9.0,13,19,,,,1.0,,,1.0,2.0,2.0,8,6.0,1.0,,40,0.9,0.9,1.0,0.35714285714285715,0.5,,0.35714285714285715,0.4166666666666667,,0.4605263157894737,0.375,,0.4642857142857143,0.375,,0.3684210526315789,13.75,0.5,0.10588235294117647,0.058823529411764705,0.08496732026143791,0.0967741935483871,0.09090909090909091,0.061224489795918366,0.05263157894736842,0.4473684210526316,0.47058823529411764,0.47058823529411764,1.0,0.10526315789473684,0.25,0.25,,0.07894736842105263,0.3333333333333333,0.3333333333333333,0.2631578947368421,0.3,0.3,1.0,0.10526315789473684,0.5,0.5,1.0,0.25,0.25,1.0,1.0,,,,,0.5,0.8157894736842105,0.5,0.5914447368421053,0.59045,0.44945,0.07692307692307693,,4.912499999999999,23.985714285714284,0.13559322033898305,4.0,,,8.0,4.0,,,,,0.125,0.09523809523809523,0.14285714285714285,2.0,2.0,3.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,0.1,0.02666666666666667,0.05172413793103448,0.03759398496240601,0.06896551724137931,0.045454545454545456,0.07142857142857142,0.13043478260869565,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629216,1610612747,Gabe Vincent,Gabe Vincent,1629216,LAL,1440.0,24,-15,45,46,7,16,3,91,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,1,,2.0,,59,,,,,,,1.0,,,,,,1.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,2,,2,2,1.0,,1.0,1.0,,1.0,,1.0,1.0,3,,,,7,,,,,,,,,,,,,,,,0.6666666666666666,8.16326530612245,1.0,,0.13333333333333333,0.08,,,0.1,0.2,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,1.0,,,0.6666666666666666,,0.5255333333333333,,0.5853,,,15.7,25.35,0.15555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,8060.0,134,-22,259,263,37,67,19,522,19.0,28.0,5.0,6.0,3.0,9.0,2.0,4.0,,1.0,,,1.0,10.0,19.0,1.0,1.0,3.0,24.0,41,10.0,20.0,85.0,310,1.0,1.0,3.0,5.0,7.0,1.0,4.0,19.0,14.0,34.0,24.0,6.0,19.0,10.0,25.0,7.0,32.0,4.0,3.0,18.0,7.0,,71.0,11,10.0,21,24,7.0,6.0,1.0,4.0,3.0,3.0,8.0,12.0,1.0,8,11.0,1.0,19.0,37,0.2916666666666667,0.2916666666666667,0.8,0.5,1.0,0.25,0.5,0.5853658536585366,0.7142857142857143,0.639344262295082,0.5,0.5909090909090909,0.6538461538461539,0.5,0.6785714285714286,0.32786885245901637,27.5,0.3333333333333333,0.13157894736842105,0.1864406779661017,0.15555555555555556,0.034482758620689655,0.23529411764705882,0.18604651162790697,0.1875,0.45901639344262296,0.6785714285714286,0.7307692307692307,0.3157894736842105,0.14754098360655737,0.3333333333333333,0.375,0.3333333333333333,0.06557377049180328,0.5,0.5,0.01639344262295082,,,,0.3114754098360656,0.5263157894736842,0.5263157894736842,0.8,,0.3333333333333333,1.0,1.0,0.5454545454545454,0.8333333333333334,0.09090909090909091,,0.2727272727272727,0.7868852459016393,0.5263157894736842,0.5768549180327868,0.5654333333333333,0.5968136363636364,0.03529411764705882,0.2235294117647059,4.848780487804878,26.49,0.14285714285714285,7.0,,,12.0,8.0,4.0,2.0,4.0,,0.16666666666666666,0.12307692307692308,0.17777777777777778,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,0.031746031746031744,0.01818181818181818,0.025423728813559324,,0.023809523809523808,,0.041666666666666664,,0.3333333333333333,1.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,0.07317073170731707,0.07142857142857142,0.1111111111111111,0.06451612903225806,0.25,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,7956.0,133,-15,258,258,33,65,20,516,6.0,10.0,2.0,2.0,7.0,13.0,2.0,3.0,,1.0,,,1.0,5.0,16.0,,1.0,3.0,15.0,26,5.0,17.0,53.0,308,,1.0,,4.0,5.0,2.0,4.0,14.0,10.0,20.0,9.0,6.0,16.0,5.0,13.0,3.0,16.0,2.0,1.0,9.0,2.0,2.0,35.0,4,6.0,10,14,3.0,3.0,,3.0,,2.0,,3.0,2.0,6,6.0,,14.0,33,0.3333333333333333,0.3333333333333333,0.6,0.29411764705882354,,0.5,0.29411764705882354,0.5769230769230769,0.8,0.5232558139534884,,0.7777777777777778,0.5531914893617021,,0.7777777777777778,0.3953488372093023,17.793594306049823,1.0,0.08,0.07142857142857142,0.07633587786259542,0.037037037037037035,0.15789473684210525,0.07142857142857142,0.07142857142857142,0.23255813953488372,0.6,0.75,0.6666666666666666,0.3023255813953488,0.5384615384615384,0.5384615384615384,0.14285714285714285,0.06976744186046512,0.6666666666666666,0.6666666666666666,0.023255813953488372,,,,0.37209302325581395,0.3125,0.3125,0.6,,1.0,,,0.2222222222222222,1.0,0.1111111111111111,,0.3333333333333333,0.627906976744186,0.3125,0.504503488372093,0.5538,0.5066888888888889,,0.2641509433962264,7.619230769230769,26.394117647058827,0.12790697674418605,8.0,,,10.0,3.0,3.0,2.0,3.0,,0.06896551724137931,0.0851063829787234,0.10344827586206896,,,,4.0,,4.0,1.0,1.0,,1.0,,0.0625,,0.034482758620689655,0.07692307692307693,,,0.05,,,2.0,,2.0,,,1.0,,,,1.0,3.0,,0.07692307692307693,0.2,,0.03571428571428571,1.0,0.6666666666666666,1.0,1.0,1.0,0.1,0.05555555555555555,,,,,,,,,True,,,,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,8395.0,140,-17,273,274,33,66,21,547,26.0,30.0,,,13.0,25.0,2.0,4.0,,1.0,,,,,2.0,,,1.0,41.0,59,,3.0,93.0,323,,,16.0,,2.0,,1.0,,62.0,20.0,,,2.0,,9.0,5.0,14.0,5.0,,7.0,2.0,,33.0,14,25.0,40,50,1.0,,1.0,6.0,1.0,2.0,3.0,9.0,6.0,10,14.0,1.0,,33,0.7560975609756098,0.8378378378378378,,,,,,0.6949152542372882,,0.6612903225806451,0.7777777777777778,,0.696969696969697,0.8,,0.04838709677419355,25.252525252525253,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.2826086956521739,0.38461538461538464,0.38095238095238093,0.1956521739130435,0.29411764705882354,0.4838709677419355,0.8666666666666667,0.8666666666666667,0.7692307692307693,0.4032258064516129,0.52,0.5416666666666666,0.6923076923076923,0.06451612903225806,0.5,0.5,0.016129032258064516,,,,0.03225806451612903,,,,,,,,,,,,0.3333333333333333,0.532258064516129,,0.551791129032258,0.5672571428571428,0.45619999999999994,0.17204301075268819,,5.432203389830508,24.8,0.12087912087912088,11.0,,1.0,13.0,8.0,5.0,3.0,5.0,0.3333333333333333,0.25,0.12121212121212122,0.12698412698412698,7.0,9.0,2.0,8.0,,10.0,3.0,4.0,,,,0.11594202898550725,0.038461538461538464,0.08264462809917356,0.14814814814814814,0.05,,0.15,1.0,0.7777777777777778,,,1.0,1.0,1.0,,1.0,,4.0,2.0,4.0,,0.01694915254237288,,0.04,0.12903225806451613,0.8,,1.0,1.0,,,,6.0,7.0,2.0,8.0,1.0,0.7777777777777778,0.8571428571428571,0.3333333333333333,True,,,,,,,,
203915,1610612747,Spencer Dinwiddie,Spencer Dinwiddie,203915,LAL,1660.0,28,-24,52,59,3,18,5,111,,1.0,,,1.0,2.0,,,,,,,,,2.0,,1.0,,1.0,3,,2.0,2.0,67,,1.0,,,,,,,2.0,,,,2.0,,3.0,,3.0,,,2.0,1.0,,6.0,2,,3,3,2.0,1.0,1.0,1.0,,1.0,,1.0,,4,1.0,,,3,1.0,1.0,,,,,,0.3333333333333333,,0.2,,,0.16666666666666666,,,0.4,12.280701754385966,1.0,,0.15384615384615385,0.07142857142857142,,,,0.4,0.2,,,,0.4,0.5,0.5,1.0,,,,,,,,0.4,,,,,1.0,,,,,,,,0.6,,0.49416000000000004,0.5727,,,,4.066666666666666,25.549999999999997,0.057692307692307696,,,1.0,2.0,1.0,,,,0.3333333333333333,,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,3865.0,64,14,131,127,31,26,9,258,2.0,2.0,,,1.0,3.0,1.0,3.0,1.0,2.0,,,,7.0,17.0,,1.0,3.0,4.0,8,8.0,19.0,33.0,137,,1.0,,,,1.0,3.0,3.0,4.0,4.0,15.0,9.0,17.0,7.0,4.0,4.0,8.0,1.0,3.0,1.0,3.0,,20.0,2,,2,3,2.0,1.0,1.0,4.0,1.0,2.0,2.0,6.0,,3,4.0,1.0,3.0,29,0.5,0.5,0.625,0.42105263157894735,,0.3333333333333333,0.42105263157894735,0.5,,0.5925925925925926,,0.5,0.5892857142857143,,0.5,0.7037037037037037,24.113475177304966,0.6666666666666666,,0.05128205128205128,0.02857142857142857,,,0.07142857142857142,,0.07407407407407407,1.0,1.0,0.5,0.1111111111111111,0.3333333333333333,0.5,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.07407407407407407,0.5,0.5,1.0,0.6296296296296297,0.4117647058823529,0.4117647058823529,0.5714285714285714,,1.0,,,,,,,1.0,0.7777777777777778,0.4117647058823529,0.5205703703703703,,0.5287000000000001,,0.09090909090909091,8.9625,25.873684210526314,0.2366412213740458,1.0,,,2.0,1.0,1.0,1.0,1.0,,,0.03571428571428571,0.1111111111111111,,,,1.0,,1.0,1.0,2.0,,1.0,,0.043478260869565216,,0.0196078431372549,,,,0.07142857142857142,,,1.0,,1.0,1.0,2.0,,,,,,,,0.125,,0.3333333333333333,,,0.3333333333333333,,,,0.5,,,,,,,,,,False,,,,,,,,
1627752,1610612747,Taurean Prince,Taurean Prince,1627752,LAL,4784.0,80,8,163,163,49,38,14,326,3.0,5.0,1.0,1.0,1.0,3.0,,,1.0,4.0,1.0,,1.0,2.0,8.0,2.0,4.0,1.0,4.0,8,3.0,12.0,23.0,182,3.0,5.0,9.0,1.0,2.0,,2.0,4.0,6.0,2.0,6.0,3.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,2,4.0,6,7,1.0,,1.0,1.0,,1.0,,1.0,4.0,7,4.0,,4.0,47,0.75,0.75,0.6666666666666666,0.25,0.6,,0.25,0.5,0.5,0.425,0.9,0.25,0.5,0.9,0.4,0.6,13.48314606741573,1.0,0.1111111111111111,0.045454545454545456,0.075,0.15384615384615385,0.2,0.0625,,0.25,0.6,0.6,0.6666666666666666,0.15,0.3333333333333333,0.5,1.0,,,,0.2,0.25,0.25,,0.4,0.25,0.25,1.0,0.2,0.8,0.5,1.0,0.25,1.0,0.25,,0.25,0.85,0.25,0.545535,0.5468999999999999,0.5348125,0.391304347826087,0.17391304347826086,4.125,25.116666666666664,0.3006134969325153,6.0,,,6.0,2.0,1.0,1.0,1.0,,,0.09090909090909091,0.2,,,,1.0,,1.0,,,,,,0.029411764705882353,,0.014705882352941176,,,,,,,,2.0,1.0,,,,,,,,1.0,,0.125,,0.3333333333333333,0.058823529411764705,1.0,,,,,,,,,,,,,,,False,1.0,1.0,1.0,1.0,,,,
