EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,Charge Fouls,Offensive Fouls,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,SecondChanceFtPoints,Charge Fouls Drawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,3SecondViolations,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,BlockedArc3,on
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,23222.0,387,-32.0,745,739,131.0,133.0,83,1484,29.0,55.0,1.0,3.0,4.0,6.0,16.0,46.0,17.0,45.0,6.0,11.0,2.0,2.0,1.0,12.0,49.0,3.0,6.0,1.0,8.0,62.0,146,18.0,60.0,20.0,198,880,2.0,8.0,5.0,8.0,19.0,12.0,22.0,1.0,9.0,3.0,30.0,42.0,82.0,30.0,24.0,2.0,1.0,2.0,46.0,11.0,12.0,1.0,41.0,18.0,59.0,10.0,8.0,26.0,13.0,2.0,136.0,2.0,5.0,13.0,17.0,3.0,33.0,7.0,40.0,2.0,9.0,4.0,5.0,17.0,5.0,11.0,7.0,2.0,6.0,24.0,1.0,6.0,13.0,22.0,1.0,29.0,1.0,1.0,21.0,1.0,1.0,1.0,8.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,30.0,128.0,2.0,0.3387096774193548,0.3442622950819672,0.5555555555555556,0.3,0.625,0.1111111111111111,0.29310344827586204,0.4246575342465753,0.25,0.5454545454545454,0.4320388349514563,0.59375,0.43548387096774194,0.45813953488372094,0.59375,0.45454545454545453,0.2912621359223301,0.016666666666666666,0.0821917808219178,0.12727272727272726,0.08695652173913043,0.022222222222222223,0.02040816326530612,28.38479809976247,0.7083333333333334,0.13636363636363635,0.09770114942528736,0.024390243902439025,0.087248322147651,0.011904761904761904,0.09287925696594428,0.01876675603217158,0.02702702702702703,0.03614457831325301,0.015748031496062992,0.1111111111111111,0.1,0.045454545454545456,0.07964601769911504,0.1111111111111111,0.018018018018018018,0.75,0.2669902912621359,0.5272727272727272,0.6041666666666666,0.4827586206896552,0.22330097087378642,0.34782608695652173,0.38095238095238093,0.3125,0.21844660194174756,0.37777777777777777,0.38636363636363635,0.11764705882352941,0.05339805825242718,0.5454545454545454,0.5454545454545454,0.5,0.23786407766990292,0.24489795918367346,0.25,0.5833333333333334,0.1875,0.3333333333333333,0.125,1.0,0.375,0.5,1.0,0.1935483870967742,0.6666666666666666,0.03225806451612903,0.25806451612903225,0.125,0.558252427184466,0.2391304347826087,0.516122549019608,0.47559090909090906,0.49933793103448276,0.04225352112676056,0.05228758169934641,0.016666666666666666,0.09595959595959595,0.15151515151515152,8.739041095890418,26.445,0.17583892617449665,,,,,,,,,,,,,,,,,,,,,True
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,26557.0,443,-9.0,860,848,175.0,171.0,92,1708,22.0,29.0,5.0,6.0,11.0,11.0,5.0,15.0,8.0,21.0,4.0,14.0,,3.0,2.0,29.0,67.0,,2.0,4.0,10.0,35.0,65,33.0,81.0,20.0,189,993,5.0,9.0,,5.0,10.0,12.0,15.0,4.0,12.0,4.0,40.0,60.0,10.0,96.0,3.0,6.0,,,67.0,29.0,6.0,1.0,8.0,5.0,13.0,,5.0,7.0,1.0,,31.0,3.0,5.0,33.0,31.0,10.0,74.0,8.0,82.0,,11.0,6.0,5.0,9.0,3.0,6.0,9.0,1.0,3.0,18.0,,4.0,13.0,27.0,2.0,19.0,,1.0,26.0,1.0,1.0,,9.0,3.0,1.0,10.0,3.0,6.0,10.0,6.0,40.0,172.0,1.0,0.8571428571428571,0.9375,0.9696969696969697,0.4074074074074074,,0.3333333333333333,0.4074074074074074,0.5384615384615384,0.5555555555555556,0.8,0.5787671232876712,0.35714285714285715,0.6666666666666666,0.6019108280254777,0.35714285714285715,0.6666666666666666,0.5547945205479452,0.012345679012345678,0.09230769230769231,0.034482758620689655,0.3333333333333333,,0.014925373134328358,18.115942028985508,0.5,0.4166666666666667,0.15577889447236182,0.021834061135371178,0.19411764705882353,0.015706806282722512,0.17344173441734417,0.01904761904761905,0.047058823529411764,0.011235955056179775,0.013986013986013986,0.15,0.13043478260869565,0.25925925925925924,0.24390243902439024,0.06382978723404255,,0.6,0.19863013698630136,0.7586206896551724,0.7857142857142857,0.8181818181818182,0.10273972602739725,0.3333333333333333,0.5,1.0,0.14383561643835616,0.38095238095238093,0.38095238095238093,0.875,0.0958904109589041,0.2857142857142857,0.2857142857142857,1.0,0.4589041095890411,0.43283582089552236,0.4393939393939394,0.9655172413793104,0.42857142857142855,0.8333333333333334,0.21428571428571427,,0.14285714285714285,,,0.4074074074074074,1.0,0.07407407407407407,0.37037037037037035,0.4,0.7534246575342466,0.43283582089552236,0.5546082191780822,0.5496166666666666,0.5985537037037036,0.07692307692307693,0.1232876712328767,0.03614457831325301,0.05291005291005291,0.21164021164021163,8.007692307692306,25.341975308641974,0.20348837209302326,1.0,1.0,3.0,1.0,2.0,0.020833333333333332,0.4,,,,,,,,,,,,,,True
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,6163.0,103,5.0,194,187,28.0,30.0,20,381,8.0,15.0,1.0,4.0,,1.0,1.0,4.0,,1.0,,2.0,,,1.0,2.0,6.0,,,,,9.0,20,2.0,8.0,5.0,29,205,1.0,4.0,,,2.0,1.0,2.0,,1.0,,2.0,12.0,6.0,6.0,,2.0,,,6.0,2.0,5.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,,3.0,17.0,3.0,1.0,1.0,6.0,,7.0,4.0,11.0,1.0,2.0,1.0,1.0,,,,,,,,,,8.0,9.0,,3.0,,,6.0,,,,3.0,,,3.0,1.0,2.0,3.0,1.0,2.0,28.0,,0.6666666666666666,0.75,1.0,0.25,,,0.25,0.45,0.25,0.5,0.42857142857142855,0.25,0.3333333333333333,0.46774193548387094,0.25,0.3333333333333333,0.2857142857142857,0.125,0.25,0.2,0.5,,0.16666666666666666,14.22018348623853,,,0.125,0.018518518518518517,0.027777777777777776,0.06382978723404255,0.08333333333333333,0.039603960396039604,0.045454545454545456,,0.05405405405405406,,0.10714285714285714,0.75,,0.07692307692307693,0.09090909090909091,0.3333333333333333,0.5357142857142857,0.5333333333333333,0.6666666666666666,0.625,0.14285714285714285,0.25,0.5,1.0,0.03571428571428571,,,,0.07142857142857142,,,,0.21428571428571427,0.3333333333333333,0.4,1.0,1.0,0.25,,,,,,0.3333333333333333,,0.3333333333333333,,,0.8214285714285714,0.3333333333333333,0.5766839285714286,0.6031500000000001,0.5312666666666667,0.0967741935483871,0.13043478260869565,,0.06896551724137931,0.06896551724137931,4.495,25.3125,0.14432989690721648,,,,,,0.1,,,,,,,,,,,,,,,True
1631212,1610612743,Peyton Watson,Peyton Watson,1631212,DEN,1864.0,31,-4.0,63,62,16.0,3.0,6,125,,,,,,,,1.0,1.0,1.0,1.0,4.0,,,3.0,1.0,2.0,,,1.0,1.0,1.0,2,2.0,6.0,2.0,10,75,,,,,,,,1.0,4.0,,3.0,2.0,,6.0,,,,,2.0,1.0,,,,2.0,2.0,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,1.0,,,2.0,,,,1.0,,,2.0,1.0,1.0,2.0,2.0,3.0,16.0,,1.0,1.0,1.0,0.3333333333333333,,0.25,0.3333333333333333,0.5,,,0.5,,0.375,0.5555555555555556,,0.375,0.75,,,,,,,12.67605633802817,,,,,,,,,,,,,,,,,,1.0,,,,,0.125,,,,0.125,1.0,1.0,1.0,0.5,0.25,0.25,1.0,0.25,0.5,0.5,1.0,,,,,,,,,,0.75,0.25,1.0,0.75,0.5,0.5294375,,0.5812125,0.1111111111111111,0.3333333333333333,,,0.3,9.55,23.883333333333336,0.25396825396825395,,,,,,,,,,,,,,,,,,,,,True
201599,1610612743,DeAndre Jordan,DeAndre Jordan,201599,DEN,388.0,6,-4.0,12,13,,,2,25,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1,,,,2,16,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,,1.0,,,,,,,,,,2.0,3.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,7.142857142857142,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7201,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,True
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,21889.0,365,-45.0,704,700,124.0,144.0,77,1404,38.0,58.0,8.0,13.0,3.0,7.0,2.0,6.0,4.0,8.0,7.0,16.0,,,4.0,4.0,9.0,,1.0,,2.0,44.0,72,11.0,25.0,18.0,139,836,8.0,15.0,,1.0,19.0,3.0,9.0,2.0,6.0,5.0,17.0,60.0,28.0,33.0,,14.0,,,9.0,4.0,5.0,,22.0,25.0,47.0,21.0,4.0,17.0,2.0,3.0,119.0,10.0,17.0,23.0,15.0,2.0,40.0,27.0,67.0,5.0,9.0,3.0,6.0,8.0,4.0,5.0,8.0,,3.0,16.0,3.0,3.0,10.0,24.0,,25.0,2.0,1.0,23.0,1.0,,,9.0,,3.0,4.0,3.0,1.0,5.0,4.0,12.0,121.0,,0.6818181818181818,0.8108108108108109,1.0,0.44,,0.3333333333333333,0.44,0.6111111111111112,0.5333333333333333,0.3333333333333333,0.6237113402061856,0.5,0.4,0.6435185185185185,0.5277777777777778,0.4722222222222222,0.25773195876288657,,0.06944444444444445,0.08620689655172414,,,,15.676359039190897,0.5,0.09090909090909091,0.08982035928143713,0.08762886597938144,0.16666666666666666,0.06493506493506493,0.12459016393442623,0.07758620689655173,0.1267605633802817,0.05194805194805195,0.06779661016949153,0.058823529411764705,0.10810810810810811,0.12,0.13725490196078433,0.25,0.13513513513513514,0.8,0.5979381443298969,0.6551724137931034,0.7169811320754716,0.6578947368421053,0.061855670103092786,0.3333333333333333,0.3333333333333333,1.0,0.08247422680412371,0.5,0.5,0.75,0.16494845360824742,0.4375,0.4375,1.0,0.09278350515463918,0.4444444444444444,0.4444444444444444,1.0,0.8125,0.6153846153846154,,,0.0625,,,0.4666666666666667,0.42857142857142855,0.26666666666666666,0.13333333333333333,,0.8556701030927835,0.4444444444444444,0.6175902061855669,0.5756142857142857,0.6213633333333333,0.08571428571428572,0.1125,,0.1366906474820144,0.1223021582733813,3.8625000000000003,24.124000000000002,0.17613636363636365,,1.0,1.0,,2.0,0.05555555555555555,,2.0,3.0,3.0,1.0,1.0,3.0,2.0,0.08695652173913043,0.5,,,,,True
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,23413.0,390,-1.0,765,751,175.0,167.0,82,1516,58.0,76.0,13.0,22.0,19.0,22.0,39.0,74.0,2.0,6.0,1.0,1.0,,,,11.0,44.0,1.0,2.0,2.0,12.0,99.0,156,12.0,45.0,54.0,288,882,17.0,29.0,1.0,2.0,47.0,27.0,38.0,2.0,12.0,26.0,86.0,102.0,96.0,33.0,3.0,28.0,,,44.0,11.0,15.0,1.0,51.0,29.0,80.0,22.0,7.0,33.0,12.0,6.0,189.0,12.0,27.0,41.0,45.0,6.0,92.0,39.0,131.0,11.0,14.0,10.0,4.0,19.0,4.0,13.0,12.0,,6.0,31.0,3.0,6.0,15.0,29.0,4.0,68.0,2.0,1.0,60.0,13.0,,1.0,29.0,,7.0,4.0,4.0,,4.0,2.0,86.0,172.0,7.0,0.5151515151515151,0.6,0.9166666666666666,0.26666666666666666,0.5,0.16666666666666666,0.26666666666666666,0.6346153846153846,0.5862068965517241,0.7105263157894737,0.582089552238806,0.5967741935483871,0.6,0.640625,0.6714285714285714,0.6967213114754098,0.22388059701492538,0.022222222222222223,0.09615384615384616,0.09210526315789473,0.0945945945945946,0.16666666666666666,0.022727272727272728,29.61672473867596,0.6129032258064516,0.3,0.2616279069767442,0.135678391959799,0.2662337662337662,0.07058823529411765,0.26380368098159507,0.10569105691056911,0.1527777777777778,0.15384615384615385,0.06451612903225806,0.25,0.3026315789473684,0.16666666666666666,0.2727272727272727,0.25,0.1527777777777778,0.5,0.3781094527363184,0.7631578947368421,0.8405797101449275,0.5,0.3681592039800995,0.527027027027027,0.582089552238806,0.5128205128205128,0.029850746268656716,0.3333333333333333,0.4,1.0,0.004975124378109453,1.0,1.0,1.0,0.21890547263681592,0.25,0.2558139534883721,0.9090909090909091,0.7096774193548387,0.5909090909090909,,,0.06451612903225806,0.5,1.0,0.44,0.8636363636363636,,0.24,0.16666666666666666,0.6019900497512438,0.25,0.5196435323383085,0.5588934782608695,0.523897,0.1336405529953917,0.1686046511627907,,0.16319444444444445,0.2986111111111111,5.112820512820513,25.826666666666668,0.22875816993464052,4.0,1.0,2.0,,2.0,0.08695652173913043,0.07692307692307693,,10.0,,,,,,0.08163265306122448,,1.0,3.0,,,True
203200,1610612743,Justin Holiday,Justin Holiday,203200,DEN,5142.0,86,32.0,166,162,41.0,33.0,16,328,,1.0,,,,1.0,,1.0,,,6.0,12.0,,,4.0,3.0,8.0,,2.0,1.0,1.0,,2,9.0,20.0,2.0,29,165,,,,2.0,,,1.0,3.0,5.0,1.0,10.0,,,27.0,,,,,8.0,3.0,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,1.0,,5.0,5.0,,10.0,1.0,11.0,,3.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,,,6.0,13.0,1.0,3.0,,,4.0,,,,1.0,,1.0,,,,,,10.0,41.0,1.0,,,1.0,0.45,,0.6,0.45,,,,0.6136363636363636,,0.75,0.6041666666666666,,0.7142857142857143,0.9090909090909091,,0.5,,1.0,,,14.054054054054053,0.5,,0.14285714285714285,,0.15625,0.02857142857142857,0.14925373134328357,0.012345679012345678,,,0.04,0.18181818181818182,0.15,,0.09090909090909091,0.3,,,0.045454545454545456,,,,0.045454545454545456,,,,,,,,0.5454545454545454,0.5,0.5,1.0,0.36363636363636365,0.375,0.375,1.0,,,,,1.0,,,0.16666666666666666,,0.6666666666666666,0.16666666666666666,1.0,0.9545454545454546,0.375,0.5722386363636364,,0.5721166666666667,0.043478260869565216,0.3333333333333333,,,0.3448275862068966,3.6,24.130000000000003,0.2469879518072289,,,,,2.0,,,2.0,,1.0,,,1.0,,,0.5,,,1.0,,True
202704,1610612743,Reggie Jackson,Reggie Jackson,202704,DEN,4088.0,68,19.0,137,132,51.0,37.0,11,269,1.0,5.0,,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,3.0,,,1.0,5.0,12.0,,1.0,1.0,2.0,2.0,9,6.0,15.0,,22,142,,1.0,,1.0,,2.0,4.0,2.0,3.0,,10.0,,4.0,12.0,6.0,,,,12.0,5.0,2.0,,5.0,3.0,8.0,3.0,,4.0,1.0,,19.0,,1.0,2.0,4.0,1.0,7.0,1.0,8.0,,2.0,1.0,1.0,2.0,,2.0,1.0,,,3.0,1.0,1.0,3.0,7.0,,5.0,,1.0,,,,,,,,,,,1.0,,10.0,51.0,,,,0.6666666666666666,0.4,,0.6666666666666666,0.4,0.2222222222222222,,0.5,0.4583333333333333,,0.7142857142857143,0.4583333333333333,,0.7142857142857143,0.625,,0.2222222222222222,0.4,,,,18.243243243243242,0.6666666666666666,0.2,0.12903225806451613,0.03225806451612903,0.08695652173913043,,0.1111111111111111,0.01694915254237288,0.07142857142857142,,,0.2,0.06666666666666667,0.16666666666666666,0.18181818181818182,,,,0.20833333333333334,0.2,0.3333333333333333,,0.08333333333333333,,,,0.08333333333333333,0.5,0.5,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.5,0.4166666666666667,0.4166666666666667,0.6,0.5,,,,0.5,,,0.2857142857142857,0.5,0.14285714285714285,0.2857142857142857,0.5,0.8333333333333334,0.4166666666666667,0.5457708333333333,0.6141,0.5410428571428572,,,,,0.45454545454545453,6.166666666666667,25.006666666666664,0.3722627737226277,,,1.0,,,,,1.0,,2.0,1.0,,,,,1.0,,,,1.0,True
203484,1610612743,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DEN,20059.0,334,-6.0,654,646,134.0,137.0,71,1300,6.0,10.0,3.0,3.0,1.0,1.0,3.0,6.0,4.0,8.0,8.0,19.0,,1.0,1.0,6.0,23.0,1.0,1.0,1.0,4.0,13.0,24,14.0,42.0,10.0,78,771,4.0,4.0,1.0,2.0,11.0,2.0,3.0,1.0,5.0,2.0,9.0,14.0,12.0,42.0,,4.0,,,23.0,6.0,1.0,,16.0,8.0,24.0,4.0,4.0,7.0,6.0,3.0,56.0,4.0,1.0,12.0,6.0,,18.0,5.0,23.0,3.0,11.0,7.0,4.0,3.0,3.0,1.0,5.0,,2.0,8.0,,2.0,16.0,29.0,,13.0,1.0,5.0,10.0,,,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,9.0,131.0,1.0,0.5384615384615384,0.6363636363636364,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.5416666666666666,1.0,0.6666666666666666,0.5151515151515151,0.9166666666666666,0.4375,0.5434782608695652,0.9166666666666666,0.5,0.6363636363636364,,0.041666666666666664,,0.16666666666666666,,,10.490463215258856,0.375,,0.039735099337748346,0.005952380952380952,0.08888888888888889,0.02857142857142857,0.06293706293706294,0.016233766233766232,0.017543859649122806,,0.00980392156862745,0.06153846153846154,0.015873015873015872,0.043478260869565216,0.07920792079207921,0.11764705882352941,0.07894736842105263,0.5,0.15151515151515152,0.6,0.6,0.5,0.09090909090909091,0.5,0.6,0.6666666666666666,0.12121212121212122,0.5,0.5,0.5,0.2878787878787879,0.42105263157894735,0.42105263157894735,1.0,0.3484848484848485,0.2608695652173913,0.2608695652173913,1.0,0.5,1.0,0.16666666666666666,,0.16666666666666666,1.0,1.0,0.125,1.0,0.125,0.5,0.25,0.7878787878787878,0.2608695652173913,0.5594098484848485,0.6102500000000001,0.54105625,0.029411764705882353,0.04,0.023255813953488372,0.14102564102564102,0.11538461538461539,9.304166666666667,24.614285714285714,0.20489296636085627,,,2.0,,2.0,0.07894736842105263,0.3333333333333333,,,,,,,,,,,,,,True
