EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PtsUnassisted3s,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,BadPassTurnovers,PenaltyTurnovers,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefThreePtRebounds,BlockedAtRim,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassSteals,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,on,LongMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,AtRimPctBlocked,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,SecondChanceTurnovers,Offensive Fouls Drawn,DefFTReboundPct,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,Charge Fouls Drawn,DefensiveGoaltends,Transition Take Fouls Drawn,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,OffAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Blocked3s,BlockedArc3
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,1398.0,23.0,7.0,45,44,28,27.0,4.0,89,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,15.0,21.0,54.0,1.0,2.0,1.0,8.0,10.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,16.0,5.0,3.0,1.0,1.0,1.0,10.0,28,1.0,3.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.5,0.3333333333333333,0.75,0.7142857142857143,0.16666666666666666,28.571428571428573,0.058823529411764705,0.041666666666666664,0.1,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6112333333333333,0.5011,0.45454545454545453,0.5,0.47619047619047616,3.5799999999999996,26.6,0.6222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220,1610612756,Royce O'Neale,Royce O'Neale,1626220,PHX,512.0,9.0,4.0,16,18,11,14.0,3.0,34,,1.0,1.0,,,,,,1.0,,,,15.0,,1.0,,,,,,,,1.0,1.0,1.0,,3.0,,,3.0,,,,,,,,,,,,11,,,,,,,,,,,,5.2631578947368425,,,,1.0,,,,,,,,1.0,,1.0,0.7458,0.7458,,,,0.5,,0.6875,1.0,1.0,2.0,1.0,3.0,0.25,0.6666666666666666,0.42857142857142855,1.0,1.0,1.0,0.7458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629006,1610612756,Josh Okogie,Josh Okogie,1629006,PHX,1758.0,29.0,5.0,56,57,38,32.0,4.0,113,4.0,5.0,3.0,,1.0,3.0,3.0,4.0,6.0,3.0,3.0,14.0,65.0,2.0,4.0,3.0,2.0,9.0,6.0,2.0,3.0,1.0,1.0,2.0,,1.0,5.0,4.0,4.0,4.0,2.0,2.0,7.0,4.0,6.0,2.0,1.0,,,,9.0,38,2.0,1.0,0.75,0.75,0.6666666666666666,0.5,0.6111111111111112,0.5,0.5833333333333334,0.5,0.3333333333333333,23.333333333333336,0.2222222222222222,0.14285714285714285,0.2,0.5555555555555556,0.8,0.8,0.75,0.1111111111111111,,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.8888888888888888,0.65815,0.6004928571428572,0.18181818181818182,0.25,0.6428571428571429,3.2833333333333337,26.633333333333336,0.6785714285714286,1.0,1.0,,,,,,,,,1.0,0.8915,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629642,1610612756,Nassir Little,Nassir Little,1629642,PHX,368.0,6.0,-2.0,11,13,10,5.0,,24,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,7.0,11.0,2.0,2.0,2.0,,7.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,7.0,10,,,,,1.0,1.0,0.875,0.875,0.875,0.875,0.5,36.36363636363637,,,,0.25,1.0,1.0,,0.25,1.0,1.0,0.5,0.25,0.5,0.75,0.40165,0.40165,,,1.0,7.45,27.75,0.9090909090909091,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,0.5,0.5,0.5,,,,,,,0.5,0.5,,,,1.0,0.5,0.5,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201569,1610612756,Eric Gordon,Eric Gordon,201569,PHX,1340.0,22.0,7.0,44,44,28,29.0,4.0,88,,2.0,2.0,,1.0,2.0,2.0,,3.0,4.0,,3.0,52.0,,3.0,2.0,,3.0,,,2.0,,1.0,1.0,1.0,,3.0,,,,,,3.0,,,,,,,,3.0,28,,,,,,,0.21428571428571427,0.3,0.21428571428571427,0.3,0.5714285714285714,16.666666666666668,,,,0.2857142857142857,,,,0.14285714285714285,,,0.2857142857142857,0.4,0.4,0.8571428571428571,0.5817285714285714,0.57466,,,1.0,3.033333333333333,25.225,0.6363636363636364,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,3.0,1.0,3.0,1.0,,1.0,,,1.0,2.0,,1.0,0.25,0.5,0.25,,0.75,0.75,1.0,,,0.5,0.5,1.0,,,,0.5,0.5,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2857142857142857,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612756,Kevin Durant,Kevin Durant,201142,PHX,1232.0,21.0,3.0,41,40,27,26.0,3.0,81,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,14.0,53.0,3.0,3.0,2.0,1.0,10.0,4.0,4.0,2.0,1.0,,1.0,,1.0,2.0,2.0,3.0,3.0,,,,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,27,,1.0,0.5,0.5,1.0,1.0,0.9166666666666666,0.9,0.875,0.8333333333333334,0.3333333333333333,20.454545454545453,0.15384615384615385,0.15,0.14285714285714285,0.5,1.0,1.0,0.6666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.6,0.4,0.8333333333333334,0.6475833333333333,0.6830999999999999,0.14285714285714285,0.2,0.7142857142857143,2.65,27.35,0.6585365853658537,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,1.0,3.0,1.0,,1.0,,,1.0,,,1.0,0.5,0.5,0.5,,,,1.0,0.2,,0.5,0.5,1.0,,,1.0,0.5,0.5,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203078,1610612756,Bradley Beal,Bradley Beal,203078,PHX,719.0,12.0,2.0,23,22,16,13.0,1.0,45,,,,,,2.0,2.0,,1.0,3.0,,9.0,30.0,,1.0,3.0,,9.0,,,2.0,,,,,,,,,,,,6.0,,,,,,,,9.0,16,1.0,,,,,,1.125,1.125,1.125,1.125,0.75,20.833333333333336,,,,,,,,,,,0.5,,0.5,0.75,0.4819625,0.4819625,,,1.0,19.5,25.5,0.6956521739130435,,,,,,,,,,,,,,,2.0,2.0,3.0,,,3.0,3.0,2.0,,,1.0,,1.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,6.0,1.0,,,,,,,,,,,0.25,,,,,,,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203994,1610612756,Jusuf Nurkic,Jusuf Nurkic,203994,PHX,398.0,7.0,-1.0,11,13,2,4.0,1.0,24,1.0,1.0,,,,,,1.0,1.0,,,2.0,18.0,,,,,,2.0,,,2.0,,2.0,,2.0,4.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,2,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,8.333333333333334,0.1111111111111111,0.1,0.16666666666666666,1.0,1.0,1.0,1.0,,,,,,,1.0,0.8211,,,,,1.2,,0.18181818181818182,,,,1.0,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629234,1610612756,Drew Eubanks,Drew Eubanks,1629234,PHX,140.0,2.0,5.0,3,4,2,4.0,,7,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,33.333333333333336,,,,,,,,1.0,,,,,,,0.4254,,,,,7.1,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612756,Bol Bol,Bol Bol,1629626,PHX,354.0,6.0,,11,11,10,3.0,,22,,1.0,1.0,,,,,,1.0,,,,9.0,,1.0,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,10,,,,,,,,,,,,9.090909090909092,1.0,0.75,,1.0,,,,,,,,1.0,,1.0,0.788,0.788,,,,1.0,,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.6666666666666666,0.5,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
