EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,Corner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,DefTwoPtRebounds,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPossPct,OffThreePtRebounds,OffRebounds,BadPassTurnovers,ShootingFouls,Offensive Fouls,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,FtPoints,SecondChanceFG2A,AtRimAssists,OffTwoPtRebounds,SecondChanceTurnovers,FTA,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted2s,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,Steals,BadPassSteals,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Blocked3s,BlockedArc3,Blocks,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,on,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,LongMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceCorner3FGM,PenaltyFtPoints,HeaveAttempts,FTDefRebounds,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Accuracy,FTOffRebounds,Charge Fouls,OffFTReboundPct,LongMidRangePctAssisted,Loose Ball Fouls,Charge Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceAtRimPctAssisted
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,1409.0,23.0,9,45,42,2.0,6.0,87,1.0,1.0,1.0,2.0,4.0,9.0,1.0,2.0,3.0,4.0,9.0,16.0,44,1.0,4.0,9.0,3.0,9.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.75,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,26.923076923076923,0.5,0.0625,0.038461538461538464,0.07142857142857142,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.75,0.4444444444444444,0.4444444444444444,0.75,1.0,0.8333333333333334,0.4444444444444444,0.5044125,6.2,26.38888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627752,1610612747,Taurean Prince,Taurean Prince,1627752,LAL,1430.0,24.0,7,46,43,3.0,6.0,89,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,6.0,5.0,46,2.0,2.0,3.0,,4.0,1.0,,,,,,,,2.0,3.0,3.0,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.3125,0.3125,0.75,15.094339622641508,,0.125,0.11538461538461539,0.14285714285714285,0.125,,,,0.125,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,0.875,0.25,0.54835625,3.0,25.333333333333332,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.5,0.75,0.75,0.1,0.2,0.25,0.5,1.0,0.507,0.6,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629216,1610612747,Gabe Vincent,Gabe Vincent,1629216,LAL,597.0,10.0,-2,21,19,1.0,2.0,40,,,,,,,,,,,1.0,,24,,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,2.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,1.0,13.043478260869565,0.5,,0.1111111111111111,,,,,,,,,,,,,,,1.0,,0.5253,,22.8,1.0,1.0,,,,1.0,1.0,,,,0.5,,1.0,,,,,0.047619047619047616,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.1111111111111111,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629637,1610612747,Jaxson Hayes,Jaxson Hayes,1629637,LAL,1430.0,24.0,7,46,43,3.0,6.0,89,,,,2.0,,,,,2.0,,,1.0,46,,,,,,,1.0,,1.0,,,,2.0,4.0,9.0,12.0,1.0,,1.0,1.0,2.0,7.0,2.0,,,,,,,,,0.16666666666666666,,9.433962264150942,0.5,0.25,0.34615384615384615,0.21428571428571427,,,,,1.0,,,,,,,,,,,0.40705,6.6,,1.0,,,,,5.0,1.0,,,,0.5,0.6,,,,,,0.021739130434782608,2.0,3.0,,4.0,1.0,0.16666666666666666,0.13636363636363635,0.1111111111111111,0.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1,0.14285714285714285,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,263.0,4.0,2,9,8,,1.0,17,,,2.0,2.0,,,,2.0,2.0,,,8.0,10,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,40.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.41675,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,2.0,,,,,0.5,0.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,1146.0,19.0,7,36,34,2.0,5.0,70,5.0,11.0,2.0,2.0,,1.0,,7.0,13.0,,1.0,20.0,34,,4.0,,,1.0,,,2.0,2.0,2.0,,,6.0,3.0,3.0,4.0,1.0,,,1.0,1.0,1.0,6.0,,0.2857142857142857,0.3333333333333333,,,,0.5384615384615384,0.5,0.625,0.07142857142857142,40.476190476190474,1.0,0.25,0.14285714285714285,0.2727272727272727,0.7857142857142857,0.45454545454545453,0.7142857142857143,0.4,0.14285714285714285,1.0,1.0,,0.07142857142857142,,,,,0.8571428571428571,,0.5803107142857142,3.769230769230769,27.6,,,,,5.0,,,,1.0,1.25,,,,,,0.5694,0.25,,,1.0,,1.0,,,0.05263157894736842,,,6.0,1.0,,1.0,,6.0,4.0,0.1,0.14285714285714285,,,0.25,0.26666666666666666,10.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.3076923076923077,0.36363636363636365,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203915,1610612747,Spencer Dinwiddie,Spencer Dinwiddie,203915,LAL,854.0,14.0,7,26,25,3.0,4.0,51,,,,,,,,,,1.0,1.0,3.0,24,,,3.0,,,,2.0,1.0,3.0,1.0,,,7.0,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,1.5,1.5,1.0,3.2258064516129035,,,,,,,,,,,,,,,,,,1.0,,0.5475,,24.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,0.038461538461538464,1.0,1.0,,1.0,,0.16666666666666666,0.07692307692307693,,,,,2.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,21.0,,-2,1,1,1.0,,2,,,,,,1.0,,,,,1.0,,2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,48.7,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,9672.0,161.0,13,320,319,75.0,19.0,639,8.0,10.0,1.0,8.0,8.0,30.0,2.0,12.0,26.0,10.0,35.0,55.0,353,3.0,10.0,21.0,9.0,30.0,8.0,10.0,8.0,18.0,5.0,3.0,4.0,44.0,8.0,12.0,13.0,4.0,2.0,3.0,1.0,7.0,5.0,4.0,1.0,0.4166666666666667,0.4166666666666667,0.7,0.2857142857142857,0.2857142857142857,0.46153846153846156,0.4426229508196721,0.4435483870967742,0.5737704918032787,20.234604105571847,0.5714285714285714,0.10666666666666667,0.07228915662650602,0.1346153846153846,0.16393442622950818,0.8,0.8,0.5,0.13114754098360656,0.125,0.14285714285714285,1.0,0.4918032786885246,0.26666666666666666,0.26666666666666666,0.625,0.6666666666666666,0.7377049180327869,0.26666666666666666,0.5413262295081966,8.042307692307691,25.602857142857143,67.0,5.0,1.0,1.0,3.0,4.0,65.0,0.3333333333333333,0.5,0.5,0.04395604395604396,0.08,0.08196721311475409,0.5,1.0,0.6318,0.05454545454545454,0.209375,,1.0,3.0,2.0,,,0.007575757575757576,,,1.0,,5.0,1.0,,2.0,1.0,0.014925373134328358,,,0.043478260869565216,0.016129032258064516,0.037037037037037035,14.0,,,,,,1.0,4.0,2.0,,,0.038461538461538464,,,,2.0,,,1.0,0.4,0.4,1.0,6.0,7.0,0.5454545454545454,False,3.0,4.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,12.0,1.0,0.2857142857142857,0.75,0.5454545454545454,0.5454545454545454,0.125,0.09090909090909091,0.07142857142857142,0.02631578947368421,0.13114754098360656,0.375,0.375,0.3333333333333333,0.36363636363636365,0.75,0.09090909090909091,1.0,0.16666666666666666,0.5710272727272727,0.21818181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,
1627752,1610612747,Taurean Prince,Taurean Prince,1627752,LAL,5223.0,87.0,-10,176,182,52.0,12.0,358,4.0,5.0,2.0,4.0,2.0,7.0,2.0,6.0,10.0,4.0,11.0,32.0,201,3.0,10.0,9.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,,8.0,3.0,8.0,9.0,1.0,,,,1.0,9.0,6.0,,0.8333333333333334,0.8333333333333334,0.75,0.36363636363636365,0.4,0.6,0.5714285714285714,0.64,0.5238095238095238,13.756613756613758,1.0,0.07142857142857142,0.08045977011494253,0.1111111111111111,0.23809523809523808,0.8,0.8,0.75,0.19047619047619047,0.5,0.6666666666666666,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.7619047619047619,0.3333333333333333,0.5368825,5.84,26.127272727272725,59.0,4.0,1.0,2.0,6.0,4.0,57.0,0.6666666666666666,1.0,1.0,0.08888888888888889,0.06666666666666667,0.19047619047619047,0.5,1.0,0.56685,0.1875,0.3352272727272727,,1.0,1.0,5.0,,,0.0136986301369863,,0.07142857142857142,8.0,,1.0,1.0,,8.0,3.0,0.023809523809523808,,,,0.125,0.23076923076923078,2.0,,,,,,1.0,1.0,,,,0.1,,,,2.0,,,2.0,0.5,0.5,0.5,2.0,3.0,0.4,False,1.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,,4.0,,,1.0,,,2.0,2.0,4.0,,,0.5,0.2,0.3333333333333333,0.25,,0.125,,0.047619047619047616,,,0.3333333333333333,0.2,1.0,0.2,,,0.5348125,0.125,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.05,0.5,1.0,,,,,,,,,,,,,,,
