EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,SecondChanceFtPoints,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,2pt And 1 Free Throw Trips,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,PtsPutbacks,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,HeaveMakes,HeaveAttempts,Travels,Offensive Fouls,DefensiveGoaltends,Transition Take Fouls,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1628384,1610612752,OG Anunoby,OG Anunoby,1628384,NYK,4629.0,77,19,151,147,67,35.0,30.0,298,10.0,13.0,5.0,6.0,2.0,6.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,5.0,4.0,6.0,1.0,2.0,2.0,13.0,22.0,6.0,11.0,2.0,46,165,1.0,2.0,2.0,3.0,8.0,7.0,9.0,2.0,7.0,1.0,21.0,14.0,12.0,18.0,6.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,4,2.0,9,2.0,11,5.0,5.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,67,1.0,0.5384615384615384,0.5384615384615384,1.0,0.5454545454545454,0.6666666666666666,0.2857142857142857,0.5454545454545454,0.5909090909090909,0.5,0.7777777777777778,0.6666666666666666,0.8,0.625,0.6571428571428571,0.8,0.6176470588235294,0.3333333333333333,0.18181818181818182,0.15384615384615385,0.3333333333333333,21.390374331550802,0.6,0.6666666666666666,0.09090909090909091,0.08333333333333333,0.07142857142857142,0.0875,0.027777777777777776,0.05,0.125,0.11764705882352941,0.058823529411764705,0.1,0.11538461538461539,1.0,0.3939393939393939,0.7692307692307693,0.9090909090909091,0.6,0.18181818181818182,0.3333333333333333,0.5,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.15151515151515152,0.4,0.4,1.0,0.18181818181818182,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,1.0,0.4,0.5,1.0,0.375,0.8333333333333334,0.3125,0.4,0.125,0.7272727272727273,0.6666666666666666,0.6124030303030303,0.4965,0.638759375,0.029411764705882353,0.043478260869565216,0.17391304347826086,0.45652173913043476,5.29090909090909,24.99090909090909,0.44370860927152317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,6315.0,105,19,206,203,70,58.0,37.0,409,4.0,11.0,2.0,3.0,2.0,4.0,,3.0,1.0,4.0,,,,,8.0,12.0,1.0,1.0,6.0,6.0,18.0,9.0,16.0,11.0,50,231,1.0,4.0,1.0,1.0,9.0,3.0,7.0,3.0,6.0,6.0,21.0,6.0,6.0,21.0,12.0,8.0,5.0,9.0,20.0,,51.0,3.0,15.0,8,2.0,25,8.0,33,3.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,9.0,15.0,4.0,4.0,,,,,21.0,70,4.0,0.5,0.5,0.7777777777777778,0.5625,1.0,0.5,0.5625,0.3333333333333333,0.25,0.42857142857142855,0.5735294117647058,0.5,0.5769230769230769,0.6097560975609756,0.6428571428571429,0.6176470588235294,0.47058823529411764,0.2777777777777778,0.36363636363636365,0.25,18.326693227091635,0.6,0.5,0.14814814814814814,0.3,0.08823529411764706,0.22115384615384615,0.0784313725490196,0.045454545454545456,0.16666666666666666,0.08695652173913043,0.2,0.18181818181818182,0.3157894736842105,,0.3235294117647059,0.36363636363636365,0.5714285714285714,0.25,0.11764705882352941,0.5,0.6666666666666666,0.08823529411764706,,,,0.11764705882352941,0.25,0.25,1.0,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.75,,,,0.2,1.0,1.0,0.23076923076923078,0.6666666666666666,,,0.46153846153846156,0.7941176470588235,0.6666666666666666,0.5499058823529411,0.6762250000000001,0.5077576923076923,0.10810810810810811,0.19047619047619047,0.18,0.42,5.816666666666666,25.162500000000005,0.33980582524271846,1.0,4.0,3.0,4.0,6.0,11.0,7.0,4.0,6.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,0.07352941176470588,0.038461538461538464,0.08333333333333333,0.1111111111111111,0.25,0.08333333333333333,1.0,0.8,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628973,1610612752,Jalen Brunson,Jalen Brunson,1628973,NYK,5368.0,89,23,181,174,74,58.0,32.0,355,5.0,7.0,1.0,2.0,12.0,25.0,5.0,15.0,,,,,,,3.0,8.0,1.0,2.0,2.0,22.0,47.0,3.0,8.0,17.0,70,190,5.0,7.0,1.0,2.0,14.0,8.0,17.0,,2.0,8.0,24.0,10.0,34.0,3.0,8.0,3.0,4.0,8.0,14.0,2.0,34.0,,3.0,3,,6,2.0,8,3.0,1.0,5.0,,1.0,3.0,6.0,2.0,2.0,4.0,21.0,22.0,8.0,3.0,,,,,24.0,74,2.0,0.22727272727272727,0.22727272727272727,0.3333333333333333,0.375,0.5,,0.375,0.46808510638297873,0.7142857142857143,0.47058823529411764,0.4818181818181818,0.7222222222222222,0.42105263157894735,0.5303030303030303,0.7,0.5,0.14545454545454545,0.0851063829787234,0.14285714285714285,0.08,32.71889400921659,0.8333333333333334,,0.06382978723404255,0.07142857142857142,,0.06741573033707865,0.023529411764705882,,,0.14285714285714285,,,0.0625,,0.12727272727272726,0.7142857142857143,0.8333333333333334,0.2,0.45454545454545453,0.48,0.5217391304347826,0.2727272727272727,0.3333333333333333,0.35714285714285715,0.2,,,,,0.14545454545454545,0.375,0.375,0.3333333333333333,,,,0.2222222222222222,0.5,,0.10526315789473684,0.5,,,0.10526315789473684,0.2727272727272727,0.375,0.4870554545454545,0.4922285714285714,0.46036315789473675,0.12698412698412698,0.14545454545454545,0.2,0.34285714285714286,10.106382978723405,26.1875,0.4088397790055249,1.0,1.0,,1.0,6.0,6.0,6.0,,5.0,1.0,2.0,1.0,2.0,2.0,,,1.0,0.03333333333333333,0.058823529411764705,0.038461538461538464,,0.1,0.038461538461538464,0.25,0.1111111111111111,1.0,1.0,,2.0,1.0,1.0,1.0,0.06666666666666667,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628978,1610612752,Donte DiVincenzo,Donte DiVincenzo,1628978,NYK,3352.0,56,22,106,100,34,28.0,23.0,206,5.0,10.0,2.0,5.0,,3.0,,2.0,,2.0,,,,,4.0,7.0,,,3.0,5.0,15.0,4.0,9.0,2.0,24,123,2.0,5.0,,,4.0,2.0,8.0,2.0,3.0,,10.0,10.0,,12.0,7.0,4.0,3.0,3.0,4.0,1.0,9.0,,3.0,1,,4,2.0,6,2.0,1.0,3.0,,,2.0,3.0,,3.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,,10.0,34,,1.0,1.0,1.0,0.4444444444444444,,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.4,0.25,0.4583333333333333,0.4,0.45454545454545453,0.48,0.4,0.45454545454545453,0.375,0.2,0.1,0.3333333333333333,20.74074074074074,1.0,,0.03571428571428571,0.13636363636363635,,0.08,0.017241379310344827,,,0.07142857142857142,,,0.16666666666666666,,0.4166666666666667,0.5,0.5555555555555556,1.0,0.125,,,0.08333333333333333,,,,0.08333333333333333,,,,0.2916666666666667,0.5714285714285714,0.5714285714285714,1.0,,,,,,,0.45454545454545453,0.4,,,0.2727272727272727,0.7916666666666666,0.5714285714285714,0.6021020833333334,0.649275,0.5860818181818183,0.04,0.0625,0.16666666666666666,0.4166666666666667,4.493333333333334,25.4,0.32075471698113206,2.0,3.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,0.02702702702702703,,,0.1,,,,0.6,0.6666666666666666,1.0,0.6666666666666666,,,,,0.5,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,6879.0,115,30,224,220,79,60.0,42.0,444,7.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,7.0,14.0,,,3.0,17,242,3.0,9.0,,,7.0,1.0,2.0,,,3.0,5.0,8.0,6.0,,,,1.0,2.0,3.0,,7.0,5.0,8.0,9,1.0,18,23.0,41,6.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,15.0,8.0,8.0,1.0,2.0,6.0,1.0,7.0,5.0,5.0,79,2.0,0.5714285714285714,1.0,,,,,,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.3181818181818182,0.625,,0.07142857142857142,0.07142857142857142,,7.2727272727272725,0.6666666666666666,0.2,0.15,0.14814814814814814,0.1282051282051282,0.14912280701754385,0.2,0.08,0.21428571428571427,0.12,0.17391304347826086,0.16666666666666666,0.12195121951219512,0.7142857142857143,1.0,0.5,0.5384615384615384,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,1.0,,0.6516285714285714,0.58865,0.7231,0.06666666666666667,0.06666666666666667,0.4117647058823529,0.29411764705882354,0.9,,0.35267857142857145,3.0,9.0,,1.0,,1.0,1.0,,1.0,1.0,18.0,3.0,4.0,1.0,,,,0.23684210526315788,0.3333333333333333,0.2,0.15789473684210525,0.23076923076923078,0.5,,1.0,0.3333333333333333,,,1.0,,2.0,,,,,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,True,,,,,,,,,,,,,
1630173,1610612752,Precious Achiuwa,Precious Achiuwa,1630173,NYK,203.0,3,-6,7,8,5,,,15,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,12,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,5,,,,,,,,,,,,,,,0.5,,0.5,,,,,14.285714285714285,,,0.25,,,0.25,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,5230.0,87,13,168,171,47,40.0,29.0,339,5.0,7.0,1.0,1.0,3.0,7.0,3.0,5.0,2.0,5.0,,,,,4.0,13.0,1.0,2.0,4.0,11.0,19.0,6.0,18.0,3.0,43,182,,1.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,,10.0,6.0,16.0,15.0,13.0,4.0,2.0,4.0,10.0,,26.0,,4.0,3,,7,,7,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,7.0,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,10.0,47,,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5789473684210527,,0.4,0.5405405405405406,0.5,0.5555555555555556,0.5657894736842105,0.625,0.5555555555555556,0.4864864864864865,0.10526315789473684,0.14285714285714285,0.14285714285714285,19.607843137254903,0.5,,0.06976744186046512,0.09090909090909091,,0.08045977011494253,,,,0.0625,0.05263157894736842,0.125,0.09375,1.0,0.1891891891891892,0.7142857142857143,0.8333333333333334,0.2,0.1891891891891892,0.42857142857142855,0.5,0.13513513513513514,0.6,0.6,0.6666666666666666,0.13513513513513514,0.4,0.4,1.0,0.35135135135135137,0.3076923076923077,0.3076923076923077,0.75,,,,0.6666666666666666,0.5,1.0,0.1111111111111111,1.0,,,0.4444444444444444,0.6756756756756757,0.3076923076923077,0.5465797297297297,0.457575,0.5143777777777778,0.05263157894736842,0.1,0.11627906976744186,0.23255813953488372,7.405263157894736,24.827777777777776,0.27976190476190477,,,2.0,2.0,3.0,6.0,5.0,1.0,4.0,,,,2.0,,1.0,,,,,,,0.08333333333333333,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
202711,1610612752,Bojan Bogdanovic,Bojan Bogdanovic,202711,NYK,2419.0,40,30,77,77,19,21.0,17.0,154,,2.0,,,1.0,7.0,,,1.0,5.0,1.0,2.0,,1.0,4.0,8.0,,3.0,,1.0,9.0,5.0,13.0,4.0,21,65,,,1.0,5.0,5.0,,1.0,,1.0,2.0,2.0,2.0,,12.0,8.0,4.0,3.0,1.0,3.0,,8.0,,3.0,5,,8,,8,,,,,,,,,1.0,3.0,4.0,7.0,2.0,,1.0,1.0,1.0,1.0,2.0,19,,1.0,1.0,0.8,0.38461538461538464,0.2,,0.38461538461538464,0.1111111111111111,,,0.38636363636363635,0.3,,0.42,0.4166666666666667,0.3333333333333333,0.5909090909090909,0.3333333333333333,1.0,0.14285714285714285,25.252525252525253,,,0.25,0.13636363636363635,,0.19047619047619047,,,,0.125,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,0.09090909090909091,,,,0.3181818181818182,0.14285714285714285,0.16666666666666666,,,,,0.22727272727272727,0.2,0.2,1.0,0.36363636363636365,0.5,0.5,0.75,0.4,0.5,1.0,0.6,,,,,0.5,,,0.6818181818181818,0.5,0.5097159090909091,0.5194,0.425425,0.12,0.18181818181818182,0.23809523809523808,0.09523809523809523,8.833333333333334,25.184615384615384,0.24675324675324675,,,,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.07142857142857142,True,,,,,,,,,,,,,
1628384,1610612752,OG Anunoby,OG Anunoby,1628384,NYK,14834.0,247,-16,464,468,106,87.0,60.0,932,18.0,28.0,3.0,6.0,2.0,11.0,7.0,11.0,5.0,10.0,,3.0,2.0,2.0,5.0,18.0,3.0,7.0,2.0,27.0,50.0,10.0,28.0,6.0,90,582,3.0,7.0,3.0,10.0,15.0,3.0,7.0,3.0,4.0,2.0,17.0,34.0,20.0,30.0,18.0,5.0,3.0,6.0,9.0,,21.0,3.0,19.0,15,4.0,38,5.0,43,3.0,2.0,3.0,,2.0,3.0,5.0,2.0,7.0,13.0,11.0,9.0,4.0,1.0,8.0,5.0,8.0,6.0,17.0,103,1.0,0.6296296296296297,0.6296296296296297,1.0,0.35714285714285715,0.3,0.75,0.35714285714285715,0.54,0.42857142857142855,0.42857142857142855,0.5384615384615384,0.4411764705882353,0.6818181818181818,0.5487804878048781,0.4411764705882353,0.7083333333333334,0.358974358974359,0.06,0.03571428571428571,0.18181818181818182,16.051660516605168,0.6,0.4444444444444444,0.125,0.20212765957446807,0.03125,0.1588785046728972,0.021834061135371178,0.02631578947368421,0.05,0.04918032786885246,0.15789473684210525,0.2857142857142857,0.2222222222222222,0.75,0.358974358974359,0.6428571428571429,0.6666666666666666,0.6111111111111112,0.14102564102564102,0.18181818181818182,0.2222222222222222,0.14102564102564102,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.1282051282051282,0.5,0.5,1.0,0.23076923076923078,0.2777777777777778,0.2777777777777778,1.0,0.17647058823529413,,,0.4117647058823529,0.42857142857142855,1.0,0.5454545454545454,0.5,0.18181818181818182,1.0,0.18181818181818182,0.717948717948718,0.2777777777777778,0.5797576923076924,0.5649833333333333,0.5967363636363636,0.04938271604938271,0.07547169811320754,0.16666666666666666,0.18888888888888888,6.863999999999999,25.057142857142853,0.22844827586206898,3.0,4.0,1.0,,,3.0,3.0,,3.0,3.0,2.0,1.0,1.0,,1.0,,1.0,0.015037593984962405,0.018518518518518517,,0.041666666666666664,0.07692307692307693,0.02631578947368421,1.0,0.23529411764705882,0.75,0.6666666666666666,0.5,,,,,,,,,,2.0,,,,,3.0,,,False,1.0,1.0,,,,,,,,,,,
1628392,1610612752,Isaiah Hartenstein,Isaiah Hartenstein,1628392,NYK,23256.0,388,-71,718,722,139,119.0,103.0,1440,21.0,35.0,1.0,5.0,19.0,31.0,4.0,8.0,,,,,,,1.0,2.0,,,2.0,44.0,74.0,1.0,2.0,19.0,110,942,11.0,19.0,,,26.0,4.0,9.0,1.0,2.0,6.0,17.0,68.0,20.0,3.0,-1.0,,5.0,29.0,46.0,4.0,109.0,19.0,20.0,30,3.0,53,49.0,102,4.0,2.0,10.0,4.0,9.0,2.0,19.0,2.0,28.0,41.0,18.0,22.0,9.0,2.0,12.0,8.0,12.0,6.0,17.0,136,2.0,0.7727272727272727,0.9444444444444444,1.0,0.5,,0.5,,0.5945945945945946,0.5789473684210527,0.4444444444444444,0.5986842105263158,0.5789473684210527,0.5,0.632183908045977,0.6190476190476191,0.6071428571428571,0.02631578947368421,0.06756756756756757,0.14285714285714285,,12.559241706161139,0.5263157894736842,0.2,0.16483516483516483,0.136986301369863,0.12751677852348994,0.1524390243902439,0.13114754098360656,0.10526315789473684,0.2,0.16091954022988506,0.17647058823529413,0.14814814814814814,0.15517241379310345,0.5,0.4605263157894737,0.6,0.7,0.5714285714285714,0.40789473684210525,0.6129032258064516,0.6129032258064516,0.10526315789473684,0.5,0.5,0.75,,,,,0.02631578947368421,0.5,0.5,1.0,,,,,,,0.45454545454545453,0.2,,,0.18181818181818182,0.4868421052631579,,0.5372986486486486,0.5926071428571429,0.5608,0.10588235294117647,0.10843373493975904,0.23636363636363636,0.15454545454545454,6.3500000000000005,51.25,0.1935933147632312,10.0,16.0,1.0,4.0,,17.0,13.0,4.0,18.0,7.0,29.0,1.0,2.0,8.0,,,,0.1336405529953917,0.11627906976744186,0.14130434782608695,0.15384615384615385,0.06666666666666667,0.04,1.0,0.8421052631578947,0.625,0.2,0.5,3.0,,,,,1.0,0.0625,16.0,6.0,6.0,2.0,,,1.0,3.0,,,False,1.0,,1.0,2.0,1.0,3.0,2.0,,,,,,
